0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-6, 0-21 x 0-5 = 1-27, 0-21 x 0-6 = 1-48, 0-21 x 0-7 = 1-69, 0-21 x 0-8 = 2-12, 0-21 x 0-9 = 2-33, 0-21 x 0-10 = 2-54, 0-21 x 0-11 = 2-75, 0-21 x 0-12 = 3-18, 0-21 x 0-13 = 3-39, 0-21 x 0-14 = 3-60, 0-21 x 0-15 = 4-3, 0-21 x 0-16 = 4-24, 0-21 x 0-17 = 4-45, 0-21 x 0-18 = 4-66, 0-21 x 0-19 = 5-9, 0-21 x 0-20 = 5-30, 0-21 x 0-21 = 5-51, 0-21 x 0-22 = 5-72, 0-21 x 0-23 = 6-15, 0-21 x 0-24 = 6-36, 0-21 x 0-25 = 6-57, 0-21 x 0-26 = 7-0, 0-21 x 0-27 = 7-21, 0-21 x 0-28 = 7-42, 0-21 x 0-29 = 7-63, 0-21 x 0-30 = 8-6, 0-21 x 0-31 = 8-27, 0-21 x 0-32 = 8-48, 0-21 x 0-33 = 8-69, 0-21 x 0-34 = 9-12, 0-21 x 0-35 = 9-33, 0-21 x 0-36 = 9-54, 0-21 x 0-37 = 9-75, 0-21 x 0-38 = 10-18, 0-21 x 0-39 = 10-39, 0-21 x 0-40 = 10-60, 0-21 x 0-41 = 11-3, 0-21 x 0-42 = 11-24, 0-21 x 0-43 = 11-45, 0-21 x 0-44 = 11-66, 0-21 x 0-45 = 12-9, 0-21 x 0-46 = 12-30, 0-21 x 0-47 = 12-51, 0-21 x 0-48 = 12-72, 0-21 x 0-49 = 13-15, 0-21 x 0-50 = 13-36, 0-21 x 0-51 = 13-57, 0-21 x 0-52 = 14-0, 0-21 x 0-53 = 14-21, 0-21 x 0-54 = 14-42, 0-21 x 0-55 = 14-63, 0-21 x 0-56 = 15-6, 0-21 x 0-57 = 15-27, 0-21 x 0-58 = 15-48, 0-21 x 0-59 = 15-69, 0-21 x 0-60 = 16-12, 0-21 x 0-61 = 16-33, 0-21 x 0-62 = 16-54, 0-21 x 0-63 = 16-75, 0-21 x 0-64 = 17-18, 0-21 x 0-65 = 17-39, 0-21 x 0-66 = 17-60, 0-21 x 0-67 = 18-3, 0-21 x 0-68 = 18-24, 0-21 x 0-69 = 18-45, 0-21 x 0-70 = 18-66, 0-21 x 0-71 = 19-9, 0-21 x 0-72 = 19-30, 0-21 x 0-73 = 19-51, 0-21 x 0-74 = 19-72, 0-21 x 0-75 = 20-15, 0-21 x 0-76 = 20-36, 0-21 x 0-77 = 20-57, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 0-66, 0-22 x 0-4 = 1-10, 0-22 x 0-5 = 1-32, 0-22 x 0-6 = 1-54, 0-22 x 0-7 = 1-76, 0-22 x 0-8 = 2-20, 0-22 x 0-9 = 2-42, 0-22 x 0-10 = 2-64, 0-22 x 0-11 = 3-8, 0-22 x 0-12 = 3-30, 0-22 x 0-13 = 3-52, 0-22 x 0-14 = 3-74, 0-22 x 0-15 = 4-18, 0-22 x 0-16 = 4-40, 0-22 x 0-17 = 4-62, 0-22 x 0-18 = 5-6, 0-22 x 0-19 = 5-28, 0-22 x 0-20 = 5-50, 0-22 x 0-21 = 5-72, 0-22 x 0-22 = 6-16, 0-22 x 0-23 = 6-38, 0-22 x 0-24 = 6-60, 0-22 x 0-25 = 7-4, 0-22 x 0-26 = 7-26, 0-22 x 0-27 = 7-48, 0-22 x 0-28 = 7-70, 0-22 x 0-29 = 8-14, 0-22 x 0-30 = 8-36, 0-22 x 0-31 = 8-58, 0-22 x 0-32 = 9-2, 0-22 x 0-33 = 9-24, 0-22 x 0-34 = 9-46, 0-22 x 0-35 = 9-68, 0-22 x 0-36 = 10-12, 0-22 x 0-37 = 10-34, 0-22 x 0-38 = 10-56, 0-22 x 0-39 = 11-0, 0-22 x 0-40 = 11-22, 0-22 x 0-41 = 11-44, 0-22 x 0-42 = 11-66, 0-22 x 0-43 = 12-10, 0-22 x 0-44 = 12-32, 0-22 x 0-45 = 12-54, 0-22 x 0-46 = 12-76, 0-22 x 0-47 = 13-20, 0-22 x 0-48 = 13-42, 0-22 x 0-49 = 13-64, 0-22 x 0-50 = 14-8, 0-22 x 0-51 = 14-30, 0-22 x 0-52 = 14-52, 0-22 x 0-53 = 14-74, 0-22 x 0-54 = 15-18, 0-22 x 0-55 = 15-40, 0-22 x 0-56 = 15-62, 0-22 x 0-57 = 16-6, 0-22 x 0-58 = 16-28, 0-22 x 0-59 = 16-50, 0-22 x 0-60 = 16-72, 0-22 x 0-61 = 17-16, 0-22 x 0-62 = 17-38, 0-22 x 0-63 = 17-60, 0-22 x 0-64 = 18-4, 0-22 x 0-65 = 18-26, 0-22 x 0-66 = 18-48, 0-22 x 0-67 = 18-70, 0-22 x 0-68 = 19-14, 0-22 x 0-69 = 19-36, 0-22 x 0-70 = 19-58, 0-22 x 0-71 = 20-2, 0-22 x 0-72 = 20-24, 0-22 x 0-73 = 20-46, 0-22 x 0-74 = 20-68, 0-22 x 0-75 = 21-12, 0-22 x 0-76 = 21-34, 0-22 x 0-77 = 21-56, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 0-69, 0-23 x 0-4 = 1-14, 0-23 x 0-5 = 1-37, 0-23 x 0-6 = 1-60, 0-23 x 0-7 = 2-5, 0-23 x 0-8 = 2-28, 0-23 x 0-9 = 2-51, 0-23 x 0-10 = 2-74, 0-23 x 0-11 = 3-19, 0-23 x 0-12 = 3-42, 0-23 x 0-13 = 3-65, 0-23 x 0-14 = 4-10, 0-23 x 0-15 = 4-33, 0-23 x 0-16 = 4-56, 0-23 x 0-17 = 5-1, 0-23 x 0-18 = 5-24, 0-23 x 0-19 = 5-47, 0-23 x 0-20 = 5-70, 0-23 x 0-21 = 6-15, 0-23 x 0-22 = 6-38, 0-23 x 0-23 = 6-61, 0-23 x 0-24 = 7-6, 0-23 x 0-25 = 7-29, 0-23 x 0-26 = 7-52, 0-23 x 0-27 = 7-75, 0-23 x 0-28 = 8-20, 0-23 x 0-29 = 8-43, 0-23 x 0-30 = 8-66, 0-23 x 0-31 = 9-11, 0-23 x 0-32 = 9-34, 0-23 x 0-33 = 9-57, 0-23 x 0-34 = 10-2, 0-23 x 0-35 = 10-25, 0-23 x 0-36 = 10-48, 0-23 x 0-37 = 10-71, 0-23 x 0-38 = 11-16, 0-23 x 0-39 = 11-39, 0-23 x 0-40 = 11-62, 0-23 x 0-41 = 12-7, 0-23 x 0-42 = 12-30, 0-23 x 0-43 = 12-53, 0-23 x 0-44 = 12-76, 0-23 x 0-45 = 13-21, 0-23 x 0-46 = 13-44, 0-23 x 0-47 = 13-67, 0-23 x 0-48 = 14-12, 0-23 x 0-49 = 14-35, 0-23 x 0-50 = 14-58, 0-23 x 0-51 = 15-3, 0-23 x 0-52 = 15-26, 0-23 x 0-53 = 15-49, 0-23 x 0-54 = 15-72, 0-23 x 0-55 = 16-17, 0-23 x 0-56 = 16-40, 0-23 x 0-57 = 16-63, 0-23 x 0-58 = 17-8, 0-23 x 0-59 = 17-31, 0-23 x 0-60 = 17-54, 0-23 x 0-61 = 17-77, 0-23 x 0-62 = 18-22, 0-23 x 0-63 = 18-45, 0-23 x 0-64 = 18-68, 0-23 x 0-65 = 19-13, 0-23 x 0-66 = 19-36, 0-23 x 0-67 = 19-59, 0-23 x 0-68 = 20-4, 0-23 x 0-69 = 20-27, 0-23 x 0-70 = 20-50, 0-23 x 0-71 = 20-73, 0-23 x 0-72 = 21-18, 0-23 x 0-73 = 21-41, 0-23 x 0-74 = 21-64, 0-23 x 0-75 = 22-9, 0-23 x 0-76 = 22-32, 0-23 x 0-77 = 22-55, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 0-72, 0-24 x 0-4 = 1-18, 0-24 x 0-5 = 1-42, 0-24 x 0-6 = 1-66, 0-24 x 0-7 = 2-12, 0-24 x 0-8 = 2-36, 0-24 x 0-9 = 2-60, 0-24 x 0-10 = 3-6, 0-24 x 0-11 = 3-30, 0-24 x 0-12 = 3-54, 0-24 x 0-13 = 4-0, 0-24 x 0-14 = 4-24, 0-24 x 0-15 = 4-48, 0-24 x 0-16 = 4-72, 0-24 x 0-17 = 5-18, 0-24 x 0-18 = 5-42, 0-24 x 0-19 = 5-66, 0-24 x 0-20 = 6-12, 0-24 x 0-21 = 6-36, 0-24 x 0-22 = 6-60, 0-24 x 0-23 = 7-6, 0-24 x 0-24 = 7-30, 0-24 x 0-25 = 7-54, 0-24 x 0-26 = 8-0, 0-24 x 0-27 = 8-24, 0-24 x 0-28 = 8-48, 0-24 x 0-29 = 8-72, 0-24 x 0-30 = 9-18, 0-24 x 0-31 = 9-42, 0-24 x 0-32 = 9-66, 0-24 x 0-33 = 10-12, 0-24 x 0-34 = 10-36, 0-24 x 0-35 = 10-60, 0-24 x 0-36 = 11-6, 0-24 x 0-37 = 11-30, 0-24 x 0-38 = 11-54, 0-24 x 0-39 = 12-0, 0-24 x 0-40 = 12-24, 0-24 x 0-41 = 12-48, 0-24 x 0-42 = 12-72, 0-24 x 0-43 = 13-18, 0-24 x 0-44 = 13-42, 0-24 x 0-45 = 13-66, 0-24 x 0-46 = 14-12, 0-24 x 0-47 = 14-36, 0-24 x 0-48 = 14-60, 0-24 x 0-49 = 15-6, 0-24 x 0-50 = 15-30, 0-24 x 0-51 = 15-54, 0-24 x 0-52 = 16-0, 0-24 x 0-53 = 16-24, 0-24 x 0-54 = 16-48, 0-24 x 0-55 = 16-72, 0-24 x 0-56 = 17-18, 0-24 x 0-57 = 17-42, 0-24 x 0-58 = 17-66, 0-24 x 0-59 = 18-12, 0-24 x 0-60 = 18-36, 0-24 x 0-61 = 18-60, 0-24 x 0-62 = 19-6, 0-24 x 0-63 = 19-30, 0-24 x 0-64 = 19-54, 0-24 x 0-65 = 20-0, 0-24 x 0-66 = 20-24, 0-24 x 0-67 = 20-48, 0-24 x 0-68 = 20-72, 0-24 x 0-69 = 21-18, 0-24 x 0-70 = 21-42, 0-24 x 0-71 = 21-66, 0-24 x 0-72 = 22-12, 0-24 x 0-73 = 22-36, 0-24 x 0-74 = 22-60, 0-24 x 0-75 = 23-6, 0-24 x 0-76 = 23-30, 0-24 x 0-77 = 23-54, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 0-75, 0-25 x 0-4 = 1-22, 0-25 x 0-5 = 1-47, 0-25 x 0-6 = 1-72, 0-25 x 0-7 = 2-19, 0-25 x 0-8 = 2-44, 0-25 x 0-9 = 2-69, 0-25 x 0-10 = 3-16, 0-25 x 0-11 = 3-41, 0-25 x 0-12 = 3-66, 0-25 x 0-13 = 4-13, 0-25 x 0-14 = 4-38, 0-25 x 0-15 = 4-63, 0-25 x 0-16 = 5-10, 0-25 x 0-17 = 5-35, 0-25 x 0-18 = 5-60, 0-25 x 0-19 = 6-7, 0-25 x 0-20 = 6-32, 0-25 x 0-21 = 6-57, 0-25 x 0-22 = 7-4, 0-25 x 0-23 = 7-29, 0-25 x 0-24 = 7-54, 0-25 x 0-25 = 8-1, 0-25 x 0-26 = 8-26, 0-25 x 0-27 = 8-51, 0-25 x 0-28 = 8-76, 0-25 x 0-29 = 9-23, 0-25 x 0-30 = 9-48, 0-25 x 0-31 = 9-73, 0-25 x 0-32 = 10-20, 0-25 x 0-33 = 10-45, 0-25 x 0-34 = 10-70, 0-25 x 0-35 = 11-17, 0-25 x 0-36 = 11-42, 0-25 x 0-37 = 11-67, 0-25 x 0-38 = 12-14, 0-25 x 0-39 = 12-39, 0-25 x 0-40 = 12-64, 0-25 x 0-41 = 13-11, 0-25 x 0-42 = 13-36, 0-25 x 0-43 = 13-61, 0-25 x 0-44 = 14-8, 0-25 x 0-45 = 14-33, 0-25 x 0-46 = 14-58, 0-25 x 0-47 = 15-5, 0-25 x 0-48 = 15-30, 0-25 x 0-49 = 15-55, 0-25 x 0-50 = 16-2, 0-25 x 0-51 = 16-27, 0-25 x 0-52 = 16-52, 0-25 x 0-53 = 16-77, 0-25 x 0-54 = 17-24, 0-25 x 0-55 = 17-49, 0-25 x 0-56 = 17-74, 0-25 x 0-57 = 18-21, 0-25 x 0-58 = 18-46, 0-25 x 0-59 = 18-71, 0-25 x 0-60 = 19-18, 0-25 x 0-61 = 19-43, 0-25 x 0-62 = 19-68, 0-25 x 0-63 = 20-15, 0-25 x 0-64 = 20-40, 0-25 x 0-65 = 20-65, 0-25 x 0-66 = 21-12, 0-25 x 0-67 = 21-37, 0-25 x 0-68 = 21-62, 0-25 x 0-69 = 22-9, 0-25 x 0-70 = 22-34, 0-25 x 0-71 = 22-59, 0-25 x 0-72 = 23-6, 0-25 x 0-73 = 23-31, 0-25 x 0-74 = 23-56, 0-25 x 0-75 = 24-3, 0-25 x 0-76 = 24-28, 0-25 x 0-77 = 24-53, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-0, 0-26 x 0-4 = 1-26, 0-26 x 0-5 = 1-52, 0-26 x 0-6 = 2-0, 0-26 x 0-7 = 2-26, 0-26 x 0-8 = 2-52, 0-26 x 0-9 = 3-0, 0-26 x 0-10 = 3-26, 0-26 x 0-11 = 3-52, 0-26 x 0-12 = 4-0, 0-26 x 0-13 = 4-26, 0-26 x 0-14 = 4-52, 0-26 x 0-15 = 5-0, 0-26 x 0-16 = 5-26, 0-26 x 0-17 = 5-52, 0-26 x 0-18 = 6-0, 0-26 x 0-19 = 6-26, 0-26 x 0-20 = 6-52, 0-26 x 0-21 = 7-0, 0-26 x 0-22 = 7-26, 0-26 x 0-23 = 7-52, 0-26 x 0-24 = 8-0, 0-26 x 0-25 = 8-26, 0-26 x 0-26 = 8-52, 0-26 x 0-27 = 9-0, 0-26 x 0-28 = 9-26, 0-26 x 0-29 = 9-52, 0-26 x 0-30 = 10-0, 0-26 x 0-31 = 10-26, 0-26 x 0-32 = 10-52, 0-26 x 0-33 = 11-0, 0-26 x 0-34 = 11-26, 0-26 x 0-35 = 11-52, 0-26 x 0-36 = 12-0, 0-26 x 0-37 = 12-26, 0-26 x 0-38 = 12-52, 0-26 x 0-39 = 13-0, 0-26 x 0-40 = 13-26, 0-26 x 0-41 = 13-52, 0-26 x 0-42 = 14-0, 0-26 x 0-43 = 14-26, 0-26 x 0-44 = 14-52, 0-26 x 0-45 = 15-0, 0-26 x 0-46 = 15-26, 0-26 x 0-47 = 15-52, 0-26 x 0-48 = 16-0, 0-26 x 0-49 = 16-26, 0-26 x 0-50 = 16-52, 0-26 x 0-51 = 17-0, 0-26 x 0-52 = 17-26, 0-26 x 0-53 = 17-52, 0-26 x 0-54 = 18-0, 0-26 x 0-55 = 18-26, 0-26 x 0-56 = 18-52, 0-26 x 0-57 = 19-0, 0-26 x 0-58 = 19-26, 0-26 x 0-59 = 19-52, 0-26 x 0-60 = 20-0, 0-26 x 0-61 = 20-26, 0-26 x 0-62 = 20-52, 0-26 x 0-63 = 21-0, 0-26 x 0-64 = 21-26, 0-26 x 0-65 = 21-52, 0-26 x 0-66 = 22-0, 0-26 x 0-67 = 22-26, 0-26 x 0-68 = 22-52, 0-26 x 0-69 = 23-0, 0-26 x 0-70 = 23-26, 0-26 x 0-71 = 23-52, 0-26 x 0-72 = 24-0, 0-26 x 0-73 = 24-26, 0-26 x 0-74 = 24-52, 0-26 x 0-75 = 25-0, 0-26 x 0-76 = 25-26, 0-26 x 0-77 = 25-52, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-3, 0-27 x 0-4 = 1-30, 0-27 x 0-5 = 1-57, 0-27 x 0-6 = 2-6, 0-27 x 0-7 = 2-33, 0-27 x 0-8 = 2-60, 0-27 x 0-9 = 3-9, 0-27 x 0-10 = 3-36, 0-27 x 0-11 = 3-63, 0-27 x 0-12 = 4-12, 0-27 x 0-13 = 4-39, 0-27 x 0-14 = 4-66, 0-27 x 0-15 = 5-15, 0-27 x 0-16 = 5-42, 0-27 x 0-17 = 5-69, 0-27 x 0-18 = 6-18, 0-27 x 0-19 = 6-45, 0-27 x 0-20 = 6-72, 0-27 x 0-21 = 7-21, 0-27 x 0-22 = 7-48, 0-27 x 0-23 = 7-75, 0-27 x 0-24 = 8-24, 0-27 x 0-25 = 8-51, 0-27 x 0-26 = 9-0, 0-27 x 0-27 = 9-27, 0-27 x 0-28 = 9-54, 0-27 x 0-29 = 10-3, 0-27 x 0-30 = 10-30, 0-27 x 0-31 = 10-57, 0-27 x 0-32 = 11-6, 0-27 x 0-33 = 11-33, 0-27 x 0-34 = 11-60, 0-27 x 0-35 = 12-9, 0-27 x 0-36 = 12-36, 0-27 x 0-37 = 12-63, 0-27 x 0-38 = 13-12, 0-27 x 0-39 = 13-39, 0-27 x 0-40 = 13-66, 0-27 x 0-41 = 14-15, 0-27 x 0-42 = 14-42, 0-27 x 0-43 = 14-69, 0-27 x 0-44 = 15-18, 0-27 x 0-45 = 15-45, 0-27 x 0-46 = 15-72, 0-27 x 0-47 = 16-21, 0-27 x 0-48 = 16-48, 0-27 x 0-49 = 16-75, 0-27 x 0-50 = 17-24, 0-27 x 0-51 = 17-51, 0-27 x 0-52 = 18-0, 0-27 x 0-53 = 18-27, 0-27 x 0-54 = 18-54, 0-27 x 0-55 = 19-3, 0-27 x 0-56 = 19-30, 0-27 x 0-57 = 19-57, 0-27 x 0-58 = 20-6, 0-27 x 0-59 = 20-33, 0-27 x 0-60 = 20-60, 0-27 x 0-61 = 21-9, 0-27 x 0-62 = 21-36, 0-27 x 0-63 = 21-63, 0-27 x 0-64 = 22-12, 0-27 x 0-65 = 22-39, 0-27 x 0-66 = 22-66, 0-27 x 0-67 = 23-15, 0-27 x 0-68 = 23-42, 0-27 x 0-69 = 23-69, 0-27 x 0-70 = 24-18, 0-27 x 0-71 = 24-45, 0-27 x 0-72 = 24-72, 0-27 x 0-73 = 25-21, 0-27 x 0-74 = 25-48, 0-27 x 0-75 = 25-75, 0-27 x 0-76 = 26-24, 0-27 x 0-77 = 26-51, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-6, 0-28 x 0-4 = 1-34, 0-28 x 0-5 = 1-62, 0-28 x 0-6 = 2-12, 0-28 x 0-7 = 2-40, 0-28 x 0-8 = 2-68, 0-28 x 0-9 = 3-18, 0-28 x 0-10 = 3-46, 0-28 x 0-11 = 3-74, 0-28 x 0-12 = 4-24, 0-28 x 0-13 = 4-52, 0-28 x 0-14 = 5-2, 0-28 x 0-15 = 5-30, 0-28 x 0-16 = 5-58, 0-28 x 0-17 = 6-8, 0-28 x 0-18 = 6-36, 0-28 x 0-19 = 6-64, 0-28 x 0-20 = 7-14, 0-28 x 0-21 = 7-42, 0-28 x 0-22 = 7-70, 0-28 x 0-23 = 8-20, 0-28 x 0-24 = 8-48, 0-28 x 0-25 = 8-76, 0-28 x 0-26 = 9-26, 0-28 x 0-27 = 9-54, 0-28 x 0-28 = 10-4, 0-28 x 0-29 = 10-32, 0-28 x 0-30 = 10-60, 0-28 x 0-31 = 11-10, 0-28 x 0-32 = 11-38, 0-28 x 0-33 = 11-66, 0-28 x 0-34 = 12-16, 0-28 x 0-35 = 12-44, 0-28 x 0-36 = 12-72, 0-28 x 0-37 = 13-22, 0-28 x 0-38 = 13-50, 0-28 x 0-39 = 14-0, 0-28 x 0-40 = 14-28, 0-28 x 0-41 = 14-56, 0-28 x 0-42 = 15-6, 0-28 x 0-43 = 15-34, 0-28 x 0-44 = 15-62, 0-28 x 0-45 = 16-12, 0-28 x 0-46 = 16-40, 0-28 x 0-47 = 16-68, 0-28 x 0-48 = 17-18, 0-28 x 0-49 = 17-46, 0-28 x 0-50 = 17-74, 0-28 x 0-51 = 18-24, 0-28 x 0-52 = 18-52, 0-28 x 0-53 = 19-2, 0-28 x 0-54 = 19-30, 0-28 x 0-55 = 19-58, 0-28 x 0-56 = 20-8, 0-28 x 0-57 = 20-36, 0-28 x 0-58 = 20-64, 0-28 x 0-59 = 21-14, 0-28 x 0-60 = 21-42, 0-28 x 0-61 = 21-70, 0-28 x 0-62 = 22-20, 0-28 x 0-63 = 22-48, 0-28 x 0-64 = 22-76, 0-28 x 0-65 = 23-26, 0-28 x 0-66 = 23-54, 0-28 x 0-67 = 24-4, 0-28 x 0-68 = 24-32, 0-28 x 0-69 = 24-60, 0-28 x 0-70 = 25-10, 0-28 x 0-71 = 25-38, 0-28 x 0-72 = 25-66, 0-28 x 0-73 = 26-16, 0-28 x 0-74 = 26-44, 0-28 x 0-75 = 26-72, 0-28 x 0-76 = 27-22, 0-28 x 0-77 = 27-50, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-9, 0-29 x 0-4 = 1-38, 0-29 x 0-5 = 1-67, 0-29 x 0-6 = 2-18, 0-29 x 0-7 = 2-47, 0-29 x 0-8 = 2-76, 0-29 x 0-9 = 3-27, 0-29 x 0-10 = 3-56, 0-29 x 0-11 = 4-7, 0-29 x 0-12 = 4-36, 0-29 x 0-13 = 4-65, 0-29 x 0-14 = 5-16, 0-29 x 0-15 = 5-45, 0-29 x 0-16 = 5-74, 0-29 x 0-17 = 6-25, 0-29 x 0-18 = 6-54, 0-29 x 0-19 = 7-5, 0-29 x 0-20 = 7-34, 0-29 x 0-21 = 7-63, 0-29 x 0-22 = 8-14, 0-29 x 0-23 = 8-43, 0-29 x 0-24 = 8-72, 0-29 x 0-25 = 9-23, 0-29 x 0-26 = 9-52, 0-29 x 0-27 = 10-3, 0-29 x 0-28 = 10-32, 0-29 x 0-29 = 10-61, 0-29 x 0-30 = 11-12, 0-29 x 0-31 = 11-41, 0-29 x 0-32 = 11-70, 0-29 x 0-33 = 12-21, 0-29 x 0-34 = 12-50, 0-29 x 0-35 = 13-1, 0-29 x 0-36 = 13-30, 0-29 x 0-37 = 13-59, 0-29 x 0-38 = 14-10, 0-29 x 0-39 = 14-39, 0-29 x 0-40 = 14-68, 0-29 x 0-41 = 15-19, 0-29 x 0-42 = 15-48, 0-29 x 0-43 = 15-77, 0-29 x 0-44 = 16-28, 0-29 x 0-45 = 16-57, 0-29 x 0-46 = 17-8, 0-29 x 0-47 = 17-37, 0-29 x 0-48 = 17-66, 0-29 x 0-49 = 18-17, 0-29 x 0-50 = 18-46, 0-29 x 0-51 = 18-75, 0-29 x 0-52 = 19-26, 0-29 x 0-53 = 19-55, 0-29 x 0-54 = 20-6, 0-29 x 0-55 = 20-35, 0-29 x 0-56 = 20-64, 0-29 x 0-57 = 21-15, 0-29 x 0-58 = 21-44, 0-29 x 0-59 = 21-73, 0-29 x 0-60 = 22-24, 0-29 x 0-61 = 22-53, 0-29 x 0-62 = 23-4, 0-29 x 0-63 = 23-33, 0-29 x 0-64 = 23-62, 0-29 x 0-65 = 24-13, 0-29 x 0-66 = 24-42, 0-29 x 0-67 = 24-71, 0-29 x 0-68 = 25-22, 0-29 x 0-69 = 25-51, 0-29 x 0-70 = 26-2, 0-29 x 0-71 = 26-31, 0-29 x 0-72 = 26-60, 0-29 x 0-73 = 27-11, 0-29 x 0-74 = 27-40, 0-29 x 0-75 = 27-69, 0-29 x 0-76 = 28-20, 0-29 x 0-77 = 28-49, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-12, 0-30 x 0-4 = 1-42, 0-30 x 0-5 = 1-72, 0-30 x 0-6 = 2-24, 0-30 x 0-7 = 2-54, 0-30 x 0-8 = 3-6, 0-30 x 0-9 = 3-36, 0-30 x 0-10 = 3-66, 0-30 x 0-11 = 4-18, 0-30 x 0-12 = 4-48, 0-30 x 0-13 = 5-0, 0-30 x 0-14 = 5-30, 0-30 x 0-15 = 5-60, 0-30 x 0-16 = 6-12, 0-30 x 0-17 = 6-42, 0-30 x 0-18 = 6-72, 0-30 x 0-19 = 7-24, 0-30 x 0-20 = 7-54, 0-30 x 0-21 = 8-6, 0-30 x 0-22 = 8-36, 0-30 x 0-23 = 8-66, 0-30 x 0-24 = 9-18, 0-30 x 0-25 = 9-48, 0-30 x 0-26 = 10-0, 0-30 x 0-27 = 10-30, 0-30 x 0-28 = 10-60, 0-30 x 0-29 = 11-12, 0-30 x 0-30 = 11-42, 0-30 x 0-31 = 11-72, 0-30 x 0-32 = 12-24, 0-30 x 0-33 = 12-54, 0-30 x 0-34 = 13-6, 0-30 x 0-35 = 13-36, 0-30 x 0-36 = 13-66, 0-30 x 0-37 = 14-18, 0-30 x 0-38 = 14-48, 0-30 x 0-39 = 15-0, 0-30 x 0-40 = 15-30, 0-30 x 0-41 = 15-60, 0-30 x 0-42 = 16-12, 0-30 x 0-43 = 16-42, 0-30 x 0-44 = 16-72, 0-30 x 0-45 = 17-24, 0-30 x 0-46 = 17-54, 0-30 x 0-47 = 18-6, 0-30 x 0-48 = 18-36, 0-30 x 0-49 = 18-66, 0-30 x 0-50 = 19-18, 0-30 x 0-51 = 19-48, 0-30 x 0-52 = 20-0, 0-30 x 0-53 = 20-30, 0-30 x 0-54 = 20-60, 0-30 x 0-55 = 21-12, 0-30 x 0-56 = 21-42, 0-30 x 0-57 = 21-72, 0-30 x 0-58 = 22-24, 0-30 x 0-59 = 22-54, 0-30 x 0-60 = 23-6, 0-30 x 0-61 = 23-36, 0-30 x 0-62 = 23-66, 0-30 x 0-63 = 24-18, 0-30 x 0-64 = 24-48, 0-30 x 0-65 = 25-0, 0-30 x 0-66 = 25-30, 0-30 x 0-67 = 25-60, 0-30 x 0-68 = 26-12, 0-30 x 0-69 = 26-42, 0-30 x 0-70 = 26-72, 0-30 x 0-71 = 27-24, 0-30 x 0-72 = 27-54, 0-30 x 0-73 = 28-6, 0-30 x 0-74 = 28-36, 0-30 x 0-75 = 28-66, 0-30 x 0-76 = 29-18, 0-30 x 0-77 = 29-48, 
