21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 1-9, 21 x 4 = 1-30, 21 x 5 = 1-51, 21 x 6 = 2-18, 21 x 7 = 2-39, 21 x 8 = 3-6, 21 x 9 = 3-27, 21 x 10 = 3-48, 21 x 11 = 4-15, 21 x 12 = 4-36, 21 x 13 = 5-3, 21 x 14 = 5-24, 21 x 15 = 5-45, 21 x 16 = 6-12, 21 x 17 = 6-33, 21 x 18 = 7-0, 21 x 19 = 7-21, 21 x 20 = 7-42, 21 x 21 = 8-9, 21 x 22 = 8-30, 21 x 23 = 8-51, 21 x 24 = 9-18, 21 x 25 = 9-39, 21 x 26 = 10-6, 21 x 27 = 10-27, 21 x 28 = 10-48, 21 x 29 = 11-15, 21 x 30 = 11-36, 21 x 31 = 12-3, 21 x 32 = 12-24, 21 x 33 = 12-45, 21 x 34 = 13-12, 21 x 35 = 13-33, 21 x 36 = 14-0, 21 x 37 = 14-21, 21 x 38 = 14-42, 21 x 39 = 15-9, 21 x 40 = 15-30, 21 x 41 = 15-51, 21 x 42 = 16-18, 21 x 43 = 16-39, 21 x 44 = 17-6, 21 x 45 = 17-27, 21 x 46 = 17-48, 21 x 47 = 18-15, 21 x 48 = 18-36, 21 x 49 = 19-3, 21 x 50 = 19-24, 21 x 51 = 19-45, 21 x 52 = 20-12, 21 x 53 = 20-33, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 1-12, 22 x 4 = 1-34, 22 x 5 = 2-2, 22 x 6 = 2-24, 22 x 7 = 2-46, 22 x 8 = 3-14, 22 x 9 = 3-36, 22 x 10 = 4-4, 22 x 11 = 4-26, 22 x 12 = 4-48, 22 x 13 = 5-16, 22 x 14 = 5-38, 22 x 15 = 6-6, 22 x 16 = 6-28, 22 x 17 = 6-50, 22 x 18 = 7-18, 22 x 19 = 7-40, 22 x 20 = 8-8, 22 x 21 = 8-30, 22 x 22 = 8-52, 22 x 23 = 9-20, 22 x 24 = 9-42, 22 x 25 = 10-10, 22 x 26 = 10-32, 22 x 27 = 11-0, 22 x 28 = 11-22, 22 x 29 = 11-44, 22 x 30 = 12-12, 22 x 31 = 12-34, 22 x 32 = 13-2, 22 x 33 = 13-24, 22 x 34 = 13-46, 22 x 35 = 14-14, 22 x 36 = 14-36, 22 x 37 = 15-4, 22 x 38 = 15-26, 22 x 39 = 15-48, 22 x 40 = 16-16, 22 x 41 = 16-38, 22 x 42 = 17-6, 22 x 43 = 17-28, 22 x 44 = 17-50, 22 x 45 = 18-18, 22 x 46 = 18-40, 22 x 47 = 19-8, 22 x 48 = 19-30, 22 x 49 = 19-52, 22 x 50 = 20-20, 22 x 51 = 20-42, 22 x 52 = 21-10, 22 x 53 = 21-32, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 1-15, 23 x 4 = 1-38, 23 x 5 = 2-7, 23 x 6 = 2-30, 23 x 7 = 2-53, 23 x 8 = 3-22, 23 x 9 = 3-45, 23 x 10 = 4-14, 23 x 11 = 4-37, 23 x 12 = 5-6, 23 x 13 = 5-29, 23 x 14 = 5-52, 23 x 15 = 6-21, 23 x 16 = 6-44, 23 x 17 = 7-13, 23 x 18 = 7-36, 23 x 19 = 8-5, 23 x 20 = 8-28, 23 x 21 = 8-51, 23 x 22 = 9-20, 23 x 23 = 9-43, 23 x 24 = 10-12, 23 x 25 = 10-35, 23 x 26 = 11-4, 23 x 27 = 11-27, 23 x 28 = 11-50, 23 x 29 = 12-19, 23 x 30 = 12-42, 23 x 31 = 13-11, 23 x 32 = 13-34, 23 x 33 = 14-3, 23 x 34 = 14-26, 23 x 35 = 14-49, 23 x 36 = 15-18, 23 x 37 = 15-41, 23 x 38 = 16-10, 23 x 39 = 16-33, 23 x 40 = 17-2, 23 x 41 = 17-25, 23 x 42 = 17-48, 23 x 43 = 18-17, 23 x 44 = 18-40, 23 x 45 = 19-9, 23 x 46 = 19-32, 23 x 47 = 20-1, 23 x 48 = 20-24, 23 x 49 = 20-47, 23 x 50 = 21-16, 23 x 51 = 21-39, 23 x 52 = 22-8, 23 x 53 = 22-31, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 1-18, 24 x 4 = 1-42, 24 x 5 = 2-12, 24 x 6 = 2-36, 24 x 7 = 3-6, 24 x 8 = 3-30, 24 x 9 = 4-0, 24 x 10 = 4-24, 24 x 11 = 4-48, 24 x 12 = 5-18, 24 x 13 = 5-42, 24 x 14 = 6-12, 24 x 15 = 6-36, 24 x 16 = 7-6, 24 x 17 = 7-30, 24 x 18 = 8-0, 24 x 19 = 8-24, 24 x 20 = 8-48, 24 x 21 = 9-18, 24 x 22 = 9-42, 24 x 23 = 10-12, 24 x 24 = 10-36, 24 x 25 = 11-6, 24 x 26 = 11-30, 24 x 27 = 12-0, 24 x 28 = 12-24, 24 x 29 = 12-48, 24 x 30 = 13-18, 24 x 31 = 13-42, 24 x 32 = 14-12, 24 x 33 = 14-36, 24 x 34 = 15-6, 24 x 35 = 15-30, 24 x 36 = 16-0, 24 x 37 = 16-24, 24 x 38 = 16-48, 24 x 39 = 17-18, 24 x 40 = 17-42, 24 x 41 = 18-12, 24 x 42 = 18-36, 24 x 43 = 19-6, 24 x 44 = 19-30, 24 x 45 = 20-0, 24 x 46 = 20-24, 24 x 47 = 20-48, 24 x 48 = 21-18, 24 x 49 = 21-42, 24 x 50 = 22-12, 24 x 51 = 22-36, 24 x 52 = 23-6, 24 x 53 = 23-30, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 1-21, 25 x 4 = 1-46, 25 x 5 = 2-17, 25 x 6 = 2-42, 25 x 7 = 3-13, 25 x 8 = 3-38, 25 x 9 = 4-9, 25 x 10 = 4-34, 25 x 11 = 5-5, 25 x 12 = 5-30, 25 x 13 = 6-1, 25 x 14 = 6-26, 25 x 15 = 6-51, 25 x 16 = 7-22, 25 x 17 = 7-47, 25 x 18 = 8-18, 25 x 19 = 8-43, 25 x 20 = 9-14, 25 x 21 = 9-39, 25 x 22 = 10-10, 25 x 23 = 10-35, 25 x 24 = 11-6, 25 x 25 = 11-31, 25 x 26 = 12-2, 25 x 27 = 12-27, 25 x 28 = 12-52, 25 x 29 = 13-23, 25 x 30 = 13-48, 25 x 31 = 14-19, 25 x 32 = 14-44, 25 x 33 = 15-15, 25 x 34 = 15-40, 25 x 35 = 16-11, 25 x 36 = 16-36, 25 x 37 = 17-7, 25 x 38 = 17-32, 25 x 39 = 18-3, 25 x 40 = 18-28, 25 x 41 = 18-53, 25 x 42 = 19-24, 25 x 43 = 19-49, 25 x 44 = 20-20, 25 x 45 = 20-45, 25 x 46 = 21-16, 25 x 47 = 21-41, 25 x 48 = 22-12, 25 x 49 = 22-37, 25 x 50 = 23-8, 25 x 51 = 23-33, 25 x 52 = 24-4, 25 x 53 = 24-29, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-24, 26 x 4 = 1-50, 26 x 5 = 2-22, 26 x 6 = 2-48, 26 x 7 = 3-20, 26 x 8 = 3-46, 26 x 9 = 4-18, 26 x 10 = 4-44, 26 x 11 = 5-16, 26 x 12 = 5-42, 26 x 13 = 6-14, 26 x 14 = 6-40, 26 x 15 = 7-12, 26 x 16 = 7-38, 26 x 17 = 8-10, 26 x 18 = 8-36, 26 x 19 = 9-8, 26 x 20 = 9-34, 26 x 21 = 10-6, 26 x 22 = 10-32, 26 x 23 = 11-4, 26 x 24 = 11-30, 26 x 25 = 12-2, 26 x 26 = 12-28, 26 x 27 = 13-0, 26 x 28 = 13-26, 26 x 29 = 13-52, 26 x 30 = 14-24, 26 x 31 = 14-50, 26 x 32 = 15-22, 26 x 33 = 15-48, 26 x 34 = 16-20, 26 x 35 = 16-46, 26 x 36 = 17-18, 26 x 37 = 17-44, 26 x 38 = 18-16, 26 x 39 = 18-42, 26 x 40 = 19-14, 26 x 41 = 19-40, 26 x 42 = 20-12, 26 x 43 = 20-38, 26 x 44 = 21-10, 26 x 45 = 21-36, 26 x 46 = 22-8, 26 x 47 = 22-34, 26 x 48 = 23-6, 26 x 49 = 23-32, 26 x 50 = 24-4, 26 x 51 = 24-30, 26 x 52 = 25-2, 26 x 53 = 25-28, 
27 x 1 = 0-27, 27 x 2 = 1-0, 27 x 3 = 1-27, 27 x 4 = 2-0, 27 x 5 = 2-27, 27 x 6 = 3-0, 27 x 7 = 3-27, 27 x 8 = 4-0, 27 x 9 = 4-27, 27 x 10 = 5-0, 27 x 11 = 5-27, 27 x 12 = 6-0, 27 x 13 = 6-27, 27 x 14 = 7-0, 27 x 15 = 7-27, 27 x 16 = 8-0, 27 x 17 = 8-27, 27 x 18 = 9-0, 27 x 19 = 9-27, 27 x 20 = 10-0, 27 x 21 = 10-27, 27 x 22 = 11-0, 27 x 23 = 11-27, 27 x 24 = 12-0, 27 x 25 = 12-27, 27 x 26 = 13-0, 27 x 27 = 13-27, 27 x 28 = 14-0, 27 x 29 = 14-27, 27 x 30 = 15-0, 27 x 31 = 15-27, 27 x 32 = 16-0, 27 x 33 = 16-27, 27 x 34 = 17-0, 27 x 35 = 17-27, 27 x 36 = 18-0, 27 x 37 = 18-27, 27 x 38 = 19-0, 27 x 39 = 19-27, 27 x 40 = 20-0, 27 x 41 = 20-27, 27 x 42 = 21-0, 27 x 43 = 21-27, 27 x 44 = 22-0, 27 x 45 = 22-27, 27 x 46 = 23-0, 27 x 47 = 23-27, 27 x 48 = 24-0, 27 x 49 = 24-27, 27 x 50 = 25-0, 27 x 51 = 25-27, 27 x 52 = 26-0, 27 x 53 = 26-27, 
28 x 1 = 0-28, 28 x 2 = 1-2, 28 x 3 = 1-30, 28 x 4 = 2-4, 28 x 5 = 2-32, 28 x 6 = 3-6, 28 x 7 = 3-34, 28 x 8 = 4-8, 28 x 9 = 4-36, 28 x 10 = 5-10, 28 x 11 = 5-38, 28 x 12 = 6-12, 28 x 13 = 6-40, 28 x 14 = 7-14, 28 x 15 = 7-42, 28 x 16 = 8-16, 28 x 17 = 8-44, 28 x 18 = 9-18, 28 x 19 = 9-46, 28 x 20 = 10-20, 28 x 21 = 10-48, 28 x 22 = 11-22, 28 x 23 = 11-50, 28 x 24 = 12-24, 28 x 25 = 12-52, 28 x 26 = 13-26, 28 x 27 = 14-0, 28 x 28 = 14-28, 28 x 29 = 15-2, 28 x 30 = 15-30, 28 x 31 = 16-4, 28 x 32 = 16-32, 28 x 33 = 17-6, 28 x 34 = 17-34, 28 x 35 = 18-8, 28 x 36 = 18-36, 28 x 37 = 19-10, 28 x 38 = 19-38, 28 x 39 = 20-12, 28 x 40 = 20-40, 28 x 41 = 21-14, 28 x 42 = 21-42, 28 x 43 = 22-16, 28 x 44 = 22-44, 28 x 45 = 23-18, 28 x 46 = 23-46, 28 x 47 = 24-20, 28 x 48 = 24-48, 28 x 49 = 25-22, 28 x 50 = 25-50, 28 x 51 = 26-24, 28 x 52 = 26-52, 28 x 53 = 27-26, 
29 x 1 = 0-29, 29 x 2 = 1-4, 29 x 3 = 1-33, 29 x 4 = 2-8, 29 x 5 = 2-37, 29 x 6 = 3-12, 29 x 7 = 3-41, 29 x 8 = 4-16, 29 x 9 = 4-45, 29 x 10 = 5-20, 29 x 11 = 5-49, 29 x 12 = 6-24, 29 x 13 = 6-53, 29 x 14 = 7-28, 29 x 15 = 8-3, 29 x 16 = 8-32, 29 x 17 = 9-7, 29 x 18 = 9-36, 29 x 19 = 10-11, 29 x 20 = 10-40, 29 x 21 = 11-15, 29 x 22 = 11-44, 29 x 23 = 12-19, 29 x 24 = 12-48, 29 x 25 = 13-23, 29 x 26 = 13-52, 29 x 27 = 14-27, 29 x 28 = 15-2, 29 x 29 = 15-31, 29 x 30 = 16-6, 29 x 31 = 16-35, 29 x 32 = 17-10, 29 x 33 = 17-39, 29 x 34 = 18-14, 29 x 35 = 18-43, 29 x 36 = 19-18, 29 x 37 = 19-47, 29 x 38 = 20-22, 29 x 39 = 20-51, 29 x 40 = 21-26, 29 x 41 = 22-1, 29 x 42 = 22-30, 29 x 43 = 23-5, 29 x 44 = 23-34, 29 x 45 = 24-9, 29 x 46 = 24-38, 29 x 47 = 25-13, 29 x 48 = 25-42, 29 x 49 = 26-17, 29 x 50 = 26-46, 29 x 51 = 27-21, 29 x 52 = 27-50, 29 x 53 = 28-25, 
30 x 1 = 0-30, 30 x 2 = 1-6, 30 x 3 = 1-36, 30 x 4 = 2-12, 30 x 5 = 2-42, 30 x 6 = 3-18, 30 x 7 = 3-48, 30 x 8 = 4-24, 30 x 9 = 5-0, 30 x 10 = 5-30, 30 x 11 = 6-6, 30 x 12 = 6-36, 30 x 13 = 7-12, 30 x 14 = 7-42, 30 x 15 = 8-18, 30 x 16 = 8-48, 30 x 17 = 9-24, 30 x 18 = 10-0, 30 x 19 = 10-30, 30 x 20 = 11-6, 30 x 21 = 11-36, 30 x 22 = 12-12, 30 x 23 = 12-42, 30 x 24 = 13-18, 30 x 25 = 13-48, 30 x 26 = 14-24, 30 x 27 = 15-0, 30 x 28 = 15-30, 30 x 29 = 16-6, 30 x 30 = 16-36, 30 x 31 = 17-12, 30 x 32 = 17-42, 30 x 33 = 18-18, 30 x 34 = 18-48, 30 x 35 = 19-24, 30 x 36 = 20-0, 30 x 37 = 20-30, 30 x 38 = 21-6, 30 x 39 = 21-36, 30 x 40 = 22-12, 30 x 41 = 22-42, 30 x 42 = 23-18, 30 x 43 = 23-48, 30 x 44 = 24-24, 30 x 45 = 25-0, 30 x 46 = 25-30, 30 x 47 = 26-6, 30 x 48 = 26-36, 30 x 49 = 27-12, 30 x 50 = 27-42, 30 x 51 = 28-18, 30 x 52 = 28-48, 30 x 53 = 29-24, 
31 x 1 = 0-31, 31 x 2 = 1-8, 31 x 3 = 1-39, 31 x 4 = 2-16, 31 x 5 = 2-47, 31 x 6 = 3-24, 31 x 7 = 4-1, 31 x 8 = 4-32, 31 x 9 = 5-9, 31 x 10 = 5-40, 31 x 11 = 6-17, 31 x 12 = 6-48, 31 x 13 = 7-25, 31 x 14 = 8-2, 31 x 15 = 8-33, 31 x 16 = 9-10, 31 x 17 = 9-41, 31 x 18 = 10-18, 31 x 19 = 10-49, 31 x 20 = 11-26, 31 x 21 = 12-3, 31 x 22 = 12-34, 31 x 23 = 13-11, 31 x 24 = 13-42, 31 x 25 = 14-19, 31 x 26 = 14-50, 31 x 27 = 15-27, 31 x 28 = 16-4, 31 x 29 = 16-35, 31 x 30 = 17-12, 31 x 31 = 17-43, 31 x 32 = 18-20, 31 x 33 = 18-51, 31 x 34 = 19-28, 31 x 35 = 20-5, 31 x 36 = 20-36, 31 x 37 = 21-13, 31 x 38 = 21-44, 31 x 39 = 22-21, 31 x 40 = 22-52, 31 x 41 = 23-29, 31 x 42 = 24-6, 31 x 43 = 24-37, 31 x 44 = 25-14, 31 x 45 = 25-45, 31 x 46 = 26-22, 31 x 47 = 26-53, 31 x 48 = 27-30, 31 x 49 = 28-7, 31 x 50 = 28-38, 31 x 51 = 29-15, 31 x 52 = 29-46, 31 x 53 = 30-23, 
32 x 1 = 0-32, 32 x 2 = 1-10, 32 x 3 = 1-42, 32 x 4 = 2-20, 32 x 5 = 2-52, 32 x 6 = 3-30, 32 x 7 = 4-8, 32 x 8 = 4-40, 32 x 9 = 5-18, 32 x 10 = 5-50, 32 x 11 = 6-28, 32 x 12 = 7-6, 32 x 13 = 7-38, 32 x 14 = 8-16, 32 x 15 = 8-48, 32 x 16 = 9-26, 32 x 17 = 10-4, 32 x 18 = 10-36, 32 x 19 = 11-14, 32 x 20 = 11-46, 32 x 21 = 12-24, 32 x 22 = 13-2, 32 x 23 = 13-34, 32 x 24 = 14-12, 32 x 25 = 14-44, 32 x 26 = 15-22, 32 x 27 = 16-0, 32 x 28 = 16-32, 32 x 29 = 17-10, 32 x 30 = 17-42, 32 x 31 = 18-20, 32 x 32 = 18-52, 32 x 33 = 19-30, 32 x 34 = 20-8, 32 x 35 = 20-40, 32 x 36 = 21-18, 32 x 37 = 21-50, 32 x 38 = 22-28, 32 x 39 = 23-6, 32 x 40 = 23-38, 32 x 41 = 24-16, 32 x 42 = 24-48, 32 x 43 = 25-26, 32 x 44 = 26-4, 32 x 45 = 26-36, 32 x 46 = 27-14, 32 x 47 = 27-46, 32 x 48 = 28-24, 32 x 49 = 29-2, 32 x 50 = 29-34, 32 x 51 = 30-12, 32 x 52 = 30-44, 32 x 53 = 31-22, 
33 x 1 = 0-33, 33 x 2 = 1-12, 33 x 3 = 1-45, 33 x 4 = 2-24, 33 x 5 = 3-3, 33 x 6 = 3-36, 33 x 7 = 4-15, 33 x 8 = 4-48, 33 x 9 = 5-27, 33 x 10 = 6-6, 33 x 11 = 6-39, 33 x 12 = 7-18, 33 x 13 = 7-51, 33 x 14 = 8-30, 33 x 15 = 9-9, 33 x 16 = 9-42, 33 x 17 = 10-21, 33 x 18 = 11-0, 33 x 19 = 11-33, 33 x 20 = 12-12, 33 x 21 = 12-45, 33 x 22 = 13-24, 33 x 23 = 14-3, 33 x 24 = 14-36, 33 x 25 = 15-15, 33 x 26 = 15-48, 33 x 27 = 16-27, 33 x 28 = 17-6, 33 x 29 = 17-39, 33 x 30 = 18-18, 33 x 31 = 18-51, 33 x 32 = 19-30, 33 x 33 = 20-9, 33 x 34 = 20-42, 33 x 35 = 21-21, 33 x 36 = 22-0, 33 x 37 = 22-33, 33 x 38 = 23-12, 33 x 39 = 23-45, 33 x 40 = 24-24, 33 x 41 = 25-3, 33 x 42 = 25-36, 33 x 43 = 26-15, 33 x 44 = 26-48, 33 x 45 = 27-27, 33 x 46 = 28-6, 33 x 47 = 28-39, 33 x 48 = 29-18, 33 x 49 = 29-51, 33 x 50 = 30-30, 33 x 51 = 31-9, 33 x 52 = 31-42, 33 x 53 = 32-21, 
34 x 1 = 0-34, 34 x 2 = 1-14, 34 x 3 = 1-48, 34 x 4 = 2-28, 34 x 5 = 3-8, 34 x 6 = 3-42, 34 x 7 = 4-22, 34 x 8 = 5-2, 34 x 9 = 5-36, 34 x 10 = 6-16, 34 x 11 = 6-50, 34 x 12 = 7-30, 34 x 13 = 8-10, 34 x 14 = 8-44, 34 x 15 = 9-24, 34 x 16 = 10-4, 34 x 17 = 10-38, 34 x 18 = 11-18, 34 x 19 = 11-52, 34 x 20 = 12-32, 34 x 21 = 13-12, 34 x 22 = 13-46, 34 x 23 = 14-26, 34 x 24 = 15-6, 34 x 25 = 15-40, 34 x 26 = 16-20, 34 x 27 = 17-0, 34 x 28 = 17-34, 34 x 29 = 18-14, 34 x 30 = 18-48, 34 x 31 = 19-28, 34 x 32 = 20-8, 34 x 33 = 20-42, 34 x 34 = 21-22, 34 x 35 = 22-2, 34 x 36 = 22-36, 34 x 37 = 23-16, 34 x 38 = 23-50, 34 x 39 = 24-30, 34 x 40 = 25-10, 34 x 41 = 25-44, 34 x 42 = 26-24, 34 x 43 = 27-4, 34 x 44 = 27-38, 34 x 45 = 28-18, 34 x 46 = 28-52, 34 x 47 = 29-32, 34 x 48 = 30-12, 34 x 49 = 30-46, 34 x 50 = 31-26, 34 x 51 = 32-6, 34 x 52 = 32-40, 34 x 53 = 33-20, 
35 x 1 = 0-35, 35 x 2 = 1-16, 35 x 3 = 1-51, 35 x 4 = 2-32, 35 x 5 = 3-13, 35 x 6 = 3-48, 35 x 7 = 4-29, 35 x 8 = 5-10, 35 x 9 = 5-45, 35 x 10 = 6-26, 35 x 11 = 7-7, 35 x 12 = 7-42, 35 x 13 = 8-23, 35 x 14 = 9-4, 35 x 15 = 9-39, 35 x 16 = 10-20, 35 x 17 = 11-1, 35 x 18 = 11-36, 35 x 19 = 12-17, 35 x 20 = 12-52, 35 x 21 = 13-33, 35 x 22 = 14-14, 35 x 23 = 14-49, 35 x 24 = 15-30, 35 x 25 = 16-11, 35 x 26 = 16-46, 35 x 27 = 17-27, 35 x 28 = 18-8, 35 x 29 = 18-43, 35 x 30 = 19-24, 35 x 31 = 20-5, 35 x 32 = 20-40, 35 x 33 = 21-21, 35 x 34 = 22-2, 35 x 35 = 22-37, 35 x 36 = 23-18, 35 x 37 = 23-53, 35 x 38 = 24-34, 35 x 39 = 25-15, 35 x 40 = 25-50, 35 x 41 = 26-31, 35 x 42 = 27-12, 35 x 43 = 27-47, 35 x 44 = 28-28, 35 x 45 = 29-9, 35 x 46 = 29-44, 35 x 47 = 30-25, 35 x 48 = 31-6, 35 x 49 = 31-41, 35 x 50 = 32-22, 35 x 51 = 33-3, 35 x 52 = 33-38, 35 x 53 = 34-19, 
36 x 1 = 0-36, 36 x 2 = 1-18, 36 x 3 = 2-0, 36 x 4 = 2-36, 36 x 5 = 3-18, 36 x 6 = 4-0, 36 x 7 = 4-36, 36 x 8 = 5-18, 36 x 9 = 6-0, 36 x 10 = 6-36, 36 x 11 = 7-18, 36 x 12 = 8-0, 36 x 13 = 8-36, 36 x 14 = 9-18, 36 x 15 = 10-0, 36 x 16 = 10-36, 36 x 17 = 11-18, 36 x 18 = 12-0, 36 x 19 = 12-36, 36 x 20 = 13-18, 36 x 21 = 14-0, 36 x 22 = 14-36, 36 x 23 = 15-18, 36 x 24 = 16-0, 36 x 25 = 16-36, 36 x 26 = 17-18, 36 x 27 = 18-0, 36 x 28 = 18-36, 36 x 29 = 19-18, 36 x 30 = 20-0, 36 x 31 = 20-36, 36 x 32 = 21-18, 36 x 33 = 22-0, 36 x 34 = 22-36, 36 x 35 = 23-18, 36 x 36 = 24-0, 36 x 37 = 24-36, 36 x 38 = 25-18, 36 x 39 = 26-0, 36 x 40 = 26-36, 36 x 41 = 27-18, 36 x 42 = 28-0, 36 x 43 = 28-36, 36 x 44 = 29-18, 36 x 45 = 30-0, 36 x 46 = 30-36, 36 x 47 = 31-18, 36 x 48 = 32-0, 36 x 49 = 32-36, 36 x 50 = 33-18, 36 x 51 = 34-0, 36 x 52 = 34-36, 36 x 53 = 35-18, 
37 x 1 = 0-37, 37 x 2 = 1-20, 37 x 3 = 2-3, 37 x 4 = 2-40, 37 x 5 = 3-23, 37 x 6 = 4-6, 37 x 7 = 4-43, 37 x 8 = 5-26, 37 x 9 = 6-9, 37 x 10 = 6-46, 37 x 11 = 7-29, 37 x 12 = 8-12, 37 x 13 = 8-49, 37 x 14 = 9-32, 37 x 15 = 10-15, 37 x 16 = 10-52, 37 x 17 = 11-35, 37 x 18 = 12-18, 37 x 19 = 13-1, 37 x 20 = 13-38, 37 x 21 = 14-21, 37 x 22 = 15-4, 37 x 23 = 15-41, 37 x 24 = 16-24, 37 x 25 = 17-7, 37 x 26 = 17-44, 37 x 27 = 18-27, 37 x 28 = 19-10, 37 x 29 = 19-47, 37 x 30 = 20-30, 37 x 31 = 21-13, 37 x 32 = 21-50, 37 x 33 = 22-33, 37 x 34 = 23-16, 37 x 35 = 23-53, 37 x 36 = 24-36, 37 x 37 = 25-19, 37 x 38 = 26-2, 37 x 39 = 26-39, 37 x 40 = 27-22, 37 x 41 = 28-5, 37 x 42 = 28-42, 37 x 43 = 29-25, 37 x 44 = 30-8, 37 x 45 = 30-45, 37 x 46 = 31-28, 37 x 47 = 32-11, 37 x 48 = 32-48, 37 x 49 = 33-31, 37 x 50 = 34-14, 37 x 51 = 34-51, 37 x 52 = 35-34, 37 x 53 = 36-17, 
38 x 1 = 0-38, 38 x 2 = 1-22, 38 x 3 = 2-6, 38 x 4 = 2-44, 38 x 5 = 3-28, 38 x 6 = 4-12, 38 x 7 = 4-50, 38 x 8 = 5-34, 38 x 9 = 6-18, 38 x 10 = 7-2, 38 x 11 = 7-40, 38 x 12 = 8-24, 38 x 13 = 9-8, 38 x 14 = 9-46, 38 x 15 = 10-30, 38 x 16 = 11-14, 38 x 17 = 11-52, 38 x 18 = 12-36, 38 x 19 = 13-20, 38 x 20 = 14-4, 38 x 21 = 14-42, 38 x 22 = 15-26, 38 x 23 = 16-10, 38 x 24 = 16-48, 38 x 25 = 17-32, 38 x 26 = 18-16, 38 x 27 = 19-0, 38 x 28 = 19-38, 38 x 29 = 20-22, 38 x 30 = 21-6, 38 x 31 = 21-44, 38 x 32 = 22-28, 38 x 33 = 23-12, 38 x 34 = 23-50, 38 x 35 = 24-34, 38 x 36 = 25-18, 38 x 37 = 26-2, 38 x 38 = 26-40, 38 x 39 = 27-24, 38 x 40 = 28-8, 38 x 41 = 28-46, 38 x 42 = 29-30, 38 x 43 = 30-14, 38 x 44 = 30-52, 38 x 45 = 31-36, 38 x 46 = 32-20, 38 x 47 = 33-4, 38 x 48 = 33-42, 38 x 49 = 34-26, 38 x 50 = 35-10, 38 x 51 = 35-48, 38 x 52 = 36-32, 38 x 53 = 37-16, 
39 x 1 = 0-39, 39 x 2 = 1-24, 39 x 3 = 2-9, 39 x 4 = 2-48, 39 x 5 = 3-33, 39 x 6 = 4-18, 39 x 7 = 5-3, 39 x 8 = 5-42, 39 x 9 = 6-27, 39 x 10 = 7-12, 39 x 11 = 7-51, 39 x 12 = 8-36, 39 x 13 = 9-21, 39 x 14 = 10-6, 39 x 15 = 10-45, 39 x 16 = 11-30, 39 x 17 = 12-15, 39 x 18 = 13-0, 39 x 19 = 13-39, 39 x 20 = 14-24, 39 x 21 = 15-9, 39 x 22 = 15-48, 39 x 23 = 16-33, 39 x 24 = 17-18, 39 x 25 = 18-3, 39 x 26 = 18-42, 39 x 27 = 19-27, 39 x 28 = 20-12, 39 x 29 = 20-51, 39 x 30 = 21-36, 39 x 31 = 22-21, 39 x 32 = 23-6, 39 x 33 = 23-45, 39 x 34 = 24-30, 39 x 35 = 25-15, 39 x 36 = 26-0, 39 x 37 = 26-39, 39 x 38 = 27-24, 39 x 39 = 28-9, 39 x 40 = 28-48, 39 x 41 = 29-33, 39 x 42 = 30-18, 39 x 43 = 31-3, 39 x 44 = 31-42, 39 x 45 = 32-27, 39 x 46 = 33-12, 39 x 47 = 33-51, 39 x 48 = 34-36, 39 x 49 = 35-21, 39 x 50 = 36-6, 39 x 51 = 36-45, 39 x 52 = 37-30, 39 x 53 = 38-15, 
40 x 1 = 0-40, 40 x 2 = 1-26, 40 x 3 = 2-12, 40 x 4 = 2-52, 40 x 5 = 3-38, 40 x 6 = 4-24, 40 x 7 = 5-10, 40 x 8 = 5-50, 40 x 9 = 6-36, 40 x 10 = 7-22, 40 x 11 = 8-8, 40 x 12 = 8-48, 40 x 13 = 9-34, 40 x 14 = 10-20, 40 x 15 = 11-6, 40 x 16 = 11-46, 40 x 17 = 12-32, 40 x 18 = 13-18, 40 x 19 = 14-4, 40 x 20 = 14-44, 40 x 21 = 15-30, 40 x 22 = 16-16, 40 x 23 = 17-2, 40 x 24 = 17-42, 40 x 25 = 18-28, 40 x 26 = 19-14, 40 x 27 = 20-0, 40 x 28 = 20-40, 40 x 29 = 21-26, 40 x 30 = 22-12, 40 x 31 = 22-52, 40 x 32 = 23-38, 40 x 33 = 24-24, 40 x 34 = 25-10, 40 x 35 = 25-50, 40 x 36 = 26-36, 40 x 37 = 27-22, 40 x 38 = 28-8, 40 x 39 = 28-48, 40 x 40 = 29-34, 40 x 41 = 30-20, 40 x 42 = 31-6, 40 x 43 = 31-46, 40 x 44 = 32-32, 40 x 45 = 33-18, 40 x 46 = 34-4, 40 x 47 = 34-44, 40 x 48 = 35-30, 40 x 49 = 36-16, 40 x 50 = 37-2, 40 x 51 = 37-42, 40 x 52 = 38-28, 40 x 53 = 39-14, 
