0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-4, 0-23 x 0-4 = 1-27, 0-23 x 0-5 = 1-50, 0-23 x 0-6 = 2-8, 0-23 x 0-7 = 2-31, 0-23 x 0-8 = 2-54, 0-23 x 0-9 = 3-12, 0-23 x 0-10 = 3-35, 0-23 x 0-11 = 3-58, 0-23 x 0-12 = 4-16, 0-23 x 0-13 = 4-39, 0-23 x 0-14 = 4-62, 0-23 x 0-15 = 5-20, 0-23 x 0-16 = 5-43, 0-23 x 0-17 = 6-1, 0-23 x 0-18 = 6-24, 0-23 x 0-19 = 6-47, 0-23 x 0-20 = 7-5, 0-23 x 0-21 = 7-28, 0-23 x 0-22 = 7-51, 0-23 x 0-23 = 8-9, 0-23 x 0-24 = 8-32, 0-23 x 0-25 = 8-55, 0-23 x 0-26 = 9-13, 0-23 x 0-27 = 9-36, 0-23 x 0-28 = 9-59, 0-23 x 0-29 = 10-17, 0-23 x 0-30 = 10-40, 0-23 x 0-31 = 10-63, 0-23 x 0-32 = 11-21, 0-23 x 0-33 = 11-44, 0-23 x 0-34 = 12-2, 0-23 x 0-35 = 12-25, 0-23 x 0-36 = 12-48, 0-23 x 0-37 = 13-6, 0-23 x 0-38 = 13-29, 0-23 x 0-39 = 13-52, 0-23 x 0-40 = 14-10, 0-23 x 0-41 = 14-33, 0-23 x 0-42 = 14-56, 0-23 x 0-43 = 15-14, 0-23 x 0-44 = 15-37, 0-23 x 0-45 = 15-60, 0-23 x 0-46 = 16-18, 0-23 x 0-47 = 16-41, 0-23 x 0-48 = 16-64, 0-23 x 0-49 = 17-22, 0-23 x 0-50 = 17-45, 0-23 x 0-51 = 18-3, 0-23 x 0-52 = 18-26, 0-23 x 0-53 = 18-49, 0-23 x 0-54 = 19-7, 0-23 x 0-55 = 19-30, 0-23 x 0-56 = 19-53, 0-23 x 0-57 = 20-11, 0-23 x 0-58 = 20-34, 0-23 x 0-59 = 20-57, 0-23 x 0-60 = 21-15, 0-23 x 0-61 = 21-38, 0-23 x 0-62 = 21-61, 0-23 x 0-63 = 22-19, 0-23 x 0-64 = 22-42, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-7, 0-24 x 0-4 = 1-31, 0-24 x 0-5 = 1-55, 0-24 x 0-6 = 2-14, 0-24 x 0-7 = 2-38, 0-24 x 0-8 = 2-62, 0-24 x 0-9 = 3-21, 0-24 x 0-10 = 3-45, 0-24 x 0-11 = 4-4, 0-24 x 0-12 = 4-28, 0-24 x 0-13 = 4-52, 0-24 x 0-14 = 5-11, 0-24 x 0-15 = 5-35, 0-24 x 0-16 = 5-59, 0-24 x 0-17 = 6-18, 0-24 x 0-18 = 6-42, 0-24 x 0-19 = 7-1, 0-24 x 0-20 = 7-25, 0-24 x 0-21 = 7-49, 0-24 x 0-22 = 8-8, 0-24 x 0-23 = 8-32, 0-24 x 0-24 = 8-56, 0-24 x 0-25 = 9-15, 0-24 x 0-26 = 9-39, 0-24 x 0-27 = 9-63, 0-24 x 0-28 = 10-22, 0-24 x 0-29 = 10-46, 0-24 x 0-30 = 11-5, 0-24 x 0-31 = 11-29, 0-24 x 0-32 = 11-53, 0-24 x 0-33 = 12-12, 0-24 x 0-34 = 12-36, 0-24 x 0-35 = 12-60, 0-24 x 0-36 = 13-19, 0-24 x 0-37 = 13-43, 0-24 x 0-38 = 14-2, 0-24 x 0-39 = 14-26, 0-24 x 0-40 = 14-50, 0-24 x 0-41 = 15-9, 0-24 x 0-42 = 15-33, 0-24 x 0-43 = 15-57, 0-24 x 0-44 = 16-16, 0-24 x 0-45 = 16-40, 0-24 x 0-46 = 16-64, 0-24 x 0-47 = 17-23, 0-24 x 0-48 = 17-47, 0-24 x 0-49 = 18-6, 0-24 x 0-50 = 18-30, 0-24 x 0-51 = 18-54, 0-24 x 0-52 = 19-13, 0-24 x 0-53 = 19-37, 0-24 x 0-54 = 19-61, 0-24 x 0-55 = 20-20, 0-24 x 0-56 = 20-44, 0-24 x 0-57 = 21-3, 0-24 x 0-58 = 21-27, 0-24 x 0-59 = 21-51, 0-24 x 0-60 = 22-10, 0-24 x 0-61 = 22-34, 0-24 x 0-62 = 22-58, 0-24 x 0-63 = 23-17, 0-24 x 0-64 = 23-41, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-10, 0-25 x 0-4 = 1-35, 0-25 x 0-5 = 1-60, 0-25 x 0-6 = 2-20, 0-25 x 0-7 = 2-45, 0-25 x 0-8 = 3-5, 0-25 x 0-9 = 3-30, 0-25 x 0-10 = 3-55, 0-25 x 0-11 = 4-15, 0-25 x 0-12 = 4-40, 0-25 x 0-13 = 5-0, 0-25 x 0-14 = 5-25, 0-25 x 0-15 = 5-50, 0-25 x 0-16 = 6-10, 0-25 x 0-17 = 6-35, 0-25 x 0-18 = 6-60, 0-25 x 0-19 = 7-20, 0-25 x 0-20 = 7-45, 0-25 x 0-21 = 8-5, 0-25 x 0-22 = 8-30, 0-25 x 0-23 = 8-55, 0-25 x 0-24 = 9-15, 0-25 x 0-25 = 9-40, 0-25 x 0-26 = 10-0, 0-25 x 0-27 = 10-25, 0-25 x 0-28 = 10-50, 0-25 x 0-29 = 11-10, 0-25 x 0-30 = 11-35, 0-25 x 0-31 = 11-60, 0-25 x 0-32 = 12-20, 0-25 x 0-33 = 12-45, 0-25 x 0-34 = 13-5, 0-25 x 0-35 = 13-30, 0-25 x 0-36 = 13-55, 0-25 x 0-37 = 14-15, 0-25 x 0-38 = 14-40, 0-25 x 0-39 = 15-0, 0-25 x 0-40 = 15-25, 0-25 x 0-41 = 15-50, 0-25 x 0-42 = 16-10, 0-25 x 0-43 = 16-35, 0-25 x 0-44 = 16-60, 0-25 x 0-45 = 17-20, 0-25 x 0-46 = 17-45, 0-25 x 0-47 = 18-5, 0-25 x 0-48 = 18-30, 0-25 x 0-49 = 18-55, 0-25 x 0-50 = 19-15, 0-25 x 0-51 = 19-40, 0-25 x 0-52 = 20-0, 0-25 x 0-53 = 20-25, 0-25 x 0-54 = 20-50, 0-25 x 0-55 = 21-10, 0-25 x 0-56 = 21-35, 0-25 x 0-57 = 21-60, 0-25 x 0-58 = 22-20, 0-25 x 0-59 = 22-45, 0-25 x 0-60 = 23-5, 0-25 x 0-61 = 23-30, 0-25 x 0-62 = 23-55, 0-25 x 0-63 = 24-15, 0-25 x 0-64 = 24-40, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-13, 0-26 x 0-4 = 1-39, 0-26 x 0-5 = 2-0, 0-26 x 0-6 = 2-26, 0-26 x 0-7 = 2-52, 0-26 x 0-8 = 3-13, 0-26 x 0-9 = 3-39, 0-26 x 0-10 = 4-0, 0-26 x 0-11 = 4-26, 0-26 x 0-12 = 4-52, 0-26 x 0-13 = 5-13, 0-26 x 0-14 = 5-39, 0-26 x 0-15 = 6-0, 0-26 x 0-16 = 6-26, 0-26 x 0-17 = 6-52, 0-26 x 0-18 = 7-13, 0-26 x 0-19 = 7-39, 0-26 x 0-20 = 8-0, 0-26 x 0-21 = 8-26, 0-26 x 0-22 = 8-52, 0-26 x 0-23 = 9-13, 0-26 x 0-24 = 9-39, 0-26 x 0-25 = 10-0, 0-26 x 0-26 = 10-26, 0-26 x 0-27 = 10-52, 0-26 x 0-28 = 11-13, 0-26 x 0-29 = 11-39, 0-26 x 0-30 = 12-0, 0-26 x 0-31 = 12-26, 0-26 x 0-32 = 12-52, 0-26 x 0-33 = 13-13, 0-26 x 0-34 = 13-39, 0-26 x 0-35 = 14-0, 0-26 x 0-36 = 14-26, 0-26 x 0-37 = 14-52, 0-26 x 0-38 = 15-13, 0-26 x 0-39 = 15-39, 0-26 x 0-40 = 16-0, 0-26 x 0-41 = 16-26, 0-26 x 0-42 = 16-52, 0-26 x 0-43 = 17-13, 0-26 x 0-44 = 17-39, 0-26 x 0-45 = 18-0, 0-26 x 0-46 = 18-26, 0-26 x 0-47 = 18-52, 0-26 x 0-48 = 19-13, 0-26 x 0-49 = 19-39, 0-26 x 0-50 = 20-0, 0-26 x 0-51 = 20-26, 0-26 x 0-52 = 20-52, 0-26 x 0-53 = 21-13, 0-26 x 0-54 = 21-39, 0-26 x 0-55 = 22-0, 0-26 x 0-56 = 22-26, 0-26 x 0-57 = 22-52, 0-26 x 0-58 = 23-13, 0-26 x 0-59 = 23-39, 0-26 x 0-60 = 24-0, 0-26 x 0-61 = 24-26, 0-26 x 0-62 = 24-52, 0-26 x 0-63 = 25-13, 0-26 x 0-64 = 25-39, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-16, 0-27 x 0-4 = 1-43, 0-27 x 0-5 = 2-5, 0-27 x 0-6 = 2-32, 0-27 x 0-7 = 2-59, 0-27 x 0-8 = 3-21, 0-27 x 0-9 = 3-48, 0-27 x 0-10 = 4-10, 0-27 x 0-11 = 4-37, 0-27 x 0-12 = 4-64, 0-27 x 0-13 = 5-26, 0-27 x 0-14 = 5-53, 0-27 x 0-15 = 6-15, 0-27 x 0-16 = 6-42, 0-27 x 0-17 = 7-4, 0-27 x 0-18 = 7-31, 0-27 x 0-19 = 7-58, 0-27 x 0-20 = 8-20, 0-27 x 0-21 = 8-47, 0-27 x 0-22 = 9-9, 0-27 x 0-23 = 9-36, 0-27 x 0-24 = 9-63, 0-27 x 0-25 = 10-25, 0-27 x 0-26 = 10-52, 0-27 x 0-27 = 11-14, 0-27 x 0-28 = 11-41, 0-27 x 0-29 = 12-3, 0-27 x 0-30 = 12-30, 0-27 x 0-31 = 12-57, 0-27 x 0-32 = 13-19, 0-27 x 0-33 = 13-46, 0-27 x 0-34 = 14-8, 0-27 x 0-35 = 14-35, 0-27 x 0-36 = 14-62, 0-27 x 0-37 = 15-24, 0-27 x 0-38 = 15-51, 0-27 x 0-39 = 16-13, 0-27 x 0-40 = 16-40, 0-27 x 0-41 = 17-2, 0-27 x 0-42 = 17-29, 0-27 x 0-43 = 17-56, 0-27 x 0-44 = 18-18, 0-27 x 0-45 = 18-45, 0-27 x 0-46 = 19-7, 0-27 x 0-47 = 19-34, 0-27 x 0-48 = 19-61, 0-27 x 0-49 = 20-23, 0-27 x 0-50 = 20-50, 0-27 x 0-51 = 21-12, 0-27 x 0-52 = 21-39, 0-27 x 0-53 = 22-1, 0-27 x 0-54 = 22-28, 0-27 x 0-55 = 22-55, 0-27 x 0-56 = 23-17, 0-27 x 0-57 = 23-44, 0-27 x 0-58 = 24-6, 0-27 x 0-59 = 24-33, 0-27 x 0-60 = 24-60, 0-27 x 0-61 = 25-22, 0-27 x 0-62 = 25-49, 0-27 x 0-63 = 26-11, 0-27 x 0-64 = 26-38, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-19, 0-28 x 0-4 = 1-47, 0-28 x 0-5 = 2-10, 0-28 x 0-6 = 2-38, 0-28 x 0-7 = 3-1, 0-28 x 0-8 = 3-29, 0-28 x 0-9 = 3-57, 0-28 x 0-10 = 4-20, 0-28 x 0-11 = 4-48, 0-28 x 0-12 = 5-11, 0-28 x 0-13 = 5-39, 0-28 x 0-14 = 6-2, 0-28 x 0-15 = 6-30, 0-28 x 0-16 = 6-58, 0-28 x 0-17 = 7-21, 0-28 x 0-18 = 7-49, 0-28 x 0-19 = 8-12, 0-28 x 0-20 = 8-40, 0-28 x 0-21 = 9-3, 0-28 x 0-22 = 9-31, 0-28 x 0-23 = 9-59, 0-28 x 0-24 = 10-22, 0-28 x 0-25 = 10-50, 0-28 x 0-26 = 11-13, 0-28 x 0-27 = 11-41, 0-28 x 0-28 = 12-4, 0-28 x 0-29 = 12-32, 0-28 x 0-30 = 12-60, 0-28 x 0-31 = 13-23, 0-28 x 0-32 = 13-51, 0-28 x 0-33 = 14-14, 0-28 x 0-34 = 14-42, 0-28 x 0-35 = 15-5, 0-28 x 0-36 = 15-33, 0-28 x 0-37 = 15-61, 0-28 x 0-38 = 16-24, 0-28 x 0-39 = 16-52, 0-28 x 0-40 = 17-15, 0-28 x 0-41 = 17-43, 0-28 x 0-42 = 18-6, 0-28 x 0-43 = 18-34, 0-28 x 0-44 = 18-62, 0-28 x 0-45 = 19-25, 0-28 x 0-46 = 19-53, 0-28 x 0-47 = 20-16, 0-28 x 0-48 = 20-44, 0-28 x 0-49 = 21-7, 0-28 x 0-50 = 21-35, 0-28 x 0-51 = 21-63, 0-28 x 0-52 = 22-26, 0-28 x 0-53 = 22-54, 0-28 x 0-54 = 23-17, 0-28 x 0-55 = 23-45, 0-28 x 0-56 = 24-8, 0-28 x 0-57 = 24-36, 0-28 x 0-58 = 24-64, 0-28 x 0-59 = 25-27, 0-28 x 0-60 = 25-55, 0-28 x 0-61 = 26-18, 0-28 x 0-62 = 26-46, 0-28 x 0-63 = 27-9, 0-28 x 0-64 = 27-37, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-22, 0-29 x 0-4 = 1-51, 0-29 x 0-5 = 2-15, 0-29 x 0-6 = 2-44, 0-29 x 0-7 = 3-8, 0-29 x 0-8 = 3-37, 0-29 x 0-9 = 4-1, 0-29 x 0-10 = 4-30, 0-29 x 0-11 = 4-59, 0-29 x 0-12 = 5-23, 0-29 x 0-13 = 5-52, 0-29 x 0-14 = 6-16, 0-29 x 0-15 = 6-45, 0-29 x 0-16 = 7-9, 0-29 x 0-17 = 7-38, 0-29 x 0-18 = 8-2, 0-29 x 0-19 = 8-31, 0-29 x 0-20 = 8-60, 0-29 x 0-21 = 9-24, 0-29 x 0-22 = 9-53, 0-29 x 0-23 = 10-17, 0-29 x 0-24 = 10-46, 0-29 x 0-25 = 11-10, 0-29 x 0-26 = 11-39, 0-29 x 0-27 = 12-3, 0-29 x 0-28 = 12-32, 0-29 x 0-29 = 12-61, 0-29 x 0-30 = 13-25, 0-29 x 0-31 = 13-54, 0-29 x 0-32 = 14-18, 0-29 x 0-33 = 14-47, 0-29 x 0-34 = 15-11, 0-29 x 0-35 = 15-40, 0-29 x 0-36 = 16-4, 0-29 x 0-37 = 16-33, 0-29 x 0-38 = 16-62, 0-29 x 0-39 = 17-26, 0-29 x 0-40 = 17-55, 0-29 x 0-41 = 18-19, 0-29 x 0-42 = 18-48, 0-29 x 0-43 = 19-12, 0-29 x 0-44 = 19-41, 0-29 x 0-45 = 20-5, 0-29 x 0-46 = 20-34, 0-29 x 0-47 = 20-63, 0-29 x 0-48 = 21-27, 0-29 x 0-49 = 21-56, 0-29 x 0-50 = 22-20, 0-29 x 0-51 = 22-49, 0-29 x 0-52 = 23-13, 0-29 x 0-53 = 23-42, 0-29 x 0-54 = 24-6, 0-29 x 0-55 = 24-35, 0-29 x 0-56 = 24-64, 0-29 x 0-57 = 25-28, 0-29 x 0-58 = 25-57, 0-29 x 0-59 = 26-21, 0-29 x 0-60 = 26-50, 0-29 x 0-61 = 27-14, 0-29 x 0-62 = 27-43, 0-29 x 0-63 = 28-7, 0-29 x 0-64 = 28-36, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-25, 0-30 x 0-4 = 1-55, 0-30 x 0-5 = 2-20, 0-30 x 0-6 = 2-50, 0-30 x 0-7 = 3-15, 0-30 x 0-8 = 3-45, 0-30 x 0-9 = 4-10, 0-30 x 0-10 = 4-40, 0-30 x 0-11 = 5-5, 0-30 x 0-12 = 5-35, 0-30 x 0-13 = 6-0, 0-30 x 0-14 = 6-30, 0-30 x 0-15 = 6-60, 0-30 x 0-16 = 7-25, 0-30 x 0-17 = 7-55, 0-30 x 0-18 = 8-20, 0-30 x 0-19 = 8-50, 0-30 x 0-20 = 9-15, 0-30 x 0-21 = 9-45, 0-30 x 0-22 = 10-10, 0-30 x 0-23 = 10-40, 0-30 x 0-24 = 11-5, 0-30 x 0-25 = 11-35, 0-30 x 0-26 = 12-0, 0-30 x 0-27 = 12-30, 0-30 x 0-28 = 12-60, 0-30 x 0-29 = 13-25, 0-30 x 0-30 = 13-55, 0-30 x 0-31 = 14-20, 0-30 x 0-32 = 14-50, 0-30 x 0-33 = 15-15, 0-30 x 0-34 = 15-45, 0-30 x 0-35 = 16-10, 0-30 x 0-36 = 16-40, 0-30 x 0-37 = 17-5, 0-30 x 0-38 = 17-35, 0-30 x 0-39 = 18-0, 0-30 x 0-40 = 18-30, 0-30 x 0-41 = 18-60, 0-30 x 0-42 = 19-25, 0-30 x 0-43 = 19-55, 0-30 x 0-44 = 20-20, 0-30 x 0-45 = 20-50, 0-30 x 0-46 = 21-15, 0-30 x 0-47 = 21-45, 0-30 x 0-48 = 22-10, 0-30 x 0-49 = 22-40, 0-30 x 0-50 = 23-5, 0-30 x 0-51 = 23-35, 0-30 x 0-52 = 24-0, 0-30 x 0-53 = 24-30, 0-30 x 0-54 = 24-60, 0-30 x 0-55 = 25-25, 0-30 x 0-56 = 25-55, 0-30 x 0-57 = 26-20, 0-30 x 0-58 = 26-50, 0-30 x 0-59 = 27-15, 0-30 x 0-60 = 27-45, 0-30 x 0-61 = 28-10, 0-30 x 0-62 = 28-40, 0-30 x 0-63 = 29-5, 0-30 x 0-64 = 29-35, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 0-62, 0-31 x 0-3 = 1-28, 0-31 x 0-4 = 1-59, 0-31 x 0-5 = 2-25, 0-31 x 0-6 = 2-56, 0-31 x 0-7 = 3-22, 0-31 x 0-8 = 3-53, 0-31 x 0-9 = 4-19, 0-31 x 0-10 = 4-50, 0-31 x 0-11 = 5-16, 0-31 x 0-12 = 5-47, 0-31 x 0-13 = 6-13, 0-31 x 0-14 = 6-44, 0-31 x 0-15 = 7-10, 0-31 x 0-16 = 7-41, 0-31 x 0-17 = 8-7, 0-31 x 0-18 = 8-38, 0-31 x 0-19 = 9-4, 0-31 x 0-20 = 9-35, 0-31 x 0-21 = 10-1, 0-31 x 0-22 = 10-32, 0-31 x 0-23 = 10-63, 0-31 x 0-24 = 11-29, 0-31 x 0-25 = 11-60, 0-31 x 0-26 = 12-26, 0-31 x 0-27 = 12-57, 0-31 x 0-28 = 13-23, 0-31 x 0-29 = 13-54, 0-31 x 0-30 = 14-20, 0-31 x 0-31 = 14-51, 0-31 x 0-32 = 15-17, 0-31 x 0-33 = 15-48, 0-31 x 0-34 = 16-14, 0-31 x 0-35 = 16-45, 0-31 x 0-36 = 17-11, 0-31 x 0-37 = 17-42, 0-31 x 0-38 = 18-8, 0-31 x 0-39 = 18-39, 0-31 x 0-40 = 19-5, 0-31 x 0-41 = 19-36, 0-31 x 0-42 = 20-2, 0-31 x 0-43 = 20-33, 0-31 x 0-44 = 20-64, 0-31 x 0-45 = 21-30, 0-31 x 0-46 = 21-61, 0-31 x 0-47 = 22-27, 0-31 x 0-48 = 22-58, 0-31 x 0-49 = 23-24, 0-31 x 0-50 = 23-55, 0-31 x 0-51 = 24-21, 0-31 x 0-52 = 24-52, 0-31 x 0-53 = 25-18, 0-31 x 0-54 = 25-49, 0-31 x 0-55 = 26-15, 0-31 x 0-56 = 26-46, 0-31 x 0-57 = 27-12, 0-31 x 0-58 = 27-43, 0-31 x 0-59 = 28-9, 0-31 x 0-60 = 28-40, 0-31 x 0-61 = 29-6, 0-31 x 0-62 = 29-37, 0-31 x 0-63 = 30-3, 0-31 x 0-64 = 30-34, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 0-64, 0-32 x 0-3 = 1-31, 0-32 x 0-4 = 1-63, 0-32 x 0-5 = 2-30, 0-32 x 0-6 = 2-62, 0-32 x 0-7 = 3-29, 0-32 x 0-8 = 3-61, 0-32 x 0-9 = 4-28, 0-32 x 0-10 = 4-60, 0-32 x 0-11 = 5-27, 0-32 x 0-12 = 5-59, 0-32 x 0-13 = 6-26, 0-32 x 0-14 = 6-58, 0-32 x 0-15 = 7-25, 0-32 x 0-16 = 7-57, 0-32 x 0-17 = 8-24, 0-32 x 0-18 = 8-56, 0-32 x 0-19 = 9-23, 0-32 x 0-20 = 9-55, 0-32 x 0-21 = 10-22, 0-32 x 0-22 = 10-54, 0-32 x 0-23 = 11-21, 0-32 x 0-24 = 11-53, 0-32 x 0-25 = 12-20, 0-32 x 0-26 = 12-52, 0-32 x 0-27 = 13-19, 0-32 x 0-28 = 13-51, 0-32 x 0-29 = 14-18, 0-32 x 0-30 = 14-50, 0-32 x 0-31 = 15-17, 0-32 x 0-32 = 15-49, 0-32 x 0-33 = 16-16, 0-32 x 0-34 = 16-48, 0-32 x 0-35 = 17-15, 0-32 x 0-36 = 17-47, 0-32 x 0-37 = 18-14, 0-32 x 0-38 = 18-46, 0-32 x 0-39 = 19-13, 0-32 x 0-40 = 19-45, 0-32 x 0-41 = 20-12, 0-32 x 0-42 = 20-44, 0-32 x 0-43 = 21-11, 0-32 x 0-44 = 21-43, 0-32 x 0-45 = 22-10, 0-32 x 0-46 = 22-42, 0-32 x 0-47 = 23-9, 0-32 x 0-48 = 23-41, 0-32 x 0-49 = 24-8, 0-32 x 0-50 = 24-40, 0-32 x 0-51 = 25-7, 0-32 x 0-52 = 25-39, 0-32 x 0-53 = 26-6, 0-32 x 0-54 = 26-38, 0-32 x 0-55 = 27-5, 0-32 x 0-56 = 27-37, 0-32 x 0-57 = 28-4, 0-32 x 0-58 = 28-36, 0-32 x 0-59 = 29-3, 0-32 x 0-60 = 29-35, 0-32 x 0-61 = 30-2, 0-32 x 0-62 = 30-34, 0-32 x 0-63 = 31-1, 0-32 x 0-64 = 31-33, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-1, 0-33 x 0-3 = 1-34, 0-33 x 0-4 = 2-2, 0-33 x 0-5 = 2-35, 0-33 x 0-6 = 3-3, 0-33 x 0-7 = 3-36, 0-33 x 0-8 = 4-4, 0-33 x 0-9 = 4-37, 0-33 x 0-10 = 5-5, 0-33 x 0-11 = 5-38, 0-33 x 0-12 = 6-6, 0-33 x 0-13 = 6-39, 0-33 x 0-14 = 7-7, 0-33 x 0-15 = 7-40, 0-33 x 0-16 = 8-8, 0-33 x 0-17 = 8-41, 0-33 x 0-18 = 9-9, 0-33 x 0-19 = 9-42, 0-33 x 0-20 = 10-10, 0-33 x 0-21 = 10-43, 0-33 x 0-22 = 11-11, 0-33 x 0-23 = 11-44, 0-33 x 0-24 = 12-12, 0-33 x 0-25 = 12-45, 0-33 x 0-26 = 13-13, 0-33 x 0-27 = 13-46, 0-33 x 0-28 = 14-14, 0-33 x 0-29 = 14-47, 0-33 x 0-30 = 15-15, 0-33 x 0-31 = 15-48, 0-33 x 0-32 = 16-16, 0-33 x 0-33 = 16-49, 0-33 x 0-34 = 17-17, 0-33 x 0-35 = 17-50, 0-33 x 0-36 = 18-18, 0-33 x 0-37 = 18-51, 0-33 x 0-38 = 19-19, 0-33 x 0-39 = 19-52, 0-33 x 0-40 = 20-20, 0-33 x 0-41 = 20-53, 0-33 x 0-42 = 21-21, 0-33 x 0-43 = 21-54, 0-33 x 0-44 = 22-22, 0-33 x 0-45 = 22-55, 0-33 x 0-46 = 23-23, 0-33 x 0-47 = 23-56, 0-33 x 0-48 = 24-24, 0-33 x 0-49 = 24-57, 0-33 x 0-50 = 25-25, 0-33 x 0-51 = 25-58, 0-33 x 0-52 = 26-26, 0-33 x 0-53 = 26-59, 0-33 x 0-54 = 27-27, 0-33 x 0-55 = 27-60, 0-33 x 0-56 = 28-28, 0-33 x 0-57 = 28-61, 0-33 x 0-58 = 29-29, 0-33 x 0-59 = 29-62, 0-33 x 0-60 = 30-30, 0-33 x 0-61 = 30-63, 0-33 x 0-62 = 31-31, 0-33 x 0-63 = 31-64, 0-33 x 0-64 = 32-32, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-3, 0-34 x 0-3 = 1-37, 0-34 x 0-4 = 2-6, 0-34 x 0-5 = 2-40, 0-34 x 0-6 = 3-9, 0-34 x 0-7 = 3-43, 0-34 x 0-8 = 4-12, 0-34 x 0-9 = 4-46, 0-34 x 0-10 = 5-15, 0-34 x 0-11 = 5-49, 0-34 x 0-12 = 6-18, 0-34 x 0-13 = 6-52, 0-34 x 0-14 = 7-21, 0-34 x 0-15 = 7-55, 0-34 x 0-16 = 8-24, 0-34 x 0-17 = 8-58, 0-34 x 0-18 = 9-27, 0-34 x 0-19 = 9-61, 0-34 x 0-20 = 10-30, 0-34 x 0-21 = 10-64, 0-34 x 0-22 = 11-33, 0-34 x 0-23 = 12-2, 0-34 x 0-24 = 12-36, 0-34 x 0-25 = 13-5, 0-34 x 0-26 = 13-39, 0-34 x 0-27 = 14-8, 0-34 x 0-28 = 14-42, 0-34 x 0-29 = 15-11, 0-34 x 0-30 = 15-45, 0-34 x 0-31 = 16-14, 0-34 x 0-32 = 16-48, 0-34 x 0-33 = 17-17, 0-34 x 0-34 = 17-51, 0-34 x 0-35 = 18-20, 0-34 x 0-36 = 18-54, 0-34 x 0-37 = 19-23, 0-34 x 0-38 = 19-57, 0-34 x 0-39 = 20-26, 0-34 x 0-40 = 20-60, 0-34 x 0-41 = 21-29, 0-34 x 0-42 = 21-63, 0-34 x 0-43 = 22-32, 0-34 x 0-44 = 23-1, 0-34 x 0-45 = 23-35, 0-34 x 0-46 = 24-4, 0-34 x 0-47 = 24-38, 0-34 x 0-48 = 25-7, 0-34 x 0-49 = 25-41, 0-34 x 0-50 = 26-10, 0-34 x 0-51 = 26-44, 0-34 x 0-52 = 27-13, 0-34 x 0-53 = 27-47, 0-34 x 0-54 = 28-16, 0-34 x 0-55 = 28-50, 0-34 x 0-56 = 29-19, 0-34 x 0-57 = 29-53, 0-34 x 0-58 = 30-22, 0-34 x 0-59 = 30-56, 0-34 x 0-60 = 31-25, 0-34 x 0-61 = 31-59, 0-34 x 0-62 = 32-28, 0-34 x 0-63 = 32-62, 0-34 x 0-64 = 33-31, 
