0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-9, 0-24 x 0-4 = 1-33, 0-24 x 0-5 = 1-57, 0-24 x 0-6 = 2-18, 0-24 x 0-7 = 2-42, 0-24 x 0-8 = 3-3, 0-24 x 0-9 = 3-27, 0-24 x 0-10 = 3-51, 0-24 x 0-11 = 4-12, 0-24 x 0-12 = 4-36, 0-24 x 0-13 = 4-60, 0-24 x 0-14 = 5-21, 0-24 x 0-15 = 5-45, 0-24 x 0-16 = 6-6, 0-24 x 0-17 = 6-30, 0-24 x 0-18 = 6-54, 0-24 x 0-19 = 7-15, 0-24 x 0-20 = 7-39, 0-24 x 0-21 = 8-0, 0-24 x 0-22 = 8-24, 0-24 x 0-23 = 8-48, 0-24 x 0-24 = 9-9, 0-24 x 0-25 = 9-33, 0-24 x 0-26 = 9-57, 0-24 x 0-27 = 10-18, 0-24 x 0-28 = 10-42, 0-24 x 0-29 = 11-3, 0-24 x 0-30 = 11-27, 0-24 x 0-31 = 11-51, 0-24 x 0-32 = 12-12, 0-24 x 0-33 = 12-36, 0-24 x 0-34 = 12-60, 0-24 x 0-35 = 13-21, 0-24 x 0-36 = 13-45, 0-24 x 0-37 = 14-6, 0-24 x 0-38 = 14-30, 0-24 x 0-39 = 14-54, 0-24 x 0-40 = 15-15, 0-24 x 0-41 = 15-39, 0-24 x 0-42 = 16-0, 0-24 x 0-43 = 16-24, 0-24 x 0-44 = 16-48, 0-24 x 0-45 = 17-9, 0-24 x 0-46 = 17-33, 0-24 x 0-47 = 17-57, 0-24 x 0-48 = 18-18, 0-24 x 0-49 = 18-42, 0-24 x 0-50 = 19-3, 0-24 x 0-51 = 19-27, 0-24 x 0-52 = 19-51, 0-24 x 0-53 = 20-12, 0-24 x 0-54 = 20-36, 0-24 x 0-55 = 20-60, 0-24 x 0-56 = 21-21, 0-24 x 0-57 = 21-45, 0-24 x 0-58 = 22-6, 0-24 x 0-59 = 22-30, 0-24 x 0-60 = 22-54, 0-24 x 0-61 = 23-15, 0-24 x 0-62 = 23-39, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-12, 0-25 x 0-4 = 1-37, 0-25 x 0-5 = 1-62, 0-25 x 0-6 = 2-24, 0-25 x 0-7 = 2-49, 0-25 x 0-8 = 3-11, 0-25 x 0-9 = 3-36, 0-25 x 0-10 = 3-61, 0-25 x 0-11 = 4-23, 0-25 x 0-12 = 4-48, 0-25 x 0-13 = 5-10, 0-25 x 0-14 = 5-35, 0-25 x 0-15 = 5-60, 0-25 x 0-16 = 6-22, 0-25 x 0-17 = 6-47, 0-25 x 0-18 = 7-9, 0-25 x 0-19 = 7-34, 0-25 x 0-20 = 7-59, 0-25 x 0-21 = 8-21, 0-25 x 0-22 = 8-46, 0-25 x 0-23 = 9-8, 0-25 x 0-24 = 9-33, 0-25 x 0-25 = 9-58, 0-25 x 0-26 = 10-20, 0-25 x 0-27 = 10-45, 0-25 x 0-28 = 11-7, 0-25 x 0-29 = 11-32, 0-25 x 0-30 = 11-57, 0-25 x 0-31 = 12-19, 0-25 x 0-32 = 12-44, 0-25 x 0-33 = 13-6, 0-25 x 0-34 = 13-31, 0-25 x 0-35 = 13-56, 0-25 x 0-36 = 14-18, 0-25 x 0-37 = 14-43, 0-25 x 0-38 = 15-5, 0-25 x 0-39 = 15-30, 0-25 x 0-40 = 15-55, 0-25 x 0-41 = 16-17, 0-25 x 0-42 = 16-42, 0-25 x 0-43 = 17-4, 0-25 x 0-44 = 17-29, 0-25 x 0-45 = 17-54, 0-25 x 0-46 = 18-16, 0-25 x 0-47 = 18-41, 0-25 x 0-48 = 19-3, 0-25 x 0-49 = 19-28, 0-25 x 0-50 = 19-53, 0-25 x 0-51 = 20-15, 0-25 x 0-52 = 20-40, 0-25 x 0-53 = 21-2, 0-25 x 0-54 = 21-27, 0-25 x 0-55 = 21-52, 0-25 x 0-56 = 22-14, 0-25 x 0-57 = 22-39, 0-25 x 0-58 = 23-1, 0-25 x 0-59 = 23-26, 0-25 x 0-60 = 23-51, 0-25 x 0-61 = 24-13, 0-25 x 0-62 = 24-38, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-15, 0-26 x 0-4 = 1-41, 0-26 x 0-5 = 2-4, 0-26 x 0-6 = 2-30, 0-26 x 0-7 = 2-56, 0-26 x 0-8 = 3-19, 0-26 x 0-9 = 3-45, 0-26 x 0-10 = 4-8, 0-26 x 0-11 = 4-34, 0-26 x 0-12 = 4-60, 0-26 x 0-13 = 5-23, 0-26 x 0-14 = 5-49, 0-26 x 0-15 = 6-12, 0-26 x 0-16 = 6-38, 0-26 x 0-17 = 7-1, 0-26 x 0-18 = 7-27, 0-26 x 0-19 = 7-53, 0-26 x 0-20 = 8-16, 0-26 x 0-21 = 8-42, 0-26 x 0-22 = 9-5, 0-26 x 0-23 = 9-31, 0-26 x 0-24 = 9-57, 0-26 x 0-25 = 10-20, 0-26 x 0-26 = 10-46, 0-26 x 0-27 = 11-9, 0-26 x 0-28 = 11-35, 0-26 x 0-29 = 11-61, 0-26 x 0-30 = 12-24, 0-26 x 0-31 = 12-50, 0-26 x 0-32 = 13-13, 0-26 x 0-33 = 13-39, 0-26 x 0-34 = 14-2, 0-26 x 0-35 = 14-28, 0-26 x 0-36 = 14-54, 0-26 x 0-37 = 15-17, 0-26 x 0-38 = 15-43, 0-26 x 0-39 = 16-6, 0-26 x 0-40 = 16-32, 0-26 x 0-41 = 16-58, 0-26 x 0-42 = 17-21, 0-26 x 0-43 = 17-47, 0-26 x 0-44 = 18-10, 0-26 x 0-45 = 18-36, 0-26 x 0-46 = 18-62, 0-26 x 0-47 = 19-25, 0-26 x 0-48 = 19-51, 0-26 x 0-49 = 20-14, 0-26 x 0-50 = 20-40, 0-26 x 0-51 = 21-3, 0-26 x 0-52 = 21-29, 0-26 x 0-53 = 21-55, 0-26 x 0-54 = 22-18, 0-26 x 0-55 = 22-44, 0-26 x 0-56 = 23-7, 0-26 x 0-57 = 23-33, 0-26 x 0-58 = 23-59, 0-26 x 0-59 = 24-22, 0-26 x 0-60 = 24-48, 0-26 x 0-61 = 25-11, 0-26 x 0-62 = 25-37, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-18, 0-27 x 0-4 = 1-45, 0-27 x 0-5 = 2-9, 0-27 x 0-6 = 2-36, 0-27 x 0-7 = 3-0, 0-27 x 0-8 = 3-27, 0-27 x 0-9 = 3-54, 0-27 x 0-10 = 4-18, 0-27 x 0-11 = 4-45, 0-27 x 0-12 = 5-9, 0-27 x 0-13 = 5-36, 0-27 x 0-14 = 6-0, 0-27 x 0-15 = 6-27, 0-27 x 0-16 = 6-54, 0-27 x 0-17 = 7-18, 0-27 x 0-18 = 7-45, 0-27 x 0-19 = 8-9, 0-27 x 0-20 = 8-36, 0-27 x 0-21 = 9-0, 0-27 x 0-22 = 9-27, 0-27 x 0-23 = 9-54, 0-27 x 0-24 = 10-18, 0-27 x 0-25 = 10-45, 0-27 x 0-26 = 11-9, 0-27 x 0-27 = 11-36, 0-27 x 0-28 = 12-0, 0-27 x 0-29 = 12-27, 0-27 x 0-30 = 12-54, 0-27 x 0-31 = 13-18, 0-27 x 0-32 = 13-45, 0-27 x 0-33 = 14-9, 0-27 x 0-34 = 14-36, 0-27 x 0-35 = 15-0, 0-27 x 0-36 = 15-27, 0-27 x 0-37 = 15-54, 0-27 x 0-38 = 16-18, 0-27 x 0-39 = 16-45, 0-27 x 0-40 = 17-9, 0-27 x 0-41 = 17-36, 0-27 x 0-42 = 18-0, 0-27 x 0-43 = 18-27, 0-27 x 0-44 = 18-54, 0-27 x 0-45 = 19-18, 0-27 x 0-46 = 19-45, 0-27 x 0-47 = 20-9, 0-27 x 0-48 = 20-36, 0-27 x 0-49 = 21-0, 0-27 x 0-50 = 21-27, 0-27 x 0-51 = 21-54, 0-27 x 0-52 = 22-18, 0-27 x 0-53 = 22-45, 0-27 x 0-54 = 23-9, 0-27 x 0-55 = 23-36, 0-27 x 0-56 = 24-0, 0-27 x 0-57 = 24-27, 0-27 x 0-58 = 24-54, 0-27 x 0-59 = 25-18, 0-27 x 0-60 = 25-45, 0-27 x 0-61 = 26-9, 0-27 x 0-62 = 26-36, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-21, 0-28 x 0-4 = 1-49, 0-28 x 0-5 = 2-14, 0-28 x 0-6 = 2-42, 0-28 x 0-7 = 3-7, 0-28 x 0-8 = 3-35, 0-28 x 0-9 = 4-0, 0-28 x 0-10 = 4-28, 0-28 x 0-11 = 4-56, 0-28 x 0-12 = 5-21, 0-28 x 0-13 = 5-49, 0-28 x 0-14 = 6-14, 0-28 x 0-15 = 6-42, 0-28 x 0-16 = 7-7, 0-28 x 0-17 = 7-35, 0-28 x 0-18 = 8-0, 0-28 x 0-19 = 8-28, 0-28 x 0-20 = 8-56, 0-28 x 0-21 = 9-21, 0-28 x 0-22 = 9-49, 0-28 x 0-23 = 10-14, 0-28 x 0-24 = 10-42, 0-28 x 0-25 = 11-7, 0-28 x 0-26 = 11-35, 0-28 x 0-27 = 12-0, 0-28 x 0-28 = 12-28, 0-28 x 0-29 = 12-56, 0-28 x 0-30 = 13-21, 0-28 x 0-31 = 13-49, 0-28 x 0-32 = 14-14, 0-28 x 0-33 = 14-42, 0-28 x 0-34 = 15-7, 0-28 x 0-35 = 15-35, 0-28 x 0-36 = 16-0, 0-28 x 0-37 = 16-28, 0-28 x 0-38 = 16-56, 0-28 x 0-39 = 17-21, 0-28 x 0-40 = 17-49, 0-28 x 0-41 = 18-14, 0-28 x 0-42 = 18-42, 0-28 x 0-43 = 19-7, 0-28 x 0-44 = 19-35, 0-28 x 0-45 = 20-0, 0-28 x 0-46 = 20-28, 0-28 x 0-47 = 20-56, 0-28 x 0-48 = 21-21, 0-28 x 0-49 = 21-49, 0-28 x 0-50 = 22-14, 0-28 x 0-51 = 22-42, 0-28 x 0-52 = 23-7, 0-28 x 0-53 = 23-35, 0-28 x 0-54 = 24-0, 0-28 x 0-55 = 24-28, 0-28 x 0-56 = 24-56, 0-28 x 0-57 = 25-21, 0-28 x 0-58 = 25-49, 0-28 x 0-59 = 26-14, 0-28 x 0-60 = 26-42, 0-28 x 0-61 = 27-7, 0-28 x 0-62 = 27-35, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-24, 0-29 x 0-4 = 1-53, 0-29 x 0-5 = 2-19, 0-29 x 0-6 = 2-48, 0-29 x 0-7 = 3-14, 0-29 x 0-8 = 3-43, 0-29 x 0-9 = 4-9, 0-29 x 0-10 = 4-38, 0-29 x 0-11 = 5-4, 0-29 x 0-12 = 5-33, 0-29 x 0-13 = 5-62, 0-29 x 0-14 = 6-28, 0-29 x 0-15 = 6-57, 0-29 x 0-16 = 7-23, 0-29 x 0-17 = 7-52, 0-29 x 0-18 = 8-18, 0-29 x 0-19 = 8-47, 0-29 x 0-20 = 9-13, 0-29 x 0-21 = 9-42, 0-29 x 0-22 = 10-8, 0-29 x 0-23 = 10-37, 0-29 x 0-24 = 11-3, 0-29 x 0-25 = 11-32, 0-29 x 0-26 = 11-61, 0-29 x 0-27 = 12-27, 0-29 x 0-28 = 12-56, 0-29 x 0-29 = 13-22, 0-29 x 0-30 = 13-51, 0-29 x 0-31 = 14-17, 0-29 x 0-32 = 14-46, 0-29 x 0-33 = 15-12, 0-29 x 0-34 = 15-41, 0-29 x 0-35 = 16-7, 0-29 x 0-36 = 16-36, 0-29 x 0-37 = 17-2, 0-29 x 0-38 = 17-31, 0-29 x 0-39 = 17-60, 0-29 x 0-40 = 18-26, 0-29 x 0-41 = 18-55, 0-29 x 0-42 = 19-21, 0-29 x 0-43 = 19-50, 0-29 x 0-44 = 20-16, 0-29 x 0-45 = 20-45, 0-29 x 0-46 = 21-11, 0-29 x 0-47 = 21-40, 0-29 x 0-48 = 22-6, 0-29 x 0-49 = 22-35, 0-29 x 0-50 = 23-1, 0-29 x 0-51 = 23-30, 0-29 x 0-52 = 23-59, 0-29 x 0-53 = 24-25, 0-29 x 0-54 = 24-54, 0-29 x 0-55 = 25-20, 0-29 x 0-56 = 25-49, 0-29 x 0-57 = 26-15, 0-29 x 0-58 = 26-44, 0-29 x 0-59 = 27-10, 0-29 x 0-60 = 27-39, 0-29 x 0-61 = 28-5, 0-29 x 0-62 = 28-34, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-27, 0-30 x 0-4 = 1-57, 0-30 x 0-5 = 2-24, 0-30 x 0-6 = 2-54, 0-30 x 0-7 = 3-21, 0-30 x 0-8 = 3-51, 0-30 x 0-9 = 4-18, 0-30 x 0-10 = 4-48, 0-30 x 0-11 = 5-15, 0-30 x 0-12 = 5-45, 0-30 x 0-13 = 6-12, 0-30 x 0-14 = 6-42, 0-30 x 0-15 = 7-9, 0-30 x 0-16 = 7-39, 0-30 x 0-17 = 8-6, 0-30 x 0-18 = 8-36, 0-30 x 0-19 = 9-3, 0-30 x 0-20 = 9-33, 0-30 x 0-21 = 10-0, 0-30 x 0-22 = 10-30, 0-30 x 0-23 = 10-60, 0-30 x 0-24 = 11-27, 0-30 x 0-25 = 11-57, 0-30 x 0-26 = 12-24, 0-30 x 0-27 = 12-54, 0-30 x 0-28 = 13-21, 0-30 x 0-29 = 13-51, 0-30 x 0-30 = 14-18, 0-30 x 0-31 = 14-48, 0-30 x 0-32 = 15-15, 0-30 x 0-33 = 15-45, 0-30 x 0-34 = 16-12, 0-30 x 0-35 = 16-42, 0-30 x 0-36 = 17-9, 0-30 x 0-37 = 17-39, 0-30 x 0-38 = 18-6, 0-30 x 0-39 = 18-36, 0-30 x 0-40 = 19-3, 0-30 x 0-41 = 19-33, 0-30 x 0-42 = 20-0, 0-30 x 0-43 = 20-30, 0-30 x 0-44 = 20-60, 0-30 x 0-45 = 21-27, 0-30 x 0-46 = 21-57, 0-30 x 0-47 = 22-24, 0-30 x 0-48 = 22-54, 0-30 x 0-49 = 23-21, 0-30 x 0-50 = 23-51, 0-30 x 0-51 = 24-18, 0-30 x 0-52 = 24-48, 0-30 x 0-53 = 25-15, 0-30 x 0-54 = 25-45, 0-30 x 0-55 = 26-12, 0-30 x 0-56 = 26-42, 0-30 x 0-57 = 27-9, 0-30 x 0-58 = 27-39, 0-30 x 0-59 = 28-6, 0-30 x 0-60 = 28-36, 0-30 x 0-61 = 29-3, 0-30 x 0-62 = 29-33, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 0-62, 0-31 x 0-3 = 1-30, 0-31 x 0-4 = 1-61, 0-31 x 0-5 = 2-29, 0-31 x 0-6 = 2-60, 0-31 x 0-7 = 3-28, 0-31 x 0-8 = 3-59, 0-31 x 0-9 = 4-27, 0-31 x 0-10 = 4-58, 0-31 x 0-11 = 5-26, 0-31 x 0-12 = 5-57, 0-31 x 0-13 = 6-25, 0-31 x 0-14 = 6-56, 0-31 x 0-15 = 7-24, 0-31 x 0-16 = 7-55, 0-31 x 0-17 = 8-23, 0-31 x 0-18 = 8-54, 0-31 x 0-19 = 9-22, 0-31 x 0-20 = 9-53, 0-31 x 0-21 = 10-21, 0-31 x 0-22 = 10-52, 0-31 x 0-23 = 11-20, 0-31 x 0-24 = 11-51, 0-31 x 0-25 = 12-19, 0-31 x 0-26 = 12-50, 0-31 x 0-27 = 13-18, 0-31 x 0-28 = 13-49, 0-31 x 0-29 = 14-17, 0-31 x 0-30 = 14-48, 0-31 x 0-31 = 15-16, 0-31 x 0-32 = 15-47, 0-31 x 0-33 = 16-15, 0-31 x 0-34 = 16-46, 0-31 x 0-35 = 17-14, 0-31 x 0-36 = 17-45, 0-31 x 0-37 = 18-13, 0-31 x 0-38 = 18-44, 0-31 x 0-39 = 19-12, 0-31 x 0-40 = 19-43, 0-31 x 0-41 = 20-11, 0-31 x 0-42 = 20-42, 0-31 x 0-43 = 21-10, 0-31 x 0-44 = 21-41, 0-31 x 0-45 = 22-9, 0-31 x 0-46 = 22-40, 0-31 x 0-47 = 23-8, 0-31 x 0-48 = 23-39, 0-31 x 0-49 = 24-7, 0-31 x 0-50 = 24-38, 0-31 x 0-51 = 25-6, 0-31 x 0-52 = 25-37, 0-31 x 0-53 = 26-5, 0-31 x 0-54 = 26-36, 0-31 x 0-55 = 27-4, 0-31 x 0-56 = 27-35, 0-31 x 0-57 = 28-3, 0-31 x 0-58 = 28-34, 0-31 x 0-59 = 29-2, 0-31 x 0-60 = 29-33, 0-31 x 0-61 = 30-1, 0-31 x 0-62 = 30-32, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-1, 0-32 x 0-3 = 1-33, 0-32 x 0-4 = 2-2, 0-32 x 0-5 = 2-34, 0-32 x 0-6 = 3-3, 0-32 x 0-7 = 3-35, 0-32 x 0-8 = 4-4, 0-32 x 0-9 = 4-36, 0-32 x 0-10 = 5-5, 0-32 x 0-11 = 5-37, 0-32 x 0-12 = 6-6, 0-32 x 0-13 = 6-38, 0-32 x 0-14 = 7-7, 0-32 x 0-15 = 7-39, 0-32 x 0-16 = 8-8, 0-32 x 0-17 = 8-40, 0-32 x 0-18 = 9-9, 0-32 x 0-19 = 9-41, 0-32 x 0-20 = 10-10, 0-32 x 0-21 = 10-42, 0-32 x 0-22 = 11-11, 0-32 x 0-23 = 11-43, 0-32 x 0-24 = 12-12, 0-32 x 0-25 = 12-44, 0-32 x 0-26 = 13-13, 0-32 x 0-27 = 13-45, 0-32 x 0-28 = 14-14, 0-32 x 0-29 = 14-46, 0-32 x 0-30 = 15-15, 0-32 x 0-31 = 15-47, 0-32 x 0-32 = 16-16, 0-32 x 0-33 = 16-48, 0-32 x 0-34 = 17-17, 0-32 x 0-35 = 17-49, 0-32 x 0-36 = 18-18, 0-32 x 0-37 = 18-50, 0-32 x 0-38 = 19-19, 0-32 x 0-39 = 19-51, 0-32 x 0-40 = 20-20, 0-32 x 0-41 = 20-52, 0-32 x 0-42 = 21-21, 0-32 x 0-43 = 21-53, 0-32 x 0-44 = 22-22, 0-32 x 0-45 = 22-54, 0-32 x 0-46 = 23-23, 0-32 x 0-47 = 23-55, 0-32 x 0-48 = 24-24, 0-32 x 0-49 = 24-56, 0-32 x 0-50 = 25-25, 0-32 x 0-51 = 25-57, 0-32 x 0-52 = 26-26, 0-32 x 0-53 = 26-58, 0-32 x 0-54 = 27-27, 0-32 x 0-55 = 27-59, 0-32 x 0-56 = 28-28, 0-32 x 0-57 = 28-60, 0-32 x 0-58 = 29-29, 0-32 x 0-59 = 29-61, 0-32 x 0-60 = 30-30, 0-32 x 0-61 = 30-62, 0-32 x 0-62 = 31-31, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-3, 0-33 x 0-3 = 1-36, 0-33 x 0-4 = 2-6, 0-33 x 0-5 = 2-39, 0-33 x 0-6 = 3-9, 0-33 x 0-7 = 3-42, 0-33 x 0-8 = 4-12, 0-33 x 0-9 = 4-45, 0-33 x 0-10 = 5-15, 0-33 x 0-11 = 5-48, 0-33 x 0-12 = 6-18, 0-33 x 0-13 = 6-51, 0-33 x 0-14 = 7-21, 0-33 x 0-15 = 7-54, 0-33 x 0-16 = 8-24, 0-33 x 0-17 = 8-57, 0-33 x 0-18 = 9-27, 0-33 x 0-19 = 9-60, 0-33 x 0-20 = 10-30, 0-33 x 0-21 = 11-0, 0-33 x 0-22 = 11-33, 0-33 x 0-23 = 12-3, 0-33 x 0-24 = 12-36, 0-33 x 0-25 = 13-6, 0-33 x 0-26 = 13-39, 0-33 x 0-27 = 14-9, 0-33 x 0-28 = 14-42, 0-33 x 0-29 = 15-12, 0-33 x 0-30 = 15-45, 0-33 x 0-31 = 16-15, 0-33 x 0-32 = 16-48, 0-33 x 0-33 = 17-18, 0-33 x 0-34 = 17-51, 0-33 x 0-35 = 18-21, 0-33 x 0-36 = 18-54, 0-33 x 0-37 = 19-24, 0-33 x 0-38 = 19-57, 0-33 x 0-39 = 20-27, 0-33 x 0-40 = 20-60, 0-33 x 0-41 = 21-30, 0-33 x 0-42 = 22-0, 0-33 x 0-43 = 22-33, 0-33 x 0-44 = 23-3, 0-33 x 0-45 = 23-36, 0-33 x 0-46 = 24-6, 0-33 x 0-47 = 24-39, 0-33 x 0-48 = 25-9, 0-33 x 0-49 = 25-42, 0-33 x 0-50 = 26-12, 0-33 x 0-51 = 26-45, 0-33 x 0-52 = 27-15, 0-33 x 0-53 = 27-48, 0-33 x 0-54 = 28-18, 0-33 x 0-55 = 28-51, 0-33 x 0-56 = 29-21, 0-33 x 0-57 = 29-54, 0-33 x 0-58 = 30-24, 0-33 x 0-59 = 30-57, 0-33 x 0-60 = 31-27, 0-33 x 0-61 = 31-60, 0-33 x 0-62 = 32-30, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-5, 0-34 x 0-3 = 1-39, 0-34 x 0-4 = 2-10, 0-34 x 0-5 = 2-44, 0-34 x 0-6 = 3-15, 0-34 x 0-7 = 3-49, 0-34 x 0-8 = 4-20, 0-34 x 0-9 = 4-54, 0-34 x 0-10 = 5-25, 0-34 x 0-11 = 5-59, 0-34 x 0-12 = 6-30, 0-34 x 0-13 = 7-1, 0-34 x 0-14 = 7-35, 0-34 x 0-15 = 8-6, 0-34 x 0-16 = 8-40, 0-34 x 0-17 = 9-11, 0-34 x 0-18 = 9-45, 0-34 x 0-19 = 10-16, 0-34 x 0-20 = 10-50, 0-34 x 0-21 = 11-21, 0-34 x 0-22 = 11-55, 0-34 x 0-23 = 12-26, 0-34 x 0-24 = 12-60, 0-34 x 0-25 = 13-31, 0-34 x 0-26 = 14-2, 0-34 x 0-27 = 14-36, 0-34 x 0-28 = 15-7, 0-34 x 0-29 = 15-41, 0-34 x 0-30 = 16-12, 0-34 x 0-31 = 16-46, 0-34 x 0-32 = 17-17, 0-34 x 0-33 = 17-51, 0-34 x 0-34 = 18-22, 0-34 x 0-35 = 18-56, 0-34 x 0-36 = 19-27, 0-34 x 0-37 = 19-61, 0-34 x 0-38 = 20-32, 0-34 x 0-39 = 21-3, 0-34 x 0-40 = 21-37, 0-34 x 0-41 = 22-8, 0-34 x 0-42 = 22-42, 0-34 x 0-43 = 23-13, 0-34 x 0-44 = 23-47, 0-34 x 0-45 = 24-18, 0-34 x 0-46 = 24-52, 0-34 x 0-47 = 25-23, 0-34 x 0-48 = 25-57, 0-34 x 0-49 = 26-28, 0-34 x 0-50 = 26-62, 0-34 x 0-51 = 27-33, 0-34 x 0-52 = 28-4, 0-34 x 0-53 = 28-38, 0-34 x 0-54 = 29-9, 0-34 x 0-55 = 29-43, 0-34 x 0-56 = 30-14, 0-34 x 0-57 = 30-48, 0-34 x 0-58 = 31-19, 0-34 x 0-59 = 31-53, 0-34 x 0-60 = 32-24, 0-34 x 0-61 = 32-58, 0-34 x 0-62 = 33-29, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-7, 0-35 x 0-3 = 1-42, 0-35 x 0-4 = 2-14, 0-35 x 0-5 = 2-49, 0-35 x 0-6 = 3-21, 0-35 x 0-7 = 3-56, 0-35 x 0-8 = 4-28, 0-35 x 0-9 = 5-0, 0-35 x 0-10 = 5-35, 0-35 x 0-11 = 6-7, 0-35 x 0-12 = 6-42, 0-35 x 0-13 = 7-14, 0-35 x 0-14 = 7-49, 0-35 x 0-15 = 8-21, 0-35 x 0-16 = 8-56, 0-35 x 0-17 = 9-28, 0-35 x 0-18 = 10-0, 0-35 x 0-19 = 10-35, 0-35 x 0-20 = 11-7, 0-35 x 0-21 = 11-42, 0-35 x 0-22 = 12-14, 0-35 x 0-23 = 12-49, 0-35 x 0-24 = 13-21, 0-35 x 0-25 = 13-56, 0-35 x 0-26 = 14-28, 0-35 x 0-27 = 15-0, 0-35 x 0-28 = 15-35, 0-35 x 0-29 = 16-7, 0-35 x 0-30 = 16-42, 0-35 x 0-31 = 17-14, 0-35 x 0-32 = 17-49, 0-35 x 0-33 = 18-21, 0-35 x 0-34 = 18-56, 0-35 x 0-35 = 19-28, 0-35 x 0-36 = 20-0, 0-35 x 0-37 = 20-35, 0-35 x 0-38 = 21-7, 0-35 x 0-39 = 21-42, 0-35 x 0-40 = 22-14, 0-35 x 0-41 = 22-49, 0-35 x 0-42 = 23-21, 0-35 x 0-43 = 23-56, 0-35 x 0-44 = 24-28, 0-35 x 0-45 = 25-0, 0-35 x 0-46 = 25-35, 0-35 x 0-47 = 26-7, 0-35 x 0-48 = 26-42, 0-35 x 0-49 = 27-14, 0-35 x 0-50 = 27-49, 0-35 x 0-51 = 28-21, 0-35 x 0-52 = 28-56, 0-35 x 0-53 = 29-28, 0-35 x 0-54 = 30-0, 0-35 x 0-55 = 30-35, 0-35 x 0-56 = 31-7, 0-35 x 0-57 = 31-42, 0-35 x 0-58 = 32-14, 0-35 x 0-59 = 32-49, 0-35 x 0-60 = 33-21, 0-35 x 0-61 = 33-56, 0-35 x 0-62 = 34-28, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-9, 0-36 x 0-3 = 1-45, 0-36 x 0-4 = 2-18, 0-36 x 0-5 = 2-54, 0-36 x 0-6 = 3-27, 0-36 x 0-7 = 4-0, 0-36 x 0-8 = 4-36, 0-36 x 0-9 = 5-9, 0-36 x 0-10 = 5-45, 0-36 x 0-11 = 6-18, 0-36 x 0-12 = 6-54, 0-36 x 0-13 = 7-27, 0-36 x 0-14 = 8-0, 0-36 x 0-15 = 8-36, 0-36 x 0-16 = 9-9, 0-36 x 0-17 = 9-45, 0-36 x 0-18 = 10-18, 0-36 x 0-19 = 10-54, 0-36 x 0-20 = 11-27, 0-36 x 0-21 = 12-0, 0-36 x 0-22 = 12-36, 0-36 x 0-23 = 13-9, 0-36 x 0-24 = 13-45, 0-36 x 0-25 = 14-18, 0-36 x 0-26 = 14-54, 0-36 x 0-27 = 15-27, 0-36 x 0-28 = 16-0, 0-36 x 0-29 = 16-36, 0-36 x 0-30 = 17-9, 0-36 x 0-31 = 17-45, 0-36 x 0-32 = 18-18, 0-36 x 0-33 = 18-54, 0-36 x 0-34 = 19-27, 0-36 x 0-35 = 20-0, 0-36 x 0-36 = 20-36, 0-36 x 0-37 = 21-9, 0-36 x 0-38 = 21-45, 0-36 x 0-39 = 22-18, 0-36 x 0-40 = 22-54, 0-36 x 0-41 = 23-27, 0-36 x 0-42 = 24-0, 0-36 x 0-43 = 24-36, 0-36 x 0-44 = 25-9, 0-36 x 0-45 = 25-45, 0-36 x 0-46 = 26-18, 0-36 x 0-47 = 26-54, 0-36 x 0-48 = 27-27, 0-36 x 0-49 = 28-0, 0-36 x 0-50 = 28-36, 0-36 x 0-51 = 29-9, 0-36 x 0-52 = 29-45, 0-36 x 0-53 = 30-18, 0-36 x 0-54 = 30-54, 0-36 x 0-55 = 31-27, 0-36 x 0-56 = 32-0, 0-36 x 0-57 = 32-36, 0-36 x 0-58 = 33-9, 0-36 x 0-59 = 33-45, 0-36 x 0-60 = 34-18, 0-36 x 0-61 = 34-54, 0-36 x 0-62 = 35-27, 
