0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-13, 0-29 x 0-3 = 1-42, 0-29 x 0-4 = 2-26, 0-29 x 0-5 = 3-10, 0-29 x 0-6 = 3-39, 0-29 x 0-7 = 4-23, 0-29 x 0-8 = 5-7, 0-29 x 0-9 = 5-36, 0-29 x 0-10 = 6-20, 0-29 x 0-11 = 7-4, 0-29 x 0-12 = 7-33, 0-29 x 0-13 = 8-17, 0-29 x 0-14 = 9-1, 0-29 x 0-15 = 9-30, 0-29 x 0-16 = 10-14, 0-29 x 0-17 = 10-43, 0-29 x 0-18 = 11-27, 0-29 x 0-19 = 12-11, 0-29 x 0-20 = 12-40, 0-29 x 0-21 = 13-24, 0-29 x 0-22 = 14-8, 0-29 x 0-23 = 14-37, 0-29 x 0-24 = 15-21, 0-29 x 0-25 = 16-5, 0-29 x 0-26 = 16-34, 0-29 x 0-27 = 17-18, 0-29 x 0-28 = 18-2, 0-29 x 0-29 = 18-31, 0-29 x 0-30 = 19-15, 0-29 x 0-31 = 19-44, 0-29 x 0-32 = 20-28, 0-29 x 0-33 = 21-12, 0-29 x 0-34 = 21-41, 0-29 x 0-35 = 22-25, 0-29 x 0-36 = 23-9, 0-29 x 0-37 = 23-38, 0-29 x 0-38 = 24-22, 0-29 x 0-39 = 25-6, 0-29 x 0-40 = 25-35, 0-29 x 0-41 = 26-19, 0-29 x 0-42 = 27-3, 0-29 x 0-43 = 27-32, 0-29 x 0-44 = 28-16, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-15, 0-30 x 0-3 = 2-0, 0-30 x 0-4 = 2-30, 0-30 x 0-5 = 3-15, 0-30 x 0-6 = 4-0, 0-30 x 0-7 = 4-30, 0-30 x 0-8 = 5-15, 0-30 x 0-9 = 6-0, 0-30 x 0-10 = 6-30, 0-30 x 0-11 = 7-15, 0-30 x 0-12 = 8-0, 0-30 x 0-13 = 8-30, 0-30 x 0-14 = 9-15, 0-30 x 0-15 = 10-0, 0-30 x 0-16 = 10-30, 0-30 x 0-17 = 11-15, 0-30 x 0-18 = 12-0, 0-30 x 0-19 = 12-30, 0-30 x 0-20 = 13-15, 0-30 x 0-21 = 14-0, 0-30 x 0-22 = 14-30, 0-30 x 0-23 = 15-15, 0-30 x 0-24 = 16-0, 0-30 x 0-25 = 16-30, 0-30 x 0-26 = 17-15, 0-30 x 0-27 = 18-0, 0-30 x 0-28 = 18-30, 0-30 x 0-29 = 19-15, 0-30 x 0-30 = 20-0, 0-30 x 0-31 = 20-30, 0-30 x 0-32 = 21-15, 0-30 x 0-33 = 22-0, 0-30 x 0-34 = 22-30, 0-30 x 0-35 = 23-15, 0-30 x 0-36 = 24-0, 0-30 x 0-37 = 24-30, 0-30 x 0-38 = 25-15, 0-30 x 0-39 = 26-0, 0-30 x 0-40 = 26-30, 0-30 x 0-41 = 27-15, 0-30 x 0-42 = 28-0, 0-30 x 0-43 = 28-30, 0-30 x 0-44 = 29-15, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-17, 0-31 x 0-3 = 2-3, 0-31 x 0-4 = 2-34, 0-31 x 0-5 = 3-20, 0-31 x 0-6 = 4-6, 0-31 x 0-7 = 4-37, 0-31 x 0-8 = 5-23, 0-31 x 0-9 = 6-9, 0-31 x 0-10 = 6-40, 0-31 x 0-11 = 7-26, 0-31 x 0-12 = 8-12, 0-31 x 0-13 = 8-43, 0-31 x 0-14 = 9-29, 0-31 x 0-15 = 10-15, 0-31 x 0-16 = 11-1, 0-31 x 0-17 = 11-32, 0-31 x 0-18 = 12-18, 0-31 x 0-19 = 13-4, 0-31 x 0-20 = 13-35, 0-31 x 0-21 = 14-21, 0-31 x 0-22 = 15-7, 0-31 x 0-23 = 15-38, 0-31 x 0-24 = 16-24, 0-31 x 0-25 = 17-10, 0-31 x 0-26 = 17-41, 0-31 x 0-27 = 18-27, 0-31 x 0-28 = 19-13, 0-31 x 0-29 = 19-44, 0-31 x 0-30 = 20-30, 0-31 x 0-31 = 21-16, 0-31 x 0-32 = 22-2, 0-31 x 0-33 = 22-33, 0-31 x 0-34 = 23-19, 0-31 x 0-35 = 24-5, 0-31 x 0-36 = 24-36, 0-31 x 0-37 = 25-22, 0-31 x 0-38 = 26-8, 0-31 x 0-39 = 26-39, 0-31 x 0-40 = 27-25, 0-31 x 0-41 = 28-11, 0-31 x 0-42 = 28-42, 0-31 x 0-43 = 29-28, 0-31 x 0-44 = 30-14, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-19, 0-32 x 0-3 = 2-6, 0-32 x 0-4 = 2-38, 0-32 x 0-5 = 3-25, 0-32 x 0-6 = 4-12, 0-32 x 0-7 = 4-44, 0-32 x 0-8 = 5-31, 0-32 x 0-9 = 6-18, 0-32 x 0-10 = 7-5, 0-32 x 0-11 = 7-37, 0-32 x 0-12 = 8-24, 0-32 x 0-13 = 9-11, 0-32 x 0-14 = 9-43, 0-32 x 0-15 = 10-30, 0-32 x 0-16 = 11-17, 0-32 x 0-17 = 12-4, 0-32 x 0-18 = 12-36, 0-32 x 0-19 = 13-23, 0-32 x 0-20 = 14-10, 0-32 x 0-21 = 14-42, 0-32 x 0-22 = 15-29, 0-32 x 0-23 = 16-16, 0-32 x 0-24 = 17-3, 0-32 x 0-25 = 17-35, 0-32 x 0-26 = 18-22, 0-32 x 0-27 = 19-9, 0-32 x 0-28 = 19-41, 0-32 x 0-29 = 20-28, 0-32 x 0-30 = 21-15, 0-32 x 0-31 = 22-2, 0-32 x 0-32 = 22-34, 0-32 x 0-33 = 23-21, 0-32 x 0-34 = 24-8, 0-32 x 0-35 = 24-40, 0-32 x 0-36 = 25-27, 0-32 x 0-37 = 26-14, 0-32 x 0-38 = 27-1, 0-32 x 0-39 = 27-33, 0-32 x 0-40 = 28-20, 0-32 x 0-41 = 29-7, 0-32 x 0-42 = 29-39, 0-32 x 0-43 = 30-26, 0-32 x 0-44 = 31-13, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-21, 0-33 x 0-3 = 2-9, 0-33 x 0-4 = 2-42, 0-33 x 0-5 = 3-30, 0-33 x 0-6 = 4-18, 0-33 x 0-7 = 5-6, 0-33 x 0-8 = 5-39, 0-33 x 0-9 = 6-27, 0-33 x 0-10 = 7-15, 0-33 x 0-11 = 8-3, 0-33 x 0-12 = 8-36, 0-33 x 0-13 = 9-24, 0-33 x 0-14 = 10-12, 0-33 x 0-15 = 11-0, 0-33 x 0-16 = 11-33, 0-33 x 0-17 = 12-21, 0-33 x 0-18 = 13-9, 0-33 x 0-19 = 13-42, 0-33 x 0-20 = 14-30, 0-33 x 0-21 = 15-18, 0-33 x 0-22 = 16-6, 0-33 x 0-23 = 16-39, 0-33 x 0-24 = 17-27, 0-33 x 0-25 = 18-15, 0-33 x 0-26 = 19-3, 0-33 x 0-27 = 19-36, 0-33 x 0-28 = 20-24, 0-33 x 0-29 = 21-12, 0-33 x 0-30 = 22-0, 0-33 x 0-31 = 22-33, 0-33 x 0-32 = 23-21, 0-33 x 0-33 = 24-9, 0-33 x 0-34 = 24-42, 0-33 x 0-35 = 25-30, 0-33 x 0-36 = 26-18, 0-33 x 0-37 = 27-6, 0-33 x 0-38 = 27-39, 0-33 x 0-39 = 28-27, 0-33 x 0-40 = 29-15, 0-33 x 0-41 = 30-3, 0-33 x 0-42 = 30-36, 0-33 x 0-43 = 31-24, 0-33 x 0-44 = 32-12, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-23, 0-34 x 0-3 = 2-12, 0-34 x 0-4 = 3-1, 0-34 x 0-5 = 3-35, 0-34 x 0-6 = 4-24, 0-34 x 0-7 = 5-13, 0-34 x 0-8 = 6-2, 0-34 x 0-9 = 6-36, 0-34 x 0-10 = 7-25, 0-34 x 0-11 = 8-14, 0-34 x 0-12 = 9-3, 0-34 x 0-13 = 9-37, 0-34 x 0-14 = 10-26, 0-34 x 0-15 = 11-15, 0-34 x 0-16 = 12-4, 0-34 x 0-17 = 12-38, 0-34 x 0-18 = 13-27, 0-34 x 0-19 = 14-16, 0-34 x 0-20 = 15-5, 0-34 x 0-21 = 15-39, 0-34 x 0-22 = 16-28, 0-34 x 0-23 = 17-17, 0-34 x 0-24 = 18-6, 0-34 x 0-25 = 18-40, 0-34 x 0-26 = 19-29, 0-34 x 0-27 = 20-18, 0-34 x 0-28 = 21-7, 0-34 x 0-29 = 21-41, 0-34 x 0-30 = 22-30, 0-34 x 0-31 = 23-19, 0-34 x 0-32 = 24-8, 0-34 x 0-33 = 24-42, 0-34 x 0-34 = 25-31, 0-34 x 0-35 = 26-20, 0-34 x 0-36 = 27-9, 0-34 x 0-37 = 27-43, 0-34 x 0-38 = 28-32, 0-34 x 0-39 = 29-21, 0-34 x 0-40 = 30-10, 0-34 x 0-41 = 30-44, 0-34 x 0-42 = 31-33, 0-34 x 0-43 = 32-22, 0-34 x 0-44 = 33-11, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-25, 0-35 x 0-3 = 2-15, 0-35 x 0-4 = 3-5, 0-35 x 0-5 = 3-40, 0-35 x 0-6 = 4-30, 0-35 x 0-7 = 5-20, 0-35 x 0-8 = 6-10, 0-35 x 0-9 = 7-0, 0-35 x 0-10 = 7-35, 0-35 x 0-11 = 8-25, 0-35 x 0-12 = 9-15, 0-35 x 0-13 = 10-5, 0-35 x 0-14 = 10-40, 0-35 x 0-15 = 11-30, 0-35 x 0-16 = 12-20, 0-35 x 0-17 = 13-10, 0-35 x 0-18 = 14-0, 0-35 x 0-19 = 14-35, 0-35 x 0-20 = 15-25, 0-35 x 0-21 = 16-15, 0-35 x 0-22 = 17-5, 0-35 x 0-23 = 17-40, 0-35 x 0-24 = 18-30, 0-35 x 0-25 = 19-20, 0-35 x 0-26 = 20-10, 0-35 x 0-27 = 21-0, 0-35 x 0-28 = 21-35, 0-35 x 0-29 = 22-25, 0-35 x 0-30 = 23-15, 0-35 x 0-31 = 24-5, 0-35 x 0-32 = 24-40, 0-35 x 0-33 = 25-30, 0-35 x 0-34 = 26-20, 0-35 x 0-35 = 27-10, 0-35 x 0-36 = 28-0, 0-35 x 0-37 = 28-35, 0-35 x 0-38 = 29-25, 0-35 x 0-39 = 30-15, 0-35 x 0-40 = 31-5, 0-35 x 0-41 = 31-40, 0-35 x 0-42 = 32-30, 0-35 x 0-43 = 33-20, 0-35 x 0-44 = 34-10, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-27, 0-36 x 0-3 = 2-18, 0-36 x 0-4 = 3-9, 0-36 x 0-5 = 4-0, 0-36 x 0-6 = 4-36, 0-36 x 0-7 = 5-27, 0-36 x 0-8 = 6-18, 0-36 x 0-9 = 7-9, 0-36 x 0-10 = 8-0, 0-36 x 0-11 = 8-36, 0-36 x 0-12 = 9-27, 0-36 x 0-13 = 10-18, 0-36 x 0-14 = 11-9, 0-36 x 0-15 = 12-0, 0-36 x 0-16 = 12-36, 0-36 x 0-17 = 13-27, 0-36 x 0-18 = 14-18, 0-36 x 0-19 = 15-9, 0-36 x 0-20 = 16-0, 0-36 x 0-21 = 16-36, 0-36 x 0-22 = 17-27, 0-36 x 0-23 = 18-18, 0-36 x 0-24 = 19-9, 0-36 x 0-25 = 20-0, 0-36 x 0-26 = 20-36, 0-36 x 0-27 = 21-27, 0-36 x 0-28 = 22-18, 0-36 x 0-29 = 23-9, 0-36 x 0-30 = 24-0, 0-36 x 0-31 = 24-36, 0-36 x 0-32 = 25-27, 0-36 x 0-33 = 26-18, 0-36 x 0-34 = 27-9, 0-36 x 0-35 = 28-0, 0-36 x 0-36 = 28-36, 0-36 x 0-37 = 29-27, 0-36 x 0-38 = 30-18, 0-36 x 0-39 = 31-9, 0-36 x 0-40 = 32-0, 0-36 x 0-41 = 32-36, 0-36 x 0-42 = 33-27, 0-36 x 0-43 = 34-18, 0-36 x 0-44 = 35-9, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-29, 0-37 x 0-3 = 2-21, 0-37 x 0-4 = 3-13, 0-37 x 0-5 = 4-5, 0-37 x 0-6 = 4-42, 0-37 x 0-7 = 5-34, 0-37 x 0-8 = 6-26, 0-37 x 0-9 = 7-18, 0-37 x 0-10 = 8-10, 0-37 x 0-11 = 9-2, 0-37 x 0-12 = 9-39, 0-37 x 0-13 = 10-31, 0-37 x 0-14 = 11-23, 0-37 x 0-15 = 12-15, 0-37 x 0-16 = 13-7, 0-37 x 0-17 = 13-44, 0-37 x 0-18 = 14-36, 0-37 x 0-19 = 15-28, 0-37 x 0-20 = 16-20, 0-37 x 0-21 = 17-12, 0-37 x 0-22 = 18-4, 0-37 x 0-23 = 18-41, 0-37 x 0-24 = 19-33, 0-37 x 0-25 = 20-25, 0-37 x 0-26 = 21-17, 0-37 x 0-27 = 22-9, 0-37 x 0-28 = 23-1, 0-37 x 0-29 = 23-38, 0-37 x 0-30 = 24-30, 0-37 x 0-31 = 25-22, 0-37 x 0-32 = 26-14, 0-37 x 0-33 = 27-6, 0-37 x 0-34 = 27-43, 0-37 x 0-35 = 28-35, 0-37 x 0-36 = 29-27, 0-37 x 0-37 = 30-19, 0-37 x 0-38 = 31-11, 0-37 x 0-39 = 32-3, 0-37 x 0-40 = 32-40, 0-37 x 0-41 = 33-32, 0-37 x 0-42 = 34-24, 0-37 x 0-43 = 35-16, 0-37 x 0-44 = 36-8, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-31, 0-38 x 0-3 = 2-24, 0-38 x 0-4 = 3-17, 0-38 x 0-5 = 4-10, 0-38 x 0-6 = 5-3, 0-38 x 0-7 = 5-41, 0-38 x 0-8 = 6-34, 0-38 x 0-9 = 7-27, 0-38 x 0-10 = 8-20, 0-38 x 0-11 = 9-13, 0-38 x 0-12 = 10-6, 0-38 x 0-13 = 10-44, 0-38 x 0-14 = 11-37, 0-38 x 0-15 = 12-30, 0-38 x 0-16 = 13-23, 0-38 x 0-17 = 14-16, 0-38 x 0-18 = 15-9, 0-38 x 0-19 = 16-2, 0-38 x 0-20 = 16-40, 0-38 x 0-21 = 17-33, 0-38 x 0-22 = 18-26, 0-38 x 0-23 = 19-19, 0-38 x 0-24 = 20-12, 0-38 x 0-25 = 21-5, 0-38 x 0-26 = 21-43, 0-38 x 0-27 = 22-36, 0-38 x 0-28 = 23-29, 0-38 x 0-29 = 24-22, 0-38 x 0-30 = 25-15, 0-38 x 0-31 = 26-8, 0-38 x 0-32 = 27-1, 0-38 x 0-33 = 27-39, 0-38 x 0-34 = 28-32, 0-38 x 0-35 = 29-25, 0-38 x 0-36 = 30-18, 0-38 x 0-37 = 31-11, 0-38 x 0-38 = 32-4, 0-38 x 0-39 = 32-42, 0-38 x 0-40 = 33-35, 0-38 x 0-41 = 34-28, 0-38 x 0-42 = 35-21, 0-38 x 0-43 = 36-14, 0-38 x 0-44 = 37-7, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-33, 0-39 x 0-3 = 2-27, 0-39 x 0-4 = 3-21, 0-39 x 0-5 = 4-15, 0-39 x 0-6 = 5-9, 0-39 x 0-7 = 6-3, 0-39 x 0-8 = 6-42, 0-39 x 0-9 = 7-36, 0-39 x 0-10 = 8-30, 0-39 x 0-11 = 9-24, 0-39 x 0-12 = 10-18, 0-39 x 0-13 = 11-12, 0-39 x 0-14 = 12-6, 0-39 x 0-15 = 13-0, 0-39 x 0-16 = 13-39, 0-39 x 0-17 = 14-33, 0-39 x 0-18 = 15-27, 0-39 x 0-19 = 16-21, 0-39 x 0-20 = 17-15, 0-39 x 0-21 = 18-9, 0-39 x 0-22 = 19-3, 0-39 x 0-23 = 19-42, 0-39 x 0-24 = 20-36, 0-39 x 0-25 = 21-30, 0-39 x 0-26 = 22-24, 0-39 x 0-27 = 23-18, 0-39 x 0-28 = 24-12, 0-39 x 0-29 = 25-6, 0-39 x 0-30 = 26-0, 0-39 x 0-31 = 26-39, 0-39 x 0-32 = 27-33, 0-39 x 0-33 = 28-27, 0-39 x 0-34 = 29-21, 0-39 x 0-35 = 30-15, 0-39 x 0-36 = 31-9, 0-39 x 0-37 = 32-3, 0-39 x 0-38 = 32-42, 0-39 x 0-39 = 33-36, 0-39 x 0-40 = 34-30, 0-39 x 0-41 = 35-24, 0-39 x 0-42 = 36-18, 0-39 x 0-43 = 37-12, 0-39 x 0-44 = 38-6, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-35, 0-40 x 0-3 = 2-30, 0-40 x 0-4 = 3-25, 0-40 x 0-5 = 4-20, 0-40 x 0-6 = 5-15, 0-40 x 0-7 = 6-10, 0-40 x 0-8 = 7-5, 0-40 x 0-9 = 8-0, 0-40 x 0-10 = 8-40, 0-40 x 0-11 = 9-35, 0-40 x 0-12 = 10-30, 0-40 x 0-13 = 11-25, 0-40 x 0-14 = 12-20, 0-40 x 0-15 = 13-15, 0-40 x 0-16 = 14-10, 0-40 x 0-17 = 15-5, 0-40 x 0-18 = 16-0, 0-40 x 0-19 = 16-40, 0-40 x 0-20 = 17-35, 0-40 x 0-21 = 18-30, 0-40 x 0-22 = 19-25, 0-40 x 0-23 = 20-20, 0-40 x 0-24 = 21-15, 0-40 x 0-25 = 22-10, 0-40 x 0-26 = 23-5, 0-40 x 0-27 = 24-0, 0-40 x 0-28 = 24-40, 0-40 x 0-29 = 25-35, 0-40 x 0-30 = 26-30, 0-40 x 0-31 = 27-25, 0-40 x 0-32 = 28-20, 0-40 x 0-33 = 29-15, 0-40 x 0-34 = 30-10, 0-40 x 0-35 = 31-5, 0-40 x 0-36 = 32-0, 0-40 x 0-37 = 32-40, 0-40 x 0-38 = 33-35, 0-40 x 0-39 = 34-30, 0-40 x 0-40 = 35-25, 0-40 x 0-41 = 36-20, 0-40 x 0-42 = 37-15, 0-40 x 0-43 = 38-10, 0-40 x 0-44 = 39-5, 
0-41 x 0-1 = 0-41, 0-41 x 0-2 = 1-37, 0-41 x 0-3 = 2-33, 0-41 x 0-4 = 3-29, 0-41 x 0-5 = 4-25, 0-41 x 0-6 = 5-21, 0-41 x 0-7 = 6-17, 0-41 x 0-8 = 7-13, 0-41 x 0-9 = 8-9, 0-41 x 0-10 = 9-5, 0-41 x 0-11 = 10-1, 0-41 x 0-12 = 10-42, 0-41 x 0-13 = 11-38, 0-41 x 0-14 = 12-34, 0-41 x 0-15 = 13-30, 0-41 x 0-16 = 14-26, 0-41 x 0-17 = 15-22, 0-41 x 0-18 = 16-18, 0-41 x 0-19 = 17-14, 0-41 x 0-20 = 18-10, 0-41 x 0-21 = 19-6, 0-41 x 0-22 = 20-2, 0-41 x 0-23 = 20-43, 0-41 x 0-24 = 21-39, 0-41 x 0-25 = 22-35, 0-41 x 0-26 = 23-31, 0-41 x 0-27 = 24-27, 0-41 x 0-28 = 25-23, 0-41 x 0-29 = 26-19, 0-41 x 0-30 = 27-15, 0-41 x 0-31 = 28-11, 0-41 x 0-32 = 29-7, 0-41 x 0-33 = 30-3, 0-41 x 0-34 = 30-44, 0-41 x 0-35 = 31-40, 0-41 x 0-36 = 32-36, 0-41 x 0-37 = 33-32, 0-41 x 0-38 = 34-28, 0-41 x 0-39 = 35-24, 0-41 x 0-40 = 36-20, 0-41 x 0-41 = 37-16, 0-41 x 0-42 = 38-12, 0-41 x 0-43 = 39-8, 0-41 x 0-44 = 40-4, 
0-42 x 0-1 = 0-42, 0-42 x 0-2 = 1-39, 0-42 x 0-3 = 2-36, 0-42 x 0-4 = 3-33, 0-42 x 0-5 = 4-30, 0-42 x 0-6 = 5-27, 0-42 x 0-7 = 6-24, 0-42 x 0-8 = 7-21, 0-42 x 0-9 = 8-18, 0-42 x 0-10 = 9-15, 0-42 x 0-11 = 10-12, 0-42 x 0-12 = 11-9, 0-42 x 0-13 = 12-6, 0-42 x 0-14 = 13-3, 0-42 x 0-15 = 14-0, 0-42 x 0-16 = 14-42, 0-42 x 0-17 = 15-39, 0-42 x 0-18 = 16-36, 0-42 x 0-19 = 17-33, 0-42 x 0-20 = 18-30, 0-42 x 0-21 = 19-27, 0-42 x 0-22 = 20-24, 0-42 x 0-23 = 21-21, 0-42 x 0-24 = 22-18, 0-42 x 0-25 = 23-15, 0-42 x 0-26 = 24-12, 0-42 x 0-27 = 25-9, 0-42 x 0-28 = 26-6, 0-42 x 0-29 = 27-3, 0-42 x 0-30 = 28-0, 0-42 x 0-31 = 28-42, 0-42 x 0-32 = 29-39, 0-42 x 0-33 = 30-36, 0-42 x 0-34 = 31-33, 0-42 x 0-35 = 32-30, 0-42 x 0-36 = 33-27, 0-42 x 0-37 = 34-24, 0-42 x 0-38 = 35-21, 0-42 x 0-39 = 36-18, 0-42 x 0-40 = 37-15, 0-42 x 0-41 = 38-12, 0-42 x 0-42 = 39-9, 0-42 x 0-43 = 40-6, 0-42 x 0-44 = 41-3, 
0-43 x 0-1 = 0-43, 0-43 x 0-2 = 1-41, 0-43 x 0-3 = 2-39, 0-43 x 0-4 = 3-37, 0-43 x 0-5 = 4-35, 0-43 x 0-6 = 5-33, 0-43 x 0-7 = 6-31, 0-43 x 0-8 = 7-29, 0-43 x 0-9 = 8-27, 0-43 x 0-10 = 9-25, 0-43 x 0-11 = 10-23, 0-43 x 0-12 = 11-21, 0-43 x 0-13 = 12-19, 0-43 x 0-14 = 13-17, 0-43 x 0-15 = 14-15, 0-43 x 0-16 = 15-13, 0-43 x 0-17 = 16-11, 0-43 x 0-18 = 17-9, 0-43 x 0-19 = 18-7, 0-43 x 0-20 = 19-5, 0-43 x 0-21 = 20-3, 0-43 x 0-22 = 21-1, 0-43 x 0-23 = 21-44, 0-43 x 0-24 = 22-42, 0-43 x 0-25 = 23-40, 0-43 x 0-26 = 24-38, 0-43 x 0-27 = 25-36, 0-43 x 0-28 = 26-34, 0-43 x 0-29 = 27-32, 0-43 x 0-30 = 28-30, 0-43 x 0-31 = 29-28, 0-43 x 0-32 = 30-26, 0-43 x 0-33 = 31-24, 0-43 x 0-34 = 32-22, 0-43 x 0-35 = 33-20, 0-43 x 0-36 = 34-18, 0-43 x 0-37 = 35-16, 0-43 x 0-38 = 36-14, 0-43 x 0-39 = 37-12, 0-43 x 0-40 = 38-10, 0-43 x 0-41 = 39-8, 0-43 x 0-42 = 40-6, 0-43 x 0-43 = 41-4, 0-43 x 0-44 = 42-2, 
0-44 x 0-1 = 0-44, 0-44 x 0-2 = 1-43, 0-44 x 0-3 = 2-42, 0-44 x 0-4 = 3-41, 0-44 x 0-5 = 4-40, 0-44 x 0-6 = 5-39, 0-44 x 0-7 = 6-38, 0-44 x 0-8 = 7-37, 0-44 x 0-9 = 8-36, 0-44 x 0-10 = 9-35, 0-44 x 0-11 = 10-34, 0-44 x 0-12 = 11-33, 0-44 x 0-13 = 12-32, 0-44 x 0-14 = 13-31, 0-44 x 0-15 = 14-30, 0-44 x 0-16 = 15-29, 0-44 x 0-17 = 16-28, 0-44 x 0-18 = 17-27, 0-44 x 0-19 = 18-26, 0-44 x 0-20 = 19-25, 0-44 x 0-21 = 20-24, 0-44 x 0-22 = 21-23, 0-44 x 0-23 = 22-22, 0-44 x 0-24 = 23-21, 0-44 x 0-25 = 24-20, 0-44 x 0-26 = 25-19, 0-44 x 0-27 = 26-18, 0-44 x 0-28 = 27-17, 0-44 x 0-29 = 28-16, 0-44 x 0-30 = 29-15, 0-44 x 0-31 = 30-14, 0-44 x 0-32 = 31-13, 0-44 x 0-33 = 32-12, 0-44 x 0-34 = 33-11, 0-44 x 0-35 = 34-10, 0-44 x 0-36 = 35-9, 0-44 x 0-37 = 36-8, 0-44 x 0-38 = 37-7, 0-44 x 0-39 = 38-6, 0-44 x 0-40 = 39-5, 0-44 x 0-41 = 40-4, 0-44 x 0-42 = 41-3, 0-44 x 0-43 = 42-2, 0-44 x 0-44 = 43-1, 
