0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-2, 0-27 x 0-3 = 1-29, 0-27 x 0-4 = 2-4, 0-27 x 0-5 = 2-31, 0-27 x 0-6 = 3-6, 0-27 x 0-7 = 3-33, 0-27 x 0-8 = 4-8, 0-27 x 0-9 = 4-35, 0-27 x 0-10 = 5-10, 0-27 x 0-11 = 5-37, 0-27 x 0-12 = 6-12, 0-27 x 0-13 = 6-39, 0-27 x 0-14 = 7-14, 0-27 x 0-15 = 7-41, 0-27 x 0-16 = 8-16, 0-27 x 0-17 = 8-43, 0-27 x 0-18 = 9-18, 0-27 x 0-19 = 9-45, 0-27 x 0-20 = 10-20, 0-27 x 0-21 = 10-47, 0-27 x 0-22 = 11-22, 0-27 x 0-23 = 11-49, 0-27 x 0-24 = 12-24, 0-27 x 0-25 = 12-51, 0-27 x 0-26 = 13-26, 0-27 x 0-27 = 14-1, 0-27 x 0-28 = 14-28, 0-27 x 0-29 = 15-3, 0-27 x 0-30 = 15-30, 0-27 x 0-31 = 16-5, 0-27 x 0-32 = 16-32, 0-27 x 0-33 = 17-7, 0-27 x 0-34 = 17-34, 0-27 x 0-35 = 18-9, 0-27 x 0-36 = 18-36, 0-27 x 0-37 = 19-11, 0-27 x 0-38 = 19-38, 0-27 x 0-39 = 20-13, 0-27 x 0-40 = 20-40, 0-27 x 0-41 = 21-15, 0-27 x 0-42 = 21-42, 0-27 x 0-43 = 22-17, 0-27 x 0-44 = 22-44, 0-27 x 0-45 = 23-19, 0-27 x 0-46 = 23-46, 0-27 x 0-47 = 24-21, 0-27 x 0-48 = 24-48, 0-27 x 0-49 = 25-23, 0-27 x 0-50 = 25-50, 0-27 x 0-51 = 26-25, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-4, 0-28 x 0-3 = 1-32, 0-28 x 0-4 = 2-8, 0-28 x 0-5 = 2-36, 0-28 x 0-6 = 3-12, 0-28 x 0-7 = 3-40, 0-28 x 0-8 = 4-16, 0-28 x 0-9 = 4-44, 0-28 x 0-10 = 5-20, 0-28 x 0-11 = 5-48, 0-28 x 0-12 = 6-24, 0-28 x 0-13 = 7-0, 0-28 x 0-14 = 7-28, 0-28 x 0-15 = 8-4, 0-28 x 0-16 = 8-32, 0-28 x 0-17 = 9-8, 0-28 x 0-18 = 9-36, 0-28 x 0-19 = 10-12, 0-28 x 0-20 = 10-40, 0-28 x 0-21 = 11-16, 0-28 x 0-22 = 11-44, 0-28 x 0-23 = 12-20, 0-28 x 0-24 = 12-48, 0-28 x 0-25 = 13-24, 0-28 x 0-26 = 14-0, 0-28 x 0-27 = 14-28, 0-28 x 0-28 = 15-4, 0-28 x 0-29 = 15-32, 0-28 x 0-30 = 16-8, 0-28 x 0-31 = 16-36, 0-28 x 0-32 = 17-12, 0-28 x 0-33 = 17-40, 0-28 x 0-34 = 18-16, 0-28 x 0-35 = 18-44, 0-28 x 0-36 = 19-20, 0-28 x 0-37 = 19-48, 0-28 x 0-38 = 20-24, 0-28 x 0-39 = 21-0, 0-28 x 0-40 = 21-28, 0-28 x 0-41 = 22-4, 0-28 x 0-42 = 22-32, 0-28 x 0-43 = 23-8, 0-28 x 0-44 = 23-36, 0-28 x 0-45 = 24-12, 0-28 x 0-46 = 24-40, 0-28 x 0-47 = 25-16, 0-28 x 0-48 = 25-44, 0-28 x 0-49 = 26-20, 0-28 x 0-50 = 26-48, 0-28 x 0-51 = 27-24, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-6, 0-29 x 0-3 = 1-35, 0-29 x 0-4 = 2-12, 0-29 x 0-5 = 2-41, 0-29 x 0-6 = 3-18, 0-29 x 0-7 = 3-47, 0-29 x 0-8 = 4-24, 0-29 x 0-9 = 5-1, 0-29 x 0-10 = 5-30, 0-29 x 0-11 = 6-7, 0-29 x 0-12 = 6-36, 0-29 x 0-13 = 7-13, 0-29 x 0-14 = 7-42, 0-29 x 0-15 = 8-19, 0-29 x 0-16 = 8-48, 0-29 x 0-17 = 9-25, 0-29 x 0-18 = 10-2, 0-29 x 0-19 = 10-31, 0-29 x 0-20 = 11-8, 0-29 x 0-21 = 11-37, 0-29 x 0-22 = 12-14, 0-29 x 0-23 = 12-43, 0-29 x 0-24 = 13-20, 0-29 x 0-25 = 13-49, 0-29 x 0-26 = 14-26, 0-29 x 0-27 = 15-3, 0-29 x 0-28 = 15-32, 0-29 x 0-29 = 16-9, 0-29 x 0-30 = 16-38, 0-29 x 0-31 = 17-15, 0-29 x 0-32 = 17-44, 0-29 x 0-33 = 18-21, 0-29 x 0-34 = 18-50, 0-29 x 0-35 = 19-27, 0-29 x 0-36 = 20-4, 0-29 x 0-37 = 20-33, 0-29 x 0-38 = 21-10, 0-29 x 0-39 = 21-39, 0-29 x 0-40 = 22-16, 0-29 x 0-41 = 22-45, 0-29 x 0-42 = 23-22, 0-29 x 0-43 = 23-51, 0-29 x 0-44 = 24-28, 0-29 x 0-45 = 25-5, 0-29 x 0-46 = 25-34, 0-29 x 0-47 = 26-11, 0-29 x 0-48 = 26-40, 0-29 x 0-49 = 27-17, 0-29 x 0-50 = 27-46, 0-29 x 0-51 = 28-23, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-8, 0-30 x 0-3 = 1-38, 0-30 x 0-4 = 2-16, 0-30 x 0-5 = 2-46, 0-30 x 0-6 = 3-24, 0-30 x 0-7 = 4-2, 0-30 x 0-8 = 4-32, 0-30 x 0-9 = 5-10, 0-30 x 0-10 = 5-40, 0-30 x 0-11 = 6-18, 0-30 x 0-12 = 6-48, 0-30 x 0-13 = 7-26, 0-30 x 0-14 = 8-4, 0-30 x 0-15 = 8-34, 0-30 x 0-16 = 9-12, 0-30 x 0-17 = 9-42, 0-30 x 0-18 = 10-20, 0-30 x 0-19 = 10-50, 0-30 x 0-20 = 11-28, 0-30 x 0-21 = 12-6, 0-30 x 0-22 = 12-36, 0-30 x 0-23 = 13-14, 0-30 x 0-24 = 13-44, 0-30 x 0-25 = 14-22, 0-30 x 0-26 = 15-0, 0-30 x 0-27 = 15-30, 0-30 x 0-28 = 16-8, 0-30 x 0-29 = 16-38, 0-30 x 0-30 = 17-16, 0-30 x 0-31 = 17-46, 0-30 x 0-32 = 18-24, 0-30 x 0-33 = 19-2, 0-30 x 0-34 = 19-32, 0-30 x 0-35 = 20-10, 0-30 x 0-36 = 20-40, 0-30 x 0-37 = 21-18, 0-30 x 0-38 = 21-48, 0-30 x 0-39 = 22-26, 0-30 x 0-40 = 23-4, 0-30 x 0-41 = 23-34, 0-30 x 0-42 = 24-12, 0-30 x 0-43 = 24-42, 0-30 x 0-44 = 25-20, 0-30 x 0-45 = 25-50, 0-30 x 0-46 = 26-28, 0-30 x 0-47 = 27-6, 0-30 x 0-48 = 27-36, 0-30 x 0-49 = 28-14, 0-30 x 0-50 = 28-44, 0-30 x 0-51 = 29-22, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-10, 0-31 x 0-3 = 1-41, 0-31 x 0-4 = 2-20, 0-31 x 0-5 = 2-51, 0-31 x 0-6 = 3-30, 0-31 x 0-7 = 4-9, 0-31 x 0-8 = 4-40, 0-31 x 0-9 = 5-19, 0-31 x 0-10 = 5-50, 0-31 x 0-11 = 6-29, 0-31 x 0-12 = 7-8, 0-31 x 0-13 = 7-39, 0-31 x 0-14 = 8-18, 0-31 x 0-15 = 8-49, 0-31 x 0-16 = 9-28, 0-31 x 0-17 = 10-7, 0-31 x 0-18 = 10-38, 0-31 x 0-19 = 11-17, 0-31 x 0-20 = 11-48, 0-31 x 0-21 = 12-27, 0-31 x 0-22 = 13-6, 0-31 x 0-23 = 13-37, 0-31 x 0-24 = 14-16, 0-31 x 0-25 = 14-47, 0-31 x 0-26 = 15-26, 0-31 x 0-27 = 16-5, 0-31 x 0-28 = 16-36, 0-31 x 0-29 = 17-15, 0-31 x 0-30 = 17-46, 0-31 x 0-31 = 18-25, 0-31 x 0-32 = 19-4, 0-31 x 0-33 = 19-35, 0-31 x 0-34 = 20-14, 0-31 x 0-35 = 20-45, 0-31 x 0-36 = 21-24, 0-31 x 0-37 = 22-3, 0-31 x 0-38 = 22-34, 0-31 x 0-39 = 23-13, 0-31 x 0-40 = 23-44, 0-31 x 0-41 = 24-23, 0-31 x 0-42 = 25-2, 0-31 x 0-43 = 25-33, 0-31 x 0-44 = 26-12, 0-31 x 0-45 = 26-43, 0-31 x 0-46 = 27-22, 0-31 x 0-47 = 28-1, 0-31 x 0-48 = 28-32, 0-31 x 0-49 = 29-11, 0-31 x 0-50 = 29-42, 0-31 x 0-51 = 30-21, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-12, 0-32 x 0-3 = 1-44, 0-32 x 0-4 = 2-24, 0-32 x 0-5 = 3-4, 0-32 x 0-6 = 3-36, 0-32 x 0-7 = 4-16, 0-32 x 0-8 = 4-48, 0-32 x 0-9 = 5-28, 0-32 x 0-10 = 6-8, 0-32 x 0-11 = 6-40, 0-32 x 0-12 = 7-20, 0-32 x 0-13 = 8-0, 0-32 x 0-14 = 8-32, 0-32 x 0-15 = 9-12, 0-32 x 0-16 = 9-44, 0-32 x 0-17 = 10-24, 0-32 x 0-18 = 11-4, 0-32 x 0-19 = 11-36, 0-32 x 0-20 = 12-16, 0-32 x 0-21 = 12-48, 0-32 x 0-22 = 13-28, 0-32 x 0-23 = 14-8, 0-32 x 0-24 = 14-40, 0-32 x 0-25 = 15-20, 0-32 x 0-26 = 16-0, 0-32 x 0-27 = 16-32, 0-32 x 0-28 = 17-12, 0-32 x 0-29 = 17-44, 0-32 x 0-30 = 18-24, 0-32 x 0-31 = 19-4, 0-32 x 0-32 = 19-36, 0-32 x 0-33 = 20-16, 0-32 x 0-34 = 20-48, 0-32 x 0-35 = 21-28, 0-32 x 0-36 = 22-8, 0-32 x 0-37 = 22-40, 0-32 x 0-38 = 23-20, 0-32 x 0-39 = 24-0, 0-32 x 0-40 = 24-32, 0-32 x 0-41 = 25-12, 0-32 x 0-42 = 25-44, 0-32 x 0-43 = 26-24, 0-32 x 0-44 = 27-4, 0-32 x 0-45 = 27-36, 0-32 x 0-46 = 28-16, 0-32 x 0-47 = 28-48, 0-32 x 0-48 = 29-28, 0-32 x 0-49 = 30-8, 0-32 x 0-50 = 30-40, 0-32 x 0-51 = 31-20, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-14, 0-33 x 0-3 = 1-47, 0-33 x 0-4 = 2-28, 0-33 x 0-5 = 3-9, 0-33 x 0-6 = 3-42, 0-33 x 0-7 = 4-23, 0-33 x 0-8 = 5-4, 0-33 x 0-9 = 5-37, 0-33 x 0-10 = 6-18, 0-33 x 0-11 = 6-51, 0-33 x 0-12 = 7-32, 0-33 x 0-13 = 8-13, 0-33 x 0-14 = 8-46, 0-33 x 0-15 = 9-27, 0-33 x 0-16 = 10-8, 0-33 x 0-17 = 10-41, 0-33 x 0-18 = 11-22, 0-33 x 0-19 = 12-3, 0-33 x 0-20 = 12-36, 0-33 x 0-21 = 13-17, 0-33 x 0-22 = 13-50, 0-33 x 0-23 = 14-31, 0-33 x 0-24 = 15-12, 0-33 x 0-25 = 15-45, 0-33 x 0-26 = 16-26, 0-33 x 0-27 = 17-7, 0-33 x 0-28 = 17-40, 0-33 x 0-29 = 18-21, 0-33 x 0-30 = 19-2, 0-33 x 0-31 = 19-35, 0-33 x 0-32 = 20-16, 0-33 x 0-33 = 20-49, 0-33 x 0-34 = 21-30, 0-33 x 0-35 = 22-11, 0-33 x 0-36 = 22-44, 0-33 x 0-37 = 23-25, 0-33 x 0-38 = 24-6, 0-33 x 0-39 = 24-39, 0-33 x 0-40 = 25-20, 0-33 x 0-41 = 26-1, 0-33 x 0-42 = 26-34, 0-33 x 0-43 = 27-15, 0-33 x 0-44 = 27-48, 0-33 x 0-45 = 28-29, 0-33 x 0-46 = 29-10, 0-33 x 0-47 = 29-43, 0-33 x 0-48 = 30-24, 0-33 x 0-49 = 31-5, 0-33 x 0-50 = 31-38, 0-33 x 0-51 = 32-19, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-16, 0-34 x 0-3 = 1-50, 0-34 x 0-4 = 2-32, 0-34 x 0-5 = 3-14, 0-34 x 0-6 = 3-48, 0-34 x 0-7 = 4-30, 0-34 x 0-8 = 5-12, 0-34 x 0-9 = 5-46, 0-34 x 0-10 = 6-28, 0-34 x 0-11 = 7-10, 0-34 x 0-12 = 7-44, 0-34 x 0-13 = 8-26, 0-34 x 0-14 = 9-8, 0-34 x 0-15 = 9-42, 0-34 x 0-16 = 10-24, 0-34 x 0-17 = 11-6, 0-34 x 0-18 = 11-40, 0-34 x 0-19 = 12-22, 0-34 x 0-20 = 13-4, 0-34 x 0-21 = 13-38, 0-34 x 0-22 = 14-20, 0-34 x 0-23 = 15-2, 0-34 x 0-24 = 15-36, 0-34 x 0-25 = 16-18, 0-34 x 0-26 = 17-0, 0-34 x 0-27 = 17-34, 0-34 x 0-28 = 18-16, 0-34 x 0-29 = 18-50, 0-34 x 0-30 = 19-32, 0-34 x 0-31 = 20-14, 0-34 x 0-32 = 20-48, 0-34 x 0-33 = 21-30, 0-34 x 0-34 = 22-12, 0-34 x 0-35 = 22-46, 0-34 x 0-36 = 23-28, 0-34 x 0-37 = 24-10, 0-34 x 0-38 = 24-44, 0-34 x 0-39 = 25-26, 0-34 x 0-40 = 26-8, 0-34 x 0-41 = 26-42, 0-34 x 0-42 = 27-24, 0-34 x 0-43 = 28-6, 0-34 x 0-44 = 28-40, 0-34 x 0-45 = 29-22, 0-34 x 0-46 = 30-4, 0-34 x 0-47 = 30-38, 0-34 x 0-48 = 31-20, 0-34 x 0-49 = 32-2, 0-34 x 0-50 = 32-36, 0-34 x 0-51 = 33-18, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-18, 0-35 x 0-3 = 2-1, 0-35 x 0-4 = 2-36, 0-35 x 0-5 = 3-19, 0-35 x 0-6 = 4-2, 0-35 x 0-7 = 4-37, 0-35 x 0-8 = 5-20, 0-35 x 0-9 = 6-3, 0-35 x 0-10 = 6-38, 0-35 x 0-11 = 7-21, 0-35 x 0-12 = 8-4, 0-35 x 0-13 = 8-39, 0-35 x 0-14 = 9-22, 0-35 x 0-15 = 10-5, 0-35 x 0-16 = 10-40, 0-35 x 0-17 = 11-23, 0-35 x 0-18 = 12-6, 0-35 x 0-19 = 12-41, 0-35 x 0-20 = 13-24, 0-35 x 0-21 = 14-7, 0-35 x 0-22 = 14-42, 0-35 x 0-23 = 15-25, 0-35 x 0-24 = 16-8, 0-35 x 0-25 = 16-43, 0-35 x 0-26 = 17-26, 0-35 x 0-27 = 18-9, 0-35 x 0-28 = 18-44, 0-35 x 0-29 = 19-27, 0-35 x 0-30 = 20-10, 0-35 x 0-31 = 20-45, 0-35 x 0-32 = 21-28, 0-35 x 0-33 = 22-11, 0-35 x 0-34 = 22-46, 0-35 x 0-35 = 23-29, 0-35 x 0-36 = 24-12, 0-35 x 0-37 = 24-47, 0-35 x 0-38 = 25-30, 0-35 x 0-39 = 26-13, 0-35 x 0-40 = 26-48, 0-35 x 0-41 = 27-31, 0-35 x 0-42 = 28-14, 0-35 x 0-43 = 28-49, 0-35 x 0-44 = 29-32, 0-35 x 0-45 = 30-15, 0-35 x 0-46 = 30-50, 0-35 x 0-47 = 31-33, 0-35 x 0-48 = 32-16, 0-35 x 0-49 = 32-51, 0-35 x 0-50 = 33-34, 0-35 x 0-51 = 34-17, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-20, 0-36 x 0-3 = 2-4, 0-36 x 0-4 = 2-40, 0-36 x 0-5 = 3-24, 0-36 x 0-6 = 4-8, 0-36 x 0-7 = 4-44, 0-36 x 0-8 = 5-28, 0-36 x 0-9 = 6-12, 0-36 x 0-10 = 6-48, 0-36 x 0-11 = 7-32, 0-36 x 0-12 = 8-16, 0-36 x 0-13 = 9-0, 0-36 x 0-14 = 9-36, 0-36 x 0-15 = 10-20, 0-36 x 0-16 = 11-4, 0-36 x 0-17 = 11-40, 0-36 x 0-18 = 12-24, 0-36 x 0-19 = 13-8, 0-36 x 0-20 = 13-44, 0-36 x 0-21 = 14-28, 0-36 x 0-22 = 15-12, 0-36 x 0-23 = 15-48, 0-36 x 0-24 = 16-32, 0-36 x 0-25 = 17-16, 0-36 x 0-26 = 18-0, 0-36 x 0-27 = 18-36, 0-36 x 0-28 = 19-20, 0-36 x 0-29 = 20-4, 0-36 x 0-30 = 20-40, 0-36 x 0-31 = 21-24, 0-36 x 0-32 = 22-8, 0-36 x 0-33 = 22-44, 0-36 x 0-34 = 23-28, 0-36 x 0-35 = 24-12, 0-36 x 0-36 = 24-48, 0-36 x 0-37 = 25-32, 0-36 x 0-38 = 26-16, 0-36 x 0-39 = 27-0, 0-36 x 0-40 = 27-36, 0-36 x 0-41 = 28-20, 0-36 x 0-42 = 29-4, 0-36 x 0-43 = 29-40, 0-36 x 0-44 = 30-24, 0-36 x 0-45 = 31-8, 0-36 x 0-46 = 31-44, 0-36 x 0-47 = 32-28, 0-36 x 0-48 = 33-12, 0-36 x 0-49 = 33-48, 0-36 x 0-50 = 34-32, 0-36 x 0-51 = 35-16, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-22, 0-37 x 0-3 = 2-7, 0-37 x 0-4 = 2-44, 0-37 x 0-5 = 3-29, 0-37 x 0-6 = 4-14, 0-37 x 0-7 = 4-51, 0-37 x 0-8 = 5-36, 0-37 x 0-9 = 6-21, 0-37 x 0-10 = 7-6, 0-37 x 0-11 = 7-43, 0-37 x 0-12 = 8-28, 0-37 x 0-13 = 9-13, 0-37 x 0-14 = 9-50, 0-37 x 0-15 = 10-35, 0-37 x 0-16 = 11-20, 0-37 x 0-17 = 12-5, 0-37 x 0-18 = 12-42, 0-37 x 0-19 = 13-27, 0-37 x 0-20 = 14-12, 0-37 x 0-21 = 14-49, 0-37 x 0-22 = 15-34, 0-37 x 0-23 = 16-19, 0-37 x 0-24 = 17-4, 0-37 x 0-25 = 17-41, 0-37 x 0-26 = 18-26, 0-37 x 0-27 = 19-11, 0-37 x 0-28 = 19-48, 0-37 x 0-29 = 20-33, 0-37 x 0-30 = 21-18, 0-37 x 0-31 = 22-3, 0-37 x 0-32 = 22-40, 0-37 x 0-33 = 23-25, 0-37 x 0-34 = 24-10, 0-37 x 0-35 = 24-47, 0-37 x 0-36 = 25-32, 0-37 x 0-37 = 26-17, 0-37 x 0-38 = 27-2, 0-37 x 0-39 = 27-39, 0-37 x 0-40 = 28-24, 0-37 x 0-41 = 29-9, 0-37 x 0-42 = 29-46, 0-37 x 0-43 = 30-31, 0-37 x 0-44 = 31-16, 0-37 x 0-45 = 32-1, 0-37 x 0-46 = 32-38, 0-37 x 0-47 = 33-23, 0-37 x 0-48 = 34-8, 0-37 x 0-49 = 34-45, 0-37 x 0-50 = 35-30, 0-37 x 0-51 = 36-15, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-24, 0-38 x 0-3 = 2-10, 0-38 x 0-4 = 2-48, 0-38 x 0-5 = 3-34, 0-38 x 0-6 = 4-20, 0-38 x 0-7 = 5-6, 0-38 x 0-8 = 5-44, 0-38 x 0-9 = 6-30, 0-38 x 0-10 = 7-16, 0-38 x 0-11 = 8-2, 0-38 x 0-12 = 8-40, 0-38 x 0-13 = 9-26, 0-38 x 0-14 = 10-12, 0-38 x 0-15 = 10-50, 0-38 x 0-16 = 11-36, 0-38 x 0-17 = 12-22, 0-38 x 0-18 = 13-8, 0-38 x 0-19 = 13-46, 0-38 x 0-20 = 14-32, 0-38 x 0-21 = 15-18, 0-38 x 0-22 = 16-4, 0-38 x 0-23 = 16-42, 0-38 x 0-24 = 17-28, 0-38 x 0-25 = 18-14, 0-38 x 0-26 = 19-0, 0-38 x 0-27 = 19-38, 0-38 x 0-28 = 20-24, 0-38 x 0-29 = 21-10, 0-38 x 0-30 = 21-48, 0-38 x 0-31 = 22-34, 0-38 x 0-32 = 23-20, 0-38 x 0-33 = 24-6, 0-38 x 0-34 = 24-44, 0-38 x 0-35 = 25-30, 0-38 x 0-36 = 26-16, 0-38 x 0-37 = 27-2, 0-38 x 0-38 = 27-40, 0-38 x 0-39 = 28-26, 0-38 x 0-40 = 29-12, 0-38 x 0-41 = 29-50, 0-38 x 0-42 = 30-36, 0-38 x 0-43 = 31-22, 0-38 x 0-44 = 32-8, 0-38 x 0-45 = 32-46, 0-38 x 0-46 = 33-32, 0-38 x 0-47 = 34-18, 0-38 x 0-48 = 35-4, 0-38 x 0-49 = 35-42, 0-38 x 0-50 = 36-28, 0-38 x 0-51 = 37-14, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-26, 0-39 x 0-3 = 2-13, 0-39 x 0-4 = 3-0, 0-39 x 0-5 = 3-39, 0-39 x 0-6 = 4-26, 0-39 x 0-7 = 5-13, 0-39 x 0-8 = 6-0, 0-39 x 0-9 = 6-39, 0-39 x 0-10 = 7-26, 0-39 x 0-11 = 8-13, 0-39 x 0-12 = 9-0, 0-39 x 0-13 = 9-39, 0-39 x 0-14 = 10-26, 0-39 x 0-15 = 11-13, 0-39 x 0-16 = 12-0, 0-39 x 0-17 = 12-39, 0-39 x 0-18 = 13-26, 0-39 x 0-19 = 14-13, 0-39 x 0-20 = 15-0, 0-39 x 0-21 = 15-39, 0-39 x 0-22 = 16-26, 0-39 x 0-23 = 17-13, 0-39 x 0-24 = 18-0, 0-39 x 0-25 = 18-39, 0-39 x 0-26 = 19-26, 0-39 x 0-27 = 20-13, 0-39 x 0-28 = 21-0, 0-39 x 0-29 = 21-39, 0-39 x 0-30 = 22-26, 0-39 x 0-31 = 23-13, 0-39 x 0-32 = 24-0, 0-39 x 0-33 = 24-39, 0-39 x 0-34 = 25-26, 0-39 x 0-35 = 26-13, 0-39 x 0-36 = 27-0, 0-39 x 0-37 = 27-39, 0-39 x 0-38 = 28-26, 0-39 x 0-39 = 29-13, 0-39 x 0-40 = 30-0, 0-39 x 0-41 = 30-39, 0-39 x 0-42 = 31-26, 0-39 x 0-43 = 32-13, 0-39 x 0-44 = 33-0, 0-39 x 0-45 = 33-39, 0-39 x 0-46 = 34-26, 0-39 x 0-47 = 35-13, 0-39 x 0-48 = 36-0, 0-39 x 0-49 = 36-39, 0-39 x 0-50 = 37-26, 0-39 x 0-51 = 38-13, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-28, 0-40 x 0-3 = 2-16, 0-40 x 0-4 = 3-4, 0-40 x 0-5 = 3-44, 0-40 x 0-6 = 4-32, 0-40 x 0-7 = 5-20, 0-40 x 0-8 = 6-8, 0-40 x 0-9 = 6-48, 0-40 x 0-10 = 7-36, 0-40 x 0-11 = 8-24, 0-40 x 0-12 = 9-12, 0-40 x 0-13 = 10-0, 0-40 x 0-14 = 10-40, 0-40 x 0-15 = 11-28, 0-40 x 0-16 = 12-16, 0-40 x 0-17 = 13-4, 0-40 x 0-18 = 13-44, 0-40 x 0-19 = 14-32, 0-40 x 0-20 = 15-20, 0-40 x 0-21 = 16-8, 0-40 x 0-22 = 16-48, 0-40 x 0-23 = 17-36, 0-40 x 0-24 = 18-24, 0-40 x 0-25 = 19-12, 0-40 x 0-26 = 20-0, 0-40 x 0-27 = 20-40, 0-40 x 0-28 = 21-28, 0-40 x 0-29 = 22-16, 0-40 x 0-30 = 23-4, 0-40 x 0-31 = 23-44, 0-40 x 0-32 = 24-32, 0-40 x 0-33 = 25-20, 0-40 x 0-34 = 26-8, 0-40 x 0-35 = 26-48, 0-40 x 0-36 = 27-36, 0-40 x 0-37 = 28-24, 0-40 x 0-38 = 29-12, 0-40 x 0-39 = 30-0, 0-40 x 0-40 = 30-40, 0-40 x 0-41 = 31-28, 0-40 x 0-42 = 32-16, 0-40 x 0-43 = 33-4, 0-40 x 0-44 = 33-44, 0-40 x 0-45 = 34-32, 0-40 x 0-46 = 35-20, 0-40 x 0-47 = 36-8, 0-40 x 0-48 = 36-48, 0-40 x 0-49 = 37-36, 0-40 x 0-50 = 38-24, 0-40 x 0-51 = 39-12, 
0-41 x 0-1 = 0-41, 0-41 x 0-2 = 1-30, 0-41 x 0-3 = 2-19, 0-41 x 0-4 = 3-8, 0-41 x 0-5 = 3-49, 0-41 x 0-6 = 4-38, 0-41 x 0-7 = 5-27, 0-41 x 0-8 = 6-16, 0-41 x 0-9 = 7-5, 0-41 x 0-10 = 7-46, 0-41 x 0-11 = 8-35, 0-41 x 0-12 = 9-24, 0-41 x 0-13 = 10-13, 0-41 x 0-14 = 11-2, 0-41 x 0-15 = 11-43, 0-41 x 0-16 = 12-32, 0-41 x 0-17 = 13-21, 0-41 x 0-18 = 14-10, 0-41 x 0-19 = 14-51, 0-41 x 0-20 = 15-40, 0-41 x 0-21 = 16-29, 0-41 x 0-22 = 17-18, 0-41 x 0-23 = 18-7, 0-41 x 0-24 = 18-48, 0-41 x 0-25 = 19-37, 0-41 x 0-26 = 20-26, 0-41 x 0-27 = 21-15, 0-41 x 0-28 = 22-4, 0-41 x 0-29 = 22-45, 0-41 x 0-30 = 23-34, 0-41 x 0-31 = 24-23, 0-41 x 0-32 = 25-12, 0-41 x 0-33 = 26-1, 0-41 x 0-34 = 26-42, 0-41 x 0-35 = 27-31, 0-41 x 0-36 = 28-20, 0-41 x 0-37 = 29-9, 0-41 x 0-38 = 29-50, 0-41 x 0-39 = 30-39, 0-41 x 0-40 = 31-28, 0-41 x 0-41 = 32-17, 0-41 x 0-42 = 33-6, 0-41 x 0-43 = 33-47, 0-41 x 0-44 = 34-36, 0-41 x 0-45 = 35-25, 0-41 x 0-46 = 36-14, 0-41 x 0-47 = 37-3, 0-41 x 0-48 = 37-44, 0-41 x 0-49 = 38-33, 0-41 x 0-50 = 39-22, 0-41 x 0-51 = 40-11, 
0-42 x 0-1 = 0-42, 0-42 x 0-2 = 1-32, 0-42 x 0-3 = 2-22, 0-42 x 0-4 = 3-12, 0-42 x 0-5 = 4-2, 0-42 x 0-6 = 4-44, 0-42 x 0-7 = 5-34, 0-42 x 0-8 = 6-24, 0-42 x 0-9 = 7-14, 0-42 x 0-10 = 8-4, 0-42 x 0-11 = 8-46, 0-42 x 0-12 = 9-36, 0-42 x 0-13 = 10-26, 0-42 x 0-14 = 11-16, 0-42 x 0-15 = 12-6, 0-42 x 0-16 = 12-48, 0-42 x 0-17 = 13-38, 0-42 x 0-18 = 14-28, 0-42 x 0-19 = 15-18, 0-42 x 0-20 = 16-8, 0-42 x 0-21 = 16-50, 0-42 x 0-22 = 17-40, 0-42 x 0-23 = 18-30, 0-42 x 0-24 = 19-20, 0-42 x 0-25 = 20-10, 0-42 x 0-26 = 21-0, 0-42 x 0-27 = 21-42, 0-42 x 0-28 = 22-32, 0-42 x 0-29 = 23-22, 0-42 x 0-30 = 24-12, 0-42 x 0-31 = 25-2, 0-42 x 0-32 = 25-44, 0-42 x 0-33 = 26-34, 0-42 x 0-34 = 27-24, 0-42 x 0-35 = 28-14, 0-42 x 0-36 = 29-4, 0-42 x 0-37 = 29-46, 0-42 x 0-38 = 30-36, 0-42 x 0-39 = 31-26, 0-42 x 0-40 = 32-16, 0-42 x 0-41 = 33-6, 0-42 x 0-42 = 33-48, 0-42 x 0-43 = 34-38, 0-42 x 0-44 = 35-28, 0-42 x 0-45 = 36-18, 0-42 x 0-46 = 37-8, 0-42 x 0-47 = 37-50, 0-42 x 0-48 = 38-40, 0-42 x 0-49 = 39-30, 0-42 x 0-50 = 40-20, 0-42 x 0-51 = 41-10, 
