0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-1, 0-21 x 0-5 = 1-22, 0-21 x 0-6 = 1-43, 0-21 x 0-7 = 1-64, 0-21 x 0-8 = 2-2, 0-21 x 0-9 = 2-23, 0-21 x 0-10 = 2-44, 0-21 x 0-11 = 2-65, 0-21 x 0-12 = 3-3, 0-21 x 0-13 = 3-24, 0-21 x 0-14 = 3-45, 0-21 x 0-15 = 3-66, 0-21 x 0-16 = 4-4, 0-21 x 0-17 = 4-25, 0-21 x 0-18 = 4-46, 0-21 x 0-19 = 4-67, 0-21 x 0-20 = 5-5, 0-21 x 0-21 = 5-26, 0-21 x 0-22 = 5-47, 0-21 x 0-23 = 5-68, 0-21 x 0-24 = 6-6, 0-21 x 0-25 = 6-27, 0-21 x 0-26 = 6-48, 0-21 x 0-27 = 6-69, 0-21 x 0-28 = 7-7, 0-21 x 0-29 = 7-28, 0-21 x 0-30 = 7-49, 0-21 x 0-31 = 7-70, 0-21 x 0-32 = 8-8, 0-21 x 0-33 = 8-29, 0-21 x 0-34 = 8-50, 0-21 x 0-35 = 8-71, 0-21 x 0-36 = 9-9, 0-21 x 0-37 = 9-30, 0-21 x 0-38 = 9-51, 0-21 x 0-39 = 9-72, 0-21 x 0-40 = 10-10, 0-21 x 0-41 = 10-31, 0-21 x 0-42 = 10-52, 0-21 x 0-43 = 10-73, 0-21 x 0-44 = 11-11, 0-21 x 0-45 = 11-32, 0-21 x 0-46 = 11-53, 0-21 x 0-47 = 11-74, 0-21 x 0-48 = 12-12, 0-21 x 0-49 = 12-33, 0-21 x 0-50 = 12-54, 0-21 x 0-51 = 12-75, 0-21 x 0-52 = 13-13, 0-21 x 0-53 = 13-34, 0-21 x 0-54 = 13-55, 0-21 x 0-55 = 13-76, 0-21 x 0-56 = 14-14, 0-21 x 0-57 = 14-35, 0-21 x 0-58 = 14-56, 0-21 x 0-59 = 14-77, 0-21 x 0-60 = 15-15, 0-21 x 0-61 = 15-36, 0-21 x 0-62 = 15-57, 0-21 x 0-63 = 15-78, 0-21 x 0-64 = 16-16, 0-21 x 0-65 = 16-37, 0-21 x 0-66 = 16-58, 0-21 x 0-67 = 16-79, 0-21 x 0-68 = 17-17, 0-21 x 0-69 = 17-38, 0-21 x 0-70 = 17-59, 0-21 x 0-71 = 17-80, 0-21 x 0-72 = 18-18, 0-21 x 0-73 = 18-39, 0-21 x 0-74 = 18-60, 0-21 x 0-75 = 18-81, 0-21 x 0-76 = 19-19, 0-21 x 0-77 = 19-40, 0-21 x 0-78 = 19-61, 0-21 x 0-79 = 19-82, 0-21 x 0-80 = 20-20, 0-21 x 0-81 = 20-41, 0-21 x 0-82 = 20-62, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 0-66, 0-22 x 0-4 = 1-5, 0-22 x 0-5 = 1-27, 0-22 x 0-6 = 1-49, 0-22 x 0-7 = 1-71, 0-22 x 0-8 = 2-10, 0-22 x 0-9 = 2-32, 0-22 x 0-10 = 2-54, 0-22 x 0-11 = 2-76, 0-22 x 0-12 = 3-15, 0-22 x 0-13 = 3-37, 0-22 x 0-14 = 3-59, 0-22 x 0-15 = 3-81, 0-22 x 0-16 = 4-20, 0-22 x 0-17 = 4-42, 0-22 x 0-18 = 4-64, 0-22 x 0-19 = 5-3, 0-22 x 0-20 = 5-25, 0-22 x 0-21 = 5-47, 0-22 x 0-22 = 5-69, 0-22 x 0-23 = 6-8, 0-22 x 0-24 = 6-30, 0-22 x 0-25 = 6-52, 0-22 x 0-26 = 6-74, 0-22 x 0-27 = 7-13, 0-22 x 0-28 = 7-35, 0-22 x 0-29 = 7-57, 0-22 x 0-30 = 7-79, 0-22 x 0-31 = 8-18, 0-22 x 0-32 = 8-40, 0-22 x 0-33 = 8-62, 0-22 x 0-34 = 9-1, 0-22 x 0-35 = 9-23, 0-22 x 0-36 = 9-45, 0-22 x 0-37 = 9-67, 0-22 x 0-38 = 10-6, 0-22 x 0-39 = 10-28, 0-22 x 0-40 = 10-50, 0-22 x 0-41 = 10-72, 0-22 x 0-42 = 11-11, 0-22 x 0-43 = 11-33, 0-22 x 0-44 = 11-55, 0-22 x 0-45 = 11-77, 0-22 x 0-46 = 12-16, 0-22 x 0-47 = 12-38, 0-22 x 0-48 = 12-60, 0-22 x 0-49 = 12-82, 0-22 x 0-50 = 13-21, 0-22 x 0-51 = 13-43, 0-22 x 0-52 = 13-65, 0-22 x 0-53 = 14-4, 0-22 x 0-54 = 14-26, 0-22 x 0-55 = 14-48, 0-22 x 0-56 = 14-70, 0-22 x 0-57 = 15-9, 0-22 x 0-58 = 15-31, 0-22 x 0-59 = 15-53, 0-22 x 0-60 = 15-75, 0-22 x 0-61 = 16-14, 0-22 x 0-62 = 16-36, 0-22 x 0-63 = 16-58, 0-22 x 0-64 = 16-80, 0-22 x 0-65 = 17-19, 0-22 x 0-66 = 17-41, 0-22 x 0-67 = 17-63, 0-22 x 0-68 = 18-2, 0-22 x 0-69 = 18-24, 0-22 x 0-70 = 18-46, 0-22 x 0-71 = 18-68, 0-22 x 0-72 = 19-7, 0-22 x 0-73 = 19-29, 0-22 x 0-74 = 19-51, 0-22 x 0-75 = 19-73, 0-22 x 0-76 = 20-12, 0-22 x 0-77 = 20-34, 0-22 x 0-78 = 20-56, 0-22 x 0-79 = 20-78, 0-22 x 0-80 = 21-17, 0-22 x 0-81 = 21-39, 0-22 x 0-82 = 21-61, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 0-69, 0-23 x 0-4 = 1-9, 0-23 x 0-5 = 1-32, 0-23 x 0-6 = 1-55, 0-23 x 0-7 = 1-78, 0-23 x 0-8 = 2-18, 0-23 x 0-9 = 2-41, 0-23 x 0-10 = 2-64, 0-23 x 0-11 = 3-4, 0-23 x 0-12 = 3-27, 0-23 x 0-13 = 3-50, 0-23 x 0-14 = 3-73, 0-23 x 0-15 = 4-13, 0-23 x 0-16 = 4-36, 0-23 x 0-17 = 4-59, 0-23 x 0-18 = 4-82, 0-23 x 0-19 = 5-22, 0-23 x 0-20 = 5-45, 0-23 x 0-21 = 5-68, 0-23 x 0-22 = 6-8, 0-23 x 0-23 = 6-31, 0-23 x 0-24 = 6-54, 0-23 x 0-25 = 6-77, 0-23 x 0-26 = 7-17, 0-23 x 0-27 = 7-40, 0-23 x 0-28 = 7-63, 0-23 x 0-29 = 8-3, 0-23 x 0-30 = 8-26, 0-23 x 0-31 = 8-49, 0-23 x 0-32 = 8-72, 0-23 x 0-33 = 9-12, 0-23 x 0-34 = 9-35, 0-23 x 0-35 = 9-58, 0-23 x 0-36 = 9-81, 0-23 x 0-37 = 10-21, 0-23 x 0-38 = 10-44, 0-23 x 0-39 = 10-67, 0-23 x 0-40 = 11-7, 0-23 x 0-41 = 11-30, 0-23 x 0-42 = 11-53, 0-23 x 0-43 = 11-76, 0-23 x 0-44 = 12-16, 0-23 x 0-45 = 12-39, 0-23 x 0-46 = 12-62, 0-23 x 0-47 = 13-2, 0-23 x 0-48 = 13-25, 0-23 x 0-49 = 13-48, 0-23 x 0-50 = 13-71, 0-23 x 0-51 = 14-11, 0-23 x 0-52 = 14-34, 0-23 x 0-53 = 14-57, 0-23 x 0-54 = 14-80, 0-23 x 0-55 = 15-20, 0-23 x 0-56 = 15-43, 0-23 x 0-57 = 15-66, 0-23 x 0-58 = 16-6, 0-23 x 0-59 = 16-29, 0-23 x 0-60 = 16-52, 0-23 x 0-61 = 16-75, 0-23 x 0-62 = 17-15, 0-23 x 0-63 = 17-38, 0-23 x 0-64 = 17-61, 0-23 x 0-65 = 18-1, 0-23 x 0-66 = 18-24, 0-23 x 0-67 = 18-47, 0-23 x 0-68 = 18-70, 0-23 x 0-69 = 19-10, 0-23 x 0-70 = 19-33, 0-23 x 0-71 = 19-56, 0-23 x 0-72 = 19-79, 0-23 x 0-73 = 20-19, 0-23 x 0-74 = 20-42, 0-23 x 0-75 = 20-65, 0-23 x 0-76 = 21-5, 0-23 x 0-77 = 21-28, 0-23 x 0-78 = 21-51, 0-23 x 0-79 = 21-74, 0-23 x 0-80 = 22-14, 0-23 x 0-81 = 22-37, 0-23 x 0-82 = 22-60, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 0-72, 0-24 x 0-4 = 1-13, 0-24 x 0-5 = 1-37, 0-24 x 0-6 = 1-61, 0-24 x 0-7 = 2-2, 0-24 x 0-8 = 2-26, 0-24 x 0-9 = 2-50, 0-24 x 0-10 = 2-74, 0-24 x 0-11 = 3-15, 0-24 x 0-12 = 3-39, 0-24 x 0-13 = 3-63, 0-24 x 0-14 = 4-4, 0-24 x 0-15 = 4-28, 0-24 x 0-16 = 4-52, 0-24 x 0-17 = 4-76, 0-24 x 0-18 = 5-17, 0-24 x 0-19 = 5-41, 0-24 x 0-20 = 5-65, 0-24 x 0-21 = 6-6, 0-24 x 0-22 = 6-30, 0-24 x 0-23 = 6-54, 0-24 x 0-24 = 6-78, 0-24 x 0-25 = 7-19, 0-24 x 0-26 = 7-43, 0-24 x 0-27 = 7-67, 0-24 x 0-28 = 8-8, 0-24 x 0-29 = 8-32, 0-24 x 0-30 = 8-56, 0-24 x 0-31 = 8-80, 0-24 x 0-32 = 9-21, 0-24 x 0-33 = 9-45, 0-24 x 0-34 = 9-69, 0-24 x 0-35 = 10-10, 0-24 x 0-36 = 10-34, 0-24 x 0-37 = 10-58, 0-24 x 0-38 = 10-82, 0-24 x 0-39 = 11-23, 0-24 x 0-40 = 11-47, 0-24 x 0-41 = 11-71, 0-24 x 0-42 = 12-12, 0-24 x 0-43 = 12-36, 0-24 x 0-44 = 12-60, 0-24 x 0-45 = 13-1, 0-24 x 0-46 = 13-25, 0-24 x 0-47 = 13-49, 0-24 x 0-48 = 13-73, 0-24 x 0-49 = 14-14, 0-24 x 0-50 = 14-38, 0-24 x 0-51 = 14-62, 0-24 x 0-52 = 15-3, 0-24 x 0-53 = 15-27, 0-24 x 0-54 = 15-51, 0-24 x 0-55 = 15-75, 0-24 x 0-56 = 16-16, 0-24 x 0-57 = 16-40, 0-24 x 0-58 = 16-64, 0-24 x 0-59 = 17-5, 0-24 x 0-60 = 17-29, 0-24 x 0-61 = 17-53, 0-24 x 0-62 = 17-77, 0-24 x 0-63 = 18-18, 0-24 x 0-64 = 18-42, 0-24 x 0-65 = 18-66, 0-24 x 0-66 = 19-7, 0-24 x 0-67 = 19-31, 0-24 x 0-68 = 19-55, 0-24 x 0-69 = 19-79, 0-24 x 0-70 = 20-20, 0-24 x 0-71 = 20-44, 0-24 x 0-72 = 20-68, 0-24 x 0-73 = 21-9, 0-24 x 0-74 = 21-33, 0-24 x 0-75 = 21-57, 0-24 x 0-76 = 21-81, 0-24 x 0-77 = 22-22, 0-24 x 0-78 = 22-46, 0-24 x 0-79 = 22-70, 0-24 x 0-80 = 23-11, 0-24 x 0-81 = 23-35, 0-24 x 0-82 = 23-59, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 0-75, 0-25 x 0-4 = 1-17, 0-25 x 0-5 = 1-42, 0-25 x 0-6 = 1-67, 0-25 x 0-7 = 2-9, 0-25 x 0-8 = 2-34, 0-25 x 0-9 = 2-59, 0-25 x 0-10 = 3-1, 0-25 x 0-11 = 3-26, 0-25 x 0-12 = 3-51, 0-25 x 0-13 = 3-76, 0-25 x 0-14 = 4-18, 0-25 x 0-15 = 4-43, 0-25 x 0-16 = 4-68, 0-25 x 0-17 = 5-10, 0-25 x 0-18 = 5-35, 0-25 x 0-19 = 5-60, 0-25 x 0-20 = 6-2, 0-25 x 0-21 = 6-27, 0-25 x 0-22 = 6-52, 0-25 x 0-23 = 6-77, 0-25 x 0-24 = 7-19, 0-25 x 0-25 = 7-44, 0-25 x 0-26 = 7-69, 0-25 x 0-27 = 8-11, 0-25 x 0-28 = 8-36, 0-25 x 0-29 = 8-61, 0-25 x 0-30 = 9-3, 0-25 x 0-31 = 9-28, 0-25 x 0-32 = 9-53, 0-25 x 0-33 = 9-78, 0-25 x 0-34 = 10-20, 0-25 x 0-35 = 10-45, 0-25 x 0-36 = 10-70, 0-25 x 0-37 = 11-12, 0-25 x 0-38 = 11-37, 0-25 x 0-39 = 11-62, 0-25 x 0-40 = 12-4, 0-25 x 0-41 = 12-29, 0-25 x 0-42 = 12-54, 0-25 x 0-43 = 12-79, 0-25 x 0-44 = 13-21, 0-25 x 0-45 = 13-46, 0-25 x 0-46 = 13-71, 0-25 x 0-47 = 14-13, 0-25 x 0-48 = 14-38, 0-25 x 0-49 = 14-63, 0-25 x 0-50 = 15-5, 0-25 x 0-51 = 15-30, 0-25 x 0-52 = 15-55, 0-25 x 0-53 = 15-80, 0-25 x 0-54 = 16-22, 0-25 x 0-55 = 16-47, 0-25 x 0-56 = 16-72, 0-25 x 0-57 = 17-14, 0-25 x 0-58 = 17-39, 0-25 x 0-59 = 17-64, 0-25 x 0-60 = 18-6, 0-25 x 0-61 = 18-31, 0-25 x 0-62 = 18-56, 0-25 x 0-63 = 18-81, 0-25 x 0-64 = 19-23, 0-25 x 0-65 = 19-48, 0-25 x 0-66 = 19-73, 0-25 x 0-67 = 20-15, 0-25 x 0-68 = 20-40, 0-25 x 0-69 = 20-65, 0-25 x 0-70 = 21-7, 0-25 x 0-71 = 21-32, 0-25 x 0-72 = 21-57, 0-25 x 0-73 = 21-82, 0-25 x 0-74 = 22-24, 0-25 x 0-75 = 22-49, 0-25 x 0-76 = 22-74, 0-25 x 0-77 = 23-16, 0-25 x 0-78 = 23-41, 0-25 x 0-79 = 23-66, 0-25 x 0-80 = 24-8, 0-25 x 0-81 = 24-33, 0-25 x 0-82 = 24-58, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 0-78, 0-26 x 0-4 = 1-21, 0-26 x 0-5 = 1-47, 0-26 x 0-6 = 1-73, 0-26 x 0-7 = 2-16, 0-26 x 0-8 = 2-42, 0-26 x 0-9 = 2-68, 0-26 x 0-10 = 3-11, 0-26 x 0-11 = 3-37, 0-26 x 0-12 = 3-63, 0-26 x 0-13 = 4-6, 0-26 x 0-14 = 4-32, 0-26 x 0-15 = 4-58, 0-26 x 0-16 = 5-1, 0-26 x 0-17 = 5-27, 0-26 x 0-18 = 5-53, 0-26 x 0-19 = 5-79, 0-26 x 0-20 = 6-22, 0-26 x 0-21 = 6-48, 0-26 x 0-22 = 6-74, 0-26 x 0-23 = 7-17, 0-26 x 0-24 = 7-43, 0-26 x 0-25 = 7-69, 0-26 x 0-26 = 8-12, 0-26 x 0-27 = 8-38, 0-26 x 0-28 = 8-64, 0-26 x 0-29 = 9-7, 0-26 x 0-30 = 9-33, 0-26 x 0-31 = 9-59, 0-26 x 0-32 = 10-2, 0-26 x 0-33 = 10-28, 0-26 x 0-34 = 10-54, 0-26 x 0-35 = 10-80, 0-26 x 0-36 = 11-23, 0-26 x 0-37 = 11-49, 0-26 x 0-38 = 11-75, 0-26 x 0-39 = 12-18, 0-26 x 0-40 = 12-44, 0-26 x 0-41 = 12-70, 0-26 x 0-42 = 13-13, 0-26 x 0-43 = 13-39, 0-26 x 0-44 = 13-65, 0-26 x 0-45 = 14-8, 0-26 x 0-46 = 14-34, 0-26 x 0-47 = 14-60, 0-26 x 0-48 = 15-3, 0-26 x 0-49 = 15-29, 0-26 x 0-50 = 15-55, 0-26 x 0-51 = 15-81, 0-26 x 0-52 = 16-24, 0-26 x 0-53 = 16-50, 0-26 x 0-54 = 16-76, 0-26 x 0-55 = 17-19, 0-26 x 0-56 = 17-45, 0-26 x 0-57 = 17-71, 0-26 x 0-58 = 18-14, 0-26 x 0-59 = 18-40, 0-26 x 0-60 = 18-66, 0-26 x 0-61 = 19-9, 0-26 x 0-62 = 19-35, 0-26 x 0-63 = 19-61, 0-26 x 0-64 = 20-4, 0-26 x 0-65 = 20-30, 0-26 x 0-66 = 20-56, 0-26 x 0-67 = 20-82, 0-26 x 0-68 = 21-25, 0-26 x 0-69 = 21-51, 0-26 x 0-70 = 21-77, 0-26 x 0-71 = 22-20, 0-26 x 0-72 = 22-46, 0-26 x 0-73 = 22-72, 0-26 x 0-74 = 23-15, 0-26 x 0-75 = 23-41, 0-26 x 0-76 = 23-67, 0-26 x 0-77 = 24-10, 0-26 x 0-78 = 24-36, 0-26 x 0-79 = 24-62, 0-26 x 0-80 = 25-5, 0-26 x 0-81 = 25-31, 0-26 x 0-82 = 25-57, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 0-81, 0-27 x 0-4 = 1-25, 0-27 x 0-5 = 1-52, 0-27 x 0-6 = 1-79, 0-27 x 0-7 = 2-23, 0-27 x 0-8 = 2-50, 0-27 x 0-9 = 2-77, 0-27 x 0-10 = 3-21, 0-27 x 0-11 = 3-48, 0-27 x 0-12 = 3-75, 0-27 x 0-13 = 4-19, 0-27 x 0-14 = 4-46, 0-27 x 0-15 = 4-73, 0-27 x 0-16 = 5-17, 0-27 x 0-17 = 5-44, 0-27 x 0-18 = 5-71, 0-27 x 0-19 = 6-15, 0-27 x 0-20 = 6-42, 0-27 x 0-21 = 6-69, 0-27 x 0-22 = 7-13, 0-27 x 0-23 = 7-40, 0-27 x 0-24 = 7-67, 0-27 x 0-25 = 8-11, 0-27 x 0-26 = 8-38, 0-27 x 0-27 = 8-65, 0-27 x 0-28 = 9-9, 0-27 x 0-29 = 9-36, 0-27 x 0-30 = 9-63, 0-27 x 0-31 = 10-7, 0-27 x 0-32 = 10-34, 0-27 x 0-33 = 10-61, 0-27 x 0-34 = 11-5, 0-27 x 0-35 = 11-32, 0-27 x 0-36 = 11-59, 0-27 x 0-37 = 12-3, 0-27 x 0-38 = 12-30, 0-27 x 0-39 = 12-57, 0-27 x 0-40 = 13-1, 0-27 x 0-41 = 13-28, 0-27 x 0-42 = 13-55, 0-27 x 0-43 = 13-82, 0-27 x 0-44 = 14-26, 0-27 x 0-45 = 14-53, 0-27 x 0-46 = 14-80, 0-27 x 0-47 = 15-24, 0-27 x 0-48 = 15-51, 0-27 x 0-49 = 15-78, 0-27 x 0-50 = 16-22, 0-27 x 0-51 = 16-49, 0-27 x 0-52 = 16-76, 0-27 x 0-53 = 17-20, 0-27 x 0-54 = 17-47, 0-27 x 0-55 = 17-74, 0-27 x 0-56 = 18-18, 0-27 x 0-57 = 18-45, 0-27 x 0-58 = 18-72, 0-27 x 0-59 = 19-16, 0-27 x 0-60 = 19-43, 0-27 x 0-61 = 19-70, 0-27 x 0-62 = 20-14, 0-27 x 0-63 = 20-41, 0-27 x 0-64 = 20-68, 0-27 x 0-65 = 21-12, 0-27 x 0-66 = 21-39, 0-27 x 0-67 = 21-66, 0-27 x 0-68 = 22-10, 0-27 x 0-69 = 22-37, 0-27 x 0-70 = 22-64, 0-27 x 0-71 = 23-8, 0-27 x 0-72 = 23-35, 0-27 x 0-73 = 23-62, 0-27 x 0-74 = 24-6, 0-27 x 0-75 = 24-33, 0-27 x 0-76 = 24-60, 0-27 x 0-77 = 25-4, 0-27 x 0-78 = 25-31, 0-27 x 0-79 = 25-58, 0-27 x 0-80 = 26-2, 0-27 x 0-81 = 26-29, 0-27 x 0-82 = 26-56, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-1, 0-28 x 0-4 = 1-29, 0-28 x 0-5 = 1-57, 0-28 x 0-6 = 2-2, 0-28 x 0-7 = 2-30, 0-28 x 0-8 = 2-58, 0-28 x 0-9 = 3-3, 0-28 x 0-10 = 3-31, 0-28 x 0-11 = 3-59, 0-28 x 0-12 = 4-4, 0-28 x 0-13 = 4-32, 0-28 x 0-14 = 4-60, 0-28 x 0-15 = 5-5, 0-28 x 0-16 = 5-33, 0-28 x 0-17 = 5-61, 0-28 x 0-18 = 6-6, 0-28 x 0-19 = 6-34, 0-28 x 0-20 = 6-62, 0-28 x 0-21 = 7-7, 0-28 x 0-22 = 7-35, 0-28 x 0-23 = 7-63, 0-28 x 0-24 = 8-8, 0-28 x 0-25 = 8-36, 0-28 x 0-26 = 8-64, 0-28 x 0-27 = 9-9, 0-28 x 0-28 = 9-37, 0-28 x 0-29 = 9-65, 0-28 x 0-30 = 10-10, 0-28 x 0-31 = 10-38, 0-28 x 0-32 = 10-66, 0-28 x 0-33 = 11-11, 0-28 x 0-34 = 11-39, 0-28 x 0-35 = 11-67, 0-28 x 0-36 = 12-12, 0-28 x 0-37 = 12-40, 0-28 x 0-38 = 12-68, 0-28 x 0-39 = 13-13, 0-28 x 0-40 = 13-41, 0-28 x 0-41 = 13-69, 0-28 x 0-42 = 14-14, 0-28 x 0-43 = 14-42, 0-28 x 0-44 = 14-70, 0-28 x 0-45 = 15-15, 0-28 x 0-46 = 15-43, 0-28 x 0-47 = 15-71, 0-28 x 0-48 = 16-16, 0-28 x 0-49 = 16-44, 0-28 x 0-50 = 16-72, 0-28 x 0-51 = 17-17, 0-28 x 0-52 = 17-45, 0-28 x 0-53 = 17-73, 0-28 x 0-54 = 18-18, 0-28 x 0-55 = 18-46, 0-28 x 0-56 = 18-74, 0-28 x 0-57 = 19-19, 0-28 x 0-58 = 19-47, 0-28 x 0-59 = 19-75, 0-28 x 0-60 = 20-20, 0-28 x 0-61 = 20-48, 0-28 x 0-62 = 20-76, 0-28 x 0-63 = 21-21, 0-28 x 0-64 = 21-49, 0-28 x 0-65 = 21-77, 0-28 x 0-66 = 22-22, 0-28 x 0-67 = 22-50, 0-28 x 0-68 = 22-78, 0-28 x 0-69 = 23-23, 0-28 x 0-70 = 23-51, 0-28 x 0-71 = 23-79, 0-28 x 0-72 = 24-24, 0-28 x 0-73 = 24-52, 0-28 x 0-74 = 24-80, 0-28 x 0-75 = 25-25, 0-28 x 0-76 = 25-53, 0-28 x 0-77 = 25-81, 0-28 x 0-78 = 26-26, 0-28 x 0-79 = 26-54, 0-28 x 0-80 = 26-82, 0-28 x 0-81 = 27-27, 0-28 x 0-82 = 27-55, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-4, 0-29 x 0-4 = 1-33, 0-29 x 0-5 = 1-62, 0-29 x 0-6 = 2-8, 0-29 x 0-7 = 2-37, 0-29 x 0-8 = 2-66, 0-29 x 0-9 = 3-12, 0-29 x 0-10 = 3-41, 0-29 x 0-11 = 3-70, 0-29 x 0-12 = 4-16, 0-29 x 0-13 = 4-45, 0-29 x 0-14 = 4-74, 0-29 x 0-15 = 5-20, 0-29 x 0-16 = 5-49, 0-29 x 0-17 = 5-78, 0-29 x 0-18 = 6-24, 0-29 x 0-19 = 6-53, 0-29 x 0-20 = 6-82, 0-29 x 0-21 = 7-28, 0-29 x 0-22 = 7-57, 0-29 x 0-23 = 8-3, 0-29 x 0-24 = 8-32, 0-29 x 0-25 = 8-61, 0-29 x 0-26 = 9-7, 0-29 x 0-27 = 9-36, 0-29 x 0-28 = 9-65, 0-29 x 0-29 = 10-11, 0-29 x 0-30 = 10-40, 0-29 x 0-31 = 10-69, 0-29 x 0-32 = 11-15, 0-29 x 0-33 = 11-44, 0-29 x 0-34 = 11-73, 0-29 x 0-35 = 12-19, 0-29 x 0-36 = 12-48, 0-29 x 0-37 = 12-77, 0-29 x 0-38 = 13-23, 0-29 x 0-39 = 13-52, 0-29 x 0-40 = 13-81, 0-29 x 0-41 = 14-27, 0-29 x 0-42 = 14-56, 0-29 x 0-43 = 15-2, 0-29 x 0-44 = 15-31, 0-29 x 0-45 = 15-60, 0-29 x 0-46 = 16-6, 0-29 x 0-47 = 16-35, 0-29 x 0-48 = 16-64, 0-29 x 0-49 = 17-10, 0-29 x 0-50 = 17-39, 0-29 x 0-51 = 17-68, 0-29 x 0-52 = 18-14, 0-29 x 0-53 = 18-43, 0-29 x 0-54 = 18-72, 0-29 x 0-55 = 19-18, 0-29 x 0-56 = 19-47, 0-29 x 0-57 = 19-76, 0-29 x 0-58 = 20-22, 0-29 x 0-59 = 20-51, 0-29 x 0-60 = 20-80, 0-29 x 0-61 = 21-26, 0-29 x 0-62 = 21-55, 0-29 x 0-63 = 22-1, 0-29 x 0-64 = 22-30, 0-29 x 0-65 = 22-59, 0-29 x 0-66 = 23-5, 0-29 x 0-67 = 23-34, 0-29 x 0-68 = 23-63, 0-29 x 0-69 = 24-9, 0-29 x 0-70 = 24-38, 0-29 x 0-71 = 24-67, 0-29 x 0-72 = 25-13, 0-29 x 0-73 = 25-42, 0-29 x 0-74 = 25-71, 0-29 x 0-75 = 26-17, 0-29 x 0-76 = 26-46, 0-29 x 0-77 = 26-75, 0-29 x 0-78 = 27-21, 0-29 x 0-79 = 27-50, 0-29 x 0-80 = 27-79, 0-29 x 0-81 = 28-25, 0-29 x 0-82 = 28-54, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-7, 0-30 x 0-4 = 1-37, 0-30 x 0-5 = 1-67, 0-30 x 0-6 = 2-14, 0-30 x 0-7 = 2-44, 0-30 x 0-8 = 2-74, 0-30 x 0-9 = 3-21, 0-30 x 0-10 = 3-51, 0-30 x 0-11 = 3-81, 0-30 x 0-12 = 4-28, 0-30 x 0-13 = 4-58, 0-30 x 0-14 = 5-5, 0-30 x 0-15 = 5-35, 0-30 x 0-16 = 5-65, 0-30 x 0-17 = 6-12, 0-30 x 0-18 = 6-42, 0-30 x 0-19 = 6-72, 0-30 x 0-20 = 7-19, 0-30 x 0-21 = 7-49, 0-30 x 0-22 = 7-79, 0-30 x 0-23 = 8-26, 0-30 x 0-24 = 8-56, 0-30 x 0-25 = 9-3, 0-30 x 0-26 = 9-33, 0-30 x 0-27 = 9-63, 0-30 x 0-28 = 10-10, 0-30 x 0-29 = 10-40, 0-30 x 0-30 = 10-70, 0-30 x 0-31 = 11-17, 0-30 x 0-32 = 11-47, 0-30 x 0-33 = 11-77, 0-30 x 0-34 = 12-24, 0-30 x 0-35 = 12-54, 0-30 x 0-36 = 13-1, 0-30 x 0-37 = 13-31, 0-30 x 0-38 = 13-61, 0-30 x 0-39 = 14-8, 0-30 x 0-40 = 14-38, 0-30 x 0-41 = 14-68, 0-30 x 0-42 = 15-15, 0-30 x 0-43 = 15-45, 0-30 x 0-44 = 15-75, 0-30 x 0-45 = 16-22, 0-30 x 0-46 = 16-52, 0-30 x 0-47 = 16-82, 0-30 x 0-48 = 17-29, 0-30 x 0-49 = 17-59, 0-30 x 0-50 = 18-6, 0-30 x 0-51 = 18-36, 0-30 x 0-52 = 18-66, 0-30 x 0-53 = 19-13, 0-30 x 0-54 = 19-43, 0-30 x 0-55 = 19-73, 0-30 x 0-56 = 20-20, 0-30 x 0-57 = 20-50, 0-30 x 0-58 = 20-80, 0-30 x 0-59 = 21-27, 0-30 x 0-60 = 21-57, 0-30 x 0-61 = 22-4, 0-30 x 0-62 = 22-34, 0-30 x 0-63 = 22-64, 0-30 x 0-64 = 23-11, 0-30 x 0-65 = 23-41, 0-30 x 0-66 = 23-71, 0-30 x 0-67 = 24-18, 0-30 x 0-68 = 24-48, 0-30 x 0-69 = 24-78, 0-30 x 0-70 = 25-25, 0-30 x 0-71 = 25-55, 0-30 x 0-72 = 26-2, 0-30 x 0-73 = 26-32, 0-30 x 0-74 = 26-62, 0-30 x 0-75 = 27-9, 0-30 x 0-76 = 27-39, 0-30 x 0-77 = 27-69, 0-30 x 0-78 = 28-16, 0-30 x 0-79 = 28-46, 0-30 x 0-80 = 28-76, 0-30 x 0-81 = 29-23, 0-30 x 0-82 = 29-53, 
