35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-20, 35 x 4 = 1-55, 35 x 5 = 2-5, 35 x 6 = 2-40, 35 x 7 = 2-75, 35 x 8 = 3-25, 35 x 9 = 3-60, 35 x 10 = 4-10, 35 x 11 = 4-45, 35 x 12 = 4-80, 35 x 13 = 5-30, 35 x 14 = 5-65, 35 x 15 = 6-15, 35 x 16 = 6-50, 35 x 17 = 7-0, 35 x 18 = 7-35, 35 x 19 = 7-70, 35 x 20 = 8-20, 35 x 21 = 8-55, 35 x 22 = 9-5, 35 x 23 = 9-40, 35 x 24 = 9-75, 35 x 25 = 10-25, 35 x 26 = 10-60, 35 x 27 = 11-10, 35 x 28 = 11-45, 35 x 29 = 11-80, 35 x 30 = 12-30, 35 x 31 = 12-65, 35 x 32 = 13-15, 35 x 33 = 13-50, 35 x 34 = 14-0, 35 x 35 = 14-35, 35 x 36 = 14-70, 35 x 37 = 15-20, 35 x 38 = 15-55, 35 x 39 = 16-5, 35 x 40 = 16-40, 35 x 41 = 16-75, 35 x 42 = 17-25, 35 x 43 = 17-60, 35 x 44 = 18-10, 35 x 45 = 18-45, 35 x 46 = 18-80, 35 x 47 = 19-30, 35 x 48 = 19-65, 35 x 49 = 20-15, 35 x 50 = 20-50, 35 x 51 = 21-0, 35 x 52 = 21-35, 35 x 53 = 21-70, 35 x 54 = 22-20, 35 x 55 = 22-55, 35 x 56 = 23-5, 35 x 57 = 23-40, 35 x 58 = 23-75, 35 x 59 = 24-25, 35 x 60 = 24-60, 35 x 61 = 25-10, 35 x 62 = 25-45, 35 x 63 = 25-80, 35 x 64 = 26-30, 35 x 65 = 26-65, 35 x 66 = 27-15, 35 x 67 = 27-50, 35 x 68 = 28-0, 35 x 69 = 28-35, 35 x 70 = 28-70, 35 x 71 = 29-20, 35 x 72 = 29-55, 35 x 73 = 30-5, 35 x 74 = 30-40, 35 x 75 = 30-75, 35 x 76 = 31-25, 35 x 77 = 31-60, 35 x 78 = 32-10, 35 x 79 = 32-45, 35 x 80 = 32-80, 35 x 81 = 33-30, 35 x 82 = 33-65, 35 x 83 = 34-15, 35 x 84 = 34-50, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-23, 36 x 4 = 1-59, 36 x 5 = 2-10, 36 x 6 = 2-46, 36 x 7 = 2-82, 36 x 8 = 3-33, 36 x 9 = 3-69, 36 x 10 = 4-20, 36 x 11 = 4-56, 36 x 12 = 5-7, 36 x 13 = 5-43, 36 x 14 = 5-79, 36 x 15 = 6-30, 36 x 16 = 6-66, 36 x 17 = 7-17, 36 x 18 = 7-53, 36 x 19 = 8-4, 36 x 20 = 8-40, 36 x 21 = 8-76, 36 x 22 = 9-27, 36 x 23 = 9-63, 36 x 24 = 10-14, 36 x 25 = 10-50, 36 x 26 = 11-1, 36 x 27 = 11-37, 36 x 28 = 11-73, 36 x 29 = 12-24, 36 x 30 = 12-60, 36 x 31 = 13-11, 36 x 32 = 13-47, 36 x 33 = 13-83, 36 x 34 = 14-34, 36 x 35 = 14-70, 36 x 36 = 15-21, 36 x 37 = 15-57, 36 x 38 = 16-8, 36 x 39 = 16-44, 36 x 40 = 16-80, 36 x 41 = 17-31, 36 x 42 = 17-67, 36 x 43 = 18-18, 36 x 44 = 18-54, 36 x 45 = 19-5, 36 x 46 = 19-41, 36 x 47 = 19-77, 36 x 48 = 20-28, 36 x 49 = 20-64, 36 x 50 = 21-15, 36 x 51 = 21-51, 36 x 52 = 22-2, 36 x 53 = 22-38, 36 x 54 = 22-74, 36 x 55 = 23-25, 36 x 56 = 23-61, 36 x 57 = 24-12, 36 x 58 = 24-48, 36 x 59 = 24-84, 36 x 60 = 25-35, 36 x 61 = 25-71, 36 x 62 = 26-22, 36 x 63 = 26-58, 36 x 64 = 27-9, 36 x 65 = 27-45, 36 x 66 = 27-81, 36 x 67 = 28-32, 36 x 68 = 28-68, 36 x 69 = 29-19, 36 x 70 = 29-55, 36 x 71 = 30-6, 36 x 72 = 30-42, 36 x 73 = 30-78, 36 x 74 = 31-29, 36 x 75 = 31-65, 36 x 76 = 32-16, 36 x 77 = 32-52, 36 x 78 = 33-3, 36 x 79 = 33-39, 36 x 80 = 33-75, 36 x 81 = 34-26, 36 x 82 = 34-62, 36 x 83 = 35-13, 36 x 84 = 35-49, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-26, 37 x 4 = 1-63, 37 x 5 = 2-15, 37 x 6 = 2-52, 37 x 7 = 3-4, 37 x 8 = 3-41, 37 x 9 = 3-78, 37 x 10 = 4-30, 37 x 11 = 4-67, 37 x 12 = 5-19, 37 x 13 = 5-56, 37 x 14 = 6-8, 37 x 15 = 6-45, 37 x 16 = 6-82, 37 x 17 = 7-34, 37 x 18 = 7-71, 37 x 19 = 8-23, 37 x 20 = 8-60, 37 x 21 = 9-12, 37 x 22 = 9-49, 37 x 23 = 10-1, 37 x 24 = 10-38, 37 x 25 = 10-75, 37 x 26 = 11-27, 37 x 27 = 11-64, 37 x 28 = 12-16, 37 x 29 = 12-53, 37 x 30 = 13-5, 37 x 31 = 13-42, 37 x 32 = 13-79, 37 x 33 = 14-31, 37 x 34 = 14-68, 37 x 35 = 15-20, 37 x 36 = 15-57, 37 x 37 = 16-9, 37 x 38 = 16-46, 37 x 39 = 16-83, 37 x 40 = 17-35, 37 x 41 = 17-72, 37 x 42 = 18-24, 37 x 43 = 18-61, 37 x 44 = 19-13, 37 x 45 = 19-50, 37 x 46 = 20-2, 37 x 47 = 20-39, 37 x 48 = 20-76, 37 x 49 = 21-28, 37 x 50 = 21-65, 37 x 51 = 22-17, 37 x 52 = 22-54, 37 x 53 = 23-6, 37 x 54 = 23-43, 37 x 55 = 23-80, 37 x 56 = 24-32, 37 x 57 = 24-69, 37 x 58 = 25-21, 37 x 59 = 25-58, 37 x 60 = 26-10, 37 x 61 = 26-47, 37 x 62 = 26-84, 37 x 63 = 27-36, 37 x 64 = 27-73, 37 x 65 = 28-25, 37 x 66 = 28-62, 37 x 67 = 29-14, 37 x 68 = 29-51, 37 x 69 = 30-3, 37 x 70 = 30-40, 37 x 71 = 30-77, 37 x 72 = 31-29, 37 x 73 = 31-66, 37 x 74 = 32-18, 37 x 75 = 32-55, 37 x 76 = 33-7, 37 x 77 = 33-44, 37 x 78 = 33-81, 37 x 79 = 34-33, 37 x 80 = 34-70, 37 x 81 = 35-22, 37 x 82 = 35-59, 37 x 83 = 36-11, 37 x 84 = 36-48, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-29, 38 x 4 = 1-67, 38 x 5 = 2-20, 38 x 6 = 2-58, 38 x 7 = 3-11, 38 x 8 = 3-49, 38 x 9 = 4-2, 38 x 10 = 4-40, 38 x 11 = 4-78, 38 x 12 = 5-31, 38 x 13 = 5-69, 38 x 14 = 6-22, 38 x 15 = 6-60, 38 x 16 = 7-13, 38 x 17 = 7-51, 38 x 18 = 8-4, 38 x 19 = 8-42, 38 x 20 = 8-80, 38 x 21 = 9-33, 38 x 22 = 9-71, 38 x 23 = 10-24, 38 x 24 = 10-62, 38 x 25 = 11-15, 38 x 26 = 11-53, 38 x 27 = 12-6, 38 x 28 = 12-44, 38 x 29 = 12-82, 38 x 30 = 13-35, 38 x 31 = 13-73, 38 x 32 = 14-26, 38 x 33 = 14-64, 38 x 34 = 15-17, 38 x 35 = 15-55, 38 x 36 = 16-8, 38 x 37 = 16-46, 38 x 38 = 16-84, 38 x 39 = 17-37, 38 x 40 = 17-75, 38 x 41 = 18-28, 38 x 42 = 18-66, 38 x 43 = 19-19, 38 x 44 = 19-57, 38 x 45 = 20-10, 38 x 46 = 20-48, 38 x 47 = 21-1, 38 x 48 = 21-39, 38 x 49 = 21-77, 38 x 50 = 22-30, 38 x 51 = 22-68, 38 x 52 = 23-21, 38 x 53 = 23-59, 38 x 54 = 24-12, 38 x 55 = 24-50, 38 x 56 = 25-3, 38 x 57 = 25-41, 38 x 58 = 25-79, 38 x 59 = 26-32, 38 x 60 = 26-70, 38 x 61 = 27-23, 38 x 62 = 27-61, 38 x 63 = 28-14, 38 x 64 = 28-52, 38 x 65 = 29-5, 38 x 66 = 29-43, 38 x 67 = 29-81, 38 x 68 = 30-34, 38 x 69 = 30-72, 38 x 70 = 31-25, 38 x 71 = 31-63, 38 x 72 = 32-16, 38 x 73 = 32-54, 38 x 74 = 33-7, 38 x 75 = 33-45, 38 x 76 = 33-83, 38 x 77 = 34-36, 38 x 78 = 34-74, 38 x 79 = 35-27, 38 x 80 = 35-65, 38 x 81 = 36-18, 38 x 82 = 36-56, 38 x 83 = 37-9, 38 x 84 = 37-47, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-32, 39 x 4 = 1-71, 39 x 5 = 2-25, 39 x 6 = 2-64, 39 x 7 = 3-18, 39 x 8 = 3-57, 39 x 9 = 4-11, 39 x 10 = 4-50, 39 x 11 = 5-4, 39 x 12 = 5-43, 39 x 13 = 5-82, 39 x 14 = 6-36, 39 x 15 = 6-75, 39 x 16 = 7-29, 39 x 17 = 7-68, 39 x 18 = 8-22, 39 x 19 = 8-61, 39 x 20 = 9-15, 39 x 21 = 9-54, 39 x 22 = 10-8, 39 x 23 = 10-47, 39 x 24 = 11-1, 39 x 25 = 11-40, 39 x 26 = 11-79, 39 x 27 = 12-33, 39 x 28 = 12-72, 39 x 29 = 13-26, 39 x 30 = 13-65, 39 x 31 = 14-19, 39 x 32 = 14-58, 39 x 33 = 15-12, 39 x 34 = 15-51, 39 x 35 = 16-5, 39 x 36 = 16-44, 39 x 37 = 16-83, 39 x 38 = 17-37, 39 x 39 = 17-76, 39 x 40 = 18-30, 39 x 41 = 18-69, 39 x 42 = 19-23, 39 x 43 = 19-62, 39 x 44 = 20-16, 39 x 45 = 20-55, 39 x 46 = 21-9, 39 x 47 = 21-48, 39 x 48 = 22-2, 39 x 49 = 22-41, 39 x 50 = 22-80, 39 x 51 = 23-34, 39 x 52 = 23-73, 39 x 53 = 24-27, 39 x 54 = 24-66, 39 x 55 = 25-20, 39 x 56 = 25-59, 39 x 57 = 26-13, 39 x 58 = 26-52, 39 x 59 = 27-6, 39 x 60 = 27-45, 39 x 61 = 27-84, 39 x 62 = 28-38, 39 x 63 = 28-77, 39 x 64 = 29-31, 39 x 65 = 29-70, 39 x 66 = 30-24, 39 x 67 = 30-63, 39 x 68 = 31-17, 39 x 69 = 31-56, 39 x 70 = 32-10, 39 x 71 = 32-49, 39 x 72 = 33-3, 39 x 73 = 33-42, 39 x 74 = 33-81, 39 x 75 = 34-35, 39 x 76 = 34-74, 39 x 77 = 35-28, 39 x 78 = 35-67, 39 x 79 = 36-21, 39 x 80 = 36-60, 39 x 81 = 37-14, 39 x 82 = 37-53, 39 x 83 = 38-7, 39 x 84 = 38-46, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-35, 40 x 4 = 1-75, 40 x 5 = 2-30, 40 x 6 = 2-70, 40 x 7 = 3-25, 40 x 8 = 3-65, 40 x 9 = 4-20, 40 x 10 = 4-60, 40 x 11 = 5-15, 40 x 12 = 5-55, 40 x 13 = 6-10, 40 x 14 = 6-50, 40 x 15 = 7-5, 40 x 16 = 7-45, 40 x 17 = 8-0, 40 x 18 = 8-40, 40 x 19 = 8-80, 40 x 20 = 9-35, 40 x 21 = 9-75, 40 x 22 = 10-30, 40 x 23 = 10-70, 40 x 24 = 11-25, 40 x 25 = 11-65, 40 x 26 = 12-20, 40 x 27 = 12-60, 40 x 28 = 13-15, 40 x 29 = 13-55, 40 x 30 = 14-10, 40 x 31 = 14-50, 40 x 32 = 15-5, 40 x 33 = 15-45, 40 x 34 = 16-0, 40 x 35 = 16-40, 40 x 36 = 16-80, 40 x 37 = 17-35, 40 x 38 = 17-75, 40 x 39 = 18-30, 40 x 40 = 18-70, 40 x 41 = 19-25, 40 x 42 = 19-65, 40 x 43 = 20-20, 40 x 44 = 20-60, 40 x 45 = 21-15, 40 x 46 = 21-55, 40 x 47 = 22-10, 40 x 48 = 22-50, 40 x 49 = 23-5, 40 x 50 = 23-45, 40 x 51 = 24-0, 40 x 52 = 24-40, 40 x 53 = 24-80, 40 x 54 = 25-35, 40 x 55 = 25-75, 40 x 56 = 26-30, 40 x 57 = 26-70, 40 x 58 = 27-25, 40 x 59 = 27-65, 40 x 60 = 28-20, 40 x 61 = 28-60, 40 x 62 = 29-15, 40 x 63 = 29-55, 40 x 64 = 30-10, 40 x 65 = 30-50, 40 x 66 = 31-5, 40 x 67 = 31-45, 40 x 68 = 32-0, 40 x 69 = 32-40, 40 x 70 = 32-80, 40 x 71 = 33-35, 40 x 72 = 33-75, 40 x 73 = 34-30, 40 x 74 = 34-70, 40 x 75 = 35-25, 40 x 76 = 35-65, 40 x 77 = 36-20, 40 x 78 = 36-60, 40 x 79 = 37-15, 40 x 80 = 37-55, 40 x 81 = 38-10, 40 x 82 = 38-50, 40 x 83 = 39-5, 40 x 84 = 39-45, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-38, 41 x 4 = 1-79, 41 x 5 = 2-35, 41 x 6 = 2-76, 41 x 7 = 3-32, 41 x 8 = 3-73, 41 x 9 = 4-29, 41 x 10 = 4-70, 41 x 11 = 5-26, 41 x 12 = 5-67, 41 x 13 = 6-23, 41 x 14 = 6-64, 41 x 15 = 7-20, 41 x 16 = 7-61, 41 x 17 = 8-17, 41 x 18 = 8-58, 41 x 19 = 9-14, 41 x 20 = 9-55, 41 x 21 = 10-11, 41 x 22 = 10-52, 41 x 23 = 11-8, 41 x 24 = 11-49, 41 x 25 = 12-5, 41 x 26 = 12-46, 41 x 27 = 13-2, 41 x 28 = 13-43, 41 x 29 = 13-84, 41 x 30 = 14-40, 41 x 31 = 14-81, 41 x 32 = 15-37, 41 x 33 = 15-78, 41 x 34 = 16-34, 41 x 35 = 16-75, 41 x 36 = 17-31, 41 x 37 = 17-72, 41 x 38 = 18-28, 41 x 39 = 18-69, 41 x 40 = 19-25, 41 x 41 = 19-66, 41 x 42 = 20-22, 41 x 43 = 20-63, 41 x 44 = 21-19, 41 x 45 = 21-60, 41 x 46 = 22-16, 41 x 47 = 22-57, 41 x 48 = 23-13, 41 x 49 = 23-54, 41 x 50 = 24-10, 41 x 51 = 24-51, 41 x 52 = 25-7, 41 x 53 = 25-48, 41 x 54 = 26-4, 41 x 55 = 26-45, 41 x 56 = 27-1, 41 x 57 = 27-42, 41 x 58 = 27-83, 41 x 59 = 28-39, 41 x 60 = 28-80, 41 x 61 = 29-36, 41 x 62 = 29-77, 41 x 63 = 30-33, 41 x 64 = 30-74, 41 x 65 = 31-30, 41 x 66 = 31-71, 41 x 67 = 32-27, 41 x 68 = 32-68, 41 x 69 = 33-24, 41 x 70 = 33-65, 41 x 71 = 34-21, 41 x 72 = 34-62, 41 x 73 = 35-18, 41 x 74 = 35-59, 41 x 75 = 36-15, 41 x 76 = 36-56, 41 x 77 = 37-12, 41 x 78 = 37-53, 41 x 79 = 38-9, 41 x 80 = 38-50, 41 x 81 = 39-6, 41 x 82 = 39-47, 41 x 83 = 40-3, 41 x 84 = 40-44, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-41, 42 x 4 = 1-83, 42 x 5 = 2-40, 42 x 6 = 2-82, 42 x 7 = 3-39, 42 x 8 = 3-81, 42 x 9 = 4-38, 42 x 10 = 4-80, 42 x 11 = 5-37, 42 x 12 = 5-79, 42 x 13 = 6-36, 42 x 14 = 6-78, 42 x 15 = 7-35, 42 x 16 = 7-77, 42 x 17 = 8-34, 42 x 18 = 8-76, 42 x 19 = 9-33, 42 x 20 = 9-75, 42 x 21 = 10-32, 42 x 22 = 10-74, 42 x 23 = 11-31, 42 x 24 = 11-73, 42 x 25 = 12-30, 42 x 26 = 12-72, 42 x 27 = 13-29, 42 x 28 = 13-71, 42 x 29 = 14-28, 42 x 30 = 14-70, 42 x 31 = 15-27, 42 x 32 = 15-69, 42 x 33 = 16-26, 42 x 34 = 16-68, 42 x 35 = 17-25, 42 x 36 = 17-67, 42 x 37 = 18-24, 42 x 38 = 18-66, 42 x 39 = 19-23, 42 x 40 = 19-65, 42 x 41 = 20-22, 42 x 42 = 20-64, 42 x 43 = 21-21, 42 x 44 = 21-63, 42 x 45 = 22-20, 42 x 46 = 22-62, 42 x 47 = 23-19, 42 x 48 = 23-61, 42 x 49 = 24-18, 42 x 50 = 24-60, 42 x 51 = 25-17, 42 x 52 = 25-59, 42 x 53 = 26-16, 42 x 54 = 26-58, 42 x 55 = 27-15, 42 x 56 = 27-57, 42 x 57 = 28-14, 42 x 58 = 28-56, 42 x 59 = 29-13, 42 x 60 = 29-55, 42 x 61 = 30-12, 42 x 62 = 30-54, 42 x 63 = 31-11, 42 x 64 = 31-53, 42 x 65 = 32-10, 42 x 66 = 32-52, 42 x 67 = 33-9, 42 x 68 = 33-51, 42 x 69 = 34-8, 42 x 70 = 34-50, 42 x 71 = 35-7, 42 x 72 = 35-49, 42 x 73 = 36-6, 42 x 74 = 36-48, 42 x 75 = 37-5, 42 x 76 = 37-47, 42 x 77 = 38-4, 42 x 78 = 38-46, 42 x 79 = 39-3, 42 x 80 = 39-45, 42 x 81 = 40-2, 42 x 82 = 40-44, 42 x 83 = 41-1, 42 x 84 = 41-43, 
43 x 1 = 0-43, 43 x 2 = 1-1, 43 x 3 = 1-44, 43 x 4 = 2-2, 43 x 5 = 2-45, 43 x 6 = 3-3, 43 x 7 = 3-46, 43 x 8 = 4-4, 43 x 9 = 4-47, 43 x 10 = 5-5, 43 x 11 = 5-48, 43 x 12 = 6-6, 43 x 13 = 6-49, 43 x 14 = 7-7, 43 x 15 = 7-50, 43 x 16 = 8-8, 43 x 17 = 8-51, 43 x 18 = 9-9, 43 x 19 = 9-52, 43 x 20 = 10-10, 43 x 21 = 10-53, 43 x 22 = 11-11, 43 x 23 = 11-54, 43 x 24 = 12-12, 43 x 25 = 12-55, 43 x 26 = 13-13, 43 x 27 = 13-56, 43 x 28 = 14-14, 43 x 29 = 14-57, 43 x 30 = 15-15, 43 x 31 = 15-58, 43 x 32 = 16-16, 43 x 33 = 16-59, 43 x 34 = 17-17, 43 x 35 = 17-60, 43 x 36 = 18-18, 43 x 37 = 18-61, 43 x 38 = 19-19, 43 x 39 = 19-62, 43 x 40 = 20-20, 43 x 41 = 20-63, 43 x 42 = 21-21, 43 x 43 = 21-64, 43 x 44 = 22-22, 43 x 45 = 22-65, 43 x 46 = 23-23, 43 x 47 = 23-66, 43 x 48 = 24-24, 43 x 49 = 24-67, 43 x 50 = 25-25, 43 x 51 = 25-68, 43 x 52 = 26-26, 43 x 53 = 26-69, 43 x 54 = 27-27, 43 x 55 = 27-70, 43 x 56 = 28-28, 43 x 57 = 28-71, 43 x 58 = 29-29, 43 x 59 = 29-72, 43 x 60 = 30-30, 43 x 61 = 30-73, 43 x 62 = 31-31, 43 x 63 = 31-74, 43 x 64 = 32-32, 43 x 65 = 32-75, 43 x 66 = 33-33, 43 x 67 = 33-76, 43 x 68 = 34-34, 43 x 69 = 34-77, 43 x 70 = 35-35, 43 x 71 = 35-78, 43 x 72 = 36-36, 43 x 73 = 36-79, 43 x 74 = 37-37, 43 x 75 = 37-80, 43 x 76 = 38-38, 43 x 77 = 38-81, 43 x 78 = 39-39, 43 x 79 = 39-82, 43 x 80 = 40-40, 43 x 81 = 40-83, 43 x 82 = 41-41, 43 x 83 = 41-84, 43 x 84 = 42-42, 
44 x 1 = 0-44, 44 x 2 = 1-3, 44 x 3 = 1-47, 44 x 4 = 2-6, 44 x 5 = 2-50, 44 x 6 = 3-9, 44 x 7 = 3-53, 44 x 8 = 4-12, 44 x 9 = 4-56, 44 x 10 = 5-15, 44 x 11 = 5-59, 44 x 12 = 6-18, 44 x 13 = 6-62, 44 x 14 = 7-21, 44 x 15 = 7-65, 44 x 16 = 8-24, 44 x 17 = 8-68, 44 x 18 = 9-27, 44 x 19 = 9-71, 44 x 20 = 10-30, 44 x 21 = 10-74, 44 x 22 = 11-33, 44 x 23 = 11-77, 44 x 24 = 12-36, 44 x 25 = 12-80, 44 x 26 = 13-39, 44 x 27 = 13-83, 44 x 28 = 14-42, 44 x 29 = 15-1, 44 x 30 = 15-45, 44 x 31 = 16-4, 44 x 32 = 16-48, 44 x 33 = 17-7, 44 x 34 = 17-51, 44 x 35 = 18-10, 44 x 36 = 18-54, 44 x 37 = 19-13, 44 x 38 = 19-57, 44 x 39 = 20-16, 44 x 40 = 20-60, 44 x 41 = 21-19, 44 x 42 = 21-63, 44 x 43 = 22-22, 44 x 44 = 22-66, 44 x 45 = 23-25, 44 x 46 = 23-69, 44 x 47 = 24-28, 44 x 48 = 24-72, 44 x 49 = 25-31, 44 x 50 = 25-75, 44 x 51 = 26-34, 44 x 52 = 26-78, 44 x 53 = 27-37, 44 x 54 = 27-81, 44 x 55 = 28-40, 44 x 56 = 28-84, 44 x 57 = 29-43, 44 x 58 = 30-2, 44 x 59 = 30-46, 44 x 60 = 31-5, 44 x 61 = 31-49, 44 x 62 = 32-8, 44 x 63 = 32-52, 44 x 64 = 33-11, 44 x 65 = 33-55, 44 x 66 = 34-14, 44 x 67 = 34-58, 44 x 68 = 35-17, 44 x 69 = 35-61, 44 x 70 = 36-20, 44 x 71 = 36-64, 44 x 72 = 37-23, 44 x 73 = 37-67, 44 x 74 = 38-26, 44 x 75 = 38-70, 44 x 76 = 39-29, 44 x 77 = 39-73, 44 x 78 = 40-32, 44 x 79 = 40-76, 44 x 80 = 41-35, 44 x 81 = 41-79, 44 x 82 = 42-38, 44 x 83 = 42-82, 44 x 84 = 43-41, 
45 x 1 = 0-45, 45 x 2 = 1-5, 45 x 3 = 1-50, 45 x 4 = 2-10, 45 x 5 = 2-55, 45 x 6 = 3-15, 45 x 7 = 3-60, 45 x 8 = 4-20, 45 x 9 = 4-65, 45 x 10 = 5-25, 45 x 11 = 5-70, 45 x 12 = 6-30, 45 x 13 = 6-75, 45 x 14 = 7-35, 45 x 15 = 7-80, 45 x 16 = 8-40, 45 x 17 = 9-0, 45 x 18 = 9-45, 45 x 19 = 10-5, 45 x 20 = 10-50, 45 x 21 = 11-10, 45 x 22 = 11-55, 45 x 23 = 12-15, 45 x 24 = 12-60, 45 x 25 = 13-20, 45 x 26 = 13-65, 45 x 27 = 14-25, 45 x 28 = 14-70, 45 x 29 = 15-30, 45 x 30 = 15-75, 45 x 31 = 16-35, 45 x 32 = 16-80, 45 x 33 = 17-40, 45 x 34 = 18-0, 45 x 35 = 18-45, 45 x 36 = 19-5, 45 x 37 = 19-50, 45 x 38 = 20-10, 45 x 39 = 20-55, 45 x 40 = 21-15, 45 x 41 = 21-60, 45 x 42 = 22-20, 45 x 43 = 22-65, 45 x 44 = 23-25, 45 x 45 = 23-70, 45 x 46 = 24-30, 45 x 47 = 24-75, 45 x 48 = 25-35, 45 x 49 = 25-80, 45 x 50 = 26-40, 45 x 51 = 27-0, 45 x 52 = 27-45, 45 x 53 = 28-5, 45 x 54 = 28-50, 45 x 55 = 29-10, 45 x 56 = 29-55, 45 x 57 = 30-15, 45 x 58 = 30-60, 45 x 59 = 31-20, 45 x 60 = 31-65, 45 x 61 = 32-25, 45 x 62 = 32-70, 45 x 63 = 33-30, 45 x 64 = 33-75, 45 x 65 = 34-35, 45 x 66 = 34-80, 45 x 67 = 35-40, 45 x 68 = 36-0, 45 x 69 = 36-45, 45 x 70 = 37-5, 45 x 71 = 37-50, 45 x 72 = 38-10, 45 x 73 = 38-55, 45 x 74 = 39-15, 45 x 75 = 39-60, 45 x 76 = 40-20, 45 x 77 = 40-65, 45 x 78 = 41-25, 45 x 79 = 41-70, 45 x 80 = 42-30, 45 x 81 = 42-75, 45 x 82 = 43-35, 45 x 83 = 43-80, 45 x 84 = 44-40, 
46 x 1 = 0-46, 46 x 2 = 1-7, 46 x 3 = 1-53, 46 x 4 = 2-14, 46 x 5 = 2-60, 46 x 6 = 3-21, 46 x 7 = 3-67, 46 x 8 = 4-28, 46 x 9 = 4-74, 46 x 10 = 5-35, 46 x 11 = 5-81, 46 x 12 = 6-42, 46 x 13 = 7-3, 46 x 14 = 7-49, 46 x 15 = 8-10, 46 x 16 = 8-56, 46 x 17 = 9-17, 46 x 18 = 9-63, 46 x 19 = 10-24, 46 x 20 = 10-70, 46 x 21 = 11-31, 46 x 22 = 11-77, 46 x 23 = 12-38, 46 x 24 = 12-84, 46 x 25 = 13-45, 46 x 26 = 14-6, 46 x 27 = 14-52, 46 x 28 = 15-13, 46 x 29 = 15-59, 46 x 30 = 16-20, 46 x 31 = 16-66, 46 x 32 = 17-27, 46 x 33 = 17-73, 46 x 34 = 18-34, 46 x 35 = 18-80, 46 x 36 = 19-41, 46 x 37 = 20-2, 46 x 38 = 20-48, 46 x 39 = 21-9, 46 x 40 = 21-55, 46 x 41 = 22-16, 46 x 42 = 22-62, 46 x 43 = 23-23, 46 x 44 = 23-69, 46 x 45 = 24-30, 46 x 46 = 24-76, 46 x 47 = 25-37, 46 x 48 = 25-83, 46 x 49 = 26-44, 46 x 50 = 27-5, 46 x 51 = 27-51, 46 x 52 = 28-12, 46 x 53 = 28-58, 46 x 54 = 29-19, 46 x 55 = 29-65, 46 x 56 = 30-26, 46 x 57 = 30-72, 46 x 58 = 31-33, 46 x 59 = 31-79, 46 x 60 = 32-40, 46 x 61 = 33-1, 46 x 62 = 33-47, 46 x 63 = 34-8, 46 x 64 = 34-54, 46 x 65 = 35-15, 46 x 66 = 35-61, 46 x 67 = 36-22, 46 x 68 = 36-68, 46 x 69 = 37-29, 46 x 70 = 37-75, 46 x 71 = 38-36, 46 x 72 = 38-82, 46 x 73 = 39-43, 46 x 74 = 40-4, 46 x 75 = 40-50, 46 x 76 = 41-11, 46 x 77 = 41-57, 46 x 78 = 42-18, 46 x 79 = 42-64, 46 x 80 = 43-25, 46 x 81 = 43-71, 46 x 82 = 44-32, 46 x 83 = 44-78, 46 x 84 = 45-39, 
