33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-7, 33 x 4 = 1-40, 33 x 5 = 1-73, 33 x 6 = 2-14, 33 x 7 = 2-47, 33 x 8 = 2-80, 33 x 9 = 3-21, 33 x 10 = 3-54, 33 x 11 = 3-87, 33 x 12 = 4-28, 33 x 13 = 4-61, 33 x 14 = 5-2, 33 x 15 = 5-35, 33 x 16 = 5-68, 33 x 17 = 6-9, 33 x 18 = 6-42, 33 x 19 = 6-75, 33 x 20 = 7-16, 33 x 21 = 7-49, 33 x 22 = 7-82, 33 x 23 = 8-23, 33 x 24 = 8-56, 33 x 25 = 8-89, 33 x 26 = 9-30, 33 x 27 = 9-63, 33 x 28 = 10-4, 33 x 29 = 10-37, 33 x 30 = 10-70, 33 x 31 = 11-11, 33 x 32 = 11-44, 33 x 33 = 11-77, 33 x 34 = 12-18, 33 x 35 = 12-51, 33 x 36 = 12-84, 33 x 37 = 13-25, 33 x 38 = 13-58, 33 x 39 = 13-91, 33 x 40 = 14-32, 33 x 41 = 14-65, 33 x 42 = 15-6, 33 x 43 = 15-39, 33 x 44 = 15-72, 33 x 45 = 16-13, 33 x 46 = 16-46, 33 x 47 = 16-79, 33 x 48 = 17-20, 33 x 49 = 17-53, 33 x 50 = 17-86, 33 x 51 = 18-27, 33 x 52 = 18-60, 33 x 53 = 19-1, 33 x 54 = 19-34, 33 x 55 = 19-67, 33 x 56 = 20-8, 33 x 57 = 20-41, 33 x 58 = 20-74, 33 x 59 = 21-15, 33 x 60 = 21-48, 33 x 61 = 21-81, 33 x 62 = 22-22, 33 x 63 = 22-55, 33 x 64 = 22-88, 33 x 65 = 23-29, 33 x 66 = 23-62, 33 x 67 = 24-3, 33 x 68 = 24-36, 33 x 69 = 24-69, 33 x 70 = 25-10, 33 x 71 = 25-43, 33 x 72 = 25-76, 33 x 73 = 26-17, 33 x 74 = 26-50, 33 x 75 = 26-83, 33 x 76 = 27-24, 33 x 77 = 27-57, 33 x 78 = 27-90, 33 x 79 = 28-31, 33 x 80 = 28-64, 33 x 81 = 29-5, 33 x 82 = 29-38, 33 x 83 = 29-71, 33 x 84 = 30-12, 33 x 85 = 30-45, 33 x 86 = 30-78, 33 x 87 = 31-19, 33 x 88 = 31-52, 33 x 89 = 31-85, 33 x 90 = 32-26, 33 x 91 = 32-59, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-10, 34 x 4 = 1-44, 34 x 5 = 1-78, 34 x 6 = 2-20, 34 x 7 = 2-54, 34 x 8 = 2-88, 34 x 9 = 3-30, 34 x 10 = 3-64, 34 x 11 = 4-6, 34 x 12 = 4-40, 34 x 13 = 4-74, 34 x 14 = 5-16, 34 x 15 = 5-50, 34 x 16 = 5-84, 34 x 17 = 6-26, 34 x 18 = 6-60, 34 x 19 = 7-2, 34 x 20 = 7-36, 34 x 21 = 7-70, 34 x 22 = 8-12, 34 x 23 = 8-46, 34 x 24 = 8-80, 34 x 25 = 9-22, 34 x 26 = 9-56, 34 x 27 = 9-90, 34 x 28 = 10-32, 34 x 29 = 10-66, 34 x 30 = 11-8, 34 x 31 = 11-42, 34 x 32 = 11-76, 34 x 33 = 12-18, 34 x 34 = 12-52, 34 x 35 = 12-86, 34 x 36 = 13-28, 34 x 37 = 13-62, 34 x 38 = 14-4, 34 x 39 = 14-38, 34 x 40 = 14-72, 34 x 41 = 15-14, 34 x 42 = 15-48, 34 x 43 = 15-82, 34 x 44 = 16-24, 34 x 45 = 16-58, 34 x 46 = 17-0, 34 x 47 = 17-34, 34 x 48 = 17-68, 34 x 49 = 18-10, 34 x 50 = 18-44, 34 x 51 = 18-78, 34 x 52 = 19-20, 34 x 53 = 19-54, 34 x 54 = 19-88, 34 x 55 = 20-30, 34 x 56 = 20-64, 34 x 57 = 21-6, 34 x 58 = 21-40, 34 x 59 = 21-74, 34 x 60 = 22-16, 34 x 61 = 22-50, 34 x 62 = 22-84, 34 x 63 = 23-26, 34 x 64 = 23-60, 34 x 65 = 24-2, 34 x 66 = 24-36, 34 x 67 = 24-70, 34 x 68 = 25-12, 34 x 69 = 25-46, 34 x 70 = 25-80, 34 x 71 = 26-22, 34 x 72 = 26-56, 34 x 73 = 26-90, 34 x 74 = 27-32, 34 x 75 = 27-66, 34 x 76 = 28-8, 34 x 77 = 28-42, 34 x 78 = 28-76, 34 x 79 = 29-18, 34 x 80 = 29-52, 34 x 81 = 29-86, 34 x 82 = 30-28, 34 x 83 = 30-62, 34 x 84 = 31-4, 34 x 85 = 31-38, 34 x 86 = 31-72, 34 x 87 = 32-14, 34 x 88 = 32-48, 34 x 89 = 32-82, 34 x 90 = 33-24, 34 x 91 = 33-58, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-13, 35 x 4 = 1-48, 35 x 5 = 1-83, 35 x 6 = 2-26, 35 x 7 = 2-61, 35 x 8 = 3-4, 35 x 9 = 3-39, 35 x 10 = 3-74, 35 x 11 = 4-17, 35 x 12 = 4-52, 35 x 13 = 4-87, 35 x 14 = 5-30, 35 x 15 = 5-65, 35 x 16 = 6-8, 35 x 17 = 6-43, 35 x 18 = 6-78, 35 x 19 = 7-21, 35 x 20 = 7-56, 35 x 21 = 7-91, 35 x 22 = 8-34, 35 x 23 = 8-69, 35 x 24 = 9-12, 35 x 25 = 9-47, 35 x 26 = 9-82, 35 x 27 = 10-25, 35 x 28 = 10-60, 35 x 29 = 11-3, 35 x 30 = 11-38, 35 x 31 = 11-73, 35 x 32 = 12-16, 35 x 33 = 12-51, 35 x 34 = 12-86, 35 x 35 = 13-29, 35 x 36 = 13-64, 35 x 37 = 14-7, 35 x 38 = 14-42, 35 x 39 = 14-77, 35 x 40 = 15-20, 35 x 41 = 15-55, 35 x 42 = 15-90, 35 x 43 = 16-33, 35 x 44 = 16-68, 35 x 45 = 17-11, 35 x 46 = 17-46, 35 x 47 = 17-81, 35 x 48 = 18-24, 35 x 49 = 18-59, 35 x 50 = 19-2, 35 x 51 = 19-37, 35 x 52 = 19-72, 35 x 53 = 20-15, 35 x 54 = 20-50, 35 x 55 = 20-85, 35 x 56 = 21-28, 35 x 57 = 21-63, 35 x 58 = 22-6, 35 x 59 = 22-41, 35 x 60 = 22-76, 35 x 61 = 23-19, 35 x 62 = 23-54, 35 x 63 = 23-89, 35 x 64 = 24-32, 35 x 65 = 24-67, 35 x 66 = 25-10, 35 x 67 = 25-45, 35 x 68 = 25-80, 35 x 69 = 26-23, 35 x 70 = 26-58, 35 x 71 = 27-1, 35 x 72 = 27-36, 35 x 73 = 27-71, 35 x 74 = 28-14, 35 x 75 = 28-49, 35 x 76 = 28-84, 35 x 77 = 29-27, 35 x 78 = 29-62, 35 x 79 = 30-5, 35 x 80 = 30-40, 35 x 81 = 30-75, 35 x 82 = 31-18, 35 x 83 = 31-53, 35 x 84 = 31-88, 35 x 85 = 32-31, 35 x 86 = 32-66, 35 x 87 = 33-9, 35 x 88 = 33-44, 35 x 89 = 33-79, 35 x 90 = 34-22, 35 x 91 = 34-57, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-16, 36 x 4 = 1-52, 36 x 5 = 1-88, 36 x 6 = 2-32, 36 x 7 = 2-68, 36 x 8 = 3-12, 36 x 9 = 3-48, 36 x 10 = 3-84, 36 x 11 = 4-28, 36 x 12 = 4-64, 36 x 13 = 5-8, 36 x 14 = 5-44, 36 x 15 = 5-80, 36 x 16 = 6-24, 36 x 17 = 6-60, 36 x 18 = 7-4, 36 x 19 = 7-40, 36 x 20 = 7-76, 36 x 21 = 8-20, 36 x 22 = 8-56, 36 x 23 = 9-0, 36 x 24 = 9-36, 36 x 25 = 9-72, 36 x 26 = 10-16, 36 x 27 = 10-52, 36 x 28 = 10-88, 36 x 29 = 11-32, 36 x 30 = 11-68, 36 x 31 = 12-12, 36 x 32 = 12-48, 36 x 33 = 12-84, 36 x 34 = 13-28, 36 x 35 = 13-64, 36 x 36 = 14-8, 36 x 37 = 14-44, 36 x 38 = 14-80, 36 x 39 = 15-24, 36 x 40 = 15-60, 36 x 41 = 16-4, 36 x 42 = 16-40, 36 x 43 = 16-76, 36 x 44 = 17-20, 36 x 45 = 17-56, 36 x 46 = 18-0, 36 x 47 = 18-36, 36 x 48 = 18-72, 36 x 49 = 19-16, 36 x 50 = 19-52, 36 x 51 = 19-88, 36 x 52 = 20-32, 36 x 53 = 20-68, 36 x 54 = 21-12, 36 x 55 = 21-48, 36 x 56 = 21-84, 36 x 57 = 22-28, 36 x 58 = 22-64, 36 x 59 = 23-8, 36 x 60 = 23-44, 36 x 61 = 23-80, 36 x 62 = 24-24, 36 x 63 = 24-60, 36 x 64 = 25-4, 36 x 65 = 25-40, 36 x 66 = 25-76, 36 x 67 = 26-20, 36 x 68 = 26-56, 36 x 69 = 27-0, 36 x 70 = 27-36, 36 x 71 = 27-72, 36 x 72 = 28-16, 36 x 73 = 28-52, 36 x 74 = 28-88, 36 x 75 = 29-32, 36 x 76 = 29-68, 36 x 77 = 30-12, 36 x 78 = 30-48, 36 x 79 = 30-84, 36 x 80 = 31-28, 36 x 81 = 31-64, 36 x 82 = 32-8, 36 x 83 = 32-44, 36 x 84 = 32-80, 36 x 85 = 33-24, 36 x 86 = 33-60, 36 x 87 = 34-4, 36 x 88 = 34-40, 36 x 89 = 34-76, 36 x 90 = 35-20, 36 x 91 = 35-56, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-19, 37 x 4 = 1-56, 37 x 5 = 2-1, 37 x 6 = 2-38, 37 x 7 = 2-75, 37 x 8 = 3-20, 37 x 9 = 3-57, 37 x 10 = 4-2, 37 x 11 = 4-39, 37 x 12 = 4-76, 37 x 13 = 5-21, 37 x 14 = 5-58, 37 x 15 = 6-3, 37 x 16 = 6-40, 37 x 17 = 6-77, 37 x 18 = 7-22, 37 x 19 = 7-59, 37 x 20 = 8-4, 37 x 21 = 8-41, 37 x 22 = 8-78, 37 x 23 = 9-23, 37 x 24 = 9-60, 37 x 25 = 10-5, 37 x 26 = 10-42, 37 x 27 = 10-79, 37 x 28 = 11-24, 37 x 29 = 11-61, 37 x 30 = 12-6, 37 x 31 = 12-43, 37 x 32 = 12-80, 37 x 33 = 13-25, 37 x 34 = 13-62, 37 x 35 = 14-7, 37 x 36 = 14-44, 37 x 37 = 14-81, 37 x 38 = 15-26, 37 x 39 = 15-63, 37 x 40 = 16-8, 37 x 41 = 16-45, 37 x 42 = 16-82, 37 x 43 = 17-27, 37 x 44 = 17-64, 37 x 45 = 18-9, 37 x 46 = 18-46, 37 x 47 = 18-83, 37 x 48 = 19-28, 37 x 49 = 19-65, 37 x 50 = 20-10, 37 x 51 = 20-47, 37 x 52 = 20-84, 37 x 53 = 21-29, 37 x 54 = 21-66, 37 x 55 = 22-11, 37 x 56 = 22-48, 37 x 57 = 22-85, 37 x 58 = 23-30, 37 x 59 = 23-67, 37 x 60 = 24-12, 37 x 61 = 24-49, 37 x 62 = 24-86, 37 x 63 = 25-31, 37 x 64 = 25-68, 37 x 65 = 26-13, 37 x 66 = 26-50, 37 x 67 = 26-87, 37 x 68 = 27-32, 37 x 69 = 27-69, 37 x 70 = 28-14, 37 x 71 = 28-51, 37 x 72 = 28-88, 37 x 73 = 29-33, 37 x 74 = 29-70, 37 x 75 = 30-15, 37 x 76 = 30-52, 37 x 77 = 30-89, 37 x 78 = 31-34, 37 x 79 = 31-71, 37 x 80 = 32-16, 37 x 81 = 32-53, 37 x 82 = 32-90, 37 x 83 = 33-35, 37 x 84 = 33-72, 37 x 85 = 34-17, 37 x 86 = 34-54, 37 x 87 = 34-91, 37 x 88 = 35-36, 37 x 89 = 35-73, 37 x 90 = 36-18, 37 x 91 = 36-55, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-22, 38 x 4 = 1-60, 38 x 5 = 2-6, 38 x 6 = 2-44, 38 x 7 = 2-82, 38 x 8 = 3-28, 38 x 9 = 3-66, 38 x 10 = 4-12, 38 x 11 = 4-50, 38 x 12 = 4-88, 38 x 13 = 5-34, 38 x 14 = 5-72, 38 x 15 = 6-18, 38 x 16 = 6-56, 38 x 17 = 7-2, 38 x 18 = 7-40, 38 x 19 = 7-78, 38 x 20 = 8-24, 38 x 21 = 8-62, 38 x 22 = 9-8, 38 x 23 = 9-46, 38 x 24 = 9-84, 38 x 25 = 10-30, 38 x 26 = 10-68, 38 x 27 = 11-14, 38 x 28 = 11-52, 38 x 29 = 11-90, 38 x 30 = 12-36, 38 x 31 = 12-74, 38 x 32 = 13-20, 38 x 33 = 13-58, 38 x 34 = 14-4, 38 x 35 = 14-42, 38 x 36 = 14-80, 38 x 37 = 15-26, 38 x 38 = 15-64, 38 x 39 = 16-10, 38 x 40 = 16-48, 38 x 41 = 16-86, 38 x 42 = 17-32, 38 x 43 = 17-70, 38 x 44 = 18-16, 38 x 45 = 18-54, 38 x 46 = 19-0, 38 x 47 = 19-38, 38 x 48 = 19-76, 38 x 49 = 20-22, 38 x 50 = 20-60, 38 x 51 = 21-6, 38 x 52 = 21-44, 38 x 53 = 21-82, 38 x 54 = 22-28, 38 x 55 = 22-66, 38 x 56 = 23-12, 38 x 57 = 23-50, 38 x 58 = 23-88, 38 x 59 = 24-34, 38 x 60 = 24-72, 38 x 61 = 25-18, 38 x 62 = 25-56, 38 x 63 = 26-2, 38 x 64 = 26-40, 38 x 65 = 26-78, 38 x 66 = 27-24, 38 x 67 = 27-62, 38 x 68 = 28-8, 38 x 69 = 28-46, 38 x 70 = 28-84, 38 x 71 = 29-30, 38 x 72 = 29-68, 38 x 73 = 30-14, 38 x 74 = 30-52, 38 x 75 = 30-90, 38 x 76 = 31-36, 38 x 77 = 31-74, 38 x 78 = 32-20, 38 x 79 = 32-58, 38 x 80 = 33-4, 38 x 81 = 33-42, 38 x 82 = 33-80, 38 x 83 = 34-26, 38 x 84 = 34-64, 38 x 85 = 35-10, 38 x 86 = 35-48, 38 x 87 = 35-86, 38 x 88 = 36-32, 38 x 89 = 36-70, 38 x 90 = 37-16, 38 x 91 = 37-54, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-25, 39 x 4 = 1-64, 39 x 5 = 2-11, 39 x 6 = 2-50, 39 x 7 = 2-89, 39 x 8 = 3-36, 39 x 9 = 3-75, 39 x 10 = 4-22, 39 x 11 = 4-61, 39 x 12 = 5-8, 39 x 13 = 5-47, 39 x 14 = 5-86, 39 x 15 = 6-33, 39 x 16 = 6-72, 39 x 17 = 7-19, 39 x 18 = 7-58, 39 x 19 = 8-5, 39 x 20 = 8-44, 39 x 21 = 8-83, 39 x 22 = 9-30, 39 x 23 = 9-69, 39 x 24 = 10-16, 39 x 25 = 10-55, 39 x 26 = 11-2, 39 x 27 = 11-41, 39 x 28 = 11-80, 39 x 29 = 12-27, 39 x 30 = 12-66, 39 x 31 = 13-13, 39 x 32 = 13-52, 39 x 33 = 13-91, 39 x 34 = 14-38, 39 x 35 = 14-77, 39 x 36 = 15-24, 39 x 37 = 15-63, 39 x 38 = 16-10, 39 x 39 = 16-49, 39 x 40 = 16-88, 39 x 41 = 17-35, 39 x 42 = 17-74, 39 x 43 = 18-21, 39 x 44 = 18-60, 39 x 45 = 19-7, 39 x 46 = 19-46, 39 x 47 = 19-85, 39 x 48 = 20-32, 39 x 49 = 20-71, 39 x 50 = 21-18, 39 x 51 = 21-57, 39 x 52 = 22-4, 39 x 53 = 22-43, 39 x 54 = 22-82, 39 x 55 = 23-29, 39 x 56 = 23-68, 39 x 57 = 24-15, 39 x 58 = 24-54, 39 x 59 = 25-1, 39 x 60 = 25-40, 39 x 61 = 25-79, 39 x 62 = 26-26, 39 x 63 = 26-65, 39 x 64 = 27-12, 39 x 65 = 27-51, 39 x 66 = 27-90, 39 x 67 = 28-37, 39 x 68 = 28-76, 39 x 69 = 29-23, 39 x 70 = 29-62, 39 x 71 = 30-9, 39 x 72 = 30-48, 39 x 73 = 30-87, 39 x 74 = 31-34, 39 x 75 = 31-73, 39 x 76 = 32-20, 39 x 77 = 32-59, 39 x 78 = 33-6, 39 x 79 = 33-45, 39 x 80 = 33-84, 39 x 81 = 34-31, 39 x 82 = 34-70, 39 x 83 = 35-17, 39 x 84 = 35-56, 39 x 85 = 36-3, 39 x 86 = 36-42, 39 x 87 = 36-81, 39 x 88 = 37-28, 39 x 89 = 37-67, 39 x 90 = 38-14, 39 x 91 = 38-53, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-28, 40 x 4 = 1-68, 40 x 5 = 2-16, 40 x 6 = 2-56, 40 x 7 = 3-4, 40 x 8 = 3-44, 40 x 9 = 3-84, 40 x 10 = 4-32, 40 x 11 = 4-72, 40 x 12 = 5-20, 40 x 13 = 5-60, 40 x 14 = 6-8, 40 x 15 = 6-48, 40 x 16 = 6-88, 40 x 17 = 7-36, 40 x 18 = 7-76, 40 x 19 = 8-24, 40 x 20 = 8-64, 40 x 21 = 9-12, 40 x 22 = 9-52, 40 x 23 = 10-0, 40 x 24 = 10-40, 40 x 25 = 10-80, 40 x 26 = 11-28, 40 x 27 = 11-68, 40 x 28 = 12-16, 40 x 29 = 12-56, 40 x 30 = 13-4, 40 x 31 = 13-44, 40 x 32 = 13-84, 40 x 33 = 14-32, 40 x 34 = 14-72, 40 x 35 = 15-20, 40 x 36 = 15-60, 40 x 37 = 16-8, 40 x 38 = 16-48, 40 x 39 = 16-88, 40 x 40 = 17-36, 40 x 41 = 17-76, 40 x 42 = 18-24, 40 x 43 = 18-64, 40 x 44 = 19-12, 40 x 45 = 19-52, 40 x 46 = 20-0, 40 x 47 = 20-40, 40 x 48 = 20-80, 40 x 49 = 21-28, 40 x 50 = 21-68, 40 x 51 = 22-16, 40 x 52 = 22-56, 40 x 53 = 23-4, 40 x 54 = 23-44, 40 x 55 = 23-84, 40 x 56 = 24-32, 40 x 57 = 24-72, 40 x 58 = 25-20, 40 x 59 = 25-60, 40 x 60 = 26-8, 40 x 61 = 26-48, 40 x 62 = 26-88, 40 x 63 = 27-36, 40 x 64 = 27-76, 40 x 65 = 28-24, 40 x 66 = 28-64, 40 x 67 = 29-12, 40 x 68 = 29-52, 40 x 69 = 30-0, 40 x 70 = 30-40, 40 x 71 = 30-80, 40 x 72 = 31-28, 40 x 73 = 31-68, 40 x 74 = 32-16, 40 x 75 = 32-56, 40 x 76 = 33-4, 40 x 77 = 33-44, 40 x 78 = 33-84, 40 x 79 = 34-32, 40 x 80 = 34-72, 40 x 81 = 35-20, 40 x 82 = 35-60, 40 x 83 = 36-8, 40 x 84 = 36-48, 40 x 85 = 36-88, 40 x 86 = 37-36, 40 x 87 = 37-76, 40 x 88 = 38-24, 40 x 89 = 38-64, 40 x 90 = 39-12, 40 x 91 = 39-52, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-31, 41 x 4 = 1-72, 41 x 5 = 2-21, 41 x 6 = 2-62, 41 x 7 = 3-11, 41 x 8 = 3-52, 41 x 9 = 4-1, 41 x 10 = 4-42, 41 x 11 = 4-83, 41 x 12 = 5-32, 41 x 13 = 5-73, 41 x 14 = 6-22, 41 x 15 = 6-63, 41 x 16 = 7-12, 41 x 17 = 7-53, 41 x 18 = 8-2, 41 x 19 = 8-43, 41 x 20 = 8-84, 41 x 21 = 9-33, 41 x 22 = 9-74, 41 x 23 = 10-23, 41 x 24 = 10-64, 41 x 25 = 11-13, 41 x 26 = 11-54, 41 x 27 = 12-3, 41 x 28 = 12-44, 41 x 29 = 12-85, 41 x 30 = 13-34, 41 x 31 = 13-75, 41 x 32 = 14-24, 41 x 33 = 14-65, 41 x 34 = 15-14, 41 x 35 = 15-55, 41 x 36 = 16-4, 41 x 37 = 16-45, 41 x 38 = 16-86, 41 x 39 = 17-35, 41 x 40 = 17-76, 41 x 41 = 18-25, 41 x 42 = 18-66, 41 x 43 = 19-15, 41 x 44 = 19-56, 41 x 45 = 20-5, 41 x 46 = 20-46, 41 x 47 = 20-87, 41 x 48 = 21-36, 41 x 49 = 21-77, 41 x 50 = 22-26, 41 x 51 = 22-67, 41 x 52 = 23-16, 41 x 53 = 23-57, 41 x 54 = 24-6, 41 x 55 = 24-47, 41 x 56 = 24-88, 41 x 57 = 25-37, 41 x 58 = 25-78, 41 x 59 = 26-27, 41 x 60 = 26-68, 41 x 61 = 27-17, 41 x 62 = 27-58, 41 x 63 = 28-7, 41 x 64 = 28-48, 41 x 65 = 28-89, 41 x 66 = 29-38, 41 x 67 = 29-79, 41 x 68 = 30-28, 41 x 69 = 30-69, 41 x 70 = 31-18, 41 x 71 = 31-59, 41 x 72 = 32-8, 41 x 73 = 32-49, 41 x 74 = 32-90, 41 x 75 = 33-39, 41 x 76 = 33-80, 41 x 77 = 34-29, 41 x 78 = 34-70, 41 x 79 = 35-19, 41 x 80 = 35-60, 41 x 81 = 36-9, 41 x 82 = 36-50, 41 x 83 = 36-91, 41 x 84 = 37-40, 41 x 85 = 37-81, 41 x 86 = 38-30, 41 x 87 = 38-71, 41 x 88 = 39-20, 41 x 89 = 39-61, 41 x 90 = 40-10, 41 x 91 = 40-51, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-34, 42 x 4 = 1-76, 42 x 5 = 2-26, 42 x 6 = 2-68, 42 x 7 = 3-18, 42 x 8 = 3-60, 42 x 9 = 4-10, 42 x 10 = 4-52, 42 x 11 = 5-2, 42 x 12 = 5-44, 42 x 13 = 5-86, 42 x 14 = 6-36, 42 x 15 = 6-78, 42 x 16 = 7-28, 42 x 17 = 7-70, 42 x 18 = 8-20, 42 x 19 = 8-62, 42 x 20 = 9-12, 42 x 21 = 9-54, 42 x 22 = 10-4, 42 x 23 = 10-46, 42 x 24 = 10-88, 42 x 25 = 11-38, 42 x 26 = 11-80, 42 x 27 = 12-30, 42 x 28 = 12-72, 42 x 29 = 13-22, 42 x 30 = 13-64, 42 x 31 = 14-14, 42 x 32 = 14-56, 42 x 33 = 15-6, 42 x 34 = 15-48, 42 x 35 = 15-90, 42 x 36 = 16-40, 42 x 37 = 16-82, 42 x 38 = 17-32, 42 x 39 = 17-74, 42 x 40 = 18-24, 42 x 41 = 18-66, 42 x 42 = 19-16, 42 x 43 = 19-58, 42 x 44 = 20-8, 42 x 45 = 20-50, 42 x 46 = 21-0, 42 x 47 = 21-42, 42 x 48 = 21-84, 42 x 49 = 22-34, 42 x 50 = 22-76, 42 x 51 = 23-26, 42 x 52 = 23-68, 42 x 53 = 24-18, 42 x 54 = 24-60, 42 x 55 = 25-10, 42 x 56 = 25-52, 42 x 57 = 26-2, 42 x 58 = 26-44, 42 x 59 = 26-86, 42 x 60 = 27-36, 42 x 61 = 27-78, 42 x 62 = 28-28, 42 x 63 = 28-70, 42 x 64 = 29-20, 42 x 65 = 29-62, 42 x 66 = 30-12, 42 x 67 = 30-54, 42 x 68 = 31-4, 42 x 69 = 31-46, 42 x 70 = 31-88, 42 x 71 = 32-38, 42 x 72 = 32-80, 42 x 73 = 33-30, 42 x 74 = 33-72, 42 x 75 = 34-22, 42 x 76 = 34-64, 42 x 77 = 35-14, 42 x 78 = 35-56, 42 x 79 = 36-6, 42 x 80 = 36-48, 42 x 81 = 36-90, 42 x 82 = 37-40, 42 x 83 = 37-82, 42 x 84 = 38-32, 42 x 85 = 38-74, 42 x 86 = 39-24, 42 x 87 = 39-66, 42 x 88 = 40-16, 42 x 89 = 40-58, 42 x 90 = 41-8, 42 x 91 = 41-50, 
43 x 1 = 0-43, 43 x 2 = 0-86, 43 x 3 = 1-37, 43 x 4 = 1-80, 43 x 5 = 2-31, 43 x 6 = 2-74, 43 x 7 = 3-25, 43 x 8 = 3-68, 43 x 9 = 4-19, 43 x 10 = 4-62, 43 x 11 = 5-13, 43 x 12 = 5-56, 43 x 13 = 6-7, 43 x 14 = 6-50, 43 x 15 = 7-1, 43 x 16 = 7-44, 43 x 17 = 7-87, 43 x 18 = 8-38, 43 x 19 = 8-81, 43 x 20 = 9-32, 43 x 21 = 9-75, 43 x 22 = 10-26, 43 x 23 = 10-69, 43 x 24 = 11-20, 43 x 25 = 11-63, 43 x 26 = 12-14, 43 x 27 = 12-57, 43 x 28 = 13-8, 43 x 29 = 13-51, 43 x 30 = 14-2, 43 x 31 = 14-45, 43 x 32 = 14-88, 43 x 33 = 15-39, 43 x 34 = 15-82, 43 x 35 = 16-33, 43 x 36 = 16-76, 43 x 37 = 17-27, 43 x 38 = 17-70, 43 x 39 = 18-21, 43 x 40 = 18-64, 43 x 41 = 19-15, 43 x 42 = 19-58, 43 x 43 = 20-9, 43 x 44 = 20-52, 43 x 45 = 21-3, 43 x 46 = 21-46, 43 x 47 = 21-89, 43 x 48 = 22-40, 43 x 49 = 22-83, 43 x 50 = 23-34, 43 x 51 = 23-77, 43 x 52 = 24-28, 43 x 53 = 24-71, 43 x 54 = 25-22, 43 x 55 = 25-65, 43 x 56 = 26-16, 43 x 57 = 26-59, 43 x 58 = 27-10, 43 x 59 = 27-53, 43 x 60 = 28-4, 43 x 61 = 28-47, 43 x 62 = 28-90, 43 x 63 = 29-41, 43 x 64 = 29-84, 43 x 65 = 30-35, 43 x 66 = 30-78, 43 x 67 = 31-29, 43 x 68 = 31-72, 43 x 69 = 32-23, 43 x 70 = 32-66, 43 x 71 = 33-17, 43 x 72 = 33-60, 43 x 73 = 34-11, 43 x 74 = 34-54, 43 x 75 = 35-5, 43 x 76 = 35-48, 43 x 77 = 35-91, 43 x 78 = 36-42, 43 x 79 = 36-85, 43 x 80 = 37-36, 43 x 81 = 37-79, 43 x 82 = 38-30, 43 x 83 = 38-73, 43 x 84 = 39-24, 43 x 85 = 39-67, 43 x 86 = 40-18, 43 x 87 = 40-61, 43 x 88 = 41-12, 43 x 89 = 41-55, 43 x 90 = 42-6, 43 x 91 = 42-49, 
