26 x 1 = 0-26, 26 x 2 = 1-9, 26 x 3 = 1-35, 26 x 4 = 2-18, 26 x 5 = 3-1, 26 x 6 = 3-27, 26 x 7 = 4-10, 26 x 8 = 4-36, 26 x 9 = 5-19, 26 x 10 = 6-2, 26 x 11 = 6-28, 26 x 12 = 7-11, 26 x 13 = 7-37, 26 x 14 = 8-20, 26 x 15 = 9-3, 26 x 16 = 9-29, 26 x 17 = 10-12, 26 x 18 = 10-38, 26 x 19 = 11-21, 26 x 20 = 12-4, 26 x 21 = 12-30, 26 x 22 = 13-13, 26 x 23 = 13-39, 26 x 24 = 14-22, 26 x 25 = 15-5, 26 x 26 = 15-31, 26 x 27 = 16-14, 26 x 28 = 16-40, 26 x 29 = 17-23, 26 x 30 = 18-6, 26 x 31 = 18-32, 26 x 32 = 19-15, 26 x 33 = 19-41, 26 x 34 = 20-24, 26 x 35 = 21-7, 26 x 36 = 21-33, 26 x 37 = 22-16, 26 x 38 = 22-42, 26 x 39 = 23-25, 26 x 40 = 24-8, 26 x 41 = 24-34, 26 x 42 = 25-17, 
27 x 1 = 0-27, 27 x 2 = 1-11, 27 x 3 = 1-38, 27 x 4 = 2-22, 27 x 5 = 3-6, 27 x 6 = 3-33, 27 x 7 = 4-17, 27 x 8 = 5-1, 27 x 9 = 5-28, 27 x 10 = 6-12, 27 x 11 = 6-39, 27 x 12 = 7-23, 27 x 13 = 8-7, 27 x 14 = 8-34, 27 x 15 = 9-18, 27 x 16 = 10-2, 27 x 17 = 10-29, 27 x 18 = 11-13, 27 x 19 = 11-40, 27 x 20 = 12-24, 27 x 21 = 13-8, 27 x 22 = 13-35, 27 x 23 = 14-19, 27 x 24 = 15-3, 27 x 25 = 15-30, 27 x 26 = 16-14, 27 x 27 = 16-41, 27 x 28 = 17-25, 27 x 29 = 18-9, 27 x 30 = 18-36, 27 x 31 = 19-20, 27 x 32 = 20-4, 27 x 33 = 20-31, 27 x 34 = 21-15, 27 x 35 = 21-42, 27 x 36 = 22-26, 27 x 37 = 23-10, 27 x 38 = 23-37, 27 x 39 = 24-21, 27 x 40 = 25-5, 27 x 41 = 25-32, 27 x 42 = 26-16, 
28 x 1 = 0-28, 28 x 2 = 1-13, 28 x 3 = 1-41, 28 x 4 = 2-26, 28 x 5 = 3-11, 28 x 6 = 3-39, 28 x 7 = 4-24, 28 x 8 = 5-9, 28 x 9 = 5-37, 28 x 10 = 6-22, 28 x 11 = 7-7, 28 x 12 = 7-35, 28 x 13 = 8-20, 28 x 14 = 9-5, 28 x 15 = 9-33, 28 x 16 = 10-18, 28 x 17 = 11-3, 28 x 18 = 11-31, 28 x 19 = 12-16, 28 x 20 = 13-1, 28 x 21 = 13-29, 28 x 22 = 14-14, 28 x 23 = 14-42, 28 x 24 = 15-27, 28 x 25 = 16-12, 28 x 26 = 16-40, 28 x 27 = 17-25, 28 x 28 = 18-10, 28 x 29 = 18-38, 28 x 30 = 19-23, 28 x 31 = 20-8, 28 x 32 = 20-36, 28 x 33 = 21-21, 28 x 34 = 22-6, 28 x 35 = 22-34, 28 x 36 = 23-19, 28 x 37 = 24-4, 28 x 38 = 24-32, 28 x 39 = 25-17, 28 x 40 = 26-2, 28 x 41 = 26-30, 28 x 42 = 27-15, 
29 x 1 = 0-29, 29 x 2 = 1-15, 29 x 3 = 2-1, 29 x 4 = 2-30, 29 x 5 = 3-16, 29 x 6 = 4-2, 29 x 7 = 4-31, 29 x 8 = 5-17, 29 x 9 = 6-3, 29 x 10 = 6-32, 29 x 11 = 7-18, 29 x 12 = 8-4, 29 x 13 = 8-33, 29 x 14 = 9-19, 29 x 15 = 10-5, 29 x 16 = 10-34, 29 x 17 = 11-20, 29 x 18 = 12-6, 29 x 19 = 12-35, 29 x 20 = 13-21, 29 x 21 = 14-7, 29 x 22 = 14-36, 29 x 23 = 15-22, 29 x 24 = 16-8, 29 x 25 = 16-37, 29 x 26 = 17-23, 29 x 27 = 18-9, 29 x 28 = 18-38, 29 x 29 = 19-24, 29 x 30 = 20-10, 29 x 31 = 20-39, 29 x 32 = 21-25, 29 x 33 = 22-11, 29 x 34 = 22-40, 29 x 35 = 23-26, 29 x 36 = 24-12, 29 x 37 = 24-41, 29 x 38 = 25-27, 29 x 39 = 26-13, 29 x 40 = 26-42, 29 x 41 = 27-28, 29 x 42 = 28-14, 
30 x 1 = 0-30, 30 x 2 = 1-17, 30 x 3 = 2-4, 30 x 4 = 2-34, 30 x 5 = 3-21, 30 x 6 = 4-8, 30 x 7 = 4-38, 30 x 8 = 5-25, 30 x 9 = 6-12, 30 x 10 = 6-42, 30 x 11 = 7-29, 30 x 12 = 8-16, 30 x 13 = 9-3, 30 x 14 = 9-33, 30 x 15 = 10-20, 30 x 16 = 11-7, 30 x 17 = 11-37, 30 x 18 = 12-24, 30 x 19 = 13-11, 30 x 20 = 13-41, 30 x 21 = 14-28, 30 x 22 = 15-15, 30 x 23 = 16-2, 30 x 24 = 16-32, 30 x 25 = 17-19, 30 x 26 = 18-6, 30 x 27 = 18-36, 30 x 28 = 19-23, 30 x 29 = 20-10, 30 x 30 = 20-40, 30 x 31 = 21-27, 30 x 32 = 22-14, 30 x 33 = 23-1, 30 x 34 = 23-31, 30 x 35 = 24-18, 30 x 36 = 25-5, 30 x 37 = 25-35, 30 x 38 = 26-22, 30 x 39 = 27-9, 30 x 40 = 27-39, 30 x 41 = 28-26, 30 x 42 = 29-13, 
31 x 1 = 0-31, 31 x 2 = 1-19, 31 x 3 = 2-7, 31 x 4 = 2-38, 31 x 5 = 3-26, 31 x 6 = 4-14, 31 x 7 = 5-2, 31 x 8 = 5-33, 31 x 9 = 6-21, 31 x 10 = 7-9, 31 x 11 = 7-40, 31 x 12 = 8-28, 31 x 13 = 9-16, 31 x 14 = 10-4, 31 x 15 = 10-35, 31 x 16 = 11-23, 31 x 17 = 12-11, 31 x 18 = 12-42, 31 x 19 = 13-30, 31 x 20 = 14-18, 31 x 21 = 15-6, 31 x 22 = 15-37, 31 x 23 = 16-25, 31 x 24 = 17-13, 31 x 25 = 18-1, 31 x 26 = 18-32, 31 x 27 = 19-20, 31 x 28 = 20-8, 31 x 29 = 20-39, 31 x 30 = 21-27, 31 x 31 = 22-15, 31 x 32 = 23-3, 31 x 33 = 23-34, 31 x 34 = 24-22, 31 x 35 = 25-10, 31 x 36 = 25-41, 31 x 37 = 26-29, 31 x 38 = 27-17, 31 x 39 = 28-5, 31 x 40 = 28-36, 31 x 41 = 29-24, 31 x 42 = 30-12, 
32 x 1 = 0-32, 32 x 2 = 1-21, 32 x 3 = 2-10, 32 x 4 = 2-42, 32 x 5 = 3-31, 32 x 6 = 4-20, 32 x 7 = 5-9, 32 x 8 = 5-41, 32 x 9 = 6-30, 32 x 10 = 7-19, 32 x 11 = 8-8, 32 x 12 = 8-40, 32 x 13 = 9-29, 32 x 14 = 10-18, 32 x 15 = 11-7, 32 x 16 = 11-39, 32 x 17 = 12-28, 32 x 18 = 13-17, 32 x 19 = 14-6, 32 x 20 = 14-38, 32 x 21 = 15-27, 32 x 22 = 16-16, 32 x 23 = 17-5, 32 x 24 = 17-37, 32 x 25 = 18-26, 32 x 26 = 19-15, 32 x 27 = 20-4, 32 x 28 = 20-36, 32 x 29 = 21-25, 32 x 30 = 22-14, 32 x 31 = 23-3, 32 x 32 = 23-35, 32 x 33 = 24-24, 32 x 34 = 25-13, 32 x 35 = 26-2, 32 x 36 = 26-34, 32 x 37 = 27-23, 32 x 38 = 28-12, 32 x 39 = 29-1, 32 x 40 = 29-33, 32 x 41 = 30-22, 32 x 42 = 31-11, 
33 x 1 = 0-33, 33 x 2 = 1-23, 33 x 3 = 2-13, 33 x 4 = 3-3, 33 x 5 = 3-36, 33 x 6 = 4-26, 33 x 7 = 5-16, 33 x 8 = 6-6, 33 x 9 = 6-39, 33 x 10 = 7-29, 33 x 11 = 8-19, 33 x 12 = 9-9, 33 x 13 = 9-42, 33 x 14 = 10-32, 33 x 15 = 11-22, 33 x 16 = 12-12, 33 x 17 = 13-2, 33 x 18 = 13-35, 33 x 19 = 14-25, 33 x 20 = 15-15, 33 x 21 = 16-5, 33 x 22 = 16-38, 33 x 23 = 17-28, 33 x 24 = 18-18, 33 x 25 = 19-8, 33 x 26 = 19-41, 33 x 27 = 20-31, 33 x 28 = 21-21, 33 x 29 = 22-11, 33 x 30 = 23-1, 33 x 31 = 23-34, 33 x 32 = 24-24, 33 x 33 = 25-14, 33 x 34 = 26-4, 33 x 35 = 26-37, 33 x 36 = 27-27, 33 x 37 = 28-17, 33 x 38 = 29-7, 33 x 39 = 29-40, 33 x 40 = 30-30, 33 x 41 = 31-20, 33 x 42 = 32-10, 
34 x 1 = 0-34, 34 x 2 = 1-25, 34 x 3 = 2-16, 34 x 4 = 3-7, 34 x 5 = 3-41, 34 x 6 = 4-32, 34 x 7 = 5-23, 34 x 8 = 6-14, 34 x 9 = 7-5, 34 x 10 = 7-39, 34 x 11 = 8-30, 34 x 12 = 9-21, 34 x 13 = 10-12, 34 x 14 = 11-3, 34 x 15 = 11-37, 34 x 16 = 12-28, 34 x 17 = 13-19, 34 x 18 = 14-10, 34 x 19 = 15-1, 34 x 20 = 15-35, 34 x 21 = 16-26, 34 x 22 = 17-17, 34 x 23 = 18-8, 34 x 24 = 18-42, 34 x 25 = 19-33, 34 x 26 = 20-24, 34 x 27 = 21-15, 34 x 28 = 22-6, 34 x 29 = 22-40, 34 x 30 = 23-31, 34 x 31 = 24-22, 34 x 32 = 25-13, 34 x 33 = 26-4, 34 x 34 = 26-38, 34 x 35 = 27-29, 34 x 36 = 28-20, 34 x 37 = 29-11, 34 x 38 = 30-2, 34 x 39 = 30-36, 34 x 40 = 31-27, 34 x 41 = 32-18, 34 x 42 = 33-9, 
35 x 1 = 0-35, 35 x 2 = 1-27, 35 x 3 = 2-19, 35 x 4 = 3-11, 35 x 5 = 4-3, 35 x 6 = 4-38, 35 x 7 = 5-30, 35 x 8 = 6-22, 35 x 9 = 7-14, 35 x 10 = 8-6, 35 x 11 = 8-41, 35 x 12 = 9-33, 35 x 13 = 10-25, 35 x 14 = 11-17, 35 x 15 = 12-9, 35 x 16 = 13-1, 35 x 17 = 13-36, 35 x 18 = 14-28, 35 x 19 = 15-20, 35 x 20 = 16-12, 35 x 21 = 17-4, 35 x 22 = 17-39, 35 x 23 = 18-31, 35 x 24 = 19-23, 35 x 25 = 20-15, 35 x 26 = 21-7, 35 x 27 = 21-42, 35 x 28 = 22-34, 35 x 29 = 23-26, 35 x 30 = 24-18, 35 x 31 = 25-10, 35 x 32 = 26-2, 35 x 33 = 26-37, 35 x 34 = 27-29, 35 x 35 = 28-21, 35 x 36 = 29-13, 35 x 37 = 30-5, 35 x 38 = 30-40, 35 x 39 = 31-32, 35 x 40 = 32-24, 35 x 41 = 33-16, 35 x 42 = 34-8, 
36 x 1 = 0-36, 36 x 2 = 1-29, 36 x 3 = 2-22, 36 x 4 = 3-15, 36 x 5 = 4-8, 36 x 6 = 5-1, 36 x 7 = 5-37, 36 x 8 = 6-30, 36 x 9 = 7-23, 36 x 10 = 8-16, 36 x 11 = 9-9, 36 x 12 = 10-2, 36 x 13 = 10-38, 36 x 14 = 11-31, 36 x 15 = 12-24, 36 x 16 = 13-17, 36 x 17 = 14-10, 36 x 18 = 15-3, 36 x 19 = 15-39, 36 x 20 = 16-32, 36 x 21 = 17-25, 36 x 22 = 18-18, 36 x 23 = 19-11, 36 x 24 = 20-4, 36 x 25 = 20-40, 36 x 26 = 21-33, 36 x 27 = 22-26, 36 x 28 = 23-19, 36 x 29 = 24-12, 36 x 30 = 25-5, 36 x 31 = 25-41, 36 x 32 = 26-34, 36 x 33 = 27-27, 36 x 34 = 28-20, 36 x 35 = 29-13, 36 x 36 = 30-6, 36 x 37 = 30-42, 36 x 38 = 31-35, 36 x 39 = 32-28, 36 x 40 = 33-21, 36 x 41 = 34-14, 36 x 42 = 35-7, 
37 x 1 = 0-37, 37 x 2 = 1-31, 37 x 3 = 2-25, 37 x 4 = 3-19, 37 x 5 = 4-13, 37 x 6 = 5-7, 37 x 7 = 6-1, 37 x 8 = 6-38, 37 x 9 = 7-32, 37 x 10 = 8-26, 37 x 11 = 9-20, 37 x 12 = 10-14, 37 x 13 = 11-8, 37 x 14 = 12-2, 37 x 15 = 12-39, 37 x 16 = 13-33, 37 x 17 = 14-27, 37 x 18 = 15-21, 37 x 19 = 16-15, 37 x 20 = 17-9, 37 x 21 = 18-3, 37 x 22 = 18-40, 37 x 23 = 19-34, 37 x 24 = 20-28, 37 x 25 = 21-22, 37 x 26 = 22-16, 37 x 27 = 23-10, 37 x 28 = 24-4, 37 x 29 = 24-41, 37 x 30 = 25-35, 37 x 31 = 26-29, 37 x 32 = 27-23, 37 x 33 = 28-17, 37 x 34 = 29-11, 37 x 35 = 30-5, 37 x 36 = 30-42, 37 x 37 = 31-36, 37 x 38 = 32-30, 37 x 39 = 33-24, 37 x 40 = 34-18, 37 x 41 = 35-12, 37 x 42 = 36-6, 
38 x 1 = 0-38, 38 x 2 = 1-33, 38 x 3 = 2-28, 38 x 4 = 3-23, 38 x 5 = 4-18, 38 x 6 = 5-13, 38 x 7 = 6-8, 38 x 8 = 7-3, 38 x 9 = 7-41, 38 x 10 = 8-36, 38 x 11 = 9-31, 38 x 12 = 10-26, 38 x 13 = 11-21, 38 x 14 = 12-16, 38 x 15 = 13-11, 38 x 16 = 14-6, 38 x 17 = 15-1, 38 x 18 = 15-39, 38 x 19 = 16-34, 38 x 20 = 17-29, 38 x 21 = 18-24, 38 x 22 = 19-19, 38 x 23 = 20-14, 38 x 24 = 21-9, 38 x 25 = 22-4, 38 x 26 = 22-42, 38 x 27 = 23-37, 38 x 28 = 24-32, 38 x 29 = 25-27, 38 x 30 = 26-22, 38 x 31 = 27-17, 38 x 32 = 28-12, 38 x 33 = 29-7, 38 x 34 = 30-2, 38 x 35 = 30-40, 38 x 36 = 31-35, 38 x 37 = 32-30, 38 x 38 = 33-25, 38 x 39 = 34-20, 38 x 40 = 35-15, 38 x 41 = 36-10, 38 x 42 = 37-5, 
39 x 1 = 0-39, 39 x 2 = 1-35, 39 x 3 = 2-31, 39 x 4 = 3-27, 39 x 5 = 4-23, 39 x 6 = 5-19, 39 x 7 = 6-15, 39 x 8 = 7-11, 39 x 9 = 8-7, 39 x 10 = 9-3, 39 x 11 = 9-42, 39 x 12 = 10-38, 39 x 13 = 11-34, 39 x 14 = 12-30, 39 x 15 = 13-26, 39 x 16 = 14-22, 39 x 17 = 15-18, 39 x 18 = 16-14, 39 x 19 = 17-10, 39 x 20 = 18-6, 39 x 21 = 19-2, 39 x 22 = 19-41, 39 x 23 = 20-37, 39 x 24 = 21-33, 39 x 25 = 22-29, 39 x 26 = 23-25, 39 x 27 = 24-21, 39 x 28 = 25-17, 39 x 29 = 26-13, 39 x 30 = 27-9, 39 x 31 = 28-5, 39 x 32 = 29-1, 39 x 33 = 29-40, 39 x 34 = 30-36, 39 x 35 = 31-32, 39 x 36 = 32-28, 39 x 37 = 33-24, 39 x 38 = 34-20, 39 x 39 = 35-16, 39 x 40 = 36-12, 39 x 41 = 37-8, 39 x 42 = 38-4, 
40 x 1 = 0-40, 40 x 2 = 1-37, 40 x 3 = 2-34, 40 x 4 = 3-31, 40 x 5 = 4-28, 40 x 6 = 5-25, 40 x 7 = 6-22, 40 x 8 = 7-19, 40 x 9 = 8-16, 40 x 10 = 9-13, 40 x 11 = 10-10, 40 x 12 = 11-7, 40 x 13 = 12-4, 40 x 14 = 13-1, 40 x 15 = 13-41, 40 x 16 = 14-38, 40 x 17 = 15-35, 40 x 18 = 16-32, 40 x 19 = 17-29, 40 x 20 = 18-26, 40 x 21 = 19-23, 40 x 22 = 20-20, 40 x 23 = 21-17, 40 x 24 = 22-14, 40 x 25 = 23-11, 40 x 26 = 24-8, 40 x 27 = 25-5, 40 x 28 = 26-2, 40 x 29 = 26-42, 40 x 30 = 27-39, 40 x 31 = 28-36, 40 x 32 = 29-33, 40 x 33 = 30-30, 40 x 34 = 31-27, 40 x 35 = 32-24, 40 x 36 = 33-21, 40 x 37 = 34-18, 40 x 38 = 35-15, 40 x 39 = 36-12, 40 x 40 = 37-9, 40 x 41 = 38-6, 40 x 42 = 39-3, 
41 x 1 = 0-41, 41 x 2 = 1-39, 41 x 3 = 2-37, 41 x 4 = 3-35, 41 x 5 = 4-33, 41 x 6 = 5-31, 41 x 7 = 6-29, 41 x 8 = 7-27, 41 x 9 = 8-25, 41 x 10 = 9-23, 41 x 11 = 10-21, 41 x 12 = 11-19, 41 x 13 = 12-17, 41 x 14 = 13-15, 41 x 15 = 14-13, 41 x 16 = 15-11, 41 x 17 = 16-9, 41 x 18 = 17-7, 41 x 19 = 18-5, 41 x 20 = 19-3, 41 x 21 = 20-1, 41 x 22 = 20-42, 41 x 23 = 21-40, 41 x 24 = 22-38, 41 x 25 = 23-36, 41 x 26 = 24-34, 41 x 27 = 25-32, 41 x 28 = 26-30, 41 x 29 = 27-28, 41 x 30 = 28-26, 41 x 31 = 29-24, 41 x 32 = 30-22, 41 x 33 = 31-20, 41 x 34 = 32-18, 41 x 35 = 33-16, 41 x 36 = 34-14, 41 x 37 = 35-12, 41 x 38 = 36-10, 41 x 39 = 37-8, 41 x 40 = 38-6, 41 x 41 = 39-4, 41 x 42 = 40-2, 
42 x 1 = 0-42, 42 x 2 = 1-41, 42 x 3 = 2-40, 42 x 4 = 3-39, 42 x 5 = 4-38, 42 x 6 = 5-37, 42 x 7 = 6-36, 42 x 8 = 7-35, 42 x 9 = 8-34, 42 x 10 = 9-33, 42 x 11 = 10-32, 42 x 12 = 11-31, 42 x 13 = 12-30, 42 x 14 = 13-29, 42 x 15 = 14-28, 42 x 16 = 15-27, 42 x 17 = 16-26, 42 x 18 = 17-25, 42 x 19 = 18-24, 42 x 20 = 19-23, 42 x 21 = 20-22, 42 x 22 = 21-21, 42 x 23 = 22-20, 42 x 24 = 23-19, 42 x 25 = 24-18, 42 x 26 = 25-17, 42 x 27 = 26-16, 42 x 28 = 27-15, 42 x 29 = 28-14, 42 x 30 = 29-13, 42 x 31 = 30-12, 42 x 32 = 31-11, 42 x 33 = 32-10, 42 x 34 = 33-9, 42 x 35 = 34-8, 42 x 36 = 35-7, 42 x 37 = 36-6, 42 x 38 = 37-5, 42 x 39 = 38-4, 42 x 40 = 39-3, 42 x 41 = 40-2, 42 x 42 = 41-1, 
