39 x 1 = 0-39, 39 x 2 = 1-3, 39 x 3 = 1-42, 39 x 4 = 2-6, 39 x 5 = 2-45, 39 x 6 = 3-9, 39 x 7 = 3-48, 39 x 8 = 4-12, 39 x 9 = 4-51, 39 x 10 = 5-15, 39 x 11 = 5-54, 39 x 12 = 6-18, 39 x 13 = 6-57, 39 x 14 = 7-21, 39 x 15 = 7-60, 39 x 16 = 8-24, 39 x 17 = 8-63, 39 x 18 = 9-27, 39 x 19 = 9-66, 39 x 20 = 10-30, 39 x 21 = 10-69, 39 x 22 = 11-33, 39 x 23 = 11-72, 39 x 24 = 12-36, 39 x 25 = 13-0, 39 x 26 = 13-39, 39 x 27 = 14-3, 39 x 28 = 14-42, 39 x 29 = 15-6, 39 x 30 = 15-45, 39 x 31 = 16-9, 39 x 32 = 16-48, 39 x 33 = 17-12, 39 x 34 = 17-51, 39 x 35 = 18-15, 39 x 36 = 18-54, 39 x 37 = 19-18, 39 x 38 = 19-57, 39 x 39 = 20-21, 39 x 40 = 20-60, 39 x 41 = 21-24, 39 x 42 = 21-63, 39 x 43 = 22-27, 39 x 44 = 22-66, 39 x 45 = 23-30, 39 x 46 = 23-69, 39 x 47 = 24-33, 39 x 48 = 24-72, 39 x 49 = 25-36, 39 x 50 = 26-0, 39 x 51 = 26-39, 39 x 52 = 27-3, 39 x 53 = 27-42, 39 x 54 = 28-6, 39 x 55 = 28-45, 39 x 56 = 29-9, 39 x 57 = 29-48, 39 x 58 = 30-12, 39 x 59 = 30-51, 39 x 60 = 31-15, 39 x 61 = 31-54, 39 x 62 = 32-18, 39 x 63 = 32-57, 39 x 64 = 33-21, 39 x 65 = 33-60, 39 x 66 = 34-24, 39 x 67 = 34-63, 39 x 68 = 35-27, 39 x 69 = 35-66, 39 x 70 = 36-30, 39 x 71 = 36-69, 39 x 72 = 37-33, 39 x 73 = 37-72, 39 x 74 = 38-36, 
40 x 1 = 0-40, 40 x 2 = 1-5, 40 x 3 = 1-45, 40 x 4 = 2-10, 40 x 5 = 2-50, 40 x 6 = 3-15, 40 x 7 = 3-55, 40 x 8 = 4-20, 40 x 9 = 4-60, 40 x 10 = 5-25, 40 x 11 = 5-65, 40 x 12 = 6-30, 40 x 13 = 6-70, 40 x 14 = 7-35, 40 x 15 = 8-0, 40 x 16 = 8-40, 40 x 17 = 9-5, 40 x 18 = 9-45, 40 x 19 = 10-10, 40 x 20 = 10-50, 40 x 21 = 11-15, 40 x 22 = 11-55, 40 x 23 = 12-20, 40 x 24 = 12-60, 40 x 25 = 13-25, 40 x 26 = 13-65, 40 x 27 = 14-30, 40 x 28 = 14-70, 40 x 29 = 15-35, 40 x 30 = 16-0, 40 x 31 = 16-40, 40 x 32 = 17-5, 40 x 33 = 17-45, 40 x 34 = 18-10, 40 x 35 = 18-50, 40 x 36 = 19-15, 40 x 37 = 19-55, 40 x 38 = 20-20, 40 x 39 = 20-60, 40 x 40 = 21-25, 40 x 41 = 21-65, 40 x 42 = 22-30, 40 x 43 = 22-70, 40 x 44 = 23-35, 40 x 45 = 24-0, 40 x 46 = 24-40, 40 x 47 = 25-5, 40 x 48 = 25-45, 40 x 49 = 26-10, 40 x 50 = 26-50, 40 x 51 = 27-15, 40 x 52 = 27-55, 40 x 53 = 28-20, 40 x 54 = 28-60, 40 x 55 = 29-25, 40 x 56 = 29-65, 40 x 57 = 30-30, 40 x 58 = 30-70, 40 x 59 = 31-35, 40 x 60 = 32-0, 40 x 61 = 32-40, 40 x 62 = 33-5, 40 x 63 = 33-45, 40 x 64 = 34-10, 40 x 65 = 34-50, 40 x 66 = 35-15, 40 x 67 = 35-55, 40 x 68 = 36-20, 40 x 69 = 36-60, 40 x 70 = 37-25, 40 x 71 = 37-65, 40 x 72 = 38-30, 40 x 73 = 38-70, 40 x 74 = 39-35, 
41 x 1 = 0-41, 41 x 2 = 1-7, 41 x 3 = 1-48, 41 x 4 = 2-14, 41 x 5 = 2-55, 41 x 6 = 3-21, 41 x 7 = 3-62, 41 x 8 = 4-28, 41 x 9 = 4-69, 41 x 10 = 5-35, 41 x 11 = 6-1, 41 x 12 = 6-42, 41 x 13 = 7-8, 41 x 14 = 7-49, 41 x 15 = 8-15, 41 x 16 = 8-56, 41 x 17 = 9-22, 41 x 18 = 9-63, 41 x 19 = 10-29, 41 x 20 = 10-70, 41 x 21 = 11-36, 41 x 22 = 12-2, 41 x 23 = 12-43, 41 x 24 = 13-9, 41 x 25 = 13-50, 41 x 26 = 14-16, 41 x 27 = 14-57, 41 x 28 = 15-23, 41 x 29 = 15-64, 41 x 30 = 16-30, 41 x 31 = 16-71, 41 x 32 = 17-37, 41 x 33 = 18-3, 41 x 34 = 18-44, 41 x 35 = 19-10, 41 x 36 = 19-51, 41 x 37 = 20-17, 41 x 38 = 20-58, 41 x 39 = 21-24, 41 x 40 = 21-65, 41 x 41 = 22-31, 41 x 42 = 22-72, 41 x 43 = 23-38, 41 x 44 = 24-4, 41 x 45 = 24-45, 41 x 46 = 25-11, 41 x 47 = 25-52, 41 x 48 = 26-18, 41 x 49 = 26-59, 41 x 50 = 27-25, 41 x 51 = 27-66, 41 x 52 = 28-32, 41 x 53 = 28-73, 41 x 54 = 29-39, 41 x 55 = 30-5, 41 x 56 = 30-46, 41 x 57 = 31-12, 41 x 58 = 31-53, 41 x 59 = 32-19, 41 x 60 = 32-60, 41 x 61 = 33-26, 41 x 62 = 33-67, 41 x 63 = 34-33, 41 x 64 = 34-74, 41 x 65 = 35-40, 41 x 66 = 36-6, 41 x 67 = 36-47, 41 x 68 = 37-13, 41 x 69 = 37-54, 41 x 70 = 38-20, 41 x 71 = 38-61, 41 x 72 = 39-27, 41 x 73 = 39-68, 41 x 74 = 40-34, 
42 x 1 = 0-42, 42 x 2 = 1-9, 42 x 3 = 1-51, 42 x 4 = 2-18, 42 x 5 = 2-60, 42 x 6 = 3-27, 42 x 7 = 3-69, 42 x 8 = 4-36, 42 x 9 = 5-3, 42 x 10 = 5-45, 42 x 11 = 6-12, 42 x 12 = 6-54, 42 x 13 = 7-21, 42 x 14 = 7-63, 42 x 15 = 8-30, 42 x 16 = 8-72, 42 x 17 = 9-39, 42 x 18 = 10-6, 42 x 19 = 10-48, 42 x 20 = 11-15, 42 x 21 = 11-57, 42 x 22 = 12-24, 42 x 23 = 12-66, 42 x 24 = 13-33, 42 x 25 = 14-0, 42 x 26 = 14-42, 42 x 27 = 15-9, 42 x 28 = 15-51, 42 x 29 = 16-18, 42 x 30 = 16-60, 42 x 31 = 17-27, 42 x 32 = 17-69, 42 x 33 = 18-36, 42 x 34 = 19-3, 42 x 35 = 19-45, 42 x 36 = 20-12, 42 x 37 = 20-54, 42 x 38 = 21-21, 42 x 39 = 21-63, 42 x 40 = 22-30, 42 x 41 = 22-72, 42 x 42 = 23-39, 42 x 43 = 24-6, 42 x 44 = 24-48, 42 x 45 = 25-15, 42 x 46 = 25-57, 42 x 47 = 26-24, 42 x 48 = 26-66, 42 x 49 = 27-33, 42 x 50 = 28-0, 42 x 51 = 28-42, 42 x 52 = 29-9, 42 x 53 = 29-51, 42 x 54 = 30-18, 42 x 55 = 30-60, 42 x 56 = 31-27, 42 x 57 = 31-69, 42 x 58 = 32-36, 42 x 59 = 33-3, 42 x 60 = 33-45, 42 x 61 = 34-12, 42 x 62 = 34-54, 42 x 63 = 35-21, 42 x 64 = 35-63, 42 x 65 = 36-30, 42 x 66 = 36-72, 42 x 67 = 37-39, 42 x 68 = 38-6, 42 x 69 = 38-48, 42 x 70 = 39-15, 42 x 71 = 39-57, 42 x 72 = 40-24, 42 x 73 = 40-66, 42 x 74 = 41-33, 
43 x 1 = 0-43, 43 x 2 = 1-11, 43 x 3 = 1-54, 43 x 4 = 2-22, 43 x 5 = 2-65, 43 x 6 = 3-33, 43 x 7 = 4-1, 43 x 8 = 4-44, 43 x 9 = 5-12, 43 x 10 = 5-55, 43 x 11 = 6-23, 43 x 12 = 6-66, 43 x 13 = 7-34, 43 x 14 = 8-2, 43 x 15 = 8-45, 43 x 16 = 9-13, 43 x 17 = 9-56, 43 x 18 = 10-24, 43 x 19 = 10-67, 43 x 20 = 11-35, 43 x 21 = 12-3, 43 x 22 = 12-46, 43 x 23 = 13-14, 43 x 24 = 13-57, 43 x 25 = 14-25, 43 x 26 = 14-68, 43 x 27 = 15-36, 43 x 28 = 16-4, 43 x 29 = 16-47, 43 x 30 = 17-15, 43 x 31 = 17-58, 43 x 32 = 18-26, 43 x 33 = 18-69, 43 x 34 = 19-37, 43 x 35 = 20-5, 43 x 36 = 20-48, 43 x 37 = 21-16, 43 x 38 = 21-59, 43 x 39 = 22-27, 43 x 40 = 22-70, 43 x 41 = 23-38, 43 x 42 = 24-6, 43 x 43 = 24-49, 43 x 44 = 25-17, 43 x 45 = 25-60, 43 x 46 = 26-28, 43 x 47 = 26-71, 43 x 48 = 27-39, 43 x 49 = 28-7, 43 x 50 = 28-50, 43 x 51 = 29-18, 43 x 52 = 29-61, 43 x 53 = 30-29, 43 x 54 = 30-72, 43 x 55 = 31-40, 43 x 56 = 32-8, 43 x 57 = 32-51, 43 x 58 = 33-19, 43 x 59 = 33-62, 43 x 60 = 34-30, 43 x 61 = 34-73, 43 x 62 = 35-41, 43 x 63 = 36-9, 43 x 64 = 36-52, 43 x 65 = 37-20, 43 x 66 = 37-63, 43 x 67 = 38-31, 43 x 68 = 38-74, 43 x 69 = 39-42, 43 x 70 = 40-10, 43 x 71 = 40-53, 43 x 72 = 41-21, 43 x 73 = 41-64, 43 x 74 = 42-32, 
44 x 1 = 0-44, 44 x 2 = 1-13, 44 x 3 = 1-57, 44 x 4 = 2-26, 44 x 5 = 2-70, 44 x 6 = 3-39, 44 x 7 = 4-8, 44 x 8 = 4-52, 44 x 9 = 5-21, 44 x 10 = 5-65, 44 x 11 = 6-34, 44 x 12 = 7-3, 44 x 13 = 7-47, 44 x 14 = 8-16, 44 x 15 = 8-60, 44 x 16 = 9-29, 44 x 17 = 9-73, 44 x 18 = 10-42, 44 x 19 = 11-11, 44 x 20 = 11-55, 44 x 21 = 12-24, 44 x 22 = 12-68, 44 x 23 = 13-37, 44 x 24 = 14-6, 44 x 25 = 14-50, 44 x 26 = 15-19, 44 x 27 = 15-63, 44 x 28 = 16-32, 44 x 29 = 17-1, 44 x 30 = 17-45, 44 x 31 = 18-14, 44 x 32 = 18-58, 44 x 33 = 19-27, 44 x 34 = 19-71, 44 x 35 = 20-40, 44 x 36 = 21-9, 44 x 37 = 21-53, 44 x 38 = 22-22, 44 x 39 = 22-66, 44 x 40 = 23-35, 44 x 41 = 24-4, 44 x 42 = 24-48, 44 x 43 = 25-17, 44 x 44 = 25-61, 44 x 45 = 26-30, 44 x 46 = 26-74, 44 x 47 = 27-43, 44 x 48 = 28-12, 44 x 49 = 28-56, 44 x 50 = 29-25, 44 x 51 = 29-69, 44 x 52 = 30-38, 44 x 53 = 31-7, 44 x 54 = 31-51, 44 x 55 = 32-20, 44 x 56 = 32-64, 44 x 57 = 33-33, 44 x 58 = 34-2, 44 x 59 = 34-46, 44 x 60 = 35-15, 44 x 61 = 35-59, 44 x 62 = 36-28, 44 x 63 = 36-72, 44 x 64 = 37-41, 44 x 65 = 38-10, 44 x 66 = 38-54, 44 x 67 = 39-23, 44 x 68 = 39-67, 44 x 69 = 40-36, 44 x 70 = 41-5, 44 x 71 = 41-49, 44 x 72 = 42-18, 44 x 73 = 42-62, 44 x 74 = 43-31, 
45 x 1 = 0-45, 45 x 2 = 1-15, 45 x 3 = 1-60, 45 x 4 = 2-30, 45 x 5 = 3-0, 45 x 6 = 3-45, 45 x 7 = 4-15, 45 x 8 = 4-60, 45 x 9 = 5-30, 45 x 10 = 6-0, 45 x 11 = 6-45, 45 x 12 = 7-15, 45 x 13 = 7-60, 45 x 14 = 8-30, 45 x 15 = 9-0, 45 x 16 = 9-45, 45 x 17 = 10-15, 45 x 18 = 10-60, 45 x 19 = 11-30, 45 x 20 = 12-0, 45 x 21 = 12-45, 45 x 22 = 13-15, 45 x 23 = 13-60, 45 x 24 = 14-30, 45 x 25 = 15-0, 45 x 26 = 15-45, 45 x 27 = 16-15, 45 x 28 = 16-60, 45 x 29 = 17-30, 45 x 30 = 18-0, 45 x 31 = 18-45, 45 x 32 = 19-15, 45 x 33 = 19-60, 45 x 34 = 20-30, 45 x 35 = 21-0, 45 x 36 = 21-45, 45 x 37 = 22-15, 45 x 38 = 22-60, 45 x 39 = 23-30, 45 x 40 = 24-0, 45 x 41 = 24-45, 45 x 42 = 25-15, 45 x 43 = 25-60, 45 x 44 = 26-30, 45 x 45 = 27-0, 45 x 46 = 27-45, 45 x 47 = 28-15, 45 x 48 = 28-60, 45 x 49 = 29-30, 45 x 50 = 30-0, 45 x 51 = 30-45, 45 x 52 = 31-15, 45 x 53 = 31-60, 45 x 54 = 32-30, 45 x 55 = 33-0, 45 x 56 = 33-45, 45 x 57 = 34-15, 45 x 58 = 34-60, 45 x 59 = 35-30, 45 x 60 = 36-0, 45 x 61 = 36-45, 45 x 62 = 37-15, 45 x 63 = 37-60, 45 x 64 = 38-30, 45 x 65 = 39-0, 45 x 66 = 39-45, 45 x 67 = 40-15, 45 x 68 = 40-60, 45 x 69 = 41-30, 45 x 70 = 42-0, 45 x 71 = 42-45, 45 x 72 = 43-15, 45 x 73 = 43-60, 45 x 74 = 44-30, 
46 x 1 = 0-46, 46 x 2 = 1-17, 46 x 3 = 1-63, 46 x 4 = 2-34, 46 x 5 = 3-5, 46 x 6 = 3-51, 46 x 7 = 4-22, 46 x 8 = 4-68, 46 x 9 = 5-39, 46 x 10 = 6-10, 46 x 11 = 6-56, 46 x 12 = 7-27, 46 x 13 = 7-73, 46 x 14 = 8-44, 46 x 15 = 9-15, 46 x 16 = 9-61, 46 x 17 = 10-32, 46 x 18 = 11-3, 46 x 19 = 11-49, 46 x 20 = 12-20, 46 x 21 = 12-66, 46 x 22 = 13-37, 46 x 23 = 14-8, 46 x 24 = 14-54, 46 x 25 = 15-25, 46 x 26 = 15-71, 46 x 27 = 16-42, 46 x 28 = 17-13, 46 x 29 = 17-59, 46 x 30 = 18-30, 46 x 31 = 19-1, 46 x 32 = 19-47, 46 x 33 = 20-18, 46 x 34 = 20-64, 46 x 35 = 21-35, 46 x 36 = 22-6, 46 x 37 = 22-52, 46 x 38 = 23-23, 46 x 39 = 23-69, 46 x 40 = 24-40, 46 x 41 = 25-11, 46 x 42 = 25-57, 46 x 43 = 26-28, 46 x 44 = 26-74, 46 x 45 = 27-45, 46 x 46 = 28-16, 46 x 47 = 28-62, 46 x 48 = 29-33, 46 x 49 = 30-4, 46 x 50 = 30-50, 46 x 51 = 31-21, 46 x 52 = 31-67, 46 x 53 = 32-38, 46 x 54 = 33-9, 46 x 55 = 33-55, 46 x 56 = 34-26, 46 x 57 = 34-72, 46 x 58 = 35-43, 46 x 59 = 36-14, 46 x 60 = 36-60, 46 x 61 = 37-31, 46 x 62 = 38-2, 46 x 63 = 38-48, 46 x 64 = 39-19, 46 x 65 = 39-65, 46 x 66 = 40-36, 46 x 67 = 41-7, 46 x 68 = 41-53, 46 x 69 = 42-24, 46 x 70 = 42-70, 46 x 71 = 43-41, 46 x 72 = 44-12, 46 x 73 = 44-58, 46 x 74 = 45-29, 
47 x 1 = 0-47, 47 x 2 = 1-19, 47 x 3 = 1-66, 47 x 4 = 2-38, 47 x 5 = 3-10, 47 x 6 = 3-57, 47 x 7 = 4-29, 47 x 8 = 5-1, 47 x 9 = 5-48, 47 x 10 = 6-20, 47 x 11 = 6-67, 47 x 12 = 7-39, 47 x 13 = 8-11, 47 x 14 = 8-58, 47 x 15 = 9-30, 47 x 16 = 10-2, 47 x 17 = 10-49, 47 x 18 = 11-21, 47 x 19 = 11-68, 47 x 20 = 12-40, 47 x 21 = 13-12, 47 x 22 = 13-59, 47 x 23 = 14-31, 47 x 24 = 15-3, 47 x 25 = 15-50, 47 x 26 = 16-22, 47 x 27 = 16-69, 47 x 28 = 17-41, 47 x 29 = 18-13, 47 x 30 = 18-60, 47 x 31 = 19-32, 47 x 32 = 20-4, 47 x 33 = 20-51, 47 x 34 = 21-23, 47 x 35 = 21-70, 47 x 36 = 22-42, 47 x 37 = 23-14, 47 x 38 = 23-61, 47 x 39 = 24-33, 47 x 40 = 25-5, 47 x 41 = 25-52, 47 x 42 = 26-24, 47 x 43 = 26-71, 47 x 44 = 27-43, 47 x 45 = 28-15, 47 x 46 = 28-62, 47 x 47 = 29-34, 47 x 48 = 30-6, 47 x 49 = 30-53, 47 x 50 = 31-25, 47 x 51 = 31-72, 47 x 52 = 32-44, 47 x 53 = 33-16, 47 x 54 = 33-63, 47 x 55 = 34-35, 47 x 56 = 35-7, 47 x 57 = 35-54, 47 x 58 = 36-26, 47 x 59 = 36-73, 47 x 60 = 37-45, 47 x 61 = 38-17, 47 x 62 = 38-64, 47 x 63 = 39-36, 47 x 64 = 40-8, 47 x 65 = 40-55, 47 x 66 = 41-27, 47 x 67 = 41-74, 47 x 68 = 42-46, 47 x 69 = 43-18, 47 x 70 = 43-65, 47 x 71 = 44-37, 47 x 72 = 45-9, 47 x 73 = 45-56, 47 x 74 = 46-28, 
48 x 1 = 0-48, 48 x 2 = 1-21, 48 x 3 = 1-69, 48 x 4 = 2-42, 48 x 5 = 3-15, 48 x 6 = 3-63, 48 x 7 = 4-36, 48 x 8 = 5-9, 48 x 9 = 5-57, 48 x 10 = 6-30, 48 x 11 = 7-3, 48 x 12 = 7-51, 48 x 13 = 8-24, 48 x 14 = 8-72, 48 x 15 = 9-45, 48 x 16 = 10-18, 48 x 17 = 10-66, 48 x 18 = 11-39, 48 x 19 = 12-12, 48 x 20 = 12-60, 48 x 21 = 13-33, 48 x 22 = 14-6, 48 x 23 = 14-54, 48 x 24 = 15-27, 48 x 25 = 16-0, 48 x 26 = 16-48, 48 x 27 = 17-21, 48 x 28 = 17-69, 48 x 29 = 18-42, 48 x 30 = 19-15, 48 x 31 = 19-63, 48 x 32 = 20-36, 48 x 33 = 21-9, 48 x 34 = 21-57, 48 x 35 = 22-30, 48 x 36 = 23-3, 48 x 37 = 23-51, 48 x 38 = 24-24, 48 x 39 = 24-72, 48 x 40 = 25-45, 48 x 41 = 26-18, 48 x 42 = 26-66, 48 x 43 = 27-39, 48 x 44 = 28-12, 48 x 45 = 28-60, 48 x 46 = 29-33, 48 x 47 = 30-6, 48 x 48 = 30-54, 48 x 49 = 31-27, 48 x 50 = 32-0, 48 x 51 = 32-48, 48 x 52 = 33-21, 48 x 53 = 33-69, 48 x 54 = 34-42, 48 x 55 = 35-15, 48 x 56 = 35-63, 48 x 57 = 36-36, 48 x 58 = 37-9, 48 x 59 = 37-57, 48 x 60 = 38-30, 48 x 61 = 39-3, 48 x 62 = 39-51, 48 x 63 = 40-24, 48 x 64 = 40-72, 48 x 65 = 41-45, 48 x 66 = 42-18, 48 x 67 = 42-66, 48 x 68 = 43-39, 48 x 69 = 44-12, 48 x 70 = 44-60, 48 x 71 = 45-33, 48 x 72 = 46-6, 48 x 73 = 46-54, 48 x 74 = 47-27, 
49 x 1 = 0-49, 49 x 2 = 1-23, 49 x 3 = 1-72, 49 x 4 = 2-46, 49 x 5 = 3-20, 49 x 6 = 3-69, 49 x 7 = 4-43, 49 x 8 = 5-17, 49 x 9 = 5-66, 49 x 10 = 6-40, 49 x 11 = 7-14, 49 x 12 = 7-63, 49 x 13 = 8-37, 49 x 14 = 9-11, 49 x 15 = 9-60, 49 x 16 = 10-34, 49 x 17 = 11-8, 49 x 18 = 11-57, 49 x 19 = 12-31, 49 x 20 = 13-5, 49 x 21 = 13-54, 49 x 22 = 14-28, 49 x 23 = 15-2, 49 x 24 = 15-51, 49 x 25 = 16-25, 49 x 26 = 16-74, 49 x 27 = 17-48, 49 x 28 = 18-22, 49 x 29 = 18-71, 49 x 30 = 19-45, 49 x 31 = 20-19, 49 x 32 = 20-68, 49 x 33 = 21-42, 49 x 34 = 22-16, 49 x 35 = 22-65, 49 x 36 = 23-39, 49 x 37 = 24-13, 49 x 38 = 24-62, 49 x 39 = 25-36, 49 x 40 = 26-10, 49 x 41 = 26-59, 49 x 42 = 27-33, 49 x 43 = 28-7, 49 x 44 = 28-56, 49 x 45 = 29-30, 49 x 46 = 30-4, 49 x 47 = 30-53, 49 x 48 = 31-27, 49 x 49 = 32-1, 49 x 50 = 32-50, 49 x 51 = 33-24, 49 x 52 = 33-73, 49 x 53 = 34-47, 49 x 54 = 35-21, 49 x 55 = 35-70, 49 x 56 = 36-44, 49 x 57 = 37-18, 49 x 58 = 37-67, 49 x 59 = 38-41, 49 x 60 = 39-15, 49 x 61 = 39-64, 49 x 62 = 40-38, 49 x 63 = 41-12, 49 x 64 = 41-61, 49 x 65 = 42-35, 49 x 66 = 43-9, 49 x 67 = 43-58, 49 x 68 = 44-32, 49 x 69 = 45-6, 49 x 70 = 45-55, 49 x 71 = 46-29, 49 x 72 = 47-3, 49 x 73 = 47-52, 49 x 74 = 48-26, 
50 x 1 = 0-50, 50 x 2 = 1-25, 50 x 3 = 2-0, 50 x 4 = 2-50, 50 x 5 = 3-25, 50 x 6 = 4-0, 50 x 7 = 4-50, 50 x 8 = 5-25, 50 x 9 = 6-0, 50 x 10 = 6-50, 50 x 11 = 7-25, 50 x 12 = 8-0, 50 x 13 = 8-50, 50 x 14 = 9-25, 50 x 15 = 10-0, 50 x 16 = 10-50, 50 x 17 = 11-25, 50 x 18 = 12-0, 50 x 19 = 12-50, 50 x 20 = 13-25, 50 x 21 = 14-0, 50 x 22 = 14-50, 50 x 23 = 15-25, 50 x 24 = 16-0, 50 x 25 = 16-50, 50 x 26 = 17-25, 50 x 27 = 18-0, 50 x 28 = 18-50, 50 x 29 = 19-25, 50 x 30 = 20-0, 50 x 31 = 20-50, 50 x 32 = 21-25, 50 x 33 = 22-0, 50 x 34 = 22-50, 50 x 35 = 23-25, 50 x 36 = 24-0, 50 x 37 = 24-50, 50 x 38 = 25-25, 50 x 39 = 26-0, 50 x 40 = 26-50, 50 x 41 = 27-25, 50 x 42 = 28-0, 50 x 43 = 28-50, 50 x 44 = 29-25, 50 x 45 = 30-0, 50 x 46 = 30-50, 50 x 47 = 31-25, 50 x 48 = 32-0, 50 x 49 = 32-50, 50 x 50 = 33-25, 50 x 51 = 34-0, 50 x 52 = 34-50, 50 x 53 = 35-25, 50 x 54 = 36-0, 50 x 55 = 36-50, 50 x 56 = 37-25, 50 x 57 = 38-0, 50 x 58 = 38-50, 50 x 59 = 39-25, 50 x 60 = 40-0, 50 x 61 = 40-50, 50 x 62 = 41-25, 50 x 63 = 42-0, 50 x 64 = 42-50, 50 x 65 = 43-25, 50 x 66 = 44-0, 50 x 67 = 44-50, 50 x 68 = 45-25, 50 x 69 = 46-0, 50 x 70 = 46-50, 50 x 71 = 47-25, 50 x 72 = 48-0, 50 x 73 = 48-50, 50 x 74 = 49-25, 
51 x 1 = 0-51, 51 x 2 = 1-27, 51 x 3 = 2-3, 51 x 4 = 2-54, 51 x 5 = 3-30, 51 x 6 = 4-6, 51 x 7 = 4-57, 51 x 8 = 5-33, 51 x 9 = 6-9, 51 x 10 = 6-60, 51 x 11 = 7-36, 51 x 12 = 8-12, 51 x 13 = 8-63, 51 x 14 = 9-39, 51 x 15 = 10-15, 51 x 16 = 10-66, 51 x 17 = 11-42, 51 x 18 = 12-18, 51 x 19 = 12-69, 51 x 20 = 13-45, 51 x 21 = 14-21, 51 x 22 = 14-72, 51 x 23 = 15-48, 51 x 24 = 16-24, 51 x 25 = 17-0, 51 x 26 = 17-51, 51 x 27 = 18-27, 51 x 28 = 19-3, 51 x 29 = 19-54, 51 x 30 = 20-30, 51 x 31 = 21-6, 51 x 32 = 21-57, 51 x 33 = 22-33, 51 x 34 = 23-9, 51 x 35 = 23-60, 51 x 36 = 24-36, 51 x 37 = 25-12, 51 x 38 = 25-63, 51 x 39 = 26-39, 51 x 40 = 27-15, 51 x 41 = 27-66, 51 x 42 = 28-42, 51 x 43 = 29-18, 51 x 44 = 29-69, 51 x 45 = 30-45, 51 x 46 = 31-21, 51 x 47 = 31-72, 51 x 48 = 32-48, 51 x 49 = 33-24, 51 x 50 = 34-0, 51 x 51 = 34-51, 51 x 52 = 35-27, 51 x 53 = 36-3, 51 x 54 = 36-54, 51 x 55 = 37-30, 51 x 56 = 38-6, 51 x 57 = 38-57, 51 x 58 = 39-33, 51 x 59 = 40-9, 51 x 60 = 40-60, 51 x 61 = 41-36, 51 x 62 = 42-12, 51 x 63 = 42-63, 51 x 64 = 43-39, 51 x 65 = 44-15, 51 x 66 = 44-66, 51 x 67 = 45-42, 51 x 68 = 46-18, 51 x 69 = 46-69, 51 x 70 = 47-45, 51 x 71 = 48-21, 51 x 72 = 48-72, 51 x 73 = 49-48, 51 x 74 = 50-24, 
52 x 1 = 0-52, 52 x 2 = 1-29, 52 x 3 = 2-6, 52 x 4 = 2-58, 52 x 5 = 3-35, 52 x 6 = 4-12, 52 x 7 = 4-64, 52 x 8 = 5-41, 52 x 9 = 6-18, 52 x 10 = 6-70, 52 x 11 = 7-47, 52 x 12 = 8-24, 52 x 13 = 9-1, 52 x 14 = 9-53, 52 x 15 = 10-30, 52 x 16 = 11-7, 52 x 17 = 11-59, 52 x 18 = 12-36, 52 x 19 = 13-13, 52 x 20 = 13-65, 52 x 21 = 14-42, 52 x 22 = 15-19, 52 x 23 = 15-71, 52 x 24 = 16-48, 52 x 25 = 17-25, 52 x 26 = 18-2, 52 x 27 = 18-54, 52 x 28 = 19-31, 52 x 29 = 20-8, 52 x 30 = 20-60, 52 x 31 = 21-37, 52 x 32 = 22-14, 52 x 33 = 22-66, 52 x 34 = 23-43, 52 x 35 = 24-20, 52 x 36 = 24-72, 52 x 37 = 25-49, 52 x 38 = 26-26, 52 x 39 = 27-3, 52 x 40 = 27-55, 52 x 41 = 28-32, 52 x 42 = 29-9, 52 x 43 = 29-61, 52 x 44 = 30-38, 52 x 45 = 31-15, 52 x 46 = 31-67, 52 x 47 = 32-44, 52 x 48 = 33-21, 52 x 49 = 33-73, 52 x 50 = 34-50, 52 x 51 = 35-27, 52 x 52 = 36-4, 52 x 53 = 36-56, 52 x 54 = 37-33, 52 x 55 = 38-10, 52 x 56 = 38-62, 52 x 57 = 39-39, 52 x 58 = 40-16, 52 x 59 = 40-68, 52 x 60 = 41-45, 52 x 61 = 42-22, 52 x 62 = 42-74, 52 x 63 = 43-51, 52 x 64 = 44-28, 52 x 65 = 45-5, 52 x 66 = 45-57, 52 x 67 = 46-34, 52 x 68 = 47-11, 52 x 69 = 47-63, 52 x 70 = 48-40, 52 x 71 = 49-17, 52 x 72 = 49-69, 52 x 73 = 50-46, 52 x 74 = 51-23, 
