0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 0-66, 0-22 x 0-4 = 1-14, 0-22 x 0-5 = 1-36, 0-22 x 0-6 = 1-58, 0-22 x 0-7 = 2-6, 0-22 x 0-8 = 2-28, 0-22 x 0-9 = 2-50, 0-22 x 0-10 = 2-72, 0-22 x 0-11 = 3-20, 0-22 x 0-12 = 3-42, 0-22 x 0-13 = 3-64, 0-22 x 0-14 = 4-12, 0-22 x 0-15 = 4-34, 0-22 x 0-16 = 4-56, 0-22 x 0-17 = 5-4, 0-22 x 0-18 = 5-26, 0-22 x 0-19 = 5-48, 0-22 x 0-20 = 5-70, 0-22 x 0-21 = 6-18, 0-22 x 0-22 = 6-40, 0-22 x 0-23 = 6-62, 0-22 x 0-24 = 7-10, 0-22 x 0-25 = 7-32, 0-22 x 0-26 = 7-54, 0-22 x 0-27 = 8-2, 0-22 x 0-28 = 8-24, 0-22 x 0-29 = 8-46, 0-22 x 0-30 = 8-68, 0-22 x 0-31 = 9-16, 0-22 x 0-32 = 9-38, 0-22 x 0-33 = 9-60, 0-22 x 0-34 = 10-8, 0-22 x 0-35 = 10-30, 0-22 x 0-36 = 10-52, 0-22 x 0-37 = 11-0, 0-22 x 0-38 = 11-22, 0-22 x 0-39 = 11-44, 0-22 x 0-40 = 11-66, 0-22 x 0-41 = 12-14, 0-22 x 0-42 = 12-36, 0-22 x 0-43 = 12-58, 0-22 x 0-44 = 13-6, 0-22 x 0-45 = 13-28, 0-22 x 0-46 = 13-50, 0-22 x 0-47 = 13-72, 0-22 x 0-48 = 14-20, 0-22 x 0-49 = 14-42, 0-22 x 0-50 = 14-64, 0-22 x 0-51 = 15-12, 0-22 x 0-52 = 15-34, 0-22 x 0-53 = 15-56, 0-22 x 0-54 = 16-4, 0-22 x 0-55 = 16-26, 0-22 x 0-56 = 16-48, 0-22 x 0-57 = 16-70, 0-22 x 0-58 = 17-18, 0-22 x 0-59 = 17-40, 0-22 x 0-60 = 17-62, 0-22 x 0-61 = 18-10, 0-22 x 0-62 = 18-32, 0-22 x 0-63 = 18-54, 0-22 x 0-64 = 19-2, 0-22 x 0-65 = 19-24, 0-22 x 0-66 = 19-46, 0-22 x 0-67 = 19-68, 0-22 x 0-68 = 20-16, 0-22 x 0-69 = 20-38, 0-22 x 0-70 = 20-60, 0-22 x 0-71 = 21-8, 0-22 x 0-72 = 21-30, 0-22 x 0-73 = 21-52, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 0-69, 0-23 x 0-4 = 1-18, 0-23 x 0-5 = 1-41, 0-23 x 0-6 = 1-64, 0-23 x 0-7 = 2-13, 0-23 x 0-8 = 2-36, 0-23 x 0-9 = 2-59, 0-23 x 0-10 = 3-8, 0-23 x 0-11 = 3-31, 0-23 x 0-12 = 3-54, 0-23 x 0-13 = 4-3, 0-23 x 0-14 = 4-26, 0-23 x 0-15 = 4-49, 0-23 x 0-16 = 4-72, 0-23 x 0-17 = 5-21, 0-23 x 0-18 = 5-44, 0-23 x 0-19 = 5-67, 0-23 x 0-20 = 6-16, 0-23 x 0-21 = 6-39, 0-23 x 0-22 = 6-62, 0-23 x 0-23 = 7-11, 0-23 x 0-24 = 7-34, 0-23 x 0-25 = 7-57, 0-23 x 0-26 = 8-6, 0-23 x 0-27 = 8-29, 0-23 x 0-28 = 8-52, 0-23 x 0-29 = 9-1, 0-23 x 0-30 = 9-24, 0-23 x 0-31 = 9-47, 0-23 x 0-32 = 9-70, 0-23 x 0-33 = 10-19, 0-23 x 0-34 = 10-42, 0-23 x 0-35 = 10-65, 0-23 x 0-36 = 11-14, 0-23 x 0-37 = 11-37, 0-23 x 0-38 = 11-60, 0-23 x 0-39 = 12-9, 0-23 x 0-40 = 12-32, 0-23 x 0-41 = 12-55, 0-23 x 0-42 = 13-4, 0-23 x 0-43 = 13-27, 0-23 x 0-44 = 13-50, 0-23 x 0-45 = 13-73, 0-23 x 0-46 = 14-22, 0-23 x 0-47 = 14-45, 0-23 x 0-48 = 14-68, 0-23 x 0-49 = 15-17, 0-23 x 0-50 = 15-40, 0-23 x 0-51 = 15-63, 0-23 x 0-52 = 16-12, 0-23 x 0-53 = 16-35, 0-23 x 0-54 = 16-58, 0-23 x 0-55 = 17-7, 0-23 x 0-56 = 17-30, 0-23 x 0-57 = 17-53, 0-23 x 0-58 = 18-2, 0-23 x 0-59 = 18-25, 0-23 x 0-60 = 18-48, 0-23 x 0-61 = 18-71, 0-23 x 0-62 = 19-20, 0-23 x 0-63 = 19-43, 0-23 x 0-64 = 19-66, 0-23 x 0-65 = 20-15, 0-23 x 0-66 = 20-38, 0-23 x 0-67 = 20-61, 0-23 x 0-68 = 21-10, 0-23 x 0-69 = 21-33, 0-23 x 0-70 = 21-56, 0-23 x 0-71 = 22-5, 0-23 x 0-72 = 22-28, 0-23 x 0-73 = 22-51, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 0-72, 0-24 x 0-4 = 1-22, 0-24 x 0-5 = 1-46, 0-24 x 0-6 = 1-70, 0-24 x 0-7 = 2-20, 0-24 x 0-8 = 2-44, 0-24 x 0-9 = 2-68, 0-24 x 0-10 = 3-18, 0-24 x 0-11 = 3-42, 0-24 x 0-12 = 3-66, 0-24 x 0-13 = 4-16, 0-24 x 0-14 = 4-40, 0-24 x 0-15 = 4-64, 0-24 x 0-16 = 5-14, 0-24 x 0-17 = 5-38, 0-24 x 0-18 = 5-62, 0-24 x 0-19 = 6-12, 0-24 x 0-20 = 6-36, 0-24 x 0-21 = 6-60, 0-24 x 0-22 = 7-10, 0-24 x 0-23 = 7-34, 0-24 x 0-24 = 7-58, 0-24 x 0-25 = 8-8, 0-24 x 0-26 = 8-32, 0-24 x 0-27 = 8-56, 0-24 x 0-28 = 9-6, 0-24 x 0-29 = 9-30, 0-24 x 0-30 = 9-54, 0-24 x 0-31 = 10-4, 0-24 x 0-32 = 10-28, 0-24 x 0-33 = 10-52, 0-24 x 0-34 = 11-2, 0-24 x 0-35 = 11-26, 0-24 x 0-36 = 11-50, 0-24 x 0-37 = 12-0, 0-24 x 0-38 = 12-24, 0-24 x 0-39 = 12-48, 0-24 x 0-40 = 12-72, 0-24 x 0-41 = 13-22, 0-24 x 0-42 = 13-46, 0-24 x 0-43 = 13-70, 0-24 x 0-44 = 14-20, 0-24 x 0-45 = 14-44, 0-24 x 0-46 = 14-68, 0-24 x 0-47 = 15-18, 0-24 x 0-48 = 15-42, 0-24 x 0-49 = 15-66, 0-24 x 0-50 = 16-16, 0-24 x 0-51 = 16-40, 0-24 x 0-52 = 16-64, 0-24 x 0-53 = 17-14, 0-24 x 0-54 = 17-38, 0-24 x 0-55 = 17-62, 0-24 x 0-56 = 18-12, 0-24 x 0-57 = 18-36, 0-24 x 0-58 = 18-60, 0-24 x 0-59 = 19-10, 0-24 x 0-60 = 19-34, 0-24 x 0-61 = 19-58, 0-24 x 0-62 = 20-8, 0-24 x 0-63 = 20-32, 0-24 x 0-64 = 20-56, 0-24 x 0-65 = 21-6, 0-24 x 0-66 = 21-30, 0-24 x 0-67 = 21-54, 0-24 x 0-68 = 22-4, 0-24 x 0-69 = 22-28, 0-24 x 0-70 = 22-52, 0-24 x 0-71 = 23-2, 0-24 x 0-72 = 23-26, 0-24 x 0-73 = 23-50, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-1, 0-25 x 0-4 = 1-26, 0-25 x 0-5 = 1-51, 0-25 x 0-6 = 2-2, 0-25 x 0-7 = 2-27, 0-25 x 0-8 = 2-52, 0-25 x 0-9 = 3-3, 0-25 x 0-10 = 3-28, 0-25 x 0-11 = 3-53, 0-25 x 0-12 = 4-4, 0-25 x 0-13 = 4-29, 0-25 x 0-14 = 4-54, 0-25 x 0-15 = 5-5, 0-25 x 0-16 = 5-30, 0-25 x 0-17 = 5-55, 0-25 x 0-18 = 6-6, 0-25 x 0-19 = 6-31, 0-25 x 0-20 = 6-56, 0-25 x 0-21 = 7-7, 0-25 x 0-22 = 7-32, 0-25 x 0-23 = 7-57, 0-25 x 0-24 = 8-8, 0-25 x 0-25 = 8-33, 0-25 x 0-26 = 8-58, 0-25 x 0-27 = 9-9, 0-25 x 0-28 = 9-34, 0-25 x 0-29 = 9-59, 0-25 x 0-30 = 10-10, 0-25 x 0-31 = 10-35, 0-25 x 0-32 = 10-60, 0-25 x 0-33 = 11-11, 0-25 x 0-34 = 11-36, 0-25 x 0-35 = 11-61, 0-25 x 0-36 = 12-12, 0-25 x 0-37 = 12-37, 0-25 x 0-38 = 12-62, 0-25 x 0-39 = 13-13, 0-25 x 0-40 = 13-38, 0-25 x 0-41 = 13-63, 0-25 x 0-42 = 14-14, 0-25 x 0-43 = 14-39, 0-25 x 0-44 = 14-64, 0-25 x 0-45 = 15-15, 0-25 x 0-46 = 15-40, 0-25 x 0-47 = 15-65, 0-25 x 0-48 = 16-16, 0-25 x 0-49 = 16-41, 0-25 x 0-50 = 16-66, 0-25 x 0-51 = 17-17, 0-25 x 0-52 = 17-42, 0-25 x 0-53 = 17-67, 0-25 x 0-54 = 18-18, 0-25 x 0-55 = 18-43, 0-25 x 0-56 = 18-68, 0-25 x 0-57 = 19-19, 0-25 x 0-58 = 19-44, 0-25 x 0-59 = 19-69, 0-25 x 0-60 = 20-20, 0-25 x 0-61 = 20-45, 0-25 x 0-62 = 20-70, 0-25 x 0-63 = 21-21, 0-25 x 0-64 = 21-46, 0-25 x 0-65 = 21-71, 0-25 x 0-66 = 22-22, 0-25 x 0-67 = 22-47, 0-25 x 0-68 = 22-72, 0-25 x 0-69 = 23-23, 0-25 x 0-70 = 23-48, 0-25 x 0-71 = 23-73, 0-25 x 0-72 = 24-24, 0-25 x 0-73 = 24-49, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-4, 0-26 x 0-4 = 1-30, 0-26 x 0-5 = 1-56, 0-26 x 0-6 = 2-8, 0-26 x 0-7 = 2-34, 0-26 x 0-8 = 2-60, 0-26 x 0-9 = 3-12, 0-26 x 0-10 = 3-38, 0-26 x 0-11 = 3-64, 0-26 x 0-12 = 4-16, 0-26 x 0-13 = 4-42, 0-26 x 0-14 = 4-68, 0-26 x 0-15 = 5-20, 0-26 x 0-16 = 5-46, 0-26 x 0-17 = 5-72, 0-26 x 0-18 = 6-24, 0-26 x 0-19 = 6-50, 0-26 x 0-20 = 7-2, 0-26 x 0-21 = 7-28, 0-26 x 0-22 = 7-54, 0-26 x 0-23 = 8-6, 0-26 x 0-24 = 8-32, 0-26 x 0-25 = 8-58, 0-26 x 0-26 = 9-10, 0-26 x 0-27 = 9-36, 0-26 x 0-28 = 9-62, 0-26 x 0-29 = 10-14, 0-26 x 0-30 = 10-40, 0-26 x 0-31 = 10-66, 0-26 x 0-32 = 11-18, 0-26 x 0-33 = 11-44, 0-26 x 0-34 = 11-70, 0-26 x 0-35 = 12-22, 0-26 x 0-36 = 12-48, 0-26 x 0-37 = 13-0, 0-26 x 0-38 = 13-26, 0-26 x 0-39 = 13-52, 0-26 x 0-40 = 14-4, 0-26 x 0-41 = 14-30, 0-26 x 0-42 = 14-56, 0-26 x 0-43 = 15-8, 0-26 x 0-44 = 15-34, 0-26 x 0-45 = 15-60, 0-26 x 0-46 = 16-12, 0-26 x 0-47 = 16-38, 0-26 x 0-48 = 16-64, 0-26 x 0-49 = 17-16, 0-26 x 0-50 = 17-42, 0-26 x 0-51 = 17-68, 0-26 x 0-52 = 18-20, 0-26 x 0-53 = 18-46, 0-26 x 0-54 = 18-72, 0-26 x 0-55 = 19-24, 0-26 x 0-56 = 19-50, 0-26 x 0-57 = 20-2, 0-26 x 0-58 = 20-28, 0-26 x 0-59 = 20-54, 0-26 x 0-60 = 21-6, 0-26 x 0-61 = 21-32, 0-26 x 0-62 = 21-58, 0-26 x 0-63 = 22-10, 0-26 x 0-64 = 22-36, 0-26 x 0-65 = 22-62, 0-26 x 0-66 = 23-14, 0-26 x 0-67 = 23-40, 0-26 x 0-68 = 23-66, 0-26 x 0-69 = 24-18, 0-26 x 0-70 = 24-44, 0-26 x 0-71 = 24-70, 0-26 x 0-72 = 25-22, 0-26 x 0-73 = 25-48, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-7, 0-27 x 0-4 = 1-34, 0-27 x 0-5 = 1-61, 0-27 x 0-6 = 2-14, 0-27 x 0-7 = 2-41, 0-27 x 0-8 = 2-68, 0-27 x 0-9 = 3-21, 0-27 x 0-10 = 3-48, 0-27 x 0-11 = 4-1, 0-27 x 0-12 = 4-28, 0-27 x 0-13 = 4-55, 0-27 x 0-14 = 5-8, 0-27 x 0-15 = 5-35, 0-27 x 0-16 = 5-62, 0-27 x 0-17 = 6-15, 0-27 x 0-18 = 6-42, 0-27 x 0-19 = 6-69, 0-27 x 0-20 = 7-22, 0-27 x 0-21 = 7-49, 0-27 x 0-22 = 8-2, 0-27 x 0-23 = 8-29, 0-27 x 0-24 = 8-56, 0-27 x 0-25 = 9-9, 0-27 x 0-26 = 9-36, 0-27 x 0-27 = 9-63, 0-27 x 0-28 = 10-16, 0-27 x 0-29 = 10-43, 0-27 x 0-30 = 10-70, 0-27 x 0-31 = 11-23, 0-27 x 0-32 = 11-50, 0-27 x 0-33 = 12-3, 0-27 x 0-34 = 12-30, 0-27 x 0-35 = 12-57, 0-27 x 0-36 = 13-10, 0-27 x 0-37 = 13-37, 0-27 x 0-38 = 13-64, 0-27 x 0-39 = 14-17, 0-27 x 0-40 = 14-44, 0-27 x 0-41 = 14-71, 0-27 x 0-42 = 15-24, 0-27 x 0-43 = 15-51, 0-27 x 0-44 = 16-4, 0-27 x 0-45 = 16-31, 0-27 x 0-46 = 16-58, 0-27 x 0-47 = 17-11, 0-27 x 0-48 = 17-38, 0-27 x 0-49 = 17-65, 0-27 x 0-50 = 18-18, 0-27 x 0-51 = 18-45, 0-27 x 0-52 = 18-72, 0-27 x 0-53 = 19-25, 0-27 x 0-54 = 19-52, 0-27 x 0-55 = 20-5, 0-27 x 0-56 = 20-32, 0-27 x 0-57 = 20-59, 0-27 x 0-58 = 21-12, 0-27 x 0-59 = 21-39, 0-27 x 0-60 = 21-66, 0-27 x 0-61 = 22-19, 0-27 x 0-62 = 22-46, 0-27 x 0-63 = 22-73, 0-27 x 0-64 = 23-26, 0-27 x 0-65 = 23-53, 0-27 x 0-66 = 24-6, 0-27 x 0-67 = 24-33, 0-27 x 0-68 = 24-60, 0-27 x 0-69 = 25-13, 0-27 x 0-70 = 25-40, 0-27 x 0-71 = 25-67, 0-27 x 0-72 = 26-20, 0-27 x 0-73 = 26-47, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-10, 0-28 x 0-4 = 1-38, 0-28 x 0-5 = 1-66, 0-28 x 0-6 = 2-20, 0-28 x 0-7 = 2-48, 0-28 x 0-8 = 3-2, 0-28 x 0-9 = 3-30, 0-28 x 0-10 = 3-58, 0-28 x 0-11 = 4-12, 0-28 x 0-12 = 4-40, 0-28 x 0-13 = 4-68, 0-28 x 0-14 = 5-22, 0-28 x 0-15 = 5-50, 0-28 x 0-16 = 6-4, 0-28 x 0-17 = 6-32, 0-28 x 0-18 = 6-60, 0-28 x 0-19 = 7-14, 0-28 x 0-20 = 7-42, 0-28 x 0-21 = 7-70, 0-28 x 0-22 = 8-24, 0-28 x 0-23 = 8-52, 0-28 x 0-24 = 9-6, 0-28 x 0-25 = 9-34, 0-28 x 0-26 = 9-62, 0-28 x 0-27 = 10-16, 0-28 x 0-28 = 10-44, 0-28 x 0-29 = 10-72, 0-28 x 0-30 = 11-26, 0-28 x 0-31 = 11-54, 0-28 x 0-32 = 12-8, 0-28 x 0-33 = 12-36, 0-28 x 0-34 = 12-64, 0-28 x 0-35 = 13-18, 0-28 x 0-36 = 13-46, 0-28 x 0-37 = 14-0, 0-28 x 0-38 = 14-28, 0-28 x 0-39 = 14-56, 0-28 x 0-40 = 15-10, 0-28 x 0-41 = 15-38, 0-28 x 0-42 = 15-66, 0-28 x 0-43 = 16-20, 0-28 x 0-44 = 16-48, 0-28 x 0-45 = 17-2, 0-28 x 0-46 = 17-30, 0-28 x 0-47 = 17-58, 0-28 x 0-48 = 18-12, 0-28 x 0-49 = 18-40, 0-28 x 0-50 = 18-68, 0-28 x 0-51 = 19-22, 0-28 x 0-52 = 19-50, 0-28 x 0-53 = 20-4, 0-28 x 0-54 = 20-32, 0-28 x 0-55 = 20-60, 0-28 x 0-56 = 21-14, 0-28 x 0-57 = 21-42, 0-28 x 0-58 = 21-70, 0-28 x 0-59 = 22-24, 0-28 x 0-60 = 22-52, 0-28 x 0-61 = 23-6, 0-28 x 0-62 = 23-34, 0-28 x 0-63 = 23-62, 0-28 x 0-64 = 24-16, 0-28 x 0-65 = 24-44, 0-28 x 0-66 = 24-72, 0-28 x 0-67 = 25-26, 0-28 x 0-68 = 25-54, 0-28 x 0-69 = 26-8, 0-28 x 0-70 = 26-36, 0-28 x 0-71 = 26-64, 0-28 x 0-72 = 27-18, 0-28 x 0-73 = 27-46, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-13, 0-29 x 0-4 = 1-42, 0-29 x 0-5 = 1-71, 0-29 x 0-6 = 2-26, 0-29 x 0-7 = 2-55, 0-29 x 0-8 = 3-10, 0-29 x 0-9 = 3-39, 0-29 x 0-10 = 3-68, 0-29 x 0-11 = 4-23, 0-29 x 0-12 = 4-52, 0-29 x 0-13 = 5-7, 0-29 x 0-14 = 5-36, 0-29 x 0-15 = 5-65, 0-29 x 0-16 = 6-20, 0-29 x 0-17 = 6-49, 0-29 x 0-18 = 7-4, 0-29 x 0-19 = 7-33, 0-29 x 0-20 = 7-62, 0-29 x 0-21 = 8-17, 0-29 x 0-22 = 8-46, 0-29 x 0-23 = 9-1, 0-29 x 0-24 = 9-30, 0-29 x 0-25 = 9-59, 0-29 x 0-26 = 10-14, 0-29 x 0-27 = 10-43, 0-29 x 0-28 = 10-72, 0-29 x 0-29 = 11-27, 0-29 x 0-30 = 11-56, 0-29 x 0-31 = 12-11, 0-29 x 0-32 = 12-40, 0-29 x 0-33 = 12-69, 0-29 x 0-34 = 13-24, 0-29 x 0-35 = 13-53, 0-29 x 0-36 = 14-8, 0-29 x 0-37 = 14-37, 0-29 x 0-38 = 14-66, 0-29 x 0-39 = 15-21, 0-29 x 0-40 = 15-50, 0-29 x 0-41 = 16-5, 0-29 x 0-42 = 16-34, 0-29 x 0-43 = 16-63, 0-29 x 0-44 = 17-18, 0-29 x 0-45 = 17-47, 0-29 x 0-46 = 18-2, 0-29 x 0-47 = 18-31, 0-29 x 0-48 = 18-60, 0-29 x 0-49 = 19-15, 0-29 x 0-50 = 19-44, 0-29 x 0-51 = 19-73, 0-29 x 0-52 = 20-28, 0-29 x 0-53 = 20-57, 0-29 x 0-54 = 21-12, 0-29 x 0-55 = 21-41, 0-29 x 0-56 = 21-70, 0-29 x 0-57 = 22-25, 0-29 x 0-58 = 22-54, 0-29 x 0-59 = 23-9, 0-29 x 0-60 = 23-38, 0-29 x 0-61 = 23-67, 0-29 x 0-62 = 24-22, 0-29 x 0-63 = 24-51, 0-29 x 0-64 = 25-6, 0-29 x 0-65 = 25-35, 0-29 x 0-66 = 25-64, 0-29 x 0-67 = 26-19, 0-29 x 0-68 = 26-48, 0-29 x 0-69 = 27-3, 0-29 x 0-70 = 27-32, 0-29 x 0-71 = 27-61, 0-29 x 0-72 = 28-16, 0-29 x 0-73 = 28-45, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-16, 0-30 x 0-4 = 1-46, 0-30 x 0-5 = 2-2, 0-30 x 0-6 = 2-32, 0-30 x 0-7 = 2-62, 0-30 x 0-8 = 3-18, 0-30 x 0-9 = 3-48, 0-30 x 0-10 = 4-4, 0-30 x 0-11 = 4-34, 0-30 x 0-12 = 4-64, 0-30 x 0-13 = 5-20, 0-30 x 0-14 = 5-50, 0-30 x 0-15 = 6-6, 0-30 x 0-16 = 6-36, 0-30 x 0-17 = 6-66, 0-30 x 0-18 = 7-22, 0-30 x 0-19 = 7-52, 0-30 x 0-20 = 8-8, 0-30 x 0-21 = 8-38, 0-30 x 0-22 = 8-68, 0-30 x 0-23 = 9-24, 0-30 x 0-24 = 9-54, 0-30 x 0-25 = 10-10, 0-30 x 0-26 = 10-40, 0-30 x 0-27 = 10-70, 0-30 x 0-28 = 11-26, 0-30 x 0-29 = 11-56, 0-30 x 0-30 = 12-12, 0-30 x 0-31 = 12-42, 0-30 x 0-32 = 12-72, 0-30 x 0-33 = 13-28, 0-30 x 0-34 = 13-58, 0-30 x 0-35 = 14-14, 0-30 x 0-36 = 14-44, 0-30 x 0-37 = 15-0, 0-30 x 0-38 = 15-30, 0-30 x 0-39 = 15-60, 0-30 x 0-40 = 16-16, 0-30 x 0-41 = 16-46, 0-30 x 0-42 = 17-2, 0-30 x 0-43 = 17-32, 0-30 x 0-44 = 17-62, 0-30 x 0-45 = 18-18, 0-30 x 0-46 = 18-48, 0-30 x 0-47 = 19-4, 0-30 x 0-48 = 19-34, 0-30 x 0-49 = 19-64, 0-30 x 0-50 = 20-20, 0-30 x 0-51 = 20-50, 0-30 x 0-52 = 21-6, 0-30 x 0-53 = 21-36, 0-30 x 0-54 = 21-66, 0-30 x 0-55 = 22-22, 0-30 x 0-56 = 22-52, 0-30 x 0-57 = 23-8, 0-30 x 0-58 = 23-38, 0-30 x 0-59 = 23-68, 0-30 x 0-60 = 24-24, 0-30 x 0-61 = 24-54, 0-30 x 0-62 = 25-10, 0-30 x 0-63 = 25-40, 0-30 x 0-64 = 25-70, 0-30 x 0-65 = 26-26, 0-30 x 0-66 = 26-56, 0-30 x 0-67 = 27-12, 0-30 x 0-68 = 27-42, 0-30 x 0-69 = 27-72, 0-30 x 0-70 = 28-28, 0-30 x 0-71 = 28-58, 0-30 x 0-72 = 29-14, 0-30 x 0-73 = 29-44, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 0-62, 0-31 x 0-3 = 1-19, 0-31 x 0-4 = 1-50, 0-31 x 0-5 = 2-7, 0-31 x 0-6 = 2-38, 0-31 x 0-7 = 2-69, 0-31 x 0-8 = 3-26, 0-31 x 0-9 = 3-57, 0-31 x 0-10 = 4-14, 0-31 x 0-11 = 4-45, 0-31 x 0-12 = 5-2, 0-31 x 0-13 = 5-33, 0-31 x 0-14 = 5-64, 0-31 x 0-15 = 6-21, 0-31 x 0-16 = 6-52, 0-31 x 0-17 = 7-9, 0-31 x 0-18 = 7-40, 0-31 x 0-19 = 7-71, 0-31 x 0-20 = 8-28, 0-31 x 0-21 = 8-59, 0-31 x 0-22 = 9-16, 0-31 x 0-23 = 9-47, 0-31 x 0-24 = 10-4, 0-31 x 0-25 = 10-35, 0-31 x 0-26 = 10-66, 0-31 x 0-27 = 11-23, 0-31 x 0-28 = 11-54, 0-31 x 0-29 = 12-11, 0-31 x 0-30 = 12-42, 0-31 x 0-31 = 12-73, 0-31 x 0-32 = 13-30, 0-31 x 0-33 = 13-61, 0-31 x 0-34 = 14-18, 0-31 x 0-35 = 14-49, 0-31 x 0-36 = 15-6, 0-31 x 0-37 = 15-37, 0-31 x 0-38 = 15-68, 0-31 x 0-39 = 16-25, 0-31 x 0-40 = 16-56, 0-31 x 0-41 = 17-13, 0-31 x 0-42 = 17-44, 0-31 x 0-43 = 18-1, 0-31 x 0-44 = 18-32, 0-31 x 0-45 = 18-63, 0-31 x 0-46 = 19-20, 0-31 x 0-47 = 19-51, 0-31 x 0-48 = 20-8, 0-31 x 0-49 = 20-39, 0-31 x 0-50 = 20-70, 0-31 x 0-51 = 21-27, 0-31 x 0-52 = 21-58, 0-31 x 0-53 = 22-15, 0-31 x 0-54 = 22-46, 0-31 x 0-55 = 23-3, 0-31 x 0-56 = 23-34, 0-31 x 0-57 = 23-65, 0-31 x 0-58 = 24-22, 0-31 x 0-59 = 24-53, 0-31 x 0-60 = 25-10, 0-31 x 0-61 = 25-41, 0-31 x 0-62 = 25-72, 0-31 x 0-63 = 26-29, 0-31 x 0-64 = 26-60, 0-31 x 0-65 = 27-17, 0-31 x 0-66 = 27-48, 0-31 x 0-67 = 28-5, 0-31 x 0-68 = 28-36, 0-31 x 0-69 = 28-67, 0-31 x 0-70 = 29-24, 0-31 x 0-71 = 29-55, 0-31 x 0-72 = 30-12, 0-31 x 0-73 = 30-43, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 0-64, 0-32 x 0-3 = 1-22, 0-32 x 0-4 = 1-54, 0-32 x 0-5 = 2-12, 0-32 x 0-6 = 2-44, 0-32 x 0-7 = 3-2, 0-32 x 0-8 = 3-34, 0-32 x 0-9 = 3-66, 0-32 x 0-10 = 4-24, 0-32 x 0-11 = 4-56, 0-32 x 0-12 = 5-14, 0-32 x 0-13 = 5-46, 0-32 x 0-14 = 6-4, 0-32 x 0-15 = 6-36, 0-32 x 0-16 = 6-68, 0-32 x 0-17 = 7-26, 0-32 x 0-18 = 7-58, 0-32 x 0-19 = 8-16, 0-32 x 0-20 = 8-48, 0-32 x 0-21 = 9-6, 0-32 x 0-22 = 9-38, 0-32 x 0-23 = 9-70, 0-32 x 0-24 = 10-28, 0-32 x 0-25 = 10-60, 0-32 x 0-26 = 11-18, 0-32 x 0-27 = 11-50, 0-32 x 0-28 = 12-8, 0-32 x 0-29 = 12-40, 0-32 x 0-30 = 12-72, 0-32 x 0-31 = 13-30, 0-32 x 0-32 = 13-62, 0-32 x 0-33 = 14-20, 0-32 x 0-34 = 14-52, 0-32 x 0-35 = 15-10, 0-32 x 0-36 = 15-42, 0-32 x 0-37 = 16-0, 0-32 x 0-38 = 16-32, 0-32 x 0-39 = 16-64, 0-32 x 0-40 = 17-22, 0-32 x 0-41 = 17-54, 0-32 x 0-42 = 18-12, 0-32 x 0-43 = 18-44, 0-32 x 0-44 = 19-2, 0-32 x 0-45 = 19-34, 0-32 x 0-46 = 19-66, 0-32 x 0-47 = 20-24, 0-32 x 0-48 = 20-56, 0-32 x 0-49 = 21-14, 0-32 x 0-50 = 21-46, 0-32 x 0-51 = 22-4, 0-32 x 0-52 = 22-36, 0-32 x 0-53 = 22-68, 0-32 x 0-54 = 23-26, 0-32 x 0-55 = 23-58, 0-32 x 0-56 = 24-16, 0-32 x 0-57 = 24-48, 0-32 x 0-58 = 25-6, 0-32 x 0-59 = 25-38, 0-32 x 0-60 = 25-70, 0-32 x 0-61 = 26-28, 0-32 x 0-62 = 26-60, 0-32 x 0-63 = 27-18, 0-32 x 0-64 = 27-50, 0-32 x 0-65 = 28-8, 0-32 x 0-66 = 28-40, 0-32 x 0-67 = 28-72, 0-32 x 0-68 = 29-30, 0-32 x 0-69 = 29-62, 0-32 x 0-70 = 30-20, 0-32 x 0-71 = 30-52, 0-32 x 0-72 = 31-10, 0-32 x 0-73 = 31-42, 
