0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-3, 0-21 x 0-5 = 1-24, 0-21 x 0-6 = 1-45, 0-21 x 0-7 = 1-66, 0-21 x 0-8 = 2-6, 0-21 x 0-9 = 2-27, 0-21 x 0-10 = 2-48, 0-21 x 0-11 = 2-69, 0-21 x 0-12 = 3-9, 0-21 x 0-13 = 3-30, 0-21 x 0-14 = 3-51, 0-21 x 0-15 = 3-72, 0-21 x 0-16 = 4-12, 0-21 x 0-17 = 4-33, 0-21 x 0-18 = 4-54, 0-21 x 0-19 = 4-75, 0-21 x 0-20 = 5-15, 0-21 x 0-21 = 5-36, 0-21 x 0-22 = 5-57, 0-21 x 0-23 = 5-78, 0-21 x 0-24 = 6-18, 0-21 x 0-25 = 6-39, 0-21 x 0-26 = 6-60, 0-21 x 0-27 = 7-0, 0-21 x 0-28 = 7-21, 0-21 x 0-29 = 7-42, 0-21 x 0-30 = 7-63, 0-21 x 0-31 = 8-3, 0-21 x 0-32 = 8-24, 0-21 x 0-33 = 8-45, 0-21 x 0-34 = 8-66, 0-21 x 0-35 = 9-6, 0-21 x 0-36 = 9-27, 0-21 x 0-37 = 9-48, 0-21 x 0-38 = 9-69, 0-21 x 0-39 = 10-9, 0-21 x 0-40 = 10-30, 0-21 x 0-41 = 10-51, 0-21 x 0-42 = 10-72, 0-21 x 0-43 = 11-12, 0-21 x 0-44 = 11-33, 0-21 x 0-45 = 11-54, 0-21 x 0-46 = 11-75, 0-21 x 0-47 = 12-15, 0-21 x 0-48 = 12-36, 0-21 x 0-49 = 12-57, 0-21 x 0-50 = 12-78, 0-21 x 0-51 = 13-18, 0-21 x 0-52 = 13-39, 0-21 x 0-53 = 13-60, 0-21 x 0-54 = 14-0, 0-21 x 0-55 = 14-21, 0-21 x 0-56 = 14-42, 0-21 x 0-57 = 14-63, 0-21 x 0-58 = 15-3, 0-21 x 0-59 = 15-24, 0-21 x 0-60 = 15-45, 0-21 x 0-61 = 15-66, 0-21 x 0-62 = 16-6, 0-21 x 0-63 = 16-27, 0-21 x 0-64 = 16-48, 0-21 x 0-65 = 16-69, 0-21 x 0-66 = 17-9, 0-21 x 0-67 = 17-30, 0-21 x 0-68 = 17-51, 0-21 x 0-69 = 17-72, 0-21 x 0-70 = 18-12, 0-21 x 0-71 = 18-33, 0-21 x 0-72 = 18-54, 0-21 x 0-73 = 18-75, 0-21 x 0-74 = 19-15, 0-21 x 0-75 = 19-36, 0-21 x 0-76 = 19-57, 0-21 x 0-77 = 19-78, 0-21 x 0-78 = 20-18, 0-21 x 0-79 = 20-39, 0-21 x 0-80 = 20-60, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 0-66, 0-22 x 0-4 = 1-7, 0-22 x 0-5 = 1-29, 0-22 x 0-6 = 1-51, 0-22 x 0-7 = 1-73, 0-22 x 0-8 = 2-14, 0-22 x 0-9 = 2-36, 0-22 x 0-10 = 2-58, 0-22 x 0-11 = 2-80, 0-22 x 0-12 = 3-21, 0-22 x 0-13 = 3-43, 0-22 x 0-14 = 3-65, 0-22 x 0-15 = 4-6, 0-22 x 0-16 = 4-28, 0-22 x 0-17 = 4-50, 0-22 x 0-18 = 4-72, 0-22 x 0-19 = 5-13, 0-22 x 0-20 = 5-35, 0-22 x 0-21 = 5-57, 0-22 x 0-22 = 5-79, 0-22 x 0-23 = 6-20, 0-22 x 0-24 = 6-42, 0-22 x 0-25 = 6-64, 0-22 x 0-26 = 7-5, 0-22 x 0-27 = 7-27, 0-22 x 0-28 = 7-49, 0-22 x 0-29 = 7-71, 0-22 x 0-30 = 8-12, 0-22 x 0-31 = 8-34, 0-22 x 0-32 = 8-56, 0-22 x 0-33 = 8-78, 0-22 x 0-34 = 9-19, 0-22 x 0-35 = 9-41, 0-22 x 0-36 = 9-63, 0-22 x 0-37 = 10-4, 0-22 x 0-38 = 10-26, 0-22 x 0-39 = 10-48, 0-22 x 0-40 = 10-70, 0-22 x 0-41 = 11-11, 0-22 x 0-42 = 11-33, 0-22 x 0-43 = 11-55, 0-22 x 0-44 = 11-77, 0-22 x 0-45 = 12-18, 0-22 x 0-46 = 12-40, 0-22 x 0-47 = 12-62, 0-22 x 0-48 = 13-3, 0-22 x 0-49 = 13-25, 0-22 x 0-50 = 13-47, 0-22 x 0-51 = 13-69, 0-22 x 0-52 = 14-10, 0-22 x 0-53 = 14-32, 0-22 x 0-54 = 14-54, 0-22 x 0-55 = 14-76, 0-22 x 0-56 = 15-17, 0-22 x 0-57 = 15-39, 0-22 x 0-58 = 15-61, 0-22 x 0-59 = 16-2, 0-22 x 0-60 = 16-24, 0-22 x 0-61 = 16-46, 0-22 x 0-62 = 16-68, 0-22 x 0-63 = 17-9, 0-22 x 0-64 = 17-31, 0-22 x 0-65 = 17-53, 0-22 x 0-66 = 17-75, 0-22 x 0-67 = 18-16, 0-22 x 0-68 = 18-38, 0-22 x 0-69 = 18-60, 0-22 x 0-70 = 19-1, 0-22 x 0-71 = 19-23, 0-22 x 0-72 = 19-45, 0-22 x 0-73 = 19-67, 0-22 x 0-74 = 20-8, 0-22 x 0-75 = 20-30, 0-22 x 0-76 = 20-52, 0-22 x 0-77 = 20-74, 0-22 x 0-78 = 21-15, 0-22 x 0-79 = 21-37, 0-22 x 0-80 = 21-59, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 0-69, 0-23 x 0-4 = 1-11, 0-23 x 0-5 = 1-34, 0-23 x 0-6 = 1-57, 0-23 x 0-7 = 1-80, 0-23 x 0-8 = 2-22, 0-23 x 0-9 = 2-45, 0-23 x 0-10 = 2-68, 0-23 x 0-11 = 3-10, 0-23 x 0-12 = 3-33, 0-23 x 0-13 = 3-56, 0-23 x 0-14 = 3-79, 0-23 x 0-15 = 4-21, 0-23 x 0-16 = 4-44, 0-23 x 0-17 = 4-67, 0-23 x 0-18 = 5-9, 0-23 x 0-19 = 5-32, 0-23 x 0-20 = 5-55, 0-23 x 0-21 = 5-78, 0-23 x 0-22 = 6-20, 0-23 x 0-23 = 6-43, 0-23 x 0-24 = 6-66, 0-23 x 0-25 = 7-8, 0-23 x 0-26 = 7-31, 0-23 x 0-27 = 7-54, 0-23 x 0-28 = 7-77, 0-23 x 0-29 = 8-19, 0-23 x 0-30 = 8-42, 0-23 x 0-31 = 8-65, 0-23 x 0-32 = 9-7, 0-23 x 0-33 = 9-30, 0-23 x 0-34 = 9-53, 0-23 x 0-35 = 9-76, 0-23 x 0-36 = 10-18, 0-23 x 0-37 = 10-41, 0-23 x 0-38 = 10-64, 0-23 x 0-39 = 11-6, 0-23 x 0-40 = 11-29, 0-23 x 0-41 = 11-52, 0-23 x 0-42 = 11-75, 0-23 x 0-43 = 12-17, 0-23 x 0-44 = 12-40, 0-23 x 0-45 = 12-63, 0-23 x 0-46 = 13-5, 0-23 x 0-47 = 13-28, 0-23 x 0-48 = 13-51, 0-23 x 0-49 = 13-74, 0-23 x 0-50 = 14-16, 0-23 x 0-51 = 14-39, 0-23 x 0-52 = 14-62, 0-23 x 0-53 = 15-4, 0-23 x 0-54 = 15-27, 0-23 x 0-55 = 15-50, 0-23 x 0-56 = 15-73, 0-23 x 0-57 = 16-15, 0-23 x 0-58 = 16-38, 0-23 x 0-59 = 16-61, 0-23 x 0-60 = 17-3, 0-23 x 0-61 = 17-26, 0-23 x 0-62 = 17-49, 0-23 x 0-63 = 17-72, 0-23 x 0-64 = 18-14, 0-23 x 0-65 = 18-37, 0-23 x 0-66 = 18-60, 0-23 x 0-67 = 19-2, 0-23 x 0-68 = 19-25, 0-23 x 0-69 = 19-48, 0-23 x 0-70 = 19-71, 0-23 x 0-71 = 20-13, 0-23 x 0-72 = 20-36, 0-23 x 0-73 = 20-59, 0-23 x 0-74 = 21-1, 0-23 x 0-75 = 21-24, 0-23 x 0-76 = 21-47, 0-23 x 0-77 = 21-70, 0-23 x 0-78 = 22-12, 0-23 x 0-79 = 22-35, 0-23 x 0-80 = 22-58, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 0-72, 0-24 x 0-4 = 1-15, 0-24 x 0-5 = 1-39, 0-24 x 0-6 = 1-63, 0-24 x 0-7 = 2-6, 0-24 x 0-8 = 2-30, 0-24 x 0-9 = 2-54, 0-24 x 0-10 = 2-78, 0-24 x 0-11 = 3-21, 0-24 x 0-12 = 3-45, 0-24 x 0-13 = 3-69, 0-24 x 0-14 = 4-12, 0-24 x 0-15 = 4-36, 0-24 x 0-16 = 4-60, 0-24 x 0-17 = 5-3, 0-24 x 0-18 = 5-27, 0-24 x 0-19 = 5-51, 0-24 x 0-20 = 5-75, 0-24 x 0-21 = 6-18, 0-24 x 0-22 = 6-42, 0-24 x 0-23 = 6-66, 0-24 x 0-24 = 7-9, 0-24 x 0-25 = 7-33, 0-24 x 0-26 = 7-57, 0-24 x 0-27 = 8-0, 0-24 x 0-28 = 8-24, 0-24 x 0-29 = 8-48, 0-24 x 0-30 = 8-72, 0-24 x 0-31 = 9-15, 0-24 x 0-32 = 9-39, 0-24 x 0-33 = 9-63, 0-24 x 0-34 = 10-6, 0-24 x 0-35 = 10-30, 0-24 x 0-36 = 10-54, 0-24 x 0-37 = 10-78, 0-24 x 0-38 = 11-21, 0-24 x 0-39 = 11-45, 0-24 x 0-40 = 11-69, 0-24 x 0-41 = 12-12, 0-24 x 0-42 = 12-36, 0-24 x 0-43 = 12-60, 0-24 x 0-44 = 13-3, 0-24 x 0-45 = 13-27, 0-24 x 0-46 = 13-51, 0-24 x 0-47 = 13-75, 0-24 x 0-48 = 14-18, 0-24 x 0-49 = 14-42, 0-24 x 0-50 = 14-66, 0-24 x 0-51 = 15-9, 0-24 x 0-52 = 15-33, 0-24 x 0-53 = 15-57, 0-24 x 0-54 = 16-0, 0-24 x 0-55 = 16-24, 0-24 x 0-56 = 16-48, 0-24 x 0-57 = 16-72, 0-24 x 0-58 = 17-15, 0-24 x 0-59 = 17-39, 0-24 x 0-60 = 17-63, 0-24 x 0-61 = 18-6, 0-24 x 0-62 = 18-30, 0-24 x 0-63 = 18-54, 0-24 x 0-64 = 18-78, 0-24 x 0-65 = 19-21, 0-24 x 0-66 = 19-45, 0-24 x 0-67 = 19-69, 0-24 x 0-68 = 20-12, 0-24 x 0-69 = 20-36, 0-24 x 0-70 = 20-60, 0-24 x 0-71 = 21-3, 0-24 x 0-72 = 21-27, 0-24 x 0-73 = 21-51, 0-24 x 0-74 = 21-75, 0-24 x 0-75 = 22-18, 0-24 x 0-76 = 22-42, 0-24 x 0-77 = 22-66, 0-24 x 0-78 = 23-9, 0-24 x 0-79 = 23-33, 0-24 x 0-80 = 23-57, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 0-75, 0-25 x 0-4 = 1-19, 0-25 x 0-5 = 1-44, 0-25 x 0-6 = 1-69, 0-25 x 0-7 = 2-13, 0-25 x 0-8 = 2-38, 0-25 x 0-9 = 2-63, 0-25 x 0-10 = 3-7, 0-25 x 0-11 = 3-32, 0-25 x 0-12 = 3-57, 0-25 x 0-13 = 4-1, 0-25 x 0-14 = 4-26, 0-25 x 0-15 = 4-51, 0-25 x 0-16 = 4-76, 0-25 x 0-17 = 5-20, 0-25 x 0-18 = 5-45, 0-25 x 0-19 = 5-70, 0-25 x 0-20 = 6-14, 0-25 x 0-21 = 6-39, 0-25 x 0-22 = 6-64, 0-25 x 0-23 = 7-8, 0-25 x 0-24 = 7-33, 0-25 x 0-25 = 7-58, 0-25 x 0-26 = 8-2, 0-25 x 0-27 = 8-27, 0-25 x 0-28 = 8-52, 0-25 x 0-29 = 8-77, 0-25 x 0-30 = 9-21, 0-25 x 0-31 = 9-46, 0-25 x 0-32 = 9-71, 0-25 x 0-33 = 10-15, 0-25 x 0-34 = 10-40, 0-25 x 0-35 = 10-65, 0-25 x 0-36 = 11-9, 0-25 x 0-37 = 11-34, 0-25 x 0-38 = 11-59, 0-25 x 0-39 = 12-3, 0-25 x 0-40 = 12-28, 0-25 x 0-41 = 12-53, 0-25 x 0-42 = 12-78, 0-25 x 0-43 = 13-22, 0-25 x 0-44 = 13-47, 0-25 x 0-45 = 13-72, 0-25 x 0-46 = 14-16, 0-25 x 0-47 = 14-41, 0-25 x 0-48 = 14-66, 0-25 x 0-49 = 15-10, 0-25 x 0-50 = 15-35, 0-25 x 0-51 = 15-60, 0-25 x 0-52 = 16-4, 0-25 x 0-53 = 16-29, 0-25 x 0-54 = 16-54, 0-25 x 0-55 = 16-79, 0-25 x 0-56 = 17-23, 0-25 x 0-57 = 17-48, 0-25 x 0-58 = 17-73, 0-25 x 0-59 = 18-17, 0-25 x 0-60 = 18-42, 0-25 x 0-61 = 18-67, 0-25 x 0-62 = 19-11, 0-25 x 0-63 = 19-36, 0-25 x 0-64 = 19-61, 0-25 x 0-65 = 20-5, 0-25 x 0-66 = 20-30, 0-25 x 0-67 = 20-55, 0-25 x 0-68 = 20-80, 0-25 x 0-69 = 21-24, 0-25 x 0-70 = 21-49, 0-25 x 0-71 = 21-74, 0-25 x 0-72 = 22-18, 0-25 x 0-73 = 22-43, 0-25 x 0-74 = 22-68, 0-25 x 0-75 = 23-12, 0-25 x 0-76 = 23-37, 0-25 x 0-77 = 23-62, 0-25 x 0-78 = 24-6, 0-25 x 0-79 = 24-31, 0-25 x 0-80 = 24-56, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 0-78, 0-26 x 0-4 = 1-23, 0-26 x 0-5 = 1-49, 0-26 x 0-6 = 1-75, 0-26 x 0-7 = 2-20, 0-26 x 0-8 = 2-46, 0-26 x 0-9 = 2-72, 0-26 x 0-10 = 3-17, 0-26 x 0-11 = 3-43, 0-26 x 0-12 = 3-69, 0-26 x 0-13 = 4-14, 0-26 x 0-14 = 4-40, 0-26 x 0-15 = 4-66, 0-26 x 0-16 = 5-11, 0-26 x 0-17 = 5-37, 0-26 x 0-18 = 5-63, 0-26 x 0-19 = 6-8, 0-26 x 0-20 = 6-34, 0-26 x 0-21 = 6-60, 0-26 x 0-22 = 7-5, 0-26 x 0-23 = 7-31, 0-26 x 0-24 = 7-57, 0-26 x 0-25 = 8-2, 0-26 x 0-26 = 8-28, 0-26 x 0-27 = 8-54, 0-26 x 0-28 = 8-80, 0-26 x 0-29 = 9-25, 0-26 x 0-30 = 9-51, 0-26 x 0-31 = 9-77, 0-26 x 0-32 = 10-22, 0-26 x 0-33 = 10-48, 0-26 x 0-34 = 10-74, 0-26 x 0-35 = 11-19, 0-26 x 0-36 = 11-45, 0-26 x 0-37 = 11-71, 0-26 x 0-38 = 12-16, 0-26 x 0-39 = 12-42, 0-26 x 0-40 = 12-68, 0-26 x 0-41 = 13-13, 0-26 x 0-42 = 13-39, 0-26 x 0-43 = 13-65, 0-26 x 0-44 = 14-10, 0-26 x 0-45 = 14-36, 0-26 x 0-46 = 14-62, 0-26 x 0-47 = 15-7, 0-26 x 0-48 = 15-33, 0-26 x 0-49 = 15-59, 0-26 x 0-50 = 16-4, 0-26 x 0-51 = 16-30, 0-26 x 0-52 = 16-56, 0-26 x 0-53 = 17-1, 0-26 x 0-54 = 17-27, 0-26 x 0-55 = 17-53, 0-26 x 0-56 = 17-79, 0-26 x 0-57 = 18-24, 0-26 x 0-58 = 18-50, 0-26 x 0-59 = 18-76, 0-26 x 0-60 = 19-21, 0-26 x 0-61 = 19-47, 0-26 x 0-62 = 19-73, 0-26 x 0-63 = 20-18, 0-26 x 0-64 = 20-44, 0-26 x 0-65 = 20-70, 0-26 x 0-66 = 21-15, 0-26 x 0-67 = 21-41, 0-26 x 0-68 = 21-67, 0-26 x 0-69 = 22-12, 0-26 x 0-70 = 22-38, 0-26 x 0-71 = 22-64, 0-26 x 0-72 = 23-9, 0-26 x 0-73 = 23-35, 0-26 x 0-74 = 23-61, 0-26 x 0-75 = 24-6, 0-26 x 0-76 = 24-32, 0-26 x 0-77 = 24-58, 0-26 x 0-78 = 25-3, 0-26 x 0-79 = 25-29, 0-26 x 0-80 = 25-55, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-0, 0-27 x 0-4 = 1-27, 0-27 x 0-5 = 1-54, 0-27 x 0-6 = 2-0, 0-27 x 0-7 = 2-27, 0-27 x 0-8 = 2-54, 0-27 x 0-9 = 3-0, 0-27 x 0-10 = 3-27, 0-27 x 0-11 = 3-54, 0-27 x 0-12 = 4-0, 0-27 x 0-13 = 4-27, 0-27 x 0-14 = 4-54, 0-27 x 0-15 = 5-0, 0-27 x 0-16 = 5-27, 0-27 x 0-17 = 5-54, 0-27 x 0-18 = 6-0, 0-27 x 0-19 = 6-27, 0-27 x 0-20 = 6-54, 0-27 x 0-21 = 7-0, 0-27 x 0-22 = 7-27, 0-27 x 0-23 = 7-54, 0-27 x 0-24 = 8-0, 0-27 x 0-25 = 8-27, 0-27 x 0-26 = 8-54, 0-27 x 0-27 = 9-0, 0-27 x 0-28 = 9-27, 0-27 x 0-29 = 9-54, 0-27 x 0-30 = 10-0, 0-27 x 0-31 = 10-27, 0-27 x 0-32 = 10-54, 0-27 x 0-33 = 11-0, 0-27 x 0-34 = 11-27, 0-27 x 0-35 = 11-54, 0-27 x 0-36 = 12-0, 0-27 x 0-37 = 12-27, 0-27 x 0-38 = 12-54, 0-27 x 0-39 = 13-0, 0-27 x 0-40 = 13-27, 0-27 x 0-41 = 13-54, 0-27 x 0-42 = 14-0, 0-27 x 0-43 = 14-27, 0-27 x 0-44 = 14-54, 0-27 x 0-45 = 15-0, 0-27 x 0-46 = 15-27, 0-27 x 0-47 = 15-54, 0-27 x 0-48 = 16-0, 0-27 x 0-49 = 16-27, 0-27 x 0-50 = 16-54, 0-27 x 0-51 = 17-0, 0-27 x 0-52 = 17-27, 0-27 x 0-53 = 17-54, 0-27 x 0-54 = 18-0, 0-27 x 0-55 = 18-27, 0-27 x 0-56 = 18-54, 0-27 x 0-57 = 19-0, 0-27 x 0-58 = 19-27, 0-27 x 0-59 = 19-54, 0-27 x 0-60 = 20-0, 0-27 x 0-61 = 20-27, 0-27 x 0-62 = 20-54, 0-27 x 0-63 = 21-0, 0-27 x 0-64 = 21-27, 0-27 x 0-65 = 21-54, 0-27 x 0-66 = 22-0, 0-27 x 0-67 = 22-27, 0-27 x 0-68 = 22-54, 0-27 x 0-69 = 23-0, 0-27 x 0-70 = 23-27, 0-27 x 0-71 = 23-54, 0-27 x 0-72 = 24-0, 0-27 x 0-73 = 24-27, 0-27 x 0-74 = 24-54, 0-27 x 0-75 = 25-0, 0-27 x 0-76 = 25-27, 0-27 x 0-77 = 25-54, 0-27 x 0-78 = 26-0, 0-27 x 0-79 = 26-27, 0-27 x 0-80 = 26-54, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-3, 0-28 x 0-4 = 1-31, 0-28 x 0-5 = 1-59, 0-28 x 0-6 = 2-6, 0-28 x 0-7 = 2-34, 0-28 x 0-8 = 2-62, 0-28 x 0-9 = 3-9, 0-28 x 0-10 = 3-37, 0-28 x 0-11 = 3-65, 0-28 x 0-12 = 4-12, 0-28 x 0-13 = 4-40, 0-28 x 0-14 = 4-68, 0-28 x 0-15 = 5-15, 0-28 x 0-16 = 5-43, 0-28 x 0-17 = 5-71, 0-28 x 0-18 = 6-18, 0-28 x 0-19 = 6-46, 0-28 x 0-20 = 6-74, 0-28 x 0-21 = 7-21, 0-28 x 0-22 = 7-49, 0-28 x 0-23 = 7-77, 0-28 x 0-24 = 8-24, 0-28 x 0-25 = 8-52, 0-28 x 0-26 = 8-80, 0-28 x 0-27 = 9-27, 0-28 x 0-28 = 9-55, 0-28 x 0-29 = 10-2, 0-28 x 0-30 = 10-30, 0-28 x 0-31 = 10-58, 0-28 x 0-32 = 11-5, 0-28 x 0-33 = 11-33, 0-28 x 0-34 = 11-61, 0-28 x 0-35 = 12-8, 0-28 x 0-36 = 12-36, 0-28 x 0-37 = 12-64, 0-28 x 0-38 = 13-11, 0-28 x 0-39 = 13-39, 0-28 x 0-40 = 13-67, 0-28 x 0-41 = 14-14, 0-28 x 0-42 = 14-42, 0-28 x 0-43 = 14-70, 0-28 x 0-44 = 15-17, 0-28 x 0-45 = 15-45, 0-28 x 0-46 = 15-73, 0-28 x 0-47 = 16-20, 0-28 x 0-48 = 16-48, 0-28 x 0-49 = 16-76, 0-28 x 0-50 = 17-23, 0-28 x 0-51 = 17-51, 0-28 x 0-52 = 17-79, 0-28 x 0-53 = 18-26, 0-28 x 0-54 = 18-54, 0-28 x 0-55 = 19-1, 0-28 x 0-56 = 19-29, 0-28 x 0-57 = 19-57, 0-28 x 0-58 = 20-4, 0-28 x 0-59 = 20-32, 0-28 x 0-60 = 20-60, 0-28 x 0-61 = 21-7, 0-28 x 0-62 = 21-35, 0-28 x 0-63 = 21-63, 0-28 x 0-64 = 22-10, 0-28 x 0-65 = 22-38, 0-28 x 0-66 = 22-66, 0-28 x 0-67 = 23-13, 0-28 x 0-68 = 23-41, 0-28 x 0-69 = 23-69, 0-28 x 0-70 = 24-16, 0-28 x 0-71 = 24-44, 0-28 x 0-72 = 24-72, 0-28 x 0-73 = 25-19, 0-28 x 0-74 = 25-47, 0-28 x 0-75 = 25-75, 0-28 x 0-76 = 26-22, 0-28 x 0-77 = 26-50, 0-28 x 0-78 = 26-78, 0-28 x 0-79 = 27-25, 0-28 x 0-80 = 27-53, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-6, 0-29 x 0-4 = 1-35, 0-29 x 0-5 = 1-64, 0-29 x 0-6 = 2-12, 0-29 x 0-7 = 2-41, 0-29 x 0-8 = 2-70, 0-29 x 0-9 = 3-18, 0-29 x 0-10 = 3-47, 0-29 x 0-11 = 3-76, 0-29 x 0-12 = 4-24, 0-29 x 0-13 = 4-53, 0-29 x 0-14 = 5-1, 0-29 x 0-15 = 5-30, 0-29 x 0-16 = 5-59, 0-29 x 0-17 = 6-7, 0-29 x 0-18 = 6-36, 0-29 x 0-19 = 6-65, 0-29 x 0-20 = 7-13, 0-29 x 0-21 = 7-42, 0-29 x 0-22 = 7-71, 0-29 x 0-23 = 8-19, 0-29 x 0-24 = 8-48, 0-29 x 0-25 = 8-77, 0-29 x 0-26 = 9-25, 0-29 x 0-27 = 9-54, 0-29 x 0-28 = 10-2, 0-29 x 0-29 = 10-31, 0-29 x 0-30 = 10-60, 0-29 x 0-31 = 11-8, 0-29 x 0-32 = 11-37, 0-29 x 0-33 = 11-66, 0-29 x 0-34 = 12-14, 0-29 x 0-35 = 12-43, 0-29 x 0-36 = 12-72, 0-29 x 0-37 = 13-20, 0-29 x 0-38 = 13-49, 0-29 x 0-39 = 13-78, 0-29 x 0-40 = 14-26, 0-29 x 0-41 = 14-55, 0-29 x 0-42 = 15-3, 0-29 x 0-43 = 15-32, 0-29 x 0-44 = 15-61, 0-29 x 0-45 = 16-9, 0-29 x 0-46 = 16-38, 0-29 x 0-47 = 16-67, 0-29 x 0-48 = 17-15, 0-29 x 0-49 = 17-44, 0-29 x 0-50 = 17-73, 0-29 x 0-51 = 18-21, 0-29 x 0-52 = 18-50, 0-29 x 0-53 = 18-79, 0-29 x 0-54 = 19-27, 0-29 x 0-55 = 19-56, 0-29 x 0-56 = 20-4, 0-29 x 0-57 = 20-33, 0-29 x 0-58 = 20-62, 0-29 x 0-59 = 21-10, 0-29 x 0-60 = 21-39, 0-29 x 0-61 = 21-68, 0-29 x 0-62 = 22-16, 0-29 x 0-63 = 22-45, 0-29 x 0-64 = 22-74, 0-29 x 0-65 = 23-22, 0-29 x 0-66 = 23-51, 0-29 x 0-67 = 23-80, 0-29 x 0-68 = 24-28, 0-29 x 0-69 = 24-57, 0-29 x 0-70 = 25-5, 0-29 x 0-71 = 25-34, 0-29 x 0-72 = 25-63, 0-29 x 0-73 = 26-11, 0-29 x 0-74 = 26-40, 0-29 x 0-75 = 26-69, 0-29 x 0-76 = 27-17, 0-29 x 0-77 = 27-46, 0-29 x 0-78 = 27-75, 0-29 x 0-79 = 28-23, 0-29 x 0-80 = 28-52, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-9, 0-30 x 0-4 = 1-39, 0-30 x 0-5 = 1-69, 0-30 x 0-6 = 2-18, 0-30 x 0-7 = 2-48, 0-30 x 0-8 = 2-78, 0-30 x 0-9 = 3-27, 0-30 x 0-10 = 3-57, 0-30 x 0-11 = 4-6, 0-30 x 0-12 = 4-36, 0-30 x 0-13 = 4-66, 0-30 x 0-14 = 5-15, 0-30 x 0-15 = 5-45, 0-30 x 0-16 = 5-75, 0-30 x 0-17 = 6-24, 0-30 x 0-18 = 6-54, 0-30 x 0-19 = 7-3, 0-30 x 0-20 = 7-33, 0-30 x 0-21 = 7-63, 0-30 x 0-22 = 8-12, 0-30 x 0-23 = 8-42, 0-30 x 0-24 = 8-72, 0-30 x 0-25 = 9-21, 0-30 x 0-26 = 9-51, 0-30 x 0-27 = 10-0, 0-30 x 0-28 = 10-30, 0-30 x 0-29 = 10-60, 0-30 x 0-30 = 11-9, 0-30 x 0-31 = 11-39, 0-30 x 0-32 = 11-69, 0-30 x 0-33 = 12-18, 0-30 x 0-34 = 12-48, 0-30 x 0-35 = 12-78, 0-30 x 0-36 = 13-27, 0-30 x 0-37 = 13-57, 0-30 x 0-38 = 14-6, 0-30 x 0-39 = 14-36, 0-30 x 0-40 = 14-66, 0-30 x 0-41 = 15-15, 0-30 x 0-42 = 15-45, 0-30 x 0-43 = 15-75, 0-30 x 0-44 = 16-24, 0-30 x 0-45 = 16-54, 0-30 x 0-46 = 17-3, 0-30 x 0-47 = 17-33, 0-30 x 0-48 = 17-63, 0-30 x 0-49 = 18-12, 0-30 x 0-50 = 18-42, 0-30 x 0-51 = 18-72, 0-30 x 0-52 = 19-21, 0-30 x 0-53 = 19-51, 0-30 x 0-54 = 20-0, 0-30 x 0-55 = 20-30, 0-30 x 0-56 = 20-60, 0-30 x 0-57 = 21-9, 0-30 x 0-58 = 21-39, 0-30 x 0-59 = 21-69, 0-30 x 0-60 = 22-18, 0-30 x 0-61 = 22-48, 0-30 x 0-62 = 22-78, 0-30 x 0-63 = 23-27, 0-30 x 0-64 = 23-57, 0-30 x 0-65 = 24-6, 0-30 x 0-66 = 24-36, 0-30 x 0-67 = 24-66, 0-30 x 0-68 = 25-15, 0-30 x 0-69 = 25-45, 0-30 x 0-70 = 25-75, 0-30 x 0-71 = 26-24, 0-30 x 0-72 = 26-54, 0-30 x 0-73 = 27-3, 0-30 x 0-74 = 27-33, 0-30 x 0-75 = 27-63, 0-30 x 0-76 = 28-12, 0-30 x 0-77 = 28-42, 0-30 x 0-78 = 28-72, 0-30 x 0-79 = 29-21, 0-30 x 0-80 = 29-51, 
