0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-5, 0-21 x 0-5 = 1-26, 0-21 x 0-6 = 1-47, 0-21 x 0-7 = 1-68, 0-21 x 0-8 = 2-10, 0-21 x 0-9 = 2-31, 0-21 x 0-10 = 2-52, 0-21 x 0-11 = 2-73, 0-21 x 0-12 = 3-15, 0-21 x 0-13 = 3-36, 0-21 x 0-14 = 3-57, 0-21 x 0-15 = 3-78, 0-21 x 0-16 = 4-20, 0-21 x 0-17 = 4-41, 0-21 x 0-18 = 4-62, 0-21 x 0-19 = 5-4, 0-21 x 0-20 = 5-25, 0-21 x 0-21 = 5-46, 0-21 x 0-22 = 5-67, 0-21 x 0-23 = 6-9, 0-21 x 0-24 = 6-30, 0-21 x 0-25 = 6-51, 0-21 x 0-26 = 6-72, 0-21 x 0-27 = 7-14, 0-21 x 0-28 = 7-35, 0-21 x 0-29 = 7-56, 0-21 x 0-30 = 7-77, 0-21 x 0-31 = 8-19, 0-21 x 0-32 = 8-40, 0-21 x 0-33 = 8-61, 0-21 x 0-34 = 9-3, 0-21 x 0-35 = 9-24, 0-21 x 0-36 = 9-45, 0-21 x 0-37 = 9-66, 0-21 x 0-38 = 10-8, 0-21 x 0-39 = 10-29, 0-21 x 0-40 = 10-50, 0-21 x 0-41 = 10-71, 0-21 x 0-42 = 11-13, 0-21 x 0-43 = 11-34, 0-21 x 0-44 = 11-55, 0-21 x 0-45 = 11-76, 0-21 x 0-46 = 12-18, 0-21 x 0-47 = 12-39, 0-21 x 0-48 = 12-60, 0-21 x 0-49 = 13-2, 0-21 x 0-50 = 13-23, 0-21 x 0-51 = 13-44, 0-21 x 0-52 = 13-65, 0-21 x 0-53 = 14-7, 0-21 x 0-54 = 14-28, 0-21 x 0-55 = 14-49, 0-21 x 0-56 = 14-70, 0-21 x 0-57 = 15-12, 0-21 x 0-58 = 15-33, 0-21 x 0-59 = 15-54, 0-21 x 0-60 = 15-75, 0-21 x 0-61 = 16-17, 0-21 x 0-62 = 16-38, 0-21 x 0-63 = 16-59, 0-21 x 0-64 = 17-1, 0-21 x 0-65 = 17-22, 0-21 x 0-66 = 17-43, 0-21 x 0-67 = 17-64, 0-21 x 0-68 = 18-6, 0-21 x 0-69 = 18-27, 0-21 x 0-70 = 18-48, 0-21 x 0-71 = 18-69, 0-21 x 0-72 = 19-11, 0-21 x 0-73 = 19-32, 0-21 x 0-74 = 19-53, 0-21 x 0-75 = 19-74, 0-21 x 0-76 = 20-16, 0-21 x 0-77 = 20-37, 0-21 x 0-78 = 20-58, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 0-66, 0-22 x 0-4 = 1-9, 0-22 x 0-5 = 1-31, 0-22 x 0-6 = 1-53, 0-22 x 0-7 = 1-75, 0-22 x 0-8 = 2-18, 0-22 x 0-9 = 2-40, 0-22 x 0-10 = 2-62, 0-22 x 0-11 = 3-5, 0-22 x 0-12 = 3-27, 0-22 x 0-13 = 3-49, 0-22 x 0-14 = 3-71, 0-22 x 0-15 = 4-14, 0-22 x 0-16 = 4-36, 0-22 x 0-17 = 4-58, 0-22 x 0-18 = 5-1, 0-22 x 0-19 = 5-23, 0-22 x 0-20 = 5-45, 0-22 x 0-21 = 5-67, 0-22 x 0-22 = 6-10, 0-22 x 0-23 = 6-32, 0-22 x 0-24 = 6-54, 0-22 x 0-25 = 6-76, 0-22 x 0-26 = 7-19, 0-22 x 0-27 = 7-41, 0-22 x 0-28 = 7-63, 0-22 x 0-29 = 8-6, 0-22 x 0-30 = 8-28, 0-22 x 0-31 = 8-50, 0-22 x 0-32 = 8-72, 0-22 x 0-33 = 9-15, 0-22 x 0-34 = 9-37, 0-22 x 0-35 = 9-59, 0-22 x 0-36 = 10-2, 0-22 x 0-37 = 10-24, 0-22 x 0-38 = 10-46, 0-22 x 0-39 = 10-68, 0-22 x 0-40 = 11-11, 0-22 x 0-41 = 11-33, 0-22 x 0-42 = 11-55, 0-22 x 0-43 = 11-77, 0-22 x 0-44 = 12-20, 0-22 x 0-45 = 12-42, 0-22 x 0-46 = 12-64, 0-22 x 0-47 = 13-7, 0-22 x 0-48 = 13-29, 0-22 x 0-49 = 13-51, 0-22 x 0-50 = 13-73, 0-22 x 0-51 = 14-16, 0-22 x 0-52 = 14-38, 0-22 x 0-53 = 14-60, 0-22 x 0-54 = 15-3, 0-22 x 0-55 = 15-25, 0-22 x 0-56 = 15-47, 0-22 x 0-57 = 15-69, 0-22 x 0-58 = 16-12, 0-22 x 0-59 = 16-34, 0-22 x 0-60 = 16-56, 0-22 x 0-61 = 16-78, 0-22 x 0-62 = 17-21, 0-22 x 0-63 = 17-43, 0-22 x 0-64 = 17-65, 0-22 x 0-65 = 18-8, 0-22 x 0-66 = 18-30, 0-22 x 0-67 = 18-52, 0-22 x 0-68 = 18-74, 0-22 x 0-69 = 19-17, 0-22 x 0-70 = 19-39, 0-22 x 0-71 = 19-61, 0-22 x 0-72 = 20-4, 0-22 x 0-73 = 20-26, 0-22 x 0-74 = 20-48, 0-22 x 0-75 = 20-70, 0-22 x 0-76 = 21-13, 0-22 x 0-77 = 21-35, 0-22 x 0-78 = 21-57, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 0-69, 0-23 x 0-4 = 1-13, 0-23 x 0-5 = 1-36, 0-23 x 0-6 = 1-59, 0-23 x 0-7 = 2-3, 0-23 x 0-8 = 2-26, 0-23 x 0-9 = 2-49, 0-23 x 0-10 = 2-72, 0-23 x 0-11 = 3-16, 0-23 x 0-12 = 3-39, 0-23 x 0-13 = 3-62, 0-23 x 0-14 = 4-6, 0-23 x 0-15 = 4-29, 0-23 x 0-16 = 4-52, 0-23 x 0-17 = 4-75, 0-23 x 0-18 = 5-19, 0-23 x 0-19 = 5-42, 0-23 x 0-20 = 5-65, 0-23 x 0-21 = 6-9, 0-23 x 0-22 = 6-32, 0-23 x 0-23 = 6-55, 0-23 x 0-24 = 6-78, 0-23 x 0-25 = 7-22, 0-23 x 0-26 = 7-45, 0-23 x 0-27 = 7-68, 0-23 x 0-28 = 8-12, 0-23 x 0-29 = 8-35, 0-23 x 0-30 = 8-58, 0-23 x 0-31 = 9-2, 0-23 x 0-32 = 9-25, 0-23 x 0-33 = 9-48, 0-23 x 0-34 = 9-71, 0-23 x 0-35 = 10-15, 0-23 x 0-36 = 10-38, 0-23 x 0-37 = 10-61, 0-23 x 0-38 = 11-5, 0-23 x 0-39 = 11-28, 0-23 x 0-40 = 11-51, 0-23 x 0-41 = 11-74, 0-23 x 0-42 = 12-18, 0-23 x 0-43 = 12-41, 0-23 x 0-44 = 12-64, 0-23 x 0-45 = 13-8, 0-23 x 0-46 = 13-31, 0-23 x 0-47 = 13-54, 0-23 x 0-48 = 13-77, 0-23 x 0-49 = 14-21, 0-23 x 0-50 = 14-44, 0-23 x 0-51 = 14-67, 0-23 x 0-52 = 15-11, 0-23 x 0-53 = 15-34, 0-23 x 0-54 = 15-57, 0-23 x 0-55 = 16-1, 0-23 x 0-56 = 16-24, 0-23 x 0-57 = 16-47, 0-23 x 0-58 = 16-70, 0-23 x 0-59 = 17-14, 0-23 x 0-60 = 17-37, 0-23 x 0-61 = 17-60, 0-23 x 0-62 = 18-4, 0-23 x 0-63 = 18-27, 0-23 x 0-64 = 18-50, 0-23 x 0-65 = 18-73, 0-23 x 0-66 = 19-17, 0-23 x 0-67 = 19-40, 0-23 x 0-68 = 19-63, 0-23 x 0-69 = 20-7, 0-23 x 0-70 = 20-30, 0-23 x 0-71 = 20-53, 0-23 x 0-72 = 20-76, 0-23 x 0-73 = 21-20, 0-23 x 0-74 = 21-43, 0-23 x 0-75 = 21-66, 0-23 x 0-76 = 22-10, 0-23 x 0-77 = 22-33, 0-23 x 0-78 = 22-56, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 0-72, 0-24 x 0-4 = 1-17, 0-24 x 0-5 = 1-41, 0-24 x 0-6 = 1-65, 0-24 x 0-7 = 2-10, 0-24 x 0-8 = 2-34, 0-24 x 0-9 = 2-58, 0-24 x 0-10 = 3-3, 0-24 x 0-11 = 3-27, 0-24 x 0-12 = 3-51, 0-24 x 0-13 = 3-75, 0-24 x 0-14 = 4-20, 0-24 x 0-15 = 4-44, 0-24 x 0-16 = 4-68, 0-24 x 0-17 = 5-13, 0-24 x 0-18 = 5-37, 0-24 x 0-19 = 5-61, 0-24 x 0-20 = 6-6, 0-24 x 0-21 = 6-30, 0-24 x 0-22 = 6-54, 0-24 x 0-23 = 6-78, 0-24 x 0-24 = 7-23, 0-24 x 0-25 = 7-47, 0-24 x 0-26 = 7-71, 0-24 x 0-27 = 8-16, 0-24 x 0-28 = 8-40, 0-24 x 0-29 = 8-64, 0-24 x 0-30 = 9-9, 0-24 x 0-31 = 9-33, 0-24 x 0-32 = 9-57, 0-24 x 0-33 = 10-2, 0-24 x 0-34 = 10-26, 0-24 x 0-35 = 10-50, 0-24 x 0-36 = 10-74, 0-24 x 0-37 = 11-19, 0-24 x 0-38 = 11-43, 0-24 x 0-39 = 11-67, 0-24 x 0-40 = 12-12, 0-24 x 0-41 = 12-36, 0-24 x 0-42 = 12-60, 0-24 x 0-43 = 13-5, 0-24 x 0-44 = 13-29, 0-24 x 0-45 = 13-53, 0-24 x 0-46 = 13-77, 0-24 x 0-47 = 14-22, 0-24 x 0-48 = 14-46, 0-24 x 0-49 = 14-70, 0-24 x 0-50 = 15-15, 0-24 x 0-51 = 15-39, 0-24 x 0-52 = 15-63, 0-24 x 0-53 = 16-8, 0-24 x 0-54 = 16-32, 0-24 x 0-55 = 16-56, 0-24 x 0-56 = 17-1, 0-24 x 0-57 = 17-25, 0-24 x 0-58 = 17-49, 0-24 x 0-59 = 17-73, 0-24 x 0-60 = 18-18, 0-24 x 0-61 = 18-42, 0-24 x 0-62 = 18-66, 0-24 x 0-63 = 19-11, 0-24 x 0-64 = 19-35, 0-24 x 0-65 = 19-59, 0-24 x 0-66 = 20-4, 0-24 x 0-67 = 20-28, 0-24 x 0-68 = 20-52, 0-24 x 0-69 = 20-76, 0-24 x 0-70 = 21-21, 0-24 x 0-71 = 21-45, 0-24 x 0-72 = 21-69, 0-24 x 0-73 = 22-14, 0-24 x 0-74 = 22-38, 0-24 x 0-75 = 22-62, 0-24 x 0-76 = 23-7, 0-24 x 0-77 = 23-31, 0-24 x 0-78 = 23-55, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 0-75, 0-25 x 0-4 = 1-21, 0-25 x 0-5 = 1-46, 0-25 x 0-6 = 1-71, 0-25 x 0-7 = 2-17, 0-25 x 0-8 = 2-42, 0-25 x 0-9 = 2-67, 0-25 x 0-10 = 3-13, 0-25 x 0-11 = 3-38, 0-25 x 0-12 = 3-63, 0-25 x 0-13 = 4-9, 0-25 x 0-14 = 4-34, 0-25 x 0-15 = 4-59, 0-25 x 0-16 = 5-5, 0-25 x 0-17 = 5-30, 0-25 x 0-18 = 5-55, 0-25 x 0-19 = 6-1, 0-25 x 0-20 = 6-26, 0-25 x 0-21 = 6-51, 0-25 x 0-22 = 6-76, 0-25 x 0-23 = 7-22, 0-25 x 0-24 = 7-47, 0-25 x 0-25 = 7-72, 0-25 x 0-26 = 8-18, 0-25 x 0-27 = 8-43, 0-25 x 0-28 = 8-68, 0-25 x 0-29 = 9-14, 0-25 x 0-30 = 9-39, 0-25 x 0-31 = 9-64, 0-25 x 0-32 = 10-10, 0-25 x 0-33 = 10-35, 0-25 x 0-34 = 10-60, 0-25 x 0-35 = 11-6, 0-25 x 0-36 = 11-31, 0-25 x 0-37 = 11-56, 0-25 x 0-38 = 12-2, 0-25 x 0-39 = 12-27, 0-25 x 0-40 = 12-52, 0-25 x 0-41 = 12-77, 0-25 x 0-42 = 13-23, 0-25 x 0-43 = 13-48, 0-25 x 0-44 = 13-73, 0-25 x 0-45 = 14-19, 0-25 x 0-46 = 14-44, 0-25 x 0-47 = 14-69, 0-25 x 0-48 = 15-15, 0-25 x 0-49 = 15-40, 0-25 x 0-50 = 15-65, 0-25 x 0-51 = 16-11, 0-25 x 0-52 = 16-36, 0-25 x 0-53 = 16-61, 0-25 x 0-54 = 17-7, 0-25 x 0-55 = 17-32, 0-25 x 0-56 = 17-57, 0-25 x 0-57 = 18-3, 0-25 x 0-58 = 18-28, 0-25 x 0-59 = 18-53, 0-25 x 0-60 = 18-78, 0-25 x 0-61 = 19-24, 0-25 x 0-62 = 19-49, 0-25 x 0-63 = 19-74, 0-25 x 0-64 = 20-20, 0-25 x 0-65 = 20-45, 0-25 x 0-66 = 20-70, 0-25 x 0-67 = 21-16, 0-25 x 0-68 = 21-41, 0-25 x 0-69 = 21-66, 0-25 x 0-70 = 22-12, 0-25 x 0-71 = 22-37, 0-25 x 0-72 = 22-62, 0-25 x 0-73 = 23-8, 0-25 x 0-74 = 23-33, 0-25 x 0-75 = 23-58, 0-25 x 0-76 = 24-4, 0-25 x 0-77 = 24-29, 0-25 x 0-78 = 24-54, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 0-78, 0-26 x 0-4 = 1-25, 0-26 x 0-5 = 1-51, 0-26 x 0-6 = 1-77, 0-26 x 0-7 = 2-24, 0-26 x 0-8 = 2-50, 0-26 x 0-9 = 2-76, 0-26 x 0-10 = 3-23, 0-26 x 0-11 = 3-49, 0-26 x 0-12 = 3-75, 0-26 x 0-13 = 4-22, 0-26 x 0-14 = 4-48, 0-26 x 0-15 = 4-74, 0-26 x 0-16 = 5-21, 0-26 x 0-17 = 5-47, 0-26 x 0-18 = 5-73, 0-26 x 0-19 = 6-20, 0-26 x 0-20 = 6-46, 0-26 x 0-21 = 6-72, 0-26 x 0-22 = 7-19, 0-26 x 0-23 = 7-45, 0-26 x 0-24 = 7-71, 0-26 x 0-25 = 8-18, 0-26 x 0-26 = 8-44, 0-26 x 0-27 = 8-70, 0-26 x 0-28 = 9-17, 0-26 x 0-29 = 9-43, 0-26 x 0-30 = 9-69, 0-26 x 0-31 = 10-16, 0-26 x 0-32 = 10-42, 0-26 x 0-33 = 10-68, 0-26 x 0-34 = 11-15, 0-26 x 0-35 = 11-41, 0-26 x 0-36 = 11-67, 0-26 x 0-37 = 12-14, 0-26 x 0-38 = 12-40, 0-26 x 0-39 = 12-66, 0-26 x 0-40 = 13-13, 0-26 x 0-41 = 13-39, 0-26 x 0-42 = 13-65, 0-26 x 0-43 = 14-12, 0-26 x 0-44 = 14-38, 0-26 x 0-45 = 14-64, 0-26 x 0-46 = 15-11, 0-26 x 0-47 = 15-37, 0-26 x 0-48 = 15-63, 0-26 x 0-49 = 16-10, 0-26 x 0-50 = 16-36, 0-26 x 0-51 = 16-62, 0-26 x 0-52 = 17-9, 0-26 x 0-53 = 17-35, 0-26 x 0-54 = 17-61, 0-26 x 0-55 = 18-8, 0-26 x 0-56 = 18-34, 0-26 x 0-57 = 18-60, 0-26 x 0-58 = 19-7, 0-26 x 0-59 = 19-33, 0-26 x 0-60 = 19-59, 0-26 x 0-61 = 20-6, 0-26 x 0-62 = 20-32, 0-26 x 0-63 = 20-58, 0-26 x 0-64 = 21-5, 0-26 x 0-65 = 21-31, 0-26 x 0-66 = 21-57, 0-26 x 0-67 = 22-4, 0-26 x 0-68 = 22-30, 0-26 x 0-69 = 22-56, 0-26 x 0-70 = 23-3, 0-26 x 0-71 = 23-29, 0-26 x 0-72 = 23-55, 0-26 x 0-73 = 24-2, 0-26 x 0-74 = 24-28, 0-26 x 0-75 = 24-54, 0-26 x 0-76 = 25-1, 0-26 x 0-77 = 25-27, 0-26 x 0-78 = 25-53, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-2, 0-27 x 0-4 = 1-29, 0-27 x 0-5 = 1-56, 0-27 x 0-6 = 2-4, 0-27 x 0-7 = 2-31, 0-27 x 0-8 = 2-58, 0-27 x 0-9 = 3-6, 0-27 x 0-10 = 3-33, 0-27 x 0-11 = 3-60, 0-27 x 0-12 = 4-8, 0-27 x 0-13 = 4-35, 0-27 x 0-14 = 4-62, 0-27 x 0-15 = 5-10, 0-27 x 0-16 = 5-37, 0-27 x 0-17 = 5-64, 0-27 x 0-18 = 6-12, 0-27 x 0-19 = 6-39, 0-27 x 0-20 = 6-66, 0-27 x 0-21 = 7-14, 0-27 x 0-22 = 7-41, 0-27 x 0-23 = 7-68, 0-27 x 0-24 = 8-16, 0-27 x 0-25 = 8-43, 0-27 x 0-26 = 8-70, 0-27 x 0-27 = 9-18, 0-27 x 0-28 = 9-45, 0-27 x 0-29 = 9-72, 0-27 x 0-30 = 10-20, 0-27 x 0-31 = 10-47, 0-27 x 0-32 = 10-74, 0-27 x 0-33 = 11-22, 0-27 x 0-34 = 11-49, 0-27 x 0-35 = 11-76, 0-27 x 0-36 = 12-24, 0-27 x 0-37 = 12-51, 0-27 x 0-38 = 12-78, 0-27 x 0-39 = 13-26, 0-27 x 0-40 = 13-53, 0-27 x 0-41 = 14-1, 0-27 x 0-42 = 14-28, 0-27 x 0-43 = 14-55, 0-27 x 0-44 = 15-3, 0-27 x 0-45 = 15-30, 0-27 x 0-46 = 15-57, 0-27 x 0-47 = 16-5, 0-27 x 0-48 = 16-32, 0-27 x 0-49 = 16-59, 0-27 x 0-50 = 17-7, 0-27 x 0-51 = 17-34, 0-27 x 0-52 = 17-61, 0-27 x 0-53 = 18-9, 0-27 x 0-54 = 18-36, 0-27 x 0-55 = 18-63, 0-27 x 0-56 = 19-11, 0-27 x 0-57 = 19-38, 0-27 x 0-58 = 19-65, 0-27 x 0-59 = 20-13, 0-27 x 0-60 = 20-40, 0-27 x 0-61 = 20-67, 0-27 x 0-62 = 21-15, 0-27 x 0-63 = 21-42, 0-27 x 0-64 = 21-69, 0-27 x 0-65 = 22-17, 0-27 x 0-66 = 22-44, 0-27 x 0-67 = 22-71, 0-27 x 0-68 = 23-19, 0-27 x 0-69 = 23-46, 0-27 x 0-70 = 23-73, 0-27 x 0-71 = 24-21, 0-27 x 0-72 = 24-48, 0-27 x 0-73 = 24-75, 0-27 x 0-74 = 25-23, 0-27 x 0-75 = 25-50, 0-27 x 0-76 = 25-77, 0-27 x 0-77 = 26-25, 0-27 x 0-78 = 26-52, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-5, 0-28 x 0-4 = 1-33, 0-28 x 0-5 = 1-61, 0-28 x 0-6 = 2-10, 0-28 x 0-7 = 2-38, 0-28 x 0-8 = 2-66, 0-28 x 0-9 = 3-15, 0-28 x 0-10 = 3-43, 0-28 x 0-11 = 3-71, 0-28 x 0-12 = 4-20, 0-28 x 0-13 = 4-48, 0-28 x 0-14 = 4-76, 0-28 x 0-15 = 5-25, 0-28 x 0-16 = 5-53, 0-28 x 0-17 = 6-2, 0-28 x 0-18 = 6-30, 0-28 x 0-19 = 6-58, 0-28 x 0-20 = 7-7, 0-28 x 0-21 = 7-35, 0-28 x 0-22 = 7-63, 0-28 x 0-23 = 8-12, 0-28 x 0-24 = 8-40, 0-28 x 0-25 = 8-68, 0-28 x 0-26 = 9-17, 0-28 x 0-27 = 9-45, 0-28 x 0-28 = 9-73, 0-28 x 0-29 = 10-22, 0-28 x 0-30 = 10-50, 0-28 x 0-31 = 10-78, 0-28 x 0-32 = 11-27, 0-28 x 0-33 = 11-55, 0-28 x 0-34 = 12-4, 0-28 x 0-35 = 12-32, 0-28 x 0-36 = 12-60, 0-28 x 0-37 = 13-9, 0-28 x 0-38 = 13-37, 0-28 x 0-39 = 13-65, 0-28 x 0-40 = 14-14, 0-28 x 0-41 = 14-42, 0-28 x 0-42 = 14-70, 0-28 x 0-43 = 15-19, 0-28 x 0-44 = 15-47, 0-28 x 0-45 = 15-75, 0-28 x 0-46 = 16-24, 0-28 x 0-47 = 16-52, 0-28 x 0-48 = 17-1, 0-28 x 0-49 = 17-29, 0-28 x 0-50 = 17-57, 0-28 x 0-51 = 18-6, 0-28 x 0-52 = 18-34, 0-28 x 0-53 = 18-62, 0-28 x 0-54 = 19-11, 0-28 x 0-55 = 19-39, 0-28 x 0-56 = 19-67, 0-28 x 0-57 = 20-16, 0-28 x 0-58 = 20-44, 0-28 x 0-59 = 20-72, 0-28 x 0-60 = 21-21, 0-28 x 0-61 = 21-49, 0-28 x 0-62 = 21-77, 0-28 x 0-63 = 22-26, 0-28 x 0-64 = 22-54, 0-28 x 0-65 = 23-3, 0-28 x 0-66 = 23-31, 0-28 x 0-67 = 23-59, 0-28 x 0-68 = 24-8, 0-28 x 0-69 = 24-36, 0-28 x 0-70 = 24-64, 0-28 x 0-71 = 25-13, 0-28 x 0-72 = 25-41, 0-28 x 0-73 = 25-69, 0-28 x 0-74 = 26-18, 0-28 x 0-75 = 26-46, 0-28 x 0-76 = 26-74, 0-28 x 0-77 = 27-23, 0-28 x 0-78 = 27-51, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-8, 0-29 x 0-4 = 1-37, 0-29 x 0-5 = 1-66, 0-29 x 0-6 = 2-16, 0-29 x 0-7 = 2-45, 0-29 x 0-8 = 2-74, 0-29 x 0-9 = 3-24, 0-29 x 0-10 = 3-53, 0-29 x 0-11 = 4-3, 0-29 x 0-12 = 4-32, 0-29 x 0-13 = 4-61, 0-29 x 0-14 = 5-11, 0-29 x 0-15 = 5-40, 0-29 x 0-16 = 5-69, 0-29 x 0-17 = 6-19, 0-29 x 0-18 = 6-48, 0-29 x 0-19 = 6-77, 0-29 x 0-20 = 7-27, 0-29 x 0-21 = 7-56, 0-29 x 0-22 = 8-6, 0-29 x 0-23 = 8-35, 0-29 x 0-24 = 8-64, 0-29 x 0-25 = 9-14, 0-29 x 0-26 = 9-43, 0-29 x 0-27 = 9-72, 0-29 x 0-28 = 10-22, 0-29 x 0-29 = 10-51, 0-29 x 0-30 = 11-1, 0-29 x 0-31 = 11-30, 0-29 x 0-32 = 11-59, 0-29 x 0-33 = 12-9, 0-29 x 0-34 = 12-38, 0-29 x 0-35 = 12-67, 0-29 x 0-36 = 13-17, 0-29 x 0-37 = 13-46, 0-29 x 0-38 = 13-75, 0-29 x 0-39 = 14-25, 0-29 x 0-40 = 14-54, 0-29 x 0-41 = 15-4, 0-29 x 0-42 = 15-33, 0-29 x 0-43 = 15-62, 0-29 x 0-44 = 16-12, 0-29 x 0-45 = 16-41, 0-29 x 0-46 = 16-70, 0-29 x 0-47 = 17-20, 0-29 x 0-48 = 17-49, 0-29 x 0-49 = 17-78, 0-29 x 0-50 = 18-28, 0-29 x 0-51 = 18-57, 0-29 x 0-52 = 19-7, 0-29 x 0-53 = 19-36, 0-29 x 0-54 = 19-65, 0-29 x 0-55 = 20-15, 0-29 x 0-56 = 20-44, 0-29 x 0-57 = 20-73, 0-29 x 0-58 = 21-23, 0-29 x 0-59 = 21-52, 0-29 x 0-60 = 22-2, 0-29 x 0-61 = 22-31, 0-29 x 0-62 = 22-60, 0-29 x 0-63 = 23-10, 0-29 x 0-64 = 23-39, 0-29 x 0-65 = 23-68, 0-29 x 0-66 = 24-18, 0-29 x 0-67 = 24-47, 0-29 x 0-68 = 24-76, 0-29 x 0-69 = 25-26, 0-29 x 0-70 = 25-55, 0-29 x 0-71 = 26-5, 0-29 x 0-72 = 26-34, 0-29 x 0-73 = 26-63, 0-29 x 0-74 = 27-13, 0-29 x 0-75 = 27-42, 0-29 x 0-76 = 27-71, 0-29 x 0-77 = 28-21, 0-29 x 0-78 = 28-50, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-11, 0-30 x 0-4 = 1-41, 0-30 x 0-5 = 1-71, 0-30 x 0-6 = 2-22, 0-30 x 0-7 = 2-52, 0-30 x 0-8 = 3-3, 0-30 x 0-9 = 3-33, 0-30 x 0-10 = 3-63, 0-30 x 0-11 = 4-14, 0-30 x 0-12 = 4-44, 0-30 x 0-13 = 4-74, 0-30 x 0-14 = 5-25, 0-30 x 0-15 = 5-55, 0-30 x 0-16 = 6-6, 0-30 x 0-17 = 6-36, 0-30 x 0-18 = 6-66, 0-30 x 0-19 = 7-17, 0-30 x 0-20 = 7-47, 0-30 x 0-21 = 7-77, 0-30 x 0-22 = 8-28, 0-30 x 0-23 = 8-58, 0-30 x 0-24 = 9-9, 0-30 x 0-25 = 9-39, 0-30 x 0-26 = 9-69, 0-30 x 0-27 = 10-20, 0-30 x 0-28 = 10-50, 0-30 x 0-29 = 11-1, 0-30 x 0-30 = 11-31, 0-30 x 0-31 = 11-61, 0-30 x 0-32 = 12-12, 0-30 x 0-33 = 12-42, 0-30 x 0-34 = 12-72, 0-30 x 0-35 = 13-23, 0-30 x 0-36 = 13-53, 0-30 x 0-37 = 14-4, 0-30 x 0-38 = 14-34, 0-30 x 0-39 = 14-64, 0-30 x 0-40 = 15-15, 0-30 x 0-41 = 15-45, 0-30 x 0-42 = 15-75, 0-30 x 0-43 = 16-26, 0-30 x 0-44 = 16-56, 0-30 x 0-45 = 17-7, 0-30 x 0-46 = 17-37, 0-30 x 0-47 = 17-67, 0-30 x 0-48 = 18-18, 0-30 x 0-49 = 18-48, 0-30 x 0-50 = 18-78, 0-30 x 0-51 = 19-29, 0-30 x 0-52 = 19-59, 0-30 x 0-53 = 20-10, 0-30 x 0-54 = 20-40, 0-30 x 0-55 = 20-70, 0-30 x 0-56 = 21-21, 0-30 x 0-57 = 21-51, 0-30 x 0-58 = 22-2, 0-30 x 0-59 = 22-32, 0-30 x 0-60 = 22-62, 0-30 x 0-61 = 23-13, 0-30 x 0-62 = 23-43, 0-30 x 0-63 = 23-73, 0-30 x 0-64 = 24-24, 0-30 x 0-65 = 24-54, 0-30 x 0-66 = 25-5, 0-30 x 0-67 = 25-35, 0-30 x 0-68 = 25-65, 0-30 x 0-69 = 26-16, 0-30 x 0-70 = 26-46, 0-30 x 0-71 = 26-76, 0-30 x 0-72 = 27-27, 0-30 x 0-73 = 27-57, 0-30 x 0-74 = 28-8, 0-30 x 0-75 = 28-38, 0-30 x 0-76 = 28-68, 0-30 x 0-77 = 29-19, 0-30 x 0-78 = 29-49, 
