0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-3, 0-23 x 0-4 = 1-26, 0-23 x 0-5 = 1-49, 0-23 x 0-6 = 2-6, 0-23 x 0-7 = 2-29, 0-23 x 0-8 = 2-52, 0-23 x 0-9 = 3-9, 0-23 x 0-10 = 3-32, 0-23 x 0-11 = 3-55, 0-23 x 0-12 = 4-12, 0-23 x 0-13 = 4-35, 0-23 x 0-14 = 4-58, 0-23 x 0-15 = 5-15, 0-23 x 0-16 = 5-38, 0-23 x 0-17 = 5-61, 0-23 x 0-18 = 6-18, 0-23 x 0-19 = 6-41, 0-23 x 0-20 = 6-64, 0-23 x 0-21 = 7-21, 0-23 x 0-22 = 7-44, 0-23 x 0-23 = 8-1, 0-23 x 0-24 = 8-24, 0-23 x 0-25 = 8-47, 0-23 x 0-26 = 9-4, 0-23 x 0-27 = 9-27, 0-23 x 0-28 = 9-50, 0-23 x 0-29 = 10-7, 0-23 x 0-30 = 10-30, 0-23 x 0-31 = 10-53, 0-23 x 0-32 = 11-10, 0-23 x 0-33 = 11-33, 0-23 x 0-34 = 11-56, 0-23 x 0-35 = 12-13, 0-23 x 0-36 = 12-36, 0-23 x 0-37 = 12-59, 0-23 x 0-38 = 13-16, 0-23 x 0-39 = 13-39, 0-23 x 0-40 = 13-62, 0-23 x 0-41 = 14-19, 0-23 x 0-42 = 14-42, 0-23 x 0-43 = 14-65, 0-23 x 0-44 = 15-22, 0-23 x 0-45 = 15-45, 0-23 x 0-46 = 16-2, 0-23 x 0-47 = 16-25, 0-23 x 0-48 = 16-48, 0-23 x 0-49 = 17-5, 0-23 x 0-50 = 17-28, 0-23 x 0-51 = 17-51, 0-23 x 0-52 = 18-8, 0-23 x 0-53 = 18-31, 0-23 x 0-54 = 18-54, 0-23 x 0-55 = 19-11, 0-23 x 0-56 = 19-34, 0-23 x 0-57 = 19-57, 0-23 x 0-58 = 20-14, 0-23 x 0-59 = 20-37, 0-23 x 0-60 = 20-60, 0-23 x 0-61 = 21-17, 0-23 x 0-62 = 21-40, 0-23 x 0-63 = 21-63, 0-23 x 0-64 = 22-20, 0-23 x 0-65 = 22-43, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-6, 0-24 x 0-4 = 1-30, 0-24 x 0-5 = 1-54, 0-24 x 0-6 = 2-12, 0-24 x 0-7 = 2-36, 0-24 x 0-8 = 2-60, 0-24 x 0-9 = 3-18, 0-24 x 0-10 = 3-42, 0-24 x 0-11 = 4-0, 0-24 x 0-12 = 4-24, 0-24 x 0-13 = 4-48, 0-24 x 0-14 = 5-6, 0-24 x 0-15 = 5-30, 0-24 x 0-16 = 5-54, 0-24 x 0-17 = 6-12, 0-24 x 0-18 = 6-36, 0-24 x 0-19 = 6-60, 0-24 x 0-20 = 7-18, 0-24 x 0-21 = 7-42, 0-24 x 0-22 = 8-0, 0-24 x 0-23 = 8-24, 0-24 x 0-24 = 8-48, 0-24 x 0-25 = 9-6, 0-24 x 0-26 = 9-30, 0-24 x 0-27 = 9-54, 0-24 x 0-28 = 10-12, 0-24 x 0-29 = 10-36, 0-24 x 0-30 = 10-60, 0-24 x 0-31 = 11-18, 0-24 x 0-32 = 11-42, 0-24 x 0-33 = 12-0, 0-24 x 0-34 = 12-24, 0-24 x 0-35 = 12-48, 0-24 x 0-36 = 13-6, 0-24 x 0-37 = 13-30, 0-24 x 0-38 = 13-54, 0-24 x 0-39 = 14-12, 0-24 x 0-40 = 14-36, 0-24 x 0-41 = 14-60, 0-24 x 0-42 = 15-18, 0-24 x 0-43 = 15-42, 0-24 x 0-44 = 16-0, 0-24 x 0-45 = 16-24, 0-24 x 0-46 = 16-48, 0-24 x 0-47 = 17-6, 0-24 x 0-48 = 17-30, 0-24 x 0-49 = 17-54, 0-24 x 0-50 = 18-12, 0-24 x 0-51 = 18-36, 0-24 x 0-52 = 18-60, 0-24 x 0-53 = 19-18, 0-24 x 0-54 = 19-42, 0-24 x 0-55 = 20-0, 0-24 x 0-56 = 20-24, 0-24 x 0-57 = 20-48, 0-24 x 0-58 = 21-6, 0-24 x 0-59 = 21-30, 0-24 x 0-60 = 21-54, 0-24 x 0-61 = 22-12, 0-24 x 0-62 = 22-36, 0-24 x 0-63 = 22-60, 0-24 x 0-64 = 23-18, 0-24 x 0-65 = 23-42, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-9, 0-25 x 0-4 = 1-34, 0-25 x 0-5 = 1-59, 0-25 x 0-6 = 2-18, 0-25 x 0-7 = 2-43, 0-25 x 0-8 = 3-2, 0-25 x 0-9 = 3-27, 0-25 x 0-10 = 3-52, 0-25 x 0-11 = 4-11, 0-25 x 0-12 = 4-36, 0-25 x 0-13 = 4-61, 0-25 x 0-14 = 5-20, 0-25 x 0-15 = 5-45, 0-25 x 0-16 = 6-4, 0-25 x 0-17 = 6-29, 0-25 x 0-18 = 6-54, 0-25 x 0-19 = 7-13, 0-25 x 0-20 = 7-38, 0-25 x 0-21 = 7-63, 0-25 x 0-22 = 8-22, 0-25 x 0-23 = 8-47, 0-25 x 0-24 = 9-6, 0-25 x 0-25 = 9-31, 0-25 x 0-26 = 9-56, 0-25 x 0-27 = 10-15, 0-25 x 0-28 = 10-40, 0-25 x 0-29 = 10-65, 0-25 x 0-30 = 11-24, 0-25 x 0-31 = 11-49, 0-25 x 0-32 = 12-8, 0-25 x 0-33 = 12-33, 0-25 x 0-34 = 12-58, 0-25 x 0-35 = 13-17, 0-25 x 0-36 = 13-42, 0-25 x 0-37 = 14-1, 0-25 x 0-38 = 14-26, 0-25 x 0-39 = 14-51, 0-25 x 0-40 = 15-10, 0-25 x 0-41 = 15-35, 0-25 x 0-42 = 15-60, 0-25 x 0-43 = 16-19, 0-25 x 0-44 = 16-44, 0-25 x 0-45 = 17-3, 0-25 x 0-46 = 17-28, 0-25 x 0-47 = 17-53, 0-25 x 0-48 = 18-12, 0-25 x 0-49 = 18-37, 0-25 x 0-50 = 18-62, 0-25 x 0-51 = 19-21, 0-25 x 0-52 = 19-46, 0-25 x 0-53 = 20-5, 0-25 x 0-54 = 20-30, 0-25 x 0-55 = 20-55, 0-25 x 0-56 = 21-14, 0-25 x 0-57 = 21-39, 0-25 x 0-58 = 21-64, 0-25 x 0-59 = 22-23, 0-25 x 0-60 = 22-48, 0-25 x 0-61 = 23-7, 0-25 x 0-62 = 23-32, 0-25 x 0-63 = 23-57, 0-25 x 0-64 = 24-16, 0-25 x 0-65 = 24-41, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-12, 0-26 x 0-4 = 1-38, 0-26 x 0-5 = 1-64, 0-26 x 0-6 = 2-24, 0-26 x 0-7 = 2-50, 0-26 x 0-8 = 3-10, 0-26 x 0-9 = 3-36, 0-26 x 0-10 = 3-62, 0-26 x 0-11 = 4-22, 0-26 x 0-12 = 4-48, 0-26 x 0-13 = 5-8, 0-26 x 0-14 = 5-34, 0-26 x 0-15 = 5-60, 0-26 x 0-16 = 6-20, 0-26 x 0-17 = 6-46, 0-26 x 0-18 = 7-6, 0-26 x 0-19 = 7-32, 0-26 x 0-20 = 7-58, 0-26 x 0-21 = 8-18, 0-26 x 0-22 = 8-44, 0-26 x 0-23 = 9-4, 0-26 x 0-24 = 9-30, 0-26 x 0-25 = 9-56, 0-26 x 0-26 = 10-16, 0-26 x 0-27 = 10-42, 0-26 x 0-28 = 11-2, 0-26 x 0-29 = 11-28, 0-26 x 0-30 = 11-54, 0-26 x 0-31 = 12-14, 0-26 x 0-32 = 12-40, 0-26 x 0-33 = 13-0, 0-26 x 0-34 = 13-26, 0-26 x 0-35 = 13-52, 0-26 x 0-36 = 14-12, 0-26 x 0-37 = 14-38, 0-26 x 0-38 = 14-64, 0-26 x 0-39 = 15-24, 0-26 x 0-40 = 15-50, 0-26 x 0-41 = 16-10, 0-26 x 0-42 = 16-36, 0-26 x 0-43 = 16-62, 0-26 x 0-44 = 17-22, 0-26 x 0-45 = 17-48, 0-26 x 0-46 = 18-8, 0-26 x 0-47 = 18-34, 0-26 x 0-48 = 18-60, 0-26 x 0-49 = 19-20, 0-26 x 0-50 = 19-46, 0-26 x 0-51 = 20-6, 0-26 x 0-52 = 20-32, 0-26 x 0-53 = 20-58, 0-26 x 0-54 = 21-18, 0-26 x 0-55 = 21-44, 0-26 x 0-56 = 22-4, 0-26 x 0-57 = 22-30, 0-26 x 0-58 = 22-56, 0-26 x 0-59 = 23-16, 0-26 x 0-60 = 23-42, 0-26 x 0-61 = 24-2, 0-26 x 0-62 = 24-28, 0-26 x 0-63 = 24-54, 0-26 x 0-64 = 25-14, 0-26 x 0-65 = 25-40, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-15, 0-27 x 0-4 = 1-42, 0-27 x 0-5 = 2-3, 0-27 x 0-6 = 2-30, 0-27 x 0-7 = 2-57, 0-27 x 0-8 = 3-18, 0-27 x 0-9 = 3-45, 0-27 x 0-10 = 4-6, 0-27 x 0-11 = 4-33, 0-27 x 0-12 = 4-60, 0-27 x 0-13 = 5-21, 0-27 x 0-14 = 5-48, 0-27 x 0-15 = 6-9, 0-27 x 0-16 = 6-36, 0-27 x 0-17 = 6-63, 0-27 x 0-18 = 7-24, 0-27 x 0-19 = 7-51, 0-27 x 0-20 = 8-12, 0-27 x 0-21 = 8-39, 0-27 x 0-22 = 9-0, 0-27 x 0-23 = 9-27, 0-27 x 0-24 = 9-54, 0-27 x 0-25 = 10-15, 0-27 x 0-26 = 10-42, 0-27 x 0-27 = 11-3, 0-27 x 0-28 = 11-30, 0-27 x 0-29 = 11-57, 0-27 x 0-30 = 12-18, 0-27 x 0-31 = 12-45, 0-27 x 0-32 = 13-6, 0-27 x 0-33 = 13-33, 0-27 x 0-34 = 13-60, 0-27 x 0-35 = 14-21, 0-27 x 0-36 = 14-48, 0-27 x 0-37 = 15-9, 0-27 x 0-38 = 15-36, 0-27 x 0-39 = 15-63, 0-27 x 0-40 = 16-24, 0-27 x 0-41 = 16-51, 0-27 x 0-42 = 17-12, 0-27 x 0-43 = 17-39, 0-27 x 0-44 = 18-0, 0-27 x 0-45 = 18-27, 0-27 x 0-46 = 18-54, 0-27 x 0-47 = 19-15, 0-27 x 0-48 = 19-42, 0-27 x 0-49 = 20-3, 0-27 x 0-50 = 20-30, 0-27 x 0-51 = 20-57, 0-27 x 0-52 = 21-18, 0-27 x 0-53 = 21-45, 0-27 x 0-54 = 22-6, 0-27 x 0-55 = 22-33, 0-27 x 0-56 = 22-60, 0-27 x 0-57 = 23-21, 0-27 x 0-58 = 23-48, 0-27 x 0-59 = 24-9, 0-27 x 0-60 = 24-36, 0-27 x 0-61 = 24-63, 0-27 x 0-62 = 25-24, 0-27 x 0-63 = 25-51, 0-27 x 0-64 = 26-12, 0-27 x 0-65 = 26-39, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-18, 0-28 x 0-4 = 1-46, 0-28 x 0-5 = 2-8, 0-28 x 0-6 = 2-36, 0-28 x 0-7 = 2-64, 0-28 x 0-8 = 3-26, 0-28 x 0-9 = 3-54, 0-28 x 0-10 = 4-16, 0-28 x 0-11 = 4-44, 0-28 x 0-12 = 5-6, 0-28 x 0-13 = 5-34, 0-28 x 0-14 = 5-62, 0-28 x 0-15 = 6-24, 0-28 x 0-16 = 6-52, 0-28 x 0-17 = 7-14, 0-28 x 0-18 = 7-42, 0-28 x 0-19 = 8-4, 0-28 x 0-20 = 8-32, 0-28 x 0-21 = 8-60, 0-28 x 0-22 = 9-22, 0-28 x 0-23 = 9-50, 0-28 x 0-24 = 10-12, 0-28 x 0-25 = 10-40, 0-28 x 0-26 = 11-2, 0-28 x 0-27 = 11-30, 0-28 x 0-28 = 11-58, 0-28 x 0-29 = 12-20, 0-28 x 0-30 = 12-48, 0-28 x 0-31 = 13-10, 0-28 x 0-32 = 13-38, 0-28 x 0-33 = 14-0, 0-28 x 0-34 = 14-28, 0-28 x 0-35 = 14-56, 0-28 x 0-36 = 15-18, 0-28 x 0-37 = 15-46, 0-28 x 0-38 = 16-8, 0-28 x 0-39 = 16-36, 0-28 x 0-40 = 16-64, 0-28 x 0-41 = 17-26, 0-28 x 0-42 = 17-54, 0-28 x 0-43 = 18-16, 0-28 x 0-44 = 18-44, 0-28 x 0-45 = 19-6, 0-28 x 0-46 = 19-34, 0-28 x 0-47 = 19-62, 0-28 x 0-48 = 20-24, 0-28 x 0-49 = 20-52, 0-28 x 0-50 = 21-14, 0-28 x 0-51 = 21-42, 0-28 x 0-52 = 22-4, 0-28 x 0-53 = 22-32, 0-28 x 0-54 = 22-60, 0-28 x 0-55 = 23-22, 0-28 x 0-56 = 23-50, 0-28 x 0-57 = 24-12, 0-28 x 0-58 = 24-40, 0-28 x 0-59 = 25-2, 0-28 x 0-60 = 25-30, 0-28 x 0-61 = 25-58, 0-28 x 0-62 = 26-20, 0-28 x 0-63 = 26-48, 0-28 x 0-64 = 27-10, 0-28 x 0-65 = 27-38, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-21, 0-29 x 0-4 = 1-50, 0-29 x 0-5 = 2-13, 0-29 x 0-6 = 2-42, 0-29 x 0-7 = 3-5, 0-29 x 0-8 = 3-34, 0-29 x 0-9 = 3-63, 0-29 x 0-10 = 4-26, 0-29 x 0-11 = 4-55, 0-29 x 0-12 = 5-18, 0-29 x 0-13 = 5-47, 0-29 x 0-14 = 6-10, 0-29 x 0-15 = 6-39, 0-29 x 0-16 = 7-2, 0-29 x 0-17 = 7-31, 0-29 x 0-18 = 7-60, 0-29 x 0-19 = 8-23, 0-29 x 0-20 = 8-52, 0-29 x 0-21 = 9-15, 0-29 x 0-22 = 9-44, 0-29 x 0-23 = 10-7, 0-29 x 0-24 = 10-36, 0-29 x 0-25 = 10-65, 0-29 x 0-26 = 11-28, 0-29 x 0-27 = 11-57, 0-29 x 0-28 = 12-20, 0-29 x 0-29 = 12-49, 0-29 x 0-30 = 13-12, 0-29 x 0-31 = 13-41, 0-29 x 0-32 = 14-4, 0-29 x 0-33 = 14-33, 0-29 x 0-34 = 14-62, 0-29 x 0-35 = 15-25, 0-29 x 0-36 = 15-54, 0-29 x 0-37 = 16-17, 0-29 x 0-38 = 16-46, 0-29 x 0-39 = 17-9, 0-29 x 0-40 = 17-38, 0-29 x 0-41 = 18-1, 0-29 x 0-42 = 18-30, 0-29 x 0-43 = 18-59, 0-29 x 0-44 = 19-22, 0-29 x 0-45 = 19-51, 0-29 x 0-46 = 20-14, 0-29 x 0-47 = 20-43, 0-29 x 0-48 = 21-6, 0-29 x 0-49 = 21-35, 0-29 x 0-50 = 21-64, 0-29 x 0-51 = 22-27, 0-29 x 0-52 = 22-56, 0-29 x 0-53 = 23-19, 0-29 x 0-54 = 23-48, 0-29 x 0-55 = 24-11, 0-29 x 0-56 = 24-40, 0-29 x 0-57 = 25-3, 0-29 x 0-58 = 25-32, 0-29 x 0-59 = 25-61, 0-29 x 0-60 = 26-24, 0-29 x 0-61 = 26-53, 0-29 x 0-62 = 27-16, 0-29 x 0-63 = 27-45, 0-29 x 0-64 = 28-8, 0-29 x 0-65 = 28-37, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-24, 0-30 x 0-4 = 1-54, 0-30 x 0-5 = 2-18, 0-30 x 0-6 = 2-48, 0-30 x 0-7 = 3-12, 0-30 x 0-8 = 3-42, 0-30 x 0-9 = 4-6, 0-30 x 0-10 = 4-36, 0-30 x 0-11 = 5-0, 0-30 x 0-12 = 5-30, 0-30 x 0-13 = 5-60, 0-30 x 0-14 = 6-24, 0-30 x 0-15 = 6-54, 0-30 x 0-16 = 7-18, 0-30 x 0-17 = 7-48, 0-30 x 0-18 = 8-12, 0-30 x 0-19 = 8-42, 0-30 x 0-20 = 9-6, 0-30 x 0-21 = 9-36, 0-30 x 0-22 = 10-0, 0-30 x 0-23 = 10-30, 0-30 x 0-24 = 10-60, 0-30 x 0-25 = 11-24, 0-30 x 0-26 = 11-54, 0-30 x 0-27 = 12-18, 0-30 x 0-28 = 12-48, 0-30 x 0-29 = 13-12, 0-30 x 0-30 = 13-42, 0-30 x 0-31 = 14-6, 0-30 x 0-32 = 14-36, 0-30 x 0-33 = 15-0, 0-30 x 0-34 = 15-30, 0-30 x 0-35 = 15-60, 0-30 x 0-36 = 16-24, 0-30 x 0-37 = 16-54, 0-30 x 0-38 = 17-18, 0-30 x 0-39 = 17-48, 0-30 x 0-40 = 18-12, 0-30 x 0-41 = 18-42, 0-30 x 0-42 = 19-6, 0-30 x 0-43 = 19-36, 0-30 x 0-44 = 20-0, 0-30 x 0-45 = 20-30, 0-30 x 0-46 = 20-60, 0-30 x 0-47 = 21-24, 0-30 x 0-48 = 21-54, 0-30 x 0-49 = 22-18, 0-30 x 0-50 = 22-48, 0-30 x 0-51 = 23-12, 0-30 x 0-52 = 23-42, 0-30 x 0-53 = 24-6, 0-30 x 0-54 = 24-36, 0-30 x 0-55 = 25-0, 0-30 x 0-56 = 25-30, 0-30 x 0-57 = 25-60, 0-30 x 0-58 = 26-24, 0-30 x 0-59 = 26-54, 0-30 x 0-60 = 27-18, 0-30 x 0-61 = 27-48, 0-30 x 0-62 = 28-12, 0-30 x 0-63 = 28-42, 0-30 x 0-64 = 29-6, 0-30 x 0-65 = 29-36, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 0-62, 0-31 x 0-3 = 1-27, 0-31 x 0-4 = 1-58, 0-31 x 0-5 = 2-23, 0-31 x 0-6 = 2-54, 0-31 x 0-7 = 3-19, 0-31 x 0-8 = 3-50, 0-31 x 0-9 = 4-15, 0-31 x 0-10 = 4-46, 0-31 x 0-11 = 5-11, 0-31 x 0-12 = 5-42, 0-31 x 0-13 = 6-7, 0-31 x 0-14 = 6-38, 0-31 x 0-15 = 7-3, 0-31 x 0-16 = 7-34, 0-31 x 0-17 = 7-65, 0-31 x 0-18 = 8-30, 0-31 x 0-19 = 8-61, 0-31 x 0-20 = 9-26, 0-31 x 0-21 = 9-57, 0-31 x 0-22 = 10-22, 0-31 x 0-23 = 10-53, 0-31 x 0-24 = 11-18, 0-31 x 0-25 = 11-49, 0-31 x 0-26 = 12-14, 0-31 x 0-27 = 12-45, 0-31 x 0-28 = 13-10, 0-31 x 0-29 = 13-41, 0-31 x 0-30 = 14-6, 0-31 x 0-31 = 14-37, 0-31 x 0-32 = 15-2, 0-31 x 0-33 = 15-33, 0-31 x 0-34 = 15-64, 0-31 x 0-35 = 16-29, 0-31 x 0-36 = 16-60, 0-31 x 0-37 = 17-25, 0-31 x 0-38 = 17-56, 0-31 x 0-39 = 18-21, 0-31 x 0-40 = 18-52, 0-31 x 0-41 = 19-17, 0-31 x 0-42 = 19-48, 0-31 x 0-43 = 20-13, 0-31 x 0-44 = 20-44, 0-31 x 0-45 = 21-9, 0-31 x 0-46 = 21-40, 0-31 x 0-47 = 22-5, 0-31 x 0-48 = 22-36, 0-31 x 0-49 = 23-1, 0-31 x 0-50 = 23-32, 0-31 x 0-51 = 23-63, 0-31 x 0-52 = 24-28, 0-31 x 0-53 = 24-59, 0-31 x 0-54 = 25-24, 0-31 x 0-55 = 25-55, 0-31 x 0-56 = 26-20, 0-31 x 0-57 = 26-51, 0-31 x 0-58 = 27-16, 0-31 x 0-59 = 27-47, 0-31 x 0-60 = 28-12, 0-31 x 0-61 = 28-43, 0-31 x 0-62 = 29-8, 0-31 x 0-63 = 29-39, 0-31 x 0-64 = 30-4, 0-31 x 0-65 = 30-35, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 0-64, 0-32 x 0-3 = 1-30, 0-32 x 0-4 = 1-62, 0-32 x 0-5 = 2-28, 0-32 x 0-6 = 2-60, 0-32 x 0-7 = 3-26, 0-32 x 0-8 = 3-58, 0-32 x 0-9 = 4-24, 0-32 x 0-10 = 4-56, 0-32 x 0-11 = 5-22, 0-32 x 0-12 = 5-54, 0-32 x 0-13 = 6-20, 0-32 x 0-14 = 6-52, 0-32 x 0-15 = 7-18, 0-32 x 0-16 = 7-50, 0-32 x 0-17 = 8-16, 0-32 x 0-18 = 8-48, 0-32 x 0-19 = 9-14, 0-32 x 0-20 = 9-46, 0-32 x 0-21 = 10-12, 0-32 x 0-22 = 10-44, 0-32 x 0-23 = 11-10, 0-32 x 0-24 = 11-42, 0-32 x 0-25 = 12-8, 0-32 x 0-26 = 12-40, 0-32 x 0-27 = 13-6, 0-32 x 0-28 = 13-38, 0-32 x 0-29 = 14-4, 0-32 x 0-30 = 14-36, 0-32 x 0-31 = 15-2, 0-32 x 0-32 = 15-34, 0-32 x 0-33 = 16-0, 0-32 x 0-34 = 16-32, 0-32 x 0-35 = 16-64, 0-32 x 0-36 = 17-30, 0-32 x 0-37 = 17-62, 0-32 x 0-38 = 18-28, 0-32 x 0-39 = 18-60, 0-32 x 0-40 = 19-26, 0-32 x 0-41 = 19-58, 0-32 x 0-42 = 20-24, 0-32 x 0-43 = 20-56, 0-32 x 0-44 = 21-22, 0-32 x 0-45 = 21-54, 0-32 x 0-46 = 22-20, 0-32 x 0-47 = 22-52, 0-32 x 0-48 = 23-18, 0-32 x 0-49 = 23-50, 0-32 x 0-50 = 24-16, 0-32 x 0-51 = 24-48, 0-32 x 0-52 = 25-14, 0-32 x 0-53 = 25-46, 0-32 x 0-54 = 26-12, 0-32 x 0-55 = 26-44, 0-32 x 0-56 = 27-10, 0-32 x 0-57 = 27-42, 0-32 x 0-58 = 28-8, 0-32 x 0-59 = 28-40, 0-32 x 0-60 = 29-6, 0-32 x 0-61 = 29-38, 0-32 x 0-62 = 30-4, 0-32 x 0-63 = 30-36, 0-32 x 0-64 = 31-2, 0-32 x 0-65 = 31-34, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-0, 0-33 x 0-3 = 1-33, 0-33 x 0-4 = 2-0, 0-33 x 0-5 = 2-33, 0-33 x 0-6 = 3-0, 0-33 x 0-7 = 3-33, 0-33 x 0-8 = 4-0, 0-33 x 0-9 = 4-33, 0-33 x 0-10 = 5-0, 0-33 x 0-11 = 5-33, 0-33 x 0-12 = 6-0, 0-33 x 0-13 = 6-33, 0-33 x 0-14 = 7-0, 0-33 x 0-15 = 7-33, 0-33 x 0-16 = 8-0, 0-33 x 0-17 = 8-33, 0-33 x 0-18 = 9-0, 0-33 x 0-19 = 9-33, 0-33 x 0-20 = 10-0, 0-33 x 0-21 = 10-33, 0-33 x 0-22 = 11-0, 0-33 x 0-23 = 11-33, 0-33 x 0-24 = 12-0, 0-33 x 0-25 = 12-33, 0-33 x 0-26 = 13-0, 0-33 x 0-27 = 13-33, 0-33 x 0-28 = 14-0, 0-33 x 0-29 = 14-33, 0-33 x 0-30 = 15-0, 0-33 x 0-31 = 15-33, 0-33 x 0-32 = 16-0, 0-33 x 0-33 = 16-33, 0-33 x 0-34 = 17-0, 0-33 x 0-35 = 17-33, 0-33 x 0-36 = 18-0, 0-33 x 0-37 = 18-33, 0-33 x 0-38 = 19-0, 0-33 x 0-39 = 19-33, 0-33 x 0-40 = 20-0, 0-33 x 0-41 = 20-33, 0-33 x 0-42 = 21-0, 0-33 x 0-43 = 21-33, 0-33 x 0-44 = 22-0, 0-33 x 0-45 = 22-33, 0-33 x 0-46 = 23-0, 0-33 x 0-47 = 23-33, 0-33 x 0-48 = 24-0, 0-33 x 0-49 = 24-33, 0-33 x 0-50 = 25-0, 0-33 x 0-51 = 25-33, 0-33 x 0-52 = 26-0, 0-33 x 0-53 = 26-33, 0-33 x 0-54 = 27-0, 0-33 x 0-55 = 27-33, 0-33 x 0-56 = 28-0, 0-33 x 0-57 = 28-33, 0-33 x 0-58 = 29-0, 0-33 x 0-59 = 29-33, 0-33 x 0-60 = 30-0, 0-33 x 0-61 = 30-33, 0-33 x 0-62 = 31-0, 0-33 x 0-63 = 31-33, 0-33 x 0-64 = 32-0, 0-33 x 0-65 = 32-33, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-2, 0-34 x 0-3 = 1-36, 0-34 x 0-4 = 2-4, 0-34 x 0-5 = 2-38, 0-34 x 0-6 = 3-6, 0-34 x 0-7 = 3-40, 0-34 x 0-8 = 4-8, 0-34 x 0-9 = 4-42, 0-34 x 0-10 = 5-10, 0-34 x 0-11 = 5-44, 0-34 x 0-12 = 6-12, 0-34 x 0-13 = 6-46, 0-34 x 0-14 = 7-14, 0-34 x 0-15 = 7-48, 0-34 x 0-16 = 8-16, 0-34 x 0-17 = 8-50, 0-34 x 0-18 = 9-18, 0-34 x 0-19 = 9-52, 0-34 x 0-20 = 10-20, 0-34 x 0-21 = 10-54, 0-34 x 0-22 = 11-22, 0-34 x 0-23 = 11-56, 0-34 x 0-24 = 12-24, 0-34 x 0-25 = 12-58, 0-34 x 0-26 = 13-26, 0-34 x 0-27 = 13-60, 0-34 x 0-28 = 14-28, 0-34 x 0-29 = 14-62, 0-34 x 0-30 = 15-30, 0-34 x 0-31 = 15-64, 0-34 x 0-32 = 16-32, 0-34 x 0-33 = 17-0, 0-34 x 0-34 = 17-34, 0-34 x 0-35 = 18-2, 0-34 x 0-36 = 18-36, 0-34 x 0-37 = 19-4, 0-34 x 0-38 = 19-38, 0-34 x 0-39 = 20-6, 0-34 x 0-40 = 20-40, 0-34 x 0-41 = 21-8, 0-34 x 0-42 = 21-42, 0-34 x 0-43 = 22-10, 0-34 x 0-44 = 22-44, 0-34 x 0-45 = 23-12, 0-34 x 0-46 = 23-46, 0-34 x 0-47 = 24-14, 0-34 x 0-48 = 24-48, 0-34 x 0-49 = 25-16, 0-34 x 0-50 = 25-50, 0-34 x 0-51 = 26-18, 0-34 x 0-52 = 26-52, 0-34 x 0-53 = 27-20, 0-34 x 0-54 = 27-54, 0-34 x 0-55 = 28-22, 0-34 x 0-56 = 28-56, 0-34 x 0-57 = 29-24, 0-34 x 0-58 = 29-58, 0-34 x 0-59 = 30-26, 0-34 x 0-60 = 30-60, 0-34 x 0-61 = 31-28, 0-34 x 0-62 = 31-62, 0-34 x 0-63 = 32-30, 0-34 x 0-64 = 32-64, 0-34 x 0-65 = 33-32, 
