0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-16, 0-30 x 0-3 = 2-2, 0-30 x 0-4 = 2-32, 0-30 x 0-5 = 3-18, 0-30 x 0-6 = 4-4, 0-30 x 0-7 = 4-34, 0-30 x 0-8 = 5-20, 0-30 x 0-9 = 6-6, 0-30 x 0-10 = 6-36, 0-30 x 0-11 = 7-22, 0-30 x 0-12 = 8-8, 0-30 x 0-13 = 8-38, 0-30 x 0-14 = 9-24, 0-30 x 0-15 = 10-10, 0-30 x 0-16 = 10-40, 0-30 x 0-17 = 11-26, 0-30 x 0-18 = 12-12, 0-30 x 0-19 = 12-42, 0-30 x 0-20 = 13-28, 0-30 x 0-21 = 14-14, 0-30 x 0-22 = 15-0, 0-30 x 0-23 = 15-30, 0-30 x 0-24 = 16-16, 0-30 x 0-25 = 17-2, 0-30 x 0-26 = 17-32, 0-30 x 0-27 = 18-18, 0-30 x 0-28 = 19-4, 0-30 x 0-29 = 19-34, 0-30 x 0-30 = 20-20, 0-30 x 0-31 = 21-6, 0-30 x 0-32 = 21-36, 0-30 x 0-33 = 22-22, 0-30 x 0-34 = 23-8, 0-30 x 0-35 = 23-38, 0-30 x 0-36 = 24-24, 0-30 x 0-37 = 25-10, 0-30 x 0-38 = 25-40, 0-30 x 0-39 = 26-26, 0-30 x 0-40 = 27-12, 0-30 x 0-41 = 27-42, 0-30 x 0-42 = 28-28, 0-30 x 0-43 = 29-14, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-18, 0-31 x 0-3 = 2-5, 0-31 x 0-4 = 2-36, 0-31 x 0-5 = 3-23, 0-31 x 0-6 = 4-10, 0-31 x 0-7 = 4-41, 0-31 x 0-8 = 5-28, 0-31 x 0-9 = 6-15, 0-31 x 0-10 = 7-2, 0-31 x 0-11 = 7-33, 0-31 x 0-12 = 8-20, 0-31 x 0-13 = 9-7, 0-31 x 0-14 = 9-38, 0-31 x 0-15 = 10-25, 0-31 x 0-16 = 11-12, 0-31 x 0-17 = 11-43, 0-31 x 0-18 = 12-30, 0-31 x 0-19 = 13-17, 0-31 x 0-20 = 14-4, 0-31 x 0-21 = 14-35, 0-31 x 0-22 = 15-22, 0-31 x 0-23 = 16-9, 0-31 x 0-24 = 16-40, 0-31 x 0-25 = 17-27, 0-31 x 0-26 = 18-14, 0-31 x 0-27 = 19-1, 0-31 x 0-28 = 19-32, 0-31 x 0-29 = 20-19, 0-31 x 0-30 = 21-6, 0-31 x 0-31 = 21-37, 0-31 x 0-32 = 22-24, 0-31 x 0-33 = 23-11, 0-31 x 0-34 = 23-42, 0-31 x 0-35 = 24-29, 0-31 x 0-36 = 25-16, 0-31 x 0-37 = 26-3, 0-31 x 0-38 = 26-34, 0-31 x 0-39 = 27-21, 0-31 x 0-40 = 28-8, 0-31 x 0-41 = 28-39, 0-31 x 0-42 = 29-26, 0-31 x 0-43 = 30-13, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-20, 0-32 x 0-3 = 2-8, 0-32 x 0-4 = 2-40, 0-32 x 0-5 = 3-28, 0-32 x 0-6 = 4-16, 0-32 x 0-7 = 5-4, 0-32 x 0-8 = 5-36, 0-32 x 0-9 = 6-24, 0-32 x 0-10 = 7-12, 0-32 x 0-11 = 8-0, 0-32 x 0-12 = 8-32, 0-32 x 0-13 = 9-20, 0-32 x 0-14 = 10-8, 0-32 x 0-15 = 10-40, 0-32 x 0-16 = 11-28, 0-32 x 0-17 = 12-16, 0-32 x 0-18 = 13-4, 0-32 x 0-19 = 13-36, 0-32 x 0-20 = 14-24, 0-32 x 0-21 = 15-12, 0-32 x 0-22 = 16-0, 0-32 x 0-23 = 16-32, 0-32 x 0-24 = 17-20, 0-32 x 0-25 = 18-8, 0-32 x 0-26 = 18-40, 0-32 x 0-27 = 19-28, 0-32 x 0-28 = 20-16, 0-32 x 0-29 = 21-4, 0-32 x 0-30 = 21-36, 0-32 x 0-31 = 22-24, 0-32 x 0-32 = 23-12, 0-32 x 0-33 = 24-0, 0-32 x 0-34 = 24-32, 0-32 x 0-35 = 25-20, 0-32 x 0-36 = 26-8, 0-32 x 0-37 = 26-40, 0-32 x 0-38 = 27-28, 0-32 x 0-39 = 28-16, 0-32 x 0-40 = 29-4, 0-32 x 0-41 = 29-36, 0-32 x 0-42 = 30-24, 0-32 x 0-43 = 31-12, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-22, 0-33 x 0-3 = 2-11, 0-33 x 0-4 = 3-0, 0-33 x 0-5 = 3-33, 0-33 x 0-6 = 4-22, 0-33 x 0-7 = 5-11, 0-33 x 0-8 = 6-0, 0-33 x 0-9 = 6-33, 0-33 x 0-10 = 7-22, 0-33 x 0-11 = 8-11, 0-33 x 0-12 = 9-0, 0-33 x 0-13 = 9-33, 0-33 x 0-14 = 10-22, 0-33 x 0-15 = 11-11, 0-33 x 0-16 = 12-0, 0-33 x 0-17 = 12-33, 0-33 x 0-18 = 13-22, 0-33 x 0-19 = 14-11, 0-33 x 0-20 = 15-0, 0-33 x 0-21 = 15-33, 0-33 x 0-22 = 16-22, 0-33 x 0-23 = 17-11, 0-33 x 0-24 = 18-0, 0-33 x 0-25 = 18-33, 0-33 x 0-26 = 19-22, 0-33 x 0-27 = 20-11, 0-33 x 0-28 = 21-0, 0-33 x 0-29 = 21-33, 0-33 x 0-30 = 22-22, 0-33 x 0-31 = 23-11, 0-33 x 0-32 = 24-0, 0-33 x 0-33 = 24-33, 0-33 x 0-34 = 25-22, 0-33 x 0-35 = 26-11, 0-33 x 0-36 = 27-0, 0-33 x 0-37 = 27-33, 0-33 x 0-38 = 28-22, 0-33 x 0-39 = 29-11, 0-33 x 0-40 = 30-0, 0-33 x 0-41 = 30-33, 0-33 x 0-42 = 31-22, 0-33 x 0-43 = 32-11, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-24, 0-34 x 0-3 = 2-14, 0-34 x 0-4 = 3-4, 0-34 x 0-5 = 3-38, 0-34 x 0-6 = 4-28, 0-34 x 0-7 = 5-18, 0-34 x 0-8 = 6-8, 0-34 x 0-9 = 6-42, 0-34 x 0-10 = 7-32, 0-34 x 0-11 = 8-22, 0-34 x 0-12 = 9-12, 0-34 x 0-13 = 10-2, 0-34 x 0-14 = 10-36, 0-34 x 0-15 = 11-26, 0-34 x 0-16 = 12-16, 0-34 x 0-17 = 13-6, 0-34 x 0-18 = 13-40, 0-34 x 0-19 = 14-30, 0-34 x 0-20 = 15-20, 0-34 x 0-21 = 16-10, 0-34 x 0-22 = 17-0, 0-34 x 0-23 = 17-34, 0-34 x 0-24 = 18-24, 0-34 x 0-25 = 19-14, 0-34 x 0-26 = 20-4, 0-34 x 0-27 = 20-38, 0-34 x 0-28 = 21-28, 0-34 x 0-29 = 22-18, 0-34 x 0-30 = 23-8, 0-34 x 0-31 = 23-42, 0-34 x 0-32 = 24-32, 0-34 x 0-33 = 25-22, 0-34 x 0-34 = 26-12, 0-34 x 0-35 = 27-2, 0-34 x 0-36 = 27-36, 0-34 x 0-37 = 28-26, 0-34 x 0-38 = 29-16, 0-34 x 0-39 = 30-6, 0-34 x 0-40 = 30-40, 0-34 x 0-41 = 31-30, 0-34 x 0-42 = 32-20, 0-34 x 0-43 = 33-10, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-26, 0-35 x 0-3 = 2-17, 0-35 x 0-4 = 3-8, 0-35 x 0-5 = 3-43, 0-35 x 0-6 = 4-34, 0-35 x 0-7 = 5-25, 0-35 x 0-8 = 6-16, 0-35 x 0-9 = 7-7, 0-35 x 0-10 = 7-42, 0-35 x 0-11 = 8-33, 0-35 x 0-12 = 9-24, 0-35 x 0-13 = 10-15, 0-35 x 0-14 = 11-6, 0-35 x 0-15 = 11-41, 0-35 x 0-16 = 12-32, 0-35 x 0-17 = 13-23, 0-35 x 0-18 = 14-14, 0-35 x 0-19 = 15-5, 0-35 x 0-20 = 15-40, 0-35 x 0-21 = 16-31, 0-35 x 0-22 = 17-22, 0-35 x 0-23 = 18-13, 0-35 x 0-24 = 19-4, 0-35 x 0-25 = 19-39, 0-35 x 0-26 = 20-30, 0-35 x 0-27 = 21-21, 0-35 x 0-28 = 22-12, 0-35 x 0-29 = 23-3, 0-35 x 0-30 = 23-38, 0-35 x 0-31 = 24-29, 0-35 x 0-32 = 25-20, 0-35 x 0-33 = 26-11, 0-35 x 0-34 = 27-2, 0-35 x 0-35 = 27-37, 0-35 x 0-36 = 28-28, 0-35 x 0-37 = 29-19, 0-35 x 0-38 = 30-10, 0-35 x 0-39 = 31-1, 0-35 x 0-40 = 31-36, 0-35 x 0-41 = 32-27, 0-35 x 0-42 = 33-18, 0-35 x 0-43 = 34-9, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-28, 0-36 x 0-3 = 2-20, 0-36 x 0-4 = 3-12, 0-36 x 0-5 = 4-4, 0-36 x 0-6 = 4-40, 0-36 x 0-7 = 5-32, 0-36 x 0-8 = 6-24, 0-36 x 0-9 = 7-16, 0-36 x 0-10 = 8-8, 0-36 x 0-11 = 9-0, 0-36 x 0-12 = 9-36, 0-36 x 0-13 = 10-28, 0-36 x 0-14 = 11-20, 0-36 x 0-15 = 12-12, 0-36 x 0-16 = 13-4, 0-36 x 0-17 = 13-40, 0-36 x 0-18 = 14-32, 0-36 x 0-19 = 15-24, 0-36 x 0-20 = 16-16, 0-36 x 0-21 = 17-8, 0-36 x 0-22 = 18-0, 0-36 x 0-23 = 18-36, 0-36 x 0-24 = 19-28, 0-36 x 0-25 = 20-20, 0-36 x 0-26 = 21-12, 0-36 x 0-27 = 22-4, 0-36 x 0-28 = 22-40, 0-36 x 0-29 = 23-32, 0-36 x 0-30 = 24-24, 0-36 x 0-31 = 25-16, 0-36 x 0-32 = 26-8, 0-36 x 0-33 = 27-0, 0-36 x 0-34 = 27-36, 0-36 x 0-35 = 28-28, 0-36 x 0-36 = 29-20, 0-36 x 0-37 = 30-12, 0-36 x 0-38 = 31-4, 0-36 x 0-39 = 31-40, 0-36 x 0-40 = 32-32, 0-36 x 0-41 = 33-24, 0-36 x 0-42 = 34-16, 0-36 x 0-43 = 35-8, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-30, 0-37 x 0-3 = 2-23, 0-37 x 0-4 = 3-16, 0-37 x 0-5 = 4-9, 0-37 x 0-6 = 5-2, 0-37 x 0-7 = 5-39, 0-37 x 0-8 = 6-32, 0-37 x 0-9 = 7-25, 0-37 x 0-10 = 8-18, 0-37 x 0-11 = 9-11, 0-37 x 0-12 = 10-4, 0-37 x 0-13 = 10-41, 0-37 x 0-14 = 11-34, 0-37 x 0-15 = 12-27, 0-37 x 0-16 = 13-20, 0-37 x 0-17 = 14-13, 0-37 x 0-18 = 15-6, 0-37 x 0-19 = 15-43, 0-37 x 0-20 = 16-36, 0-37 x 0-21 = 17-29, 0-37 x 0-22 = 18-22, 0-37 x 0-23 = 19-15, 0-37 x 0-24 = 20-8, 0-37 x 0-25 = 21-1, 0-37 x 0-26 = 21-38, 0-37 x 0-27 = 22-31, 0-37 x 0-28 = 23-24, 0-37 x 0-29 = 24-17, 0-37 x 0-30 = 25-10, 0-37 x 0-31 = 26-3, 0-37 x 0-32 = 26-40, 0-37 x 0-33 = 27-33, 0-37 x 0-34 = 28-26, 0-37 x 0-35 = 29-19, 0-37 x 0-36 = 30-12, 0-37 x 0-37 = 31-5, 0-37 x 0-38 = 31-42, 0-37 x 0-39 = 32-35, 0-37 x 0-40 = 33-28, 0-37 x 0-41 = 34-21, 0-37 x 0-42 = 35-14, 0-37 x 0-43 = 36-7, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-32, 0-38 x 0-3 = 2-26, 0-38 x 0-4 = 3-20, 0-38 x 0-5 = 4-14, 0-38 x 0-6 = 5-8, 0-38 x 0-7 = 6-2, 0-38 x 0-8 = 6-40, 0-38 x 0-9 = 7-34, 0-38 x 0-10 = 8-28, 0-38 x 0-11 = 9-22, 0-38 x 0-12 = 10-16, 0-38 x 0-13 = 11-10, 0-38 x 0-14 = 12-4, 0-38 x 0-15 = 12-42, 0-38 x 0-16 = 13-36, 0-38 x 0-17 = 14-30, 0-38 x 0-18 = 15-24, 0-38 x 0-19 = 16-18, 0-38 x 0-20 = 17-12, 0-38 x 0-21 = 18-6, 0-38 x 0-22 = 19-0, 0-38 x 0-23 = 19-38, 0-38 x 0-24 = 20-32, 0-38 x 0-25 = 21-26, 0-38 x 0-26 = 22-20, 0-38 x 0-27 = 23-14, 0-38 x 0-28 = 24-8, 0-38 x 0-29 = 25-2, 0-38 x 0-30 = 25-40, 0-38 x 0-31 = 26-34, 0-38 x 0-32 = 27-28, 0-38 x 0-33 = 28-22, 0-38 x 0-34 = 29-16, 0-38 x 0-35 = 30-10, 0-38 x 0-36 = 31-4, 0-38 x 0-37 = 31-42, 0-38 x 0-38 = 32-36, 0-38 x 0-39 = 33-30, 0-38 x 0-40 = 34-24, 0-38 x 0-41 = 35-18, 0-38 x 0-42 = 36-12, 0-38 x 0-43 = 37-6, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-34, 0-39 x 0-3 = 2-29, 0-39 x 0-4 = 3-24, 0-39 x 0-5 = 4-19, 0-39 x 0-6 = 5-14, 0-39 x 0-7 = 6-9, 0-39 x 0-8 = 7-4, 0-39 x 0-9 = 7-43, 0-39 x 0-10 = 8-38, 0-39 x 0-11 = 9-33, 0-39 x 0-12 = 10-28, 0-39 x 0-13 = 11-23, 0-39 x 0-14 = 12-18, 0-39 x 0-15 = 13-13, 0-39 x 0-16 = 14-8, 0-39 x 0-17 = 15-3, 0-39 x 0-18 = 15-42, 0-39 x 0-19 = 16-37, 0-39 x 0-20 = 17-32, 0-39 x 0-21 = 18-27, 0-39 x 0-22 = 19-22, 0-39 x 0-23 = 20-17, 0-39 x 0-24 = 21-12, 0-39 x 0-25 = 22-7, 0-39 x 0-26 = 23-2, 0-39 x 0-27 = 23-41, 0-39 x 0-28 = 24-36, 0-39 x 0-29 = 25-31, 0-39 x 0-30 = 26-26, 0-39 x 0-31 = 27-21, 0-39 x 0-32 = 28-16, 0-39 x 0-33 = 29-11, 0-39 x 0-34 = 30-6, 0-39 x 0-35 = 31-1, 0-39 x 0-36 = 31-40, 0-39 x 0-37 = 32-35, 0-39 x 0-38 = 33-30, 0-39 x 0-39 = 34-25, 0-39 x 0-40 = 35-20, 0-39 x 0-41 = 36-15, 0-39 x 0-42 = 37-10, 0-39 x 0-43 = 38-5, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-36, 0-40 x 0-3 = 2-32, 0-40 x 0-4 = 3-28, 0-40 x 0-5 = 4-24, 0-40 x 0-6 = 5-20, 0-40 x 0-7 = 6-16, 0-40 x 0-8 = 7-12, 0-40 x 0-9 = 8-8, 0-40 x 0-10 = 9-4, 0-40 x 0-11 = 10-0, 0-40 x 0-12 = 10-40, 0-40 x 0-13 = 11-36, 0-40 x 0-14 = 12-32, 0-40 x 0-15 = 13-28, 0-40 x 0-16 = 14-24, 0-40 x 0-17 = 15-20, 0-40 x 0-18 = 16-16, 0-40 x 0-19 = 17-12, 0-40 x 0-20 = 18-8, 0-40 x 0-21 = 19-4, 0-40 x 0-22 = 20-0, 0-40 x 0-23 = 20-40, 0-40 x 0-24 = 21-36, 0-40 x 0-25 = 22-32, 0-40 x 0-26 = 23-28, 0-40 x 0-27 = 24-24, 0-40 x 0-28 = 25-20, 0-40 x 0-29 = 26-16, 0-40 x 0-30 = 27-12, 0-40 x 0-31 = 28-8, 0-40 x 0-32 = 29-4, 0-40 x 0-33 = 30-0, 0-40 x 0-34 = 30-40, 0-40 x 0-35 = 31-36, 0-40 x 0-36 = 32-32, 0-40 x 0-37 = 33-28, 0-40 x 0-38 = 34-24, 0-40 x 0-39 = 35-20, 0-40 x 0-40 = 36-16, 0-40 x 0-41 = 37-12, 0-40 x 0-42 = 38-8, 0-40 x 0-43 = 39-4, 
0-41 x 0-1 = 0-41, 0-41 x 0-2 = 1-38, 0-41 x 0-3 = 2-35, 0-41 x 0-4 = 3-32, 0-41 x 0-5 = 4-29, 0-41 x 0-6 = 5-26, 0-41 x 0-7 = 6-23, 0-41 x 0-8 = 7-20, 0-41 x 0-9 = 8-17, 0-41 x 0-10 = 9-14, 0-41 x 0-11 = 10-11, 0-41 x 0-12 = 11-8, 0-41 x 0-13 = 12-5, 0-41 x 0-14 = 13-2, 0-41 x 0-15 = 13-43, 0-41 x 0-16 = 14-40, 0-41 x 0-17 = 15-37, 0-41 x 0-18 = 16-34, 0-41 x 0-19 = 17-31, 0-41 x 0-20 = 18-28, 0-41 x 0-21 = 19-25, 0-41 x 0-22 = 20-22, 0-41 x 0-23 = 21-19, 0-41 x 0-24 = 22-16, 0-41 x 0-25 = 23-13, 0-41 x 0-26 = 24-10, 0-41 x 0-27 = 25-7, 0-41 x 0-28 = 26-4, 0-41 x 0-29 = 27-1, 0-41 x 0-30 = 27-42, 0-41 x 0-31 = 28-39, 0-41 x 0-32 = 29-36, 0-41 x 0-33 = 30-33, 0-41 x 0-34 = 31-30, 0-41 x 0-35 = 32-27, 0-41 x 0-36 = 33-24, 0-41 x 0-37 = 34-21, 0-41 x 0-38 = 35-18, 0-41 x 0-39 = 36-15, 0-41 x 0-40 = 37-12, 0-41 x 0-41 = 38-9, 0-41 x 0-42 = 39-6, 0-41 x 0-43 = 40-3, 
0-42 x 0-1 = 0-42, 0-42 x 0-2 = 1-40, 0-42 x 0-3 = 2-38, 0-42 x 0-4 = 3-36, 0-42 x 0-5 = 4-34, 0-42 x 0-6 = 5-32, 0-42 x 0-7 = 6-30, 0-42 x 0-8 = 7-28, 0-42 x 0-9 = 8-26, 0-42 x 0-10 = 9-24, 0-42 x 0-11 = 10-22, 0-42 x 0-12 = 11-20, 0-42 x 0-13 = 12-18, 0-42 x 0-14 = 13-16, 0-42 x 0-15 = 14-14, 0-42 x 0-16 = 15-12, 0-42 x 0-17 = 16-10, 0-42 x 0-18 = 17-8, 0-42 x 0-19 = 18-6, 0-42 x 0-20 = 19-4, 0-42 x 0-21 = 20-2, 0-42 x 0-22 = 21-0, 0-42 x 0-23 = 21-42, 0-42 x 0-24 = 22-40, 0-42 x 0-25 = 23-38, 0-42 x 0-26 = 24-36, 0-42 x 0-27 = 25-34, 0-42 x 0-28 = 26-32, 0-42 x 0-29 = 27-30, 0-42 x 0-30 = 28-28, 0-42 x 0-31 = 29-26, 0-42 x 0-32 = 30-24, 0-42 x 0-33 = 31-22, 0-42 x 0-34 = 32-20, 0-42 x 0-35 = 33-18, 0-42 x 0-36 = 34-16, 0-42 x 0-37 = 35-14, 0-42 x 0-38 = 36-12, 0-42 x 0-39 = 37-10, 0-42 x 0-40 = 38-8, 0-42 x 0-41 = 39-6, 0-42 x 0-42 = 40-4, 0-42 x 0-43 = 41-2, 
0-43 x 0-1 = 0-43, 0-43 x 0-2 = 1-42, 0-43 x 0-3 = 2-41, 0-43 x 0-4 = 3-40, 0-43 x 0-5 = 4-39, 0-43 x 0-6 = 5-38, 0-43 x 0-7 = 6-37, 0-43 x 0-8 = 7-36, 0-43 x 0-9 = 8-35, 0-43 x 0-10 = 9-34, 0-43 x 0-11 = 10-33, 0-43 x 0-12 = 11-32, 0-43 x 0-13 = 12-31, 0-43 x 0-14 = 13-30, 0-43 x 0-15 = 14-29, 0-43 x 0-16 = 15-28, 0-43 x 0-17 = 16-27, 0-43 x 0-18 = 17-26, 0-43 x 0-19 = 18-25, 0-43 x 0-20 = 19-24, 0-43 x 0-21 = 20-23, 0-43 x 0-22 = 21-22, 0-43 x 0-23 = 22-21, 0-43 x 0-24 = 23-20, 0-43 x 0-25 = 24-19, 0-43 x 0-26 = 25-18, 0-43 x 0-27 = 26-17, 0-43 x 0-28 = 27-16, 0-43 x 0-29 = 28-15, 0-43 x 0-30 = 29-14, 0-43 x 0-31 = 30-13, 0-43 x 0-32 = 31-12, 0-43 x 0-33 = 32-11, 0-43 x 0-34 = 33-10, 0-43 x 0-35 = 34-9, 0-43 x 0-36 = 35-8, 0-43 x 0-37 = 36-7, 0-43 x 0-38 = 37-6, 0-43 x 0-39 = 38-5, 0-43 x 0-40 = 39-4, 0-43 x 0-41 = 40-3, 0-43 x 0-42 = 41-2, 0-43 x 0-43 = 42-1, 
