46 x 1 = 0-46, 46 x 2 = 1-30, 46 x 3 = 2-14, 46 x 4 = 2-60, 46 x 5 = 3-44, 46 x 6 = 4-28, 46 x 7 = 5-12, 46 x 8 = 5-58, 46 x 9 = 6-42, 46 x 10 = 7-26, 46 x 11 = 8-10, 46 x 12 = 8-56, 46 x 13 = 9-40, 46 x 14 = 10-24, 46 x 15 = 11-8, 46 x 16 = 11-54, 46 x 17 = 12-38, 46 x 18 = 13-22, 46 x 19 = 14-6, 46 x 20 = 14-52, 46 x 21 = 15-36, 46 x 22 = 16-20, 46 x 23 = 17-4, 46 x 24 = 17-50, 46 x 25 = 18-34, 46 x 26 = 19-18, 46 x 27 = 20-2, 46 x 28 = 20-48, 46 x 29 = 21-32, 46 x 30 = 22-16, 46 x 31 = 23-0, 46 x 32 = 23-46, 46 x 33 = 24-30, 46 x 34 = 25-14, 46 x 35 = 25-60, 46 x 36 = 26-44, 46 x 37 = 27-28, 46 x 38 = 28-12, 46 x 39 = 28-58, 46 x 40 = 29-42, 46 x 41 = 30-26, 46 x 42 = 31-10, 46 x 43 = 31-56, 46 x 44 = 32-40, 46 x 45 = 33-24, 46 x 46 = 34-8, 46 x 47 = 34-54, 46 x 48 = 35-38, 46 x 49 = 36-22, 46 x 50 = 37-6, 46 x 51 = 37-52, 46 x 52 = 38-36, 46 x 53 = 39-20, 46 x 54 = 40-4, 46 x 55 = 40-50, 46 x 56 = 41-34, 46 x 57 = 42-18, 46 x 58 = 43-2, 46 x 59 = 43-48, 46 x 60 = 44-32, 46 x 61 = 45-16, 
47 x 1 = 0-47, 47 x 2 = 1-32, 47 x 3 = 2-17, 47 x 4 = 3-2, 47 x 5 = 3-49, 47 x 6 = 4-34, 47 x 7 = 5-19, 47 x 8 = 6-4, 47 x 9 = 6-51, 47 x 10 = 7-36, 47 x 11 = 8-21, 47 x 12 = 9-6, 47 x 13 = 9-53, 47 x 14 = 10-38, 47 x 15 = 11-23, 47 x 16 = 12-8, 47 x 17 = 12-55, 47 x 18 = 13-40, 47 x 19 = 14-25, 47 x 20 = 15-10, 47 x 21 = 15-57, 47 x 22 = 16-42, 47 x 23 = 17-27, 47 x 24 = 18-12, 47 x 25 = 18-59, 47 x 26 = 19-44, 47 x 27 = 20-29, 47 x 28 = 21-14, 47 x 29 = 21-61, 47 x 30 = 22-46, 47 x 31 = 23-31, 47 x 32 = 24-16, 47 x 33 = 25-1, 47 x 34 = 25-48, 47 x 35 = 26-33, 47 x 36 = 27-18, 47 x 37 = 28-3, 47 x 38 = 28-50, 47 x 39 = 29-35, 47 x 40 = 30-20, 47 x 41 = 31-5, 47 x 42 = 31-52, 47 x 43 = 32-37, 47 x 44 = 33-22, 47 x 45 = 34-7, 47 x 46 = 34-54, 47 x 47 = 35-39, 47 x 48 = 36-24, 47 x 49 = 37-9, 47 x 50 = 37-56, 47 x 51 = 38-41, 47 x 52 = 39-26, 47 x 53 = 40-11, 47 x 54 = 40-58, 47 x 55 = 41-43, 47 x 56 = 42-28, 47 x 57 = 43-13, 47 x 58 = 43-60, 47 x 59 = 44-45, 47 x 60 = 45-30, 47 x 61 = 46-15, 
48 x 1 = 0-48, 48 x 2 = 1-34, 48 x 3 = 2-20, 48 x 4 = 3-6, 48 x 5 = 3-54, 48 x 6 = 4-40, 48 x 7 = 5-26, 48 x 8 = 6-12, 48 x 9 = 6-60, 48 x 10 = 7-46, 48 x 11 = 8-32, 48 x 12 = 9-18, 48 x 13 = 10-4, 48 x 14 = 10-52, 48 x 15 = 11-38, 48 x 16 = 12-24, 48 x 17 = 13-10, 48 x 18 = 13-58, 48 x 19 = 14-44, 48 x 20 = 15-30, 48 x 21 = 16-16, 48 x 22 = 17-2, 48 x 23 = 17-50, 48 x 24 = 18-36, 48 x 25 = 19-22, 48 x 26 = 20-8, 48 x 27 = 20-56, 48 x 28 = 21-42, 48 x 29 = 22-28, 48 x 30 = 23-14, 48 x 31 = 24-0, 48 x 32 = 24-48, 48 x 33 = 25-34, 48 x 34 = 26-20, 48 x 35 = 27-6, 48 x 36 = 27-54, 48 x 37 = 28-40, 48 x 38 = 29-26, 48 x 39 = 30-12, 48 x 40 = 30-60, 48 x 41 = 31-46, 48 x 42 = 32-32, 48 x 43 = 33-18, 48 x 44 = 34-4, 48 x 45 = 34-52, 48 x 46 = 35-38, 48 x 47 = 36-24, 48 x 48 = 37-10, 48 x 49 = 37-58, 48 x 50 = 38-44, 48 x 51 = 39-30, 48 x 52 = 40-16, 48 x 53 = 41-2, 48 x 54 = 41-50, 48 x 55 = 42-36, 48 x 56 = 43-22, 48 x 57 = 44-8, 48 x 58 = 44-56, 48 x 59 = 45-42, 48 x 60 = 46-28, 48 x 61 = 47-14, 
49 x 1 = 0-49, 49 x 2 = 1-36, 49 x 3 = 2-23, 49 x 4 = 3-10, 49 x 5 = 3-59, 49 x 6 = 4-46, 49 x 7 = 5-33, 49 x 8 = 6-20, 49 x 9 = 7-7, 49 x 10 = 7-56, 49 x 11 = 8-43, 49 x 12 = 9-30, 49 x 13 = 10-17, 49 x 14 = 11-4, 49 x 15 = 11-53, 49 x 16 = 12-40, 49 x 17 = 13-27, 49 x 18 = 14-14, 49 x 19 = 15-1, 49 x 20 = 15-50, 49 x 21 = 16-37, 49 x 22 = 17-24, 49 x 23 = 18-11, 49 x 24 = 18-60, 49 x 25 = 19-47, 49 x 26 = 20-34, 49 x 27 = 21-21, 49 x 28 = 22-8, 49 x 29 = 22-57, 49 x 30 = 23-44, 49 x 31 = 24-31, 49 x 32 = 25-18, 49 x 33 = 26-5, 49 x 34 = 26-54, 49 x 35 = 27-41, 49 x 36 = 28-28, 49 x 37 = 29-15, 49 x 38 = 30-2, 49 x 39 = 30-51, 49 x 40 = 31-38, 49 x 41 = 32-25, 49 x 42 = 33-12, 49 x 43 = 33-61, 49 x 44 = 34-48, 49 x 45 = 35-35, 49 x 46 = 36-22, 49 x 47 = 37-9, 49 x 48 = 37-58, 49 x 49 = 38-45, 49 x 50 = 39-32, 49 x 51 = 40-19, 49 x 52 = 41-6, 49 x 53 = 41-55, 49 x 54 = 42-42, 49 x 55 = 43-29, 49 x 56 = 44-16, 49 x 57 = 45-3, 49 x 58 = 45-52, 49 x 59 = 46-39, 49 x 60 = 47-26, 49 x 61 = 48-13, 
50 x 1 = 0-50, 50 x 2 = 1-38, 50 x 3 = 2-26, 50 x 4 = 3-14, 50 x 5 = 4-2, 50 x 6 = 4-52, 50 x 7 = 5-40, 50 x 8 = 6-28, 50 x 9 = 7-16, 50 x 10 = 8-4, 50 x 11 = 8-54, 50 x 12 = 9-42, 50 x 13 = 10-30, 50 x 14 = 11-18, 50 x 15 = 12-6, 50 x 16 = 12-56, 50 x 17 = 13-44, 50 x 18 = 14-32, 50 x 19 = 15-20, 50 x 20 = 16-8, 50 x 21 = 16-58, 50 x 22 = 17-46, 50 x 23 = 18-34, 50 x 24 = 19-22, 50 x 25 = 20-10, 50 x 26 = 20-60, 50 x 27 = 21-48, 50 x 28 = 22-36, 50 x 29 = 23-24, 50 x 30 = 24-12, 50 x 31 = 25-0, 50 x 32 = 25-50, 50 x 33 = 26-38, 50 x 34 = 27-26, 50 x 35 = 28-14, 50 x 36 = 29-2, 50 x 37 = 29-52, 50 x 38 = 30-40, 50 x 39 = 31-28, 50 x 40 = 32-16, 50 x 41 = 33-4, 50 x 42 = 33-54, 50 x 43 = 34-42, 50 x 44 = 35-30, 50 x 45 = 36-18, 50 x 46 = 37-6, 50 x 47 = 37-56, 50 x 48 = 38-44, 50 x 49 = 39-32, 50 x 50 = 40-20, 50 x 51 = 41-8, 50 x 52 = 41-58, 50 x 53 = 42-46, 50 x 54 = 43-34, 50 x 55 = 44-22, 50 x 56 = 45-10, 50 x 57 = 45-60, 50 x 58 = 46-48, 50 x 59 = 47-36, 50 x 60 = 48-24, 50 x 61 = 49-12, 
51 x 1 = 0-51, 51 x 2 = 1-40, 51 x 3 = 2-29, 51 x 4 = 3-18, 51 x 5 = 4-7, 51 x 6 = 4-58, 51 x 7 = 5-47, 51 x 8 = 6-36, 51 x 9 = 7-25, 51 x 10 = 8-14, 51 x 11 = 9-3, 51 x 12 = 9-54, 51 x 13 = 10-43, 51 x 14 = 11-32, 51 x 15 = 12-21, 51 x 16 = 13-10, 51 x 17 = 13-61, 51 x 18 = 14-50, 51 x 19 = 15-39, 51 x 20 = 16-28, 51 x 21 = 17-17, 51 x 22 = 18-6, 51 x 23 = 18-57, 51 x 24 = 19-46, 51 x 25 = 20-35, 51 x 26 = 21-24, 51 x 27 = 22-13, 51 x 28 = 23-2, 51 x 29 = 23-53, 51 x 30 = 24-42, 51 x 31 = 25-31, 51 x 32 = 26-20, 51 x 33 = 27-9, 51 x 34 = 27-60, 51 x 35 = 28-49, 51 x 36 = 29-38, 51 x 37 = 30-27, 51 x 38 = 31-16, 51 x 39 = 32-5, 51 x 40 = 32-56, 51 x 41 = 33-45, 51 x 42 = 34-34, 51 x 43 = 35-23, 51 x 44 = 36-12, 51 x 45 = 37-1, 51 x 46 = 37-52, 51 x 47 = 38-41, 51 x 48 = 39-30, 51 x 49 = 40-19, 51 x 50 = 41-8, 51 x 51 = 41-59, 51 x 52 = 42-48, 51 x 53 = 43-37, 51 x 54 = 44-26, 51 x 55 = 45-15, 51 x 56 = 46-4, 51 x 57 = 46-55, 51 x 58 = 47-44, 51 x 59 = 48-33, 51 x 60 = 49-22, 51 x 61 = 50-11, 
52 x 1 = 0-52, 52 x 2 = 1-42, 52 x 3 = 2-32, 52 x 4 = 3-22, 52 x 5 = 4-12, 52 x 6 = 5-2, 52 x 7 = 5-54, 52 x 8 = 6-44, 52 x 9 = 7-34, 52 x 10 = 8-24, 52 x 11 = 9-14, 52 x 12 = 10-4, 52 x 13 = 10-56, 52 x 14 = 11-46, 52 x 15 = 12-36, 52 x 16 = 13-26, 52 x 17 = 14-16, 52 x 18 = 15-6, 52 x 19 = 15-58, 52 x 20 = 16-48, 52 x 21 = 17-38, 52 x 22 = 18-28, 52 x 23 = 19-18, 52 x 24 = 20-8, 52 x 25 = 20-60, 52 x 26 = 21-50, 52 x 27 = 22-40, 52 x 28 = 23-30, 52 x 29 = 24-20, 52 x 30 = 25-10, 52 x 31 = 26-0, 52 x 32 = 26-52, 52 x 33 = 27-42, 52 x 34 = 28-32, 52 x 35 = 29-22, 52 x 36 = 30-12, 52 x 37 = 31-2, 52 x 38 = 31-54, 52 x 39 = 32-44, 52 x 40 = 33-34, 52 x 41 = 34-24, 52 x 42 = 35-14, 52 x 43 = 36-4, 52 x 44 = 36-56, 52 x 45 = 37-46, 52 x 46 = 38-36, 52 x 47 = 39-26, 52 x 48 = 40-16, 52 x 49 = 41-6, 52 x 50 = 41-58, 52 x 51 = 42-48, 52 x 52 = 43-38, 52 x 53 = 44-28, 52 x 54 = 45-18, 52 x 55 = 46-8, 52 x 56 = 46-60, 52 x 57 = 47-50, 52 x 58 = 48-40, 52 x 59 = 49-30, 52 x 60 = 50-20, 52 x 61 = 51-10, 
53 x 1 = 0-53, 53 x 2 = 1-44, 53 x 3 = 2-35, 53 x 4 = 3-26, 53 x 5 = 4-17, 53 x 6 = 5-8, 53 x 7 = 5-61, 53 x 8 = 6-52, 53 x 9 = 7-43, 53 x 10 = 8-34, 53 x 11 = 9-25, 53 x 12 = 10-16, 53 x 13 = 11-7, 53 x 14 = 11-60, 53 x 15 = 12-51, 53 x 16 = 13-42, 53 x 17 = 14-33, 53 x 18 = 15-24, 53 x 19 = 16-15, 53 x 20 = 17-6, 53 x 21 = 17-59, 53 x 22 = 18-50, 53 x 23 = 19-41, 53 x 24 = 20-32, 53 x 25 = 21-23, 53 x 26 = 22-14, 53 x 27 = 23-5, 53 x 28 = 23-58, 53 x 29 = 24-49, 53 x 30 = 25-40, 53 x 31 = 26-31, 53 x 32 = 27-22, 53 x 33 = 28-13, 53 x 34 = 29-4, 53 x 35 = 29-57, 53 x 36 = 30-48, 53 x 37 = 31-39, 53 x 38 = 32-30, 53 x 39 = 33-21, 53 x 40 = 34-12, 53 x 41 = 35-3, 53 x 42 = 35-56, 53 x 43 = 36-47, 53 x 44 = 37-38, 53 x 45 = 38-29, 53 x 46 = 39-20, 53 x 47 = 40-11, 53 x 48 = 41-2, 53 x 49 = 41-55, 53 x 50 = 42-46, 53 x 51 = 43-37, 53 x 52 = 44-28, 53 x 53 = 45-19, 53 x 54 = 46-10, 53 x 55 = 47-1, 53 x 56 = 47-54, 53 x 57 = 48-45, 53 x 58 = 49-36, 53 x 59 = 50-27, 53 x 60 = 51-18, 53 x 61 = 52-9, 
54 x 1 = 0-54, 54 x 2 = 1-46, 54 x 3 = 2-38, 54 x 4 = 3-30, 54 x 5 = 4-22, 54 x 6 = 5-14, 54 x 7 = 6-6, 54 x 8 = 6-60, 54 x 9 = 7-52, 54 x 10 = 8-44, 54 x 11 = 9-36, 54 x 12 = 10-28, 54 x 13 = 11-20, 54 x 14 = 12-12, 54 x 15 = 13-4, 54 x 16 = 13-58, 54 x 17 = 14-50, 54 x 18 = 15-42, 54 x 19 = 16-34, 54 x 20 = 17-26, 54 x 21 = 18-18, 54 x 22 = 19-10, 54 x 23 = 20-2, 54 x 24 = 20-56, 54 x 25 = 21-48, 54 x 26 = 22-40, 54 x 27 = 23-32, 54 x 28 = 24-24, 54 x 29 = 25-16, 54 x 30 = 26-8, 54 x 31 = 27-0, 54 x 32 = 27-54, 54 x 33 = 28-46, 54 x 34 = 29-38, 54 x 35 = 30-30, 54 x 36 = 31-22, 54 x 37 = 32-14, 54 x 38 = 33-6, 54 x 39 = 33-60, 54 x 40 = 34-52, 54 x 41 = 35-44, 54 x 42 = 36-36, 54 x 43 = 37-28, 54 x 44 = 38-20, 54 x 45 = 39-12, 54 x 46 = 40-4, 54 x 47 = 40-58, 54 x 48 = 41-50, 54 x 49 = 42-42, 54 x 50 = 43-34, 54 x 51 = 44-26, 54 x 52 = 45-18, 54 x 53 = 46-10, 54 x 54 = 47-2, 54 x 55 = 47-56, 54 x 56 = 48-48, 54 x 57 = 49-40, 54 x 58 = 50-32, 54 x 59 = 51-24, 54 x 60 = 52-16, 54 x 61 = 53-8, 
55 x 1 = 0-55, 55 x 2 = 1-48, 55 x 3 = 2-41, 55 x 4 = 3-34, 55 x 5 = 4-27, 55 x 6 = 5-20, 55 x 7 = 6-13, 55 x 8 = 7-6, 55 x 9 = 7-61, 55 x 10 = 8-54, 55 x 11 = 9-47, 55 x 12 = 10-40, 55 x 13 = 11-33, 55 x 14 = 12-26, 55 x 15 = 13-19, 55 x 16 = 14-12, 55 x 17 = 15-5, 55 x 18 = 15-60, 55 x 19 = 16-53, 55 x 20 = 17-46, 55 x 21 = 18-39, 55 x 22 = 19-32, 55 x 23 = 20-25, 55 x 24 = 21-18, 55 x 25 = 22-11, 55 x 26 = 23-4, 55 x 27 = 23-59, 55 x 28 = 24-52, 55 x 29 = 25-45, 55 x 30 = 26-38, 55 x 31 = 27-31, 55 x 32 = 28-24, 55 x 33 = 29-17, 55 x 34 = 30-10, 55 x 35 = 31-3, 55 x 36 = 31-58, 55 x 37 = 32-51, 55 x 38 = 33-44, 55 x 39 = 34-37, 55 x 40 = 35-30, 55 x 41 = 36-23, 55 x 42 = 37-16, 55 x 43 = 38-9, 55 x 44 = 39-2, 55 x 45 = 39-57, 55 x 46 = 40-50, 55 x 47 = 41-43, 55 x 48 = 42-36, 55 x 49 = 43-29, 55 x 50 = 44-22, 55 x 51 = 45-15, 55 x 52 = 46-8, 55 x 53 = 47-1, 55 x 54 = 47-56, 55 x 55 = 48-49, 55 x 56 = 49-42, 55 x 57 = 50-35, 55 x 58 = 51-28, 55 x 59 = 52-21, 55 x 60 = 53-14, 55 x 61 = 54-7, 
56 x 1 = 0-56, 56 x 2 = 1-50, 56 x 3 = 2-44, 56 x 4 = 3-38, 56 x 5 = 4-32, 56 x 6 = 5-26, 56 x 7 = 6-20, 56 x 8 = 7-14, 56 x 9 = 8-8, 56 x 10 = 9-2, 56 x 11 = 9-58, 56 x 12 = 10-52, 56 x 13 = 11-46, 56 x 14 = 12-40, 56 x 15 = 13-34, 56 x 16 = 14-28, 56 x 17 = 15-22, 56 x 18 = 16-16, 56 x 19 = 17-10, 56 x 20 = 18-4, 56 x 21 = 18-60, 56 x 22 = 19-54, 56 x 23 = 20-48, 56 x 24 = 21-42, 56 x 25 = 22-36, 56 x 26 = 23-30, 56 x 27 = 24-24, 56 x 28 = 25-18, 56 x 29 = 26-12, 56 x 30 = 27-6, 56 x 31 = 28-0, 56 x 32 = 28-56, 56 x 33 = 29-50, 56 x 34 = 30-44, 56 x 35 = 31-38, 56 x 36 = 32-32, 56 x 37 = 33-26, 56 x 38 = 34-20, 56 x 39 = 35-14, 56 x 40 = 36-8, 56 x 41 = 37-2, 56 x 42 = 37-58, 56 x 43 = 38-52, 56 x 44 = 39-46, 56 x 45 = 40-40, 56 x 46 = 41-34, 56 x 47 = 42-28, 56 x 48 = 43-22, 56 x 49 = 44-16, 56 x 50 = 45-10, 56 x 51 = 46-4, 56 x 52 = 46-60, 56 x 53 = 47-54, 56 x 54 = 48-48, 56 x 55 = 49-42, 56 x 56 = 50-36, 56 x 57 = 51-30, 56 x 58 = 52-24, 56 x 59 = 53-18, 56 x 60 = 54-12, 56 x 61 = 55-6, 
57 x 1 = 0-57, 57 x 2 = 1-52, 57 x 3 = 2-47, 57 x 4 = 3-42, 57 x 5 = 4-37, 57 x 6 = 5-32, 57 x 7 = 6-27, 57 x 8 = 7-22, 57 x 9 = 8-17, 57 x 10 = 9-12, 57 x 11 = 10-7, 57 x 12 = 11-2, 57 x 13 = 11-59, 57 x 14 = 12-54, 57 x 15 = 13-49, 57 x 16 = 14-44, 57 x 17 = 15-39, 57 x 18 = 16-34, 57 x 19 = 17-29, 57 x 20 = 18-24, 57 x 21 = 19-19, 57 x 22 = 20-14, 57 x 23 = 21-9, 57 x 24 = 22-4, 57 x 25 = 22-61, 57 x 26 = 23-56, 57 x 27 = 24-51, 57 x 28 = 25-46, 57 x 29 = 26-41, 57 x 30 = 27-36, 57 x 31 = 28-31, 57 x 32 = 29-26, 57 x 33 = 30-21, 57 x 34 = 31-16, 57 x 35 = 32-11, 57 x 36 = 33-6, 57 x 37 = 34-1, 57 x 38 = 34-58, 57 x 39 = 35-53, 57 x 40 = 36-48, 57 x 41 = 37-43, 57 x 42 = 38-38, 57 x 43 = 39-33, 57 x 44 = 40-28, 57 x 45 = 41-23, 57 x 46 = 42-18, 57 x 47 = 43-13, 57 x 48 = 44-8, 57 x 49 = 45-3, 57 x 50 = 45-60, 57 x 51 = 46-55, 57 x 52 = 47-50, 57 x 53 = 48-45, 57 x 54 = 49-40, 57 x 55 = 50-35, 57 x 56 = 51-30, 57 x 57 = 52-25, 57 x 58 = 53-20, 57 x 59 = 54-15, 57 x 60 = 55-10, 57 x 61 = 56-5, 
58 x 1 = 0-58, 58 x 2 = 1-54, 58 x 3 = 2-50, 58 x 4 = 3-46, 58 x 5 = 4-42, 58 x 6 = 5-38, 58 x 7 = 6-34, 58 x 8 = 7-30, 58 x 9 = 8-26, 58 x 10 = 9-22, 58 x 11 = 10-18, 58 x 12 = 11-14, 58 x 13 = 12-10, 58 x 14 = 13-6, 58 x 15 = 14-2, 58 x 16 = 14-60, 58 x 17 = 15-56, 58 x 18 = 16-52, 58 x 19 = 17-48, 58 x 20 = 18-44, 58 x 21 = 19-40, 58 x 22 = 20-36, 58 x 23 = 21-32, 58 x 24 = 22-28, 58 x 25 = 23-24, 58 x 26 = 24-20, 58 x 27 = 25-16, 58 x 28 = 26-12, 58 x 29 = 27-8, 58 x 30 = 28-4, 58 x 31 = 29-0, 58 x 32 = 29-58, 58 x 33 = 30-54, 58 x 34 = 31-50, 58 x 35 = 32-46, 58 x 36 = 33-42, 58 x 37 = 34-38, 58 x 38 = 35-34, 58 x 39 = 36-30, 58 x 40 = 37-26, 58 x 41 = 38-22, 58 x 42 = 39-18, 58 x 43 = 40-14, 58 x 44 = 41-10, 58 x 45 = 42-6, 58 x 46 = 43-2, 58 x 47 = 43-60, 58 x 48 = 44-56, 58 x 49 = 45-52, 58 x 50 = 46-48, 58 x 51 = 47-44, 58 x 52 = 48-40, 58 x 53 = 49-36, 58 x 54 = 50-32, 58 x 55 = 51-28, 58 x 56 = 52-24, 58 x 57 = 53-20, 58 x 58 = 54-16, 58 x 59 = 55-12, 58 x 60 = 56-8, 58 x 61 = 57-4, 
59 x 1 = 0-59, 59 x 2 = 1-56, 59 x 3 = 2-53, 59 x 4 = 3-50, 59 x 5 = 4-47, 59 x 6 = 5-44, 59 x 7 = 6-41, 59 x 8 = 7-38, 59 x 9 = 8-35, 59 x 10 = 9-32, 59 x 11 = 10-29, 59 x 12 = 11-26, 59 x 13 = 12-23, 59 x 14 = 13-20, 59 x 15 = 14-17, 59 x 16 = 15-14, 59 x 17 = 16-11, 59 x 18 = 17-8, 59 x 19 = 18-5, 59 x 20 = 19-2, 59 x 21 = 19-61, 59 x 22 = 20-58, 59 x 23 = 21-55, 59 x 24 = 22-52, 59 x 25 = 23-49, 59 x 26 = 24-46, 59 x 27 = 25-43, 59 x 28 = 26-40, 59 x 29 = 27-37, 59 x 30 = 28-34, 59 x 31 = 29-31, 59 x 32 = 30-28, 59 x 33 = 31-25, 59 x 34 = 32-22, 59 x 35 = 33-19, 59 x 36 = 34-16, 59 x 37 = 35-13, 59 x 38 = 36-10, 59 x 39 = 37-7, 59 x 40 = 38-4, 59 x 41 = 39-1, 59 x 42 = 39-60, 59 x 43 = 40-57, 59 x 44 = 41-54, 59 x 45 = 42-51, 59 x 46 = 43-48, 59 x 47 = 44-45, 59 x 48 = 45-42, 59 x 49 = 46-39, 59 x 50 = 47-36, 59 x 51 = 48-33, 59 x 52 = 49-30, 59 x 53 = 50-27, 59 x 54 = 51-24, 59 x 55 = 52-21, 59 x 56 = 53-18, 59 x 57 = 54-15, 59 x 58 = 55-12, 59 x 59 = 56-9, 59 x 60 = 57-6, 59 x 61 = 58-3, 
60 x 1 = 0-60, 60 x 2 = 1-58, 60 x 3 = 2-56, 60 x 4 = 3-54, 60 x 5 = 4-52, 60 x 6 = 5-50, 60 x 7 = 6-48, 60 x 8 = 7-46, 60 x 9 = 8-44, 60 x 10 = 9-42, 60 x 11 = 10-40, 60 x 12 = 11-38, 60 x 13 = 12-36, 60 x 14 = 13-34, 60 x 15 = 14-32, 60 x 16 = 15-30, 60 x 17 = 16-28, 60 x 18 = 17-26, 60 x 19 = 18-24, 60 x 20 = 19-22, 60 x 21 = 20-20, 60 x 22 = 21-18, 60 x 23 = 22-16, 60 x 24 = 23-14, 60 x 25 = 24-12, 60 x 26 = 25-10, 60 x 27 = 26-8, 60 x 28 = 27-6, 60 x 29 = 28-4, 60 x 30 = 29-2, 60 x 31 = 30-0, 60 x 32 = 30-60, 60 x 33 = 31-58, 60 x 34 = 32-56, 60 x 35 = 33-54, 60 x 36 = 34-52, 60 x 37 = 35-50, 60 x 38 = 36-48, 60 x 39 = 37-46, 60 x 40 = 38-44, 60 x 41 = 39-42, 60 x 42 = 40-40, 60 x 43 = 41-38, 60 x 44 = 42-36, 60 x 45 = 43-34, 60 x 46 = 44-32, 60 x 47 = 45-30, 60 x 48 = 46-28, 60 x 49 = 47-26, 60 x 50 = 48-24, 60 x 51 = 49-22, 60 x 52 = 50-20, 60 x 53 = 51-18, 60 x 54 = 52-16, 60 x 55 = 53-14, 60 x 56 = 54-12, 60 x 57 = 55-10, 60 x 58 = 56-8, 60 x 59 = 57-6, 60 x 60 = 58-4, 60 x 61 = 59-2, 
61 x 1 = 0-61, 61 x 2 = 1-60, 61 x 3 = 2-59, 61 x 4 = 3-58, 61 x 5 = 4-57, 61 x 6 = 5-56, 61 x 7 = 6-55, 61 x 8 = 7-54, 61 x 9 = 8-53, 61 x 10 = 9-52, 61 x 11 = 10-51, 61 x 12 = 11-50, 61 x 13 = 12-49, 61 x 14 = 13-48, 61 x 15 = 14-47, 61 x 16 = 15-46, 61 x 17 = 16-45, 61 x 18 = 17-44, 61 x 19 = 18-43, 61 x 20 = 19-42, 61 x 21 = 20-41, 61 x 22 = 21-40, 61 x 23 = 22-39, 61 x 24 = 23-38, 61 x 25 = 24-37, 61 x 26 = 25-36, 61 x 27 = 26-35, 61 x 28 = 27-34, 61 x 29 = 28-33, 61 x 30 = 29-32, 61 x 31 = 30-31, 61 x 32 = 31-30, 61 x 33 = 32-29, 61 x 34 = 33-28, 61 x 35 = 34-27, 61 x 36 = 35-26, 61 x 37 = 36-25, 61 x 38 = 37-24, 61 x 39 = 38-23, 61 x 40 = 39-22, 61 x 41 = 40-21, 61 x 42 = 41-20, 61 x 43 = 42-19, 61 x 44 = 43-18, 61 x 45 = 44-17, 61 x 46 = 45-16, 61 x 47 = 46-15, 61 x 48 = 47-14, 61 x 49 = 48-13, 61 x 50 = 49-12, 61 x 51 = 50-11, 61 x 52 = 51-10, 61 x 53 = 52-9, 61 x 54 = 53-8, 61 x 55 = 54-7, 61 x 56 = 55-6, 61 x 57 = 56-5, 61 x 58 = 57-4, 61 x 59 = 58-3, 61 x 60 = 59-2, 61 x 61 = 60-1, 
