0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-12, 0-29 x 0-3 = 1-41, 0-29 x 0-4 = 2-24, 0-29 x 0-5 = 3-7, 0-29 x 0-6 = 3-36, 0-29 x 0-7 = 4-19, 0-29 x 0-8 = 5-2, 0-29 x 0-9 = 5-31, 0-29 x 0-10 = 6-14, 0-29 x 0-11 = 6-43, 0-29 x 0-12 = 7-26, 0-29 x 0-13 = 8-9, 0-29 x 0-14 = 8-38, 0-29 x 0-15 = 9-21, 0-29 x 0-16 = 10-4, 0-29 x 0-17 = 10-33, 0-29 x 0-18 = 11-16, 0-29 x 0-19 = 11-45, 0-29 x 0-20 = 12-28, 0-29 x 0-21 = 13-11, 0-29 x 0-22 = 13-40, 0-29 x 0-23 = 14-23, 0-29 x 0-24 = 15-6, 0-29 x 0-25 = 15-35, 0-29 x 0-26 = 16-18, 0-29 x 0-27 = 17-1, 0-29 x 0-28 = 17-30, 0-29 x 0-29 = 18-13, 0-29 x 0-30 = 18-42, 0-29 x 0-31 = 19-25, 0-29 x 0-32 = 20-8, 0-29 x 0-33 = 20-37, 0-29 x 0-34 = 21-20, 0-29 x 0-35 = 22-3, 0-29 x 0-36 = 22-32, 0-29 x 0-37 = 23-15, 0-29 x 0-38 = 23-44, 0-29 x 0-39 = 24-27, 0-29 x 0-40 = 25-10, 0-29 x 0-41 = 25-39, 0-29 x 0-42 = 26-22, 0-29 x 0-43 = 27-5, 0-29 x 0-44 = 27-34, 0-29 x 0-45 = 28-17, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-14, 0-30 x 0-3 = 1-44, 0-30 x 0-4 = 2-28, 0-30 x 0-5 = 3-12, 0-30 x 0-6 = 3-42, 0-30 x 0-7 = 4-26, 0-30 x 0-8 = 5-10, 0-30 x 0-9 = 5-40, 0-30 x 0-10 = 6-24, 0-30 x 0-11 = 7-8, 0-30 x 0-12 = 7-38, 0-30 x 0-13 = 8-22, 0-30 x 0-14 = 9-6, 0-30 x 0-15 = 9-36, 0-30 x 0-16 = 10-20, 0-30 x 0-17 = 11-4, 0-30 x 0-18 = 11-34, 0-30 x 0-19 = 12-18, 0-30 x 0-20 = 13-2, 0-30 x 0-21 = 13-32, 0-30 x 0-22 = 14-16, 0-30 x 0-23 = 15-0, 0-30 x 0-24 = 15-30, 0-30 x 0-25 = 16-14, 0-30 x 0-26 = 16-44, 0-30 x 0-27 = 17-28, 0-30 x 0-28 = 18-12, 0-30 x 0-29 = 18-42, 0-30 x 0-30 = 19-26, 0-30 x 0-31 = 20-10, 0-30 x 0-32 = 20-40, 0-30 x 0-33 = 21-24, 0-30 x 0-34 = 22-8, 0-30 x 0-35 = 22-38, 0-30 x 0-36 = 23-22, 0-30 x 0-37 = 24-6, 0-30 x 0-38 = 24-36, 0-30 x 0-39 = 25-20, 0-30 x 0-40 = 26-4, 0-30 x 0-41 = 26-34, 0-30 x 0-42 = 27-18, 0-30 x 0-43 = 28-2, 0-30 x 0-44 = 28-32, 0-30 x 0-45 = 29-16, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-16, 0-31 x 0-3 = 2-1, 0-31 x 0-4 = 2-32, 0-31 x 0-5 = 3-17, 0-31 x 0-6 = 4-2, 0-31 x 0-7 = 4-33, 0-31 x 0-8 = 5-18, 0-31 x 0-9 = 6-3, 0-31 x 0-10 = 6-34, 0-31 x 0-11 = 7-19, 0-31 x 0-12 = 8-4, 0-31 x 0-13 = 8-35, 0-31 x 0-14 = 9-20, 0-31 x 0-15 = 10-5, 0-31 x 0-16 = 10-36, 0-31 x 0-17 = 11-21, 0-31 x 0-18 = 12-6, 0-31 x 0-19 = 12-37, 0-31 x 0-20 = 13-22, 0-31 x 0-21 = 14-7, 0-31 x 0-22 = 14-38, 0-31 x 0-23 = 15-23, 0-31 x 0-24 = 16-8, 0-31 x 0-25 = 16-39, 0-31 x 0-26 = 17-24, 0-31 x 0-27 = 18-9, 0-31 x 0-28 = 18-40, 0-31 x 0-29 = 19-25, 0-31 x 0-30 = 20-10, 0-31 x 0-31 = 20-41, 0-31 x 0-32 = 21-26, 0-31 x 0-33 = 22-11, 0-31 x 0-34 = 22-42, 0-31 x 0-35 = 23-27, 0-31 x 0-36 = 24-12, 0-31 x 0-37 = 24-43, 0-31 x 0-38 = 25-28, 0-31 x 0-39 = 26-13, 0-31 x 0-40 = 26-44, 0-31 x 0-41 = 27-29, 0-31 x 0-42 = 28-14, 0-31 x 0-43 = 28-45, 0-31 x 0-44 = 29-30, 0-31 x 0-45 = 30-15, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-18, 0-32 x 0-3 = 2-4, 0-32 x 0-4 = 2-36, 0-32 x 0-5 = 3-22, 0-32 x 0-6 = 4-8, 0-32 x 0-7 = 4-40, 0-32 x 0-8 = 5-26, 0-32 x 0-9 = 6-12, 0-32 x 0-10 = 6-44, 0-32 x 0-11 = 7-30, 0-32 x 0-12 = 8-16, 0-32 x 0-13 = 9-2, 0-32 x 0-14 = 9-34, 0-32 x 0-15 = 10-20, 0-32 x 0-16 = 11-6, 0-32 x 0-17 = 11-38, 0-32 x 0-18 = 12-24, 0-32 x 0-19 = 13-10, 0-32 x 0-20 = 13-42, 0-32 x 0-21 = 14-28, 0-32 x 0-22 = 15-14, 0-32 x 0-23 = 16-0, 0-32 x 0-24 = 16-32, 0-32 x 0-25 = 17-18, 0-32 x 0-26 = 18-4, 0-32 x 0-27 = 18-36, 0-32 x 0-28 = 19-22, 0-32 x 0-29 = 20-8, 0-32 x 0-30 = 20-40, 0-32 x 0-31 = 21-26, 0-32 x 0-32 = 22-12, 0-32 x 0-33 = 22-44, 0-32 x 0-34 = 23-30, 0-32 x 0-35 = 24-16, 0-32 x 0-36 = 25-2, 0-32 x 0-37 = 25-34, 0-32 x 0-38 = 26-20, 0-32 x 0-39 = 27-6, 0-32 x 0-40 = 27-38, 0-32 x 0-41 = 28-24, 0-32 x 0-42 = 29-10, 0-32 x 0-43 = 29-42, 0-32 x 0-44 = 30-28, 0-32 x 0-45 = 31-14, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-20, 0-33 x 0-3 = 2-7, 0-33 x 0-4 = 2-40, 0-33 x 0-5 = 3-27, 0-33 x 0-6 = 4-14, 0-33 x 0-7 = 5-1, 0-33 x 0-8 = 5-34, 0-33 x 0-9 = 6-21, 0-33 x 0-10 = 7-8, 0-33 x 0-11 = 7-41, 0-33 x 0-12 = 8-28, 0-33 x 0-13 = 9-15, 0-33 x 0-14 = 10-2, 0-33 x 0-15 = 10-35, 0-33 x 0-16 = 11-22, 0-33 x 0-17 = 12-9, 0-33 x 0-18 = 12-42, 0-33 x 0-19 = 13-29, 0-33 x 0-20 = 14-16, 0-33 x 0-21 = 15-3, 0-33 x 0-22 = 15-36, 0-33 x 0-23 = 16-23, 0-33 x 0-24 = 17-10, 0-33 x 0-25 = 17-43, 0-33 x 0-26 = 18-30, 0-33 x 0-27 = 19-17, 0-33 x 0-28 = 20-4, 0-33 x 0-29 = 20-37, 0-33 x 0-30 = 21-24, 0-33 x 0-31 = 22-11, 0-33 x 0-32 = 22-44, 0-33 x 0-33 = 23-31, 0-33 x 0-34 = 24-18, 0-33 x 0-35 = 25-5, 0-33 x 0-36 = 25-38, 0-33 x 0-37 = 26-25, 0-33 x 0-38 = 27-12, 0-33 x 0-39 = 27-45, 0-33 x 0-40 = 28-32, 0-33 x 0-41 = 29-19, 0-33 x 0-42 = 30-6, 0-33 x 0-43 = 30-39, 0-33 x 0-44 = 31-26, 0-33 x 0-45 = 32-13, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-22, 0-34 x 0-3 = 2-10, 0-34 x 0-4 = 2-44, 0-34 x 0-5 = 3-32, 0-34 x 0-6 = 4-20, 0-34 x 0-7 = 5-8, 0-34 x 0-8 = 5-42, 0-34 x 0-9 = 6-30, 0-34 x 0-10 = 7-18, 0-34 x 0-11 = 8-6, 0-34 x 0-12 = 8-40, 0-34 x 0-13 = 9-28, 0-34 x 0-14 = 10-16, 0-34 x 0-15 = 11-4, 0-34 x 0-16 = 11-38, 0-34 x 0-17 = 12-26, 0-34 x 0-18 = 13-14, 0-34 x 0-19 = 14-2, 0-34 x 0-20 = 14-36, 0-34 x 0-21 = 15-24, 0-34 x 0-22 = 16-12, 0-34 x 0-23 = 17-0, 0-34 x 0-24 = 17-34, 0-34 x 0-25 = 18-22, 0-34 x 0-26 = 19-10, 0-34 x 0-27 = 19-44, 0-34 x 0-28 = 20-32, 0-34 x 0-29 = 21-20, 0-34 x 0-30 = 22-8, 0-34 x 0-31 = 22-42, 0-34 x 0-32 = 23-30, 0-34 x 0-33 = 24-18, 0-34 x 0-34 = 25-6, 0-34 x 0-35 = 25-40, 0-34 x 0-36 = 26-28, 0-34 x 0-37 = 27-16, 0-34 x 0-38 = 28-4, 0-34 x 0-39 = 28-38, 0-34 x 0-40 = 29-26, 0-34 x 0-41 = 30-14, 0-34 x 0-42 = 31-2, 0-34 x 0-43 = 31-36, 0-34 x 0-44 = 32-24, 0-34 x 0-45 = 33-12, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-24, 0-35 x 0-3 = 2-13, 0-35 x 0-4 = 3-2, 0-35 x 0-5 = 3-37, 0-35 x 0-6 = 4-26, 0-35 x 0-7 = 5-15, 0-35 x 0-8 = 6-4, 0-35 x 0-9 = 6-39, 0-35 x 0-10 = 7-28, 0-35 x 0-11 = 8-17, 0-35 x 0-12 = 9-6, 0-35 x 0-13 = 9-41, 0-35 x 0-14 = 10-30, 0-35 x 0-15 = 11-19, 0-35 x 0-16 = 12-8, 0-35 x 0-17 = 12-43, 0-35 x 0-18 = 13-32, 0-35 x 0-19 = 14-21, 0-35 x 0-20 = 15-10, 0-35 x 0-21 = 15-45, 0-35 x 0-22 = 16-34, 0-35 x 0-23 = 17-23, 0-35 x 0-24 = 18-12, 0-35 x 0-25 = 19-1, 0-35 x 0-26 = 19-36, 0-35 x 0-27 = 20-25, 0-35 x 0-28 = 21-14, 0-35 x 0-29 = 22-3, 0-35 x 0-30 = 22-38, 0-35 x 0-31 = 23-27, 0-35 x 0-32 = 24-16, 0-35 x 0-33 = 25-5, 0-35 x 0-34 = 25-40, 0-35 x 0-35 = 26-29, 0-35 x 0-36 = 27-18, 0-35 x 0-37 = 28-7, 0-35 x 0-38 = 28-42, 0-35 x 0-39 = 29-31, 0-35 x 0-40 = 30-20, 0-35 x 0-41 = 31-9, 0-35 x 0-42 = 31-44, 0-35 x 0-43 = 32-33, 0-35 x 0-44 = 33-22, 0-35 x 0-45 = 34-11, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-26, 0-36 x 0-3 = 2-16, 0-36 x 0-4 = 3-6, 0-36 x 0-5 = 3-42, 0-36 x 0-6 = 4-32, 0-36 x 0-7 = 5-22, 0-36 x 0-8 = 6-12, 0-36 x 0-9 = 7-2, 0-36 x 0-10 = 7-38, 0-36 x 0-11 = 8-28, 0-36 x 0-12 = 9-18, 0-36 x 0-13 = 10-8, 0-36 x 0-14 = 10-44, 0-36 x 0-15 = 11-34, 0-36 x 0-16 = 12-24, 0-36 x 0-17 = 13-14, 0-36 x 0-18 = 14-4, 0-36 x 0-19 = 14-40, 0-36 x 0-20 = 15-30, 0-36 x 0-21 = 16-20, 0-36 x 0-22 = 17-10, 0-36 x 0-23 = 18-0, 0-36 x 0-24 = 18-36, 0-36 x 0-25 = 19-26, 0-36 x 0-26 = 20-16, 0-36 x 0-27 = 21-6, 0-36 x 0-28 = 21-42, 0-36 x 0-29 = 22-32, 0-36 x 0-30 = 23-22, 0-36 x 0-31 = 24-12, 0-36 x 0-32 = 25-2, 0-36 x 0-33 = 25-38, 0-36 x 0-34 = 26-28, 0-36 x 0-35 = 27-18, 0-36 x 0-36 = 28-8, 0-36 x 0-37 = 28-44, 0-36 x 0-38 = 29-34, 0-36 x 0-39 = 30-24, 0-36 x 0-40 = 31-14, 0-36 x 0-41 = 32-4, 0-36 x 0-42 = 32-40, 0-36 x 0-43 = 33-30, 0-36 x 0-44 = 34-20, 0-36 x 0-45 = 35-10, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-28, 0-37 x 0-3 = 2-19, 0-37 x 0-4 = 3-10, 0-37 x 0-5 = 4-1, 0-37 x 0-6 = 4-38, 0-37 x 0-7 = 5-29, 0-37 x 0-8 = 6-20, 0-37 x 0-9 = 7-11, 0-37 x 0-10 = 8-2, 0-37 x 0-11 = 8-39, 0-37 x 0-12 = 9-30, 0-37 x 0-13 = 10-21, 0-37 x 0-14 = 11-12, 0-37 x 0-15 = 12-3, 0-37 x 0-16 = 12-40, 0-37 x 0-17 = 13-31, 0-37 x 0-18 = 14-22, 0-37 x 0-19 = 15-13, 0-37 x 0-20 = 16-4, 0-37 x 0-21 = 16-41, 0-37 x 0-22 = 17-32, 0-37 x 0-23 = 18-23, 0-37 x 0-24 = 19-14, 0-37 x 0-25 = 20-5, 0-37 x 0-26 = 20-42, 0-37 x 0-27 = 21-33, 0-37 x 0-28 = 22-24, 0-37 x 0-29 = 23-15, 0-37 x 0-30 = 24-6, 0-37 x 0-31 = 24-43, 0-37 x 0-32 = 25-34, 0-37 x 0-33 = 26-25, 0-37 x 0-34 = 27-16, 0-37 x 0-35 = 28-7, 0-37 x 0-36 = 28-44, 0-37 x 0-37 = 29-35, 0-37 x 0-38 = 30-26, 0-37 x 0-39 = 31-17, 0-37 x 0-40 = 32-8, 0-37 x 0-41 = 32-45, 0-37 x 0-42 = 33-36, 0-37 x 0-43 = 34-27, 0-37 x 0-44 = 35-18, 0-37 x 0-45 = 36-9, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-30, 0-38 x 0-3 = 2-22, 0-38 x 0-4 = 3-14, 0-38 x 0-5 = 4-6, 0-38 x 0-6 = 4-44, 0-38 x 0-7 = 5-36, 0-38 x 0-8 = 6-28, 0-38 x 0-9 = 7-20, 0-38 x 0-10 = 8-12, 0-38 x 0-11 = 9-4, 0-38 x 0-12 = 9-42, 0-38 x 0-13 = 10-34, 0-38 x 0-14 = 11-26, 0-38 x 0-15 = 12-18, 0-38 x 0-16 = 13-10, 0-38 x 0-17 = 14-2, 0-38 x 0-18 = 14-40, 0-38 x 0-19 = 15-32, 0-38 x 0-20 = 16-24, 0-38 x 0-21 = 17-16, 0-38 x 0-22 = 18-8, 0-38 x 0-23 = 19-0, 0-38 x 0-24 = 19-38, 0-38 x 0-25 = 20-30, 0-38 x 0-26 = 21-22, 0-38 x 0-27 = 22-14, 0-38 x 0-28 = 23-6, 0-38 x 0-29 = 23-44, 0-38 x 0-30 = 24-36, 0-38 x 0-31 = 25-28, 0-38 x 0-32 = 26-20, 0-38 x 0-33 = 27-12, 0-38 x 0-34 = 28-4, 0-38 x 0-35 = 28-42, 0-38 x 0-36 = 29-34, 0-38 x 0-37 = 30-26, 0-38 x 0-38 = 31-18, 0-38 x 0-39 = 32-10, 0-38 x 0-40 = 33-2, 0-38 x 0-41 = 33-40, 0-38 x 0-42 = 34-32, 0-38 x 0-43 = 35-24, 0-38 x 0-44 = 36-16, 0-38 x 0-45 = 37-8, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-32, 0-39 x 0-3 = 2-25, 0-39 x 0-4 = 3-18, 0-39 x 0-5 = 4-11, 0-39 x 0-6 = 5-4, 0-39 x 0-7 = 5-43, 0-39 x 0-8 = 6-36, 0-39 x 0-9 = 7-29, 0-39 x 0-10 = 8-22, 0-39 x 0-11 = 9-15, 0-39 x 0-12 = 10-8, 0-39 x 0-13 = 11-1, 0-39 x 0-14 = 11-40, 0-39 x 0-15 = 12-33, 0-39 x 0-16 = 13-26, 0-39 x 0-17 = 14-19, 0-39 x 0-18 = 15-12, 0-39 x 0-19 = 16-5, 0-39 x 0-20 = 16-44, 0-39 x 0-21 = 17-37, 0-39 x 0-22 = 18-30, 0-39 x 0-23 = 19-23, 0-39 x 0-24 = 20-16, 0-39 x 0-25 = 21-9, 0-39 x 0-26 = 22-2, 0-39 x 0-27 = 22-41, 0-39 x 0-28 = 23-34, 0-39 x 0-29 = 24-27, 0-39 x 0-30 = 25-20, 0-39 x 0-31 = 26-13, 0-39 x 0-32 = 27-6, 0-39 x 0-33 = 27-45, 0-39 x 0-34 = 28-38, 0-39 x 0-35 = 29-31, 0-39 x 0-36 = 30-24, 0-39 x 0-37 = 31-17, 0-39 x 0-38 = 32-10, 0-39 x 0-39 = 33-3, 0-39 x 0-40 = 33-42, 0-39 x 0-41 = 34-35, 0-39 x 0-42 = 35-28, 0-39 x 0-43 = 36-21, 0-39 x 0-44 = 37-14, 0-39 x 0-45 = 38-7, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-34, 0-40 x 0-3 = 2-28, 0-40 x 0-4 = 3-22, 0-40 x 0-5 = 4-16, 0-40 x 0-6 = 5-10, 0-40 x 0-7 = 6-4, 0-40 x 0-8 = 6-44, 0-40 x 0-9 = 7-38, 0-40 x 0-10 = 8-32, 0-40 x 0-11 = 9-26, 0-40 x 0-12 = 10-20, 0-40 x 0-13 = 11-14, 0-40 x 0-14 = 12-8, 0-40 x 0-15 = 13-2, 0-40 x 0-16 = 13-42, 0-40 x 0-17 = 14-36, 0-40 x 0-18 = 15-30, 0-40 x 0-19 = 16-24, 0-40 x 0-20 = 17-18, 0-40 x 0-21 = 18-12, 0-40 x 0-22 = 19-6, 0-40 x 0-23 = 20-0, 0-40 x 0-24 = 20-40, 0-40 x 0-25 = 21-34, 0-40 x 0-26 = 22-28, 0-40 x 0-27 = 23-22, 0-40 x 0-28 = 24-16, 0-40 x 0-29 = 25-10, 0-40 x 0-30 = 26-4, 0-40 x 0-31 = 26-44, 0-40 x 0-32 = 27-38, 0-40 x 0-33 = 28-32, 0-40 x 0-34 = 29-26, 0-40 x 0-35 = 30-20, 0-40 x 0-36 = 31-14, 0-40 x 0-37 = 32-8, 0-40 x 0-38 = 33-2, 0-40 x 0-39 = 33-42, 0-40 x 0-40 = 34-36, 0-40 x 0-41 = 35-30, 0-40 x 0-42 = 36-24, 0-40 x 0-43 = 37-18, 0-40 x 0-44 = 38-12, 0-40 x 0-45 = 39-6, 
0-41 x 0-1 = 0-41, 0-41 x 0-2 = 1-36, 0-41 x 0-3 = 2-31, 0-41 x 0-4 = 3-26, 0-41 x 0-5 = 4-21, 0-41 x 0-6 = 5-16, 0-41 x 0-7 = 6-11, 0-41 x 0-8 = 7-6, 0-41 x 0-9 = 8-1, 0-41 x 0-10 = 8-42, 0-41 x 0-11 = 9-37, 0-41 x 0-12 = 10-32, 0-41 x 0-13 = 11-27, 0-41 x 0-14 = 12-22, 0-41 x 0-15 = 13-17, 0-41 x 0-16 = 14-12, 0-41 x 0-17 = 15-7, 0-41 x 0-18 = 16-2, 0-41 x 0-19 = 16-43, 0-41 x 0-20 = 17-38, 0-41 x 0-21 = 18-33, 0-41 x 0-22 = 19-28, 0-41 x 0-23 = 20-23, 0-41 x 0-24 = 21-18, 0-41 x 0-25 = 22-13, 0-41 x 0-26 = 23-8, 0-41 x 0-27 = 24-3, 0-41 x 0-28 = 24-44, 0-41 x 0-29 = 25-39, 0-41 x 0-30 = 26-34, 0-41 x 0-31 = 27-29, 0-41 x 0-32 = 28-24, 0-41 x 0-33 = 29-19, 0-41 x 0-34 = 30-14, 0-41 x 0-35 = 31-9, 0-41 x 0-36 = 32-4, 0-41 x 0-37 = 32-45, 0-41 x 0-38 = 33-40, 0-41 x 0-39 = 34-35, 0-41 x 0-40 = 35-30, 0-41 x 0-41 = 36-25, 0-41 x 0-42 = 37-20, 0-41 x 0-43 = 38-15, 0-41 x 0-44 = 39-10, 0-41 x 0-45 = 40-5, 
0-42 x 0-1 = 0-42, 0-42 x 0-2 = 1-38, 0-42 x 0-3 = 2-34, 0-42 x 0-4 = 3-30, 0-42 x 0-5 = 4-26, 0-42 x 0-6 = 5-22, 0-42 x 0-7 = 6-18, 0-42 x 0-8 = 7-14, 0-42 x 0-9 = 8-10, 0-42 x 0-10 = 9-6, 0-42 x 0-11 = 10-2, 0-42 x 0-12 = 10-44, 0-42 x 0-13 = 11-40, 0-42 x 0-14 = 12-36, 0-42 x 0-15 = 13-32, 0-42 x 0-16 = 14-28, 0-42 x 0-17 = 15-24, 0-42 x 0-18 = 16-20, 0-42 x 0-19 = 17-16, 0-42 x 0-20 = 18-12, 0-42 x 0-21 = 19-8, 0-42 x 0-22 = 20-4, 0-42 x 0-23 = 21-0, 0-42 x 0-24 = 21-42, 0-42 x 0-25 = 22-38, 0-42 x 0-26 = 23-34, 0-42 x 0-27 = 24-30, 0-42 x 0-28 = 25-26, 0-42 x 0-29 = 26-22, 0-42 x 0-30 = 27-18, 0-42 x 0-31 = 28-14, 0-42 x 0-32 = 29-10, 0-42 x 0-33 = 30-6, 0-42 x 0-34 = 31-2, 0-42 x 0-35 = 31-44, 0-42 x 0-36 = 32-40, 0-42 x 0-37 = 33-36, 0-42 x 0-38 = 34-32, 0-42 x 0-39 = 35-28, 0-42 x 0-40 = 36-24, 0-42 x 0-41 = 37-20, 0-42 x 0-42 = 38-16, 0-42 x 0-43 = 39-12, 0-42 x 0-44 = 40-8, 0-42 x 0-45 = 41-4, 
0-43 x 0-1 = 0-43, 0-43 x 0-2 = 1-40, 0-43 x 0-3 = 2-37, 0-43 x 0-4 = 3-34, 0-43 x 0-5 = 4-31, 0-43 x 0-6 = 5-28, 0-43 x 0-7 = 6-25, 0-43 x 0-8 = 7-22, 0-43 x 0-9 = 8-19, 0-43 x 0-10 = 9-16, 0-43 x 0-11 = 10-13, 0-43 x 0-12 = 11-10, 0-43 x 0-13 = 12-7, 0-43 x 0-14 = 13-4, 0-43 x 0-15 = 14-1, 0-43 x 0-16 = 14-44, 0-43 x 0-17 = 15-41, 0-43 x 0-18 = 16-38, 0-43 x 0-19 = 17-35, 0-43 x 0-20 = 18-32, 0-43 x 0-21 = 19-29, 0-43 x 0-22 = 20-26, 0-43 x 0-23 = 21-23, 0-43 x 0-24 = 22-20, 0-43 x 0-25 = 23-17, 0-43 x 0-26 = 24-14, 0-43 x 0-27 = 25-11, 0-43 x 0-28 = 26-8, 0-43 x 0-29 = 27-5, 0-43 x 0-30 = 28-2, 0-43 x 0-31 = 28-45, 0-43 x 0-32 = 29-42, 0-43 x 0-33 = 30-39, 0-43 x 0-34 = 31-36, 0-43 x 0-35 = 32-33, 0-43 x 0-36 = 33-30, 0-43 x 0-37 = 34-27, 0-43 x 0-38 = 35-24, 0-43 x 0-39 = 36-21, 0-43 x 0-40 = 37-18, 0-43 x 0-41 = 38-15, 0-43 x 0-42 = 39-12, 0-43 x 0-43 = 40-9, 0-43 x 0-44 = 41-6, 0-43 x 0-45 = 42-3, 
0-44 x 0-1 = 0-44, 0-44 x 0-2 = 1-42, 0-44 x 0-3 = 2-40, 0-44 x 0-4 = 3-38, 0-44 x 0-5 = 4-36, 0-44 x 0-6 = 5-34, 0-44 x 0-7 = 6-32, 0-44 x 0-8 = 7-30, 0-44 x 0-9 = 8-28, 0-44 x 0-10 = 9-26, 0-44 x 0-11 = 10-24, 0-44 x 0-12 = 11-22, 0-44 x 0-13 = 12-20, 0-44 x 0-14 = 13-18, 0-44 x 0-15 = 14-16, 0-44 x 0-16 = 15-14, 0-44 x 0-17 = 16-12, 0-44 x 0-18 = 17-10, 0-44 x 0-19 = 18-8, 0-44 x 0-20 = 19-6, 0-44 x 0-21 = 20-4, 0-44 x 0-22 = 21-2, 0-44 x 0-23 = 22-0, 0-44 x 0-24 = 22-44, 0-44 x 0-25 = 23-42, 0-44 x 0-26 = 24-40, 0-44 x 0-27 = 25-38, 0-44 x 0-28 = 26-36, 0-44 x 0-29 = 27-34, 0-44 x 0-30 = 28-32, 0-44 x 0-31 = 29-30, 0-44 x 0-32 = 30-28, 0-44 x 0-33 = 31-26, 0-44 x 0-34 = 32-24, 0-44 x 0-35 = 33-22, 0-44 x 0-36 = 34-20, 0-44 x 0-37 = 35-18, 0-44 x 0-38 = 36-16, 0-44 x 0-39 = 37-14, 0-44 x 0-40 = 38-12, 0-44 x 0-41 = 39-10, 0-44 x 0-42 = 40-8, 0-44 x 0-43 = 41-6, 0-44 x 0-44 = 42-4, 0-44 x 0-45 = 43-2, 
0-45 x 0-1 = 0-45, 0-45 x 0-2 = 1-44, 0-45 x 0-3 = 2-43, 0-45 x 0-4 = 3-42, 0-45 x 0-5 = 4-41, 0-45 x 0-6 = 5-40, 0-45 x 0-7 = 6-39, 0-45 x 0-8 = 7-38, 0-45 x 0-9 = 8-37, 0-45 x 0-10 = 9-36, 0-45 x 0-11 = 10-35, 0-45 x 0-12 = 11-34, 0-45 x 0-13 = 12-33, 0-45 x 0-14 = 13-32, 0-45 x 0-15 = 14-31, 0-45 x 0-16 = 15-30, 0-45 x 0-17 = 16-29, 0-45 x 0-18 = 17-28, 0-45 x 0-19 = 18-27, 0-45 x 0-20 = 19-26, 0-45 x 0-21 = 20-25, 0-45 x 0-22 = 21-24, 0-45 x 0-23 = 22-23, 0-45 x 0-24 = 23-22, 0-45 x 0-25 = 24-21, 0-45 x 0-26 = 25-20, 0-45 x 0-27 = 26-19, 0-45 x 0-28 = 27-18, 0-45 x 0-29 = 28-17, 0-45 x 0-30 = 29-16, 0-45 x 0-31 = 30-15, 0-45 x 0-32 = 31-14, 0-45 x 0-33 = 32-13, 0-45 x 0-34 = 33-12, 0-45 x 0-35 = 34-11, 0-45 x 0-36 = 35-10, 0-45 x 0-37 = 36-9, 0-45 x 0-38 = 37-8, 0-45 x 0-39 = 38-7, 0-45 x 0-40 = 39-6, 0-45 x 0-41 = 40-5, 0-45 x 0-42 = 41-4, 0-45 x 0-43 = 42-3, 0-45 x 0-44 = 43-2, 0-45 x 0-45 = 44-1, 
