83 x 1 = 0-83, 83 x 2 = 1-58, 83 x 3 = 2-33, 83 x 4 = 3-8, 83 x 5 = 3-91, 83 x 6 = 4-66, 83 x 7 = 5-41, 83 x 8 = 6-16, 83 x 9 = 6-99, 83 x 10 = 7-74, 83 x 11 = 8-49, 83 x 12 = 9-24, 83 x 13 = 9-107, 83 x 14 = 10-82, 83 x 15 = 11-57, 83 x 16 = 12-32, 83 x 17 = 13-7, 83 x 18 = 13-90, 83 x 19 = 14-65, 83 x 20 = 15-40, 83 x 21 = 16-15, 83 x 22 = 16-98, 83 x 23 = 17-73, 83 x 24 = 18-48, 83 x 25 = 19-23, 83 x 26 = 19-106, 83 x 27 = 20-81, 83 x 28 = 21-56, 83 x 29 = 22-31, 83 x 30 = 23-6, 83 x 31 = 23-89, 83 x 32 = 24-64, 83 x 33 = 25-39, 83 x 34 = 26-14, 83 x 35 = 26-97, 83 x 36 = 27-72, 83 x 37 = 28-47, 83 x 38 = 29-22, 83 x 39 = 29-105, 83 x 40 = 30-80, 83 x 41 = 31-55, 83 x 42 = 32-30, 83 x 43 = 33-5, 83 x 44 = 33-88, 83 x 45 = 34-63, 83 x 46 = 35-38, 83 x 47 = 36-13, 83 x 48 = 36-96, 83 x 49 = 37-71, 83 x 50 = 38-46, 83 x 51 = 39-21, 83 x 52 = 39-104, 83 x 53 = 40-79, 83 x 54 = 41-54, 83 x 55 = 42-29, 83 x 56 = 43-4, 83 x 57 = 43-87, 83 x 58 = 44-62, 83 x 59 = 45-37, 83 x 60 = 46-12, 83 x 61 = 46-95, 83 x 62 = 47-70, 83 x 63 = 48-45, 83 x 64 = 49-20, 83 x 65 = 49-103, 83 x 66 = 50-78, 83 x 67 = 51-53, 83 x 68 = 52-28, 83 x 69 = 53-3, 83 x 70 = 53-86, 83 x 71 = 54-61, 83 x 72 = 55-36, 83 x 73 = 56-11, 83 x 74 = 56-94, 83 x 75 = 57-69, 83 x 76 = 58-44, 83 x 77 = 59-19, 83 x 78 = 59-102, 83 x 79 = 60-77, 83 x 80 = 61-52, 83 x 81 = 62-27, 83 x 82 = 63-2, 83 x 83 = 63-85, 83 x 84 = 64-60, 83 x 85 = 65-35, 83 x 86 = 66-10, 83 x 87 = 66-93, 83 x 88 = 67-68, 83 x 89 = 68-43, 83 x 90 = 69-18, 83 x 91 = 69-101, 83 x 92 = 70-76, 83 x 93 = 71-51, 83 x 94 = 72-26, 83 x 95 = 73-1, 83 x 96 = 73-84, 83 x 97 = 74-59, 83 x 98 = 75-34, 83 x 99 = 76-9, 83 x 100 = 76-92, 83 x 101 = 77-67, 83 x 102 = 78-42, 83 x 103 = 79-17, 83 x 104 = 79-100, 83 x 105 = 80-75, 83 x 106 = 81-50, 83 x 107 = 82-25, 
84 x 1 = 0-84, 84 x 2 = 1-60, 84 x 3 = 2-36, 84 x 4 = 3-12, 84 x 5 = 3-96, 84 x 6 = 4-72, 84 x 7 = 5-48, 84 x 8 = 6-24, 84 x 9 = 7-0, 84 x 10 = 7-84, 84 x 11 = 8-60, 84 x 12 = 9-36, 84 x 13 = 10-12, 84 x 14 = 10-96, 84 x 15 = 11-72, 84 x 16 = 12-48, 84 x 17 = 13-24, 84 x 18 = 14-0, 84 x 19 = 14-84, 84 x 20 = 15-60, 84 x 21 = 16-36, 84 x 22 = 17-12, 84 x 23 = 17-96, 84 x 24 = 18-72, 84 x 25 = 19-48, 84 x 26 = 20-24, 84 x 27 = 21-0, 84 x 28 = 21-84, 84 x 29 = 22-60, 84 x 30 = 23-36, 84 x 31 = 24-12, 84 x 32 = 24-96, 84 x 33 = 25-72, 84 x 34 = 26-48, 84 x 35 = 27-24, 84 x 36 = 28-0, 84 x 37 = 28-84, 84 x 38 = 29-60, 84 x 39 = 30-36, 84 x 40 = 31-12, 84 x 41 = 31-96, 84 x 42 = 32-72, 84 x 43 = 33-48, 84 x 44 = 34-24, 84 x 45 = 35-0, 84 x 46 = 35-84, 84 x 47 = 36-60, 84 x 48 = 37-36, 84 x 49 = 38-12, 84 x 50 = 38-96, 84 x 51 = 39-72, 84 x 52 = 40-48, 84 x 53 = 41-24, 84 x 54 = 42-0, 84 x 55 = 42-84, 84 x 56 = 43-60, 84 x 57 = 44-36, 84 x 58 = 45-12, 84 x 59 = 45-96, 84 x 60 = 46-72, 84 x 61 = 47-48, 84 x 62 = 48-24, 84 x 63 = 49-0, 84 x 64 = 49-84, 84 x 65 = 50-60, 84 x 66 = 51-36, 84 x 67 = 52-12, 84 x 68 = 52-96, 84 x 69 = 53-72, 84 x 70 = 54-48, 84 x 71 = 55-24, 84 x 72 = 56-0, 84 x 73 = 56-84, 84 x 74 = 57-60, 84 x 75 = 58-36, 84 x 76 = 59-12, 84 x 77 = 59-96, 84 x 78 = 60-72, 84 x 79 = 61-48, 84 x 80 = 62-24, 84 x 81 = 63-0, 84 x 82 = 63-84, 84 x 83 = 64-60, 84 x 84 = 65-36, 84 x 85 = 66-12, 84 x 86 = 66-96, 84 x 87 = 67-72, 84 x 88 = 68-48, 84 x 89 = 69-24, 84 x 90 = 70-0, 84 x 91 = 70-84, 84 x 92 = 71-60, 84 x 93 = 72-36, 84 x 94 = 73-12, 84 x 95 = 73-96, 84 x 96 = 74-72, 84 x 97 = 75-48, 84 x 98 = 76-24, 84 x 99 = 77-0, 84 x 100 = 77-84, 84 x 101 = 78-60, 84 x 102 = 79-36, 84 x 103 = 80-12, 84 x 104 = 80-96, 84 x 105 = 81-72, 84 x 106 = 82-48, 84 x 107 = 83-24, 
85 x 1 = 0-85, 85 x 2 = 1-62, 85 x 3 = 2-39, 85 x 4 = 3-16, 85 x 5 = 3-101, 85 x 6 = 4-78, 85 x 7 = 5-55, 85 x 8 = 6-32, 85 x 9 = 7-9, 85 x 10 = 7-94, 85 x 11 = 8-71, 85 x 12 = 9-48, 85 x 13 = 10-25, 85 x 14 = 11-2, 85 x 15 = 11-87, 85 x 16 = 12-64, 85 x 17 = 13-41, 85 x 18 = 14-18, 85 x 19 = 14-103, 85 x 20 = 15-80, 85 x 21 = 16-57, 85 x 22 = 17-34, 85 x 23 = 18-11, 85 x 24 = 18-96, 85 x 25 = 19-73, 85 x 26 = 20-50, 85 x 27 = 21-27, 85 x 28 = 22-4, 85 x 29 = 22-89, 85 x 30 = 23-66, 85 x 31 = 24-43, 85 x 32 = 25-20, 85 x 33 = 25-105, 85 x 34 = 26-82, 85 x 35 = 27-59, 85 x 36 = 28-36, 85 x 37 = 29-13, 85 x 38 = 29-98, 85 x 39 = 30-75, 85 x 40 = 31-52, 85 x 41 = 32-29, 85 x 42 = 33-6, 85 x 43 = 33-91, 85 x 44 = 34-68, 85 x 45 = 35-45, 85 x 46 = 36-22, 85 x 47 = 36-107, 85 x 48 = 37-84, 85 x 49 = 38-61, 85 x 50 = 39-38, 85 x 51 = 40-15, 85 x 52 = 40-100, 85 x 53 = 41-77, 85 x 54 = 42-54, 85 x 55 = 43-31, 85 x 56 = 44-8, 85 x 57 = 44-93, 85 x 58 = 45-70, 85 x 59 = 46-47, 85 x 60 = 47-24, 85 x 61 = 48-1, 85 x 62 = 48-86, 85 x 63 = 49-63, 85 x 64 = 50-40, 85 x 65 = 51-17, 85 x 66 = 51-102, 85 x 67 = 52-79, 85 x 68 = 53-56, 85 x 69 = 54-33, 85 x 70 = 55-10, 85 x 71 = 55-95, 85 x 72 = 56-72, 85 x 73 = 57-49, 85 x 74 = 58-26, 85 x 75 = 59-3, 85 x 76 = 59-88, 85 x 77 = 60-65, 85 x 78 = 61-42, 85 x 79 = 62-19, 85 x 80 = 62-104, 85 x 81 = 63-81, 85 x 82 = 64-58, 85 x 83 = 65-35, 85 x 84 = 66-12, 85 x 85 = 66-97, 85 x 86 = 67-74, 85 x 87 = 68-51, 85 x 88 = 69-28, 85 x 89 = 70-5, 85 x 90 = 70-90, 85 x 91 = 71-67, 85 x 92 = 72-44, 85 x 93 = 73-21, 85 x 94 = 73-106, 85 x 95 = 74-83, 85 x 96 = 75-60, 85 x 97 = 76-37, 85 x 98 = 77-14, 85 x 99 = 77-99, 85 x 100 = 78-76, 85 x 101 = 79-53, 85 x 102 = 80-30, 85 x 103 = 81-7, 85 x 104 = 81-92, 85 x 105 = 82-69, 85 x 106 = 83-46, 85 x 107 = 84-23, 
86 x 1 = 0-86, 86 x 2 = 1-64, 86 x 3 = 2-42, 86 x 4 = 3-20, 86 x 5 = 3-106, 86 x 6 = 4-84, 86 x 7 = 5-62, 86 x 8 = 6-40, 86 x 9 = 7-18, 86 x 10 = 7-104, 86 x 11 = 8-82, 86 x 12 = 9-60, 86 x 13 = 10-38, 86 x 14 = 11-16, 86 x 15 = 11-102, 86 x 16 = 12-80, 86 x 17 = 13-58, 86 x 18 = 14-36, 86 x 19 = 15-14, 86 x 20 = 15-100, 86 x 21 = 16-78, 86 x 22 = 17-56, 86 x 23 = 18-34, 86 x 24 = 19-12, 86 x 25 = 19-98, 86 x 26 = 20-76, 86 x 27 = 21-54, 86 x 28 = 22-32, 86 x 29 = 23-10, 86 x 30 = 23-96, 86 x 31 = 24-74, 86 x 32 = 25-52, 86 x 33 = 26-30, 86 x 34 = 27-8, 86 x 35 = 27-94, 86 x 36 = 28-72, 86 x 37 = 29-50, 86 x 38 = 30-28, 86 x 39 = 31-6, 86 x 40 = 31-92, 86 x 41 = 32-70, 86 x 42 = 33-48, 86 x 43 = 34-26, 86 x 44 = 35-4, 86 x 45 = 35-90, 86 x 46 = 36-68, 86 x 47 = 37-46, 86 x 48 = 38-24, 86 x 49 = 39-2, 86 x 50 = 39-88, 86 x 51 = 40-66, 86 x 52 = 41-44, 86 x 53 = 42-22, 86 x 54 = 43-0, 86 x 55 = 43-86, 86 x 56 = 44-64, 86 x 57 = 45-42, 86 x 58 = 46-20, 86 x 59 = 46-106, 86 x 60 = 47-84, 86 x 61 = 48-62, 86 x 62 = 49-40, 86 x 63 = 50-18, 86 x 64 = 50-104, 86 x 65 = 51-82, 86 x 66 = 52-60, 86 x 67 = 53-38, 86 x 68 = 54-16, 86 x 69 = 54-102, 86 x 70 = 55-80, 86 x 71 = 56-58, 86 x 72 = 57-36, 86 x 73 = 58-14, 86 x 74 = 58-100, 86 x 75 = 59-78, 86 x 76 = 60-56, 86 x 77 = 61-34, 86 x 78 = 62-12, 86 x 79 = 62-98, 86 x 80 = 63-76, 86 x 81 = 64-54, 86 x 82 = 65-32, 86 x 83 = 66-10, 86 x 84 = 66-96, 86 x 85 = 67-74, 86 x 86 = 68-52, 86 x 87 = 69-30, 86 x 88 = 70-8, 86 x 89 = 70-94, 86 x 90 = 71-72, 86 x 91 = 72-50, 86 x 92 = 73-28, 86 x 93 = 74-6, 86 x 94 = 74-92, 86 x 95 = 75-70, 86 x 96 = 76-48, 86 x 97 = 77-26, 86 x 98 = 78-4, 86 x 99 = 78-90, 86 x 100 = 79-68, 86 x 101 = 80-46, 86 x 102 = 81-24, 86 x 103 = 82-2, 86 x 104 = 82-88, 86 x 105 = 83-66, 86 x 106 = 84-44, 86 x 107 = 85-22, 
87 x 1 = 0-87, 87 x 2 = 1-66, 87 x 3 = 2-45, 87 x 4 = 3-24, 87 x 5 = 4-3, 87 x 6 = 4-90, 87 x 7 = 5-69, 87 x 8 = 6-48, 87 x 9 = 7-27, 87 x 10 = 8-6, 87 x 11 = 8-93, 87 x 12 = 9-72, 87 x 13 = 10-51, 87 x 14 = 11-30, 87 x 15 = 12-9, 87 x 16 = 12-96, 87 x 17 = 13-75, 87 x 18 = 14-54, 87 x 19 = 15-33, 87 x 20 = 16-12, 87 x 21 = 16-99, 87 x 22 = 17-78, 87 x 23 = 18-57, 87 x 24 = 19-36, 87 x 25 = 20-15, 87 x 26 = 20-102, 87 x 27 = 21-81, 87 x 28 = 22-60, 87 x 29 = 23-39, 87 x 30 = 24-18, 87 x 31 = 24-105, 87 x 32 = 25-84, 87 x 33 = 26-63, 87 x 34 = 27-42, 87 x 35 = 28-21, 87 x 36 = 29-0, 87 x 37 = 29-87, 87 x 38 = 30-66, 87 x 39 = 31-45, 87 x 40 = 32-24, 87 x 41 = 33-3, 87 x 42 = 33-90, 87 x 43 = 34-69, 87 x 44 = 35-48, 87 x 45 = 36-27, 87 x 46 = 37-6, 87 x 47 = 37-93, 87 x 48 = 38-72, 87 x 49 = 39-51, 87 x 50 = 40-30, 87 x 51 = 41-9, 87 x 52 = 41-96, 87 x 53 = 42-75, 87 x 54 = 43-54, 87 x 55 = 44-33, 87 x 56 = 45-12, 87 x 57 = 45-99, 87 x 58 = 46-78, 87 x 59 = 47-57, 87 x 60 = 48-36, 87 x 61 = 49-15, 87 x 62 = 49-102, 87 x 63 = 50-81, 87 x 64 = 51-60, 87 x 65 = 52-39, 87 x 66 = 53-18, 87 x 67 = 53-105, 87 x 68 = 54-84, 87 x 69 = 55-63, 87 x 70 = 56-42, 87 x 71 = 57-21, 87 x 72 = 58-0, 87 x 73 = 58-87, 87 x 74 = 59-66, 87 x 75 = 60-45, 87 x 76 = 61-24, 87 x 77 = 62-3, 87 x 78 = 62-90, 87 x 79 = 63-69, 87 x 80 = 64-48, 87 x 81 = 65-27, 87 x 82 = 66-6, 87 x 83 = 66-93, 87 x 84 = 67-72, 87 x 85 = 68-51, 87 x 86 = 69-30, 87 x 87 = 70-9, 87 x 88 = 70-96, 87 x 89 = 71-75, 87 x 90 = 72-54, 87 x 91 = 73-33, 87 x 92 = 74-12, 87 x 93 = 74-99, 87 x 94 = 75-78, 87 x 95 = 76-57, 87 x 96 = 77-36, 87 x 97 = 78-15, 87 x 98 = 78-102, 87 x 99 = 79-81, 87 x 100 = 80-60, 87 x 101 = 81-39, 87 x 102 = 82-18, 87 x 103 = 82-105, 87 x 104 = 83-84, 87 x 105 = 84-63, 87 x 106 = 85-42, 87 x 107 = 86-21, 
88 x 1 = 0-88, 88 x 2 = 1-68, 88 x 3 = 2-48, 88 x 4 = 3-28, 88 x 5 = 4-8, 88 x 6 = 4-96, 88 x 7 = 5-76, 88 x 8 = 6-56, 88 x 9 = 7-36, 88 x 10 = 8-16, 88 x 11 = 8-104, 88 x 12 = 9-84, 88 x 13 = 10-64, 88 x 14 = 11-44, 88 x 15 = 12-24, 88 x 16 = 13-4, 88 x 17 = 13-92, 88 x 18 = 14-72, 88 x 19 = 15-52, 88 x 20 = 16-32, 88 x 21 = 17-12, 88 x 22 = 17-100, 88 x 23 = 18-80, 88 x 24 = 19-60, 88 x 25 = 20-40, 88 x 26 = 21-20, 88 x 27 = 22-0, 88 x 28 = 22-88, 88 x 29 = 23-68, 88 x 30 = 24-48, 88 x 31 = 25-28, 88 x 32 = 26-8, 88 x 33 = 26-96, 88 x 34 = 27-76, 88 x 35 = 28-56, 88 x 36 = 29-36, 88 x 37 = 30-16, 88 x 38 = 30-104, 88 x 39 = 31-84, 88 x 40 = 32-64, 88 x 41 = 33-44, 88 x 42 = 34-24, 88 x 43 = 35-4, 88 x 44 = 35-92, 88 x 45 = 36-72, 88 x 46 = 37-52, 88 x 47 = 38-32, 88 x 48 = 39-12, 88 x 49 = 39-100, 88 x 50 = 40-80, 88 x 51 = 41-60, 88 x 52 = 42-40, 88 x 53 = 43-20, 88 x 54 = 44-0, 88 x 55 = 44-88, 88 x 56 = 45-68, 88 x 57 = 46-48, 88 x 58 = 47-28, 88 x 59 = 48-8, 88 x 60 = 48-96, 88 x 61 = 49-76, 88 x 62 = 50-56, 88 x 63 = 51-36, 88 x 64 = 52-16, 88 x 65 = 52-104, 88 x 66 = 53-84, 88 x 67 = 54-64, 88 x 68 = 55-44, 88 x 69 = 56-24, 88 x 70 = 57-4, 88 x 71 = 57-92, 88 x 72 = 58-72, 88 x 73 = 59-52, 88 x 74 = 60-32, 88 x 75 = 61-12, 88 x 76 = 61-100, 88 x 77 = 62-80, 88 x 78 = 63-60, 88 x 79 = 64-40, 88 x 80 = 65-20, 88 x 81 = 66-0, 88 x 82 = 66-88, 88 x 83 = 67-68, 88 x 84 = 68-48, 88 x 85 = 69-28, 88 x 86 = 70-8, 88 x 87 = 70-96, 88 x 88 = 71-76, 88 x 89 = 72-56, 88 x 90 = 73-36, 88 x 91 = 74-16, 88 x 92 = 74-104, 88 x 93 = 75-84, 88 x 94 = 76-64, 88 x 95 = 77-44, 88 x 96 = 78-24, 88 x 97 = 79-4, 88 x 98 = 79-92, 88 x 99 = 80-72, 88 x 100 = 81-52, 88 x 101 = 82-32, 88 x 102 = 83-12, 88 x 103 = 83-100, 88 x 104 = 84-80, 88 x 105 = 85-60, 88 x 106 = 86-40, 88 x 107 = 87-20, 
89 x 1 = 0-89, 89 x 2 = 1-70, 89 x 3 = 2-51, 89 x 4 = 3-32, 89 x 5 = 4-13, 89 x 6 = 4-102, 89 x 7 = 5-83, 89 x 8 = 6-64, 89 x 9 = 7-45, 89 x 10 = 8-26, 89 x 11 = 9-7, 89 x 12 = 9-96, 89 x 13 = 10-77, 89 x 14 = 11-58, 89 x 15 = 12-39, 89 x 16 = 13-20, 89 x 17 = 14-1, 89 x 18 = 14-90, 89 x 19 = 15-71, 89 x 20 = 16-52, 89 x 21 = 17-33, 89 x 22 = 18-14, 89 x 23 = 18-103, 89 x 24 = 19-84, 89 x 25 = 20-65, 89 x 26 = 21-46, 89 x 27 = 22-27, 89 x 28 = 23-8, 89 x 29 = 23-97, 89 x 30 = 24-78, 89 x 31 = 25-59, 89 x 32 = 26-40, 89 x 33 = 27-21, 89 x 34 = 28-2, 89 x 35 = 28-91, 89 x 36 = 29-72, 89 x 37 = 30-53, 89 x 38 = 31-34, 89 x 39 = 32-15, 89 x 40 = 32-104, 89 x 41 = 33-85, 89 x 42 = 34-66, 89 x 43 = 35-47, 89 x 44 = 36-28, 89 x 45 = 37-9, 89 x 46 = 37-98, 89 x 47 = 38-79, 89 x 48 = 39-60, 89 x 49 = 40-41, 89 x 50 = 41-22, 89 x 51 = 42-3, 89 x 52 = 42-92, 89 x 53 = 43-73, 89 x 54 = 44-54, 89 x 55 = 45-35, 89 x 56 = 46-16, 89 x 57 = 46-105, 89 x 58 = 47-86, 89 x 59 = 48-67, 89 x 60 = 49-48, 89 x 61 = 50-29, 89 x 62 = 51-10, 89 x 63 = 51-99, 89 x 64 = 52-80, 89 x 65 = 53-61, 89 x 66 = 54-42, 89 x 67 = 55-23, 89 x 68 = 56-4, 89 x 69 = 56-93, 89 x 70 = 57-74, 89 x 71 = 58-55, 89 x 72 = 59-36, 89 x 73 = 60-17, 89 x 74 = 60-106, 89 x 75 = 61-87, 89 x 76 = 62-68, 89 x 77 = 63-49, 89 x 78 = 64-30, 89 x 79 = 65-11, 89 x 80 = 65-100, 89 x 81 = 66-81, 89 x 82 = 67-62, 89 x 83 = 68-43, 89 x 84 = 69-24, 89 x 85 = 70-5, 89 x 86 = 70-94, 89 x 87 = 71-75, 89 x 88 = 72-56, 89 x 89 = 73-37, 89 x 90 = 74-18, 89 x 91 = 74-107, 89 x 92 = 75-88, 89 x 93 = 76-69, 89 x 94 = 77-50, 89 x 95 = 78-31, 89 x 96 = 79-12, 89 x 97 = 79-101, 89 x 98 = 80-82, 89 x 99 = 81-63, 89 x 100 = 82-44, 89 x 101 = 83-25, 89 x 102 = 84-6, 89 x 103 = 84-95, 89 x 104 = 85-76, 89 x 105 = 86-57, 89 x 106 = 87-38, 89 x 107 = 88-19, 
90 x 1 = 0-90, 90 x 2 = 1-72, 90 x 3 = 2-54, 90 x 4 = 3-36, 90 x 5 = 4-18, 90 x 6 = 5-0, 90 x 7 = 5-90, 90 x 8 = 6-72, 90 x 9 = 7-54, 90 x 10 = 8-36, 90 x 11 = 9-18, 90 x 12 = 10-0, 90 x 13 = 10-90, 90 x 14 = 11-72, 90 x 15 = 12-54, 90 x 16 = 13-36, 90 x 17 = 14-18, 90 x 18 = 15-0, 90 x 19 = 15-90, 90 x 20 = 16-72, 90 x 21 = 17-54, 90 x 22 = 18-36, 90 x 23 = 19-18, 90 x 24 = 20-0, 90 x 25 = 20-90, 90 x 26 = 21-72, 90 x 27 = 22-54, 90 x 28 = 23-36, 90 x 29 = 24-18, 90 x 30 = 25-0, 90 x 31 = 25-90, 90 x 32 = 26-72, 90 x 33 = 27-54, 90 x 34 = 28-36, 90 x 35 = 29-18, 90 x 36 = 30-0, 90 x 37 = 30-90, 90 x 38 = 31-72, 90 x 39 = 32-54, 90 x 40 = 33-36, 90 x 41 = 34-18, 90 x 42 = 35-0, 90 x 43 = 35-90, 90 x 44 = 36-72, 90 x 45 = 37-54, 90 x 46 = 38-36, 90 x 47 = 39-18, 90 x 48 = 40-0, 90 x 49 = 40-90, 90 x 50 = 41-72, 90 x 51 = 42-54, 90 x 52 = 43-36, 90 x 53 = 44-18, 90 x 54 = 45-0, 90 x 55 = 45-90, 90 x 56 = 46-72, 90 x 57 = 47-54, 90 x 58 = 48-36, 90 x 59 = 49-18, 90 x 60 = 50-0, 90 x 61 = 50-90, 90 x 62 = 51-72, 90 x 63 = 52-54, 90 x 64 = 53-36, 90 x 65 = 54-18, 90 x 66 = 55-0, 90 x 67 = 55-90, 90 x 68 = 56-72, 90 x 69 = 57-54, 90 x 70 = 58-36, 90 x 71 = 59-18, 90 x 72 = 60-0, 90 x 73 = 60-90, 90 x 74 = 61-72, 90 x 75 = 62-54, 90 x 76 = 63-36, 90 x 77 = 64-18, 90 x 78 = 65-0, 90 x 79 = 65-90, 90 x 80 = 66-72, 90 x 81 = 67-54, 90 x 82 = 68-36, 90 x 83 = 69-18, 90 x 84 = 70-0, 90 x 85 = 70-90, 90 x 86 = 71-72, 90 x 87 = 72-54, 90 x 88 = 73-36, 90 x 89 = 74-18, 90 x 90 = 75-0, 90 x 91 = 75-90, 90 x 92 = 76-72, 90 x 93 = 77-54, 90 x 94 = 78-36, 90 x 95 = 79-18, 90 x 96 = 80-0, 90 x 97 = 80-90, 90 x 98 = 81-72, 90 x 99 = 82-54, 90 x 100 = 83-36, 90 x 101 = 84-18, 90 x 102 = 85-0, 90 x 103 = 85-90, 90 x 104 = 86-72, 90 x 105 = 87-54, 90 x 106 = 88-36, 90 x 107 = 89-18, 
91 x 1 = 0-91, 91 x 2 = 1-74, 91 x 3 = 2-57, 91 x 4 = 3-40, 91 x 5 = 4-23, 91 x 6 = 5-6, 91 x 7 = 5-97, 91 x 8 = 6-80, 91 x 9 = 7-63, 91 x 10 = 8-46, 91 x 11 = 9-29, 91 x 12 = 10-12, 91 x 13 = 10-103, 91 x 14 = 11-86, 91 x 15 = 12-69, 91 x 16 = 13-52, 91 x 17 = 14-35, 91 x 18 = 15-18, 91 x 19 = 16-1, 91 x 20 = 16-92, 91 x 21 = 17-75, 91 x 22 = 18-58, 91 x 23 = 19-41, 91 x 24 = 20-24, 91 x 25 = 21-7, 91 x 26 = 21-98, 91 x 27 = 22-81, 91 x 28 = 23-64, 91 x 29 = 24-47, 91 x 30 = 25-30, 91 x 31 = 26-13, 91 x 32 = 26-104, 91 x 33 = 27-87, 91 x 34 = 28-70, 91 x 35 = 29-53, 91 x 36 = 30-36, 91 x 37 = 31-19, 91 x 38 = 32-2, 91 x 39 = 32-93, 91 x 40 = 33-76, 91 x 41 = 34-59, 91 x 42 = 35-42, 91 x 43 = 36-25, 91 x 44 = 37-8, 91 x 45 = 37-99, 91 x 46 = 38-82, 91 x 47 = 39-65, 91 x 48 = 40-48, 91 x 49 = 41-31, 91 x 50 = 42-14, 91 x 51 = 42-105, 91 x 52 = 43-88, 91 x 53 = 44-71, 91 x 54 = 45-54, 91 x 55 = 46-37, 91 x 56 = 47-20, 91 x 57 = 48-3, 91 x 58 = 48-94, 91 x 59 = 49-77, 91 x 60 = 50-60, 91 x 61 = 51-43, 91 x 62 = 52-26, 91 x 63 = 53-9, 91 x 64 = 53-100, 91 x 65 = 54-83, 91 x 66 = 55-66, 91 x 67 = 56-49, 91 x 68 = 57-32, 91 x 69 = 58-15, 91 x 70 = 58-106, 91 x 71 = 59-89, 91 x 72 = 60-72, 91 x 73 = 61-55, 91 x 74 = 62-38, 91 x 75 = 63-21, 91 x 76 = 64-4, 91 x 77 = 64-95, 91 x 78 = 65-78, 91 x 79 = 66-61, 91 x 80 = 67-44, 91 x 81 = 68-27, 91 x 82 = 69-10, 91 x 83 = 69-101, 91 x 84 = 70-84, 91 x 85 = 71-67, 91 x 86 = 72-50, 91 x 87 = 73-33, 91 x 88 = 74-16, 91 x 89 = 74-107, 91 x 90 = 75-90, 91 x 91 = 76-73, 91 x 92 = 77-56, 91 x 93 = 78-39, 91 x 94 = 79-22, 91 x 95 = 80-5, 91 x 96 = 80-96, 91 x 97 = 81-79, 91 x 98 = 82-62, 91 x 99 = 83-45, 91 x 100 = 84-28, 91 x 101 = 85-11, 91 x 102 = 85-102, 91 x 103 = 86-85, 91 x 104 = 87-68, 91 x 105 = 88-51, 91 x 106 = 89-34, 91 x 107 = 90-17, 
92 x 1 = 0-92, 92 x 2 = 1-76, 92 x 3 = 2-60, 92 x 4 = 3-44, 92 x 5 = 4-28, 92 x 6 = 5-12, 92 x 7 = 5-104, 92 x 8 = 6-88, 92 x 9 = 7-72, 92 x 10 = 8-56, 92 x 11 = 9-40, 92 x 12 = 10-24, 92 x 13 = 11-8, 92 x 14 = 11-100, 92 x 15 = 12-84, 92 x 16 = 13-68, 92 x 17 = 14-52, 92 x 18 = 15-36, 92 x 19 = 16-20, 92 x 20 = 17-4, 92 x 21 = 17-96, 92 x 22 = 18-80, 92 x 23 = 19-64, 92 x 24 = 20-48, 92 x 25 = 21-32, 92 x 26 = 22-16, 92 x 27 = 23-0, 92 x 28 = 23-92, 92 x 29 = 24-76, 92 x 30 = 25-60, 92 x 31 = 26-44, 92 x 32 = 27-28, 92 x 33 = 28-12, 92 x 34 = 28-104, 92 x 35 = 29-88, 92 x 36 = 30-72, 92 x 37 = 31-56, 92 x 38 = 32-40, 92 x 39 = 33-24, 92 x 40 = 34-8, 92 x 41 = 34-100, 92 x 42 = 35-84, 92 x 43 = 36-68, 92 x 44 = 37-52, 92 x 45 = 38-36, 92 x 46 = 39-20, 92 x 47 = 40-4, 92 x 48 = 40-96, 92 x 49 = 41-80, 92 x 50 = 42-64, 92 x 51 = 43-48, 92 x 52 = 44-32, 92 x 53 = 45-16, 92 x 54 = 46-0, 92 x 55 = 46-92, 92 x 56 = 47-76, 92 x 57 = 48-60, 92 x 58 = 49-44, 92 x 59 = 50-28, 92 x 60 = 51-12, 92 x 61 = 51-104, 92 x 62 = 52-88, 92 x 63 = 53-72, 92 x 64 = 54-56, 92 x 65 = 55-40, 92 x 66 = 56-24, 92 x 67 = 57-8, 92 x 68 = 57-100, 92 x 69 = 58-84, 92 x 70 = 59-68, 92 x 71 = 60-52, 92 x 72 = 61-36, 92 x 73 = 62-20, 92 x 74 = 63-4, 92 x 75 = 63-96, 92 x 76 = 64-80, 92 x 77 = 65-64, 92 x 78 = 66-48, 92 x 79 = 67-32, 92 x 80 = 68-16, 92 x 81 = 69-0, 92 x 82 = 69-92, 92 x 83 = 70-76, 92 x 84 = 71-60, 92 x 85 = 72-44, 92 x 86 = 73-28, 92 x 87 = 74-12, 92 x 88 = 74-104, 92 x 89 = 75-88, 92 x 90 = 76-72, 92 x 91 = 77-56, 92 x 92 = 78-40, 92 x 93 = 79-24, 92 x 94 = 80-8, 92 x 95 = 80-100, 92 x 96 = 81-84, 92 x 97 = 82-68, 92 x 98 = 83-52, 92 x 99 = 84-36, 92 x 100 = 85-20, 92 x 101 = 86-4, 92 x 102 = 86-96, 92 x 103 = 87-80, 92 x 104 = 88-64, 92 x 105 = 89-48, 92 x 106 = 90-32, 92 x 107 = 91-16, 
