35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-21, 35 x 4 = 1-56, 35 x 5 = 2-7, 35 x 6 = 2-42, 35 x 7 = 2-77, 35 x 8 = 3-28, 35 x 9 = 3-63, 35 x 10 = 4-14, 35 x 11 = 4-49, 35 x 12 = 5-0, 35 x 13 = 5-35, 35 x 14 = 5-70, 35 x 15 = 6-21, 35 x 16 = 6-56, 35 x 17 = 7-7, 35 x 18 = 7-42, 35 x 19 = 7-77, 35 x 20 = 8-28, 35 x 21 = 8-63, 35 x 22 = 9-14, 35 x 23 = 9-49, 35 x 24 = 10-0, 35 x 25 = 10-35, 35 x 26 = 10-70, 35 x 27 = 11-21, 35 x 28 = 11-56, 35 x 29 = 12-7, 35 x 30 = 12-42, 35 x 31 = 12-77, 35 x 32 = 13-28, 35 x 33 = 13-63, 35 x 34 = 14-14, 35 x 35 = 14-49, 35 x 36 = 15-0, 35 x 37 = 15-35, 35 x 38 = 15-70, 35 x 39 = 16-21, 35 x 40 = 16-56, 35 x 41 = 17-7, 35 x 42 = 17-42, 35 x 43 = 17-77, 35 x 44 = 18-28, 35 x 45 = 18-63, 35 x 46 = 19-14, 35 x 47 = 19-49, 35 x 48 = 20-0, 35 x 49 = 20-35, 35 x 50 = 20-70, 35 x 51 = 21-21, 35 x 52 = 21-56, 35 x 53 = 22-7, 35 x 54 = 22-42, 35 x 55 = 22-77, 35 x 56 = 23-28, 35 x 57 = 23-63, 35 x 58 = 24-14, 35 x 59 = 24-49, 35 x 60 = 25-0, 35 x 61 = 25-35, 35 x 62 = 25-70, 35 x 63 = 26-21, 35 x 64 = 26-56, 35 x 65 = 27-7, 35 x 66 = 27-42, 35 x 67 = 27-77, 35 x 68 = 28-28, 35 x 69 = 28-63, 35 x 70 = 29-14, 35 x 71 = 29-49, 35 x 72 = 30-0, 35 x 73 = 30-35, 35 x 74 = 30-70, 35 x 75 = 31-21, 35 x 76 = 31-56, 35 x 77 = 32-7, 35 x 78 = 32-42, 35 x 79 = 32-77, 35 x 80 = 33-28, 35 x 81 = 33-63, 35 x 82 = 34-14, 35 x 83 = 34-49, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-24, 36 x 4 = 1-60, 36 x 5 = 2-12, 36 x 6 = 2-48, 36 x 7 = 3-0, 36 x 8 = 3-36, 36 x 9 = 3-72, 36 x 10 = 4-24, 36 x 11 = 4-60, 36 x 12 = 5-12, 36 x 13 = 5-48, 36 x 14 = 6-0, 36 x 15 = 6-36, 36 x 16 = 6-72, 36 x 17 = 7-24, 36 x 18 = 7-60, 36 x 19 = 8-12, 36 x 20 = 8-48, 36 x 21 = 9-0, 36 x 22 = 9-36, 36 x 23 = 9-72, 36 x 24 = 10-24, 36 x 25 = 10-60, 36 x 26 = 11-12, 36 x 27 = 11-48, 36 x 28 = 12-0, 36 x 29 = 12-36, 36 x 30 = 12-72, 36 x 31 = 13-24, 36 x 32 = 13-60, 36 x 33 = 14-12, 36 x 34 = 14-48, 36 x 35 = 15-0, 36 x 36 = 15-36, 36 x 37 = 15-72, 36 x 38 = 16-24, 36 x 39 = 16-60, 36 x 40 = 17-12, 36 x 41 = 17-48, 36 x 42 = 18-0, 36 x 43 = 18-36, 36 x 44 = 18-72, 36 x 45 = 19-24, 36 x 46 = 19-60, 36 x 47 = 20-12, 36 x 48 = 20-48, 36 x 49 = 21-0, 36 x 50 = 21-36, 36 x 51 = 21-72, 36 x 52 = 22-24, 36 x 53 = 22-60, 36 x 54 = 23-12, 36 x 55 = 23-48, 36 x 56 = 24-0, 36 x 57 = 24-36, 36 x 58 = 24-72, 36 x 59 = 25-24, 36 x 60 = 25-60, 36 x 61 = 26-12, 36 x 62 = 26-48, 36 x 63 = 27-0, 36 x 64 = 27-36, 36 x 65 = 27-72, 36 x 66 = 28-24, 36 x 67 = 28-60, 36 x 68 = 29-12, 36 x 69 = 29-48, 36 x 70 = 30-0, 36 x 71 = 30-36, 36 x 72 = 30-72, 36 x 73 = 31-24, 36 x 74 = 31-60, 36 x 75 = 32-12, 36 x 76 = 32-48, 36 x 77 = 33-0, 36 x 78 = 33-36, 36 x 79 = 33-72, 36 x 80 = 34-24, 36 x 81 = 34-60, 36 x 82 = 35-12, 36 x 83 = 35-48, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-27, 37 x 4 = 1-64, 37 x 5 = 2-17, 37 x 6 = 2-54, 37 x 7 = 3-7, 37 x 8 = 3-44, 37 x 9 = 3-81, 37 x 10 = 4-34, 37 x 11 = 4-71, 37 x 12 = 5-24, 37 x 13 = 5-61, 37 x 14 = 6-14, 37 x 15 = 6-51, 37 x 16 = 7-4, 37 x 17 = 7-41, 37 x 18 = 7-78, 37 x 19 = 8-31, 37 x 20 = 8-68, 37 x 21 = 9-21, 37 x 22 = 9-58, 37 x 23 = 10-11, 37 x 24 = 10-48, 37 x 25 = 11-1, 37 x 26 = 11-38, 37 x 27 = 11-75, 37 x 28 = 12-28, 37 x 29 = 12-65, 37 x 30 = 13-18, 37 x 31 = 13-55, 37 x 32 = 14-8, 37 x 33 = 14-45, 37 x 34 = 14-82, 37 x 35 = 15-35, 37 x 36 = 15-72, 37 x 37 = 16-25, 37 x 38 = 16-62, 37 x 39 = 17-15, 37 x 40 = 17-52, 37 x 41 = 18-5, 37 x 42 = 18-42, 37 x 43 = 18-79, 37 x 44 = 19-32, 37 x 45 = 19-69, 37 x 46 = 20-22, 37 x 47 = 20-59, 37 x 48 = 21-12, 37 x 49 = 21-49, 37 x 50 = 22-2, 37 x 51 = 22-39, 37 x 52 = 22-76, 37 x 53 = 23-29, 37 x 54 = 23-66, 37 x 55 = 24-19, 37 x 56 = 24-56, 37 x 57 = 25-9, 37 x 58 = 25-46, 37 x 59 = 25-83, 37 x 60 = 26-36, 37 x 61 = 26-73, 37 x 62 = 27-26, 37 x 63 = 27-63, 37 x 64 = 28-16, 37 x 65 = 28-53, 37 x 66 = 29-6, 37 x 67 = 29-43, 37 x 68 = 29-80, 37 x 69 = 30-33, 37 x 70 = 30-70, 37 x 71 = 31-23, 37 x 72 = 31-60, 37 x 73 = 32-13, 37 x 74 = 32-50, 37 x 75 = 33-3, 37 x 76 = 33-40, 37 x 77 = 33-77, 37 x 78 = 34-30, 37 x 79 = 34-67, 37 x 80 = 35-20, 37 x 81 = 35-57, 37 x 82 = 36-10, 37 x 83 = 36-47, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-30, 38 x 4 = 1-68, 38 x 5 = 2-22, 38 x 6 = 2-60, 38 x 7 = 3-14, 38 x 8 = 3-52, 38 x 9 = 4-6, 38 x 10 = 4-44, 38 x 11 = 4-82, 38 x 12 = 5-36, 38 x 13 = 5-74, 38 x 14 = 6-28, 38 x 15 = 6-66, 38 x 16 = 7-20, 38 x 17 = 7-58, 38 x 18 = 8-12, 38 x 19 = 8-50, 38 x 20 = 9-4, 38 x 21 = 9-42, 38 x 22 = 9-80, 38 x 23 = 10-34, 38 x 24 = 10-72, 38 x 25 = 11-26, 38 x 26 = 11-64, 38 x 27 = 12-18, 38 x 28 = 12-56, 38 x 29 = 13-10, 38 x 30 = 13-48, 38 x 31 = 14-2, 38 x 32 = 14-40, 38 x 33 = 14-78, 38 x 34 = 15-32, 38 x 35 = 15-70, 38 x 36 = 16-24, 38 x 37 = 16-62, 38 x 38 = 17-16, 38 x 39 = 17-54, 38 x 40 = 18-8, 38 x 41 = 18-46, 38 x 42 = 19-0, 38 x 43 = 19-38, 38 x 44 = 19-76, 38 x 45 = 20-30, 38 x 46 = 20-68, 38 x 47 = 21-22, 38 x 48 = 21-60, 38 x 49 = 22-14, 38 x 50 = 22-52, 38 x 51 = 23-6, 38 x 52 = 23-44, 38 x 53 = 23-82, 38 x 54 = 24-36, 38 x 55 = 24-74, 38 x 56 = 25-28, 38 x 57 = 25-66, 38 x 58 = 26-20, 38 x 59 = 26-58, 38 x 60 = 27-12, 38 x 61 = 27-50, 38 x 62 = 28-4, 38 x 63 = 28-42, 38 x 64 = 28-80, 38 x 65 = 29-34, 38 x 66 = 29-72, 38 x 67 = 30-26, 38 x 68 = 30-64, 38 x 69 = 31-18, 38 x 70 = 31-56, 38 x 71 = 32-10, 38 x 72 = 32-48, 38 x 73 = 33-2, 38 x 74 = 33-40, 38 x 75 = 33-78, 38 x 76 = 34-32, 38 x 77 = 34-70, 38 x 78 = 35-24, 38 x 79 = 35-62, 38 x 80 = 36-16, 38 x 81 = 36-54, 38 x 82 = 37-8, 38 x 83 = 37-46, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-33, 39 x 4 = 1-72, 39 x 5 = 2-27, 39 x 6 = 2-66, 39 x 7 = 3-21, 39 x 8 = 3-60, 39 x 9 = 4-15, 39 x 10 = 4-54, 39 x 11 = 5-9, 39 x 12 = 5-48, 39 x 13 = 6-3, 39 x 14 = 6-42, 39 x 15 = 6-81, 39 x 16 = 7-36, 39 x 17 = 7-75, 39 x 18 = 8-30, 39 x 19 = 8-69, 39 x 20 = 9-24, 39 x 21 = 9-63, 39 x 22 = 10-18, 39 x 23 = 10-57, 39 x 24 = 11-12, 39 x 25 = 11-51, 39 x 26 = 12-6, 39 x 27 = 12-45, 39 x 28 = 13-0, 39 x 29 = 13-39, 39 x 30 = 13-78, 39 x 31 = 14-33, 39 x 32 = 14-72, 39 x 33 = 15-27, 39 x 34 = 15-66, 39 x 35 = 16-21, 39 x 36 = 16-60, 39 x 37 = 17-15, 39 x 38 = 17-54, 39 x 39 = 18-9, 39 x 40 = 18-48, 39 x 41 = 19-3, 39 x 42 = 19-42, 39 x 43 = 19-81, 39 x 44 = 20-36, 39 x 45 = 20-75, 39 x 46 = 21-30, 39 x 47 = 21-69, 39 x 48 = 22-24, 39 x 49 = 22-63, 39 x 50 = 23-18, 39 x 51 = 23-57, 39 x 52 = 24-12, 39 x 53 = 24-51, 39 x 54 = 25-6, 39 x 55 = 25-45, 39 x 56 = 26-0, 39 x 57 = 26-39, 39 x 58 = 26-78, 39 x 59 = 27-33, 39 x 60 = 27-72, 39 x 61 = 28-27, 39 x 62 = 28-66, 39 x 63 = 29-21, 39 x 64 = 29-60, 39 x 65 = 30-15, 39 x 66 = 30-54, 39 x 67 = 31-9, 39 x 68 = 31-48, 39 x 69 = 32-3, 39 x 70 = 32-42, 39 x 71 = 32-81, 39 x 72 = 33-36, 39 x 73 = 33-75, 39 x 74 = 34-30, 39 x 75 = 34-69, 39 x 76 = 35-24, 39 x 77 = 35-63, 39 x 78 = 36-18, 39 x 79 = 36-57, 39 x 80 = 37-12, 39 x 81 = 37-51, 39 x 82 = 38-6, 39 x 83 = 38-45, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-36, 40 x 4 = 1-76, 40 x 5 = 2-32, 40 x 6 = 2-72, 40 x 7 = 3-28, 40 x 8 = 3-68, 40 x 9 = 4-24, 40 x 10 = 4-64, 40 x 11 = 5-20, 40 x 12 = 5-60, 40 x 13 = 6-16, 40 x 14 = 6-56, 40 x 15 = 7-12, 40 x 16 = 7-52, 40 x 17 = 8-8, 40 x 18 = 8-48, 40 x 19 = 9-4, 40 x 20 = 9-44, 40 x 21 = 10-0, 40 x 22 = 10-40, 40 x 23 = 10-80, 40 x 24 = 11-36, 40 x 25 = 11-76, 40 x 26 = 12-32, 40 x 27 = 12-72, 40 x 28 = 13-28, 40 x 29 = 13-68, 40 x 30 = 14-24, 40 x 31 = 14-64, 40 x 32 = 15-20, 40 x 33 = 15-60, 40 x 34 = 16-16, 40 x 35 = 16-56, 40 x 36 = 17-12, 40 x 37 = 17-52, 40 x 38 = 18-8, 40 x 39 = 18-48, 40 x 40 = 19-4, 40 x 41 = 19-44, 40 x 42 = 20-0, 40 x 43 = 20-40, 40 x 44 = 20-80, 40 x 45 = 21-36, 40 x 46 = 21-76, 40 x 47 = 22-32, 40 x 48 = 22-72, 40 x 49 = 23-28, 40 x 50 = 23-68, 40 x 51 = 24-24, 40 x 52 = 24-64, 40 x 53 = 25-20, 40 x 54 = 25-60, 40 x 55 = 26-16, 40 x 56 = 26-56, 40 x 57 = 27-12, 40 x 58 = 27-52, 40 x 59 = 28-8, 40 x 60 = 28-48, 40 x 61 = 29-4, 40 x 62 = 29-44, 40 x 63 = 30-0, 40 x 64 = 30-40, 40 x 65 = 30-80, 40 x 66 = 31-36, 40 x 67 = 31-76, 40 x 68 = 32-32, 40 x 69 = 32-72, 40 x 70 = 33-28, 40 x 71 = 33-68, 40 x 72 = 34-24, 40 x 73 = 34-64, 40 x 74 = 35-20, 40 x 75 = 35-60, 40 x 76 = 36-16, 40 x 77 = 36-56, 40 x 78 = 37-12, 40 x 79 = 37-52, 40 x 80 = 38-8, 40 x 81 = 38-48, 40 x 82 = 39-4, 40 x 83 = 39-44, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-39, 41 x 4 = 1-80, 41 x 5 = 2-37, 41 x 6 = 2-78, 41 x 7 = 3-35, 41 x 8 = 3-76, 41 x 9 = 4-33, 41 x 10 = 4-74, 41 x 11 = 5-31, 41 x 12 = 5-72, 41 x 13 = 6-29, 41 x 14 = 6-70, 41 x 15 = 7-27, 41 x 16 = 7-68, 41 x 17 = 8-25, 41 x 18 = 8-66, 41 x 19 = 9-23, 41 x 20 = 9-64, 41 x 21 = 10-21, 41 x 22 = 10-62, 41 x 23 = 11-19, 41 x 24 = 11-60, 41 x 25 = 12-17, 41 x 26 = 12-58, 41 x 27 = 13-15, 41 x 28 = 13-56, 41 x 29 = 14-13, 41 x 30 = 14-54, 41 x 31 = 15-11, 41 x 32 = 15-52, 41 x 33 = 16-9, 41 x 34 = 16-50, 41 x 35 = 17-7, 41 x 36 = 17-48, 41 x 37 = 18-5, 41 x 38 = 18-46, 41 x 39 = 19-3, 41 x 40 = 19-44, 41 x 41 = 20-1, 41 x 42 = 20-42, 41 x 43 = 20-83, 41 x 44 = 21-40, 41 x 45 = 21-81, 41 x 46 = 22-38, 41 x 47 = 22-79, 41 x 48 = 23-36, 41 x 49 = 23-77, 41 x 50 = 24-34, 41 x 51 = 24-75, 41 x 52 = 25-32, 41 x 53 = 25-73, 41 x 54 = 26-30, 41 x 55 = 26-71, 41 x 56 = 27-28, 41 x 57 = 27-69, 41 x 58 = 28-26, 41 x 59 = 28-67, 41 x 60 = 29-24, 41 x 61 = 29-65, 41 x 62 = 30-22, 41 x 63 = 30-63, 41 x 64 = 31-20, 41 x 65 = 31-61, 41 x 66 = 32-18, 41 x 67 = 32-59, 41 x 68 = 33-16, 41 x 69 = 33-57, 41 x 70 = 34-14, 41 x 71 = 34-55, 41 x 72 = 35-12, 41 x 73 = 35-53, 41 x 74 = 36-10, 41 x 75 = 36-51, 41 x 76 = 37-8, 41 x 77 = 37-49, 41 x 78 = 38-6, 41 x 79 = 38-47, 41 x 80 = 39-4, 41 x 81 = 39-45, 41 x 82 = 40-2, 41 x 83 = 40-43, 
42 x 1 = 0-42, 42 x 2 = 1-0, 42 x 3 = 1-42, 42 x 4 = 2-0, 42 x 5 = 2-42, 42 x 6 = 3-0, 42 x 7 = 3-42, 42 x 8 = 4-0, 42 x 9 = 4-42, 42 x 10 = 5-0, 42 x 11 = 5-42, 42 x 12 = 6-0, 42 x 13 = 6-42, 42 x 14 = 7-0, 42 x 15 = 7-42, 42 x 16 = 8-0, 42 x 17 = 8-42, 42 x 18 = 9-0, 42 x 19 = 9-42, 42 x 20 = 10-0, 42 x 21 = 10-42, 42 x 22 = 11-0, 42 x 23 = 11-42, 42 x 24 = 12-0, 42 x 25 = 12-42, 42 x 26 = 13-0, 42 x 27 = 13-42, 42 x 28 = 14-0, 42 x 29 = 14-42, 42 x 30 = 15-0, 42 x 31 = 15-42, 42 x 32 = 16-0, 42 x 33 = 16-42, 42 x 34 = 17-0, 42 x 35 = 17-42, 42 x 36 = 18-0, 42 x 37 = 18-42, 42 x 38 = 19-0, 42 x 39 = 19-42, 42 x 40 = 20-0, 42 x 41 = 20-42, 42 x 42 = 21-0, 42 x 43 = 21-42, 42 x 44 = 22-0, 42 x 45 = 22-42, 42 x 46 = 23-0, 42 x 47 = 23-42, 42 x 48 = 24-0, 42 x 49 = 24-42, 42 x 50 = 25-0, 42 x 51 = 25-42, 42 x 52 = 26-0, 42 x 53 = 26-42, 42 x 54 = 27-0, 42 x 55 = 27-42, 42 x 56 = 28-0, 42 x 57 = 28-42, 42 x 58 = 29-0, 42 x 59 = 29-42, 42 x 60 = 30-0, 42 x 61 = 30-42, 42 x 62 = 31-0, 42 x 63 = 31-42, 42 x 64 = 32-0, 42 x 65 = 32-42, 42 x 66 = 33-0, 42 x 67 = 33-42, 42 x 68 = 34-0, 42 x 69 = 34-42, 42 x 70 = 35-0, 42 x 71 = 35-42, 42 x 72 = 36-0, 42 x 73 = 36-42, 42 x 74 = 37-0, 42 x 75 = 37-42, 42 x 76 = 38-0, 42 x 77 = 38-42, 42 x 78 = 39-0, 42 x 79 = 39-42, 42 x 80 = 40-0, 42 x 81 = 40-42, 42 x 82 = 41-0, 42 x 83 = 41-42, 
43 x 1 = 0-43, 43 x 2 = 1-2, 43 x 3 = 1-45, 43 x 4 = 2-4, 43 x 5 = 2-47, 43 x 6 = 3-6, 43 x 7 = 3-49, 43 x 8 = 4-8, 43 x 9 = 4-51, 43 x 10 = 5-10, 43 x 11 = 5-53, 43 x 12 = 6-12, 43 x 13 = 6-55, 43 x 14 = 7-14, 43 x 15 = 7-57, 43 x 16 = 8-16, 43 x 17 = 8-59, 43 x 18 = 9-18, 43 x 19 = 9-61, 43 x 20 = 10-20, 43 x 21 = 10-63, 43 x 22 = 11-22, 43 x 23 = 11-65, 43 x 24 = 12-24, 43 x 25 = 12-67, 43 x 26 = 13-26, 43 x 27 = 13-69, 43 x 28 = 14-28, 43 x 29 = 14-71, 43 x 30 = 15-30, 43 x 31 = 15-73, 43 x 32 = 16-32, 43 x 33 = 16-75, 43 x 34 = 17-34, 43 x 35 = 17-77, 43 x 36 = 18-36, 43 x 37 = 18-79, 43 x 38 = 19-38, 43 x 39 = 19-81, 43 x 40 = 20-40, 43 x 41 = 20-83, 43 x 42 = 21-42, 43 x 43 = 22-1, 43 x 44 = 22-44, 43 x 45 = 23-3, 43 x 46 = 23-46, 43 x 47 = 24-5, 43 x 48 = 24-48, 43 x 49 = 25-7, 43 x 50 = 25-50, 43 x 51 = 26-9, 43 x 52 = 26-52, 43 x 53 = 27-11, 43 x 54 = 27-54, 43 x 55 = 28-13, 43 x 56 = 28-56, 43 x 57 = 29-15, 43 x 58 = 29-58, 43 x 59 = 30-17, 43 x 60 = 30-60, 43 x 61 = 31-19, 43 x 62 = 31-62, 43 x 63 = 32-21, 43 x 64 = 32-64, 43 x 65 = 33-23, 43 x 66 = 33-66, 43 x 67 = 34-25, 43 x 68 = 34-68, 43 x 69 = 35-27, 43 x 70 = 35-70, 43 x 71 = 36-29, 43 x 72 = 36-72, 43 x 73 = 37-31, 43 x 74 = 37-74, 43 x 75 = 38-33, 43 x 76 = 38-76, 43 x 77 = 39-35, 43 x 78 = 39-78, 43 x 79 = 40-37, 43 x 80 = 40-80, 43 x 81 = 41-39, 43 x 82 = 41-82, 43 x 83 = 42-41, 
44 x 1 = 0-44, 44 x 2 = 1-4, 44 x 3 = 1-48, 44 x 4 = 2-8, 44 x 5 = 2-52, 44 x 6 = 3-12, 44 x 7 = 3-56, 44 x 8 = 4-16, 44 x 9 = 4-60, 44 x 10 = 5-20, 44 x 11 = 5-64, 44 x 12 = 6-24, 44 x 13 = 6-68, 44 x 14 = 7-28, 44 x 15 = 7-72, 44 x 16 = 8-32, 44 x 17 = 8-76, 44 x 18 = 9-36, 44 x 19 = 9-80, 44 x 20 = 10-40, 44 x 21 = 11-0, 44 x 22 = 11-44, 44 x 23 = 12-4, 44 x 24 = 12-48, 44 x 25 = 13-8, 44 x 26 = 13-52, 44 x 27 = 14-12, 44 x 28 = 14-56, 44 x 29 = 15-16, 44 x 30 = 15-60, 44 x 31 = 16-20, 44 x 32 = 16-64, 44 x 33 = 17-24, 44 x 34 = 17-68, 44 x 35 = 18-28, 44 x 36 = 18-72, 44 x 37 = 19-32, 44 x 38 = 19-76, 44 x 39 = 20-36, 44 x 40 = 20-80, 44 x 41 = 21-40, 44 x 42 = 22-0, 44 x 43 = 22-44, 44 x 44 = 23-4, 44 x 45 = 23-48, 44 x 46 = 24-8, 44 x 47 = 24-52, 44 x 48 = 25-12, 44 x 49 = 25-56, 44 x 50 = 26-16, 44 x 51 = 26-60, 44 x 52 = 27-20, 44 x 53 = 27-64, 44 x 54 = 28-24, 44 x 55 = 28-68, 44 x 56 = 29-28, 44 x 57 = 29-72, 44 x 58 = 30-32, 44 x 59 = 30-76, 44 x 60 = 31-36, 44 x 61 = 31-80, 44 x 62 = 32-40, 44 x 63 = 33-0, 44 x 64 = 33-44, 44 x 65 = 34-4, 44 x 66 = 34-48, 44 x 67 = 35-8, 44 x 68 = 35-52, 44 x 69 = 36-12, 44 x 70 = 36-56, 44 x 71 = 37-16, 44 x 72 = 37-60, 44 x 73 = 38-20, 44 x 74 = 38-64, 44 x 75 = 39-24, 44 x 76 = 39-68, 44 x 77 = 40-28, 44 x 78 = 40-72, 44 x 79 = 41-32, 44 x 80 = 41-76, 44 x 81 = 42-36, 44 x 82 = 42-80, 44 x 83 = 43-40, 
45 x 1 = 0-45, 45 x 2 = 1-6, 45 x 3 = 1-51, 45 x 4 = 2-12, 45 x 5 = 2-57, 45 x 6 = 3-18, 45 x 7 = 3-63, 45 x 8 = 4-24, 45 x 9 = 4-69, 45 x 10 = 5-30, 45 x 11 = 5-75, 45 x 12 = 6-36, 45 x 13 = 6-81, 45 x 14 = 7-42, 45 x 15 = 8-3, 45 x 16 = 8-48, 45 x 17 = 9-9, 45 x 18 = 9-54, 45 x 19 = 10-15, 45 x 20 = 10-60, 45 x 21 = 11-21, 45 x 22 = 11-66, 45 x 23 = 12-27, 45 x 24 = 12-72, 45 x 25 = 13-33, 45 x 26 = 13-78, 45 x 27 = 14-39, 45 x 28 = 15-0, 45 x 29 = 15-45, 45 x 30 = 16-6, 45 x 31 = 16-51, 45 x 32 = 17-12, 45 x 33 = 17-57, 45 x 34 = 18-18, 45 x 35 = 18-63, 45 x 36 = 19-24, 45 x 37 = 19-69, 45 x 38 = 20-30, 45 x 39 = 20-75, 45 x 40 = 21-36, 45 x 41 = 21-81, 45 x 42 = 22-42, 45 x 43 = 23-3, 45 x 44 = 23-48, 45 x 45 = 24-9, 45 x 46 = 24-54, 45 x 47 = 25-15, 45 x 48 = 25-60, 45 x 49 = 26-21, 45 x 50 = 26-66, 45 x 51 = 27-27, 45 x 52 = 27-72, 45 x 53 = 28-33, 45 x 54 = 28-78, 45 x 55 = 29-39, 45 x 56 = 30-0, 45 x 57 = 30-45, 45 x 58 = 31-6, 45 x 59 = 31-51, 45 x 60 = 32-12, 45 x 61 = 32-57, 45 x 62 = 33-18, 45 x 63 = 33-63, 45 x 64 = 34-24, 45 x 65 = 34-69, 45 x 66 = 35-30, 45 x 67 = 35-75, 45 x 68 = 36-36, 45 x 69 = 36-81, 45 x 70 = 37-42, 45 x 71 = 38-3, 45 x 72 = 38-48, 45 x 73 = 39-9, 45 x 74 = 39-54, 45 x 75 = 40-15, 45 x 76 = 40-60, 45 x 77 = 41-21, 45 x 78 = 41-66, 45 x 79 = 42-27, 45 x 80 = 42-72, 45 x 81 = 43-33, 45 x 82 = 43-78, 45 x 83 = 44-39, 
46 x 1 = 0-46, 46 x 2 = 1-8, 46 x 3 = 1-54, 46 x 4 = 2-16, 46 x 5 = 2-62, 46 x 6 = 3-24, 46 x 7 = 3-70, 46 x 8 = 4-32, 46 x 9 = 4-78, 46 x 10 = 5-40, 46 x 11 = 6-2, 46 x 12 = 6-48, 46 x 13 = 7-10, 46 x 14 = 7-56, 46 x 15 = 8-18, 46 x 16 = 8-64, 46 x 17 = 9-26, 46 x 18 = 9-72, 46 x 19 = 10-34, 46 x 20 = 10-80, 46 x 21 = 11-42, 46 x 22 = 12-4, 46 x 23 = 12-50, 46 x 24 = 13-12, 46 x 25 = 13-58, 46 x 26 = 14-20, 46 x 27 = 14-66, 46 x 28 = 15-28, 46 x 29 = 15-74, 46 x 30 = 16-36, 46 x 31 = 16-82, 46 x 32 = 17-44, 46 x 33 = 18-6, 46 x 34 = 18-52, 46 x 35 = 19-14, 46 x 36 = 19-60, 46 x 37 = 20-22, 46 x 38 = 20-68, 46 x 39 = 21-30, 46 x 40 = 21-76, 46 x 41 = 22-38, 46 x 42 = 23-0, 46 x 43 = 23-46, 46 x 44 = 24-8, 46 x 45 = 24-54, 46 x 46 = 25-16, 46 x 47 = 25-62, 46 x 48 = 26-24, 46 x 49 = 26-70, 46 x 50 = 27-32, 46 x 51 = 27-78, 46 x 52 = 28-40, 46 x 53 = 29-2, 46 x 54 = 29-48, 46 x 55 = 30-10, 46 x 56 = 30-56, 46 x 57 = 31-18, 46 x 58 = 31-64, 46 x 59 = 32-26, 46 x 60 = 32-72, 46 x 61 = 33-34, 46 x 62 = 33-80, 46 x 63 = 34-42, 46 x 64 = 35-4, 46 x 65 = 35-50, 46 x 66 = 36-12, 46 x 67 = 36-58, 46 x 68 = 37-20, 46 x 69 = 37-66, 46 x 70 = 38-28, 46 x 71 = 38-74, 46 x 72 = 39-36, 46 x 73 = 39-82, 46 x 74 = 40-44, 46 x 75 = 41-6, 46 x 76 = 41-52, 46 x 77 = 42-14, 46 x 78 = 42-60, 46 x 79 = 43-22, 46 x 80 = 43-68, 46 x 81 = 44-30, 46 x 82 = 44-76, 46 x 83 = 45-38, 
