47 x 1 = 0-47, 47 x 2 = 1-34, 47 x 3 = 2-21, 47 x 4 = 3-8, 47 x 5 = 3-55, 47 x 6 = 4-42, 47 x 7 = 5-29, 47 x 8 = 6-16, 47 x 9 = 7-3, 47 x 10 = 7-50, 47 x 11 = 8-37, 47 x 12 = 9-24, 47 x 13 = 10-11, 47 x 14 = 10-58, 47 x 15 = 11-45, 47 x 16 = 12-32, 47 x 17 = 13-19, 47 x 18 = 14-6, 47 x 19 = 14-53, 47 x 20 = 15-40, 47 x 21 = 16-27, 47 x 22 = 17-14, 47 x 23 = 18-1, 47 x 24 = 18-48, 47 x 25 = 19-35, 47 x 26 = 20-22, 47 x 27 = 21-9, 47 x 28 = 21-56, 47 x 29 = 22-43, 47 x 30 = 23-30, 47 x 31 = 24-17, 47 x 32 = 25-4, 47 x 33 = 25-51, 47 x 34 = 26-38, 47 x 35 = 27-25, 47 x 36 = 28-12, 47 x 37 = 28-59, 47 x 38 = 29-46, 47 x 39 = 30-33, 47 x 40 = 31-20, 47 x 41 = 32-7, 47 x 42 = 32-54, 47 x 43 = 33-41, 47 x 44 = 34-28, 47 x 45 = 35-15, 47 x 46 = 36-2, 47 x 47 = 36-49, 47 x 48 = 37-36, 47 x 49 = 38-23, 47 x 50 = 39-10, 47 x 51 = 39-57, 47 x 52 = 40-44, 47 x 53 = 41-31, 47 x 54 = 42-18, 47 x 55 = 43-5, 47 x 56 = 43-52, 47 x 57 = 44-39, 47 x 58 = 45-26, 47 x 59 = 46-13, 
48 x 1 = 0-48, 48 x 2 = 1-36, 48 x 3 = 2-24, 48 x 4 = 3-12, 48 x 5 = 4-0, 48 x 6 = 4-48, 48 x 7 = 5-36, 48 x 8 = 6-24, 48 x 9 = 7-12, 48 x 10 = 8-0, 48 x 11 = 8-48, 48 x 12 = 9-36, 48 x 13 = 10-24, 48 x 14 = 11-12, 48 x 15 = 12-0, 48 x 16 = 12-48, 48 x 17 = 13-36, 48 x 18 = 14-24, 48 x 19 = 15-12, 48 x 20 = 16-0, 48 x 21 = 16-48, 48 x 22 = 17-36, 48 x 23 = 18-24, 48 x 24 = 19-12, 48 x 25 = 20-0, 48 x 26 = 20-48, 48 x 27 = 21-36, 48 x 28 = 22-24, 48 x 29 = 23-12, 48 x 30 = 24-0, 48 x 31 = 24-48, 48 x 32 = 25-36, 48 x 33 = 26-24, 48 x 34 = 27-12, 48 x 35 = 28-0, 48 x 36 = 28-48, 48 x 37 = 29-36, 48 x 38 = 30-24, 48 x 39 = 31-12, 48 x 40 = 32-0, 48 x 41 = 32-48, 48 x 42 = 33-36, 48 x 43 = 34-24, 48 x 44 = 35-12, 48 x 45 = 36-0, 48 x 46 = 36-48, 48 x 47 = 37-36, 48 x 48 = 38-24, 48 x 49 = 39-12, 48 x 50 = 40-0, 48 x 51 = 40-48, 48 x 52 = 41-36, 48 x 53 = 42-24, 48 x 54 = 43-12, 48 x 55 = 44-0, 48 x 56 = 44-48, 48 x 57 = 45-36, 48 x 58 = 46-24, 48 x 59 = 47-12, 
49 x 1 = 0-49, 49 x 2 = 1-38, 49 x 3 = 2-27, 49 x 4 = 3-16, 49 x 5 = 4-5, 49 x 6 = 4-54, 49 x 7 = 5-43, 49 x 8 = 6-32, 49 x 9 = 7-21, 49 x 10 = 8-10, 49 x 11 = 8-59, 49 x 12 = 9-48, 49 x 13 = 10-37, 49 x 14 = 11-26, 49 x 15 = 12-15, 49 x 16 = 13-4, 49 x 17 = 13-53, 49 x 18 = 14-42, 49 x 19 = 15-31, 49 x 20 = 16-20, 49 x 21 = 17-9, 49 x 22 = 17-58, 49 x 23 = 18-47, 49 x 24 = 19-36, 49 x 25 = 20-25, 49 x 26 = 21-14, 49 x 27 = 22-3, 49 x 28 = 22-52, 49 x 29 = 23-41, 49 x 30 = 24-30, 49 x 31 = 25-19, 49 x 32 = 26-8, 49 x 33 = 26-57, 49 x 34 = 27-46, 49 x 35 = 28-35, 49 x 36 = 29-24, 49 x 37 = 30-13, 49 x 38 = 31-2, 49 x 39 = 31-51, 49 x 40 = 32-40, 49 x 41 = 33-29, 49 x 42 = 34-18, 49 x 43 = 35-7, 49 x 44 = 35-56, 49 x 45 = 36-45, 49 x 46 = 37-34, 49 x 47 = 38-23, 49 x 48 = 39-12, 49 x 49 = 40-1, 49 x 50 = 40-50, 49 x 51 = 41-39, 49 x 52 = 42-28, 49 x 53 = 43-17, 49 x 54 = 44-6, 49 x 55 = 44-55, 49 x 56 = 45-44, 49 x 57 = 46-33, 49 x 58 = 47-22, 49 x 59 = 48-11, 
50 x 1 = 0-50, 50 x 2 = 1-40, 50 x 3 = 2-30, 50 x 4 = 3-20, 50 x 5 = 4-10, 50 x 6 = 5-0, 50 x 7 = 5-50, 50 x 8 = 6-40, 50 x 9 = 7-30, 50 x 10 = 8-20, 50 x 11 = 9-10, 50 x 12 = 10-0, 50 x 13 = 10-50, 50 x 14 = 11-40, 50 x 15 = 12-30, 50 x 16 = 13-20, 50 x 17 = 14-10, 50 x 18 = 15-0, 50 x 19 = 15-50, 50 x 20 = 16-40, 50 x 21 = 17-30, 50 x 22 = 18-20, 50 x 23 = 19-10, 50 x 24 = 20-0, 50 x 25 = 20-50, 50 x 26 = 21-40, 50 x 27 = 22-30, 50 x 28 = 23-20, 50 x 29 = 24-10, 50 x 30 = 25-0, 50 x 31 = 25-50, 50 x 32 = 26-40, 50 x 33 = 27-30, 50 x 34 = 28-20, 50 x 35 = 29-10, 50 x 36 = 30-0, 50 x 37 = 30-50, 50 x 38 = 31-40, 50 x 39 = 32-30, 50 x 40 = 33-20, 50 x 41 = 34-10, 50 x 42 = 35-0, 50 x 43 = 35-50, 50 x 44 = 36-40, 50 x 45 = 37-30, 50 x 46 = 38-20, 50 x 47 = 39-10, 50 x 48 = 40-0, 50 x 49 = 40-50, 50 x 50 = 41-40, 50 x 51 = 42-30, 50 x 52 = 43-20, 50 x 53 = 44-10, 50 x 54 = 45-0, 50 x 55 = 45-50, 50 x 56 = 46-40, 50 x 57 = 47-30, 50 x 58 = 48-20, 50 x 59 = 49-10, 
51 x 1 = 0-51, 51 x 2 = 1-42, 51 x 3 = 2-33, 51 x 4 = 3-24, 51 x 5 = 4-15, 51 x 6 = 5-6, 51 x 7 = 5-57, 51 x 8 = 6-48, 51 x 9 = 7-39, 51 x 10 = 8-30, 51 x 11 = 9-21, 51 x 12 = 10-12, 51 x 13 = 11-3, 51 x 14 = 11-54, 51 x 15 = 12-45, 51 x 16 = 13-36, 51 x 17 = 14-27, 51 x 18 = 15-18, 51 x 19 = 16-9, 51 x 20 = 17-0, 51 x 21 = 17-51, 51 x 22 = 18-42, 51 x 23 = 19-33, 51 x 24 = 20-24, 51 x 25 = 21-15, 51 x 26 = 22-6, 51 x 27 = 22-57, 51 x 28 = 23-48, 51 x 29 = 24-39, 51 x 30 = 25-30, 51 x 31 = 26-21, 51 x 32 = 27-12, 51 x 33 = 28-3, 51 x 34 = 28-54, 51 x 35 = 29-45, 51 x 36 = 30-36, 51 x 37 = 31-27, 51 x 38 = 32-18, 51 x 39 = 33-9, 51 x 40 = 34-0, 51 x 41 = 34-51, 51 x 42 = 35-42, 51 x 43 = 36-33, 51 x 44 = 37-24, 51 x 45 = 38-15, 51 x 46 = 39-6, 51 x 47 = 39-57, 51 x 48 = 40-48, 51 x 49 = 41-39, 51 x 50 = 42-30, 51 x 51 = 43-21, 51 x 52 = 44-12, 51 x 53 = 45-3, 51 x 54 = 45-54, 51 x 55 = 46-45, 51 x 56 = 47-36, 51 x 57 = 48-27, 51 x 58 = 49-18, 51 x 59 = 50-9, 
52 x 1 = 0-52, 52 x 2 = 1-44, 52 x 3 = 2-36, 52 x 4 = 3-28, 52 x 5 = 4-20, 52 x 6 = 5-12, 52 x 7 = 6-4, 52 x 8 = 6-56, 52 x 9 = 7-48, 52 x 10 = 8-40, 52 x 11 = 9-32, 52 x 12 = 10-24, 52 x 13 = 11-16, 52 x 14 = 12-8, 52 x 15 = 13-0, 52 x 16 = 13-52, 52 x 17 = 14-44, 52 x 18 = 15-36, 52 x 19 = 16-28, 52 x 20 = 17-20, 52 x 21 = 18-12, 52 x 22 = 19-4, 52 x 23 = 19-56, 52 x 24 = 20-48, 52 x 25 = 21-40, 52 x 26 = 22-32, 52 x 27 = 23-24, 52 x 28 = 24-16, 52 x 29 = 25-8, 52 x 30 = 26-0, 52 x 31 = 26-52, 52 x 32 = 27-44, 52 x 33 = 28-36, 52 x 34 = 29-28, 52 x 35 = 30-20, 52 x 36 = 31-12, 52 x 37 = 32-4, 52 x 38 = 32-56, 52 x 39 = 33-48, 52 x 40 = 34-40, 52 x 41 = 35-32, 52 x 42 = 36-24, 52 x 43 = 37-16, 52 x 44 = 38-8, 52 x 45 = 39-0, 52 x 46 = 39-52, 52 x 47 = 40-44, 52 x 48 = 41-36, 52 x 49 = 42-28, 52 x 50 = 43-20, 52 x 51 = 44-12, 52 x 52 = 45-4, 52 x 53 = 45-56, 52 x 54 = 46-48, 52 x 55 = 47-40, 52 x 56 = 48-32, 52 x 57 = 49-24, 52 x 58 = 50-16, 52 x 59 = 51-8, 
53 x 1 = 0-53, 53 x 2 = 1-46, 53 x 3 = 2-39, 53 x 4 = 3-32, 53 x 5 = 4-25, 53 x 6 = 5-18, 53 x 7 = 6-11, 53 x 8 = 7-4, 53 x 9 = 7-57, 53 x 10 = 8-50, 53 x 11 = 9-43, 53 x 12 = 10-36, 53 x 13 = 11-29, 53 x 14 = 12-22, 53 x 15 = 13-15, 53 x 16 = 14-8, 53 x 17 = 15-1, 53 x 18 = 15-54, 53 x 19 = 16-47, 53 x 20 = 17-40, 53 x 21 = 18-33, 53 x 22 = 19-26, 53 x 23 = 20-19, 53 x 24 = 21-12, 53 x 25 = 22-5, 53 x 26 = 22-58, 53 x 27 = 23-51, 53 x 28 = 24-44, 53 x 29 = 25-37, 53 x 30 = 26-30, 53 x 31 = 27-23, 53 x 32 = 28-16, 53 x 33 = 29-9, 53 x 34 = 30-2, 53 x 35 = 30-55, 53 x 36 = 31-48, 53 x 37 = 32-41, 53 x 38 = 33-34, 53 x 39 = 34-27, 53 x 40 = 35-20, 53 x 41 = 36-13, 53 x 42 = 37-6, 53 x 43 = 37-59, 53 x 44 = 38-52, 53 x 45 = 39-45, 53 x 46 = 40-38, 53 x 47 = 41-31, 53 x 48 = 42-24, 53 x 49 = 43-17, 53 x 50 = 44-10, 53 x 51 = 45-3, 53 x 52 = 45-56, 53 x 53 = 46-49, 53 x 54 = 47-42, 53 x 55 = 48-35, 53 x 56 = 49-28, 53 x 57 = 50-21, 53 x 58 = 51-14, 53 x 59 = 52-7, 
54 x 1 = 0-54, 54 x 2 = 1-48, 54 x 3 = 2-42, 54 x 4 = 3-36, 54 x 5 = 4-30, 54 x 6 = 5-24, 54 x 7 = 6-18, 54 x 8 = 7-12, 54 x 9 = 8-6, 54 x 10 = 9-0, 54 x 11 = 9-54, 54 x 12 = 10-48, 54 x 13 = 11-42, 54 x 14 = 12-36, 54 x 15 = 13-30, 54 x 16 = 14-24, 54 x 17 = 15-18, 54 x 18 = 16-12, 54 x 19 = 17-6, 54 x 20 = 18-0, 54 x 21 = 18-54, 54 x 22 = 19-48, 54 x 23 = 20-42, 54 x 24 = 21-36, 54 x 25 = 22-30, 54 x 26 = 23-24, 54 x 27 = 24-18, 54 x 28 = 25-12, 54 x 29 = 26-6, 54 x 30 = 27-0, 54 x 31 = 27-54, 54 x 32 = 28-48, 54 x 33 = 29-42, 54 x 34 = 30-36, 54 x 35 = 31-30, 54 x 36 = 32-24, 54 x 37 = 33-18, 54 x 38 = 34-12, 54 x 39 = 35-6, 54 x 40 = 36-0, 54 x 41 = 36-54, 54 x 42 = 37-48, 54 x 43 = 38-42, 54 x 44 = 39-36, 54 x 45 = 40-30, 54 x 46 = 41-24, 54 x 47 = 42-18, 54 x 48 = 43-12, 54 x 49 = 44-6, 54 x 50 = 45-0, 54 x 51 = 45-54, 54 x 52 = 46-48, 54 x 53 = 47-42, 54 x 54 = 48-36, 54 x 55 = 49-30, 54 x 56 = 50-24, 54 x 57 = 51-18, 54 x 58 = 52-12, 54 x 59 = 53-6, 
55 x 1 = 0-55, 55 x 2 = 1-50, 55 x 3 = 2-45, 55 x 4 = 3-40, 55 x 5 = 4-35, 55 x 6 = 5-30, 55 x 7 = 6-25, 55 x 8 = 7-20, 55 x 9 = 8-15, 55 x 10 = 9-10, 55 x 11 = 10-5, 55 x 12 = 11-0, 55 x 13 = 11-55, 55 x 14 = 12-50, 55 x 15 = 13-45, 55 x 16 = 14-40, 55 x 17 = 15-35, 55 x 18 = 16-30, 55 x 19 = 17-25, 55 x 20 = 18-20, 55 x 21 = 19-15, 55 x 22 = 20-10, 55 x 23 = 21-5, 55 x 24 = 22-0, 55 x 25 = 22-55, 55 x 26 = 23-50, 55 x 27 = 24-45, 55 x 28 = 25-40, 55 x 29 = 26-35, 55 x 30 = 27-30, 55 x 31 = 28-25, 55 x 32 = 29-20, 55 x 33 = 30-15, 55 x 34 = 31-10, 55 x 35 = 32-5, 55 x 36 = 33-0, 55 x 37 = 33-55, 55 x 38 = 34-50, 55 x 39 = 35-45, 55 x 40 = 36-40, 55 x 41 = 37-35, 55 x 42 = 38-30, 55 x 43 = 39-25, 55 x 44 = 40-20, 55 x 45 = 41-15, 55 x 46 = 42-10, 55 x 47 = 43-5, 55 x 48 = 44-0, 55 x 49 = 44-55, 55 x 50 = 45-50, 55 x 51 = 46-45, 55 x 52 = 47-40, 55 x 53 = 48-35, 55 x 54 = 49-30, 55 x 55 = 50-25, 55 x 56 = 51-20, 55 x 57 = 52-15, 55 x 58 = 53-10, 55 x 59 = 54-5, 
56 x 1 = 0-56, 56 x 2 = 1-52, 56 x 3 = 2-48, 56 x 4 = 3-44, 56 x 5 = 4-40, 56 x 6 = 5-36, 56 x 7 = 6-32, 56 x 8 = 7-28, 56 x 9 = 8-24, 56 x 10 = 9-20, 56 x 11 = 10-16, 56 x 12 = 11-12, 56 x 13 = 12-8, 56 x 14 = 13-4, 56 x 15 = 14-0, 56 x 16 = 14-56, 56 x 17 = 15-52, 56 x 18 = 16-48, 56 x 19 = 17-44, 56 x 20 = 18-40, 56 x 21 = 19-36, 56 x 22 = 20-32, 56 x 23 = 21-28, 56 x 24 = 22-24, 56 x 25 = 23-20, 56 x 26 = 24-16, 56 x 27 = 25-12, 56 x 28 = 26-8, 56 x 29 = 27-4, 56 x 30 = 28-0, 56 x 31 = 28-56, 56 x 32 = 29-52, 56 x 33 = 30-48, 56 x 34 = 31-44, 56 x 35 = 32-40, 56 x 36 = 33-36, 56 x 37 = 34-32, 56 x 38 = 35-28, 56 x 39 = 36-24, 56 x 40 = 37-20, 56 x 41 = 38-16, 56 x 42 = 39-12, 56 x 43 = 40-8, 56 x 44 = 41-4, 56 x 45 = 42-0, 56 x 46 = 42-56, 56 x 47 = 43-52, 56 x 48 = 44-48, 56 x 49 = 45-44, 56 x 50 = 46-40, 56 x 51 = 47-36, 56 x 52 = 48-32, 56 x 53 = 49-28, 56 x 54 = 50-24, 56 x 55 = 51-20, 56 x 56 = 52-16, 56 x 57 = 53-12, 56 x 58 = 54-8, 56 x 59 = 55-4, 
57 x 1 = 0-57, 57 x 2 = 1-54, 57 x 3 = 2-51, 57 x 4 = 3-48, 57 x 5 = 4-45, 57 x 6 = 5-42, 57 x 7 = 6-39, 57 x 8 = 7-36, 57 x 9 = 8-33, 57 x 10 = 9-30, 57 x 11 = 10-27, 57 x 12 = 11-24, 57 x 13 = 12-21, 57 x 14 = 13-18, 57 x 15 = 14-15, 57 x 16 = 15-12, 57 x 17 = 16-9, 57 x 18 = 17-6, 57 x 19 = 18-3, 57 x 20 = 19-0, 57 x 21 = 19-57, 57 x 22 = 20-54, 57 x 23 = 21-51, 57 x 24 = 22-48, 57 x 25 = 23-45, 57 x 26 = 24-42, 57 x 27 = 25-39, 57 x 28 = 26-36, 57 x 29 = 27-33, 57 x 30 = 28-30, 57 x 31 = 29-27, 57 x 32 = 30-24, 57 x 33 = 31-21, 57 x 34 = 32-18, 57 x 35 = 33-15, 57 x 36 = 34-12, 57 x 37 = 35-9, 57 x 38 = 36-6, 57 x 39 = 37-3, 57 x 40 = 38-0, 57 x 41 = 38-57, 57 x 42 = 39-54, 57 x 43 = 40-51, 57 x 44 = 41-48, 57 x 45 = 42-45, 57 x 46 = 43-42, 57 x 47 = 44-39, 57 x 48 = 45-36, 57 x 49 = 46-33, 57 x 50 = 47-30, 57 x 51 = 48-27, 57 x 52 = 49-24, 57 x 53 = 50-21, 57 x 54 = 51-18, 57 x 55 = 52-15, 57 x 56 = 53-12, 57 x 57 = 54-9, 57 x 58 = 55-6, 57 x 59 = 56-3, 
58 x 1 = 0-58, 58 x 2 = 1-56, 58 x 3 = 2-54, 58 x 4 = 3-52, 58 x 5 = 4-50, 58 x 6 = 5-48, 58 x 7 = 6-46, 58 x 8 = 7-44, 58 x 9 = 8-42, 58 x 10 = 9-40, 58 x 11 = 10-38, 58 x 12 = 11-36, 58 x 13 = 12-34, 58 x 14 = 13-32, 58 x 15 = 14-30, 58 x 16 = 15-28, 58 x 17 = 16-26, 58 x 18 = 17-24, 58 x 19 = 18-22, 58 x 20 = 19-20, 58 x 21 = 20-18, 58 x 22 = 21-16, 58 x 23 = 22-14, 58 x 24 = 23-12, 58 x 25 = 24-10, 58 x 26 = 25-8, 58 x 27 = 26-6, 58 x 28 = 27-4, 58 x 29 = 28-2, 58 x 30 = 29-0, 58 x 31 = 29-58, 58 x 32 = 30-56, 58 x 33 = 31-54, 58 x 34 = 32-52, 58 x 35 = 33-50, 58 x 36 = 34-48, 58 x 37 = 35-46, 58 x 38 = 36-44, 58 x 39 = 37-42, 58 x 40 = 38-40, 58 x 41 = 39-38, 58 x 42 = 40-36, 58 x 43 = 41-34, 58 x 44 = 42-32, 58 x 45 = 43-30, 58 x 46 = 44-28, 58 x 47 = 45-26, 58 x 48 = 46-24, 58 x 49 = 47-22, 58 x 50 = 48-20, 58 x 51 = 49-18, 58 x 52 = 50-16, 58 x 53 = 51-14, 58 x 54 = 52-12, 58 x 55 = 53-10, 58 x 56 = 54-8, 58 x 57 = 55-6, 58 x 58 = 56-4, 58 x 59 = 57-2, 
59 x 1 = 0-59, 59 x 2 = 1-58, 59 x 3 = 2-57, 59 x 4 = 3-56, 59 x 5 = 4-55, 59 x 6 = 5-54, 59 x 7 = 6-53, 59 x 8 = 7-52, 59 x 9 = 8-51, 59 x 10 = 9-50, 59 x 11 = 10-49, 59 x 12 = 11-48, 59 x 13 = 12-47, 59 x 14 = 13-46, 59 x 15 = 14-45, 59 x 16 = 15-44, 59 x 17 = 16-43, 59 x 18 = 17-42, 59 x 19 = 18-41, 59 x 20 = 19-40, 59 x 21 = 20-39, 59 x 22 = 21-38, 59 x 23 = 22-37, 59 x 24 = 23-36, 59 x 25 = 24-35, 59 x 26 = 25-34, 59 x 27 = 26-33, 59 x 28 = 27-32, 59 x 29 = 28-31, 59 x 30 = 29-30, 59 x 31 = 30-29, 59 x 32 = 31-28, 59 x 33 = 32-27, 59 x 34 = 33-26, 59 x 35 = 34-25, 59 x 36 = 35-24, 59 x 37 = 36-23, 59 x 38 = 37-22, 59 x 39 = 38-21, 59 x 40 = 39-20, 59 x 41 = 40-19, 59 x 42 = 41-18, 59 x 43 = 42-17, 59 x 44 = 43-16, 59 x 45 = 44-15, 59 x 46 = 45-14, 59 x 47 = 46-13, 59 x 48 = 47-12, 59 x 49 = 48-11, 59 x 50 = 49-10, 59 x 51 = 50-9, 59 x 52 = 51-8, 59 x 53 = 52-7, 59 x 54 = 53-6, 59 x 55 = 54-5, 59 x 56 = 55-4, 59 x 57 = 56-3, 59 x 58 = 57-2, 59 x 59 = 58-1, 
