0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-18, 0-25 x 0-4 = 1-43, 0-25 x 0-5 = 2-11, 0-25 x 0-6 = 2-36, 0-25 x 0-7 = 3-4, 0-25 x 0-8 = 3-29, 0-25 x 0-9 = 3-54, 0-25 x 0-10 = 4-22, 0-25 x 0-11 = 4-47, 0-25 x 0-12 = 5-15, 0-25 x 0-13 = 5-40, 0-25 x 0-14 = 6-8, 0-25 x 0-15 = 6-33, 0-25 x 0-16 = 7-1, 0-25 x 0-17 = 7-26, 0-25 x 0-18 = 7-51, 0-25 x 0-19 = 8-19, 0-25 x 0-20 = 8-44, 0-25 x 0-21 = 9-12, 0-25 x 0-22 = 9-37, 0-25 x 0-23 = 10-5, 0-25 x 0-24 = 10-30, 0-25 x 0-25 = 10-55, 0-25 x 0-26 = 11-23, 0-25 x 0-27 = 11-48, 0-25 x 0-28 = 12-16, 0-25 x 0-29 = 12-41, 0-25 x 0-30 = 13-9, 0-25 x 0-31 = 13-34, 0-25 x 0-32 = 14-2, 0-25 x 0-33 = 14-27, 0-25 x 0-34 = 14-52, 0-25 x 0-35 = 15-20, 0-25 x 0-36 = 15-45, 0-25 x 0-37 = 16-13, 0-25 x 0-38 = 16-38, 0-25 x 0-39 = 17-6, 0-25 x 0-40 = 17-31, 0-25 x 0-41 = 17-56, 0-25 x 0-42 = 18-24, 0-25 x 0-43 = 18-49, 0-25 x 0-44 = 19-17, 0-25 x 0-45 = 19-42, 0-25 x 0-46 = 20-10, 0-25 x 0-47 = 20-35, 0-25 x 0-48 = 21-3, 0-25 x 0-49 = 21-28, 0-25 x 0-50 = 21-53, 0-25 x 0-51 = 22-21, 0-25 x 0-52 = 22-46, 0-25 x 0-53 = 23-14, 0-25 x 0-54 = 23-39, 0-25 x 0-55 = 24-7, 0-25 x 0-56 = 24-32, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-21, 0-26 x 0-4 = 1-47, 0-26 x 0-5 = 2-16, 0-26 x 0-6 = 2-42, 0-26 x 0-7 = 3-11, 0-26 x 0-8 = 3-37, 0-26 x 0-9 = 4-6, 0-26 x 0-10 = 4-32, 0-26 x 0-11 = 5-1, 0-26 x 0-12 = 5-27, 0-26 x 0-13 = 5-53, 0-26 x 0-14 = 6-22, 0-26 x 0-15 = 6-48, 0-26 x 0-16 = 7-17, 0-26 x 0-17 = 7-43, 0-26 x 0-18 = 8-12, 0-26 x 0-19 = 8-38, 0-26 x 0-20 = 9-7, 0-26 x 0-21 = 9-33, 0-26 x 0-22 = 10-2, 0-26 x 0-23 = 10-28, 0-26 x 0-24 = 10-54, 0-26 x 0-25 = 11-23, 0-26 x 0-26 = 11-49, 0-26 x 0-27 = 12-18, 0-26 x 0-28 = 12-44, 0-26 x 0-29 = 13-13, 0-26 x 0-30 = 13-39, 0-26 x 0-31 = 14-8, 0-26 x 0-32 = 14-34, 0-26 x 0-33 = 15-3, 0-26 x 0-34 = 15-29, 0-26 x 0-35 = 15-55, 0-26 x 0-36 = 16-24, 0-26 x 0-37 = 16-50, 0-26 x 0-38 = 17-19, 0-26 x 0-39 = 17-45, 0-26 x 0-40 = 18-14, 0-26 x 0-41 = 18-40, 0-26 x 0-42 = 19-9, 0-26 x 0-43 = 19-35, 0-26 x 0-44 = 20-4, 0-26 x 0-45 = 20-30, 0-26 x 0-46 = 20-56, 0-26 x 0-47 = 21-25, 0-26 x 0-48 = 21-51, 0-26 x 0-49 = 22-20, 0-26 x 0-50 = 22-46, 0-26 x 0-51 = 23-15, 0-26 x 0-52 = 23-41, 0-26 x 0-53 = 24-10, 0-26 x 0-54 = 24-36, 0-26 x 0-55 = 25-5, 0-26 x 0-56 = 25-31, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-24, 0-27 x 0-4 = 1-51, 0-27 x 0-5 = 2-21, 0-27 x 0-6 = 2-48, 0-27 x 0-7 = 3-18, 0-27 x 0-8 = 3-45, 0-27 x 0-9 = 4-15, 0-27 x 0-10 = 4-42, 0-27 x 0-11 = 5-12, 0-27 x 0-12 = 5-39, 0-27 x 0-13 = 6-9, 0-27 x 0-14 = 6-36, 0-27 x 0-15 = 7-6, 0-27 x 0-16 = 7-33, 0-27 x 0-17 = 8-3, 0-27 x 0-18 = 8-30, 0-27 x 0-19 = 9-0, 0-27 x 0-20 = 9-27, 0-27 x 0-21 = 9-54, 0-27 x 0-22 = 10-24, 0-27 x 0-23 = 10-51, 0-27 x 0-24 = 11-21, 0-27 x 0-25 = 11-48, 0-27 x 0-26 = 12-18, 0-27 x 0-27 = 12-45, 0-27 x 0-28 = 13-15, 0-27 x 0-29 = 13-42, 0-27 x 0-30 = 14-12, 0-27 x 0-31 = 14-39, 0-27 x 0-32 = 15-9, 0-27 x 0-33 = 15-36, 0-27 x 0-34 = 16-6, 0-27 x 0-35 = 16-33, 0-27 x 0-36 = 17-3, 0-27 x 0-37 = 17-30, 0-27 x 0-38 = 18-0, 0-27 x 0-39 = 18-27, 0-27 x 0-40 = 18-54, 0-27 x 0-41 = 19-24, 0-27 x 0-42 = 19-51, 0-27 x 0-43 = 20-21, 0-27 x 0-44 = 20-48, 0-27 x 0-45 = 21-18, 0-27 x 0-46 = 21-45, 0-27 x 0-47 = 22-15, 0-27 x 0-48 = 22-42, 0-27 x 0-49 = 23-12, 0-27 x 0-50 = 23-39, 0-27 x 0-51 = 24-9, 0-27 x 0-52 = 24-36, 0-27 x 0-53 = 25-6, 0-27 x 0-54 = 25-33, 0-27 x 0-55 = 26-3, 0-27 x 0-56 = 26-30, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-27, 0-28 x 0-4 = 1-55, 0-28 x 0-5 = 2-26, 0-28 x 0-6 = 2-54, 0-28 x 0-7 = 3-25, 0-28 x 0-8 = 3-53, 0-28 x 0-9 = 4-24, 0-28 x 0-10 = 4-52, 0-28 x 0-11 = 5-23, 0-28 x 0-12 = 5-51, 0-28 x 0-13 = 6-22, 0-28 x 0-14 = 6-50, 0-28 x 0-15 = 7-21, 0-28 x 0-16 = 7-49, 0-28 x 0-17 = 8-20, 0-28 x 0-18 = 8-48, 0-28 x 0-19 = 9-19, 0-28 x 0-20 = 9-47, 0-28 x 0-21 = 10-18, 0-28 x 0-22 = 10-46, 0-28 x 0-23 = 11-17, 0-28 x 0-24 = 11-45, 0-28 x 0-25 = 12-16, 0-28 x 0-26 = 12-44, 0-28 x 0-27 = 13-15, 0-28 x 0-28 = 13-43, 0-28 x 0-29 = 14-14, 0-28 x 0-30 = 14-42, 0-28 x 0-31 = 15-13, 0-28 x 0-32 = 15-41, 0-28 x 0-33 = 16-12, 0-28 x 0-34 = 16-40, 0-28 x 0-35 = 17-11, 0-28 x 0-36 = 17-39, 0-28 x 0-37 = 18-10, 0-28 x 0-38 = 18-38, 0-28 x 0-39 = 19-9, 0-28 x 0-40 = 19-37, 0-28 x 0-41 = 20-8, 0-28 x 0-42 = 20-36, 0-28 x 0-43 = 21-7, 0-28 x 0-44 = 21-35, 0-28 x 0-45 = 22-6, 0-28 x 0-46 = 22-34, 0-28 x 0-47 = 23-5, 0-28 x 0-48 = 23-33, 0-28 x 0-49 = 24-4, 0-28 x 0-50 = 24-32, 0-28 x 0-51 = 25-3, 0-28 x 0-52 = 25-31, 0-28 x 0-53 = 26-2, 0-28 x 0-54 = 26-30, 0-28 x 0-55 = 27-1, 0-28 x 0-56 = 27-29, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-1, 0-29 x 0-3 = 1-30, 0-29 x 0-4 = 2-2, 0-29 x 0-5 = 2-31, 0-29 x 0-6 = 3-3, 0-29 x 0-7 = 3-32, 0-29 x 0-8 = 4-4, 0-29 x 0-9 = 4-33, 0-29 x 0-10 = 5-5, 0-29 x 0-11 = 5-34, 0-29 x 0-12 = 6-6, 0-29 x 0-13 = 6-35, 0-29 x 0-14 = 7-7, 0-29 x 0-15 = 7-36, 0-29 x 0-16 = 8-8, 0-29 x 0-17 = 8-37, 0-29 x 0-18 = 9-9, 0-29 x 0-19 = 9-38, 0-29 x 0-20 = 10-10, 0-29 x 0-21 = 10-39, 0-29 x 0-22 = 11-11, 0-29 x 0-23 = 11-40, 0-29 x 0-24 = 12-12, 0-29 x 0-25 = 12-41, 0-29 x 0-26 = 13-13, 0-29 x 0-27 = 13-42, 0-29 x 0-28 = 14-14, 0-29 x 0-29 = 14-43, 0-29 x 0-30 = 15-15, 0-29 x 0-31 = 15-44, 0-29 x 0-32 = 16-16, 0-29 x 0-33 = 16-45, 0-29 x 0-34 = 17-17, 0-29 x 0-35 = 17-46, 0-29 x 0-36 = 18-18, 0-29 x 0-37 = 18-47, 0-29 x 0-38 = 19-19, 0-29 x 0-39 = 19-48, 0-29 x 0-40 = 20-20, 0-29 x 0-41 = 20-49, 0-29 x 0-42 = 21-21, 0-29 x 0-43 = 21-50, 0-29 x 0-44 = 22-22, 0-29 x 0-45 = 22-51, 0-29 x 0-46 = 23-23, 0-29 x 0-47 = 23-52, 0-29 x 0-48 = 24-24, 0-29 x 0-49 = 24-53, 0-29 x 0-50 = 25-25, 0-29 x 0-51 = 25-54, 0-29 x 0-52 = 26-26, 0-29 x 0-53 = 26-55, 0-29 x 0-54 = 27-27, 0-29 x 0-55 = 27-56, 0-29 x 0-56 = 28-28, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-3, 0-30 x 0-3 = 1-33, 0-30 x 0-4 = 2-6, 0-30 x 0-5 = 2-36, 0-30 x 0-6 = 3-9, 0-30 x 0-7 = 3-39, 0-30 x 0-8 = 4-12, 0-30 x 0-9 = 4-42, 0-30 x 0-10 = 5-15, 0-30 x 0-11 = 5-45, 0-30 x 0-12 = 6-18, 0-30 x 0-13 = 6-48, 0-30 x 0-14 = 7-21, 0-30 x 0-15 = 7-51, 0-30 x 0-16 = 8-24, 0-30 x 0-17 = 8-54, 0-30 x 0-18 = 9-27, 0-30 x 0-19 = 10-0, 0-30 x 0-20 = 10-30, 0-30 x 0-21 = 11-3, 0-30 x 0-22 = 11-33, 0-30 x 0-23 = 12-6, 0-30 x 0-24 = 12-36, 0-30 x 0-25 = 13-9, 0-30 x 0-26 = 13-39, 0-30 x 0-27 = 14-12, 0-30 x 0-28 = 14-42, 0-30 x 0-29 = 15-15, 0-30 x 0-30 = 15-45, 0-30 x 0-31 = 16-18, 0-30 x 0-32 = 16-48, 0-30 x 0-33 = 17-21, 0-30 x 0-34 = 17-51, 0-30 x 0-35 = 18-24, 0-30 x 0-36 = 18-54, 0-30 x 0-37 = 19-27, 0-30 x 0-38 = 20-0, 0-30 x 0-39 = 20-30, 0-30 x 0-40 = 21-3, 0-30 x 0-41 = 21-33, 0-30 x 0-42 = 22-6, 0-30 x 0-43 = 22-36, 0-30 x 0-44 = 23-9, 0-30 x 0-45 = 23-39, 0-30 x 0-46 = 24-12, 0-30 x 0-47 = 24-42, 0-30 x 0-48 = 25-15, 0-30 x 0-49 = 25-45, 0-30 x 0-50 = 26-18, 0-30 x 0-51 = 26-48, 0-30 x 0-52 = 27-21, 0-30 x 0-53 = 27-51, 0-30 x 0-54 = 28-24, 0-30 x 0-55 = 28-54, 0-30 x 0-56 = 29-27, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-5, 0-31 x 0-3 = 1-36, 0-31 x 0-4 = 2-10, 0-31 x 0-5 = 2-41, 0-31 x 0-6 = 3-15, 0-31 x 0-7 = 3-46, 0-31 x 0-8 = 4-20, 0-31 x 0-9 = 4-51, 0-31 x 0-10 = 5-25, 0-31 x 0-11 = 5-56, 0-31 x 0-12 = 6-30, 0-31 x 0-13 = 7-4, 0-31 x 0-14 = 7-35, 0-31 x 0-15 = 8-9, 0-31 x 0-16 = 8-40, 0-31 x 0-17 = 9-14, 0-31 x 0-18 = 9-45, 0-31 x 0-19 = 10-19, 0-31 x 0-20 = 10-50, 0-31 x 0-21 = 11-24, 0-31 x 0-22 = 11-55, 0-31 x 0-23 = 12-29, 0-31 x 0-24 = 13-3, 0-31 x 0-25 = 13-34, 0-31 x 0-26 = 14-8, 0-31 x 0-27 = 14-39, 0-31 x 0-28 = 15-13, 0-31 x 0-29 = 15-44, 0-31 x 0-30 = 16-18, 0-31 x 0-31 = 16-49, 0-31 x 0-32 = 17-23, 0-31 x 0-33 = 17-54, 0-31 x 0-34 = 18-28, 0-31 x 0-35 = 19-2, 0-31 x 0-36 = 19-33, 0-31 x 0-37 = 20-7, 0-31 x 0-38 = 20-38, 0-31 x 0-39 = 21-12, 0-31 x 0-40 = 21-43, 0-31 x 0-41 = 22-17, 0-31 x 0-42 = 22-48, 0-31 x 0-43 = 23-22, 0-31 x 0-44 = 23-53, 0-31 x 0-45 = 24-27, 0-31 x 0-46 = 25-1, 0-31 x 0-47 = 25-32, 0-31 x 0-48 = 26-6, 0-31 x 0-49 = 26-37, 0-31 x 0-50 = 27-11, 0-31 x 0-51 = 27-42, 0-31 x 0-52 = 28-16, 0-31 x 0-53 = 28-47, 0-31 x 0-54 = 29-21, 0-31 x 0-55 = 29-52, 0-31 x 0-56 = 30-26, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-7, 0-32 x 0-3 = 1-39, 0-32 x 0-4 = 2-14, 0-32 x 0-5 = 2-46, 0-32 x 0-6 = 3-21, 0-32 x 0-7 = 3-53, 0-32 x 0-8 = 4-28, 0-32 x 0-9 = 5-3, 0-32 x 0-10 = 5-35, 0-32 x 0-11 = 6-10, 0-32 x 0-12 = 6-42, 0-32 x 0-13 = 7-17, 0-32 x 0-14 = 7-49, 0-32 x 0-15 = 8-24, 0-32 x 0-16 = 8-56, 0-32 x 0-17 = 9-31, 0-32 x 0-18 = 10-6, 0-32 x 0-19 = 10-38, 0-32 x 0-20 = 11-13, 0-32 x 0-21 = 11-45, 0-32 x 0-22 = 12-20, 0-32 x 0-23 = 12-52, 0-32 x 0-24 = 13-27, 0-32 x 0-25 = 14-2, 0-32 x 0-26 = 14-34, 0-32 x 0-27 = 15-9, 0-32 x 0-28 = 15-41, 0-32 x 0-29 = 16-16, 0-32 x 0-30 = 16-48, 0-32 x 0-31 = 17-23, 0-32 x 0-32 = 17-55, 0-32 x 0-33 = 18-30, 0-32 x 0-34 = 19-5, 0-32 x 0-35 = 19-37, 0-32 x 0-36 = 20-12, 0-32 x 0-37 = 20-44, 0-32 x 0-38 = 21-19, 0-32 x 0-39 = 21-51, 0-32 x 0-40 = 22-26, 0-32 x 0-41 = 23-1, 0-32 x 0-42 = 23-33, 0-32 x 0-43 = 24-8, 0-32 x 0-44 = 24-40, 0-32 x 0-45 = 25-15, 0-32 x 0-46 = 25-47, 0-32 x 0-47 = 26-22, 0-32 x 0-48 = 26-54, 0-32 x 0-49 = 27-29, 0-32 x 0-50 = 28-4, 0-32 x 0-51 = 28-36, 0-32 x 0-52 = 29-11, 0-32 x 0-53 = 29-43, 0-32 x 0-54 = 30-18, 0-32 x 0-55 = 30-50, 0-32 x 0-56 = 31-25, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-9, 0-33 x 0-3 = 1-42, 0-33 x 0-4 = 2-18, 0-33 x 0-5 = 2-51, 0-33 x 0-6 = 3-27, 0-33 x 0-7 = 4-3, 0-33 x 0-8 = 4-36, 0-33 x 0-9 = 5-12, 0-33 x 0-10 = 5-45, 0-33 x 0-11 = 6-21, 0-33 x 0-12 = 6-54, 0-33 x 0-13 = 7-30, 0-33 x 0-14 = 8-6, 0-33 x 0-15 = 8-39, 0-33 x 0-16 = 9-15, 0-33 x 0-17 = 9-48, 0-33 x 0-18 = 10-24, 0-33 x 0-19 = 11-0, 0-33 x 0-20 = 11-33, 0-33 x 0-21 = 12-9, 0-33 x 0-22 = 12-42, 0-33 x 0-23 = 13-18, 0-33 x 0-24 = 13-51, 0-33 x 0-25 = 14-27, 0-33 x 0-26 = 15-3, 0-33 x 0-27 = 15-36, 0-33 x 0-28 = 16-12, 0-33 x 0-29 = 16-45, 0-33 x 0-30 = 17-21, 0-33 x 0-31 = 17-54, 0-33 x 0-32 = 18-30, 0-33 x 0-33 = 19-6, 0-33 x 0-34 = 19-39, 0-33 x 0-35 = 20-15, 0-33 x 0-36 = 20-48, 0-33 x 0-37 = 21-24, 0-33 x 0-38 = 22-0, 0-33 x 0-39 = 22-33, 0-33 x 0-40 = 23-9, 0-33 x 0-41 = 23-42, 0-33 x 0-42 = 24-18, 0-33 x 0-43 = 24-51, 0-33 x 0-44 = 25-27, 0-33 x 0-45 = 26-3, 0-33 x 0-46 = 26-36, 0-33 x 0-47 = 27-12, 0-33 x 0-48 = 27-45, 0-33 x 0-49 = 28-21, 0-33 x 0-50 = 28-54, 0-33 x 0-51 = 29-30, 0-33 x 0-52 = 30-6, 0-33 x 0-53 = 30-39, 0-33 x 0-54 = 31-15, 0-33 x 0-55 = 31-48, 0-33 x 0-56 = 32-24, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-11, 0-34 x 0-3 = 1-45, 0-34 x 0-4 = 2-22, 0-34 x 0-5 = 2-56, 0-34 x 0-6 = 3-33, 0-34 x 0-7 = 4-10, 0-34 x 0-8 = 4-44, 0-34 x 0-9 = 5-21, 0-34 x 0-10 = 5-55, 0-34 x 0-11 = 6-32, 0-34 x 0-12 = 7-9, 0-34 x 0-13 = 7-43, 0-34 x 0-14 = 8-20, 0-34 x 0-15 = 8-54, 0-34 x 0-16 = 9-31, 0-34 x 0-17 = 10-8, 0-34 x 0-18 = 10-42, 0-34 x 0-19 = 11-19, 0-34 x 0-20 = 11-53, 0-34 x 0-21 = 12-30, 0-34 x 0-22 = 13-7, 0-34 x 0-23 = 13-41, 0-34 x 0-24 = 14-18, 0-34 x 0-25 = 14-52, 0-34 x 0-26 = 15-29, 0-34 x 0-27 = 16-6, 0-34 x 0-28 = 16-40, 0-34 x 0-29 = 17-17, 0-34 x 0-30 = 17-51, 0-34 x 0-31 = 18-28, 0-34 x 0-32 = 19-5, 0-34 x 0-33 = 19-39, 0-34 x 0-34 = 20-16, 0-34 x 0-35 = 20-50, 0-34 x 0-36 = 21-27, 0-34 x 0-37 = 22-4, 0-34 x 0-38 = 22-38, 0-34 x 0-39 = 23-15, 0-34 x 0-40 = 23-49, 0-34 x 0-41 = 24-26, 0-34 x 0-42 = 25-3, 0-34 x 0-43 = 25-37, 0-34 x 0-44 = 26-14, 0-34 x 0-45 = 26-48, 0-34 x 0-46 = 27-25, 0-34 x 0-47 = 28-2, 0-34 x 0-48 = 28-36, 0-34 x 0-49 = 29-13, 0-34 x 0-50 = 29-47, 0-34 x 0-51 = 30-24, 0-34 x 0-52 = 31-1, 0-34 x 0-53 = 31-35, 0-34 x 0-54 = 32-12, 0-34 x 0-55 = 32-46, 0-34 x 0-56 = 33-23, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-13, 0-35 x 0-3 = 1-48, 0-35 x 0-4 = 2-26, 0-35 x 0-5 = 3-4, 0-35 x 0-6 = 3-39, 0-35 x 0-7 = 4-17, 0-35 x 0-8 = 4-52, 0-35 x 0-9 = 5-30, 0-35 x 0-10 = 6-8, 0-35 x 0-11 = 6-43, 0-35 x 0-12 = 7-21, 0-35 x 0-13 = 7-56, 0-35 x 0-14 = 8-34, 0-35 x 0-15 = 9-12, 0-35 x 0-16 = 9-47, 0-35 x 0-17 = 10-25, 0-35 x 0-18 = 11-3, 0-35 x 0-19 = 11-38, 0-35 x 0-20 = 12-16, 0-35 x 0-21 = 12-51, 0-35 x 0-22 = 13-29, 0-35 x 0-23 = 14-7, 0-35 x 0-24 = 14-42, 0-35 x 0-25 = 15-20, 0-35 x 0-26 = 15-55, 0-35 x 0-27 = 16-33, 0-35 x 0-28 = 17-11, 0-35 x 0-29 = 17-46, 0-35 x 0-30 = 18-24, 0-35 x 0-31 = 19-2, 0-35 x 0-32 = 19-37, 0-35 x 0-33 = 20-15, 0-35 x 0-34 = 20-50, 0-35 x 0-35 = 21-28, 0-35 x 0-36 = 22-6, 0-35 x 0-37 = 22-41, 0-35 x 0-38 = 23-19, 0-35 x 0-39 = 23-54, 0-35 x 0-40 = 24-32, 0-35 x 0-41 = 25-10, 0-35 x 0-42 = 25-45, 0-35 x 0-43 = 26-23, 0-35 x 0-44 = 27-1, 0-35 x 0-45 = 27-36, 0-35 x 0-46 = 28-14, 0-35 x 0-47 = 28-49, 0-35 x 0-48 = 29-27, 0-35 x 0-49 = 30-5, 0-35 x 0-50 = 30-40, 0-35 x 0-51 = 31-18, 0-35 x 0-52 = 31-53, 0-35 x 0-53 = 32-31, 0-35 x 0-54 = 33-9, 0-35 x 0-55 = 33-44, 0-35 x 0-56 = 34-22, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-15, 0-36 x 0-3 = 1-51, 0-36 x 0-4 = 2-30, 0-36 x 0-5 = 3-9, 0-36 x 0-6 = 3-45, 0-36 x 0-7 = 4-24, 0-36 x 0-8 = 5-3, 0-36 x 0-9 = 5-39, 0-36 x 0-10 = 6-18, 0-36 x 0-11 = 6-54, 0-36 x 0-12 = 7-33, 0-36 x 0-13 = 8-12, 0-36 x 0-14 = 8-48, 0-36 x 0-15 = 9-27, 0-36 x 0-16 = 10-6, 0-36 x 0-17 = 10-42, 0-36 x 0-18 = 11-21, 0-36 x 0-19 = 12-0, 0-36 x 0-20 = 12-36, 0-36 x 0-21 = 13-15, 0-36 x 0-22 = 13-51, 0-36 x 0-23 = 14-30, 0-36 x 0-24 = 15-9, 0-36 x 0-25 = 15-45, 0-36 x 0-26 = 16-24, 0-36 x 0-27 = 17-3, 0-36 x 0-28 = 17-39, 0-36 x 0-29 = 18-18, 0-36 x 0-30 = 18-54, 0-36 x 0-31 = 19-33, 0-36 x 0-32 = 20-12, 0-36 x 0-33 = 20-48, 0-36 x 0-34 = 21-27, 0-36 x 0-35 = 22-6, 0-36 x 0-36 = 22-42, 0-36 x 0-37 = 23-21, 0-36 x 0-38 = 24-0, 0-36 x 0-39 = 24-36, 0-36 x 0-40 = 25-15, 0-36 x 0-41 = 25-51, 0-36 x 0-42 = 26-30, 0-36 x 0-43 = 27-9, 0-36 x 0-44 = 27-45, 0-36 x 0-45 = 28-24, 0-36 x 0-46 = 29-3, 0-36 x 0-47 = 29-39, 0-36 x 0-48 = 30-18, 0-36 x 0-49 = 30-54, 0-36 x 0-50 = 31-33, 0-36 x 0-51 = 32-12, 0-36 x 0-52 = 32-48, 0-36 x 0-53 = 33-27, 0-36 x 0-54 = 34-6, 0-36 x 0-55 = 34-42, 0-36 x 0-56 = 35-21, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-17, 0-37 x 0-3 = 1-54, 0-37 x 0-4 = 2-34, 0-37 x 0-5 = 3-14, 0-37 x 0-6 = 3-51, 0-37 x 0-7 = 4-31, 0-37 x 0-8 = 5-11, 0-37 x 0-9 = 5-48, 0-37 x 0-10 = 6-28, 0-37 x 0-11 = 7-8, 0-37 x 0-12 = 7-45, 0-37 x 0-13 = 8-25, 0-37 x 0-14 = 9-5, 0-37 x 0-15 = 9-42, 0-37 x 0-16 = 10-22, 0-37 x 0-17 = 11-2, 0-37 x 0-18 = 11-39, 0-37 x 0-19 = 12-19, 0-37 x 0-20 = 12-56, 0-37 x 0-21 = 13-36, 0-37 x 0-22 = 14-16, 0-37 x 0-23 = 14-53, 0-37 x 0-24 = 15-33, 0-37 x 0-25 = 16-13, 0-37 x 0-26 = 16-50, 0-37 x 0-27 = 17-30, 0-37 x 0-28 = 18-10, 0-37 x 0-29 = 18-47, 0-37 x 0-30 = 19-27, 0-37 x 0-31 = 20-7, 0-37 x 0-32 = 20-44, 0-37 x 0-33 = 21-24, 0-37 x 0-34 = 22-4, 0-37 x 0-35 = 22-41, 0-37 x 0-36 = 23-21, 0-37 x 0-37 = 24-1, 0-37 x 0-38 = 24-38, 0-37 x 0-39 = 25-18, 0-37 x 0-40 = 25-55, 0-37 x 0-41 = 26-35, 0-37 x 0-42 = 27-15, 0-37 x 0-43 = 27-52, 0-37 x 0-44 = 28-32, 0-37 x 0-45 = 29-12, 0-37 x 0-46 = 29-49, 0-37 x 0-47 = 30-29, 0-37 x 0-48 = 31-9, 0-37 x 0-49 = 31-46, 0-37 x 0-50 = 32-26, 0-37 x 0-51 = 33-6, 0-37 x 0-52 = 33-43, 0-37 x 0-53 = 34-23, 0-37 x 0-54 = 35-3, 0-37 x 0-55 = 35-40, 0-37 x 0-56 = 36-20, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-19, 0-38 x 0-3 = 2-0, 0-38 x 0-4 = 2-38, 0-38 x 0-5 = 3-19, 0-38 x 0-6 = 4-0, 0-38 x 0-7 = 4-38, 0-38 x 0-8 = 5-19, 0-38 x 0-9 = 6-0, 0-38 x 0-10 = 6-38, 0-38 x 0-11 = 7-19, 0-38 x 0-12 = 8-0, 0-38 x 0-13 = 8-38, 0-38 x 0-14 = 9-19, 0-38 x 0-15 = 10-0, 0-38 x 0-16 = 10-38, 0-38 x 0-17 = 11-19, 0-38 x 0-18 = 12-0, 0-38 x 0-19 = 12-38, 0-38 x 0-20 = 13-19, 0-38 x 0-21 = 14-0, 0-38 x 0-22 = 14-38, 0-38 x 0-23 = 15-19, 0-38 x 0-24 = 16-0, 0-38 x 0-25 = 16-38, 0-38 x 0-26 = 17-19, 0-38 x 0-27 = 18-0, 0-38 x 0-28 = 18-38, 0-38 x 0-29 = 19-19, 0-38 x 0-30 = 20-0, 0-38 x 0-31 = 20-38, 0-38 x 0-32 = 21-19, 0-38 x 0-33 = 22-0, 0-38 x 0-34 = 22-38, 0-38 x 0-35 = 23-19, 0-38 x 0-36 = 24-0, 0-38 x 0-37 = 24-38, 0-38 x 0-38 = 25-19, 0-38 x 0-39 = 26-0, 0-38 x 0-40 = 26-38, 0-38 x 0-41 = 27-19, 0-38 x 0-42 = 28-0, 0-38 x 0-43 = 28-38, 0-38 x 0-44 = 29-19, 0-38 x 0-45 = 30-0, 0-38 x 0-46 = 30-38, 0-38 x 0-47 = 31-19, 0-38 x 0-48 = 32-0, 0-38 x 0-49 = 32-38, 0-38 x 0-50 = 33-19, 0-38 x 0-51 = 34-0, 0-38 x 0-52 = 34-38, 0-38 x 0-53 = 35-19, 0-38 x 0-54 = 36-0, 0-38 x 0-55 = 36-38, 0-38 x 0-56 = 37-19, 
