31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-23, 31 x 5 = 1-54, 31 x 6 = 1-85, 31 x 7 = 2-15, 31 x 8 = 2-46, 31 x 9 = 2-77, 31 x 10 = 3-7, 31 x 11 = 3-38, 31 x 12 = 3-69, 31 x 13 = 3-100, 31 x 14 = 4-30, 31 x 15 = 4-61, 31 x 16 = 4-92, 31 x 17 = 5-22, 31 x 18 = 5-53, 31 x 19 = 5-84, 31 x 20 = 6-14, 31 x 21 = 6-45, 31 x 22 = 6-76, 31 x 23 = 7-6, 31 x 24 = 7-37, 31 x 25 = 7-68, 31 x 26 = 7-99, 31 x 27 = 8-29, 31 x 28 = 8-60, 31 x 29 = 8-91, 31 x 30 = 9-21, 31 x 31 = 9-52, 31 x 32 = 9-83, 31 x 33 = 10-13, 31 x 34 = 10-44, 31 x 35 = 10-75, 31 x 36 = 11-5, 31 x 37 = 11-36, 31 x 38 = 11-67, 31 x 39 = 11-98, 31 x 40 = 12-28, 31 x 41 = 12-59, 31 x 42 = 12-90, 31 x 43 = 13-20, 31 x 44 = 13-51, 31 x 45 = 13-82, 31 x 46 = 14-12, 31 x 47 = 14-43, 31 x 48 = 14-74, 31 x 49 = 15-4, 31 x 50 = 15-35, 31 x 51 = 15-66, 31 x 52 = 15-97, 31 x 53 = 16-27, 31 x 54 = 16-58, 31 x 55 = 16-89, 31 x 56 = 17-19, 31 x 57 = 17-50, 31 x 58 = 17-81, 31 x 59 = 18-11, 31 x 60 = 18-42, 31 x 61 = 18-73, 31 x 62 = 19-3, 31 x 63 = 19-34, 31 x 64 = 19-65, 31 x 65 = 19-96, 31 x 66 = 20-26, 31 x 67 = 20-57, 31 x 68 = 20-88, 31 x 69 = 21-18, 31 x 70 = 21-49, 31 x 71 = 21-80, 31 x 72 = 22-10, 31 x 73 = 22-41, 31 x 74 = 22-72, 31 x 75 = 23-2, 31 x 76 = 23-33, 31 x 77 = 23-64, 31 x 78 = 23-95, 31 x 79 = 24-25, 31 x 80 = 24-56, 31 x 81 = 24-87, 31 x 82 = 25-17, 31 x 83 = 25-48, 31 x 84 = 25-79, 31 x 85 = 26-9, 31 x 86 = 26-40, 31 x 87 = 26-71, 31 x 88 = 27-1, 31 x 89 = 27-32, 31 x 90 = 27-63, 31 x 91 = 27-94, 31 x 92 = 28-24, 31 x 93 = 28-55, 31 x 94 = 28-86, 31 x 95 = 29-16, 31 x 96 = 29-47, 31 x 97 = 29-78, 31 x 98 = 30-8, 31 x 99 = 30-39, 31 x 100 = 30-70, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-27, 32 x 5 = 1-59, 32 x 6 = 1-91, 32 x 7 = 2-22, 32 x 8 = 2-54, 32 x 9 = 2-86, 32 x 10 = 3-17, 32 x 11 = 3-49, 32 x 12 = 3-81, 32 x 13 = 4-12, 32 x 14 = 4-44, 32 x 15 = 4-76, 32 x 16 = 5-7, 32 x 17 = 5-39, 32 x 18 = 5-71, 32 x 19 = 6-2, 32 x 20 = 6-34, 32 x 21 = 6-66, 32 x 22 = 6-98, 32 x 23 = 7-29, 32 x 24 = 7-61, 32 x 25 = 7-93, 32 x 26 = 8-24, 32 x 27 = 8-56, 32 x 28 = 8-88, 32 x 29 = 9-19, 32 x 30 = 9-51, 32 x 31 = 9-83, 32 x 32 = 10-14, 32 x 33 = 10-46, 32 x 34 = 10-78, 32 x 35 = 11-9, 32 x 36 = 11-41, 32 x 37 = 11-73, 32 x 38 = 12-4, 32 x 39 = 12-36, 32 x 40 = 12-68, 32 x 41 = 12-100, 32 x 42 = 13-31, 32 x 43 = 13-63, 32 x 44 = 13-95, 32 x 45 = 14-26, 32 x 46 = 14-58, 32 x 47 = 14-90, 32 x 48 = 15-21, 32 x 49 = 15-53, 32 x 50 = 15-85, 32 x 51 = 16-16, 32 x 52 = 16-48, 32 x 53 = 16-80, 32 x 54 = 17-11, 32 x 55 = 17-43, 32 x 56 = 17-75, 32 x 57 = 18-6, 32 x 58 = 18-38, 32 x 59 = 18-70, 32 x 60 = 19-1, 32 x 61 = 19-33, 32 x 62 = 19-65, 32 x 63 = 19-97, 32 x 64 = 20-28, 32 x 65 = 20-60, 32 x 66 = 20-92, 32 x 67 = 21-23, 32 x 68 = 21-55, 32 x 69 = 21-87, 32 x 70 = 22-18, 32 x 71 = 22-50, 32 x 72 = 22-82, 32 x 73 = 23-13, 32 x 74 = 23-45, 32 x 75 = 23-77, 32 x 76 = 24-8, 32 x 77 = 24-40, 32 x 78 = 24-72, 32 x 79 = 25-3, 32 x 80 = 25-35, 32 x 81 = 25-67, 32 x 82 = 25-99, 32 x 83 = 26-30, 32 x 84 = 26-62, 32 x 85 = 26-94, 32 x 86 = 27-25, 32 x 87 = 27-57, 32 x 88 = 27-89, 32 x 89 = 28-20, 32 x 90 = 28-52, 32 x 91 = 28-84, 32 x 92 = 29-15, 32 x 93 = 29-47, 32 x 94 = 29-79, 32 x 95 = 30-10, 32 x 96 = 30-42, 32 x 97 = 30-74, 32 x 98 = 31-5, 32 x 99 = 31-37, 32 x 100 = 31-69, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 0-99, 33 x 4 = 1-31, 33 x 5 = 1-64, 33 x 6 = 1-97, 33 x 7 = 2-29, 33 x 8 = 2-62, 33 x 9 = 2-95, 33 x 10 = 3-27, 33 x 11 = 3-60, 33 x 12 = 3-93, 33 x 13 = 4-25, 33 x 14 = 4-58, 33 x 15 = 4-91, 33 x 16 = 5-23, 33 x 17 = 5-56, 33 x 18 = 5-89, 33 x 19 = 6-21, 33 x 20 = 6-54, 33 x 21 = 6-87, 33 x 22 = 7-19, 33 x 23 = 7-52, 33 x 24 = 7-85, 33 x 25 = 8-17, 33 x 26 = 8-50, 33 x 27 = 8-83, 33 x 28 = 9-15, 33 x 29 = 9-48, 33 x 30 = 9-81, 33 x 31 = 10-13, 33 x 32 = 10-46, 33 x 33 = 10-79, 33 x 34 = 11-11, 33 x 35 = 11-44, 33 x 36 = 11-77, 33 x 37 = 12-9, 33 x 38 = 12-42, 33 x 39 = 12-75, 33 x 40 = 13-7, 33 x 41 = 13-40, 33 x 42 = 13-73, 33 x 43 = 14-5, 33 x 44 = 14-38, 33 x 45 = 14-71, 33 x 46 = 15-3, 33 x 47 = 15-36, 33 x 48 = 15-69, 33 x 49 = 16-1, 33 x 50 = 16-34, 33 x 51 = 16-67, 33 x 52 = 16-100, 33 x 53 = 17-32, 33 x 54 = 17-65, 33 x 55 = 17-98, 33 x 56 = 18-30, 33 x 57 = 18-63, 33 x 58 = 18-96, 33 x 59 = 19-28, 33 x 60 = 19-61, 33 x 61 = 19-94, 33 x 62 = 20-26, 33 x 63 = 20-59, 33 x 64 = 20-92, 33 x 65 = 21-24, 33 x 66 = 21-57, 33 x 67 = 21-90, 33 x 68 = 22-22, 33 x 69 = 22-55, 33 x 70 = 22-88, 33 x 71 = 23-20, 33 x 72 = 23-53, 33 x 73 = 23-86, 33 x 74 = 24-18, 33 x 75 = 24-51, 33 x 76 = 24-84, 33 x 77 = 25-16, 33 x 78 = 25-49, 33 x 79 = 25-82, 33 x 80 = 26-14, 33 x 81 = 26-47, 33 x 82 = 26-80, 33 x 83 = 27-12, 33 x 84 = 27-45, 33 x 85 = 27-78, 33 x 86 = 28-10, 33 x 87 = 28-43, 33 x 88 = 28-76, 33 x 89 = 29-8, 33 x 90 = 29-41, 33 x 91 = 29-74, 33 x 92 = 30-6, 33 x 93 = 30-39, 33 x 94 = 30-72, 33 x 95 = 31-4, 33 x 96 = 31-37, 33 x 97 = 31-70, 33 x 98 = 32-2, 33 x 99 = 32-35, 33 x 100 = 32-68, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-1, 34 x 4 = 1-35, 34 x 5 = 1-69, 34 x 6 = 2-2, 34 x 7 = 2-36, 34 x 8 = 2-70, 34 x 9 = 3-3, 34 x 10 = 3-37, 34 x 11 = 3-71, 34 x 12 = 4-4, 34 x 13 = 4-38, 34 x 14 = 4-72, 34 x 15 = 5-5, 34 x 16 = 5-39, 34 x 17 = 5-73, 34 x 18 = 6-6, 34 x 19 = 6-40, 34 x 20 = 6-74, 34 x 21 = 7-7, 34 x 22 = 7-41, 34 x 23 = 7-75, 34 x 24 = 8-8, 34 x 25 = 8-42, 34 x 26 = 8-76, 34 x 27 = 9-9, 34 x 28 = 9-43, 34 x 29 = 9-77, 34 x 30 = 10-10, 34 x 31 = 10-44, 34 x 32 = 10-78, 34 x 33 = 11-11, 34 x 34 = 11-45, 34 x 35 = 11-79, 34 x 36 = 12-12, 34 x 37 = 12-46, 34 x 38 = 12-80, 34 x 39 = 13-13, 34 x 40 = 13-47, 34 x 41 = 13-81, 34 x 42 = 14-14, 34 x 43 = 14-48, 34 x 44 = 14-82, 34 x 45 = 15-15, 34 x 46 = 15-49, 34 x 47 = 15-83, 34 x 48 = 16-16, 34 x 49 = 16-50, 34 x 50 = 16-84, 34 x 51 = 17-17, 34 x 52 = 17-51, 34 x 53 = 17-85, 34 x 54 = 18-18, 34 x 55 = 18-52, 34 x 56 = 18-86, 34 x 57 = 19-19, 34 x 58 = 19-53, 34 x 59 = 19-87, 34 x 60 = 20-20, 34 x 61 = 20-54, 34 x 62 = 20-88, 34 x 63 = 21-21, 34 x 64 = 21-55, 34 x 65 = 21-89, 34 x 66 = 22-22, 34 x 67 = 22-56, 34 x 68 = 22-90, 34 x 69 = 23-23, 34 x 70 = 23-57, 34 x 71 = 23-91, 34 x 72 = 24-24, 34 x 73 = 24-58, 34 x 74 = 24-92, 34 x 75 = 25-25, 34 x 76 = 25-59, 34 x 77 = 25-93, 34 x 78 = 26-26, 34 x 79 = 26-60, 34 x 80 = 26-94, 34 x 81 = 27-27, 34 x 82 = 27-61, 34 x 83 = 27-95, 34 x 84 = 28-28, 34 x 85 = 28-62, 34 x 86 = 28-96, 34 x 87 = 29-29, 34 x 88 = 29-63, 34 x 89 = 29-97, 34 x 90 = 30-30, 34 x 91 = 30-64, 34 x 92 = 30-98, 34 x 93 = 31-31, 34 x 94 = 31-65, 34 x 95 = 31-99, 34 x 96 = 32-32, 34 x 97 = 32-66, 34 x 98 = 32-100, 34 x 99 = 33-33, 34 x 100 = 33-67, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-4, 35 x 4 = 1-39, 35 x 5 = 1-74, 35 x 6 = 2-8, 35 x 7 = 2-43, 35 x 8 = 2-78, 35 x 9 = 3-12, 35 x 10 = 3-47, 35 x 11 = 3-82, 35 x 12 = 4-16, 35 x 13 = 4-51, 35 x 14 = 4-86, 35 x 15 = 5-20, 35 x 16 = 5-55, 35 x 17 = 5-90, 35 x 18 = 6-24, 35 x 19 = 6-59, 35 x 20 = 6-94, 35 x 21 = 7-28, 35 x 22 = 7-63, 35 x 23 = 7-98, 35 x 24 = 8-32, 35 x 25 = 8-67, 35 x 26 = 9-1, 35 x 27 = 9-36, 35 x 28 = 9-71, 35 x 29 = 10-5, 35 x 30 = 10-40, 35 x 31 = 10-75, 35 x 32 = 11-9, 35 x 33 = 11-44, 35 x 34 = 11-79, 35 x 35 = 12-13, 35 x 36 = 12-48, 35 x 37 = 12-83, 35 x 38 = 13-17, 35 x 39 = 13-52, 35 x 40 = 13-87, 35 x 41 = 14-21, 35 x 42 = 14-56, 35 x 43 = 14-91, 35 x 44 = 15-25, 35 x 45 = 15-60, 35 x 46 = 15-95, 35 x 47 = 16-29, 35 x 48 = 16-64, 35 x 49 = 16-99, 35 x 50 = 17-33, 35 x 51 = 17-68, 35 x 52 = 18-2, 35 x 53 = 18-37, 35 x 54 = 18-72, 35 x 55 = 19-6, 35 x 56 = 19-41, 35 x 57 = 19-76, 35 x 58 = 20-10, 35 x 59 = 20-45, 35 x 60 = 20-80, 35 x 61 = 21-14, 35 x 62 = 21-49, 35 x 63 = 21-84, 35 x 64 = 22-18, 35 x 65 = 22-53, 35 x 66 = 22-88, 35 x 67 = 23-22, 35 x 68 = 23-57, 35 x 69 = 23-92, 35 x 70 = 24-26, 35 x 71 = 24-61, 35 x 72 = 24-96, 35 x 73 = 25-30, 35 x 74 = 25-65, 35 x 75 = 25-100, 35 x 76 = 26-34, 35 x 77 = 26-69, 35 x 78 = 27-3, 35 x 79 = 27-38, 35 x 80 = 27-73, 35 x 81 = 28-7, 35 x 82 = 28-42, 35 x 83 = 28-77, 35 x 84 = 29-11, 35 x 85 = 29-46, 35 x 86 = 29-81, 35 x 87 = 30-15, 35 x 88 = 30-50, 35 x 89 = 30-85, 35 x 90 = 31-19, 35 x 91 = 31-54, 35 x 92 = 31-89, 35 x 93 = 32-23, 35 x 94 = 32-58, 35 x 95 = 32-93, 35 x 96 = 33-27, 35 x 97 = 33-62, 35 x 98 = 33-97, 35 x 99 = 34-31, 35 x 100 = 34-66, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-7, 36 x 4 = 1-43, 36 x 5 = 1-79, 36 x 6 = 2-14, 36 x 7 = 2-50, 36 x 8 = 2-86, 36 x 9 = 3-21, 36 x 10 = 3-57, 36 x 11 = 3-93, 36 x 12 = 4-28, 36 x 13 = 4-64, 36 x 14 = 4-100, 36 x 15 = 5-35, 36 x 16 = 5-71, 36 x 17 = 6-6, 36 x 18 = 6-42, 36 x 19 = 6-78, 36 x 20 = 7-13, 36 x 21 = 7-49, 36 x 22 = 7-85, 36 x 23 = 8-20, 36 x 24 = 8-56, 36 x 25 = 8-92, 36 x 26 = 9-27, 36 x 27 = 9-63, 36 x 28 = 9-99, 36 x 29 = 10-34, 36 x 30 = 10-70, 36 x 31 = 11-5, 36 x 32 = 11-41, 36 x 33 = 11-77, 36 x 34 = 12-12, 36 x 35 = 12-48, 36 x 36 = 12-84, 36 x 37 = 13-19, 36 x 38 = 13-55, 36 x 39 = 13-91, 36 x 40 = 14-26, 36 x 41 = 14-62, 36 x 42 = 14-98, 36 x 43 = 15-33, 36 x 44 = 15-69, 36 x 45 = 16-4, 36 x 46 = 16-40, 36 x 47 = 16-76, 36 x 48 = 17-11, 36 x 49 = 17-47, 36 x 50 = 17-83, 36 x 51 = 18-18, 36 x 52 = 18-54, 36 x 53 = 18-90, 36 x 54 = 19-25, 36 x 55 = 19-61, 36 x 56 = 19-97, 36 x 57 = 20-32, 36 x 58 = 20-68, 36 x 59 = 21-3, 36 x 60 = 21-39, 36 x 61 = 21-75, 36 x 62 = 22-10, 36 x 63 = 22-46, 36 x 64 = 22-82, 36 x 65 = 23-17, 36 x 66 = 23-53, 36 x 67 = 23-89, 36 x 68 = 24-24, 36 x 69 = 24-60, 36 x 70 = 24-96, 36 x 71 = 25-31, 36 x 72 = 25-67, 36 x 73 = 26-2, 36 x 74 = 26-38, 36 x 75 = 26-74, 36 x 76 = 27-9, 36 x 77 = 27-45, 36 x 78 = 27-81, 36 x 79 = 28-16, 36 x 80 = 28-52, 36 x 81 = 28-88, 36 x 82 = 29-23, 36 x 83 = 29-59, 36 x 84 = 29-95, 36 x 85 = 30-30, 36 x 86 = 30-66, 36 x 87 = 31-1, 36 x 88 = 31-37, 36 x 89 = 31-73, 36 x 90 = 32-8, 36 x 91 = 32-44, 36 x 92 = 32-80, 36 x 93 = 33-15, 36 x 94 = 33-51, 36 x 95 = 33-87, 36 x 96 = 34-22, 36 x 97 = 34-58, 36 x 98 = 34-94, 36 x 99 = 35-29, 36 x 100 = 35-65, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-10, 37 x 4 = 1-47, 37 x 5 = 1-84, 37 x 6 = 2-20, 37 x 7 = 2-57, 37 x 8 = 2-94, 37 x 9 = 3-30, 37 x 10 = 3-67, 37 x 11 = 4-3, 37 x 12 = 4-40, 37 x 13 = 4-77, 37 x 14 = 5-13, 37 x 15 = 5-50, 37 x 16 = 5-87, 37 x 17 = 6-23, 37 x 18 = 6-60, 37 x 19 = 6-97, 37 x 20 = 7-33, 37 x 21 = 7-70, 37 x 22 = 8-6, 37 x 23 = 8-43, 37 x 24 = 8-80, 37 x 25 = 9-16, 37 x 26 = 9-53, 37 x 27 = 9-90, 37 x 28 = 10-26, 37 x 29 = 10-63, 37 x 30 = 10-100, 37 x 31 = 11-36, 37 x 32 = 11-73, 37 x 33 = 12-9, 37 x 34 = 12-46, 37 x 35 = 12-83, 37 x 36 = 13-19, 37 x 37 = 13-56, 37 x 38 = 13-93, 37 x 39 = 14-29, 37 x 40 = 14-66, 37 x 41 = 15-2, 37 x 42 = 15-39, 37 x 43 = 15-76, 37 x 44 = 16-12, 37 x 45 = 16-49, 37 x 46 = 16-86, 37 x 47 = 17-22, 37 x 48 = 17-59, 37 x 49 = 17-96, 37 x 50 = 18-32, 37 x 51 = 18-69, 37 x 52 = 19-5, 37 x 53 = 19-42, 37 x 54 = 19-79, 37 x 55 = 20-15, 37 x 56 = 20-52, 37 x 57 = 20-89, 37 x 58 = 21-25, 37 x 59 = 21-62, 37 x 60 = 21-99, 37 x 61 = 22-35, 37 x 62 = 22-72, 37 x 63 = 23-8, 37 x 64 = 23-45, 37 x 65 = 23-82, 37 x 66 = 24-18, 37 x 67 = 24-55, 37 x 68 = 24-92, 37 x 69 = 25-28, 37 x 70 = 25-65, 37 x 71 = 26-1, 37 x 72 = 26-38, 37 x 73 = 26-75, 37 x 74 = 27-11, 37 x 75 = 27-48, 37 x 76 = 27-85, 37 x 77 = 28-21, 37 x 78 = 28-58, 37 x 79 = 28-95, 37 x 80 = 29-31, 37 x 81 = 29-68, 37 x 82 = 30-4, 37 x 83 = 30-41, 37 x 84 = 30-78, 37 x 85 = 31-14, 37 x 86 = 31-51, 37 x 87 = 31-88, 37 x 88 = 32-24, 37 x 89 = 32-61, 37 x 90 = 32-98, 37 x 91 = 33-34, 37 x 92 = 33-71, 37 x 93 = 34-7, 37 x 94 = 34-44, 37 x 95 = 34-81, 37 x 96 = 35-17, 37 x 97 = 35-54, 37 x 98 = 35-91, 37 x 99 = 36-27, 37 x 100 = 36-64, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-13, 38 x 4 = 1-51, 38 x 5 = 1-89, 38 x 6 = 2-26, 38 x 7 = 2-64, 38 x 8 = 3-1, 38 x 9 = 3-39, 38 x 10 = 3-77, 38 x 11 = 4-14, 38 x 12 = 4-52, 38 x 13 = 4-90, 38 x 14 = 5-27, 38 x 15 = 5-65, 38 x 16 = 6-2, 38 x 17 = 6-40, 38 x 18 = 6-78, 38 x 19 = 7-15, 38 x 20 = 7-53, 38 x 21 = 7-91, 38 x 22 = 8-28, 38 x 23 = 8-66, 38 x 24 = 9-3, 38 x 25 = 9-41, 38 x 26 = 9-79, 38 x 27 = 10-16, 38 x 28 = 10-54, 38 x 29 = 10-92, 38 x 30 = 11-29, 38 x 31 = 11-67, 38 x 32 = 12-4, 38 x 33 = 12-42, 38 x 34 = 12-80, 38 x 35 = 13-17, 38 x 36 = 13-55, 38 x 37 = 13-93, 38 x 38 = 14-30, 38 x 39 = 14-68, 38 x 40 = 15-5, 38 x 41 = 15-43, 38 x 42 = 15-81, 38 x 43 = 16-18, 38 x 44 = 16-56, 38 x 45 = 16-94, 38 x 46 = 17-31, 38 x 47 = 17-69, 38 x 48 = 18-6, 38 x 49 = 18-44, 38 x 50 = 18-82, 38 x 51 = 19-19, 38 x 52 = 19-57, 38 x 53 = 19-95, 38 x 54 = 20-32, 38 x 55 = 20-70, 38 x 56 = 21-7, 38 x 57 = 21-45, 38 x 58 = 21-83, 38 x 59 = 22-20, 38 x 60 = 22-58, 38 x 61 = 22-96, 38 x 62 = 23-33, 38 x 63 = 23-71, 38 x 64 = 24-8, 38 x 65 = 24-46, 38 x 66 = 24-84, 38 x 67 = 25-21, 38 x 68 = 25-59, 38 x 69 = 25-97, 38 x 70 = 26-34, 38 x 71 = 26-72, 38 x 72 = 27-9, 38 x 73 = 27-47, 38 x 74 = 27-85, 38 x 75 = 28-22, 38 x 76 = 28-60, 38 x 77 = 28-98, 38 x 78 = 29-35, 38 x 79 = 29-73, 38 x 80 = 30-10, 38 x 81 = 30-48, 38 x 82 = 30-86, 38 x 83 = 31-23, 38 x 84 = 31-61, 38 x 85 = 31-99, 38 x 86 = 32-36, 38 x 87 = 32-74, 38 x 88 = 33-11, 38 x 89 = 33-49, 38 x 90 = 33-87, 38 x 91 = 34-24, 38 x 92 = 34-62, 38 x 93 = 34-100, 38 x 94 = 35-37, 38 x 95 = 35-75, 38 x 96 = 36-12, 38 x 97 = 36-50, 38 x 98 = 36-88, 38 x 99 = 37-25, 38 x 100 = 37-63, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-16, 39 x 4 = 1-55, 39 x 5 = 1-94, 39 x 6 = 2-32, 39 x 7 = 2-71, 39 x 8 = 3-9, 39 x 9 = 3-48, 39 x 10 = 3-87, 39 x 11 = 4-25, 39 x 12 = 4-64, 39 x 13 = 5-2, 39 x 14 = 5-41, 39 x 15 = 5-80, 39 x 16 = 6-18, 39 x 17 = 6-57, 39 x 18 = 6-96, 39 x 19 = 7-34, 39 x 20 = 7-73, 39 x 21 = 8-11, 39 x 22 = 8-50, 39 x 23 = 8-89, 39 x 24 = 9-27, 39 x 25 = 9-66, 39 x 26 = 10-4, 39 x 27 = 10-43, 39 x 28 = 10-82, 39 x 29 = 11-20, 39 x 30 = 11-59, 39 x 31 = 11-98, 39 x 32 = 12-36, 39 x 33 = 12-75, 39 x 34 = 13-13, 39 x 35 = 13-52, 39 x 36 = 13-91, 39 x 37 = 14-29, 39 x 38 = 14-68, 39 x 39 = 15-6, 39 x 40 = 15-45, 39 x 41 = 15-84, 39 x 42 = 16-22, 39 x 43 = 16-61, 39 x 44 = 16-100, 39 x 45 = 17-38, 39 x 46 = 17-77, 39 x 47 = 18-15, 39 x 48 = 18-54, 39 x 49 = 18-93, 39 x 50 = 19-31, 39 x 51 = 19-70, 39 x 52 = 20-8, 39 x 53 = 20-47, 39 x 54 = 20-86, 39 x 55 = 21-24, 39 x 56 = 21-63, 39 x 57 = 22-1, 39 x 58 = 22-40, 39 x 59 = 22-79, 39 x 60 = 23-17, 39 x 61 = 23-56, 39 x 62 = 23-95, 39 x 63 = 24-33, 39 x 64 = 24-72, 39 x 65 = 25-10, 39 x 66 = 25-49, 39 x 67 = 25-88, 39 x 68 = 26-26, 39 x 69 = 26-65, 39 x 70 = 27-3, 39 x 71 = 27-42, 39 x 72 = 27-81, 39 x 73 = 28-19, 39 x 74 = 28-58, 39 x 75 = 28-97, 39 x 76 = 29-35, 39 x 77 = 29-74, 39 x 78 = 30-12, 39 x 79 = 30-51, 39 x 80 = 30-90, 39 x 81 = 31-28, 39 x 82 = 31-67, 39 x 83 = 32-5, 39 x 84 = 32-44, 39 x 85 = 32-83, 39 x 86 = 33-21, 39 x 87 = 33-60, 39 x 88 = 33-99, 39 x 89 = 34-37, 39 x 90 = 34-76, 39 x 91 = 35-14, 39 x 92 = 35-53, 39 x 93 = 35-92, 39 x 94 = 36-30, 39 x 95 = 36-69, 39 x 96 = 37-7, 39 x 97 = 37-46, 39 x 98 = 37-85, 39 x 99 = 38-23, 39 x 100 = 38-62, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-19, 40 x 4 = 1-59, 40 x 5 = 1-99, 40 x 6 = 2-38, 40 x 7 = 2-78, 40 x 8 = 3-17, 40 x 9 = 3-57, 40 x 10 = 3-97, 40 x 11 = 4-36, 40 x 12 = 4-76, 40 x 13 = 5-15, 40 x 14 = 5-55, 40 x 15 = 5-95, 40 x 16 = 6-34, 40 x 17 = 6-74, 40 x 18 = 7-13, 40 x 19 = 7-53, 40 x 20 = 7-93, 40 x 21 = 8-32, 40 x 22 = 8-72, 40 x 23 = 9-11, 40 x 24 = 9-51, 40 x 25 = 9-91, 40 x 26 = 10-30, 40 x 27 = 10-70, 40 x 28 = 11-9, 40 x 29 = 11-49, 40 x 30 = 11-89, 40 x 31 = 12-28, 40 x 32 = 12-68, 40 x 33 = 13-7, 40 x 34 = 13-47, 40 x 35 = 13-87, 40 x 36 = 14-26, 40 x 37 = 14-66, 40 x 38 = 15-5, 40 x 39 = 15-45, 40 x 40 = 15-85, 40 x 41 = 16-24, 40 x 42 = 16-64, 40 x 43 = 17-3, 40 x 44 = 17-43, 40 x 45 = 17-83, 40 x 46 = 18-22, 40 x 47 = 18-62, 40 x 48 = 19-1, 40 x 49 = 19-41, 40 x 50 = 19-81, 40 x 51 = 20-20, 40 x 52 = 20-60, 40 x 53 = 20-100, 40 x 54 = 21-39, 40 x 55 = 21-79, 40 x 56 = 22-18, 40 x 57 = 22-58, 40 x 58 = 22-98, 40 x 59 = 23-37, 40 x 60 = 23-77, 40 x 61 = 24-16, 40 x 62 = 24-56, 40 x 63 = 24-96, 40 x 64 = 25-35, 40 x 65 = 25-75, 40 x 66 = 26-14, 40 x 67 = 26-54, 40 x 68 = 26-94, 40 x 69 = 27-33, 40 x 70 = 27-73, 40 x 71 = 28-12, 40 x 72 = 28-52, 40 x 73 = 28-92, 40 x 74 = 29-31, 40 x 75 = 29-71, 40 x 76 = 30-10, 40 x 77 = 30-50, 40 x 78 = 30-90, 40 x 79 = 31-29, 40 x 80 = 31-69, 40 x 81 = 32-8, 40 x 82 = 32-48, 40 x 83 = 32-88, 40 x 84 = 33-27, 40 x 85 = 33-67, 40 x 86 = 34-6, 40 x 87 = 34-46, 40 x 88 = 34-86, 40 x 89 = 35-25, 40 x 90 = 35-65, 40 x 91 = 36-4, 40 x 92 = 36-44, 40 x 93 = 36-84, 40 x 94 = 37-23, 40 x 95 = 37-63, 40 x 96 = 38-2, 40 x 97 = 38-42, 40 x 98 = 38-82, 40 x 99 = 39-21, 40 x 100 = 39-61, 
