0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-4, 0-27 x 0-3 = 1-31, 0-27 x 0-4 = 2-8, 0-27 x 0-5 = 2-35, 0-27 x 0-6 = 3-12, 0-27 x 0-7 = 3-39, 0-27 x 0-8 = 4-16, 0-27 x 0-9 = 4-43, 0-27 x 0-10 = 5-20, 0-27 x 0-11 = 5-47, 0-27 x 0-12 = 6-24, 0-27 x 0-13 = 7-1, 0-27 x 0-14 = 7-28, 0-27 x 0-15 = 8-5, 0-27 x 0-16 = 8-32, 0-27 x 0-17 = 9-9, 0-27 x 0-18 = 9-36, 0-27 x 0-19 = 10-13, 0-27 x 0-20 = 10-40, 0-27 x 0-21 = 11-17, 0-27 x 0-22 = 11-44, 0-27 x 0-23 = 12-21, 0-27 x 0-24 = 12-48, 0-27 x 0-25 = 13-25, 0-27 x 0-26 = 14-2, 0-27 x 0-27 = 14-29, 0-27 x 0-28 = 15-6, 0-27 x 0-29 = 15-33, 0-27 x 0-30 = 16-10, 0-27 x 0-31 = 16-37, 0-27 x 0-32 = 17-14, 0-27 x 0-33 = 17-41, 0-27 x 0-34 = 18-18, 0-27 x 0-35 = 18-45, 0-27 x 0-36 = 19-22, 0-27 x 0-37 = 19-49, 0-27 x 0-38 = 20-26, 0-27 x 0-39 = 21-3, 0-27 x 0-40 = 21-30, 0-27 x 0-41 = 22-7, 0-27 x 0-42 = 22-34, 0-27 x 0-43 = 23-11, 0-27 x 0-44 = 23-38, 0-27 x 0-45 = 24-15, 0-27 x 0-46 = 24-42, 0-27 x 0-47 = 25-19, 0-27 x 0-48 = 25-46, 0-27 x 0-49 = 26-23, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-6, 0-28 x 0-3 = 1-34, 0-28 x 0-4 = 2-12, 0-28 x 0-5 = 2-40, 0-28 x 0-6 = 3-18, 0-28 x 0-7 = 3-46, 0-28 x 0-8 = 4-24, 0-28 x 0-9 = 5-2, 0-28 x 0-10 = 5-30, 0-28 x 0-11 = 6-8, 0-28 x 0-12 = 6-36, 0-28 x 0-13 = 7-14, 0-28 x 0-14 = 7-42, 0-28 x 0-15 = 8-20, 0-28 x 0-16 = 8-48, 0-28 x 0-17 = 9-26, 0-28 x 0-18 = 10-4, 0-28 x 0-19 = 10-32, 0-28 x 0-20 = 11-10, 0-28 x 0-21 = 11-38, 0-28 x 0-22 = 12-16, 0-28 x 0-23 = 12-44, 0-28 x 0-24 = 13-22, 0-28 x 0-25 = 14-0, 0-28 x 0-26 = 14-28, 0-28 x 0-27 = 15-6, 0-28 x 0-28 = 15-34, 0-28 x 0-29 = 16-12, 0-28 x 0-30 = 16-40, 0-28 x 0-31 = 17-18, 0-28 x 0-32 = 17-46, 0-28 x 0-33 = 18-24, 0-28 x 0-34 = 19-2, 0-28 x 0-35 = 19-30, 0-28 x 0-36 = 20-8, 0-28 x 0-37 = 20-36, 0-28 x 0-38 = 21-14, 0-28 x 0-39 = 21-42, 0-28 x 0-40 = 22-20, 0-28 x 0-41 = 22-48, 0-28 x 0-42 = 23-26, 0-28 x 0-43 = 24-4, 0-28 x 0-44 = 24-32, 0-28 x 0-45 = 25-10, 0-28 x 0-46 = 25-38, 0-28 x 0-47 = 26-16, 0-28 x 0-48 = 26-44, 0-28 x 0-49 = 27-22, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-8, 0-29 x 0-3 = 1-37, 0-29 x 0-4 = 2-16, 0-29 x 0-5 = 2-45, 0-29 x 0-6 = 3-24, 0-29 x 0-7 = 4-3, 0-29 x 0-8 = 4-32, 0-29 x 0-9 = 5-11, 0-29 x 0-10 = 5-40, 0-29 x 0-11 = 6-19, 0-29 x 0-12 = 6-48, 0-29 x 0-13 = 7-27, 0-29 x 0-14 = 8-6, 0-29 x 0-15 = 8-35, 0-29 x 0-16 = 9-14, 0-29 x 0-17 = 9-43, 0-29 x 0-18 = 10-22, 0-29 x 0-19 = 11-1, 0-29 x 0-20 = 11-30, 0-29 x 0-21 = 12-9, 0-29 x 0-22 = 12-38, 0-29 x 0-23 = 13-17, 0-29 x 0-24 = 13-46, 0-29 x 0-25 = 14-25, 0-29 x 0-26 = 15-4, 0-29 x 0-27 = 15-33, 0-29 x 0-28 = 16-12, 0-29 x 0-29 = 16-41, 0-29 x 0-30 = 17-20, 0-29 x 0-31 = 17-49, 0-29 x 0-32 = 18-28, 0-29 x 0-33 = 19-7, 0-29 x 0-34 = 19-36, 0-29 x 0-35 = 20-15, 0-29 x 0-36 = 20-44, 0-29 x 0-37 = 21-23, 0-29 x 0-38 = 22-2, 0-29 x 0-39 = 22-31, 0-29 x 0-40 = 23-10, 0-29 x 0-41 = 23-39, 0-29 x 0-42 = 24-18, 0-29 x 0-43 = 24-47, 0-29 x 0-44 = 25-26, 0-29 x 0-45 = 26-5, 0-29 x 0-46 = 26-34, 0-29 x 0-47 = 27-13, 0-29 x 0-48 = 27-42, 0-29 x 0-49 = 28-21, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-10, 0-30 x 0-3 = 1-40, 0-30 x 0-4 = 2-20, 0-30 x 0-5 = 3-0, 0-30 x 0-6 = 3-30, 0-30 x 0-7 = 4-10, 0-30 x 0-8 = 4-40, 0-30 x 0-9 = 5-20, 0-30 x 0-10 = 6-0, 0-30 x 0-11 = 6-30, 0-30 x 0-12 = 7-10, 0-30 x 0-13 = 7-40, 0-30 x 0-14 = 8-20, 0-30 x 0-15 = 9-0, 0-30 x 0-16 = 9-30, 0-30 x 0-17 = 10-10, 0-30 x 0-18 = 10-40, 0-30 x 0-19 = 11-20, 0-30 x 0-20 = 12-0, 0-30 x 0-21 = 12-30, 0-30 x 0-22 = 13-10, 0-30 x 0-23 = 13-40, 0-30 x 0-24 = 14-20, 0-30 x 0-25 = 15-0, 0-30 x 0-26 = 15-30, 0-30 x 0-27 = 16-10, 0-30 x 0-28 = 16-40, 0-30 x 0-29 = 17-20, 0-30 x 0-30 = 18-0, 0-30 x 0-31 = 18-30, 0-30 x 0-32 = 19-10, 0-30 x 0-33 = 19-40, 0-30 x 0-34 = 20-20, 0-30 x 0-35 = 21-0, 0-30 x 0-36 = 21-30, 0-30 x 0-37 = 22-10, 0-30 x 0-38 = 22-40, 0-30 x 0-39 = 23-20, 0-30 x 0-40 = 24-0, 0-30 x 0-41 = 24-30, 0-30 x 0-42 = 25-10, 0-30 x 0-43 = 25-40, 0-30 x 0-44 = 26-20, 0-30 x 0-45 = 27-0, 0-30 x 0-46 = 27-30, 0-30 x 0-47 = 28-10, 0-30 x 0-48 = 28-40, 0-30 x 0-49 = 29-20, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-12, 0-31 x 0-3 = 1-43, 0-31 x 0-4 = 2-24, 0-31 x 0-5 = 3-5, 0-31 x 0-6 = 3-36, 0-31 x 0-7 = 4-17, 0-31 x 0-8 = 4-48, 0-31 x 0-9 = 5-29, 0-31 x 0-10 = 6-10, 0-31 x 0-11 = 6-41, 0-31 x 0-12 = 7-22, 0-31 x 0-13 = 8-3, 0-31 x 0-14 = 8-34, 0-31 x 0-15 = 9-15, 0-31 x 0-16 = 9-46, 0-31 x 0-17 = 10-27, 0-31 x 0-18 = 11-8, 0-31 x 0-19 = 11-39, 0-31 x 0-20 = 12-20, 0-31 x 0-21 = 13-1, 0-31 x 0-22 = 13-32, 0-31 x 0-23 = 14-13, 0-31 x 0-24 = 14-44, 0-31 x 0-25 = 15-25, 0-31 x 0-26 = 16-6, 0-31 x 0-27 = 16-37, 0-31 x 0-28 = 17-18, 0-31 x 0-29 = 17-49, 0-31 x 0-30 = 18-30, 0-31 x 0-31 = 19-11, 0-31 x 0-32 = 19-42, 0-31 x 0-33 = 20-23, 0-31 x 0-34 = 21-4, 0-31 x 0-35 = 21-35, 0-31 x 0-36 = 22-16, 0-31 x 0-37 = 22-47, 0-31 x 0-38 = 23-28, 0-31 x 0-39 = 24-9, 0-31 x 0-40 = 24-40, 0-31 x 0-41 = 25-21, 0-31 x 0-42 = 26-2, 0-31 x 0-43 = 26-33, 0-31 x 0-44 = 27-14, 0-31 x 0-45 = 27-45, 0-31 x 0-46 = 28-26, 0-31 x 0-47 = 29-7, 0-31 x 0-48 = 29-38, 0-31 x 0-49 = 30-19, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-14, 0-32 x 0-3 = 1-46, 0-32 x 0-4 = 2-28, 0-32 x 0-5 = 3-10, 0-32 x 0-6 = 3-42, 0-32 x 0-7 = 4-24, 0-32 x 0-8 = 5-6, 0-32 x 0-9 = 5-38, 0-32 x 0-10 = 6-20, 0-32 x 0-11 = 7-2, 0-32 x 0-12 = 7-34, 0-32 x 0-13 = 8-16, 0-32 x 0-14 = 8-48, 0-32 x 0-15 = 9-30, 0-32 x 0-16 = 10-12, 0-32 x 0-17 = 10-44, 0-32 x 0-18 = 11-26, 0-32 x 0-19 = 12-8, 0-32 x 0-20 = 12-40, 0-32 x 0-21 = 13-22, 0-32 x 0-22 = 14-4, 0-32 x 0-23 = 14-36, 0-32 x 0-24 = 15-18, 0-32 x 0-25 = 16-0, 0-32 x 0-26 = 16-32, 0-32 x 0-27 = 17-14, 0-32 x 0-28 = 17-46, 0-32 x 0-29 = 18-28, 0-32 x 0-30 = 19-10, 0-32 x 0-31 = 19-42, 0-32 x 0-32 = 20-24, 0-32 x 0-33 = 21-6, 0-32 x 0-34 = 21-38, 0-32 x 0-35 = 22-20, 0-32 x 0-36 = 23-2, 0-32 x 0-37 = 23-34, 0-32 x 0-38 = 24-16, 0-32 x 0-39 = 24-48, 0-32 x 0-40 = 25-30, 0-32 x 0-41 = 26-12, 0-32 x 0-42 = 26-44, 0-32 x 0-43 = 27-26, 0-32 x 0-44 = 28-8, 0-32 x 0-45 = 28-40, 0-32 x 0-46 = 29-22, 0-32 x 0-47 = 30-4, 0-32 x 0-48 = 30-36, 0-32 x 0-49 = 31-18, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-16, 0-33 x 0-3 = 1-49, 0-33 x 0-4 = 2-32, 0-33 x 0-5 = 3-15, 0-33 x 0-6 = 3-48, 0-33 x 0-7 = 4-31, 0-33 x 0-8 = 5-14, 0-33 x 0-9 = 5-47, 0-33 x 0-10 = 6-30, 0-33 x 0-11 = 7-13, 0-33 x 0-12 = 7-46, 0-33 x 0-13 = 8-29, 0-33 x 0-14 = 9-12, 0-33 x 0-15 = 9-45, 0-33 x 0-16 = 10-28, 0-33 x 0-17 = 11-11, 0-33 x 0-18 = 11-44, 0-33 x 0-19 = 12-27, 0-33 x 0-20 = 13-10, 0-33 x 0-21 = 13-43, 0-33 x 0-22 = 14-26, 0-33 x 0-23 = 15-9, 0-33 x 0-24 = 15-42, 0-33 x 0-25 = 16-25, 0-33 x 0-26 = 17-8, 0-33 x 0-27 = 17-41, 0-33 x 0-28 = 18-24, 0-33 x 0-29 = 19-7, 0-33 x 0-30 = 19-40, 0-33 x 0-31 = 20-23, 0-33 x 0-32 = 21-6, 0-33 x 0-33 = 21-39, 0-33 x 0-34 = 22-22, 0-33 x 0-35 = 23-5, 0-33 x 0-36 = 23-38, 0-33 x 0-37 = 24-21, 0-33 x 0-38 = 25-4, 0-33 x 0-39 = 25-37, 0-33 x 0-40 = 26-20, 0-33 x 0-41 = 27-3, 0-33 x 0-42 = 27-36, 0-33 x 0-43 = 28-19, 0-33 x 0-44 = 29-2, 0-33 x 0-45 = 29-35, 0-33 x 0-46 = 30-18, 0-33 x 0-47 = 31-1, 0-33 x 0-48 = 31-34, 0-33 x 0-49 = 32-17, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-18, 0-34 x 0-3 = 2-2, 0-34 x 0-4 = 2-36, 0-34 x 0-5 = 3-20, 0-34 x 0-6 = 4-4, 0-34 x 0-7 = 4-38, 0-34 x 0-8 = 5-22, 0-34 x 0-9 = 6-6, 0-34 x 0-10 = 6-40, 0-34 x 0-11 = 7-24, 0-34 x 0-12 = 8-8, 0-34 x 0-13 = 8-42, 0-34 x 0-14 = 9-26, 0-34 x 0-15 = 10-10, 0-34 x 0-16 = 10-44, 0-34 x 0-17 = 11-28, 0-34 x 0-18 = 12-12, 0-34 x 0-19 = 12-46, 0-34 x 0-20 = 13-30, 0-34 x 0-21 = 14-14, 0-34 x 0-22 = 14-48, 0-34 x 0-23 = 15-32, 0-34 x 0-24 = 16-16, 0-34 x 0-25 = 17-0, 0-34 x 0-26 = 17-34, 0-34 x 0-27 = 18-18, 0-34 x 0-28 = 19-2, 0-34 x 0-29 = 19-36, 0-34 x 0-30 = 20-20, 0-34 x 0-31 = 21-4, 0-34 x 0-32 = 21-38, 0-34 x 0-33 = 22-22, 0-34 x 0-34 = 23-6, 0-34 x 0-35 = 23-40, 0-34 x 0-36 = 24-24, 0-34 x 0-37 = 25-8, 0-34 x 0-38 = 25-42, 0-34 x 0-39 = 26-26, 0-34 x 0-40 = 27-10, 0-34 x 0-41 = 27-44, 0-34 x 0-42 = 28-28, 0-34 x 0-43 = 29-12, 0-34 x 0-44 = 29-46, 0-34 x 0-45 = 30-30, 0-34 x 0-46 = 31-14, 0-34 x 0-47 = 31-48, 0-34 x 0-48 = 32-32, 0-34 x 0-49 = 33-16, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-20, 0-35 x 0-3 = 2-5, 0-35 x 0-4 = 2-40, 0-35 x 0-5 = 3-25, 0-35 x 0-6 = 4-10, 0-35 x 0-7 = 4-45, 0-35 x 0-8 = 5-30, 0-35 x 0-9 = 6-15, 0-35 x 0-10 = 7-0, 0-35 x 0-11 = 7-35, 0-35 x 0-12 = 8-20, 0-35 x 0-13 = 9-5, 0-35 x 0-14 = 9-40, 0-35 x 0-15 = 10-25, 0-35 x 0-16 = 11-10, 0-35 x 0-17 = 11-45, 0-35 x 0-18 = 12-30, 0-35 x 0-19 = 13-15, 0-35 x 0-20 = 14-0, 0-35 x 0-21 = 14-35, 0-35 x 0-22 = 15-20, 0-35 x 0-23 = 16-5, 0-35 x 0-24 = 16-40, 0-35 x 0-25 = 17-25, 0-35 x 0-26 = 18-10, 0-35 x 0-27 = 18-45, 0-35 x 0-28 = 19-30, 0-35 x 0-29 = 20-15, 0-35 x 0-30 = 21-0, 0-35 x 0-31 = 21-35, 0-35 x 0-32 = 22-20, 0-35 x 0-33 = 23-5, 0-35 x 0-34 = 23-40, 0-35 x 0-35 = 24-25, 0-35 x 0-36 = 25-10, 0-35 x 0-37 = 25-45, 0-35 x 0-38 = 26-30, 0-35 x 0-39 = 27-15, 0-35 x 0-40 = 28-0, 0-35 x 0-41 = 28-35, 0-35 x 0-42 = 29-20, 0-35 x 0-43 = 30-5, 0-35 x 0-44 = 30-40, 0-35 x 0-45 = 31-25, 0-35 x 0-46 = 32-10, 0-35 x 0-47 = 32-45, 0-35 x 0-48 = 33-30, 0-35 x 0-49 = 34-15, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-22, 0-36 x 0-3 = 2-8, 0-36 x 0-4 = 2-44, 0-36 x 0-5 = 3-30, 0-36 x 0-6 = 4-16, 0-36 x 0-7 = 5-2, 0-36 x 0-8 = 5-38, 0-36 x 0-9 = 6-24, 0-36 x 0-10 = 7-10, 0-36 x 0-11 = 7-46, 0-36 x 0-12 = 8-32, 0-36 x 0-13 = 9-18, 0-36 x 0-14 = 10-4, 0-36 x 0-15 = 10-40, 0-36 x 0-16 = 11-26, 0-36 x 0-17 = 12-12, 0-36 x 0-18 = 12-48, 0-36 x 0-19 = 13-34, 0-36 x 0-20 = 14-20, 0-36 x 0-21 = 15-6, 0-36 x 0-22 = 15-42, 0-36 x 0-23 = 16-28, 0-36 x 0-24 = 17-14, 0-36 x 0-25 = 18-0, 0-36 x 0-26 = 18-36, 0-36 x 0-27 = 19-22, 0-36 x 0-28 = 20-8, 0-36 x 0-29 = 20-44, 0-36 x 0-30 = 21-30, 0-36 x 0-31 = 22-16, 0-36 x 0-32 = 23-2, 0-36 x 0-33 = 23-38, 0-36 x 0-34 = 24-24, 0-36 x 0-35 = 25-10, 0-36 x 0-36 = 25-46, 0-36 x 0-37 = 26-32, 0-36 x 0-38 = 27-18, 0-36 x 0-39 = 28-4, 0-36 x 0-40 = 28-40, 0-36 x 0-41 = 29-26, 0-36 x 0-42 = 30-12, 0-36 x 0-43 = 30-48, 0-36 x 0-44 = 31-34, 0-36 x 0-45 = 32-20, 0-36 x 0-46 = 33-6, 0-36 x 0-47 = 33-42, 0-36 x 0-48 = 34-28, 0-36 x 0-49 = 35-14, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-24, 0-37 x 0-3 = 2-11, 0-37 x 0-4 = 2-48, 0-37 x 0-5 = 3-35, 0-37 x 0-6 = 4-22, 0-37 x 0-7 = 5-9, 0-37 x 0-8 = 5-46, 0-37 x 0-9 = 6-33, 0-37 x 0-10 = 7-20, 0-37 x 0-11 = 8-7, 0-37 x 0-12 = 8-44, 0-37 x 0-13 = 9-31, 0-37 x 0-14 = 10-18, 0-37 x 0-15 = 11-5, 0-37 x 0-16 = 11-42, 0-37 x 0-17 = 12-29, 0-37 x 0-18 = 13-16, 0-37 x 0-19 = 14-3, 0-37 x 0-20 = 14-40, 0-37 x 0-21 = 15-27, 0-37 x 0-22 = 16-14, 0-37 x 0-23 = 17-1, 0-37 x 0-24 = 17-38, 0-37 x 0-25 = 18-25, 0-37 x 0-26 = 19-12, 0-37 x 0-27 = 19-49, 0-37 x 0-28 = 20-36, 0-37 x 0-29 = 21-23, 0-37 x 0-30 = 22-10, 0-37 x 0-31 = 22-47, 0-37 x 0-32 = 23-34, 0-37 x 0-33 = 24-21, 0-37 x 0-34 = 25-8, 0-37 x 0-35 = 25-45, 0-37 x 0-36 = 26-32, 0-37 x 0-37 = 27-19, 0-37 x 0-38 = 28-6, 0-37 x 0-39 = 28-43, 0-37 x 0-40 = 29-30, 0-37 x 0-41 = 30-17, 0-37 x 0-42 = 31-4, 0-37 x 0-43 = 31-41, 0-37 x 0-44 = 32-28, 0-37 x 0-45 = 33-15, 0-37 x 0-46 = 34-2, 0-37 x 0-47 = 34-39, 0-37 x 0-48 = 35-26, 0-37 x 0-49 = 36-13, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-26, 0-38 x 0-3 = 2-14, 0-38 x 0-4 = 3-2, 0-38 x 0-5 = 3-40, 0-38 x 0-6 = 4-28, 0-38 x 0-7 = 5-16, 0-38 x 0-8 = 6-4, 0-38 x 0-9 = 6-42, 0-38 x 0-10 = 7-30, 0-38 x 0-11 = 8-18, 0-38 x 0-12 = 9-6, 0-38 x 0-13 = 9-44, 0-38 x 0-14 = 10-32, 0-38 x 0-15 = 11-20, 0-38 x 0-16 = 12-8, 0-38 x 0-17 = 12-46, 0-38 x 0-18 = 13-34, 0-38 x 0-19 = 14-22, 0-38 x 0-20 = 15-10, 0-38 x 0-21 = 15-48, 0-38 x 0-22 = 16-36, 0-38 x 0-23 = 17-24, 0-38 x 0-24 = 18-12, 0-38 x 0-25 = 19-0, 0-38 x 0-26 = 19-38, 0-38 x 0-27 = 20-26, 0-38 x 0-28 = 21-14, 0-38 x 0-29 = 22-2, 0-38 x 0-30 = 22-40, 0-38 x 0-31 = 23-28, 0-38 x 0-32 = 24-16, 0-38 x 0-33 = 25-4, 0-38 x 0-34 = 25-42, 0-38 x 0-35 = 26-30, 0-38 x 0-36 = 27-18, 0-38 x 0-37 = 28-6, 0-38 x 0-38 = 28-44, 0-38 x 0-39 = 29-32, 0-38 x 0-40 = 30-20, 0-38 x 0-41 = 31-8, 0-38 x 0-42 = 31-46, 0-38 x 0-43 = 32-34, 0-38 x 0-44 = 33-22, 0-38 x 0-45 = 34-10, 0-38 x 0-46 = 34-48, 0-38 x 0-47 = 35-36, 0-38 x 0-48 = 36-24, 0-38 x 0-49 = 37-12, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-28, 0-39 x 0-3 = 2-17, 0-39 x 0-4 = 3-6, 0-39 x 0-5 = 3-45, 0-39 x 0-6 = 4-34, 0-39 x 0-7 = 5-23, 0-39 x 0-8 = 6-12, 0-39 x 0-9 = 7-1, 0-39 x 0-10 = 7-40, 0-39 x 0-11 = 8-29, 0-39 x 0-12 = 9-18, 0-39 x 0-13 = 10-7, 0-39 x 0-14 = 10-46, 0-39 x 0-15 = 11-35, 0-39 x 0-16 = 12-24, 0-39 x 0-17 = 13-13, 0-39 x 0-18 = 14-2, 0-39 x 0-19 = 14-41, 0-39 x 0-20 = 15-30, 0-39 x 0-21 = 16-19, 0-39 x 0-22 = 17-8, 0-39 x 0-23 = 17-47, 0-39 x 0-24 = 18-36, 0-39 x 0-25 = 19-25, 0-39 x 0-26 = 20-14, 0-39 x 0-27 = 21-3, 0-39 x 0-28 = 21-42, 0-39 x 0-29 = 22-31, 0-39 x 0-30 = 23-20, 0-39 x 0-31 = 24-9, 0-39 x 0-32 = 24-48, 0-39 x 0-33 = 25-37, 0-39 x 0-34 = 26-26, 0-39 x 0-35 = 27-15, 0-39 x 0-36 = 28-4, 0-39 x 0-37 = 28-43, 0-39 x 0-38 = 29-32, 0-39 x 0-39 = 30-21, 0-39 x 0-40 = 31-10, 0-39 x 0-41 = 31-49, 0-39 x 0-42 = 32-38, 0-39 x 0-43 = 33-27, 0-39 x 0-44 = 34-16, 0-39 x 0-45 = 35-5, 0-39 x 0-46 = 35-44, 0-39 x 0-47 = 36-33, 0-39 x 0-48 = 37-22, 0-39 x 0-49 = 38-11, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-30, 0-40 x 0-3 = 2-20, 0-40 x 0-4 = 3-10, 0-40 x 0-5 = 4-0, 0-40 x 0-6 = 4-40, 0-40 x 0-7 = 5-30, 0-40 x 0-8 = 6-20, 0-40 x 0-9 = 7-10, 0-40 x 0-10 = 8-0, 0-40 x 0-11 = 8-40, 0-40 x 0-12 = 9-30, 0-40 x 0-13 = 10-20, 0-40 x 0-14 = 11-10, 0-40 x 0-15 = 12-0, 0-40 x 0-16 = 12-40, 0-40 x 0-17 = 13-30, 0-40 x 0-18 = 14-20, 0-40 x 0-19 = 15-10, 0-40 x 0-20 = 16-0, 0-40 x 0-21 = 16-40, 0-40 x 0-22 = 17-30, 0-40 x 0-23 = 18-20, 0-40 x 0-24 = 19-10, 0-40 x 0-25 = 20-0, 0-40 x 0-26 = 20-40, 0-40 x 0-27 = 21-30, 0-40 x 0-28 = 22-20, 0-40 x 0-29 = 23-10, 0-40 x 0-30 = 24-0, 0-40 x 0-31 = 24-40, 0-40 x 0-32 = 25-30, 0-40 x 0-33 = 26-20, 0-40 x 0-34 = 27-10, 0-40 x 0-35 = 28-0, 0-40 x 0-36 = 28-40, 0-40 x 0-37 = 29-30, 0-40 x 0-38 = 30-20, 0-40 x 0-39 = 31-10, 0-40 x 0-40 = 32-0, 0-40 x 0-41 = 32-40, 0-40 x 0-42 = 33-30, 0-40 x 0-43 = 34-20, 0-40 x 0-44 = 35-10, 0-40 x 0-45 = 36-0, 0-40 x 0-46 = 36-40, 0-40 x 0-47 = 37-30, 0-40 x 0-48 = 38-20, 0-40 x 0-49 = 39-10, 
0-41 x 0-1 = 0-41, 0-41 x 0-2 = 1-32, 0-41 x 0-3 = 2-23, 0-41 x 0-4 = 3-14, 0-41 x 0-5 = 4-5, 0-41 x 0-6 = 4-46, 0-41 x 0-7 = 5-37, 0-41 x 0-8 = 6-28, 0-41 x 0-9 = 7-19, 0-41 x 0-10 = 8-10, 0-41 x 0-11 = 9-1, 0-41 x 0-12 = 9-42, 0-41 x 0-13 = 10-33, 0-41 x 0-14 = 11-24, 0-41 x 0-15 = 12-15, 0-41 x 0-16 = 13-6, 0-41 x 0-17 = 13-47, 0-41 x 0-18 = 14-38, 0-41 x 0-19 = 15-29, 0-41 x 0-20 = 16-20, 0-41 x 0-21 = 17-11, 0-41 x 0-22 = 18-2, 0-41 x 0-23 = 18-43, 0-41 x 0-24 = 19-34, 0-41 x 0-25 = 20-25, 0-41 x 0-26 = 21-16, 0-41 x 0-27 = 22-7, 0-41 x 0-28 = 22-48, 0-41 x 0-29 = 23-39, 0-41 x 0-30 = 24-30, 0-41 x 0-31 = 25-21, 0-41 x 0-32 = 26-12, 0-41 x 0-33 = 27-3, 0-41 x 0-34 = 27-44, 0-41 x 0-35 = 28-35, 0-41 x 0-36 = 29-26, 0-41 x 0-37 = 30-17, 0-41 x 0-38 = 31-8, 0-41 x 0-39 = 31-49, 0-41 x 0-40 = 32-40, 0-41 x 0-41 = 33-31, 0-41 x 0-42 = 34-22, 0-41 x 0-43 = 35-13, 0-41 x 0-44 = 36-4, 0-41 x 0-45 = 36-45, 0-41 x 0-46 = 37-36, 0-41 x 0-47 = 38-27, 0-41 x 0-48 = 39-18, 0-41 x 0-49 = 40-9, 
0-42 x 0-1 = 0-42, 0-42 x 0-2 = 1-34, 0-42 x 0-3 = 2-26, 0-42 x 0-4 = 3-18, 0-42 x 0-5 = 4-10, 0-42 x 0-6 = 5-2, 0-42 x 0-7 = 5-44, 0-42 x 0-8 = 6-36, 0-42 x 0-9 = 7-28, 0-42 x 0-10 = 8-20, 0-42 x 0-11 = 9-12, 0-42 x 0-12 = 10-4, 0-42 x 0-13 = 10-46, 0-42 x 0-14 = 11-38, 0-42 x 0-15 = 12-30, 0-42 x 0-16 = 13-22, 0-42 x 0-17 = 14-14, 0-42 x 0-18 = 15-6, 0-42 x 0-19 = 15-48, 0-42 x 0-20 = 16-40, 0-42 x 0-21 = 17-32, 0-42 x 0-22 = 18-24, 0-42 x 0-23 = 19-16, 0-42 x 0-24 = 20-8, 0-42 x 0-25 = 21-0, 0-42 x 0-26 = 21-42, 0-42 x 0-27 = 22-34, 0-42 x 0-28 = 23-26, 0-42 x 0-29 = 24-18, 0-42 x 0-30 = 25-10, 0-42 x 0-31 = 26-2, 0-42 x 0-32 = 26-44, 0-42 x 0-33 = 27-36, 0-42 x 0-34 = 28-28, 0-42 x 0-35 = 29-20, 0-42 x 0-36 = 30-12, 0-42 x 0-37 = 31-4, 0-42 x 0-38 = 31-46, 0-42 x 0-39 = 32-38, 0-42 x 0-40 = 33-30, 0-42 x 0-41 = 34-22, 0-42 x 0-42 = 35-14, 0-42 x 0-43 = 36-6, 0-42 x 0-44 = 36-48, 0-42 x 0-45 = 37-40, 0-42 x 0-46 = 38-32, 0-42 x 0-47 = 39-24, 0-42 x 0-48 = 40-16, 0-42 x 0-49 = 41-8, 
