0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-7, 0-28 x 0-3 = 1-35, 0-28 x 0-4 = 2-14, 0-28 x 0-5 = 2-42, 0-28 x 0-6 = 3-21, 0-28 x 0-7 = 4-0, 0-28 x 0-8 = 4-28, 0-28 x 0-9 = 5-7, 0-28 x 0-10 = 5-35, 0-28 x 0-11 = 6-14, 0-28 x 0-12 = 6-42, 0-28 x 0-13 = 7-21, 0-28 x 0-14 = 8-0, 0-28 x 0-15 = 8-28, 0-28 x 0-16 = 9-7, 0-28 x 0-17 = 9-35, 0-28 x 0-18 = 10-14, 0-28 x 0-19 = 10-42, 0-28 x 0-20 = 11-21, 0-28 x 0-21 = 12-0, 0-28 x 0-22 = 12-28, 0-28 x 0-23 = 13-7, 0-28 x 0-24 = 13-35, 0-28 x 0-25 = 14-14, 0-28 x 0-26 = 14-42, 0-28 x 0-27 = 15-21, 0-28 x 0-28 = 16-0, 0-28 x 0-29 = 16-28, 0-28 x 0-30 = 17-7, 0-28 x 0-31 = 17-35, 0-28 x 0-32 = 18-14, 0-28 x 0-33 = 18-42, 0-28 x 0-34 = 19-21, 0-28 x 0-35 = 20-0, 0-28 x 0-36 = 20-28, 0-28 x 0-37 = 21-7, 0-28 x 0-38 = 21-35, 0-28 x 0-39 = 22-14, 0-28 x 0-40 = 22-42, 0-28 x 0-41 = 23-21, 0-28 x 0-42 = 24-0, 0-28 x 0-43 = 24-28, 0-28 x 0-44 = 25-7, 0-28 x 0-45 = 25-35, 0-28 x 0-46 = 26-14, 0-28 x 0-47 = 26-42, 0-28 x 0-48 = 27-21, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-9, 0-29 x 0-3 = 1-38, 0-29 x 0-4 = 2-18, 0-29 x 0-5 = 2-47, 0-29 x 0-6 = 3-27, 0-29 x 0-7 = 4-7, 0-29 x 0-8 = 4-36, 0-29 x 0-9 = 5-16, 0-29 x 0-10 = 5-45, 0-29 x 0-11 = 6-25, 0-29 x 0-12 = 7-5, 0-29 x 0-13 = 7-34, 0-29 x 0-14 = 8-14, 0-29 x 0-15 = 8-43, 0-29 x 0-16 = 9-23, 0-29 x 0-17 = 10-3, 0-29 x 0-18 = 10-32, 0-29 x 0-19 = 11-12, 0-29 x 0-20 = 11-41, 0-29 x 0-21 = 12-21, 0-29 x 0-22 = 13-1, 0-29 x 0-23 = 13-30, 0-29 x 0-24 = 14-10, 0-29 x 0-25 = 14-39, 0-29 x 0-26 = 15-19, 0-29 x 0-27 = 15-48, 0-29 x 0-28 = 16-28, 0-29 x 0-29 = 17-8, 0-29 x 0-30 = 17-37, 0-29 x 0-31 = 18-17, 0-29 x 0-32 = 18-46, 0-29 x 0-33 = 19-26, 0-29 x 0-34 = 20-6, 0-29 x 0-35 = 20-35, 0-29 x 0-36 = 21-15, 0-29 x 0-37 = 21-44, 0-29 x 0-38 = 22-24, 0-29 x 0-39 = 23-4, 0-29 x 0-40 = 23-33, 0-29 x 0-41 = 24-13, 0-29 x 0-42 = 24-42, 0-29 x 0-43 = 25-22, 0-29 x 0-44 = 26-2, 0-29 x 0-45 = 26-31, 0-29 x 0-46 = 27-11, 0-29 x 0-47 = 27-40, 0-29 x 0-48 = 28-20, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-11, 0-30 x 0-3 = 1-41, 0-30 x 0-4 = 2-22, 0-30 x 0-5 = 3-3, 0-30 x 0-6 = 3-33, 0-30 x 0-7 = 4-14, 0-30 x 0-8 = 4-44, 0-30 x 0-9 = 5-25, 0-30 x 0-10 = 6-6, 0-30 x 0-11 = 6-36, 0-30 x 0-12 = 7-17, 0-30 x 0-13 = 7-47, 0-30 x 0-14 = 8-28, 0-30 x 0-15 = 9-9, 0-30 x 0-16 = 9-39, 0-30 x 0-17 = 10-20, 0-30 x 0-18 = 11-1, 0-30 x 0-19 = 11-31, 0-30 x 0-20 = 12-12, 0-30 x 0-21 = 12-42, 0-30 x 0-22 = 13-23, 0-30 x 0-23 = 14-4, 0-30 x 0-24 = 14-34, 0-30 x 0-25 = 15-15, 0-30 x 0-26 = 15-45, 0-30 x 0-27 = 16-26, 0-30 x 0-28 = 17-7, 0-30 x 0-29 = 17-37, 0-30 x 0-30 = 18-18, 0-30 x 0-31 = 18-48, 0-30 x 0-32 = 19-29, 0-30 x 0-33 = 20-10, 0-30 x 0-34 = 20-40, 0-30 x 0-35 = 21-21, 0-30 x 0-36 = 22-2, 0-30 x 0-37 = 22-32, 0-30 x 0-38 = 23-13, 0-30 x 0-39 = 23-43, 0-30 x 0-40 = 24-24, 0-30 x 0-41 = 25-5, 0-30 x 0-42 = 25-35, 0-30 x 0-43 = 26-16, 0-30 x 0-44 = 26-46, 0-30 x 0-45 = 27-27, 0-30 x 0-46 = 28-8, 0-30 x 0-47 = 28-38, 0-30 x 0-48 = 29-19, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-13, 0-31 x 0-3 = 1-44, 0-31 x 0-4 = 2-26, 0-31 x 0-5 = 3-8, 0-31 x 0-6 = 3-39, 0-31 x 0-7 = 4-21, 0-31 x 0-8 = 5-3, 0-31 x 0-9 = 5-34, 0-31 x 0-10 = 6-16, 0-31 x 0-11 = 6-47, 0-31 x 0-12 = 7-29, 0-31 x 0-13 = 8-11, 0-31 x 0-14 = 8-42, 0-31 x 0-15 = 9-24, 0-31 x 0-16 = 10-6, 0-31 x 0-17 = 10-37, 0-31 x 0-18 = 11-19, 0-31 x 0-19 = 12-1, 0-31 x 0-20 = 12-32, 0-31 x 0-21 = 13-14, 0-31 x 0-22 = 13-45, 0-31 x 0-23 = 14-27, 0-31 x 0-24 = 15-9, 0-31 x 0-25 = 15-40, 0-31 x 0-26 = 16-22, 0-31 x 0-27 = 17-4, 0-31 x 0-28 = 17-35, 0-31 x 0-29 = 18-17, 0-31 x 0-30 = 18-48, 0-31 x 0-31 = 19-30, 0-31 x 0-32 = 20-12, 0-31 x 0-33 = 20-43, 0-31 x 0-34 = 21-25, 0-31 x 0-35 = 22-7, 0-31 x 0-36 = 22-38, 0-31 x 0-37 = 23-20, 0-31 x 0-38 = 24-2, 0-31 x 0-39 = 24-33, 0-31 x 0-40 = 25-15, 0-31 x 0-41 = 25-46, 0-31 x 0-42 = 26-28, 0-31 x 0-43 = 27-10, 0-31 x 0-44 = 27-41, 0-31 x 0-45 = 28-23, 0-31 x 0-46 = 29-5, 0-31 x 0-47 = 29-36, 0-31 x 0-48 = 30-18, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-15, 0-32 x 0-3 = 1-47, 0-32 x 0-4 = 2-30, 0-32 x 0-5 = 3-13, 0-32 x 0-6 = 3-45, 0-32 x 0-7 = 4-28, 0-32 x 0-8 = 5-11, 0-32 x 0-9 = 5-43, 0-32 x 0-10 = 6-26, 0-32 x 0-11 = 7-9, 0-32 x 0-12 = 7-41, 0-32 x 0-13 = 8-24, 0-32 x 0-14 = 9-7, 0-32 x 0-15 = 9-39, 0-32 x 0-16 = 10-22, 0-32 x 0-17 = 11-5, 0-32 x 0-18 = 11-37, 0-32 x 0-19 = 12-20, 0-32 x 0-20 = 13-3, 0-32 x 0-21 = 13-35, 0-32 x 0-22 = 14-18, 0-32 x 0-23 = 15-1, 0-32 x 0-24 = 15-33, 0-32 x 0-25 = 16-16, 0-32 x 0-26 = 16-48, 0-32 x 0-27 = 17-31, 0-32 x 0-28 = 18-14, 0-32 x 0-29 = 18-46, 0-32 x 0-30 = 19-29, 0-32 x 0-31 = 20-12, 0-32 x 0-32 = 20-44, 0-32 x 0-33 = 21-27, 0-32 x 0-34 = 22-10, 0-32 x 0-35 = 22-42, 0-32 x 0-36 = 23-25, 0-32 x 0-37 = 24-8, 0-32 x 0-38 = 24-40, 0-32 x 0-39 = 25-23, 0-32 x 0-40 = 26-6, 0-32 x 0-41 = 26-38, 0-32 x 0-42 = 27-21, 0-32 x 0-43 = 28-4, 0-32 x 0-44 = 28-36, 0-32 x 0-45 = 29-19, 0-32 x 0-46 = 30-2, 0-32 x 0-47 = 30-34, 0-32 x 0-48 = 31-17, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-17, 0-33 x 0-3 = 2-1, 0-33 x 0-4 = 2-34, 0-33 x 0-5 = 3-18, 0-33 x 0-6 = 4-2, 0-33 x 0-7 = 4-35, 0-33 x 0-8 = 5-19, 0-33 x 0-9 = 6-3, 0-33 x 0-10 = 6-36, 0-33 x 0-11 = 7-20, 0-33 x 0-12 = 8-4, 0-33 x 0-13 = 8-37, 0-33 x 0-14 = 9-21, 0-33 x 0-15 = 10-5, 0-33 x 0-16 = 10-38, 0-33 x 0-17 = 11-22, 0-33 x 0-18 = 12-6, 0-33 x 0-19 = 12-39, 0-33 x 0-20 = 13-23, 0-33 x 0-21 = 14-7, 0-33 x 0-22 = 14-40, 0-33 x 0-23 = 15-24, 0-33 x 0-24 = 16-8, 0-33 x 0-25 = 16-41, 0-33 x 0-26 = 17-25, 0-33 x 0-27 = 18-9, 0-33 x 0-28 = 18-42, 0-33 x 0-29 = 19-26, 0-33 x 0-30 = 20-10, 0-33 x 0-31 = 20-43, 0-33 x 0-32 = 21-27, 0-33 x 0-33 = 22-11, 0-33 x 0-34 = 22-44, 0-33 x 0-35 = 23-28, 0-33 x 0-36 = 24-12, 0-33 x 0-37 = 24-45, 0-33 x 0-38 = 25-29, 0-33 x 0-39 = 26-13, 0-33 x 0-40 = 26-46, 0-33 x 0-41 = 27-30, 0-33 x 0-42 = 28-14, 0-33 x 0-43 = 28-47, 0-33 x 0-44 = 29-31, 0-33 x 0-45 = 30-15, 0-33 x 0-46 = 30-48, 0-33 x 0-47 = 31-32, 0-33 x 0-48 = 32-16, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-19, 0-34 x 0-3 = 2-4, 0-34 x 0-4 = 2-38, 0-34 x 0-5 = 3-23, 0-34 x 0-6 = 4-8, 0-34 x 0-7 = 4-42, 0-34 x 0-8 = 5-27, 0-34 x 0-9 = 6-12, 0-34 x 0-10 = 6-46, 0-34 x 0-11 = 7-31, 0-34 x 0-12 = 8-16, 0-34 x 0-13 = 9-1, 0-34 x 0-14 = 9-35, 0-34 x 0-15 = 10-20, 0-34 x 0-16 = 11-5, 0-34 x 0-17 = 11-39, 0-34 x 0-18 = 12-24, 0-34 x 0-19 = 13-9, 0-34 x 0-20 = 13-43, 0-34 x 0-21 = 14-28, 0-34 x 0-22 = 15-13, 0-34 x 0-23 = 15-47, 0-34 x 0-24 = 16-32, 0-34 x 0-25 = 17-17, 0-34 x 0-26 = 18-2, 0-34 x 0-27 = 18-36, 0-34 x 0-28 = 19-21, 0-34 x 0-29 = 20-6, 0-34 x 0-30 = 20-40, 0-34 x 0-31 = 21-25, 0-34 x 0-32 = 22-10, 0-34 x 0-33 = 22-44, 0-34 x 0-34 = 23-29, 0-34 x 0-35 = 24-14, 0-34 x 0-36 = 24-48, 0-34 x 0-37 = 25-33, 0-34 x 0-38 = 26-18, 0-34 x 0-39 = 27-3, 0-34 x 0-40 = 27-37, 0-34 x 0-41 = 28-22, 0-34 x 0-42 = 29-7, 0-34 x 0-43 = 29-41, 0-34 x 0-44 = 30-26, 0-34 x 0-45 = 31-11, 0-34 x 0-46 = 31-45, 0-34 x 0-47 = 32-30, 0-34 x 0-48 = 33-15, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-21, 0-35 x 0-3 = 2-7, 0-35 x 0-4 = 2-42, 0-35 x 0-5 = 3-28, 0-35 x 0-6 = 4-14, 0-35 x 0-7 = 5-0, 0-35 x 0-8 = 5-35, 0-35 x 0-9 = 6-21, 0-35 x 0-10 = 7-7, 0-35 x 0-11 = 7-42, 0-35 x 0-12 = 8-28, 0-35 x 0-13 = 9-14, 0-35 x 0-14 = 10-0, 0-35 x 0-15 = 10-35, 0-35 x 0-16 = 11-21, 0-35 x 0-17 = 12-7, 0-35 x 0-18 = 12-42, 0-35 x 0-19 = 13-28, 0-35 x 0-20 = 14-14, 0-35 x 0-21 = 15-0, 0-35 x 0-22 = 15-35, 0-35 x 0-23 = 16-21, 0-35 x 0-24 = 17-7, 0-35 x 0-25 = 17-42, 0-35 x 0-26 = 18-28, 0-35 x 0-27 = 19-14, 0-35 x 0-28 = 20-0, 0-35 x 0-29 = 20-35, 0-35 x 0-30 = 21-21, 0-35 x 0-31 = 22-7, 0-35 x 0-32 = 22-42, 0-35 x 0-33 = 23-28, 0-35 x 0-34 = 24-14, 0-35 x 0-35 = 25-0, 0-35 x 0-36 = 25-35, 0-35 x 0-37 = 26-21, 0-35 x 0-38 = 27-7, 0-35 x 0-39 = 27-42, 0-35 x 0-40 = 28-28, 0-35 x 0-41 = 29-14, 0-35 x 0-42 = 30-0, 0-35 x 0-43 = 30-35, 0-35 x 0-44 = 31-21, 0-35 x 0-45 = 32-7, 0-35 x 0-46 = 32-42, 0-35 x 0-47 = 33-28, 0-35 x 0-48 = 34-14, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-23, 0-36 x 0-3 = 2-10, 0-36 x 0-4 = 2-46, 0-36 x 0-5 = 3-33, 0-36 x 0-6 = 4-20, 0-36 x 0-7 = 5-7, 0-36 x 0-8 = 5-43, 0-36 x 0-9 = 6-30, 0-36 x 0-10 = 7-17, 0-36 x 0-11 = 8-4, 0-36 x 0-12 = 8-40, 0-36 x 0-13 = 9-27, 0-36 x 0-14 = 10-14, 0-36 x 0-15 = 11-1, 0-36 x 0-16 = 11-37, 0-36 x 0-17 = 12-24, 0-36 x 0-18 = 13-11, 0-36 x 0-19 = 13-47, 0-36 x 0-20 = 14-34, 0-36 x 0-21 = 15-21, 0-36 x 0-22 = 16-8, 0-36 x 0-23 = 16-44, 0-36 x 0-24 = 17-31, 0-36 x 0-25 = 18-18, 0-36 x 0-26 = 19-5, 0-36 x 0-27 = 19-41, 0-36 x 0-28 = 20-28, 0-36 x 0-29 = 21-15, 0-36 x 0-30 = 22-2, 0-36 x 0-31 = 22-38, 0-36 x 0-32 = 23-25, 0-36 x 0-33 = 24-12, 0-36 x 0-34 = 24-48, 0-36 x 0-35 = 25-35, 0-36 x 0-36 = 26-22, 0-36 x 0-37 = 27-9, 0-36 x 0-38 = 27-45, 0-36 x 0-39 = 28-32, 0-36 x 0-40 = 29-19, 0-36 x 0-41 = 30-6, 0-36 x 0-42 = 30-42, 0-36 x 0-43 = 31-29, 0-36 x 0-44 = 32-16, 0-36 x 0-45 = 33-3, 0-36 x 0-46 = 33-39, 0-36 x 0-47 = 34-26, 0-36 x 0-48 = 35-13, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-25, 0-37 x 0-3 = 2-13, 0-37 x 0-4 = 3-1, 0-37 x 0-5 = 3-38, 0-37 x 0-6 = 4-26, 0-37 x 0-7 = 5-14, 0-37 x 0-8 = 6-2, 0-37 x 0-9 = 6-39, 0-37 x 0-10 = 7-27, 0-37 x 0-11 = 8-15, 0-37 x 0-12 = 9-3, 0-37 x 0-13 = 9-40, 0-37 x 0-14 = 10-28, 0-37 x 0-15 = 11-16, 0-37 x 0-16 = 12-4, 0-37 x 0-17 = 12-41, 0-37 x 0-18 = 13-29, 0-37 x 0-19 = 14-17, 0-37 x 0-20 = 15-5, 0-37 x 0-21 = 15-42, 0-37 x 0-22 = 16-30, 0-37 x 0-23 = 17-18, 0-37 x 0-24 = 18-6, 0-37 x 0-25 = 18-43, 0-37 x 0-26 = 19-31, 0-37 x 0-27 = 20-19, 0-37 x 0-28 = 21-7, 0-37 x 0-29 = 21-44, 0-37 x 0-30 = 22-32, 0-37 x 0-31 = 23-20, 0-37 x 0-32 = 24-8, 0-37 x 0-33 = 24-45, 0-37 x 0-34 = 25-33, 0-37 x 0-35 = 26-21, 0-37 x 0-36 = 27-9, 0-37 x 0-37 = 27-46, 0-37 x 0-38 = 28-34, 0-37 x 0-39 = 29-22, 0-37 x 0-40 = 30-10, 0-37 x 0-41 = 30-47, 0-37 x 0-42 = 31-35, 0-37 x 0-43 = 32-23, 0-37 x 0-44 = 33-11, 0-37 x 0-45 = 33-48, 0-37 x 0-46 = 34-36, 0-37 x 0-47 = 35-24, 0-37 x 0-48 = 36-12, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-27, 0-38 x 0-3 = 2-16, 0-38 x 0-4 = 3-5, 0-38 x 0-5 = 3-43, 0-38 x 0-6 = 4-32, 0-38 x 0-7 = 5-21, 0-38 x 0-8 = 6-10, 0-38 x 0-9 = 6-48, 0-38 x 0-10 = 7-37, 0-38 x 0-11 = 8-26, 0-38 x 0-12 = 9-15, 0-38 x 0-13 = 10-4, 0-38 x 0-14 = 10-42, 0-38 x 0-15 = 11-31, 0-38 x 0-16 = 12-20, 0-38 x 0-17 = 13-9, 0-38 x 0-18 = 13-47, 0-38 x 0-19 = 14-36, 0-38 x 0-20 = 15-25, 0-38 x 0-21 = 16-14, 0-38 x 0-22 = 17-3, 0-38 x 0-23 = 17-41, 0-38 x 0-24 = 18-30, 0-38 x 0-25 = 19-19, 0-38 x 0-26 = 20-8, 0-38 x 0-27 = 20-46, 0-38 x 0-28 = 21-35, 0-38 x 0-29 = 22-24, 0-38 x 0-30 = 23-13, 0-38 x 0-31 = 24-2, 0-38 x 0-32 = 24-40, 0-38 x 0-33 = 25-29, 0-38 x 0-34 = 26-18, 0-38 x 0-35 = 27-7, 0-38 x 0-36 = 27-45, 0-38 x 0-37 = 28-34, 0-38 x 0-38 = 29-23, 0-38 x 0-39 = 30-12, 0-38 x 0-40 = 31-1, 0-38 x 0-41 = 31-39, 0-38 x 0-42 = 32-28, 0-38 x 0-43 = 33-17, 0-38 x 0-44 = 34-6, 0-38 x 0-45 = 34-44, 0-38 x 0-46 = 35-33, 0-38 x 0-47 = 36-22, 0-38 x 0-48 = 37-11, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-29, 0-39 x 0-3 = 2-19, 0-39 x 0-4 = 3-9, 0-39 x 0-5 = 3-48, 0-39 x 0-6 = 4-38, 0-39 x 0-7 = 5-28, 0-39 x 0-8 = 6-18, 0-39 x 0-9 = 7-8, 0-39 x 0-10 = 7-47, 0-39 x 0-11 = 8-37, 0-39 x 0-12 = 9-27, 0-39 x 0-13 = 10-17, 0-39 x 0-14 = 11-7, 0-39 x 0-15 = 11-46, 0-39 x 0-16 = 12-36, 0-39 x 0-17 = 13-26, 0-39 x 0-18 = 14-16, 0-39 x 0-19 = 15-6, 0-39 x 0-20 = 15-45, 0-39 x 0-21 = 16-35, 0-39 x 0-22 = 17-25, 0-39 x 0-23 = 18-15, 0-39 x 0-24 = 19-5, 0-39 x 0-25 = 19-44, 0-39 x 0-26 = 20-34, 0-39 x 0-27 = 21-24, 0-39 x 0-28 = 22-14, 0-39 x 0-29 = 23-4, 0-39 x 0-30 = 23-43, 0-39 x 0-31 = 24-33, 0-39 x 0-32 = 25-23, 0-39 x 0-33 = 26-13, 0-39 x 0-34 = 27-3, 0-39 x 0-35 = 27-42, 0-39 x 0-36 = 28-32, 0-39 x 0-37 = 29-22, 0-39 x 0-38 = 30-12, 0-39 x 0-39 = 31-2, 0-39 x 0-40 = 31-41, 0-39 x 0-41 = 32-31, 0-39 x 0-42 = 33-21, 0-39 x 0-43 = 34-11, 0-39 x 0-44 = 35-1, 0-39 x 0-45 = 35-40, 0-39 x 0-46 = 36-30, 0-39 x 0-47 = 37-20, 0-39 x 0-48 = 38-10, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-31, 0-40 x 0-3 = 2-22, 0-40 x 0-4 = 3-13, 0-40 x 0-5 = 4-4, 0-40 x 0-6 = 4-44, 0-40 x 0-7 = 5-35, 0-40 x 0-8 = 6-26, 0-40 x 0-9 = 7-17, 0-40 x 0-10 = 8-8, 0-40 x 0-11 = 8-48, 0-40 x 0-12 = 9-39, 0-40 x 0-13 = 10-30, 0-40 x 0-14 = 11-21, 0-40 x 0-15 = 12-12, 0-40 x 0-16 = 13-3, 0-40 x 0-17 = 13-43, 0-40 x 0-18 = 14-34, 0-40 x 0-19 = 15-25, 0-40 x 0-20 = 16-16, 0-40 x 0-21 = 17-7, 0-40 x 0-22 = 17-47, 0-40 x 0-23 = 18-38, 0-40 x 0-24 = 19-29, 0-40 x 0-25 = 20-20, 0-40 x 0-26 = 21-11, 0-40 x 0-27 = 22-2, 0-40 x 0-28 = 22-42, 0-40 x 0-29 = 23-33, 0-40 x 0-30 = 24-24, 0-40 x 0-31 = 25-15, 0-40 x 0-32 = 26-6, 0-40 x 0-33 = 26-46, 0-40 x 0-34 = 27-37, 0-40 x 0-35 = 28-28, 0-40 x 0-36 = 29-19, 0-40 x 0-37 = 30-10, 0-40 x 0-38 = 31-1, 0-40 x 0-39 = 31-41, 0-40 x 0-40 = 32-32, 0-40 x 0-41 = 33-23, 0-40 x 0-42 = 34-14, 0-40 x 0-43 = 35-5, 0-40 x 0-44 = 35-45, 0-40 x 0-45 = 36-36, 0-40 x 0-46 = 37-27, 0-40 x 0-47 = 38-18, 0-40 x 0-48 = 39-9, 
0-41 x 0-1 = 0-41, 0-41 x 0-2 = 1-33, 0-41 x 0-3 = 2-25, 0-41 x 0-4 = 3-17, 0-41 x 0-5 = 4-9, 0-41 x 0-6 = 5-1, 0-41 x 0-7 = 5-42, 0-41 x 0-8 = 6-34, 0-41 x 0-9 = 7-26, 0-41 x 0-10 = 8-18, 0-41 x 0-11 = 9-10, 0-41 x 0-12 = 10-2, 0-41 x 0-13 = 10-43, 0-41 x 0-14 = 11-35, 0-41 x 0-15 = 12-27, 0-41 x 0-16 = 13-19, 0-41 x 0-17 = 14-11, 0-41 x 0-18 = 15-3, 0-41 x 0-19 = 15-44, 0-41 x 0-20 = 16-36, 0-41 x 0-21 = 17-28, 0-41 x 0-22 = 18-20, 0-41 x 0-23 = 19-12, 0-41 x 0-24 = 20-4, 0-41 x 0-25 = 20-45, 0-41 x 0-26 = 21-37, 0-41 x 0-27 = 22-29, 0-41 x 0-28 = 23-21, 0-41 x 0-29 = 24-13, 0-41 x 0-30 = 25-5, 0-41 x 0-31 = 25-46, 0-41 x 0-32 = 26-38, 0-41 x 0-33 = 27-30, 0-41 x 0-34 = 28-22, 0-41 x 0-35 = 29-14, 0-41 x 0-36 = 30-6, 0-41 x 0-37 = 30-47, 0-41 x 0-38 = 31-39, 0-41 x 0-39 = 32-31, 0-41 x 0-40 = 33-23, 0-41 x 0-41 = 34-15, 0-41 x 0-42 = 35-7, 0-41 x 0-43 = 35-48, 0-41 x 0-44 = 36-40, 0-41 x 0-45 = 37-32, 0-41 x 0-46 = 38-24, 0-41 x 0-47 = 39-16, 0-41 x 0-48 = 40-8, 
0-42 x 0-1 = 0-42, 0-42 x 0-2 = 1-35, 0-42 x 0-3 = 2-28, 0-42 x 0-4 = 3-21, 0-42 x 0-5 = 4-14, 0-42 x 0-6 = 5-7, 0-42 x 0-7 = 6-0, 0-42 x 0-8 = 6-42, 0-42 x 0-9 = 7-35, 0-42 x 0-10 = 8-28, 0-42 x 0-11 = 9-21, 0-42 x 0-12 = 10-14, 0-42 x 0-13 = 11-7, 0-42 x 0-14 = 12-0, 0-42 x 0-15 = 12-42, 0-42 x 0-16 = 13-35, 0-42 x 0-17 = 14-28, 0-42 x 0-18 = 15-21, 0-42 x 0-19 = 16-14, 0-42 x 0-20 = 17-7, 0-42 x 0-21 = 18-0, 0-42 x 0-22 = 18-42, 0-42 x 0-23 = 19-35, 0-42 x 0-24 = 20-28, 0-42 x 0-25 = 21-21, 0-42 x 0-26 = 22-14, 0-42 x 0-27 = 23-7, 0-42 x 0-28 = 24-0, 0-42 x 0-29 = 24-42, 0-42 x 0-30 = 25-35, 0-42 x 0-31 = 26-28, 0-42 x 0-32 = 27-21, 0-42 x 0-33 = 28-14, 0-42 x 0-34 = 29-7, 0-42 x 0-35 = 30-0, 0-42 x 0-36 = 30-42, 0-42 x 0-37 = 31-35, 0-42 x 0-38 = 32-28, 0-42 x 0-39 = 33-21, 0-42 x 0-40 = 34-14, 0-42 x 0-41 = 35-7, 0-42 x 0-42 = 36-0, 0-42 x 0-43 = 36-42, 0-42 x 0-44 = 37-35, 0-42 x 0-45 = 38-28, 0-42 x 0-46 = 39-21, 0-42 x 0-47 = 40-14, 0-42 x 0-48 = 41-7, 
0-43 x 0-1 = 0-43, 0-43 x 0-2 = 1-37, 0-43 x 0-3 = 2-31, 0-43 x 0-4 = 3-25, 0-43 x 0-5 = 4-19, 0-43 x 0-6 = 5-13, 0-43 x 0-7 = 6-7, 0-43 x 0-8 = 7-1, 0-43 x 0-9 = 7-44, 0-43 x 0-10 = 8-38, 0-43 x 0-11 = 9-32, 0-43 x 0-12 = 10-26, 0-43 x 0-13 = 11-20, 0-43 x 0-14 = 12-14, 0-43 x 0-15 = 13-8, 0-43 x 0-16 = 14-2, 0-43 x 0-17 = 14-45, 0-43 x 0-18 = 15-39, 0-43 x 0-19 = 16-33, 0-43 x 0-20 = 17-27, 0-43 x 0-21 = 18-21, 0-43 x 0-22 = 19-15, 0-43 x 0-23 = 20-9, 0-43 x 0-24 = 21-3, 0-43 x 0-25 = 21-46, 0-43 x 0-26 = 22-40, 0-43 x 0-27 = 23-34, 0-43 x 0-28 = 24-28, 0-43 x 0-29 = 25-22, 0-43 x 0-30 = 26-16, 0-43 x 0-31 = 27-10, 0-43 x 0-32 = 28-4, 0-43 x 0-33 = 28-47, 0-43 x 0-34 = 29-41, 0-43 x 0-35 = 30-35, 0-43 x 0-36 = 31-29, 0-43 x 0-37 = 32-23, 0-43 x 0-38 = 33-17, 0-43 x 0-39 = 34-11, 0-43 x 0-40 = 35-5, 0-43 x 0-41 = 35-48, 0-43 x 0-42 = 36-42, 0-43 x 0-43 = 37-36, 0-43 x 0-44 = 38-30, 0-43 x 0-45 = 39-24, 0-43 x 0-46 = 40-18, 0-43 x 0-47 = 41-12, 0-43 x 0-48 = 42-6, 
0-44 x 0-1 = 0-44, 0-44 x 0-2 = 1-39, 0-44 x 0-3 = 2-34, 0-44 x 0-4 = 3-29, 0-44 x 0-5 = 4-24, 0-44 x 0-6 = 5-19, 0-44 x 0-7 = 6-14, 0-44 x 0-8 = 7-9, 0-44 x 0-9 = 8-4, 0-44 x 0-10 = 8-48, 0-44 x 0-11 = 9-43, 0-44 x 0-12 = 10-38, 0-44 x 0-13 = 11-33, 0-44 x 0-14 = 12-28, 0-44 x 0-15 = 13-23, 0-44 x 0-16 = 14-18, 0-44 x 0-17 = 15-13, 0-44 x 0-18 = 16-8, 0-44 x 0-19 = 17-3, 0-44 x 0-20 = 17-47, 0-44 x 0-21 = 18-42, 0-44 x 0-22 = 19-37, 0-44 x 0-23 = 20-32, 0-44 x 0-24 = 21-27, 0-44 x 0-25 = 22-22, 0-44 x 0-26 = 23-17, 0-44 x 0-27 = 24-12, 0-44 x 0-28 = 25-7, 0-44 x 0-29 = 26-2, 0-44 x 0-30 = 26-46, 0-44 x 0-31 = 27-41, 0-44 x 0-32 = 28-36, 0-44 x 0-33 = 29-31, 0-44 x 0-34 = 30-26, 0-44 x 0-35 = 31-21, 0-44 x 0-36 = 32-16, 0-44 x 0-37 = 33-11, 0-44 x 0-38 = 34-6, 0-44 x 0-39 = 35-1, 0-44 x 0-40 = 35-45, 0-44 x 0-41 = 36-40, 0-44 x 0-42 = 37-35, 0-44 x 0-43 = 38-30, 0-44 x 0-44 = 39-25, 0-44 x 0-45 = 40-20, 0-44 x 0-46 = 41-15, 0-44 x 0-47 = 42-10, 0-44 x 0-48 = 43-5, 
