0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-11, 0-24 x 0-4 = 1-35, 0-24 x 0-5 = 1-59, 0-24 x 0-6 = 2-22, 0-24 x 0-7 = 2-46, 0-24 x 0-8 = 3-9, 0-24 x 0-9 = 3-33, 0-24 x 0-10 = 3-57, 0-24 x 0-11 = 4-20, 0-24 x 0-12 = 4-44, 0-24 x 0-13 = 5-7, 0-24 x 0-14 = 5-31, 0-24 x 0-15 = 5-55, 0-24 x 0-16 = 6-18, 0-24 x 0-17 = 6-42, 0-24 x 0-18 = 7-5, 0-24 x 0-19 = 7-29, 0-24 x 0-20 = 7-53, 0-24 x 0-21 = 8-16, 0-24 x 0-22 = 8-40, 0-24 x 0-23 = 9-3, 0-24 x 0-24 = 9-27, 0-24 x 0-25 = 9-51, 0-24 x 0-26 = 10-14, 0-24 x 0-27 = 10-38, 0-24 x 0-28 = 11-1, 0-24 x 0-29 = 11-25, 0-24 x 0-30 = 11-49, 0-24 x 0-31 = 12-12, 0-24 x 0-32 = 12-36, 0-24 x 0-33 = 12-60, 0-24 x 0-34 = 13-23, 0-24 x 0-35 = 13-47, 0-24 x 0-36 = 14-10, 0-24 x 0-37 = 14-34, 0-24 x 0-38 = 14-58, 0-24 x 0-39 = 15-21, 0-24 x 0-40 = 15-45, 0-24 x 0-41 = 16-8, 0-24 x 0-42 = 16-32, 0-24 x 0-43 = 16-56, 0-24 x 0-44 = 17-19, 0-24 x 0-45 = 17-43, 0-24 x 0-46 = 18-6, 0-24 x 0-47 = 18-30, 0-24 x 0-48 = 18-54, 0-24 x 0-49 = 19-17, 0-24 x 0-50 = 19-41, 0-24 x 0-51 = 20-4, 0-24 x 0-52 = 20-28, 0-24 x 0-53 = 20-52, 0-24 x 0-54 = 21-15, 0-24 x 0-55 = 21-39, 0-24 x 0-56 = 22-2, 0-24 x 0-57 = 22-26, 0-24 x 0-58 = 22-50, 0-24 x 0-59 = 23-13, 0-24 x 0-60 = 23-37, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-14, 0-25 x 0-4 = 1-39, 0-25 x 0-5 = 2-3, 0-25 x 0-6 = 2-28, 0-25 x 0-7 = 2-53, 0-25 x 0-8 = 3-17, 0-25 x 0-9 = 3-42, 0-25 x 0-10 = 4-6, 0-25 x 0-11 = 4-31, 0-25 x 0-12 = 4-56, 0-25 x 0-13 = 5-20, 0-25 x 0-14 = 5-45, 0-25 x 0-15 = 6-9, 0-25 x 0-16 = 6-34, 0-25 x 0-17 = 6-59, 0-25 x 0-18 = 7-23, 0-25 x 0-19 = 7-48, 0-25 x 0-20 = 8-12, 0-25 x 0-21 = 8-37, 0-25 x 0-22 = 9-1, 0-25 x 0-23 = 9-26, 0-25 x 0-24 = 9-51, 0-25 x 0-25 = 10-15, 0-25 x 0-26 = 10-40, 0-25 x 0-27 = 11-4, 0-25 x 0-28 = 11-29, 0-25 x 0-29 = 11-54, 0-25 x 0-30 = 12-18, 0-25 x 0-31 = 12-43, 0-25 x 0-32 = 13-7, 0-25 x 0-33 = 13-32, 0-25 x 0-34 = 13-57, 0-25 x 0-35 = 14-21, 0-25 x 0-36 = 14-46, 0-25 x 0-37 = 15-10, 0-25 x 0-38 = 15-35, 0-25 x 0-39 = 15-60, 0-25 x 0-40 = 16-24, 0-25 x 0-41 = 16-49, 0-25 x 0-42 = 17-13, 0-25 x 0-43 = 17-38, 0-25 x 0-44 = 18-2, 0-25 x 0-45 = 18-27, 0-25 x 0-46 = 18-52, 0-25 x 0-47 = 19-16, 0-25 x 0-48 = 19-41, 0-25 x 0-49 = 20-5, 0-25 x 0-50 = 20-30, 0-25 x 0-51 = 20-55, 0-25 x 0-52 = 21-19, 0-25 x 0-53 = 21-44, 0-25 x 0-54 = 22-8, 0-25 x 0-55 = 22-33, 0-25 x 0-56 = 22-58, 0-25 x 0-57 = 23-22, 0-25 x 0-58 = 23-47, 0-25 x 0-59 = 24-11, 0-25 x 0-60 = 24-36, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-17, 0-26 x 0-4 = 1-43, 0-26 x 0-5 = 2-8, 0-26 x 0-6 = 2-34, 0-26 x 0-7 = 2-60, 0-26 x 0-8 = 3-25, 0-26 x 0-9 = 3-51, 0-26 x 0-10 = 4-16, 0-26 x 0-11 = 4-42, 0-26 x 0-12 = 5-7, 0-26 x 0-13 = 5-33, 0-26 x 0-14 = 5-59, 0-26 x 0-15 = 6-24, 0-26 x 0-16 = 6-50, 0-26 x 0-17 = 7-15, 0-26 x 0-18 = 7-41, 0-26 x 0-19 = 8-6, 0-26 x 0-20 = 8-32, 0-26 x 0-21 = 8-58, 0-26 x 0-22 = 9-23, 0-26 x 0-23 = 9-49, 0-26 x 0-24 = 10-14, 0-26 x 0-25 = 10-40, 0-26 x 0-26 = 11-5, 0-26 x 0-27 = 11-31, 0-26 x 0-28 = 11-57, 0-26 x 0-29 = 12-22, 0-26 x 0-30 = 12-48, 0-26 x 0-31 = 13-13, 0-26 x 0-32 = 13-39, 0-26 x 0-33 = 14-4, 0-26 x 0-34 = 14-30, 0-26 x 0-35 = 14-56, 0-26 x 0-36 = 15-21, 0-26 x 0-37 = 15-47, 0-26 x 0-38 = 16-12, 0-26 x 0-39 = 16-38, 0-26 x 0-40 = 17-3, 0-26 x 0-41 = 17-29, 0-26 x 0-42 = 17-55, 0-26 x 0-43 = 18-20, 0-26 x 0-44 = 18-46, 0-26 x 0-45 = 19-11, 0-26 x 0-46 = 19-37, 0-26 x 0-47 = 20-2, 0-26 x 0-48 = 20-28, 0-26 x 0-49 = 20-54, 0-26 x 0-50 = 21-19, 0-26 x 0-51 = 21-45, 0-26 x 0-52 = 22-10, 0-26 x 0-53 = 22-36, 0-26 x 0-54 = 23-1, 0-26 x 0-55 = 23-27, 0-26 x 0-56 = 23-53, 0-26 x 0-57 = 24-18, 0-26 x 0-58 = 24-44, 0-26 x 0-59 = 25-9, 0-26 x 0-60 = 25-35, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-20, 0-27 x 0-4 = 1-47, 0-27 x 0-5 = 2-13, 0-27 x 0-6 = 2-40, 0-27 x 0-7 = 3-6, 0-27 x 0-8 = 3-33, 0-27 x 0-9 = 3-60, 0-27 x 0-10 = 4-26, 0-27 x 0-11 = 4-53, 0-27 x 0-12 = 5-19, 0-27 x 0-13 = 5-46, 0-27 x 0-14 = 6-12, 0-27 x 0-15 = 6-39, 0-27 x 0-16 = 7-5, 0-27 x 0-17 = 7-32, 0-27 x 0-18 = 7-59, 0-27 x 0-19 = 8-25, 0-27 x 0-20 = 8-52, 0-27 x 0-21 = 9-18, 0-27 x 0-22 = 9-45, 0-27 x 0-23 = 10-11, 0-27 x 0-24 = 10-38, 0-27 x 0-25 = 11-4, 0-27 x 0-26 = 11-31, 0-27 x 0-27 = 11-58, 0-27 x 0-28 = 12-24, 0-27 x 0-29 = 12-51, 0-27 x 0-30 = 13-17, 0-27 x 0-31 = 13-44, 0-27 x 0-32 = 14-10, 0-27 x 0-33 = 14-37, 0-27 x 0-34 = 15-3, 0-27 x 0-35 = 15-30, 0-27 x 0-36 = 15-57, 0-27 x 0-37 = 16-23, 0-27 x 0-38 = 16-50, 0-27 x 0-39 = 17-16, 0-27 x 0-40 = 17-43, 0-27 x 0-41 = 18-9, 0-27 x 0-42 = 18-36, 0-27 x 0-43 = 19-2, 0-27 x 0-44 = 19-29, 0-27 x 0-45 = 19-56, 0-27 x 0-46 = 20-22, 0-27 x 0-47 = 20-49, 0-27 x 0-48 = 21-15, 0-27 x 0-49 = 21-42, 0-27 x 0-50 = 22-8, 0-27 x 0-51 = 22-35, 0-27 x 0-52 = 23-1, 0-27 x 0-53 = 23-28, 0-27 x 0-54 = 23-55, 0-27 x 0-55 = 24-21, 0-27 x 0-56 = 24-48, 0-27 x 0-57 = 25-14, 0-27 x 0-58 = 25-41, 0-27 x 0-59 = 26-7, 0-27 x 0-60 = 26-34, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-23, 0-28 x 0-4 = 1-51, 0-28 x 0-5 = 2-18, 0-28 x 0-6 = 2-46, 0-28 x 0-7 = 3-13, 0-28 x 0-8 = 3-41, 0-28 x 0-9 = 4-8, 0-28 x 0-10 = 4-36, 0-28 x 0-11 = 5-3, 0-28 x 0-12 = 5-31, 0-28 x 0-13 = 5-59, 0-28 x 0-14 = 6-26, 0-28 x 0-15 = 6-54, 0-28 x 0-16 = 7-21, 0-28 x 0-17 = 7-49, 0-28 x 0-18 = 8-16, 0-28 x 0-19 = 8-44, 0-28 x 0-20 = 9-11, 0-28 x 0-21 = 9-39, 0-28 x 0-22 = 10-6, 0-28 x 0-23 = 10-34, 0-28 x 0-24 = 11-1, 0-28 x 0-25 = 11-29, 0-28 x 0-26 = 11-57, 0-28 x 0-27 = 12-24, 0-28 x 0-28 = 12-52, 0-28 x 0-29 = 13-19, 0-28 x 0-30 = 13-47, 0-28 x 0-31 = 14-14, 0-28 x 0-32 = 14-42, 0-28 x 0-33 = 15-9, 0-28 x 0-34 = 15-37, 0-28 x 0-35 = 16-4, 0-28 x 0-36 = 16-32, 0-28 x 0-37 = 16-60, 0-28 x 0-38 = 17-27, 0-28 x 0-39 = 17-55, 0-28 x 0-40 = 18-22, 0-28 x 0-41 = 18-50, 0-28 x 0-42 = 19-17, 0-28 x 0-43 = 19-45, 0-28 x 0-44 = 20-12, 0-28 x 0-45 = 20-40, 0-28 x 0-46 = 21-7, 0-28 x 0-47 = 21-35, 0-28 x 0-48 = 22-2, 0-28 x 0-49 = 22-30, 0-28 x 0-50 = 22-58, 0-28 x 0-51 = 23-25, 0-28 x 0-52 = 23-53, 0-28 x 0-53 = 24-20, 0-28 x 0-54 = 24-48, 0-28 x 0-55 = 25-15, 0-28 x 0-56 = 25-43, 0-28 x 0-57 = 26-10, 0-28 x 0-58 = 26-38, 0-28 x 0-59 = 27-5, 0-28 x 0-60 = 27-33, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-26, 0-29 x 0-4 = 1-55, 0-29 x 0-5 = 2-23, 0-29 x 0-6 = 2-52, 0-29 x 0-7 = 3-20, 0-29 x 0-8 = 3-49, 0-29 x 0-9 = 4-17, 0-29 x 0-10 = 4-46, 0-29 x 0-11 = 5-14, 0-29 x 0-12 = 5-43, 0-29 x 0-13 = 6-11, 0-29 x 0-14 = 6-40, 0-29 x 0-15 = 7-8, 0-29 x 0-16 = 7-37, 0-29 x 0-17 = 8-5, 0-29 x 0-18 = 8-34, 0-29 x 0-19 = 9-2, 0-29 x 0-20 = 9-31, 0-29 x 0-21 = 9-60, 0-29 x 0-22 = 10-28, 0-29 x 0-23 = 10-57, 0-29 x 0-24 = 11-25, 0-29 x 0-25 = 11-54, 0-29 x 0-26 = 12-22, 0-29 x 0-27 = 12-51, 0-29 x 0-28 = 13-19, 0-29 x 0-29 = 13-48, 0-29 x 0-30 = 14-16, 0-29 x 0-31 = 14-45, 0-29 x 0-32 = 15-13, 0-29 x 0-33 = 15-42, 0-29 x 0-34 = 16-10, 0-29 x 0-35 = 16-39, 0-29 x 0-36 = 17-7, 0-29 x 0-37 = 17-36, 0-29 x 0-38 = 18-4, 0-29 x 0-39 = 18-33, 0-29 x 0-40 = 19-1, 0-29 x 0-41 = 19-30, 0-29 x 0-42 = 19-59, 0-29 x 0-43 = 20-27, 0-29 x 0-44 = 20-56, 0-29 x 0-45 = 21-24, 0-29 x 0-46 = 21-53, 0-29 x 0-47 = 22-21, 0-29 x 0-48 = 22-50, 0-29 x 0-49 = 23-18, 0-29 x 0-50 = 23-47, 0-29 x 0-51 = 24-15, 0-29 x 0-52 = 24-44, 0-29 x 0-53 = 25-12, 0-29 x 0-54 = 25-41, 0-29 x 0-55 = 26-9, 0-29 x 0-56 = 26-38, 0-29 x 0-57 = 27-6, 0-29 x 0-58 = 27-35, 0-29 x 0-59 = 28-3, 0-29 x 0-60 = 28-32, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-29, 0-30 x 0-4 = 1-59, 0-30 x 0-5 = 2-28, 0-30 x 0-6 = 2-58, 0-30 x 0-7 = 3-27, 0-30 x 0-8 = 3-57, 0-30 x 0-9 = 4-26, 0-30 x 0-10 = 4-56, 0-30 x 0-11 = 5-25, 0-30 x 0-12 = 5-55, 0-30 x 0-13 = 6-24, 0-30 x 0-14 = 6-54, 0-30 x 0-15 = 7-23, 0-30 x 0-16 = 7-53, 0-30 x 0-17 = 8-22, 0-30 x 0-18 = 8-52, 0-30 x 0-19 = 9-21, 0-30 x 0-20 = 9-51, 0-30 x 0-21 = 10-20, 0-30 x 0-22 = 10-50, 0-30 x 0-23 = 11-19, 0-30 x 0-24 = 11-49, 0-30 x 0-25 = 12-18, 0-30 x 0-26 = 12-48, 0-30 x 0-27 = 13-17, 0-30 x 0-28 = 13-47, 0-30 x 0-29 = 14-16, 0-30 x 0-30 = 14-46, 0-30 x 0-31 = 15-15, 0-30 x 0-32 = 15-45, 0-30 x 0-33 = 16-14, 0-30 x 0-34 = 16-44, 0-30 x 0-35 = 17-13, 0-30 x 0-36 = 17-43, 0-30 x 0-37 = 18-12, 0-30 x 0-38 = 18-42, 0-30 x 0-39 = 19-11, 0-30 x 0-40 = 19-41, 0-30 x 0-41 = 20-10, 0-30 x 0-42 = 20-40, 0-30 x 0-43 = 21-9, 0-30 x 0-44 = 21-39, 0-30 x 0-45 = 22-8, 0-30 x 0-46 = 22-38, 0-30 x 0-47 = 23-7, 0-30 x 0-48 = 23-37, 0-30 x 0-49 = 24-6, 0-30 x 0-50 = 24-36, 0-30 x 0-51 = 25-5, 0-30 x 0-52 = 25-35, 0-30 x 0-53 = 26-4, 0-30 x 0-54 = 26-34, 0-30 x 0-55 = 27-3, 0-30 x 0-56 = 27-33, 0-30 x 0-57 = 28-2, 0-30 x 0-58 = 28-32, 0-30 x 0-59 = 29-1, 0-30 x 0-60 = 29-31, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-1, 0-31 x 0-3 = 1-32, 0-31 x 0-4 = 2-2, 0-31 x 0-5 = 2-33, 0-31 x 0-6 = 3-3, 0-31 x 0-7 = 3-34, 0-31 x 0-8 = 4-4, 0-31 x 0-9 = 4-35, 0-31 x 0-10 = 5-5, 0-31 x 0-11 = 5-36, 0-31 x 0-12 = 6-6, 0-31 x 0-13 = 6-37, 0-31 x 0-14 = 7-7, 0-31 x 0-15 = 7-38, 0-31 x 0-16 = 8-8, 0-31 x 0-17 = 8-39, 0-31 x 0-18 = 9-9, 0-31 x 0-19 = 9-40, 0-31 x 0-20 = 10-10, 0-31 x 0-21 = 10-41, 0-31 x 0-22 = 11-11, 0-31 x 0-23 = 11-42, 0-31 x 0-24 = 12-12, 0-31 x 0-25 = 12-43, 0-31 x 0-26 = 13-13, 0-31 x 0-27 = 13-44, 0-31 x 0-28 = 14-14, 0-31 x 0-29 = 14-45, 0-31 x 0-30 = 15-15, 0-31 x 0-31 = 15-46, 0-31 x 0-32 = 16-16, 0-31 x 0-33 = 16-47, 0-31 x 0-34 = 17-17, 0-31 x 0-35 = 17-48, 0-31 x 0-36 = 18-18, 0-31 x 0-37 = 18-49, 0-31 x 0-38 = 19-19, 0-31 x 0-39 = 19-50, 0-31 x 0-40 = 20-20, 0-31 x 0-41 = 20-51, 0-31 x 0-42 = 21-21, 0-31 x 0-43 = 21-52, 0-31 x 0-44 = 22-22, 0-31 x 0-45 = 22-53, 0-31 x 0-46 = 23-23, 0-31 x 0-47 = 23-54, 0-31 x 0-48 = 24-24, 0-31 x 0-49 = 24-55, 0-31 x 0-50 = 25-25, 0-31 x 0-51 = 25-56, 0-31 x 0-52 = 26-26, 0-31 x 0-53 = 26-57, 0-31 x 0-54 = 27-27, 0-31 x 0-55 = 27-58, 0-31 x 0-56 = 28-28, 0-31 x 0-57 = 28-59, 0-31 x 0-58 = 29-29, 0-31 x 0-59 = 29-60, 0-31 x 0-60 = 30-30, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-3, 0-32 x 0-3 = 1-35, 0-32 x 0-4 = 2-6, 0-32 x 0-5 = 2-38, 0-32 x 0-6 = 3-9, 0-32 x 0-7 = 3-41, 0-32 x 0-8 = 4-12, 0-32 x 0-9 = 4-44, 0-32 x 0-10 = 5-15, 0-32 x 0-11 = 5-47, 0-32 x 0-12 = 6-18, 0-32 x 0-13 = 6-50, 0-32 x 0-14 = 7-21, 0-32 x 0-15 = 7-53, 0-32 x 0-16 = 8-24, 0-32 x 0-17 = 8-56, 0-32 x 0-18 = 9-27, 0-32 x 0-19 = 9-59, 0-32 x 0-20 = 10-30, 0-32 x 0-21 = 11-1, 0-32 x 0-22 = 11-33, 0-32 x 0-23 = 12-4, 0-32 x 0-24 = 12-36, 0-32 x 0-25 = 13-7, 0-32 x 0-26 = 13-39, 0-32 x 0-27 = 14-10, 0-32 x 0-28 = 14-42, 0-32 x 0-29 = 15-13, 0-32 x 0-30 = 15-45, 0-32 x 0-31 = 16-16, 0-32 x 0-32 = 16-48, 0-32 x 0-33 = 17-19, 0-32 x 0-34 = 17-51, 0-32 x 0-35 = 18-22, 0-32 x 0-36 = 18-54, 0-32 x 0-37 = 19-25, 0-32 x 0-38 = 19-57, 0-32 x 0-39 = 20-28, 0-32 x 0-40 = 20-60, 0-32 x 0-41 = 21-31, 0-32 x 0-42 = 22-2, 0-32 x 0-43 = 22-34, 0-32 x 0-44 = 23-5, 0-32 x 0-45 = 23-37, 0-32 x 0-46 = 24-8, 0-32 x 0-47 = 24-40, 0-32 x 0-48 = 25-11, 0-32 x 0-49 = 25-43, 0-32 x 0-50 = 26-14, 0-32 x 0-51 = 26-46, 0-32 x 0-52 = 27-17, 0-32 x 0-53 = 27-49, 0-32 x 0-54 = 28-20, 0-32 x 0-55 = 28-52, 0-32 x 0-56 = 29-23, 0-32 x 0-57 = 29-55, 0-32 x 0-58 = 30-26, 0-32 x 0-59 = 30-58, 0-32 x 0-60 = 31-29, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-5, 0-33 x 0-3 = 1-38, 0-33 x 0-4 = 2-10, 0-33 x 0-5 = 2-43, 0-33 x 0-6 = 3-15, 0-33 x 0-7 = 3-48, 0-33 x 0-8 = 4-20, 0-33 x 0-9 = 4-53, 0-33 x 0-10 = 5-25, 0-33 x 0-11 = 5-58, 0-33 x 0-12 = 6-30, 0-33 x 0-13 = 7-2, 0-33 x 0-14 = 7-35, 0-33 x 0-15 = 8-7, 0-33 x 0-16 = 8-40, 0-33 x 0-17 = 9-12, 0-33 x 0-18 = 9-45, 0-33 x 0-19 = 10-17, 0-33 x 0-20 = 10-50, 0-33 x 0-21 = 11-22, 0-33 x 0-22 = 11-55, 0-33 x 0-23 = 12-27, 0-33 x 0-24 = 12-60, 0-33 x 0-25 = 13-32, 0-33 x 0-26 = 14-4, 0-33 x 0-27 = 14-37, 0-33 x 0-28 = 15-9, 0-33 x 0-29 = 15-42, 0-33 x 0-30 = 16-14, 0-33 x 0-31 = 16-47, 0-33 x 0-32 = 17-19, 0-33 x 0-33 = 17-52, 0-33 x 0-34 = 18-24, 0-33 x 0-35 = 18-57, 0-33 x 0-36 = 19-29, 0-33 x 0-37 = 20-1, 0-33 x 0-38 = 20-34, 0-33 x 0-39 = 21-6, 0-33 x 0-40 = 21-39, 0-33 x 0-41 = 22-11, 0-33 x 0-42 = 22-44, 0-33 x 0-43 = 23-16, 0-33 x 0-44 = 23-49, 0-33 x 0-45 = 24-21, 0-33 x 0-46 = 24-54, 0-33 x 0-47 = 25-26, 0-33 x 0-48 = 25-59, 0-33 x 0-49 = 26-31, 0-33 x 0-50 = 27-3, 0-33 x 0-51 = 27-36, 0-33 x 0-52 = 28-8, 0-33 x 0-53 = 28-41, 0-33 x 0-54 = 29-13, 0-33 x 0-55 = 29-46, 0-33 x 0-56 = 30-18, 0-33 x 0-57 = 30-51, 0-33 x 0-58 = 31-23, 0-33 x 0-59 = 31-56, 0-33 x 0-60 = 32-28, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-7, 0-34 x 0-3 = 1-41, 0-34 x 0-4 = 2-14, 0-34 x 0-5 = 2-48, 0-34 x 0-6 = 3-21, 0-34 x 0-7 = 3-55, 0-34 x 0-8 = 4-28, 0-34 x 0-9 = 5-1, 0-34 x 0-10 = 5-35, 0-34 x 0-11 = 6-8, 0-34 x 0-12 = 6-42, 0-34 x 0-13 = 7-15, 0-34 x 0-14 = 7-49, 0-34 x 0-15 = 8-22, 0-34 x 0-16 = 8-56, 0-34 x 0-17 = 9-29, 0-34 x 0-18 = 10-2, 0-34 x 0-19 = 10-36, 0-34 x 0-20 = 11-9, 0-34 x 0-21 = 11-43, 0-34 x 0-22 = 12-16, 0-34 x 0-23 = 12-50, 0-34 x 0-24 = 13-23, 0-34 x 0-25 = 13-57, 0-34 x 0-26 = 14-30, 0-34 x 0-27 = 15-3, 0-34 x 0-28 = 15-37, 0-34 x 0-29 = 16-10, 0-34 x 0-30 = 16-44, 0-34 x 0-31 = 17-17, 0-34 x 0-32 = 17-51, 0-34 x 0-33 = 18-24, 0-34 x 0-34 = 18-58, 0-34 x 0-35 = 19-31, 0-34 x 0-36 = 20-4, 0-34 x 0-37 = 20-38, 0-34 x 0-38 = 21-11, 0-34 x 0-39 = 21-45, 0-34 x 0-40 = 22-18, 0-34 x 0-41 = 22-52, 0-34 x 0-42 = 23-25, 0-34 x 0-43 = 23-59, 0-34 x 0-44 = 24-32, 0-34 x 0-45 = 25-5, 0-34 x 0-46 = 25-39, 0-34 x 0-47 = 26-12, 0-34 x 0-48 = 26-46, 0-34 x 0-49 = 27-19, 0-34 x 0-50 = 27-53, 0-34 x 0-51 = 28-26, 0-34 x 0-52 = 28-60, 0-34 x 0-53 = 29-33, 0-34 x 0-54 = 30-6, 0-34 x 0-55 = 30-40, 0-34 x 0-56 = 31-13, 0-34 x 0-57 = 31-47, 0-34 x 0-58 = 32-20, 0-34 x 0-59 = 32-54, 0-34 x 0-60 = 33-27, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-9, 0-35 x 0-3 = 1-44, 0-35 x 0-4 = 2-18, 0-35 x 0-5 = 2-53, 0-35 x 0-6 = 3-27, 0-35 x 0-7 = 4-1, 0-35 x 0-8 = 4-36, 0-35 x 0-9 = 5-10, 0-35 x 0-10 = 5-45, 0-35 x 0-11 = 6-19, 0-35 x 0-12 = 6-54, 0-35 x 0-13 = 7-28, 0-35 x 0-14 = 8-2, 0-35 x 0-15 = 8-37, 0-35 x 0-16 = 9-11, 0-35 x 0-17 = 9-46, 0-35 x 0-18 = 10-20, 0-35 x 0-19 = 10-55, 0-35 x 0-20 = 11-29, 0-35 x 0-21 = 12-3, 0-35 x 0-22 = 12-38, 0-35 x 0-23 = 13-12, 0-35 x 0-24 = 13-47, 0-35 x 0-25 = 14-21, 0-35 x 0-26 = 14-56, 0-35 x 0-27 = 15-30, 0-35 x 0-28 = 16-4, 0-35 x 0-29 = 16-39, 0-35 x 0-30 = 17-13, 0-35 x 0-31 = 17-48, 0-35 x 0-32 = 18-22, 0-35 x 0-33 = 18-57, 0-35 x 0-34 = 19-31, 0-35 x 0-35 = 20-5, 0-35 x 0-36 = 20-40, 0-35 x 0-37 = 21-14, 0-35 x 0-38 = 21-49, 0-35 x 0-39 = 22-23, 0-35 x 0-40 = 22-58, 0-35 x 0-41 = 23-32, 0-35 x 0-42 = 24-6, 0-35 x 0-43 = 24-41, 0-35 x 0-44 = 25-15, 0-35 x 0-45 = 25-50, 0-35 x 0-46 = 26-24, 0-35 x 0-47 = 26-59, 0-35 x 0-48 = 27-33, 0-35 x 0-49 = 28-7, 0-35 x 0-50 = 28-42, 0-35 x 0-51 = 29-16, 0-35 x 0-52 = 29-51, 0-35 x 0-53 = 30-25, 0-35 x 0-54 = 30-60, 0-35 x 0-55 = 31-34, 0-35 x 0-56 = 32-8, 0-35 x 0-57 = 32-43, 0-35 x 0-58 = 33-17, 0-35 x 0-59 = 33-52, 0-35 x 0-60 = 34-26, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-11, 0-36 x 0-3 = 1-47, 0-36 x 0-4 = 2-22, 0-36 x 0-5 = 2-58, 0-36 x 0-6 = 3-33, 0-36 x 0-7 = 4-8, 0-36 x 0-8 = 4-44, 0-36 x 0-9 = 5-19, 0-36 x 0-10 = 5-55, 0-36 x 0-11 = 6-30, 0-36 x 0-12 = 7-5, 0-36 x 0-13 = 7-41, 0-36 x 0-14 = 8-16, 0-36 x 0-15 = 8-52, 0-36 x 0-16 = 9-27, 0-36 x 0-17 = 10-2, 0-36 x 0-18 = 10-38, 0-36 x 0-19 = 11-13, 0-36 x 0-20 = 11-49, 0-36 x 0-21 = 12-24, 0-36 x 0-22 = 12-60, 0-36 x 0-23 = 13-35, 0-36 x 0-24 = 14-10, 0-36 x 0-25 = 14-46, 0-36 x 0-26 = 15-21, 0-36 x 0-27 = 15-57, 0-36 x 0-28 = 16-32, 0-36 x 0-29 = 17-7, 0-36 x 0-30 = 17-43, 0-36 x 0-31 = 18-18, 0-36 x 0-32 = 18-54, 0-36 x 0-33 = 19-29, 0-36 x 0-34 = 20-4, 0-36 x 0-35 = 20-40, 0-36 x 0-36 = 21-15, 0-36 x 0-37 = 21-51, 0-36 x 0-38 = 22-26, 0-36 x 0-39 = 23-1, 0-36 x 0-40 = 23-37, 0-36 x 0-41 = 24-12, 0-36 x 0-42 = 24-48, 0-36 x 0-43 = 25-23, 0-36 x 0-44 = 25-59, 0-36 x 0-45 = 26-34, 0-36 x 0-46 = 27-9, 0-36 x 0-47 = 27-45, 0-36 x 0-48 = 28-20, 0-36 x 0-49 = 28-56, 0-36 x 0-50 = 29-31, 0-36 x 0-51 = 30-6, 0-36 x 0-52 = 30-42, 0-36 x 0-53 = 31-17, 0-36 x 0-54 = 31-53, 0-36 x 0-55 = 32-28, 0-36 x 0-56 = 33-3, 0-36 x 0-57 = 33-39, 0-36 x 0-58 = 34-14, 0-36 x 0-59 = 34-50, 0-36 x 0-60 = 35-25, 
