47 x 1 = 0-47, 47 x 2 = 1-36, 47 x 3 = 2-25, 47 x 4 = 3-14, 47 x 5 = 4-3, 47 x 6 = 4-50, 47 x 7 = 5-39, 47 x 8 = 6-28, 47 x 9 = 7-17, 47 x 10 = 8-6, 47 x 11 = 8-53, 47 x 12 = 9-42, 47 x 13 = 10-31, 47 x 14 = 11-20, 47 x 15 = 12-9, 47 x 16 = 12-56, 47 x 17 = 13-45, 47 x 18 = 14-34, 47 x 19 = 15-23, 47 x 20 = 16-12, 47 x 21 = 17-1, 47 x 22 = 17-48, 47 x 23 = 18-37, 47 x 24 = 19-26, 47 x 25 = 20-15, 47 x 26 = 21-4, 47 x 27 = 21-51, 47 x 28 = 22-40, 47 x 29 = 23-29, 47 x 30 = 24-18, 47 x 31 = 25-7, 47 x 32 = 25-54, 47 x 33 = 26-43, 47 x 34 = 27-32, 47 x 35 = 28-21, 47 x 36 = 29-10, 47 x 37 = 29-57, 47 x 38 = 30-46, 47 x 39 = 31-35, 47 x 40 = 32-24, 47 x 41 = 33-13, 47 x 42 = 34-2, 47 x 43 = 34-49, 47 x 44 = 35-38, 47 x 45 = 36-27, 47 x 46 = 37-16, 47 x 47 = 38-5, 47 x 48 = 38-52, 47 x 49 = 39-41, 47 x 50 = 40-30, 47 x 51 = 41-19, 47 x 52 = 42-8, 47 x 53 = 42-55, 47 x 54 = 43-44, 47 x 55 = 44-33, 47 x 56 = 45-22, 47 x 57 = 46-11, 
48 x 1 = 0-48, 48 x 2 = 1-38, 48 x 3 = 2-28, 48 x 4 = 3-18, 48 x 5 = 4-8, 48 x 6 = 4-56, 48 x 7 = 5-46, 48 x 8 = 6-36, 48 x 9 = 7-26, 48 x 10 = 8-16, 48 x 11 = 9-6, 48 x 12 = 9-54, 48 x 13 = 10-44, 48 x 14 = 11-34, 48 x 15 = 12-24, 48 x 16 = 13-14, 48 x 17 = 14-4, 48 x 18 = 14-52, 48 x 19 = 15-42, 48 x 20 = 16-32, 48 x 21 = 17-22, 48 x 22 = 18-12, 48 x 23 = 19-2, 48 x 24 = 19-50, 48 x 25 = 20-40, 48 x 26 = 21-30, 48 x 27 = 22-20, 48 x 28 = 23-10, 48 x 29 = 24-0, 48 x 30 = 24-48, 48 x 31 = 25-38, 48 x 32 = 26-28, 48 x 33 = 27-18, 48 x 34 = 28-8, 48 x 35 = 28-56, 48 x 36 = 29-46, 48 x 37 = 30-36, 48 x 38 = 31-26, 48 x 39 = 32-16, 48 x 40 = 33-6, 48 x 41 = 33-54, 48 x 42 = 34-44, 48 x 43 = 35-34, 48 x 44 = 36-24, 48 x 45 = 37-14, 48 x 46 = 38-4, 48 x 47 = 38-52, 48 x 48 = 39-42, 48 x 49 = 40-32, 48 x 50 = 41-22, 48 x 51 = 42-12, 48 x 52 = 43-2, 48 x 53 = 43-50, 48 x 54 = 44-40, 48 x 55 = 45-30, 48 x 56 = 46-20, 48 x 57 = 47-10, 
49 x 1 = 0-49, 49 x 2 = 1-40, 49 x 3 = 2-31, 49 x 4 = 3-22, 49 x 5 = 4-13, 49 x 6 = 5-4, 49 x 7 = 5-53, 49 x 8 = 6-44, 49 x 9 = 7-35, 49 x 10 = 8-26, 49 x 11 = 9-17, 49 x 12 = 10-8, 49 x 13 = 10-57, 49 x 14 = 11-48, 49 x 15 = 12-39, 49 x 16 = 13-30, 49 x 17 = 14-21, 49 x 18 = 15-12, 49 x 19 = 16-3, 49 x 20 = 16-52, 49 x 21 = 17-43, 49 x 22 = 18-34, 49 x 23 = 19-25, 49 x 24 = 20-16, 49 x 25 = 21-7, 49 x 26 = 21-56, 49 x 27 = 22-47, 49 x 28 = 23-38, 49 x 29 = 24-29, 49 x 30 = 25-20, 49 x 31 = 26-11, 49 x 32 = 27-2, 49 x 33 = 27-51, 49 x 34 = 28-42, 49 x 35 = 29-33, 49 x 36 = 30-24, 49 x 37 = 31-15, 49 x 38 = 32-6, 49 x 39 = 32-55, 49 x 40 = 33-46, 49 x 41 = 34-37, 49 x 42 = 35-28, 49 x 43 = 36-19, 49 x 44 = 37-10, 49 x 45 = 38-1, 49 x 46 = 38-50, 49 x 47 = 39-41, 49 x 48 = 40-32, 49 x 49 = 41-23, 49 x 50 = 42-14, 49 x 51 = 43-5, 49 x 52 = 43-54, 49 x 53 = 44-45, 49 x 54 = 45-36, 49 x 55 = 46-27, 49 x 56 = 47-18, 49 x 57 = 48-9, 
50 x 1 = 0-50, 50 x 2 = 1-42, 50 x 3 = 2-34, 50 x 4 = 3-26, 50 x 5 = 4-18, 50 x 6 = 5-10, 50 x 7 = 6-2, 50 x 8 = 6-52, 50 x 9 = 7-44, 50 x 10 = 8-36, 50 x 11 = 9-28, 50 x 12 = 10-20, 50 x 13 = 11-12, 50 x 14 = 12-4, 50 x 15 = 12-54, 50 x 16 = 13-46, 50 x 17 = 14-38, 50 x 18 = 15-30, 50 x 19 = 16-22, 50 x 20 = 17-14, 50 x 21 = 18-6, 50 x 22 = 18-56, 50 x 23 = 19-48, 50 x 24 = 20-40, 50 x 25 = 21-32, 50 x 26 = 22-24, 50 x 27 = 23-16, 50 x 28 = 24-8, 50 x 29 = 25-0, 50 x 30 = 25-50, 50 x 31 = 26-42, 50 x 32 = 27-34, 50 x 33 = 28-26, 50 x 34 = 29-18, 50 x 35 = 30-10, 50 x 36 = 31-2, 50 x 37 = 31-52, 50 x 38 = 32-44, 50 x 39 = 33-36, 50 x 40 = 34-28, 50 x 41 = 35-20, 50 x 42 = 36-12, 50 x 43 = 37-4, 50 x 44 = 37-54, 50 x 45 = 38-46, 50 x 46 = 39-38, 50 x 47 = 40-30, 50 x 48 = 41-22, 50 x 49 = 42-14, 50 x 50 = 43-6, 50 x 51 = 43-56, 50 x 52 = 44-48, 50 x 53 = 45-40, 50 x 54 = 46-32, 50 x 55 = 47-24, 50 x 56 = 48-16, 50 x 57 = 49-8, 
51 x 1 = 0-51, 51 x 2 = 1-44, 51 x 3 = 2-37, 51 x 4 = 3-30, 51 x 5 = 4-23, 51 x 6 = 5-16, 51 x 7 = 6-9, 51 x 8 = 7-2, 51 x 9 = 7-53, 51 x 10 = 8-46, 51 x 11 = 9-39, 51 x 12 = 10-32, 51 x 13 = 11-25, 51 x 14 = 12-18, 51 x 15 = 13-11, 51 x 16 = 14-4, 51 x 17 = 14-55, 51 x 18 = 15-48, 51 x 19 = 16-41, 51 x 20 = 17-34, 51 x 21 = 18-27, 51 x 22 = 19-20, 51 x 23 = 20-13, 51 x 24 = 21-6, 51 x 25 = 21-57, 51 x 26 = 22-50, 51 x 27 = 23-43, 51 x 28 = 24-36, 51 x 29 = 25-29, 51 x 30 = 26-22, 51 x 31 = 27-15, 51 x 32 = 28-8, 51 x 33 = 29-1, 51 x 34 = 29-52, 51 x 35 = 30-45, 51 x 36 = 31-38, 51 x 37 = 32-31, 51 x 38 = 33-24, 51 x 39 = 34-17, 51 x 40 = 35-10, 51 x 41 = 36-3, 51 x 42 = 36-54, 51 x 43 = 37-47, 51 x 44 = 38-40, 51 x 45 = 39-33, 51 x 46 = 40-26, 51 x 47 = 41-19, 51 x 48 = 42-12, 51 x 49 = 43-5, 51 x 50 = 43-56, 51 x 51 = 44-49, 51 x 52 = 45-42, 51 x 53 = 46-35, 51 x 54 = 47-28, 51 x 55 = 48-21, 51 x 56 = 49-14, 51 x 57 = 50-7, 
52 x 1 = 0-52, 52 x 2 = 1-46, 52 x 3 = 2-40, 52 x 4 = 3-34, 52 x 5 = 4-28, 52 x 6 = 5-22, 52 x 7 = 6-16, 52 x 8 = 7-10, 52 x 9 = 8-4, 52 x 10 = 8-56, 52 x 11 = 9-50, 52 x 12 = 10-44, 52 x 13 = 11-38, 52 x 14 = 12-32, 52 x 15 = 13-26, 52 x 16 = 14-20, 52 x 17 = 15-14, 52 x 18 = 16-8, 52 x 19 = 17-2, 52 x 20 = 17-54, 52 x 21 = 18-48, 52 x 22 = 19-42, 52 x 23 = 20-36, 52 x 24 = 21-30, 52 x 25 = 22-24, 52 x 26 = 23-18, 52 x 27 = 24-12, 52 x 28 = 25-6, 52 x 29 = 26-0, 52 x 30 = 26-52, 52 x 31 = 27-46, 52 x 32 = 28-40, 52 x 33 = 29-34, 52 x 34 = 30-28, 52 x 35 = 31-22, 52 x 36 = 32-16, 52 x 37 = 33-10, 52 x 38 = 34-4, 52 x 39 = 34-56, 52 x 40 = 35-50, 52 x 41 = 36-44, 52 x 42 = 37-38, 52 x 43 = 38-32, 52 x 44 = 39-26, 52 x 45 = 40-20, 52 x 46 = 41-14, 52 x 47 = 42-8, 52 x 48 = 43-2, 52 x 49 = 43-54, 52 x 50 = 44-48, 52 x 51 = 45-42, 52 x 52 = 46-36, 52 x 53 = 47-30, 52 x 54 = 48-24, 52 x 55 = 49-18, 52 x 56 = 50-12, 52 x 57 = 51-6, 
53 x 1 = 0-53, 53 x 2 = 1-48, 53 x 3 = 2-43, 53 x 4 = 3-38, 53 x 5 = 4-33, 53 x 6 = 5-28, 53 x 7 = 6-23, 53 x 8 = 7-18, 53 x 9 = 8-13, 53 x 10 = 9-8, 53 x 11 = 10-3, 53 x 12 = 10-56, 53 x 13 = 11-51, 53 x 14 = 12-46, 53 x 15 = 13-41, 53 x 16 = 14-36, 53 x 17 = 15-31, 53 x 18 = 16-26, 53 x 19 = 17-21, 53 x 20 = 18-16, 53 x 21 = 19-11, 53 x 22 = 20-6, 53 x 23 = 21-1, 53 x 24 = 21-54, 53 x 25 = 22-49, 53 x 26 = 23-44, 53 x 27 = 24-39, 53 x 28 = 25-34, 53 x 29 = 26-29, 53 x 30 = 27-24, 53 x 31 = 28-19, 53 x 32 = 29-14, 53 x 33 = 30-9, 53 x 34 = 31-4, 53 x 35 = 31-57, 53 x 36 = 32-52, 53 x 37 = 33-47, 53 x 38 = 34-42, 53 x 39 = 35-37, 53 x 40 = 36-32, 53 x 41 = 37-27, 53 x 42 = 38-22, 53 x 43 = 39-17, 53 x 44 = 40-12, 53 x 45 = 41-7, 53 x 46 = 42-2, 53 x 47 = 42-55, 53 x 48 = 43-50, 53 x 49 = 44-45, 53 x 50 = 45-40, 53 x 51 = 46-35, 53 x 52 = 47-30, 53 x 53 = 48-25, 53 x 54 = 49-20, 53 x 55 = 50-15, 53 x 56 = 51-10, 53 x 57 = 52-5, 
54 x 1 = 0-54, 54 x 2 = 1-50, 54 x 3 = 2-46, 54 x 4 = 3-42, 54 x 5 = 4-38, 54 x 6 = 5-34, 54 x 7 = 6-30, 54 x 8 = 7-26, 54 x 9 = 8-22, 54 x 10 = 9-18, 54 x 11 = 10-14, 54 x 12 = 11-10, 54 x 13 = 12-6, 54 x 14 = 13-2, 54 x 15 = 13-56, 54 x 16 = 14-52, 54 x 17 = 15-48, 54 x 18 = 16-44, 54 x 19 = 17-40, 54 x 20 = 18-36, 54 x 21 = 19-32, 54 x 22 = 20-28, 54 x 23 = 21-24, 54 x 24 = 22-20, 54 x 25 = 23-16, 54 x 26 = 24-12, 54 x 27 = 25-8, 54 x 28 = 26-4, 54 x 29 = 27-0, 54 x 30 = 27-54, 54 x 31 = 28-50, 54 x 32 = 29-46, 54 x 33 = 30-42, 54 x 34 = 31-38, 54 x 35 = 32-34, 54 x 36 = 33-30, 54 x 37 = 34-26, 54 x 38 = 35-22, 54 x 39 = 36-18, 54 x 40 = 37-14, 54 x 41 = 38-10, 54 x 42 = 39-6, 54 x 43 = 40-2, 54 x 44 = 40-56, 54 x 45 = 41-52, 54 x 46 = 42-48, 54 x 47 = 43-44, 54 x 48 = 44-40, 54 x 49 = 45-36, 54 x 50 = 46-32, 54 x 51 = 47-28, 54 x 52 = 48-24, 54 x 53 = 49-20, 54 x 54 = 50-16, 54 x 55 = 51-12, 54 x 56 = 52-8, 54 x 57 = 53-4, 
55 x 1 = 0-55, 55 x 2 = 1-52, 55 x 3 = 2-49, 55 x 4 = 3-46, 55 x 5 = 4-43, 55 x 6 = 5-40, 55 x 7 = 6-37, 55 x 8 = 7-34, 55 x 9 = 8-31, 55 x 10 = 9-28, 55 x 11 = 10-25, 55 x 12 = 11-22, 55 x 13 = 12-19, 55 x 14 = 13-16, 55 x 15 = 14-13, 55 x 16 = 15-10, 55 x 17 = 16-7, 55 x 18 = 17-4, 55 x 19 = 18-1, 55 x 20 = 18-56, 55 x 21 = 19-53, 55 x 22 = 20-50, 55 x 23 = 21-47, 55 x 24 = 22-44, 55 x 25 = 23-41, 55 x 26 = 24-38, 55 x 27 = 25-35, 55 x 28 = 26-32, 55 x 29 = 27-29, 55 x 30 = 28-26, 55 x 31 = 29-23, 55 x 32 = 30-20, 55 x 33 = 31-17, 55 x 34 = 32-14, 55 x 35 = 33-11, 55 x 36 = 34-8, 55 x 37 = 35-5, 55 x 38 = 36-2, 55 x 39 = 36-57, 55 x 40 = 37-54, 55 x 41 = 38-51, 55 x 42 = 39-48, 55 x 43 = 40-45, 55 x 44 = 41-42, 55 x 45 = 42-39, 55 x 46 = 43-36, 55 x 47 = 44-33, 55 x 48 = 45-30, 55 x 49 = 46-27, 55 x 50 = 47-24, 55 x 51 = 48-21, 55 x 52 = 49-18, 55 x 53 = 50-15, 55 x 54 = 51-12, 55 x 55 = 52-9, 55 x 56 = 53-6, 55 x 57 = 54-3, 
56 x 1 = 0-56, 56 x 2 = 1-54, 56 x 3 = 2-52, 56 x 4 = 3-50, 56 x 5 = 4-48, 56 x 6 = 5-46, 56 x 7 = 6-44, 56 x 8 = 7-42, 56 x 9 = 8-40, 56 x 10 = 9-38, 56 x 11 = 10-36, 56 x 12 = 11-34, 56 x 13 = 12-32, 56 x 14 = 13-30, 56 x 15 = 14-28, 56 x 16 = 15-26, 56 x 17 = 16-24, 56 x 18 = 17-22, 56 x 19 = 18-20, 56 x 20 = 19-18, 56 x 21 = 20-16, 56 x 22 = 21-14, 56 x 23 = 22-12, 56 x 24 = 23-10, 56 x 25 = 24-8, 56 x 26 = 25-6, 56 x 27 = 26-4, 56 x 28 = 27-2, 56 x 29 = 28-0, 56 x 30 = 28-56, 56 x 31 = 29-54, 56 x 32 = 30-52, 56 x 33 = 31-50, 56 x 34 = 32-48, 56 x 35 = 33-46, 56 x 36 = 34-44, 56 x 37 = 35-42, 56 x 38 = 36-40, 56 x 39 = 37-38, 56 x 40 = 38-36, 56 x 41 = 39-34, 56 x 42 = 40-32, 56 x 43 = 41-30, 56 x 44 = 42-28, 56 x 45 = 43-26, 56 x 46 = 44-24, 56 x 47 = 45-22, 56 x 48 = 46-20, 56 x 49 = 47-18, 56 x 50 = 48-16, 56 x 51 = 49-14, 56 x 52 = 50-12, 56 x 53 = 51-10, 56 x 54 = 52-8, 56 x 55 = 53-6, 56 x 56 = 54-4, 56 x 57 = 55-2, 
57 x 1 = 0-57, 57 x 2 = 1-56, 57 x 3 = 2-55, 57 x 4 = 3-54, 57 x 5 = 4-53, 57 x 6 = 5-52, 57 x 7 = 6-51, 57 x 8 = 7-50, 57 x 9 = 8-49, 57 x 10 = 9-48, 57 x 11 = 10-47, 57 x 12 = 11-46, 57 x 13 = 12-45, 57 x 14 = 13-44, 57 x 15 = 14-43, 57 x 16 = 15-42, 57 x 17 = 16-41, 57 x 18 = 17-40, 57 x 19 = 18-39, 57 x 20 = 19-38, 57 x 21 = 20-37, 57 x 22 = 21-36, 57 x 23 = 22-35, 57 x 24 = 23-34, 57 x 25 = 24-33, 57 x 26 = 25-32, 57 x 27 = 26-31, 57 x 28 = 27-30, 57 x 29 = 28-29, 57 x 30 = 29-28, 57 x 31 = 30-27, 57 x 32 = 31-26, 57 x 33 = 32-25, 57 x 34 = 33-24, 57 x 35 = 34-23, 57 x 36 = 35-22, 57 x 37 = 36-21, 57 x 38 = 37-20, 57 x 39 = 38-19, 57 x 40 = 39-18, 57 x 41 = 40-17, 57 x 42 = 41-16, 57 x 43 = 42-15, 57 x 44 = 43-14, 57 x 45 = 44-13, 57 x 46 = 45-12, 57 x 47 = 46-11, 57 x 48 = 47-10, 57 x 49 = 48-9, 57 x 50 = 49-8, 57 x 51 = 50-7, 57 x 52 = 51-6, 57 x 53 = 52-5, 57 x 54 = 53-4, 57 x 55 = 54-3, 57 x 56 = 55-2, 57 x 57 = 56-1, 
