29 x 1 = 0-29, 29 x 2 = 1-19, 29 x 3 = 2-9, 29 x 4 = 2-38, 29 x 5 = 3-28, 29 x 6 = 4-18, 29 x 7 = 5-8, 29 x 8 = 5-37, 29 x 9 = 6-27, 29 x 10 = 7-17, 29 x 11 = 8-7, 29 x 12 = 8-36, 29 x 13 = 9-26, 29 x 14 = 10-16, 29 x 15 = 11-6, 29 x 16 = 11-35, 29 x 17 = 12-25, 29 x 18 = 13-15, 29 x 19 = 14-5, 29 x 20 = 14-34, 29 x 21 = 15-24, 29 x 22 = 16-14, 29 x 23 = 17-4, 29 x 24 = 17-33, 29 x 25 = 18-23, 29 x 26 = 19-13, 29 x 27 = 20-3, 29 x 28 = 20-32, 29 x 29 = 21-22, 29 x 30 = 22-12, 29 x 31 = 23-2, 29 x 32 = 23-31, 29 x 33 = 24-21, 29 x 34 = 25-11, 29 x 35 = 26-1, 29 x 36 = 26-30, 29 x 37 = 27-20, 29 x 38 = 28-10, 
30 x 1 = 0-30, 30 x 2 = 1-21, 30 x 3 = 2-12, 30 x 4 = 3-3, 30 x 5 = 3-33, 30 x 6 = 4-24, 30 x 7 = 5-15, 30 x 8 = 6-6, 30 x 9 = 6-36, 30 x 10 = 7-27, 30 x 11 = 8-18, 30 x 12 = 9-9, 30 x 13 = 10-0, 30 x 14 = 10-30, 30 x 15 = 11-21, 30 x 16 = 12-12, 30 x 17 = 13-3, 30 x 18 = 13-33, 30 x 19 = 14-24, 30 x 20 = 15-15, 30 x 21 = 16-6, 30 x 22 = 16-36, 30 x 23 = 17-27, 30 x 24 = 18-18, 30 x 25 = 19-9, 30 x 26 = 20-0, 30 x 27 = 20-30, 30 x 28 = 21-21, 30 x 29 = 22-12, 30 x 30 = 23-3, 30 x 31 = 23-33, 30 x 32 = 24-24, 30 x 33 = 25-15, 30 x 34 = 26-6, 30 x 35 = 26-36, 30 x 36 = 27-27, 30 x 37 = 28-18, 30 x 38 = 29-9, 
31 x 1 = 0-31, 31 x 2 = 1-23, 31 x 3 = 2-15, 31 x 4 = 3-7, 31 x 5 = 3-38, 31 x 6 = 4-30, 31 x 7 = 5-22, 31 x 8 = 6-14, 31 x 9 = 7-6, 31 x 10 = 7-37, 31 x 11 = 8-29, 31 x 12 = 9-21, 31 x 13 = 10-13, 31 x 14 = 11-5, 31 x 15 = 11-36, 31 x 16 = 12-28, 31 x 17 = 13-20, 31 x 18 = 14-12, 31 x 19 = 15-4, 31 x 20 = 15-35, 31 x 21 = 16-27, 31 x 22 = 17-19, 31 x 23 = 18-11, 31 x 24 = 19-3, 31 x 25 = 19-34, 31 x 26 = 20-26, 31 x 27 = 21-18, 31 x 28 = 22-10, 31 x 29 = 23-2, 31 x 30 = 23-33, 31 x 31 = 24-25, 31 x 32 = 25-17, 31 x 33 = 26-9, 31 x 34 = 27-1, 31 x 35 = 27-32, 31 x 36 = 28-24, 31 x 37 = 29-16, 31 x 38 = 30-8, 
32 x 1 = 0-32, 32 x 2 = 1-25, 32 x 3 = 2-18, 32 x 4 = 3-11, 32 x 5 = 4-4, 32 x 6 = 4-36, 32 x 7 = 5-29, 32 x 8 = 6-22, 32 x 9 = 7-15, 32 x 10 = 8-8, 32 x 11 = 9-1, 32 x 12 = 9-33, 32 x 13 = 10-26, 32 x 14 = 11-19, 32 x 15 = 12-12, 32 x 16 = 13-5, 32 x 17 = 13-37, 32 x 18 = 14-30, 32 x 19 = 15-23, 32 x 20 = 16-16, 32 x 21 = 17-9, 32 x 22 = 18-2, 32 x 23 = 18-34, 32 x 24 = 19-27, 32 x 25 = 20-20, 32 x 26 = 21-13, 32 x 27 = 22-6, 32 x 28 = 22-38, 32 x 29 = 23-31, 32 x 30 = 24-24, 32 x 31 = 25-17, 32 x 32 = 26-10, 32 x 33 = 27-3, 32 x 34 = 27-35, 32 x 35 = 28-28, 32 x 36 = 29-21, 32 x 37 = 30-14, 32 x 38 = 31-7, 
33 x 1 = 0-33, 33 x 2 = 1-27, 33 x 3 = 2-21, 33 x 4 = 3-15, 33 x 5 = 4-9, 33 x 6 = 5-3, 33 x 7 = 5-36, 33 x 8 = 6-30, 33 x 9 = 7-24, 33 x 10 = 8-18, 33 x 11 = 9-12, 33 x 12 = 10-6, 33 x 13 = 11-0, 33 x 14 = 11-33, 33 x 15 = 12-27, 33 x 16 = 13-21, 33 x 17 = 14-15, 33 x 18 = 15-9, 33 x 19 = 16-3, 33 x 20 = 16-36, 33 x 21 = 17-30, 33 x 22 = 18-24, 33 x 23 = 19-18, 33 x 24 = 20-12, 33 x 25 = 21-6, 33 x 26 = 22-0, 33 x 27 = 22-33, 33 x 28 = 23-27, 33 x 29 = 24-21, 33 x 30 = 25-15, 33 x 31 = 26-9, 33 x 32 = 27-3, 33 x 33 = 27-36, 33 x 34 = 28-30, 33 x 35 = 29-24, 33 x 36 = 30-18, 33 x 37 = 31-12, 33 x 38 = 32-6, 
34 x 1 = 0-34, 34 x 2 = 1-29, 34 x 3 = 2-24, 34 x 4 = 3-19, 34 x 5 = 4-14, 34 x 6 = 5-9, 34 x 7 = 6-4, 34 x 8 = 6-38, 34 x 9 = 7-33, 34 x 10 = 8-28, 34 x 11 = 9-23, 34 x 12 = 10-18, 34 x 13 = 11-13, 34 x 14 = 12-8, 34 x 15 = 13-3, 34 x 16 = 13-37, 34 x 17 = 14-32, 34 x 18 = 15-27, 34 x 19 = 16-22, 34 x 20 = 17-17, 34 x 21 = 18-12, 34 x 22 = 19-7, 34 x 23 = 20-2, 34 x 24 = 20-36, 34 x 25 = 21-31, 34 x 26 = 22-26, 34 x 27 = 23-21, 34 x 28 = 24-16, 34 x 29 = 25-11, 34 x 30 = 26-6, 34 x 31 = 27-1, 34 x 32 = 27-35, 34 x 33 = 28-30, 34 x 34 = 29-25, 34 x 35 = 30-20, 34 x 36 = 31-15, 34 x 37 = 32-10, 34 x 38 = 33-5, 
35 x 1 = 0-35, 35 x 2 = 1-31, 35 x 3 = 2-27, 35 x 4 = 3-23, 35 x 5 = 4-19, 35 x 6 = 5-15, 35 x 7 = 6-11, 35 x 8 = 7-7, 35 x 9 = 8-3, 35 x 10 = 8-38, 35 x 11 = 9-34, 35 x 12 = 10-30, 35 x 13 = 11-26, 35 x 14 = 12-22, 35 x 15 = 13-18, 35 x 16 = 14-14, 35 x 17 = 15-10, 35 x 18 = 16-6, 35 x 19 = 17-2, 35 x 20 = 17-37, 35 x 21 = 18-33, 35 x 22 = 19-29, 35 x 23 = 20-25, 35 x 24 = 21-21, 35 x 25 = 22-17, 35 x 26 = 23-13, 35 x 27 = 24-9, 35 x 28 = 25-5, 35 x 29 = 26-1, 35 x 30 = 26-36, 35 x 31 = 27-32, 35 x 32 = 28-28, 35 x 33 = 29-24, 35 x 34 = 30-20, 35 x 35 = 31-16, 35 x 36 = 32-12, 35 x 37 = 33-8, 35 x 38 = 34-4, 
36 x 1 = 0-36, 36 x 2 = 1-33, 36 x 3 = 2-30, 36 x 4 = 3-27, 36 x 5 = 4-24, 36 x 6 = 5-21, 36 x 7 = 6-18, 36 x 8 = 7-15, 36 x 9 = 8-12, 36 x 10 = 9-9, 36 x 11 = 10-6, 36 x 12 = 11-3, 36 x 13 = 12-0, 36 x 14 = 12-36, 36 x 15 = 13-33, 36 x 16 = 14-30, 36 x 17 = 15-27, 36 x 18 = 16-24, 36 x 19 = 17-21, 36 x 20 = 18-18, 36 x 21 = 19-15, 36 x 22 = 20-12, 36 x 23 = 21-9, 36 x 24 = 22-6, 36 x 25 = 23-3, 36 x 26 = 24-0, 36 x 27 = 24-36, 36 x 28 = 25-33, 36 x 29 = 26-30, 36 x 30 = 27-27, 36 x 31 = 28-24, 36 x 32 = 29-21, 36 x 33 = 30-18, 36 x 34 = 31-15, 36 x 35 = 32-12, 36 x 36 = 33-9, 36 x 37 = 34-6, 36 x 38 = 35-3, 
37 x 1 = 0-37, 37 x 2 = 1-35, 37 x 3 = 2-33, 37 x 4 = 3-31, 37 x 5 = 4-29, 37 x 6 = 5-27, 37 x 7 = 6-25, 37 x 8 = 7-23, 37 x 9 = 8-21, 37 x 10 = 9-19, 37 x 11 = 10-17, 37 x 12 = 11-15, 37 x 13 = 12-13, 37 x 14 = 13-11, 37 x 15 = 14-9, 37 x 16 = 15-7, 37 x 17 = 16-5, 37 x 18 = 17-3, 37 x 19 = 18-1, 37 x 20 = 18-38, 37 x 21 = 19-36, 37 x 22 = 20-34, 37 x 23 = 21-32, 37 x 24 = 22-30, 37 x 25 = 23-28, 37 x 26 = 24-26, 37 x 27 = 25-24, 37 x 28 = 26-22, 37 x 29 = 27-20, 37 x 30 = 28-18, 37 x 31 = 29-16, 37 x 32 = 30-14, 37 x 33 = 31-12, 37 x 34 = 32-10, 37 x 35 = 33-8, 37 x 36 = 34-6, 37 x 37 = 35-4, 37 x 38 = 36-2, 
38 x 1 = 0-38, 38 x 2 = 1-37, 38 x 3 = 2-36, 38 x 4 = 3-35, 38 x 5 = 4-34, 38 x 6 = 5-33, 38 x 7 = 6-32, 38 x 8 = 7-31, 38 x 9 = 8-30, 38 x 10 = 9-29, 38 x 11 = 10-28, 38 x 12 = 11-27, 38 x 13 = 12-26, 38 x 14 = 13-25, 38 x 15 = 14-24, 38 x 16 = 15-23, 38 x 17 = 16-22, 38 x 18 = 17-21, 38 x 19 = 18-20, 38 x 20 = 19-19, 38 x 21 = 20-18, 38 x 22 = 21-17, 38 x 23 = 22-16, 38 x 24 = 23-15, 38 x 25 = 24-14, 38 x 26 = 25-13, 38 x 27 = 26-12, 38 x 28 = 27-11, 38 x 29 = 28-10, 38 x 30 = 29-9, 38 x 31 = 30-8, 38 x 32 = 31-7, 38 x 33 = 32-6, 38 x 34 = 33-5, 38 x 35 = 34-4, 38 x 36 = 35-3, 38 x 37 = 36-2, 38 x 38 = 37-1, 
