35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-19, 35 x 4 = 1-54, 35 x 5 = 2-3, 35 x 6 = 2-38, 35 x 7 = 2-73, 35 x 8 = 3-22, 35 x 9 = 3-57, 35 x 10 = 4-6, 35 x 11 = 4-41, 35 x 12 = 4-76, 35 x 13 = 5-25, 35 x 14 = 5-60, 35 x 15 = 6-9, 35 x 16 = 6-44, 35 x 17 = 6-79, 35 x 18 = 7-28, 35 x 19 = 7-63, 35 x 20 = 8-12, 35 x 21 = 8-47, 35 x 22 = 8-82, 35 x 23 = 9-31, 35 x 24 = 9-66, 35 x 25 = 10-15, 35 x 26 = 10-50, 35 x 27 = 10-85, 35 x 28 = 11-34, 35 x 29 = 11-69, 35 x 30 = 12-18, 35 x 31 = 12-53, 35 x 32 = 13-2, 35 x 33 = 13-37, 35 x 34 = 13-72, 35 x 35 = 14-21, 35 x 36 = 14-56, 35 x 37 = 15-5, 35 x 38 = 15-40, 35 x 39 = 15-75, 35 x 40 = 16-24, 35 x 41 = 16-59, 35 x 42 = 17-8, 35 x 43 = 17-43, 35 x 44 = 17-78, 35 x 45 = 18-27, 35 x 46 = 18-62, 35 x 47 = 19-11, 35 x 48 = 19-46, 35 x 49 = 19-81, 35 x 50 = 20-30, 35 x 51 = 20-65, 35 x 52 = 21-14, 35 x 53 = 21-49, 35 x 54 = 21-84, 35 x 55 = 22-33, 35 x 56 = 22-68, 35 x 57 = 23-17, 35 x 58 = 23-52, 35 x 59 = 24-1, 35 x 60 = 24-36, 35 x 61 = 24-71, 35 x 62 = 25-20, 35 x 63 = 25-55, 35 x 64 = 26-4, 35 x 65 = 26-39, 35 x 66 = 26-74, 35 x 67 = 27-23, 35 x 68 = 27-58, 35 x 69 = 28-7, 35 x 70 = 28-42, 35 x 71 = 28-77, 35 x 72 = 29-26, 35 x 73 = 29-61, 35 x 74 = 30-10, 35 x 75 = 30-45, 35 x 76 = 30-80, 35 x 77 = 31-29, 35 x 78 = 31-64, 35 x 79 = 32-13, 35 x 80 = 32-48, 35 x 81 = 32-83, 35 x 82 = 33-32, 35 x 83 = 33-67, 35 x 84 = 34-16, 35 x 85 = 34-51, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-22, 36 x 4 = 1-58, 36 x 5 = 2-8, 36 x 6 = 2-44, 36 x 7 = 2-80, 36 x 8 = 3-30, 36 x 9 = 3-66, 36 x 10 = 4-16, 36 x 11 = 4-52, 36 x 12 = 5-2, 36 x 13 = 5-38, 36 x 14 = 5-74, 36 x 15 = 6-24, 36 x 16 = 6-60, 36 x 17 = 7-10, 36 x 18 = 7-46, 36 x 19 = 7-82, 36 x 20 = 8-32, 36 x 21 = 8-68, 36 x 22 = 9-18, 36 x 23 = 9-54, 36 x 24 = 10-4, 36 x 25 = 10-40, 36 x 26 = 10-76, 36 x 27 = 11-26, 36 x 28 = 11-62, 36 x 29 = 12-12, 36 x 30 = 12-48, 36 x 31 = 12-84, 36 x 32 = 13-34, 36 x 33 = 13-70, 36 x 34 = 14-20, 36 x 35 = 14-56, 36 x 36 = 15-6, 36 x 37 = 15-42, 36 x 38 = 15-78, 36 x 39 = 16-28, 36 x 40 = 16-64, 36 x 41 = 17-14, 36 x 42 = 17-50, 36 x 43 = 18-0, 36 x 44 = 18-36, 36 x 45 = 18-72, 36 x 46 = 19-22, 36 x 47 = 19-58, 36 x 48 = 20-8, 36 x 49 = 20-44, 36 x 50 = 20-80, 36 x 51 = 21-30, 36 x 52 = 21-66, 36 x 53 = 22-16, 36 x 54 = 22-52, 36 x 55 = 23-2, 36 x 56 = 23-38, 36 x 57 = 23-74, 36 x 58 = 24-24, 36 x 59 = 24-60, 36 x 60 = 25-10, 36 x 61 = 25-46, 36 x 62 = 25-82, 36 x 63 = 26-32, 36 x 64 = 26-68, 36 x 65 = 27-18, 36 x 66 = 27-54, 36 x 67 = 28-4, 36 x 68 = 28-40, 36 x 69 = 28-76, 36 x 70 = 29-26, 36 x 71 = 29-62, 36 x 72 = 30-12, 36 x 73 = 30-48, 36 x 74 = 30-84, 36 x 75 = 31-34, 36 x 76 = 31-70, 36 x 77 = 32-20, 36 x 78 = 32-56, 36 x 79 = 33-6, 36 x 80 = 33-42, 36 x 81 = 33-78, 36 x 82 = 34-28, 36 x 83 = 34-64, 36 x 84 = 35-14, 36 x 85 = 35-50, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-25, 37 x 4 = 1-62, 37 x 5 = 2-13, 37 x 6 = 2-50, 37 x 7 = 3-1, 37 x 8 = 3-38, 37 x 9 = 3-75, 37 x 10 = 4-26, 37 x 11 = 4-63, 37 x 12 = 5-14, 37 x 13 = 5-51, 37 x 14 = 6-2, 37 x 15 = 6-39, 37 x 16 = 6-76, 37 x 17 = 7-27, 37 x 18 = 7-64, 37 x 19 = 8-15, 37 x 20 = 8-52, 37 x 21 = 9-3, 37 x 22 = 9-40, 37 x 23 = 9-77, 37 x 24 = 10-28, 37 x 25 = 10-65, 37 x 26 = 11-16, 37 x 27 = 11-53, 37 x 28 = 12-4, 37 x 29 = 12-41, 37 x 30 = 12-78, 37 x 31 = 13-29, 37 x 32 = 13-66, 37 x 33 = 14-17, 37 x 34 = 14-54, 37 x 35 = 15-5, 37 x 36 = 15-42, 37 x 37 = 15-79, 37 x 38 = 16-30, 37 x 39 = 16-67, 37 x 40 = 17-18, 37 x 41 = 17-55, 37 x 42 = 18-6, 37 x 43 = 18-43, 37 x 44 = 18-80, 37 x 45 = 19-31, 37 x 46 = 19-68, 37 x 47 = 20-19, 37 x 48 = 20-56, 37 x 49 = 21-7, 37 x 50 = 21-44, 37 x 51 = 21-81, 37 x 52 = 22-32, 37 x 53 = 22-69, 37 x 54 = 23-20, 37 x 55 = 23-57, 37 x 56 = 24-8, 37 x 57 = 24-45, 37 x 58 = 24-82, 37 x 59 = 25-33, 37 x 60 = 25-70, 37 x 61 = 26-21, 37 x 62 = 26-58, 37 x 63 = 27-9, 37 x 64 = 27-46, 37 x 65 = 27-83, 37 x 66 = 28-34, 37 x 67 = 28-71, 37 x 68 = 29-22, 37 x 69 = 29-59, 37 x 70 = 30-10, 37 x 71 = 30-47, 37 x 72 = 30-84, 37 x 73 = 31-35, 37 x 74 = 31-72, 37 x 75 = 32-23, 37 x 76 = 32-60, 37 x 77 = 33-11, 37 x 78 = 33-48, 37 x 79 = 33-85, 37 x 80 = 34-36, 37 x 81 = 34-73, 37 x 82 = 35-24, 37 x 83 = 35-61, 37 x 84 = 36-12, 37 x 85 = 36-49, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-28, 38 x 4 = 1-66, 38 x 5 = 2-18, 38 x 6 = 2-56, 38 x 7 = 3-8, 38 x 8 = 3-46, 38 x 9 = 3-84, 38 x 10 = 4-36, 38 x 11 = 4-74, 38 x 12 = 5-26, 38 x 13 = 5-64, 38 x 14 = 6-16, 38 x 15 = 6-54, 38 x 16 = 7-6, 38 x 17 = 7-44, 38 x 18 = 7-82, 38 x 19 = 8-34, 38 x 20 = 8-72, 38 x 21 = 9-24, 38 x 22 = 9-62, 38 x 23 = 10-14, 38 x 24 = 10-52, 38 x 25 = 11-4, 38 x 26 = 11-42, 38 x 27 = 11-80, 38 x 28 = 12-32, 38 x 29 = 12-70, 38 x 30 = 13-22, 38 x 31 = 13-60, 38 x 32 = 14-12, 38 x 33 = 14-50, 38 x 34 = 15-2, 38 x 35 = 15-40, 38 x 36 = 15-78, 38 x 37 = 16-30, 38 x 38 = 16-68, 38 x 39 = 17-20, 38 x 40 = 17-58, 38 x 41 = 18-10, 38 x 42 = 18-48, 38 x 43 = 19-0, 38 x 44 = 19-38, 38 x 45 = 19-76, 38 x 46 = 20-28, 38 x 47 = 20-66, 38 x 48 = 21-18, 38 x 49 = 21-56, 38 x 50 = 22-8, 38 x 51 = 22-46, 38 x 52 = 22-84, 38 x 53 = 23-36, 38 x 54 = 23-74, 38 x 55 = 24-26, 38 x 56 = 24-64, 38 x 57 = 25-16, 38 x 58 = 25-54, 38 x 59 = 26-6, 38 x 60 = 26-44, 38 x 61 = 26-82, 38 x 62 = 27-34, 38 x 63 = 27-72, 38 x 64 = 28-24, 38 x 65 = 28-62, 38 x 66 = 29-14, 38 x 67 = 29-52, 38 x 68 = 30-4, 38 x 69 = 30-42, 38 x 70 = 30-80, 38 x 71 = 31-32, 38 x 72 = 31-70, 38 x 73 = 32-22, 38 x 74 = 32-60, 38 x 75 = 33-12, 38 x 76 = 33-50, 38 x 77 = 34-2, 38 x 78 = 34-40, 38 x 79 = 34-78, 38 x 80 = 35-30, 38 x 81 = 35-68, 38 x 82 = 36-20, 38 x 83 = 36-58, 38 x 84 = 37-10, 38 x 85 = 37-48, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-31, 39 x 4 = 1-70, 39 x 5 = 2-23, 39 x 6 = 2-62, 39 x 7 = 3-15, 39 x 8 = 3-54, 39 x 9 = 4-7, 39 x 10 = 4-46, 39 x 11 = 4-85, 39 x 12 = 5-38, 39 x 13 = 5-77, 39 x 14 = 6-30, 39 x 15 = 6-69, 39 x 16 = 7-22, 39 x 17 = 7-61, 39 x 18 = 8-14, 39 x 19 = 8-53, 39 x 20 = 9-6, 39 x 21 = 9-45, 39 x 22 = 9-84, 39 x 23 = 10-37, 39 x 24 = 10-76, 39 x 25 = 11-29, 39 x 26 = 11-68, 39 x 27 = 12-21, 39 x 28 = 12-60, 39 x 29 = 13-13, 39 x 30 = 13-52, 39 x 31 = 14-5, 39 x 32 = 14-44, 39 x 33 = 14-83, 39 x 34 = 15-36, 39 x 35 = 15-75, 39 x 36 = 16-28, 39 x 37 = 16-67, 39 x 38 = 17-20, 39 x 39 = 17-59, 39 x 40 = 18-12, 39 x 41 = 18-51, 39 x 42 = 19-4, 39 x 43 = 19-43, 39 x 44 = 19-82, 39 x 45 = 20-35, 39 x 46 = 20-74, 39 x 47 = 21-27, 39 x 48 = 21-66, 39 x 49 = 22-19, 39 x 50 = 22-58, 39 x 51 = 23-11, 39 x 52 = 23-50, 39 x 53 = 24-3, 39 x 54 = 24-42, 39 x 55 = 24-81, 39 x 56 = 25-34, 39 x 57 = 25-73, 39 x 58 = 26-26, 39 x 59 = 26-65, 39 x 60 = 27-18, 39 x 61 = 27-57, 39 x 62 = 28-10, 39 x 63 = 28-49, 39 x 64 = 29-2, 39 x 65 = 29-41, 39 x 66 = 29-80, 39 x 67 = 30-33, 39 x 68 = 30-72, 39 x 69 = 31-25, 39 x 70 = 31-64, 39 x 71 = 32-17, 39 x 72 = 32-56, 39 x 73 = 33-9, 39 x 74 = 33-48, 39 x 75 = 34-1, 39 x 76 = 34-40, 39 x 77 = 34-79, 39 x 78 = 35-32, 39 x 79 = 35-71, 39 x 80 = 36-24, 39 x 81 = 36-63, 39 x 82 = 37-16, 39 x 83 = 37-55, 39 x 84 = 38-8, 39 x 85 = 38-47, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-34, 40 x 4 = 1-74, 40 x 5 = 2-28, 40 x 6 = 2-68, 40 x 7 = 3-22, 40 x 8 = 3-62, 40 x 9 = 4-16, 40 x 10 = 4-56, 40 x 11 = 5-10, 40 x 12 = 5-50, 40 x 13 = 6-4, 40 x 14 = 6-44, 40 x 15 = 6-84, 40 x 16 = 7-38, 40 x 17 = 7-78, 40 x 18 = 8-32, 40 x 19 = 8-72, 40 x 20 = 9-26, 40 x 21 = 9-66, 40 x 22 = 10-20, 40 x 23 = 10-60, 40 x 24 = 11-14, 40 x 25 = 11-54, 40 x 26 = 12-8, 40 x 27 = 12-48, 40 x 28 = 13-2, 40 x 29 = 13-42, 40 x 30 = 13-82, 40 x 31 = 14-36, 40 x 32 = 14-76, 40 x 33 = 15-30, 40 x 34 = 15-70, 40 x 35 = 16-24, 40 x 36 = 16-64, 40 x 37 = 17-18, 40 x 38 = 17-58, 40 x 39 = 18-12, 40 x 40 = 18-52, 40 x 41 = 19-6, 40 x 42 = 19-46, 40 x 43 = 20-0, 40 x 44 = 20-40, 40 x 45 = 20-80, 40 x 46 = 21-34, 40 x 47 = 21-74, 40 x 48 = 22-28, 40 x 49 = 22-68, 40 x 50 = 23-22, 40 x 51 = 23-62, 40 x 52 = 24-16, 40 x 53 = 24-56, 40 x 54 = 25-10, 40 x 55 = 25-50, 40 x 56 = 26-4, 40 x 57 = 26-44, 40 x 58 = 26-84, 40 x 59 = 27-38, 40 x 60 = 27-78, 40 x 61 = 28-32, 40 x 62 = 28-72, 40 x 63 = 29-26, 40 x 64 = 29-66, 40 x 65 = 30-20, 40 x 66 = 30-60, 40 x 67 = 31-14, 40 x 68 = 31-54, 40 x 69 = 32-8, 40 x 70 = 32-48, 40 x 71 = 33-2, 40 x 72 = 33-42, 40 x 73 = 33-82, 40 x 74 = 34-36, 40 x 75 = 34-76, 40 x 76 = 35-30, 40 x 77 = 35-70, 40 x 78 = 36-24, 40 x 79 = 36-64, 40 x 80 = 37-18, 40 x 81 = 37-58, 40 x 82 = 38-12, 40 x 83 = 38-52, 40 x 84 = 39-6, 40 x 85 = 39-46, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-37, 41 x 4 = 1-78, 41 x 5 = 2-33, 41 x 6 = 2-74, 41 x 7 = 3-29, 41 x 8 = 3-70, 41 x 9 = 4-25, 41 x 10 = 4-66, 41 x 11 = 5-21, 41 x 12 = 5-62, 41 x 13 = 6-17, 41 x 14 = 6-58, 41 x 15 = 7-13, 41 x 16 = 7-54, 41 x 17 = 8-9, 41 x 18 = 8-50, 41 x 19 = 9-5, 41 x 20 = 9-46, 41 x 21 = 10-1, 41 x 22 = 10-42, 41 x 23 = 10-83, 41 x 24 = 11-38, 41 x 25 = 11-79, 41 x 26 = 12-34, 41 x 27 = 12-75, 41 x 28 = 13-30, 41 x 29 = 13-71, 41 x 30 = 14-26, 41 x 31 = 14-67, 41 x 32 = 15-22, 41 x 33 = 15-63, 41 x 34 = 16-18, 41 x 35 = 16-59, 41 x 36 = 17-14, 41 x 37 = 17-55, 41 x 38 = 18-10, 41 x 39 = 18-51, 41 x 40 = 19-6, 41 x 41 = 19-47, 41 x 42 = 20-2, 41 x 43 = 20-43, 41 x 44 = 20-84, 41 x 45 = 21-39, 41 x 46 = 21-80, 41 x 47 = 22-35, 41 x 48 = 22-76, 41 x 49 = 23-31, 41 x 50 = 23-72, 41 x 51 = 24-27, 41 x 52 = 24-68, 41 x 53 = 25-23, 41 x 54 = 25-64, 41 x 55 = 26-19, 41 x 56 = 26-60, 41 x 57 = 27-15, 41 x 58 = 27-56, 41 x 59 = 28-11, 41 x 60 = 28-52, 41 x 61 = 29-7, 41 x 62 = 29-48, 41 x 63 = 30-3, 41 x 64 = 30-44, 41 x 65 = 30-85, 41 x 66 = 31-40, 41 x 67 = 31-81, 41 x 68 = 32-36, 41 x 69 = 32-77, 41 x 70 = 33-32, 41 x 71 = 33-73, 41 x 72 = 34-28, 41 x 73 = 34-69, 41 x 74 = 35-24, 41 x 75 = 35-65, 41 x 76 = 36-20, 41 x 77 = 36-61, 41 x 78 = 37-16, 41 x 79 = 37-57, 41 x 80 = 38-12, 41 x 81 = 38-53, 41 x 82 = 39-8, 41 x 83 = 39-49, 41 x 84 = 40-4, 41 x 85 = 40-45, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-40, 42 x 4 = 1-82, 42 x 5 = 2-38, 42 x 6 = 2-80, 42 x 7 = 3-36, 42 x 8 = 3-78, 42 x 9 = 4-34, 42 x 10 = 4-76, 42 x 11 = 5-32, 42 x 12 = 5-74, 42 x 13 = 6-30, 42 x 14 = 6-72, 42 x 15 = 7-28, 42 x 16 = 7-70, 42 x 17 = 8-26, 42 x 18 = 8-68, 42 x 19 = 9-24, 42 x 20 = 9-66, 42 x 21 = 10-22, 42 x 22 = 10-64, 42 x 23 = 11-20, 42 x 24 = 11-62, 42 x 25 = 12-18, 42 x 26 = 12-60, 42 x 27 = 13-16, 42 x 28 = 13-58, 42 x 29 = 14-14, 42 x 30 = 14-56, 42 x 31 = 15-12, 42 x 32 = 15-54, 42 x 33 = 16-10, 42 x 34 = 16-52, 42 x 35 = 17-8, 42 x 36 = 17-50, 42 x 37 = 18-6, 42 x 38 = 18-48, 42 x 39 = 19-4, 42 x 40 = 19-46, 42 x 41 = 20-2, 42 x 42 = 20-44, 42 x 43 = 21-0, 42 x 44 = 21-42, 42 x 45 = 21-84, 42 x 46 = 22-40, 42 x 47 = 22-82, 42 x 48 = 23-38, 42 x 49 = 23-80, 42 x 50 = 24-36, 42 x 51 = 24-78, 42 x 52 = 25-34, 42 x 53 = 25-76, 42 x 54 = 26-32, 42 x 55 = 26-74, 42 x 56 = 27-30, 42 x 57 = 27-72, 42 x 58 = 28-28, 42 x 59 = 28-70, 42 x 60 = 29-26, 42 x 61 = 29-68, 42 x 62 = 30-24, 42 x 63 = 30-66, 42 x 64 = 31-22, 42 x 65 = 31-64, 42 x 66 = 32-20, 42 x 67 = 32-62, 42 x 68 = 33-18, 42 x 69 = 33-60, 42 x 70 = 34-16, 42 x 71 = 34-58, 42 x 72 = 35-14, 42 x 73 = 35-56, 42 x 74 = 36-12, 42 x 75 = 36-54, 42 x 76 = 37-10, 42 x 77 = 37-52, 42 x 78 = 38-8, 42 x 79 = 38-50, 42 x 80 = 39-6, 42 x 81 = 39-48, 42 x 82 = 40-4, 42 x 83 = 40-46, 42 x 84 = 41-2, 42 x 85 = 41-44, 
43 x 1 = 0-43, 43 x 2 = 1-0, 43 x 3 = 1-43, 43 x 4 = 2-0, 43 x 5 = 2-43, 43 x 6 = 3-0, 43 x 7 = 3-43, 43 x 8 = 4-0, 43 x 9 = 4-43, 43 x 10 = 5-0, 43 x 11 = 5-43, 43 x 12 = 6-0, 43 x 13 = 6-43, 43 x 14 = 7-0, 43 x 15 = 7-43, 43 x 16 = 8-0, 43 x 17 = 8-43, 43 x 18 = 9-0, 43 x 19 = 9-43, 43 x 20 = 10-0, 43 x 21 = 10-43, 43 x 22 = 11-0, 43 x 23 = 11-43, 43 x 24 = 12-0, 43 x 25 = 12-43, 43 x 26 = 13-0, 43 x 27 = 13-43, 43 x 28 = 14-0, 43 x 29 = 14-43, 43 x 30 = 15-0, 43 x 31 = 15-43, 43 x 32 = 16-0, 43 x 33 = 16-43, 43 x 34 = 17-0, 43 x 35 = 17-43, 43 x 36 = 18-0, 43 x 37 = 18-43, 43 x 38 = 19-0, 43 x 39 = 19-43, 43 x 40 = 20-0, 43 x 41 = 20-43, 43 x 42 = 21-0, 43 x 43 = 21-43, 43 x 44 = 22-0, 43 x 45 = 22-43, 43 x 46 = 23-0, 43 x 47 = 23-43, 43 x 48 = 24-0, 43 x 49 = 24-43, 43 x 50 = 25-0, 43 x 51 = 25-43, 43 x 52 = 26-0, 43 x 53 = 26-43, 43 x 54 = 27-0, 43 x 55 = 27-43, 43 x 56 = 28-0, 43 x 57 = 28-43, 43 x 58 = 29-0, 43 x 59 = 29-43, 43 x 60 = 30-0, 43 x 61 = 30-43, 43 x 62 = 31-0, 43 x 63 = 31-43, 43 x 64 = 32-0, 43 x 65 = 32-43, 43 x 66 = 33-0, 43 x 67 = 33-43, 43 x 68 = 34-0, 43 x 69 = 34-43, 43 x 70 = 35-0, 43 x 71 = 35-43, 43 x 72 = 36-0, 43 x 73 = 36-43, 43 x 74 = 37-0, 43 x 75 = 37-43, 43 x 76 = 38-0, 43 x 77 = 38-43, 43 x 78 = 39-0, 43 x 79 = 39-43, 43 x 80 = 40-0, 43 x 81 = 40-43, 43 x 82 = 41-0, 43 x 83 = 41-43, 43 x 84 = 42-0, 43 x 85 = 42-43, 
44 x 1 = 0-44, 44 x 2 = 1-2, 44 x 3 = 1-46, 44 x 4 = 2-4, 44 x 5 = 2-48, 44 x 6 = 3-6, 44 x 7 = 3-50, 44 x 8 = 4-8, 44 x 9 = 4-52, 44 x 10 = 5-10, 44 x 11 = 5-54, 44 x 12 = 6-12, 44 x 13 = 6-56, 44 x 14 = 7-14, 44 x 15 = 7-58, 44 x 16 = 8-16, 44 x 17 = 8-60, 44 x 18 = 9-18, 44 x 19 = 9-62, 44 x 20 = 10-20, 44 x 21 = 10-64, 44 x 22 = 11-22, 44 x 23 = 11-66, 44 x 24 = 12-24, 44 x 25 = 12-68, 44 x 26 = 13-26, 44 x 27 = 13-70, 44 x 28 = 14-28, 44 x 29 = 14-72, 44 x 30 = 15-30, 44 x 31 = 15-74, 44 x 32 = 16-32, 44 x 33 = 16-76, 44 x 34 = 17-34, 44 x 35 = 17-78, 44 x 36 = 18-36, 44 x 37 = 18-80, 44 x 38 = 19-38, 44 x 39 = 19-82, 44 x 40 = 20-40, 44 x 41 = 20-84, 44 x 42 = 21-42, 44 x 43 = 22-0, 44 x 44 = 22-44, 44 x 45 = 23-2, 44 x 46 = 23-46, 44 x 47 = 24-4, 44 x 48 = 24-48, 44 x 49 = 25-6, 44 x 50 = 25-50, 44 x 51 = 26-8, 44 x 52 = 26-52, 44 x 53 = 27-10, 44 x 54 = 27-54, 44 x 55 = 28-12, 44 x 56 = 28-56, 44 x 57 = 29-14, 44 x 58 = 29-58, 44 x 59 = 30-16, 44 x 60 = 30-60, 44 x 61 = 31-18, 44 x 62 = 31-62, 44 x 63 = 32-20, 44 x 64 = 32-64, 44 x 65 = 33-22, 44 x 66 = 33-66, 44 x 67 = 34-24, 44 x 68 = 34-68, 44 x 69 = 35-26, 44 x 70 = 35-70, 44 x 71 = 36-28, 44 x 72 = 36-72, 44 x 73 = 37-30, 44 x 74 = 37-74, 44 x 75 = 38-32, 44 x 76 = 38-76, 44 x 77 = 39-34, 44 x 78 = 39-78, 44 x 79 = 40-36, 44 x 80 = 40-80, 44 x 81 = 41-38, 44 x 82 = 41-82, 44 x 83 = 42-40, 44 x 84 = 42-84, 44 x 85 = 43-42, 
45 x 1 = 0-45, 45 x 2 = 1-4, 45 x 3 = 1-49, 45 x 4 = 2-8, 45 x 5 = 2-53, 45 x 6 = 3-12, 45 x 7 = 3-57, 45 x 8 = 4-16, 45 x 9 = 4-61, 45 x 10 = 5-20, 45 x 11 = 5-65, 45 x 12 = 6-24, 45 x 13 = 6-69, 45 x 14 = 7-28, 45 x 15 = 7-73, 45 x 16 = 8-32, 45 x 17 = 8-77, 45 x 18 = 9-36, 45 x 19 = 9-81, 45 x 20 = 10-40, 45 x 21 = 10-85, 45 x 22 = 11-44, 45 x 23 = 12-3, 45 x 24 = 12-48, 45 x 25 = 13-7, 45 x 26 = 13-52, 45 x 27 = 14-11, 45 x 28 = 14-56, 45 x 29 = 15-15, 45 x 30 = 15-60, 45 x 31 = 16-19, 45 x 32 = 16-64, 45 x 33 = 17-23, 45 x 34 = 17-68, 45 x 35 = 18-27, 45 x 36 = 18-72, 45 x 37 = 19-31, 45 x 38 = 19-76, 45 x 39 = 20-35, 45 x 40 = 20-80, 45 x 41 = 21-39, 45 x 42 = 21-84, 45 x 43 = 22-43, 45 x 44 = 23-2, 45 x 45 = 23-47, 45 x 46 = 24-6, 45 x 47 = 24-51, 45 x 48 = 25-10, 45 x 49 = 25-55, 45 x 50 = 26-14, 45 x 51 = 26-59, 45 x 52 = 27-18, 45 x 53 = 27-63, 45 x 54 = 28-22, 45 x 55 = 28-67, 45 x 56 = 29-26, 45 x 57 = 29-71, 45 x 58 = 30-30, 45 x 59 = 30-75, 45 x 60 = 31-34, 45 x 61 = 31-79, 45 x 62 = 32-38, 45 x 63 = 32-83, 45 x 64 = 33-42, 45 x 65 = 34-1, 45 x 66 = 34-46, 45 x 67 = 35-5, 45 x 68 = 35-50, 45 x 69 = 36-9, 45 x 70 = 36-54, 45 x 71 = 37-13, 45 x 72 = 37-58, 45 x 73 = 38-17, 45 x 74 = 38-62, 45 x 75 = 39-21, 45 x 76 = 39-66, 45 x 77 = 40-25, 45 x 78 = 40-70, 45 x 79 = 41-29, 45 x 80 = 41-74, 45 x 81 = 42-33, 45 x 82 = 42-78, 45 x 83 = 43-37, 45 x 84 = 43-82, 45 x 85 = 44-41, 
46 x 1 = 0-46, 46 x 2 = 1-6, 46 x 3 = 1-52, 46 x 4 = 2-12, 46 x 5 = 2-58, 46 x 6 = 3-18, 46 x 7 = 3-64, 46 x 8 = 4-24, 46 x 9 = 4-70, 46 x 10 = 5-30, 46 x 11 = 5-76, 46 x 12 = 6-36, 46 x 13 = 6-82, 46 x 14 = 7-42, 46 x 15 = 8-2, 46 x 16 = 8-48, 46 x 17 = 9-8, 46 x 18 = 9-54, 46 x 19 = 10-14, 46 x 20 = 10-60, 46 x 21 = 11-20, 46 x 22 = 11-66, 46 x 23 = 12-26, 46 x 24 = 12-72, 46 x 25 = 13-32, 46 x 26 = 13-78, 46 x 27 = 14-38, 46 x 28 = 14-84, 46 x 29 = 15-44, 46 x 30 = 16-4, 46 x 31 = 16-50, 46 x 32 = 17-10, 46 x 33 = 17-56, 46 x 34 = 18-16, 46 x 35 = 18-62, 46 x 36 = 19-22, 46 x 37 = 19-68, 46 x 38 = 20-28, 46 x 39 = 20-74, 46 x 40 = 21-34, 46 x 41 = 21-80, 46 x 42 = 22-40, 46 x 43 = 23-0, 46 x 44 = 23-46, 46 x 45 = 24-6, 46 x 46 = 24-52, 46 x 47 = 25-12, 46 x 48 = 25-58, 46 x 49 = 26-18, 46 x 50 = 26-64, 46 x 51 = 27-24, 46 x 52 = 27-70, 46 x 53 = 28-30, 46 x 54 = 28-76, 46 x 55 = 29-36, 46 x 56 = 29-82, 46 x 57 = 30-42, 46 x 58 = 31-2, 46 x 59 = 31-48, 46 x 60 = 32-8, 46 x 61 = 32-54, 46 x 62 = 33-14, 46 x 63 = 33-60, 46 x 64 = 34-20, 46 x 65 = 34-66, 46 x 66 = 35-26, 46 x 67 = 35-72, 46 x 68 = 36-32, 46 x 69 = 36-78, 46 x 70 = 37-38, 46 x 71 = 37-84, 46 x 72 = 38-44, 46 x 73 = 39-4, 46 x 74 = 39-50, 46 x 75 = 40-10, 46 x 76 = 40-56, 46 x 77 = 41-16, 46 x 78 = 41-62, 46 x 79 = 42-22, 46 x 80 = 42-68, 46 x 81 = 43-28, 46 x 82 = 43-74, 46 x 83 = 44-34, 46 x 84 = 44-80, 46 x 85 = 45-40, 
