31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-19, 31 x 5 = 1-50, 31 x 6 = 1-81, 31 x 7 = 2-7, 31 x 8 = 2-38, 31 x 9 = 2-69, 31 x 10 = 2-100, 31 x 11 = 3-26, 31 x 12 = 3-57, 31 x 13 = 3-88, 31 x 14 = 4-14, 31 x 15 = 4-45, 31 x 16 = 4-76, 31 x 17 = 5-2, 31 x 18 = 5-33, 31 x 19 = 5-64, 31 x 20 = 5-95, 31 x 21 = 6-21, 31 x 22 = 6-52, 31 x 23 = 6-83, 31 x 24 = 7-9, 31 x 25 = 7-40, 31 x 26 = 7-71, 31 x 27 = 7-102, 31 x 28 = 8-28, 31 x 29 = 8-59, 31 x 30 = 8-90, 31 x 31 = 9-16, 31 x 32 = 9-47, 31 x 33 = 9-78, 31 x 34 = 10-4, 31 x 35 = 10-35, 31 x 36 = 10-66, 31 x 37 = 10-97, 31 x 38 = 11-23, 31 x 39 = 11-54, 31 x 40 = 11-85, 31 x 41 = 12-11, 31 x 42 = 12-42, 31 x 43 = 12-73, 31 x 44 = 12-104, 31 x 45 = 13-30, 31 x 46 = 13-61, 31 x 47 = 13-92, 31 x 48 = 14-18, 31 x 49 = 14-49, 31 x 50 = 14-80, 31 x 51 = 15-6, 31 x 52 = 15-37, 31 x 53 = 15-68, 31 x 54 = 15-99, 31 x 55 = 16-25, 31 x 56 = 16-56, 31 x 57 = 16-87, 31 x 58 = 17-13, 31 x 59 = 17-44, 31 x 60 = 17-75, 31 x 61 = 18-1, 31 x 62 = 18-32, 31 x 63 = 18-63, 31 x 64 = 18-94, 31 x 65 = 19-20, 31 x 66 = 19-51, 31 x 67 = 19-82, 31 x 68 = 20-8, 31 x 69 = 20-39, 31 x 70 = 20-70, 31 x 71 = 20-101, 31 x 72 = 21-27, 31 x 73 = 21-58, 31 x 74 = 21-89, 31 x 75 = 22-15, 31 x 76 = 22-46, 31 x 77 = 22-77, 31 x 78 = 23-3, 31 x 79 = 23-34, 31 x 80 = 23-65, 31 x 81 = 23-96, 31 x 82 = 24-22, 31 x 83 = 24-53, 31 x 84 = 24-84, 31 x 85 = 25-10, 31 x 86 = 25-41, 31 x 87 = 25-72, 31 x 88 = 25-103, 31 x 89 = 26-29, 31 x 90 = 26-60, 31 x 91 = 26-91, 31 x 92 = 27-17, 31 x 93 = 27-48, 31 x 94 = 27-79, 31 x 95 = 28-5, 31 x 96 = 28-36, 31 x 97 = 28-67, 31 x 98 = 28-98, 31 x 99 = 29-24, 31 x 100 = 29-55, 31 x 101 = 29-86, 31 x 102 = 30-12, 31 x 103 = 30-43, 31 x 104 = 30-74, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-23, 32 x 5 = 1-55, 32 x 6 = 1-87, 32 x 7 = 2-14, 32 x 8 = 2-46, 32 x 9 = 2-78, 32 x 10 = 3-5, 32 x 11 = 3-37, 32 x 12 = 3-69, 32 x 13 = 3-101, 32 x 14 = 4-28, 32 x 15 = 4-60, 32 x 16 = 4-92, 32 x 17 = 5-19, 32 x 18 = 5-51, 32 x 19 = 5-83, 32 x 20 = 6-10, 32 x 21 = 6-42, 32 x 22 = 6-74, 32 x 23 = 7-1, 32 x 24 = 7-33, 32 x 25 = 7-65, 32 x 26 = 7-97, 32 x 27 = 8-24, 32 x 28 = 8-56, 32 x 29 = 8-88, 32 x 30 = 9-15, 32 x 31 = 9-47, 32 x 32 = 9-79, 32 x 33 = 10-6, 32 x 34 = 10-38, 32 x 35 = 10-70, 32 x 36 = 10-102, 32 x 37 = 11-29, 32 x 38 = 11-61, 32 x 39 = 11-93, 32 x 40 = 12-20, 32 x 41 = 12-52, 32 x 42 = 12-84, 32 x 43 = 13-11, 32 x 44 = 13-43, 32 x 45 = 13-75, 32 x 46 = 14-2, 32 x 47 = 14-34, 32 x 48 = 14-66, 32 x 49 = 14-98, 32 x 50 = 15-25, 32 x 51 = 15-57, 32 x 52 = 15-89, 32 x 53 = 16-16, 32 x 54 = 16-48, 32 x 55 = 16-80, 32 x 56 = 17-7, 32 x 57 = 17-39, 32 x 58 = 17-71, 32 x 59 = 17-103, 32 x 60 = 18-30, 32 x 61 = 18-62, 32 x 62 = 18-94, 32 x 63 = 19-21, 32 x 64 = 19-53, 32 x 65 = 19-85, 32 x 66 = 20-12, 32 x 67 = 20-44, 32 x 68 = 20-76, 32 x 69 = 21-3, 32 x 70 = 21-35, 32 x 71 = 21-67, 32 x 72 = 21-99, 32 x 73 = 22-26, 32 x 74 = 22-58, 32 x 75 = 22-90, 32 x 76 = 23-17, 32 x 77 = 23-49, 32 x 78 = 23-81, 32 x 79 = 24-8, 32 x 80 = 24-40, 32 x 81 = 24-72, 32 x 82 = 24-104, 32 x 83 = 25-31, 32 x 84 = 25-63, 32 x 85 = 25-95, 32 x 86 = 26-22, 32 x 87 = 26-54, 32 x 88 = 26-86, 32 x 89 = 27-13, 32 x 90 = 27-45, 32 x 91 = 27-77, 32 x 92 = 28-4, 32 x 93 = 28-36, 32 x 94 = 28-68, 32 x 95 = 28-100, 32 x 96 = 29-27, 32 x 97 = 29-59, 32 x 98 = 29-91, 32 x 99 = 30-18, 32 x 100 = 30-50, 32 x 101 = 30-82, 32 x 102 = 31-9, 32 x 103 = 31-41, 32 x 104 = 31-73, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 0-99, 33 x 4 = 1-27, 33 x 5 = 1-60, 33 x 6 = 1-93, 33 x 7 = 2-21, 33 x 8 = 2-54, 33 x 9 = 2-87, 33 x 10 = 3-15, 33 x 11 = 3-48, 33 x 12 = 3-81, 33 x 13 = 4-9, 33 x 14 = 4-42, 33 x 15 = 4-75, 33 x 16 = 5-3, 33 x 17 = 5-36, 33 x 18 = 5-69, 33 x 19 = 5-102, 33 x 20 = 6-30, 33 x 21 = 6-63, 33 x 22 = 6-96, 33 x 23 = 7-24, 33 x 24 = 7-57, 33 x 25 = 7-90, 33 x 26 = 8-18, 33 x 27 = 8-51, 33 x 28 = 8-84, 33 x 29 = 9-12, 33 x 30 = 9-45, 33 x 31 = 9-78, 33 x 32 = 10-6, 33 x 33 = 10-39, 33 x 34 = 10-72, 33 x 35 = 11-0, 33 x 36 = 11-33, 33 x 37 = 11-66, 33 x 38 = 11-99, 33 x 39 = 12-27, 33 x 40 = 12-60, 33 x 41 = 12-93, 33 x 42 = 13-21, 33 x 43 = 13-54, 33 x 44 = 13-87, 33 x 45 = 14-15, 33 x 46 = 14-48, 33 x 47 = 14-81, 33 x 48 = 15-9, 33 x 49 = 15-42, 33 x 50 = 15-75, 33 x 51 = 16-3, 33 x 52 = 16-36, 33 x 53 = 16-69, 33 x 54 = 16-102, 33 x 55 = 17-30, 33 x 56 = 17-63, 33 x 57 = 17-96, 33 x 58 = 18-24, 33 x 59 = 18-57, 33 x 60 = 18-90, 33 x 61 = 19-18, 33 x 62 = 19-51, 33 x 63 = 19-84, 33 x 64 = 20-12, 33 x 65 = 20-45, 33 x 66 = 20-78, 33 x 67 = 21-6, 33 x 68 = 21-39, 33 x 69 = 21-72, 33 x 70 = 22-0, 33 x 71 = 22-33, 33 x 72 = 22-66, 33 x 73 = 22-99, 33 x 74 = 23-27, 33 x 75 = 23-60, 33 x 76 = 23-93, 33 x 77 = 24-21, 33 x 78 = 24-54, 33 x 79 = 24-87, 33 x 80 = 25-15, 33 x 81 = 25-48, 33 x 82 = 25-81, 33 x 83 = 26-9, 33 x 84 = 26-42, 33 x 85 = 26-75, 33 x 86 = 27-3, 33 x 87 = 27-36, 33 x 88 = 27-69, 33 x 89 = 27-102, 33 x 90 = 28-30, 33 x 91 = 28-63, 33 x 92 = 28-96, 33 x 93 = 29-24, 33 x 94 = 29-57, 33 x 95 = 29-90, 33 x 96 = 30-18, 33 x 97 = 30-51, 33 x 98 = 30-84, 33 x 99 = 31-12, 33 x 100 = 31-45, 33 x 101 = 31-78, 33 x 102 = 32-6, 33 x 103 = 32-39, 33 x 104 = 32-72, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 0-102, 34 x 4 = 1-31, 34 x 5 = 1-65, 34 x 6 = 1-99, 34 x 7 = 2-28, 34 x 8 = 2-62, 34 x 9 = 2-96, 34 x 10 = 3-25, 34 x 11 = 3-59, 34 x 12 = 3-93, 34 x 13 = 4-22, 34 x 14 = 4-56, 34 x 15 = 4-90, 34 x 16 = 5-19, 34 x 17 = 5-53, 34 x 18 = 5-87, 34 x 19 = 6-16, 34 x 20 = 6-50, 34 x 21 = 6-84, 34 x 22 = 7-13, 34 x 23 = 7-47, 34 x 24 = 7-81, 34 x 25 = 8-10, 34 x 26 = 8-44, 34 x 27 = 8-78, 34 x 28 = 9-7, 34 x 29 = 9-41, 34 x 30 = 9-75, 34 x 31 = 10-4, 34 x 32 = 10-38, 34 x 33 = 10-72, 34 x 34 = 11-1, 34 x 35 = 11-35, 34 x 36 = 11-69, 34 x 37 = 11-103, 34 x 38 = 12-32, 34 x 39 = 12-66, 34 x 40 = 12-100, 34 x 41 = 13-29, 34 x 42 = 13-63, 34 x 43 = 13-97, 34 x 44 = 14-26, 34 x 45 = 14-60, 34 x 46 = 14-94, 34 x 47 = 15-23, 34 x 48 = 15-57, 34 x 49 = 15-91, 34 x 50 = 16-20, 34 x 51 = 16-54, 34 x 52 = 16-88, 34 x 53 = 17-17, 34 x 54 = 17-51, 34 x 55 = 17-85, 34 x 56 = 18-14, 34 x 57 = 18-48, 34 x 58 = 18-82, 34 x 59 = 19-11, 34 x 60 = 19-45, 34 x 61 = 19-79, 34 x 62 = 20-8, 34 x 63 = 20-42, 34 x 64 = 20-76, 34 x 65 = 21-5, 34 x 66 = 21-39, 34 x 67 = 21-73, 34 x 68 = 22-2, 34 x 69 = 22-36, 34 x 70 = 22-70, 34 x 71 = 22-104, 34 x 72 = 23-33, 34 x 73 = 23-67, 34 x 74 = 23-101, 34 x 75 = 24-30, 34 x 76 = 24-64, 34 x 77 = 24-98, 34 x 78 = 25-27, 34 x 79 = 25-61, 34 x 80 = 25-95, 34 x 81 = 26-24, 34 x 82 = 26-58, 34 x 83 = 26-92, 34 x 84 = 27-21, 34 x 85 = 27-55, 34 x 86 = 27-89, 34 x 87 = 28-18, 34 x 88 = 28-52, 34 x 89 = 28-86, 34 x 90 = 29-15, 34 x 91 = 29-49, 34 x 92 = 29-83, 34 x 93 = 30-12, 34 x 94 = 30-46, 34 x 95 = 30-80, 34 x 96 = 31-9, 34 x 97 = 31-43, 34 x 98 = 31-77, 34 x 99 = 32-6, 34 x 100 = 32-40, 34 x 101 = 32-74, 34 x 102 = 33-3, 34 x 103 = 33-37, 34 x 104 = 33-71, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-0, 35 x 4 = 1-35, 35 x 5 = 1-70, 35 x 6 = 2-0, 35 x 7 = 2-35, 35 x 8 = 2-70, 35 x 9 = 3-0, 35 x 10 = 3-35, 35 x 11 = 3-70, 35 x 12 = 4-0, 35 x 13 = 4-35, 35 x 14 = 4-70, 35 x 15 = 5-0, 35 x 16 = 5-35, 35 x 17 = 5-70, 35 x 18 = 6-0, 35 x 19 = 6-35, 35 x 20 = 6-70, 35 x 21 = 7-0, 35 x 22 = 7-35, 35 x 23 = 7-70, 35 x 24 = 8-0, 35 x 25 = 8-35, 35 x 26 = 8-70, 35 x 27 = 9-0, 35 x 28 = 9-35, 35 x 29 = 9-70, 35 x 30 = 10-0, 35 x 31 = 10-35, 35 x 32 = 10-70, 35 x 33 = 11-0, 35 x 34 = 11-35, 35 x 35 = 11-70, 35 x 36 = 12-0, 35 x 37 = 12-35, 35 x 38 = 12-70, 35 x 39 = 13-0, 35 x 40 = 13-35, 35 x 41 = 13-70, 35 x 42 = 14-0, 35 x 43 = 14-35, 35 x 44 = 14-70, 35 x 45 = 15-0, 35 x 46 = 15-35, 35 x 47 = 15-70, 35 x 48 = 16-0, 35 x 49 = 16-35, 35 x 50 = 16-70, 35 x 51 = 17-0, 35 x 52 = 17-35, 35 x 53 = 17-70, 35 x 54 = 18-0, 35 x 55 = 18-35, 35 x 56 = 18-70, 35 x 57 = 19-0, 35 x 58 = 19-35, 35 x 59 = 19-70, 35 x 60 = 20-0, 35 x 61 = 20-35, 35 x 62 = 20-70, 35 x 63 = 21-0, 35 x 64 = 21-35, 35 x 65 = 21-70, 35 x 66 = 22-0, 35 x 67 = 22-35, 35 x 68 = 22-70, 35 x 69 = 23-0, 35 x 70 = 23-35, 35 x 71 = 23-70, 35 x 72 = 24-0, 35 x 73 = 24-35, 35 x 74 = 24-70, 35 x 75 = 25-0, 35 x 76 = 25-35, 35 x 77 = 25-70, 35 x 78 = 26-0, 35 x 79 = 26-35, 35 x 80 = 26-70, 35 x 81 = 27-0, 35 x 82 = 27-35, 35 x 83 = 27-70, 35 x 84 = 28-0, 35 x 85 = 28-35, 35 x 86 = 28-70, 35 x 87 = 29-0, 35 x 88 = 29-35, 35 x 89 = 29-70, 35 x 90 = 30-0, 35 x 91 = 30-35, 35 x 92 = 30-70, 35 x 93 = 31-0, 35 x 94 = 31-35, 35 x 95 = 31-70, 35 x 96 = 32-0, 35 x 97 = 32-35, 35 x 98 = 32-70, 35 x 99 = 33-0, 35 x 100 = 33-35, 35 x 101 = 33-70, 35 x 102 = 34-0, 35 x 103 = 34-35, 35 x 104 = 34-70, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-3, 36 x 4 = 1-39, 36 x 5 = 1-75, 36 x 6 = 2-6, 36 x 7 = 2-42, 36 x 8 = 2-78, 36 x 9 = 3-9, 36 x 10 = 3-45, 36 x 11 = 3-81, 36 x 12 = 4-12, 36 x 13 = 4-48, 36 x 14 = 4-84, 36 x 15 = 5-15, 36 x 16 = 5-51, 36 x 17 = 5-87, 36 x 18 = 6-18, 36 x 19 = 6-54, 36 x 20 = 6-90, 36 x 21 = 7-21, 36 x 22 = 7-57, 36 x 23 = 7-93, 36 x 24 = 8-24, 36 x 25 = 8-60, 36 x 26 = 8-96, 36 x 27 = 9-27, 36 x 28 = 9-63, 36 x 29 = 9-99, 36 x 30 = 10-30, 36 x 31 = 10-66, 36 x 32 = 10-102, 36 x 33 = 11-33, 36 x 34 = 11-69, 36 x 35 = 12-0, 36 x 36 = 12-36, 36 x 37 = 12-72, 36 x 38 = 13-3, 36 x 39 = 13-39, 36 x 40 = 13-75, 36 x 41 = 14-6, 36 x 42 = 14-42, 36 x 43 = 14-78, 36 x 44 = 15-9, 36 x 45 = 15-45, 36 x 46 = 15-81, 36 x 47 = 16-12, 36 x 48 = 16-48, 36 x 49 = 16-84, 36 x 50 = 17-15, 36 x 51 = 17-51, 36 x 52 = 17-87, 36 x 53 = 18-18, 36 x 54 = 18-54, 36 x 55 = 18-90, 36 x 56 = 19-21, 36 x 57 = 19-57, 36 x 58 = 19-93, 36 x 59 = 20-24, 36 x 60 = 20-60, 36 x 61 = 20-96, 36 x 62 = 21-27, 36 x 63 = 21-63, 36 x 64 = 21-99, 36 x 65 = 22-30, 36 x 66 = 22-66, 36 x 67 = 22-102, 36 x 68 = 23-33, 36 x 69 = 23-69, 36 x 70 = 24-0, 36 x 71 = 24-36, 36 x 72 = 24-72, 36 x 73 = 25-3, 36 x 74 = 25-39, 36 x 75 = 25-75, 36 x 76 = 26-6, 36 x 77 = 26-42, 36 x 78 = 26-78, 36 x 79 = 27-9, 36 x 80 = 27-45, 36 x 81 = 27-81, 36 x 82 = 28-12, 36 x 83 = 28-48, 36 x 84 = 28-84, 36 x 85 = 29-15, 36 x 86 = 29-51, 36 x 87 = 29-87, 36 x 88 = 30-18, 36 x 89 = 30-54, 36 x 90 = 30-90, 36 x 91 = 31-21, 36 x 92 = 31-57, 36 x 93 = 31-93, 36 x 94 = 32-24, 36 x 95 = 32-60, 36 x 96 = 32-96, 36 x 97 = 33-27, 36 x 98 = 33-63, 36 x 99 = 33-99, 36 x 100 = 34-30, 36 x 101 = 34-66, 36 x 102 = 34-102, 36 x 103 = 35-33, 36 x 104 = 35-69, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-6, 37 x 4 = 1-43, 37 x 5 = 1-80, 37 x 6 = 2-12, 37 x 7 = 2-49, 37 x 8 = 2-86, 37 x 9 = 3-18, 37 x 10 = 3-55, 37 x 11 = 3-92, 37 x 12 = 4-24, 37 x 13 = 4-61, 37 x 14 = 4-98, 37 x 15 = 5-30, 37 x 16 = 5-67, 37 x 17 = 5-104, 37 x 18 = 6-36, 37 x 19 = 6-73, 37 x 20 = 7-5, 37 x 21 = 7-42, 37 x 22 = 7-79, 37 x 23 = 8-11, 37 x 24 = 8-48, 37 x 25 = 8-85, 37 x 26 = 9-17, 37 x 27 = 9-54, 37 x 28 = 9-91, 37 x 29 = 10-23, 37 x 30 = 10-60, 37 x 31 = 10-97, 37 x 32 = 11-29, 37 x 33 = 11-66, 37 x 34 = 11-103, 37 x 35 = 12-35, 37 x 36 = 12-72, 37 x 37 = 13-4, 37 x 38 = 13-41, 37 x 39 = 13-78, 37 x 40 = 14-10, 37 x 41 = 14-47, 37 x 42 = 14-84, 37 x 43 = 15-16, 37 x 44 = 15-53, 37 x 45 = 15-90, 37 x 46 = 16-22, 37 x 47 = 16-59, 37 x 48 = 16-96, 37 x 49 = 17-28, 37 x 50 = 17-65, 37 x 51 = 17-102, 37 x 52 = 18-34, 37 x 53 = 18-71, 37 x 54 = 19-3, 37 x 55 = 19-40, 37 x 56 = 19-77, 37 x 57 = 20-9, 37 x 58 = 20-46, 37 x 59 = 20-83, 37 x 60 = 21-15, 37 x 61 = 21-52, 37 x 62 = 21-89, 37 x 63 = 22-21, 37 x 64 = 22-58, 37 x 65 = 22-95, 37 x 66 = 23-27, 37 x 67 = 23-64, 37 x 68 = 23-101, 37 x 69 = 24-33, 37 x 70 = 24-70, 37 x 71 = 25-2, 37 x 72 = 25-39, 37 x 73 = 25-76, 37 x 74 = 26-8, 37 x 75 = 26-45, 37 x 76 = 26-82, 37 x 77 = 27-14, 37 x 78 = 27-51, 37 x 79 = 27-88, 37 x 80 = 28-20, 37 x 81 = 28-57, 37 x 82 = 28-94, 37 x 83 = 29-26, 37 x 84 = 29-63, 37 x 85 = 29-100, 37 x 86 = 30-32, 37 x 87 = 30-69, 37 x 88 = 31-1, 37 x 89 = 31-38, 37 x 90 = 31-75, 37 x 91 = 32-7, 37 x 92 = 32-44, 37 x 93 = 32-81, 37 x 94 = 33-13, 37 x 95 = 33-50, 37 x 96 = 33-87, 37 x 97 = 34-19, 37 x 98 = 34-56, 37 x 99 = 34-93, 37 x 100 = 35-25, 37 x 101 = 35-62, 37 x 102 = 35-99, 37 x 103 = 36-31, 37 x 104 = 36-68, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-9, 38 x 4 = 1-47, 38 x 5 = 1-85, 38 x 6 = 2-18, 38 x 7 = 2-56, 38 x 8 = 2-94, 38 x 9 = 3-27, 38 x 10 = 3-65, 38 x 11 = 3-103, 38 x 12 = 4-36, 38 x 13 = 4-74, 38 x 14 = 5-7, 38 x 15 = 5-45, 38 x 16 = 5-83, 38 x 17 = 6-16, 38 x 18 = 6-54, 38 x 19 = 6-92, 38 x 20 = 7-25, 38 x 21 = 7-63, 38 x 22 = 7-101, 38 x 23 = 8-34, 38 x 24 = 8-72, 38 x 25 = 9-5, 38 x 26 = 9-43, 38 x 27 = 9-81, 38 x 28 = 10-14, 38 x 29 = 10-52, 38 x 30 = 10-90, 38 x 31 = 11-23, 38 x 32 = 11-61, 38 x 33 = 11-99, 38 x 34 = 12-32, 38 x 35 = 12-70, 38 x 36 = 13-3, 38 x 37 = 13-41, 38 x 38 = 13-79, 38 x 39 = 14-12, 38 x 40 = 14-50, 38 x 41 = 14-88, 38 x 42 = 15-21, 38 x 43 = 15-59, 38 x 44 = 15-97, 38 x 45 = 16-30, 38 x 46 = 16-68, 38 x 47 = 17-1, 38 x 48 = 17-39, 38 x 49 = 17-77, 38 x 50 = 18-10, 38 x 51 = 18-48, 38 x 52 = 18-86, 38 x 53 = 19-19, 38 x 54 = 19-57, 38 x 55 = 19-95, 38 x 56 = 20-28, 38 x 57 = 20-66, 38 x 58 = 20-104, 38 x 59 = 21-37, 38 x 60 = 21-75, 38 x 61 = 22-8, 38 x 62 = 22-46, 38 x 63 = 22-84, 38 x 64 = 23-17, 38 x 65 = 23-55, 38 x 66 = 23-93, 38 x 67 = 24-26, 38 x 68 = 24-64, 38 x 69 = 24-102, 38 x 70 = 25-35, 38 x 71 = 25-73, 38 x 72 = 26-6, 38 x 73 = 26-44, 38 x 74 = 26-82, 38 x 75 = 27-15, 38 x 76 = 27-53, 38 x 77 = 27-91, 38 x 78 = 28-24, 38 x 79 = 28-62, 38 x 80 = 28-100, 38 x 81 = 29-33, 38 x 82 = 29-71, 38 x 83 = 30-4, 38 x 84 = 30-42, 38 x 85 = 30-80, 38 x 86 = 31-13, 38 x 87 = 31-51, 38 x 88 = 31-89, 38 x 89 = 32-22, 38 x 90 = 32-60, 38 x 91 = 32-98, 38 x 92 = 33-31, 38 x 93 = 33-69, 38 x 94 = 34-2, 38 x 95 = 34-40, 38 x 96 = 34-78, 38 x 97 = 35-11, 38 x 98 = 35-49, 38 x 99 = 35-87, 38 x 100 = 36-20, 38 x 101 = 36-58, 38 x 102 = 36-96, 38 x 103 = 37-29, 38 x 104 = 37-67, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-12, 39 x 4 = 1-51, 39 x 5 = 1-90, 39 x 6 = 2-24, 39 x 7 = 2-63, 39 x 8 = 2-102, 39 x 9 = 3-36, 39 x 10 = 3-75, 39 x 11 = 4-9, 39 x 12 = 4-48, 39 x 13 = 4-87, 39 x 14 = 5-21, 39 x 15 = 5-60, 39 x 16 = 5-99, 39 x 17 = 6-33, 39 x 18 = 6-72, 39 x 19 = 7-6, 39 x 20 = 7-45, 39 x 21 = 7-84, 39 x 22 = 8-18, 39 x 23 = 8-57, 39 x 24 = 8-96, 39 x 25 = 9-30, 39 x 26 = 9-69, 39 x 27 = 10-3, 39 x 28 = 10-42, 39 x 29 = 10-81, 39 x 30 = 11-15, 39 x 31 = 11-54, 39 x 32 = 11-93, 39 x 33 = 12-27, 39 x 34 = 12-66, 39 x 35 = 13-0, 39 x 36 = 13-39, 39 x 37 = 13-78, 39 x 38 = 14-12, 39 x 39 = 14-51, 39 x 40 = 14-90, 39 x 41 = 15-24, 39 x 42 = 15-63, 39 x 43 = 15-102, 39 x 44 = 16-36, 39 x 45 = 16-75, 39 x 46 = 17-9, 39 x 47 = 17-48, 39 x 48 = 17-87, 39 x 49 = 18-21, 39 x 50 = 18-60, 39 x 51 = 18-99, 39 x 52 = 19-33, 39 x 53 = 19-72, 39 x 54 = 20-6, 39 x 55 = 20-45, 39 x 56 = 20-84, 39 x 57 = 21-18, 39 x 58 = 21-57, 39 x 59 = 21-96, 39 x 60 = 22-30, 39 x 61 = 22-69, 39 x 62 = 23-3, 39 x 63 = 23-42, 39 x 64 = 23-81, 39 x 65 = 24-15, 39 x 66 = 24-54, 39 x 67 = 24-93, 39 x 68 = 25-27, 39 x 69 = 25-66, 39 x 70 = 26-0, 39 x 71 = 26-39, 39 x 72 = 26-78, 39 x 73 = 27-12, 39 x 74 = 27-51, 39 x 75 = 27-90, 39 x 76 = 28-24, 39 x 77 = 28-63, 39 x 78 = 28-102, 39 x 79 = 29-36, 39 x 80 = 29-75, 39 x 81 = 30-9, 39 x 82 = 30-48, 39 x 83 = 30-87, 39 x 84 = 31-21, 39 x 85 = 31-60, 39 x 86 = 31-99, 39 x 87 = 32-33, 39 x 88 = 32-72, 39 x 89 = 33-6, 39 x 90 = 33-45, 39 x 91 = 33-84, 39 x 92 = 34-18, 39 x 93 = 34-57, 39 x 94 = 34-96, 39 x 95 = 35-30, 39 x 96 = 35-69, 39 x 97 = 36-3, 39 x 98 = 36-42, 39 x 99 = 36-81, 39 x 100 = 37-15, 39 x 101 = 37-54, 39 x 102 = 37-93, 39 x 103 = 38-27, 39 x 104 = 38-66, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-15, 40 x 4 = 1-55, 40 x 5 = 1-95, 40 x 6 = 2-30, 40 x 7 = 2-70, 40 x 8 = 3-5, 40 x 9 = 3-45, 40 x 10 = 3-85, 40 x 11 = 4-20, 40 x 12 = 4-60, 40 x 13 = 4-100, 40 x 14 = 5-35, 40 x 15 = 5-75, 40 x 16 = 6-10, 40 x 17 = 6-50, 40 x 18 = 6-90, 40 x 19 = 7-25, 40 x 20 = 7-65, 40 x 21 = 8-0, 40 x 22 = 8-40, 40 x 23 = 8-80, 40 x 24 = 9-15, 40 x 25 = 9-55, 40 x 26 = 9-95, 40 x 27 = 10-30, 40 x 28 = 10-70, 40 x 29 = 11-5, 40 x 30 = 11-45, 40 x 31 = 11-85, 40 x 32 = 12-20, 40 x 33 = 12-60, 40 x 34 = 12-100, 40 x 35 = 13-35, 40 x 36 = 13-75, 40 x 37 = 14-10, 40 x 38 = 14-50, 40 x 39 = 14-90, 40 x 40 = 15-25, 40 x 41 = 15-65, 40 x 42 = 16-0, 40 x 43 = 16-40, 40 x 44 = 16-80, 40 x 45 = 17-15, 40 x 46 = 17-55, 40 x 47 = 17-95, 40 x 48 = 18-30, 40 x 49 = 18-70, 40 x 50 = 19-5, 40 x 51 = 19-45, 40 x 52 = 19-85, 40 x 53 = 20-20, 40 x 54 = 20-60, 40 x 55 = 20-100, 40 x 56 = 21-35, 40 x 57 = 21-75, 40 x 58 = 22-10, 40 x 59 = 22-50, 40 x 60 = 22-90, 40 x 61 = 23-25, 40 x 62 = 23-65, 40 x 63 = 24-0, 40 x 64 = 24-40, 40 x 65 = 24-80, 40 x 66 = 25-15, 40 x 67 = 25-55, 40 x 68 = 25-95, 40 x 69 = 26-30, 40 x 70 = 26-70, 40 x 71 = 27-5, 40 x 72 = 27-45, 40 x 73 = 27-85, 40 x 74 = 28-20, 40 x 75 = 28-60, 40 x 76 = 28-100, 40 x 77 = 29-35, 40 x 78 = 29-75, 40 x 79 = 30-10, 40 x 80 = 30-50, 40 x 81 = 30-90, 40 x 82 = 31-25, 40 x 83 = 31-65, 40 x 84 = 32-0, 40 x 85 = 32-40, 40 x 86 = 32-80, 40 x 87 = 33-15, 40 x 88 = 33-55, 40 x 89 = 33-95, 40 x 90 = 34-30, 40 x 91 = 34-70, 40 x 92 = 35-5, 40 x 93 = 35-45, 40 x 94 = 35-85, 40 x 95 = 36-20, 40 x 96 = 36-60, 40 x 97 = 36-100, 40 x 98 = 37-35, 40 x 99 = 37-75, 40 x 100 = 38-10, 40 x 101 = 38-50, 40 x 102 = 38-90, 40 x 103 = 39-25, 40 x 104 = 39-65, 
