37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-29, 37 x 4 = 1-66, 37 x 5 = 2-21, 37 x 6 = 2-58, 37 x 7 = 3-13, 37 x 8 = 3-50, 37 x 9 = 4-5, 37 x 10 = 4-42, 37 x 11 = 4-79, 37 x 12 = 5-34, 37 x 13 = 5-71, 37 x 14 = 6-26, 37 x 15 = 6-63, 37 x 16 = 7-18, 37 x 17 = 7-55, 37 x 18 = 8-10, 37 x 19 = 8-47, 37 x 20 = 9-2, 37 x 21 = 9-39, 37 x 22 = 9-76, 37 x 23 = 10-31, 37 x 24 = 10-68, 37 x 25 = 11-23, 37 x 26 = 11-60, 37 x 27 = 12-15, 37 x 28 = 12-52, 37 x 29 = 13-7, 37 x 30 = 13-44, 37 x 31 = 13-81, 37 x 32 = 14-36, 37 x 33 = 14-73, 37 x 34 = 15-28, 37 x 35 = 15-65, 37 x 36 = 16-20, 37 x 37 = 16-57, 37 x 38 = 17-12, 37 x 39 = 17-49, 37 x 40 = 18-4, 37 x 41 = 18-41, 37 x 42 = 18-78, 37 x 43 = 19-33, 37 x 44 = 19-70, 37 x 45 = 20-25, 37 x 46 = 20-62, 37 x 47 = 21-17, 37 x 48 = 21-54, 37 x 49 = 22-9, 37 x 50 = 22-46, 37 x 51 = 23-1, 37 x 52 = 23-38, 37 x 53 = 23-75, 37 x 54 = 24-30, 37 x 55 = 24-67, 37 x 56 = 25-22, 37 x 57 = 25-59, 37 x 58 = 26-14, 37 x 59 = 26-51, 37 x 60 = 27-6, 37 x 61 = 27-43, 37 x 62 = 27-80, 37 x 63 = 28-35, 37 x 64 = 28-72, 37 x 65 = 29-27, 37 x 66 = 29-64, 37 x 67 = 30-19, 37 x 68 = 30-56, 37 x 69 = 31-11, 37 x 70 = 31-48, 37 x 71 = 32-3, 37 x 72 = 32-40, 37 x 73 = 32-77, 37 x 74 = 33-32, 37 x 75 = 33-69, 37 x 76 = 34-24, 37 x 77 = 34-61, 37 x 78 = 35-16, 37 x 79 = 35-53, 37 x 80 = 36-8, 37 x 81 = 36-45, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-32, 38 x 4 = 1-70, 38 x 5 = 2-26, 38 x 6 = 2-64, 38 x 7 = 3-20, 38 x 8 = 3-58, 38 x 9 = 4-14, 38 x 10 = 4-52, 38 x 11 = 5-8, 38 x 12 = 5-46, 38 x 13 = 6-2, 38 x 14 = 6-40, 38 x 15 = 6-78, 38 x 16 = 7-34, 38 x 17 = 7-72, 38 x 18 = 8-28, 38 x 19 = 8-66, 38 x 20 = 9-22, 38 x 21 = 9-60, 38 x 22 = 10-16, 38 x 23 = 10-54, 38 x 24 = 11-10, 38 x 25 = 11-48, 38 x 26 = 12-4, 38 x 27 = 12-42, 38 x 28 = 12-80, 38 x 29 = 13-36, 38 x 30 = 13-74, 38 x 31 = 14-30, 38 x 32 = 14-68, 38 x 33 = 15-24, 38 x 34 = 15-62, 38 x 35 = 16-18, 38 x 36 = 16-56, 38 x 37 = 17-12, 38 x 38 = 17-50, 38 x 39 = 18-6, 38 x 40 = 18-44, 38 x 41 = 19-0, 38 x 42 = 19-38, 38 x 43 = 19-76, 38 x 44 = 20-32, 38 x 45 = 20-70, 38 x 46 = 21-26, 38 x 47 = 21-64, 38 x 48 = 22-20, 38 x 49 = 22-58, 38 x 50 = 23-14, 38 x 51 = 23-52, 38 x 52 = 24-8, 38 x 53 = 24-46, 38 x 54 = 25-2, 38 x 55 = 25-40, 38 x 56 = 25-78, 38 x 57 = 26-34, 38 x 58 = 26-72, 38 x 59 = 27-28, 38 x 60 = 27-66, 38 x 61 = 28-22, 38 x 62 = 28-60, 38 x 63 = 29-16, 38 x 64 = 29-54, 38 x 65 = 30-10, 38 x 66 = 30-48, 38 x 67 = 31-4, 38 x 68 = 31-42, 38 x 69 = 31-80, 38 x 70 = 32-36, 38 x 71 = 32-74, 38 x 72 = 33-30, 38 x 73 = 33-68, 38 x 74 = 34-24, 38 x 75 = 34-62, 38 x 76 = 35-18, 38 x 77 = 35-56, 38 x 78 = 36-12, 38 x 79 = 36-50, 38 x 80 = 37-6, 38 x 81 = 37-44, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-35, 39 x 4 = 1-74, 39 x 5 = 2-31, 39 x 6 = 2-70, 39 x 7 = 3-27, 39 x 8 = 3-66, 39 x 9 = 4-23, 39 x 10 = 4-62, 39 x 11 = 5-19, 39 x 12 = 5-58, 39 x 13 = 6-15, 39 x 14 = 6-54, 39 x 15 = 7-11, 39 x 16 = 7-50, 39 x 17 = 8-7, 39 x 18 = 8-46, 39 x 19 = 9-3, 39 x 20 = 9-42, 39 x 21 = 9-81, 39 x 22 = 10-38, 39 x 23 = 10-77, 39 x 24 = 11-34, 39 x 25 = 11-73, 39 x 26 = 12-30, 39 x 27 = 12-69, 39 x 28 = 13-26, 39 x 29 = 13-65, 39 x 30 = 14-22, 39 x 31 = 14-61, 39 x 32 = 15-18, 39 x 33 = 15-57, 39 x 34 = 16-14, 39 x 35 = 16-53, 39 x 36 = 17-10, 39 x 37 = 17-49, 39 x 38 = 18-6, 39 x 39 = 18-45, 39 x 40 = 19-2, 39 x 41 = 19-41, 39 x 42 = 19-80, 39 x 43 = 20-37, 39 x 44 = 20-76, 39 x 45 = 21-33, 39 x 46 = 21-72, 39 x 47 = 22-29, 39 x 48 = 22-68, 39 x 49 = 23-25, 39 x 50 = 23-64, 39 x 51 = 24-21, 39 x 52 = 24-60, 39 x 53 = 25-17, 39 x 54 = 25-56, 39 x 55 = 26-13, 39 x 56 = 26-52, 39 x 57 = 27-9, 39 x 58 = 27-48, 39 x 59 = 28-5, 39 x 60 = 28-44, 39 x 61 = 29-1, 39 x 62 = 29-40, 39 x 63 = 29-79, 39 x 64 = 30-36, 39 x 65 = 30-75, 39 x 66 = 31-32, 39 x 67 = 31-71, 39 x 68 = 32-28, 39 x 69 = 32-67, 39 x 70 = 33-24, 39 x 71 = 33-63, 39 x 72 = 34-20, 39 x 73 = 34-59, 39 x 74 = 35-16, 39 x 75 = 35-55, 39 x 76 = 36-12, 39 x 77 = 36-51, 39 x 78 = 37-8, 39 x 79 = 37-47, 39 x 80 = 38-4, 39 x 81 = 38-43, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-38, 40 x 4 = 1-78, 40 x 5 = 2-36, 40 x 6 = 2-76, 40 x 7 = 3-34, 40 x 8 = 3-74, 40 x 9 = 4-32, 40 x 10 = 4-72, 40 x 11 = 5-30, 40 x 12 = 5-70, 40 x 13 = 6-28, 40 x 14 = 6-68, 40 x 15 = 7-26, 40 x 16 = 7-66, 40 x 17 = 8-24, 40 x 18 = 8-64, 40 x 19 = 9-22, 40 x 20 = 9-62, 40 x 21 = 10-20, 40 x 22 = 10-60, 40 x 23 = 11-18, 40 x 24 = 11-58, 40 x 25 = 12-16, 40 x 26 = 12-56, 40 x 27 = 13-14, 40 x 28 = 13-54, 40 x 29 = 14-12, 40 x 30 = 14-52, 40 x 31 = 15-10, 40 x 32 = 15-50, 40 x 33 = 16-8, 40 x 34 = 16-48, 40 x 35 = 17-6, 40 x 36 = 17-46, 40 x 37 = 18-4, 40 x 38 = 18-44, 40 x 39 = 19-2, 40 x 40 = 19-42, 40 x 41 = 20-0, 40 x 42 = 20-40, 40 x 43 = 20-80, 40 x 44 = 21-38, 40 x 45 = 21-78, 40 x 46 = 22-36, 40 x 47 = 22-76, 40 x 48 = 23-34, 40 x 49 = 23-74, 40 x 50 = 24-32, 40 x 51 = 24-72, 40 x 52 = 25-30, 40 x 53 = 25-70, 40 x 54 = 26-28, 40 x 55 = 26-68, 40 x 56 = 27-26, 40 x 57 = 27-66, 40 x 58 = 28-24, 40 x 59 = 28-64, 40 x 60 = 29-22, 40 x 61 = 29-62, 40 x 62 = 30-20, 40 x 63 = 30-60, 40 x 64 = 31-18, 40 x 65 = 31-58, 40 x 66 = 32-16, 40 x 67 = 32-56, 40 x 68 = 33-14, 40 x 69 = 33-54, 40 x 70 = 34-12, 40 x 71 = 34-52, 40 x 72 = 35-10, 40 x 73 = 35-50, 40 x 74 = 36-8, 40 x 75 = 36-48, 40 x 76 = 37-6, 40 x 77 = 37-46, 40 x 78 = 38-4, 40 x 79 = 38-44, 40 x 80 = 39-2, 40 x 81 = 39-42, 
41 x 1 = 0-41, 41 x 2 = 1-0, 41 x 3 = 1-41, 41 x 4 = 2-0, 41 x 5 = 2-41, 41 x 6 = 3-0, 41 x 7 = 3-41, 41 x 8 = 4-0, 41 x 9 = 4-41, 41 x 10 = 5-0, 41 x 11 = 5-41, 41 x 12 = 6-0, 41 x 13 = 6-41, 41 x 14 = 7-0, 41 x 15 = 7-41, 41 x 16 = 8-0, 41 x 17 = 8-41, 41 x 18 = 9-0, 41 x 19 = 9-41, 41 x 20 = 10-0, 41 x 21 = 10-41, 41 x 22 = 11-0, 41 x 23 = 11-41, 41 x 24 = 12-0, 41 x 25 = 12-41, 41 x 26 = 13-0, 41 x 27 = 13-41, 41 x 28 = 14-0, 41 x 29 = 14-41, 41 x 30 = 15-0, 41 x 31 = 15-41, 41 x 32 = 16-0, 41 x 33 = 16-41, 41 x 34 = 17-0, 41 x 35 = 17-41, 41 x 36 = 18-0, 41 x 37 = 18-41, 41 x 38 = 19-0, 41 x 39 = 19-41, 41 x 40 = 20-0, 41 x 41 = 20-41, 41 x 42 = 21-0, 41 x 43 = 21-41, 41 x 44 = 22-0, 41 x 45 = 22-41, 41 x 46 = 23-0, 41 x 47 = 23-41, 41 x 48 = 24-0, 41 x 49 = 24-41, 41 x 50 = 25-0, 41 x 51 = 25-41, 41 x 52 = 26-0, 41 x 53 = 26-41, 41 x 54 = 27-0, 41 x 55 = 27-41, 41 x 56 = 28-0, 41 x 57 = 28-41, 41 x 58 = 29-0, 41 x 59 = 29-41, 41 x 60 = 30-0, 41 x 61 = 30-41, 41 x 62 = 31-0, 41 x 63 = 31-41, 41 x 64 = 32-0, 41 x 65 = 32-41, 41 x 66 = 33-0, 41 x 67 = 33-41, 41 x 68 = 34-0, 41 x 69 = 34-41, 41 x 70 = 35-0, 41 x 71 = 35-41, 41 x 72 = 36-0, 41 x 73 = 36-41, 41 x 74 = 37-0, 41 x 75 = 37-41, 41 x 76 = 38-0, 41 x 77 = 38-41, 41 x 78 = 39-0, 41 x 79 = 39-41, 41 x 80 = 40-0, 41 x 81 = 40-41, 
42 x 1 = 0-42, 42 x 2 = 1-2, 42 x 3 = 1-44, 42 x 4 = 2-4, 42 x 5 = 2-46, 42 x 6 = 3-6, 42 x 7 = 3-48, 42 x 8 = 4-8, 42 x 9 = 4-50, 42 x 10 = 5-10, 42 x 11 = 5-52, 42 x 12 = 6-12, 42 x 13 = 6-54, 42 x 14 = 7-14, 42 x 15 = 7-56, 42 x 16 = 8-16, 42 x 17 = 8-58, 42 x 18 = 9-18, 42 x 19 = 9-60, 42 x 20 = 10-20, 42 x 21 = 10-62, 42 x 22 = 11-22, 42 x 23 = 11-64, 42 x 24 = 12-24, 42 x 25 = 12-66, 42 x 26 = 13-26, 42 x 27 = 13-68, 42 x 28 = 14-28, 42 x 29 = 14-70, 42 x 30 = 15-30, 42 x 31 = 15-72, 42 x 32 = 16-32, 42 x 33 = 16-74, 42 x 34 = 17-34, 42 x 35 = 17-76, 42 x 36 = 18-36, 42 x 37 = 18-78, 42 x 38 = 19-38, 42 x 39 = 19-80, 42 x 40 = 20-40, 42 x 41 = 21-0, 42 x 42 = 21-42, 42 x 43 = 22-2, 42 x 44 = 22-44, 42 x 45 = 23-4, 42 x 46 = 23-46, 42 x 47 = 24-6, 42 x 48 = 24-48, 42 x 49 = 25-8, 42 x 50 = 25-50, 42 x 51 = 26-10, 42 x 52 = 26-52, 42 x 53 = 27-12, 42 x 54 = 27-54, 42 x 55 = 28-14, 42 x 56 = 28-56, 42 x 57 = 29-16, 42 x 58 = 29-58, 42 x 59 = 30-18, 42 x 60 = 30-60, 42 x 61 = 31-20, 42 x 62 = 31-62, 42 x 63 = 32-22, 42 x 64 = 32-64, 42 x 65 = 33-24, 42 x 66 = 33-66, 42 x 67 = 34-26, 42 x 68 = 34-68, 42 x 69 = 35-28, 42 x 70 = 35-70, 42 x 71 = 36-30, 42 x 72 = 36-72, 42 x 73 = 37-32, 42 x 74 = 37-74, 42 x 75 = 38-34, 42 x 76 = 38-76, 42 x 77 = 39-36, 42 x 78 = 39-78, 42 x 79 = 40-38, 42 x 80 = 40-80, 42 x 81 = 41-40, 
43 x 1 = 0-43, 43 x 2 = 1-4, 43 x 3 = 1-47, 43 x 4 = 2-8, 43 x 5 = 2-51, 43 x 6 = 3-12, 43 x 7 = 3-55, 43 x 8 = 4-16, 43 x 9 = 4-59, 43 x 10 = 5-20, 43 x 11 = 5-63, 43 x 12 = 6-24, 43 x 13 = 6-67, 43 x 14 = 7-28, 43 x 15 = 7-71, 43 x 16 = 8-32, 43 x 17 = 8-75, 43 x 18 = 9-36, 43 x 19 = 9-79, 43 x 20 = 10-40, 43 x 21 = 11-1, 43 x 22 = 11-44, 43 x 23 = 12-5, 43 x 24 = 12-48, 43 x 25 = 13-9, 43 x 26 = 13-52, 43 x 27 = 14-13, 43 x 28 = 14-56, 43 x 29 = 15-17, 43 x 30 = 15-60, 43 x 31 = 16-21, 43 x 32 = 16-64, 43 x 33 = 17-25, 43 x 34 = 17-68, 43 x 35 = 18-29, 43 x 36 = 18-72, 43 x 37 = 19-33, 43 x 38 = 19-76, 43 x 39 = 20-37, 43 x 40 = 20-80, 43 x 41 = 21-41, 43 x 42 = 22-2, 43 x 43 = 22-45, 43 x 44 = 23-6, 43 x 45 = 23-49, 43 x 46 = 24-10, 43 x 47 = 24-53, 43 x 48 = 25-14, 43 x 49 = 25-57, 43 x 50 = 26-18, 43 x 51 = 26-61, 43 x 52 = 27-22, 43 x 53 = 27-65, 43 x 54 = 28-26, 43 x 55 = 28-69, 43 x 56 = 29-30, 43 x 57 = 29-73, 43 x 58 = 30-34, 43 x 59 = 30-77, 43 x 60 = 31-38, 43 x 61 = 31-81, 43 x 62 = 32-42, 43 x 63 = 33-3, 43 x 64 = 33-46, 43 x 65 = 34-7, 43 x 66 = 34-50, 43 x 67 = 35-11, 43 x 68 = 35-54, 43 x 69 = 36-15, 43 x 70 = 36-58, 43 x 71 = 37-19, 43 x 72 = 37-62, 43 x 73 = 38-23, 43 x 74 = 38-66, 43 x 75 = 39-27, 43 x 76 = 39-70, 43 x 77 = 40-31, 43 x 78 = 40-74, 43 x 79 = 41-35, 43 x 80 = 41-78, 43 x 81 = 42-39, 
44 x 1 = 0-44, 44 x 2 = 1-6, 44 x 3 = 1-50, 44 x 4 = 2-12, 44 x 5 = 2-56, 44 x 6 = 3-18, 44 x 7 = 3-62, 44 x 8 = 4-24, 44 x 9 = 4-68, 44 x 10 = 5-30, 44 x 11 = 5-74, 44 x 12 = 6-36, 44 x 13 = 6-80, 44 x 14 = 7-42, 44 x 15 = 8-4, 44 x 16 = 8-48, 44 x 17 = 9-10, 44 x 18 = 9-54, 44 x 19 = 10-16, 44 x 20 = 10-60, 44 x 21 = 11-22, 44 x 22 = 11-66, 44 x 23 = 12-28, 44 x 24 = 12-72, 44 x 25 = 13-34, 44 x 26 = 13-78, 44 x 27 = 14-40, 44 x 28 = 15-2, 44 x 29 = 15-46, 44 x 30 = 16-8, 44 x 31 = 16-52, 44 x 32 = 17-14, 44 x 33 = 17-58, 44 x 34 = 18-20, 44 x 35 = 18-64, 44 x 36 = 19-26, 44 x 37 = 19-70, 44 x 38 = 20-32, 44 x 39 = 20-76, 44 x 40 = 21-38, 44 x 41 = 22-0, 44 x 42 = 22-44, 44 x 43 = 23-6, 44 x 44 = 23-50, 44 x 45 = 24-12, 44 x 46 = 24-56, 44 x 47 = 25-18, 44 x 48 = 25-62, 44 x 49 = 26-24, 44 x 50 = 26-68, 44 x 51 = 27-30, 44 x 52 = 27-74, 44 x 53 = 28-36, 44 x 54 = 28-80, 44 x 55 = 29-42, 44 x 56 = 30-4, 44 x 57 = 30-48, 44 x 58 = 31-10, 44 x 59 = 31-54, 44 x 60 = 32-16, 44 x 61 = 32-60, 44 x 62 = 33-22, 44 x 63 = 33-66, 44 x 64 = 34-28, 44 x 65 = 34-72, 44 x 66 = 35-34, 44 x 67 = 35-78, 44 x 68 = 36-40, 44 x 69 = 37-2, 44 x 70 = 37-46, 44 x 71 = 38-8, 44 x 72 = 38-52, 44 x 73 = 39-14, 44 x 74 = 39-58, 44 x 75 = 40-20, 44 x 76 = 40-64, 44 x 77 = 41-26, 44 x 78 = 41-70, 44 x 79 = 42-32, 44 x 80 = 42-76, 44 x 81 = 43-38, 
45 x 1 = 0-45, 45 x 2 = 1-8, 45 x 3 = 1-53, 45 x 4 = 2-16, 45 x 5 = 2-61, 45 x 6 = 3-24, 45 x 7 = 3-69, 45 x 8 = 4-32, 45 x 9 = 4-77, 45 x 10 = 5-40, 45 x 11 = 6-3, 45 x 12 = 6-48, 45 x 13 = 7-11, 45 x 14 = 7-56, 45 x 15 = 8-19, 45 x 16 = 8-64, 45 x 17 = 9-27, 45 x 18 = 9-72, 45 x 19 = 10-35, 45 x 20 = 10-80, 45 x 21 = 11-43, 45 x 22 = 12-6, 45 x 23 = 12-51, 45 x 24 = 13-14, 45 x 25 = 13-59, 45 x 26 = 14-22, 45 x 27 = 14-67, 45 x 28 = 15-30, 45 x 29 = 15-75, 45 x 30 = 16-38, 45 x 31 = 17-1, 45 x 32 = 17-46, 45 x 33 = 18-9, 45 x 34 = 18-54, 45 x 35 = 19-17, 45 x 36 = 19-62, 45 x 37 = 20-25, 45 x 38 = 20-70, 45 x 39 = 21-33, 45 x 40 = 21-78, 45 x 41 = 22-41, 45 x 42 = 23-4, 45 x 43 = 23-49, 45 x 44 = 24-12, 45 x 45 = 24-57, 45 x 46 = 25-20, 45 x 47 = 25-65, 45 x 48 = 26-28, 45 x 49 = 26-73, 45 x 50 = 27-36, 45 x 51 = 27-81, 45 x 52 = 28-44, 45 x 53 = 29-7, 45 x 54 = 29-52, 45 x 55 = 30-15, 45 x 56 = 30-60, 45 x 57 = 31-23, 45 x 58 = 31-68, 45 x 59 = 32-31, 45 x 60 = 32-76, 45 x 61 = 33-39, 45 x 62 = 34-2, 45 x 63 = 34-47, 45 x 64 = 35-10, 45 x 65 = 35-55, 45 x 66 = 36-18, 45 x 67 = 36-63, 45 x 68 = 37-26, 45 x 69 = 37-71, 45 x 70 = 38-34, 45 x 71 = 38-79, 45 x 72 = 39-42, 45 x 73 = 40-5, 45 x 74 = 40-50, 45 x 75 = 41-13, 45 x 76 = 41-58, 45 x 77 = 42-21, 45 x 78 = 42-66, 45 x 79 = 43-29, 45 x 80 = 43-74, 45 x 81 = 44-37, 
46 x 1 = 0-46, 46 x 2 = 1-10, 46 x 3 = 1-56, 46 x 4 = 2-20, 46 x 5 = 2-66, 46 x 6 = 3-30, 46 x 7 = 3-76, 46 x 8 = 4-40, 46 x 9 = 5-4, 46 x 10 = 5-50, 46 x 11 = 6-14, 46 x 12 = 6-60, 46 x 13 = 7-24, 46 x 14 = 7-70, 46 x 15 = 8-34, 46 x 16 = 8-80, 46 x 17 = 9-44, 46 x 18 = 10-8, 46 x 19 = 10-54, 46 x 20 = 11-18, 46 x 21 = 11-64, 46 x 22 = 12-28, 46 x 23 = 12-74, 46 x 24 = 13-38, 46 x 25 = 14-2, 46 x 26 = 14-48, 46 x 27 = 15-12, 46 x 28 = 15-58, 46 x 29 = 16-22, 46 x 30 = 16-68, 46 x 31 = 17-32, 46 x 32 = 17-78, 46 x 33 = 18-42, 46 x 34 = 19-6, 46 x 35 = 19-52, 46 x 36 = 20-16, 46 x 37 = 20-62, 46 x 38 = 21-26, 46 x 39 = 21-72, 46 x 40 = 22-36, 46 x 41 = 23-0, 46 x 42 = 23-46, 46 x 43 = 24-10, 46 x 44 = 24-56, 46 x 45 = 25-20, 46 x 46 = 25-66, 46 x 47 = 26-30, 46 x 48 = 26-76, 46 x 49 = 27-40, 46 x 50 = 28-4, 46 x 51 = 28-50, 46 x 52 = 29-14, 46 x 53 = 29-60, 46 x 54 = 30-24, 46 x 55 = 30-70, 46 x 56 = 31-34, 46 x 57 = 31-80, 46 x 58 = 32-44, 46 x 59 = 33-8, 46 x 60 = 33-54, 46 x 61 = 34-18, 46 x 62 = 34-64, 46 x 63 = 35-28, 46 x 64 = 35-74, 46 x 65 = 36-38, 46 x 66 = 37-2, 46 x 67 = 37-48, 46 x 68 = 38-12, 46 x 69 = 38-58, 46 x 70 = 39-22, 46 x 71 = 39-68, 46 x 72 = 40-32, 46 x 73 = 40-78, 46 x 74 = 41-42, 46 x 75 = 42-6, 46 x 76 = 42-52, 46 x 77 = 43-16, 46 x 78 = 43-62, 46 x 79 = 44-26, 46 x 80 = 44-72, 46 x 81 = 45-36, 
47 x 1 = 0-47, 47 x 2 = 1-12, 47 x 3 = 1-59, 47 x 4 = 2-24, 47 x 5 = 2-71, 47 x 6 = 3-36, 47 x 7 = 4-1, 47 x 8 = 4-48, 47 x 9 = 5-13, 47 x 10 = 5-60, 47 x 11 = 6-25, 47 x 12 = 6-72, 47 x 13 = 7-37, 47 x 14 = 8-2, 47 x 15 = 8-49, 47 x 16 = 9-14, 47 x 17 = 9-61, 47 x 18 = 10-26, 47 x 19 = 10-73, 47 x 20 = 11-38, 47 x 21 = 12-3, 47 x 22 = 12-50, 47 x 23 = 13-15, 47 x 24 = 13-62, 47 x 25 = 14-27, 47 x 26 = 14-74, 47 x 27 = 15-39, 47 x 28 = 16-4, 47 x 29 = 16-51, 47 x 30 = 17-16, 47 x 31 = 17-63, 47 x 32 = 18-28, 47 x 33 = 18-75, 47 x 34 = 19-40, 47 x 35 = 20-5, 47 x 36 = 20-52, 47 x 37 = 21-17, 47 x 38 = 21-64, 47 x 39 = 22-29, 47 x 40 = 22-76, 47 x 41 = 23-41, 47 x 42 = 24-6, 47 x 43 = 24-53, 47 x 44 = 25-18, 47 x 45 = 25-65, 47 x 46 = 26-30, 47 x 47 = 26-77, 47 x 48 = 27-42, 47 x 49 = 28-7, 47 x 50 = 28-54, 47 x 51 = 29-19, 47 x 52 = 29-66, 47 x 53 = 30-31, 47 x 54 = 30-78, 47 x 55 = 31-43, 47 x 56 = 32-8, 47 x 57 = 32-55, 47 x 58 = 33-20, 47 x 59 = 33-67, 47 x 60 = 34-32, 47 x 61 = 34-79, 47 x 62 = 35-44, 47 x 63 = 36-9, 47 x 64 = 36-56, 47 x 65 = 37-21, 47 x 66 = 37-68, 47 x 67 = 38-33, 47 x 68 = 38-80, 47 x 69 = 39-45, 47 x 70 = 40-10, 47 x 71 = 40-57, 47 x 72 = 41-22, 47 x 73 = 41-69, 47 x 74 = 42-34, 47 x 75 = 42-81, 47 x 76 = 43-46, 47 x 77 = 44-11, 47 x 78 = 44-58, 47 x 79 = 45-23, 47 x 80 = 45-70, 47 x 81 = 46-35, 
48 x 1 = 0-48, 48 x 2 = 1-14, 48 x 3 = 1-62, 48 x 4 = 2-28, 48 x 5 = 2-76, 48 x 6 = 3-42, 48 x 7 = 4-8, 48 x 8 = 4-56, 48 x 9 = 5-22, 48 x 10 = 5-70, 48 x 11 = 6-36, 48 x 12 = 7-2, 48 x 13 = 7-50, 48 x 14 = 8-16, 48 x 15 = 8-64, 48 x 16 = 9-30, 48 x 17 = 9-78, 48 x 18 = 10-44, 48 x 19 = 11-10, 48 x 20 = 11-58, 48 x 21 = 12-24, 48 x 22 = 12-72, 48 x 23 = 13-38, 48 x 24 = 14-4, 48 x 25 = 14-52, 48 x 26 = 15-18, 48 x 27 = 15-66, 48 x 28 = 16-32, 48 x 29 = 16-80, 48 x 30 = 17-46, 48 x 31 = 18-12, 48 x 32 = 18-60, 48 x 33 = 19-26, 48 x 34 = 19-74, 48 x 35 = 20-40, 48 x 36 = 21-6, 48 x 37 = 21-54, 48 x 38 = 22-20, 48 x 39 = 22-68, 48 x 40 = 23-34, 48 x 41 = 24-0, 48 x 42 = 24-48, 48 x 43 = 25-14, 48 x 44 = 25-62, 48 x 45 = 26-28, 48 x 46 = 26-76, 48 x 47 = 27-42, 48 x 48 = 28-8, 48 x 49 = 28-56, 48 x 50 = 29-22, 48 x 51 = 29-70, 48 x 52 = 30-36, 48 x 53 = 31-2, 48 x 54 = 31-50, 48 x 55 = 32-16, 48 x 56 = 32-64, 48 x 57 = 33-30, 48 x 58 = 33-78, 48 x 59 = 34-44, 48 x 60 = 35-10, 48 x 61 = 35-58, 48 x 62 = 36-24, 48 x 63 = 36-72, 48 x 64 = 37-38, 48 x 65 = 38-4, 48 x 66 = 38-52, 48 x 67 = 39-18, 48 x 68 = 39-66, 48 x 69 = 40-32, 48 x 70 = 40-80, 48 x 71 = 41-46, 48 x 72 = 42-12, 48 x 73 = 42-60, 48 x 74 = 43-26, 48 x 75 = 43-74, 48 x 76 = 44-40, 48 x 77 = 45-6, 48 x 78 = 45-54, 48 x 79 = 46-20, 48 x 80 = 46-68, 48 x 81 = 47-34, 
49 x 1 = 0-49, 49 x 2 = 1-16, 49 x 3 = 1-65, 49 x 4 = 2-32, 49 x 5 = 2-81, 49 x 6 = 3-48, 49 x 7 = 4-15, 49 x 8 = 4-64, 49 x 9 = 5-31, 49 x 10 = 5-80, 49 x 11 = 6-47, 49 x 12 = 7-14, 49 x 13 = 7-63, 49 x 14 = 8-30, 49 x 15 = 8-79, 49 x 16 = 9-46, 49 x 17 = 10-13, 49 x 18 = 10-62, 49 x 19 = 11-29, 49 x 20 = 11-78, 49 x 21 = 12-45, 49 x 22 = 13-12, 49 x 23 = 13-61, 49 x 24 = 14-28, 49 x 25 = 14-77, 49 x 26 = 15-44, 49 x 27 = 16-11, 49 x 28 = 16-60, 49 x 29 = 17-27, 49 x 30 = 17-76, 49 x 31 = 18-43, 49 x 32 = 19-10, 49 x 33 = 19-59, 49 x 34 = 20-26, 49 x 35 = 20-75, 49 x 36 = 21-42, 49 x 37 = 22-9, 49 x 38 = 22-58, 49 x 39 = 23-25, 49 x 40 = 23-74, 49 x 41 = 24-41, 49 x 42 = 25-8, 49 x 43 = 25-57, 49 x 44 = 26-24, 49 x 45 = 26-73, 49 x 46 = 27-40, 49 x 47 = 28-7, 49 x 48 = 28-56, 49 x 49 = 29-23, 49 x 50 = 29-72, 49 x 51 = 30-39, 49 x 52 = 31-6, 49 x 53 = 31-55, 49 x 54 = 32-22, 49 x 55 = 32-71, 49 x 56 = 33-38, 49 x 57 = 34-5, 49 x 58 = 34-54, 49 x 59 = 35-21, 49 x 60 = 35-70, 49 x 61 = 36-37, 49 x 62 = 37-4, 49 x 63 = 37-53, 49 x 64 = 38-20, 49 x 65 = 38-69, 49 x 66 = 39-36, 49 x 67 = 40-3, 49 x 68 = 40-52, 49 x 69 = 41-19, 49 x 70 = 41-68, 49 x 71 = 42-35, 49 x 72 = 43-2, 49 x 73 = 43-51, 49 x 74 = 44-18, 49 x 75 = 44-67, 49 x 76 = 45-34, 49 x 77 = 46-1, 49 x 78 = 46-50, 49 x 79 = 47-17, 49 x 80 = 47-66, 49 x 81 = 48-33, 
