0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-1, 0-23 x 0-4 = 1-24, 0-23 x 0-5 = 1-47, 0-23 x 0-6 = 2-2, 0-23 x 0-7 = 2-25, 0-23 x 0-8 = 2-48, 0-23 x 0-9 = 3-3, 0-23 x 0-10 = 3-26, 0-23 x 0-11 = 3-49, 0-23 x 0-12 = 4-4, 0-23 x 0-13 = 4-27, 0-23 x 0-14 = 4-50, 0-23 x 0-15 = 5-5, 0-23 x 0-16 = 5-28, 0-23 x 0-17 = 5-51, 0-23 x 0-18 = 6-6, 0-23 x 0-19 = 6-29, 0-23 x 0-20 = 6-52, 0-23 x 0-21 = 7-7, 0-23 x 0-22 = 7-30, 0-23 x 0-23 = 7-53, 0-23 x 0-24 = 8-8, 0-23 x 0-25 = 8-31, 0-23 x 0-26 = 8-54, 0-23 x 0-27 = 9-9, 0-23 x 0-28 = 9-32, 0-23 x 0-29 = 9-55, 0-23 x 0-30 = 10-10, 0-23 x 0-31 = 10-33, 0-23 x 0-32 = 10-56, 0-23 x 0-33 = 11-11, 0-23 x 0-34 = 11-34, 0-23 x 0-35 = 11-57, 0-23 x 0-36 = 12-12, 0-23 x 0-37 = 12-35, 0-23 x 0-38 = 12-58, 0-23 x 0-39 = 13-13, 0-23 x 0-40 = 13-36, 0-23 x 0-41 = 13-59, 0-23 x 0-42 = 14-14, 0-23 x 0-43 = 14-37, 0-23 x 0-44 = 14-60, 0-23 x 0-45 = 15-15, 0-23 x 0-46 = 15-38, 0-23 x 0-47 = 15-61, 0-23 x 0-48 = 16-16, 0-23 x 0-49 = 16-39, 0-23 x 0-50 = 16-62, 0-23 x 0-51 = 17-17, 0-23 x 0-52 = 17-40, 0-23 x 0-53 = 17-63, 0-23 x 0-54 = 18-18, 0-23 x 0-55 = 18-41, 0-23 x 0-56 = 18-64, 0-23 x 0-57 = 19-19, 0-23 x 0-58 = 19-42, 0-23 x 0-59 = 19-65, 0-23 x 0-60 = 20-20, 0-23 x 0-61 = 20-43, 0-23 x 0-62 = 20-66, 0-23 x 0-63 = 21-21, 0-23 x 0-64 = 21-44, 0-23 x 0-65 = 21-67, 0-23 x 0-66 = 22-22, 0-23 x 0-67 = 22-45, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-4, 0-24 x 0-4 = 1-28, 0-24 x 0-5 = 1-52, 0-24 x 0-6 = 2-8, 0-24 x 0-7 = 2-32, 0-24 x 0-8 = 2-56, 0-24 x 0-9 = 3-12, 0-24 x 0-10 = 3-36, 0-24 x 0-11 = 3-60, 0-24 x 0-12 = 4-16, 0-24 x 0-13 = 4-40, 0-24 x 0-14 = 4-64, 0-24 x 0-15 = 5-20, 0-24 x 0-16 = 5-44, 0-24 x 0-17 = 6-0, 0-24 x 0-18 = 6-24, 0-24 x 0-19 = 6-48, 0-24 x 0-20 = 7-4, 0-24 x 0-21 = 7-28, 0-24 x 0-22 = 7-52, 0-24 x 0-23 = 8-8, 0-24 x 0-24 = 8-32, 0-24 x 0-25 = 8-56, 0-24 x 0-26 = 9-12, 0-24 x 0-27 = 9-36, 0-24 x 0-28 = 9-60, 0-24 x 0-29 = 10-16, 0-24 x 0-30 = 10-40, 0-24 x 0-31 = 10-64, 0-24 x 0-32 = 11-20, 0-24 x 0-33 = 11-44, 0-24 x 0-34 = 12-0, 0-24 x 0-35 = 12-24, 0-24 x 0-36 = 12-48, 0-24 x 0-37 = 13-4, 0-24 x 0-38 = 13-28, 0-24 x 0-39 = 13-52, 0-24 x 0-40 = 14-8, 0-24 x 0-41 = 14-32, 0-24 x 0-42 = 14-56, 0-24 x 0-43 = 15-12, 0-24 x 0-44 = 15-36, 0-24 x 0-45 = 15-60, 0-24 x 0-46 = 16-16, 0-24 x 0-47 = 16-40, 0-24 x 0-48 = 16-64, 0-24 x 0-49 = 17-20, 0-24 x 0-50 = 17-44, 0-24 x 0-51 = 18-0, 0-24 x 0-52 = 18-24, 0-24 x 0-53 = 18-48, 0-24 x 0-54 = 19-4, 0-24 x 0-55 = 19-28, 0-24 x 0-56 = 19-52, 0-24 x 0-57 = 20-8, 0-24 x 0-58 = 20-32, 0-24 x 0-59 = 20-56, 0-24 x 0-60 = 21-12, 0-24 x 0-61 = 21-36, 0-24 x 0-62 = 21-60, 0-24 x 0-63 = 22-16, 0-24 x 0-64 = 22-40, 0-24 x 0-65 = 22-64, 0-24 x 0-66 = 23-20, 0-24 x 0-67 = 23-44, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-7, 0-25 x 0-4 = 1-32, 0-25 x 0-5 = 1-57, 0-25 x 0-6 = 2-14, 0-25 x 0-7 = 2-39, 0-25 x 0-8 = 2-64, 0-25 x 0-9 = 3-21, 0-25 x 0-10 = 3-46, 0-25 x 0-11 = 4-3, 0-25 x 0-12 = 4-28, 0-25 x 0-13 = 4-53, 0-25 x 0-14 = 5-10, 0-25 x 0-15 = 5-35, 0-25 x 0-16 = 5-60, 0-25 x 0-17 = 6-17, 0-25 x 0-18 = 6-42, 0-25 x 0-19 = 6-67, 0-25 x 0-20 = 7-24, 0-25 x 0-21 = 7-49, 0-25 x 0-22 = 8-6, 0-25 x 0-23 = 8-31, 0-25 x 0-24 = 8-56, 0-25 x 0-25 = 9-13, 0-25 x 0-26 = 9-38, 0-25 x 0-27 = 9-63, 0-25 x 0-28 = 10-20, 0-25 x 0-29 = 10-45, 0-25 x 0-30 = 11-2, 0-25 x 0-31 = 11-27, 0-25 x 0-32 = 11-52, 0-25 x 0-33 = 12-9, 0-25 x 0-34 = 12-34, 0-25 x 0-35 = 12-59, 0-25 x 0-36 = 13-16, 0-25 x 0-37 = 13-41, 0-25 x 0-38 = 13-66, 0-25 x 0-39 = 14-23, 0-25 x 0-40 = 14-48, 0-25 x 0-41 = 15-5, 0-25 x 0-42 = 15-30, 0-25 x 0-43 = 15-55, 0-25 x 0-44 = 16-12, 0-25 x 0-45 = 16-37, 0-25 x 0-46 = 16-62, 0-25 x 0-47 = 17-19, 0-25 x 0-48 = 17-44, 0-25 x 0-49 = 18-1, 0-25 x 0-50 = 18-26, 0-25 x 0-51 = 18-51, 0-25 x 0-52 = 19-8, 0-25 x 0-53 = 19-33, 0-25 x 0-54 = 19-58, 0-25 x 0-55 = 20-15, 0-25 x 0-56 = 20-40, 0-25 x 0-57 = 20-65, 0-25 x 0-58 = 21-22, 0-25 x 0-59 = 21-47, 0-25 x 0-60 = 22-4, 0-25 x 0-61 = 22-29, 0-25 x 0-62 = 22-54, 0-25 x 0-63 = 23-11, 0-25 x 0-64 = 23-36, 0-25 x 0-65 = 23-61, 0-25 x 0-66 = 24-18, 0-25 x 0-67 = 24-43, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-10, 0-26 x 0-4 = 1-36, 0-26 x 0-5 = 1-62, 0-26 x 0-6 = 2-20, 0-26 x 0-7 = 2-46, 0-26 x 0-8 = 3-4, 0-26 x 0-9 = 3-30, 0-26 x 0-10 = 3-56, 0-26 x 0-11 = 4-14, 0-26 x 0-12 = 4-40, 0-26 x 0-13 = 4-66, 0-26 x 0-14 = 5-24, 0-26 x 0-15 = 5-50, 0-26 x 0-16 = 6-8, 0-26 x 0-17 = 6-34, 0-26 x 0-18 = 6-60, 0-26 x 0-19 = 7-18, 0-26 x 0-20 = 7-44, 0-26 x 0-21 = 8-2, 0-26 x 0-22 = 8-28, 0-26 x 0-23 = 8-54, 0-26 x 0-24 = 9-12, 0-26 x 0-25 = 9-38, 0-26 x 0-26 = 9-64, 0-26 x 0-27 = 10-22, 0-26 x 0-28 = 10-48, 0-26 x 0-29 = 11-6, 0-26 x 0-30 = 11-32, 0-26 x 0-31 = 11-58, 0-26 x 0-32 = 12-16, 0-26 x 0-33 = 12-42, 0-26 x 0-34 = 13-0, 0-26 x 0-35 = 13-26, 0-26 x 0-36 = 13-52, 0-26 x 0-37 = 14-10, 0-26 x 0-38 = 14-36, 0-26 x 0-39 = 14-62, 0-26 x 0-40 = 15-20, 0-26 x 0-41 = 15-46, 0-26 x 0-42 = 16-4, 0-26 x 0-43 = 16-30, 0-26 x 0-44 = 16-56, 0-26 x 0-45 = 17-14, 0-26 x 0-46 = 17-40, 0-26 x 0-47 = 17-66, 0-26 x 0-48 = 18-24, 0-26 x 0-49 = 18-50, 0-26 x 0-50 = 19-8, 0-26 x 0-51 = 19-34, 0-26 x 0-52 = 19-60, 0-26 x 0-53 = 20-18, 0-26 x 0-54 = 20-44, 0-26 x 0-55 = 21-2, 0-26 x 0-56 = 21-28, 0-26 x 0-57 = 21-54, 0-26 x 0-58 = 22-12, 0-26 x 0-59 = 22-38, 0-26 x 0-60 = 22-64, 0-26 x 0-61 = 23-22, 0-26 x 0-62 = 23-48, 0-26 x 0-63 = 24-6, 0-26 x 0-64 = 24-32, 0-26 x 0-65 = 24-58, 0-26 x 0-66 = 25-16, 0-26 x 0-67 = 25-42, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-13, 0-27 x 0-4 = 1-40, 0-27 x 0-5 = 1-67, 0-27 x 0-6 = 2-26, 0-27 x 0-7 = 2-53, 0-27 x 0-8 = 3-12, 0-27 x 0-9 = 3-39, 0-27 x 0-10 = 3-66, 0-27 x 0-11 = 4-25, 0-27 x 0-12 = 4-52, 0-27 x 0-13 = 5-11, 0-27 x 0-14 = 5-38, 0-27 x 0-15 = 5-65, 0-27 x 0-16 = 6-24, 0-27 x 0-17 = 6-51, 0-27 x 0-18 = 7-10, 0-27 x 0-19 = 7-37, 0-27 x 0-20 = 7-64, 0-27 x 0-21 = 8-23, 0-27 x 0-22 = 8-50, 0-27 x 0-23 = 9-9, 0-27 x 0-24 = 9-36, 0-27 x 0-25 = 9-63, 0-27 x 0-26 = 10-22, 0-27 x 0-27 = 10-49, 0-27 x 0-28 = 11-8, 0-27 x 0-29 = 11-35, 0-27 x 0-30 = 11-62, 0-27 x 0-31 = 12-21, 0-27 x 0-32 = 12-48, 0-27 x 0-33 = 13-7, 0-27 x 0-34 = 13-34, 0-27 x 0-35 = 13-61, 0-27 x 0-36 = 14-20, 0-27 x 0-37 = 14-47, 0-27 x 0-38 = 15-6, 0-27 x 0-39 = 15-33, 0-27 x 0-40 = 15-60, 0-27 x 0-41 = 16-19, 0-27 x 0-42 = 16-46, 0-27 x 0-43 = 17-5, 0-27 x 0-44 = 17-32, 0-27 x 0-45 = 17-59, 0-27 x 0-46 = 18-18, 0-27 x 0-47 = 18-45, 0-27 x 0-48 = 19-4, 0-27 x 0-49 = 19-31, 0-27 x 0-50 = 19-58, 0-27 x 0-51 = 20-17, 0-27 x 0-52 = 20-44, 0-27 x 0-53 = 21-3, 0-27 x 0-54 = 21-30, 0-27 x 0-55 = 21-57, 0-27 x 0-56 = 22-16, 0-27 x 0-57 = 22-43, 0-27 x 0-58 = 23-2, 0-27 x 0-59 = 23-29, 0-27 x 0-60 = 23-56, 0-27 x 0-61 = 24-15, 0-27 x 0-62 = 24-42, 0-27 x 0-63 = 25-1, 0-27 x 0-64 = 25-28, 0-27 x 0-65 = 25-55, 0-27 x 0-66 = 26-14, 0-27 x 0-67 = 26-41, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-16, 0-28 x 0-4 = 1-44, 0-28 x 0-5 = 2-4, 0-28 x 0-6 = 2-32, 0-28 x 0-7 = 2-60, 0-28 x 0-8 = 3-20, 0-28 x 0-9 = 3-48, 0-28 x 0-10 = 4-8, 0-28 x 0-11 = 4-36, 0-28 x 0-12 = 4-64, 0-28 x 0-13 = 5-24, 0-28 x 0-14 = 5-52, 0-28 x 0-15 = 6-12, 0-28 x 0-16 = 6-40, 0-28 x 0-17 = 7-0, 0-28 x 0-18 = 7-28, 0-28 x 0-19 = 7-56, 0-28 x 0-20 = 8-16, 0-28 x 0-21 = 8-44, 0-28 x 0-22 = 9-4, 0-28 x 0-23 = 9-32, 0-28 x 0-24 = 9-60, 0-28 x 0-25 = 10-20, 0-28 x 0-26 = 10-48, 0-28 x 0-27 = 11-8, 0-28 x 0-28 = 11-36, 0-28 x 0-29 = 11-64, 0-28 x 0-30 = 12-24, 0-28 x 0-31 = 12-52, 0-28 x 0-32 = 13-12, 0-28 x 0-33 = 13-40, 0-28 x 0-34 = 14-0, 0-28 x 0-35 = 14-28, 0-28 x 0-36 = 14-56, 0-28 x 0-37 = 15-16, 0-28 x 0-38 = 15-44, 0-28 x 0-39 = 16-4, 0-28 x 0-40 = 16-32, 0-28 x 0-41 = 16-60, 0-28 x 0-42 = 17-20, 0-28 x 0-43 = 17-48, 0-28 x 0-44 = 18-8, 0-28 x 0-45 = 18-36, 0-28 x 0-46 = 18-64, 0-28 x 0-47 = 19-24, 0-28 x 0-48 = 19-52, 0-28 x 0-49 = 20-12, 0-28 x 0-50 = 20-40, 0-28 x 0-51 = 21-0, 0-28 x 0-52 = 21-28, 0-28 x 0-53 = 21-56, 0-28 x 0-54 = 22-16, 0-28 x 0-55 = 22-44, 0-28 x 0-56 = 23-4, 0-28 x 0-57 = 23-32, 0-28 x 0-58 = 23-60, 0-28 x 0-59 = 24-20, 0-28 x 0-60 = 24-48, 0-28 x 0-61 = 25-8, 0-28 x 0-62 = 25-36, 0-28 x 0-63 = 25-64, 0-28 x 0-64 = 26-24, 0-28 x 0-65 = 26-52, 0-28 x 0-66 = 27-12, 0-28 x 0-67 = 27-40, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-19, 0-29 x 0-4 = 1-48, 0-29 x 0-5 = 2-9, 0-29 x 0-6 = 2-38, 0-29 x 0-7 = 2-67, 0-29 x 0-8 = 3-28, 0-29 x 0-9 = 3-57, 0-29 x 0-10 = 4-18, 0-29 x 0-11 = 4-47, 0-29 x 0-12 = 5-8, 0-29 x 0-13 = 5-37, 0-29 x 0-14 = 5-66, 0-29 x 0-15 = 6-27, 0-29 x 0-16 = 6-56, 0-29 x 0-17 = 7-17, 0-29 x 0-18 = 7-46, 0-29 x 0-19 = 8-7, 0-29 x 0-20 = 8-36, 0-29 x 0-21 = 8-65, 0-29 x 0-22 = 9-26, 0-29 x 0-23 = 9-55, 0-29 x 0-24 = 10-16, 0-29 x 0-25 = 10-45, 0-29 x 0-26 = 11-6, 0-29 x 0-27 = 11-35, 0-29 x 0-28 = 11-64, 0-29 x 0-29 = 12-25, 0-29 x 0-30 = 12-54, 0-29 x 0-31 = 13-15, 0-29 x 0-32 = 13-44, 0-29 x 0-33 = 14-5, 0-29 x 0-34 = 14-34, 0-29 x 0-35 = 14-63, 0-29 x 0-36 = 15-24, 0-29 x 0-37 = 15-53, 0-29 x 0-38 = 16-14, 0-29 x 0-39 = 16-43, 0-29 x 0-40 = 17-4, 0-29 x 0-41 = 17-33, 0-29 x 0-42 = 17-62, 0-29 x 0-43 = 18-23, 0-29 x 0-44 = 18-52, 0-29 x 0-45 = 19-13, 0-29 x 0-46 = 19-42, 0-29 x 0-47 = 20-3, 0-29 x 0-48 = 20-32, 0-29 x 0-49 = 20-61, 0-29 x 0-50 = 21-22, 0-29 x 0-51 = 21-51, 0-29 x 0-52 = 22-12, 0-29 x 0-53 = 22-41, 0-29 x 0-54 = 23-2, 0-29 x 0-55 = 23-31, 0-29 x 0-56 = 23-60, 0-29 x 0-57 = 24-21, 0-29 x 0-58 = 24-50, 0-29 x 0-59 = 25-11, 0-29 x 0-60 = 25-40, 0-29 x 0-61 = 26-1, 0-29 x 0-62 = 26-30, 0-29 x 0-63 = 26-59, 0-29 x 0-64 = 27-20, 0-29 x 0-65 = 27-49, 0-29 x 0-66 = 28-10, 0-29 x 0-67 = 28-39, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-22, 0-30 x 0-4 = 1-52, 0-30 x 0-5 = 2-14, 0-30 x 0-6 = 2-44, 0-30 x 0-7 = 3-6, 0-30 x 0-8 = 3-36, 0-30 x 0-9 = 3-66, 0-30 x 0-10 = 4-28, 0-30 x 0-11 = 4-58, 0-30 x 0-12 = 5-20, 0-30 x 0-13 = 5-50, 0-30 x 0-14 = 6-12, 0-30 x 0-15 = 6-42, 0-30 x 0-16 = 7-4, 0-30 x 0-17 = 7-34, 0-30 x 0-18 = 7-64, 0-30 x 0-19 = 8-26, 0-30 x 0-20 = 8-56, 0-30 x 0-21 = 9-18, 0-30 x 0-22 = 9-48, 0-30 x 0-23 = 10-10, 0-30 x 0-24 = 10-40, 0-30 x 0-25 = 11-2, 0-30 x 0-26 = 11-32, 0-30 x 0-27 = 11-62, 0-30 x 0-28 = 12-24, 0-30 x 0-29 = 12-54, 0-30 x 0-30 = 13-16, 0-30 x 0-31 = 13-46, 0-30 x 0-32 = 14-8, 0-30 x 0-33 = 14-38, 0-30 x 0-34 = 15-0, 0-30 x 0-35 = 15-30, 0-30 x 0-36 = 15-60, 0-30 x 0-37 = 16-22, 0-30 x 0-38 = 16-52, 0-30 x 0-39 = 17-14, 0-30 x 0-40 = 17-44, 0-30 x 0-41 = 18-6, 0-30 x 0-42 = 18-36, 0-30 x 0-43 = 18-66, 0-30 x 0-44 = 19-28, 0-30 x 0-45 = 19-58, 0-30 x 0-46 = 20-20, 0-30 x 0-47 = 20-50, 0-30 x 0-48 = 21-12, 0-30 x 0-49 = 21-42, 0-30 x 0-50 = 22-4, 0-30 x 0-51 = 22-34, 0-30 x 0-52 = 22-64, 0-30 x 0-53 = 23-26, 0-30 x 0-54 = 23-56, 0-30 x 0-55 = 24-18, 0-30 x 0-56 = 24-48, 0-30 x 0-57 = 25-10, 0-30 x 0-58 = 25-40, 0-30 x 0-59 = 26-2, 0-30 x 0-60 = 26-32, 0-30 x 0-61 = 26-62, 0-30 x 0-62 = 27-24, 0-30 x 0-63 = 27-54, 0-30 x 0-64 = 28-16, 0-30 x 0-65 = 28-46, 0-30 x 0-66 = 29-8, 0-30 x 0-67 = 29-38, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 0-62, 0-31 x 0-3 = 1-25, 0-31 x 0-4 = 1-56, 0-31 x 0-5 = 2-19, 0-31 x 0-6 = 2-50, 0-31 x 0-7 = 3-13, 0-31 x 0-8 = 3-44, 0-31 x 0-9 = 4-7, 0-31 x 0-10 = 4-38, 0-31 x 0-11 = 5-1, 0-31 x 0-12 = 5-32, 0-31 x 0-13 = 5-63, 0-31 x 0-14 = 6-26, 0-31 x 0-15 = 6-57, 0-31 x 0-16 = 7-20, 0-31 x 0-17 = 7-51, 0-31 x 0-18 = 8-14, 0-31 x 0-19 = 8-45, 0-31 x 0-20 = 9-8, 0-31 x 0-21 = 9-39, 0-31 x 0-22 = 10-2, 0-31 x 0-23 = 10-33, 0-31 x 0-24 = 10-64, 0-31 x 0-25 = 11-27, 0-31 x 0-26 = 11-58, 0-31 x 0-27 = 12-21, 0-31 x 0-28 = 12-52, 0-31 x 0-29 = 13-15, 0-31 x 0-30 = 13-46, 0-31 x 0-31 = 14-9, 0-31 x 0-32 = 14-40, 0-31 x 0-33 = 15-3, 0-31 x 0-34 = 15-34, 0-31 x 0-35 = 15-65, 0-31 x 0-36 = 16-28, 0-31 x 0-37 = 16-59, 0-31 x 0-38 = 17-22, 0-31 x 0-39 = 17-53, 0-31 x 0-40 = 18-16, 0-31 x 0-41 = 18-47, 0-31 x 0-42 = 19-10, 0-31 x 0-43 = 19-41, 0-31 x 0-44 = 20-4, 0-31 x 0-45 = 20-35, 0-31 x 0-46 = 20-66, 0-31 x 0-47 = 21-29, 0-31 x 0-48 = 21-60, 0-31 x 0-49 = 22-23, 0-31 x 0-50 = 22-54, 0-31 x 0-51 = 23-17, 0-31 x 0-52 = 23-48, 0-31 x 0-53 = 24-11, 0-31 x 0-54 = 24-42, 0-31 x 0-55 = 25-5, 0-31 x 0-56 = 25-36, 0-31 x 0-57 = 25-67, 0-31 x 0-58 = 26-30, 0-31 x 0-59 = 26-61, 0-31 x 0-60 = 27-24, 0-31 x 0-61 = 27-55, 0-31 x 0-62 = 28-18, 0-31 x 0-63 = 28-49, 0-31 x 0-64 = 29-12, 0-31 x 0-65 = 29-43, 0-31 x 0-66 = 30-6, 0-31 x 0-67 = 30-37, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 0-64, 0-32 x 0-3 = 1-28, 0-32 x 0-4 = 1-60, 0-32 x 0-5 = 2-24, 0-32 x 0-6 = 2-56, 0-32 x 0-7 = 3-20, 0-32 x 0-8 = 3-52, 0-32 x 0-9 = 4-16, 0-32 x 0-10 = 4-48, 0-32 x 0-11 = 5-12, 0-32 x 0-12 = 5-44, 0-32 x 0-13 = 6-8, 0-32 x 0-14 = 6-40, 0-32 x 0-15 = 7-4, 0-32 x 0-16 = 7-36, 0-32 x 0-17 = 8-0, 0-32 x 0-18 = 8-32, 0-32 x 0-19 = 8-64, 0-32 x 0-20 = 9-28, 0-32 x 0-21 = 9-60, 0-32 x 0-22 = 10-24, 0-32 x 0-23 = 10-56, 0-32 x 0-24 = 11-20, 0-32 x 0-25 = 11-52, 0-32 x 0-26 = 12-16, 0-32 x 0-27 = 12-48, 0-32 x 0-28 = 13-12, 0-32 x 0-29 = 13-44, 0-32 x 0-30 = 14-8, 0-32 x 0-31 = 14-40, 0-32 x 0-32 = 15-4, 0-32 x 0-33 = 15-36, 0-32 x 0-34 = 16-0, 0-32 x 0-35 = 16-32, 0-32 x 0-36 = 16-64, 0-32 x 0-37 = 17-28, 0-32 x 0-38 = 17-60, 0-32 x 0-39 = 18-24, 0-32 x 0-40 = 18-56, 0-32 x 0-41 = 19-20, 0-32 x 0-42 = 19-52, 0-32 x 0-43 = 20-16, 0-32 x 0-44 = 20-48, 0-32 x 0-45 = 21-12, 0-32 x 0-46 = 21-44, 0-32 x 0-47 = 22-8, 0-32 x 0-48 = 22-40, 0-32 x 0-49 = 23-4, 0-32 x 0-50 = 23-36, 0-32 x 0-51 = 24-0, 0-32 x 0-52 = 24-32, 0-32 x 0-53 = 24-64, 0-32 x 0-54 = 25-28, 0-32 x 0-55 = 25-60, 0-32 x 0-56 = 26-24, 0-32 x 0-57 = 26-56, 0-32 x 0-58 = 27-20, 0-32 x 0-59 = 27-52, 0-32 x 0-60 = 28-16, 0-32 x 0-61 = 28-48, 0-32 x 0-62 = 29-12, 0-32 x 0-63 = 29-44, 0-32 x 0-64 = 30-8, 0-32 x 0-65 = 30-40, 0-32 x 0-66 = 31-4, 0-32 x 0-67 = 31-36, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 0-66, 0-33 x 0-3 = 1-31, 0-33 x 0-4 = 1-64, 0-33 x 0-5 = 2-29, 0-33 x 0-6 = 2-62, 0-33 x 0-7 = 3-27, 0-33 x 0-8 = 3-60, 0-33 x 0-9 = 4-25, 0-33 x 0-10 = 4-58, 0-33 x 0-11 = 5-23, 0-33 x 0-12 = 5-56, 0-33 x 0-13 = 6-21, 0-33 x 0-14 = 6-54, 0-33 x 0-15 = 7-19, 0-33 x 0-16 = 7-52, 0-33 x 0-17 = 8-17, 0-33 x 0-18 = 8-50, 0-33 x 0-19 = 9-15, 0-33 x 0-20 = 9-48, 0-33 x 0-21 = 10-13, 0-33 x 0-22 = 10-46, 0-33 x 0-23 = 11-11, 0-33 x 0-24 = 11-44, 0-33 x 0-25 = 12-9, 0-33 x 0-26 = 12-42, 0-33 x 0-27 = 13-7, 0-33 x 0-28 = 13-40, 0-33 x 0-29 = 14-5, 0-33 x 0-30 = 14-38, 0-33 x 0-31 = 15-3, 0-33 x 0-32 = 15-36, 0-33 x 0-33 = 16-1, 0-33 x 0-34 = 16-34, 0-33 x 0-35 = 16-67, 0-33 x 0-36 = 17-32, 0-33 x 0-37 = 17-65, 0-33 x 0-38 = 18-30, 0-33 x 0-39 = 18-63, 0-33 x 0-40 = 19-28, 0-33 x 0-41 = 19-61, 0-33 x 0-42 = 20-26, 0-33 x 0-43 = 20-59, 0-33 x 0-44 = 21-24, 0-33 x 0-45 = 21-57, 0-33 x 0-46 = 22-22, 0-33 x 0-47 = 22-55, 0-33 x 0-48 = 23-20, 0-33 x 0-49 = 23-53, 0-33 x 0-50 = 24-18, 0-33 x 0-51 = 24-51, 0-33 x 0-52 = 25-16, 0-33 x 0-53 = 25-49, 0-33 x 0-54 = 26-14, 0-33 x 0-55 = 26-47, 0-33 x 0-56 = 27-12, 0-33 x 0-57 = 27-45, 0-33 x 0-58 = 28-10, 0-33 x 0-59 = 28-43, 0-33 x 0-60 = 29-8, 0-33 x 0-61 = 29-41, 0-33 x 0-62 = 30-6, 0-33 x 0-63 = 30-39, 0-33 x 0-64 = 31-4, 0-33 x 0-65 = 31-37, 0-33 x 0-66 = 32-2, 0-33 x 0-67 = 32-35, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-0, 0-34 x 0-3 = 1-34, 0-34 x 0-4 = 2-0, 0-34 x 0-5 = 2-34, 0-34 x 0-6 = 3-0, 0-34 x 0-7 = 3-34, 0-34 x 0-8 = 4-0, 0-34 x 0-9 = 4-34, 0-34 x 0-10 = 5-0, 0-34 x 0-11 = 5-34, 0-34 x 0-12 = 6-0, 0-34 x 0-13 = 6-34, 0-34 x 0-14 = 7-0, 0-34 x 0-15 = 7-34, 0-34 x 0-16 = 8-0, 0-34 x 0-17 = 8-34, 0-34 x 0-18 = 9-0, 0-34 x 0-19 = 9-34, 0-34 x 0-20 = 10-0, 0-34 x 0-21 = 10-34, 0-34 x 0-22 = 11-0, 0-34 x 0-23 = 11-34, 0-34 x 0-24 = 12-0, 0-34 x 0-25 = 12-34, 0-34 x 0-26 = 13-0, 0-34 x 0-27 = 13-34, 0-34 x 0-28 = 14-0, 0-34 x 0-29 = 14-34, 0-34 x 0-30 = 15-0, 0-34 x 0-31 = 15-34, 0-34 x 0-32 = 16-0, 0-34 x 0-33 = 16-34, 0-34 x 0-34 = 17-0, 0-34 x 0-35 = 17-34, 0-34 x 0-36 = 18-0, 0-34 x 0-37 = 18-34, 0-34 x 0-38 = 19-0, 0-34 x 0-39 = 19-34, 0-34 x 0-40 = 20-0, 0-34 x 0-41 = 20-34, 0-34 x 0-42 = 21-0, 0-34 x 0-43 = 21-34, 0-34 x 0-44 = 22-0, 0-34 x 0-45 = 22-34, 0-34 x 0-46 = 23-0, 0-34 x 0-47 = 23-34, 0-34 x 0-48 = 24-0, 0-34 x 0-49 = 24-34, 0-34 x 0-50 = 25-0, 0-34 x 0-51 = 25-34, 0-34 x 0-52 = 26-0, 0-34 x 0-53 = 26-34, 0-34 x 0-54 = 27-0, 0-34 x 0-55 = 27-34, 0-34 x 0-56 = 28-0, 0-34 x 0-57 = 28-34, 0-34 x 0-58 = 29-0, 0-34 x 0-59 = 29-34, 0-34 x 0-60 = 30-0, 0-34 x 0-61 = 30-34, 0-34 x 0-62 = 31-0, 0-34 x 0-63 = 31-34, 0-34 x 0-64 = 32-0, 0-34 x 0-65 = 32-34, 0-34 x 0-66 = 33-0, 0-34 x 0-67 = 33-34, 
