0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-0, 0-23 x 0-4 = 1-23, 0-23 x 0-5 = 1-46, 0-23 x 0-6 = 2-0, 0-23 x 0-7 = 2-23, 0-23 x 0-8 = 2-46, 0-23 x 0-9 = 3-0, 0-23 x 0-10 = 3-23, 0-23 x 0-11 = 3-46, 0-23 x 0-12 = 4-0, 0-23 x 0-13 = 4-23, 0-23 x 0-14 = 4-46, 0-23 x 0-15 = 5-0, 0-23 x 0-16 = 5-23, 0-23 x 0-17 = 5-46, 0-23 x 0-18 = 6-0, 0-23 x 0-19 = 6-23, 0-23 x 0-20 = 6-46, 0-23 x 0-21 = 7-0, 0-23 x 0-22 = 7-23, 0-23 x 0-23 = 7-46, 0-23 x 0-24 = 8-0, 0-23 x 0-25 = 8-23, 0-23 x 0-26 = 8-46, 0-23 x 0-27 = 9-0, 0-23 x 0-28 = 9-23, 0-23 x 0-29 = 9-46, 0-23 x 0-30 = 10-0, 0-23 x 0-31 = 10-23, 0-23 x 0-32 = 10-46, 0-23 x 0-33 = 11-0, 0-23 x 0-34 = 11-23, 0-23 x 0-35 = 11-46, 0-23 x 0-36 = 12-0, 0-23 x 0-37 = 12-23, 0-23 x 0-38 = 12-46, 0-23 x 0-39 = 13-0, 0-23 x 0-40 = 13-23, 0-23 x 0-41 = 13-46, 0-23 x 0-42 = 14-0, 0-23 x 0-43 = 14-23, 0-23 x 0-44 = 14-46, 0-23 x 0-45 = 15-0, 0-23 x 0-46 = 15-23, 0-23 x 0-47 = 15-46, 0-23 x 0-48 = 16-0, 0-23 x 0-49 = 16-23, 0-23 x 0-50 = 16-46, 0-23 x 0-51 = 17-0, 0-23 x 0-52 = 17-23, 0-23 x 0-53 = 17-46, 0-23 x 0-54 = 18-0, 0-23 x 0-55 = 18-23, 0-23 x 0-56 = 18-46, 0-23 x 0-57 = 19-0, 0-23 x 0-58 = 19-23, 0-23 x 0-59 = 19-46, 0-23 x 0-60 = 20-0, 0-23 x 0-61 = 20-23, 0-23 x 0-62 = 20-46, 0-23 x 0-63 = 21-0, 0-23 x 0-64 = 21-23, 0-23 x 0-65 = 21-46, 0-23 x 0-66 = 22-0, 0-23 x 0-67 = 22-23, 0-23 x 0-68 = 22-46, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-3, 0-24 x 0-4 = 1-27, 0-24 x 0-5 = 1-51, 0-24 x 0-6 = 2-6, 0-24 x 0-7 = 2-30, 0-24 x 0-8 = 2-54, 0-24 x 0-9 = 3-9, 0-24 x 0-10 = 3-33, 0-24 x 0-11 = 3-57, 0-24 x 0-12 = 4-12, 0-24 x 0-13 = 4-36, 0-24 x 0-14 = 4-60, 0-24 x 0-15 = 5-15, 0-24 x 0-16 = 5-39, 0-24 x 0-17 = 5-63, 0-24 x 0-18 = 6-18, 0-24 x 0-19 = 6-42, 0-24 x 0-20 = 6-66, 0-24 x 0-21 = 7-21, 0-24 x 0-22 = 7-45, 0-24 x 0-23 = 8-0, 0-24 x 0-24 = 8-24, 0-24 x 0-25 = 8-48, 0-24 x 0-26 = 9-3, 0-24 x 0-27 = 9-27, 0-24 x 0-28 = 9-51, 0-24 x 0-29 = 10-6, 0-24 x 0-30 = 10-30, 0-24 x 0-31 = 10-54, 0-24 x 0-32 = 11-9, 0-24 x 0-33 = 11-33, 0-24 x 0-34 = 11-57, 0-24 x 0-35 = 12-12, 0-24 x 0-36 = 12-36, 0-24 x 0-37 = 12-60, 0-24 x 0-38 = 13-15, 0-24 x 0-39 = 13-39, 0-24 x 0-40 = 13-63, 0-24 x 0-41 = 14-18, 0-24 x 0-42 = 14-42, 0-24 x 0-43 = 14-66, 0-24 x 0-44 = 15-21, 0-24 x 0-45 = 15-45, 0-24 x 0-46 = 16-0, 0-24 x 0-47 = 16-24, 0-24 x 0-48 = 16-48, 0-24 x 0-49 = 17-3, 0-24 x 0-50 = 17-27, 0-24 x 0-51 = 17-51, 0-24 x 0-52 = 18-6, 0-24 x 0-53 = 18-30, 0-24 x 0-54 = 18-54, 0-24 x 0-55 = 19-9, 0-24 x 0-56 = 19-33, 0-24 x 0-57 = 19-57, 0-24 x 0-58 = 20-12, 0-24 x 0-59 = 20-36, 0-24 x 0-60 = 20-60, 0-24 x 0-61 = 21-15, 0-24 x 0-62 = 21-39, 0-24 x 0-63 = 21-63, 0-24 x 0-64 = 22-18, 0-24 x 0-65 = 22-42, 0-24 x 0-66 = 22-66, 0-24 x 0-67 = 23-21, 0-24 x 0-68 = 23-45, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-6, 0-25 x 0-4 = 1-31, 0-25 x 0-5 = 1-56, 0-25 x 0-6 = 2-12, 0-25 x 0-7 = 2-37, 0-25 x 0-8 = 2-62, 0-25 x 0-9 = 3-18, 0-25 x 0-10 = 3-43, 0-25 x 0-11 = 3-68, 0-25 x 0-12 = 4-24, 0-25 x 0-13 = 4-49, 0-25 x 0-14 = 5-5, 0-25 x 0-15 = 5-30, 0-25 x 0-16 = 5-55, 0-25 x 0-17 = 6-11, 0-25 x 0-18 = 6-36, 0-25 x 0-19 = 6-61, 0-25 x 0-20 = 7-17, 0-25 x 0-21 = 7-42, 0-25 x 0-22 = 7-67, 0-25 x 0-23 = 8-23, 0-25 x 0-24 = 8-48, 0-25 x 0-25 = 9-4, 0-25 x 0-26 = 9-29, 0-25 x 0-27 = 9-54, 0-25 x 0-28 = 10-10, 0-25 x 0-29 = 10-35, 0-25 x 0-30 = 10-60, 0-25 x 0-31 = 11-16, 0-25 x 0-32 = 11-41, 0-25 x 0-33 = 11-66, 0-25 x 0-34 = 12-22, 0-25 x 0-35 = 12-47, 0-25 x 0-36 = 13-3, 0-25 x 0-37 = 13-28, 0-25 x 0-38 = 13-53, 0-25 x 0-39 = 14-9, 0-25 x 0-40 = 14-34, 0-25 x 0-41 = 14-59, 0-25 x 0-42 = 15-15, 0-25 x 0-43 = 15-40, 0-25 x 0-44 = 15-65, 0-25 x 0-45 = 16-21, 0-25 x 0-46 = 16-46, 0-25 x 0-47 = 17-2, 0-25 x 0-48 = 17-27, 0-25 x 0-49 = 17-52, 0-25 x 0-50 = 18-8, 0-25 x 0-51 = 18-33, 0-25 x 0-52 = 18-58, 0-25 x 0-53 = 19-14, 0-25 x 0-54 = 19-39, 0-25 x 0-55 = 19-64, 0-25 x 0-56 = 20-20, 0-25 x 0-57 = 20-45, 0-25 x 0-58 = 21-1, 0-25 x 0-59 = 21-26, 0-25 x 0-60 = 21-51, 0-25 x 0-61 = 22-7, 0-25 x 0-62 = 22-32, 0-25 x 0-63 = 22-57, 0-25 x 0-64 = 23-13, 0-25 x 0-65 = 23-38, 0-25 x 0-66 = 23-63, 0-25 x 0-67 = 24-19, 0-25 x 0-68 = 24-44, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-9, 0-26 x 0-4 = 1-35, 0-26 x 0-5 = 1-61, 0-26 x 0-6 = 2-18, 0-26 x 0-7 = 2-44, 0-26 x 0-8 = 3-1, 0-26 x 0-9 = 3-27, 0-26 x 0-10 = 3-53, 0-26 x 0-11 = 4-10, 0-26 x 0-12 = 4-36, 0-26 x 0-13 = 4-62, 0-26 x 0-14 = 5-19, 0-26 x 0-15 = 5-45, 0-26 x 0-16 = 6-2, 0-26 x 0-17 = 6-28, 0-26 x 0-18 = 6-54, 0-26 x 0-19 = 7-11, 0-26 x 0-20 = 7-37, 0-26 x 0-21 = 7-63, 0-26 x 0-22 = 8-20, 0-26 x 0-23 = 8-46, 0-26 x 0-24 = 9-3, 0-26 x 0-25 = 9-29, 0-26 x 0-26 = 9-55, 0-26 x 0-27 = 10-12, 0-26 x 0-28 = 10-38, 0-26 x 0-29 = 10-64, 0-26 x 0-30 = 11-21, 0-26 x 0-31 = 11-47, 0-26 x 0-32 = 12-4, 0-26 x 0-33 = 12-30, 0-26 x 0-34 = 12-56, 0-26 x 0-35 = 13-13, 0-26 x 0-36 = 13-39, 0-26 x 0-37 = 13-65, 0-26 x 0-38 = 14-22, 0-26 x 0-39 = 14-48, 0-26 x 0-40 = 15-5, 0-26 x 0-41 = 15-31, 0-26 x 0-42 = 15-57, 0-26 x 0-43 = 16-14, 0-26 x 0-44 = 16-40, 0-26 x 0-45 = 16-66, 0-26 x 0-46 = 17-23, 0-26 x 0-47 = 17-49, 0-26 x 0-48 = 18-6, 0-26 x 0-49 = 18-32, 0-26 x 0-50 = 18-58, 0-26 x 0-51 = 19-15, 0-26 x 0-52 = 19-41, 0-26 x 0-53 = 19-67, 0-26 x 0-54 = 20-24, 0-26 x 0-55 = 20-50, 0-26 x 0-56 = 21-7, 0-26 x 0-57 = 21-33, 0-26 x 0-58 = 21-59, 0-26 x 0-59 = 22-16, 0-26 x 0-60 = 22-42, 0-26 x 0-61 = 22-68, 0-26 x 0-62 = 23-25, 0-26 x 0-63 = 23-51, 0-26 x 0-64 = 24-8, 0-26 x 0-65 = 24-34, 0-26 x 0-66 = 24-60, 0-26 x 0-67 = 25-17, 0-26 x 0-68 = 25-43, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-12, 0-27 x 0-4 = 1-39, 0-27 x 0-5 = 1-66, 0-27 x 0-6 = 2-24, 0-27 x 0-7 = 2-51, 0-27 x 0-8 = 3-9, 0-27 x 0-9 = 3-36, 0-27 x 0-10 = 3-63, 0-27 x 0-11 = 4-21, 0-27 x 0-12 = 4-48, 0-27 x 0-13 = 5-6, 0-27 x 0-14 = 5-33, 0-27 x 0-15 = 5-60, 0-27 x 0-16 = 6-18, 0-27 x 0-17 = 6-45, 0-27 x 0-18 = 7-3, 0-27 x 0-19 = 7-30, 0-27 x 0-20 = 7-57, 0-27 x 0-21 = 8-15, 0-27 x 0-22 = 8-42, 0-27 x 0-23 = 9-0, 0-27 x 0-24 = 9-27, 0-27 x 0-25 = 9-54, 0-27 x 0-26 = 10-12, 0-27 x 0-27 = 10-39, 0-27 x 0-28 = 10-66, 0-27 x 0-29 = 11-24, 0-27 x 0-30 = 11-51, 0-27 x 0-31 = 12-9, 0-27 x 0-32 = 12-36, 0-27 x 0-33 = 12-63, 0-27 x 0-34 = 13-21, 0-27 x 0-35 = 13-48, 0-27 x 0-36 = 14-6, 0-27 x 0-37 = 14-33, 0-27 x 0-38 = 14-60, 0-27 x 0-39 = 15-18, 0-27 x 0-40 = 15-45, 0-27 x 0-41 = 16-3, 0-27 x 0-42 = 16-30, 0-27 x 0-43 = 16-57, 0-27 x 0-44 = 17-15, 0-27 x 0-45 = 17-42, 0-27 x 0-46 = 18-0, 0-27 x 0-47 = 18-27, 0-27 x 0-48 = 18-54, 0-27 x 0-49 = 19-12, 0-27 x 0-50 = 19-39, 0-27 x 0-51 = 19-66, 0-27 x 0-52 = 20-24, 0-27 x 0-53 = 20-51, 0-27 x 0-54 = 21-9, 0-27 x 0-55 = 21-36, 0-27 x 0-56 = 21-63, 0-27 x 0-57 = 22-21, 0-27 x 0-58 = 22-48, 0-27 x 0-59 = 23-6, 0-27 x 0-60 = 23-33, 0-27 x 0-61 = 23-60, 0-27 x 0-62 = 24-18, 0-27 x 0-63 = 24-45, 0-27 x 0-64 = 25-3, 0-27 x 0-65 = 25-30, 0-27 x 0-66 = 25-57, 0-27 x 0-67 = 26-15, 0-27 x 0-68 = 26-42, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-15, 0-28 x 0-4 = 1-43, 0-28 x 0-5 = 2-2, 0-28 x 0-6 = 2-30, 0-28 x 0-7 = 2-58, 0-28 x 0-8 = 3-17, 0-28 x 0-9 = 3-45, 0-28 x 0-10 = 4-4, 0-28 x 0-11 = 4-32, 0-28 x 0-12 = 4-60, 0-28 x 0-13 = 5-19, 0-28 x 0-14 = 5-47, 0-28 x 0-15 = 6-6, 0-28 x 0-16 = 6-34, 0-28 x 0-17 = 6-62, 0-28 x 0-18 = 7-21, 0-28 x 0-19 = 7-49, 0-28 x 0-20 = 8-8, 0-28 x 0-21 = 8-36, 0-28 x 0-22 = 8-64, 0-28 x 0-23 = 9-23, 0-28 x 0-24 = 9-51, 0-28 x 0-25 = 10-10, 0-28 x 0-26 = 10-38, 0-28 x 0-27 = 10-66, 0-28 x 0-28 = 11-25, 0-28 x 0-29 = 11-53, 0-28 x 0-30 = 12-12, 0-28 x 0-31 = 12-40, 0-28 x 0-32 = 12-68, 0-28 x 0-33 = 13-27, 0-28 x 0-34 = 13-55, 0-28 x 0-35 = 14-14, 0-28 x 0-36 = 14-42, 0-28 x 0-37 = 15-1, 0-28 x 0-38 = 15-29, 0-28 x 0-39 = 15-57, 0-28 x 0-40 = 16-16, 0-28 x 0-41 = 16-44, 0-28 x 0-42 = 17-3, 0-28 x 0-43 = 17-31, 0-28 x 0-44 = 17-59, 0-28 x 0-45 = 18-18, 0-28 x 0-46 = 18-46, 0-28 x 0-47 = 19-5, 0-28 x 0-48 = 19-33, 0-28 x 0-49 = 19-61, 0-28 x 0-50 = 20-20, 0-28 x 0-51 = 20-48, 0-28 x 0-52 = 21-7, 0-28 x 0-53 = 21-35, 0-28 x 0-54 = 21-63, 0-28 x 0-55 = 22-22, 0-28 x 0-56 = 22-50, 0-28 x 0-57 = 23-9, 0-28 x 0-58 = 23-37, 0-28 x 0-59 = 23-65, 0-28 x 0-60 = 24-24, 0-28 x 0-61 = 24-52, 0-28 x 0-62 = 25-11, 0-28 x 0-63 = 25-39, 0-28 x 0-64 = 25-67, 0-28 x 0-65 = 26-26, 0-28 x 0-66 = 26-54, 0-28 x 0-67 = 27-13, 0-28 x 0-68 = 27-41, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-18, 0-29 x 0-4 = 1-47, 0-29 x 0-5 = 2-7, 0-29 x 0-6 = 2-36, 0-29 x 0-7 = 2-65, 0-29 x 0-8 = 3-25, 0-29 x 0-9 = 3-54, 0-29 x 0-10 = 4-14, 0-29 x 0-11 = 4-43, 0-29 x 0-12 = 5-3, 0-29 x 0-13 = 5-32, 0-29 x 0-14 = 5-61, 0-29 x 0-15 = 6-21, 0-29 x 0-16 = 6-50, 0-29 x 0-17 = 7-10, 0-29 x 0-18 = 7-39, 0-29 x 0-19 = 7-68, 0-29 x 0-20 = 8-28, 0-29 x 0-21 = 8-57, 0-29 x 0-22 = 9-17, 0-29 x 0-23 = 9-46, 0-29 x 0-24 = 10-6, 0-29 x 0-25 = 10-35, 0-29 x 0-26 = 10-64, 0-29 x 0-27 = 11-24, 0-29 x 0-28 = 11-53, 0-29 x 0-29 = 12-13, 0-29 x 0-30 = 12-42, 0-29 x 0-31 = 13-2, 0-29 x 0-32 = 13-31, 0-29 x 0-33 = 13-60, 0-29 x 0-34 = 14-20, 0-29 x 0-35 = 14-49, 0-29 x 0-36 = 15-9, 0-29 x 0-37 = 15-38, 0-29 x 0-38 = 15-67, 0-29 x 0-39 = 16-27, 0-29 x 0-40 = 16-56, 0-29 x 0-41 = 17-16, 0-29 x 0-42 = 17-45, 0-29 x 0-43 = 18-5, 0-29 x 0-44 = 18-34, 0-29 x 0-45 = 18-63, 0-29 x 0-46 = 19-23, 0-29 x 0-47 = 19-52, 0-29 x 0-48 = 20-12, 0-29 x 0-49 = 20-41, 0-29 x 0-50 = 21-1, 0-29 x 0-51 = 21-30, 0-29 x 0-52 = 21-59, 0-29 x 0-53 = 22-19, 0-29 x 0-54 = 22-48, 0-29 x 0-55 = 23-8, 0-29 x 0-56 = 23-37, 0-29 x 0-57 = 23-66, 0-29 x 0-58 = 24-26, 0-29 x 0-59 = 24-55, 0-29 x 0-60 = 25-15, 0-29 x 0-61 = 25-44, 0-29 x 0-62 = 26-4, 0-29 x 0-63 = 26-33, 0-29 x 0-64 = 26-62, 0-29 x 0-65 = 27-22, 0-29 x 0-66 = 27-51, 0-29 x 0-67 = 28-11, 0-29 x 0-68 = 28-40, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-21, 0-30 x 0-4 = 1-51, 0-30 x 0-5 = 2-12, 0-30 x 0-6 = 2-42, 0-30 x 0-7 = 3-3, 0-30 x 0-8 = 3-33, 0-30 x 0-9 = 3-63, 0-30 x 0-10 = 4-24, 0-30 x 0-11 = 4-54, 0-30 x 0-12 = 5-15, 0-30 x 0-13 = 5-45, 0-30 x 0-14 = 6-6, 0-30 x 0-15 = 6-36, 0-30 x 0-16 = 6-66, 0-30 x 0-17 = 7-27, 0-30 x 0-18 = 7-57, 0-30 x 0-19 = 8-18, 0-30 x 0-20 = 8-48, 0-30 x 0-21 = 9-9, 0-30 x 0-22 = 9-39, 0-30 x 0-23 = 10-0, 0-30 x 0-24 = 10-30, 0-30 x 0-25 = 10-60, 0-30 x 0-26 = 11-21, 0-30 x 0-27 = 11-51, 0-30 x 0-28 = 12-12, 0-30 x 0-29 = 12-42, 0-30 x 0-30 = 13-3, 0-30 x 0-31 = 13-33, 0-30 x 0-32 = 13-63, 0-30 x 0-33 = 14-24, 0-30 x 0-34 = 14-54, 0-30 x 0-35 = 15-15, 0-30 x 0-36 = 15-45, 0-30 x 0-37 = 16-6, 0-30 x 0-38 = 16-36, 0-30 x 0-39 = 16-66, 0-30 x 0-40 = 17-27, 0-30 x 0-41 = 17-57, 0-30 x 0-42 = 18-18, 0-30 x 0-43 = 18-48, 0-30 x 0-44 = 19-9, 0-30 x 0-45 = 19-39, 0-30 x 0-46 = 20-0, 0-30 x 0-47 = 20-30, 0-30 x 0-48 = 20-60, 0-30 x 0-49 = 21-21, 0-30 x 0-50 = 21-51, 0-30 x 0-51 = 22-12, 0-30 x 0-52 = 22-42, 0-30 x 0-53 = 23-3, 0-30 x 0-54 = 23-33, 0-30 x 0-55 = 23-63, 0-30 x 0-56 = 24-24, 0-30 x 0-57 = 24-54, 0-30 x 0-58 = 25-15, 0-30 x 0-59 = 25-45, 0-30 x 0-60 = 26-6, 0-30 x 0-61 = 26-36, 0-30 x 0-62 = 26-66, 0-30 x 0-63 = 27-27, 0-30 x 0-64 = 27-57, 0-30 x 0-65 = 28-18, 0-30 x 0-66 = 28-48, 0-30 x 0-67 = 29-9, 0-30 x 0-68 = 29-39, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 0-62, 0-31 x 0-3 = 1-24, 0-31 x 0-4 = 1-55, 0-31 x 0-5 = 2-17, 0-31 x 0-6 = 2-48, 0-31 x 0-7 = 3-10, 0-31 x 0-8 = 3-41, 0-31 x 0-9 = 4-3, 0-31 x 0-10 = 4-34, 0-31 x 0-11 = 4-65, 0-31 x 0-12 = 5-27, 0-31 x 0-13 = 5-58, 0-31 x 0-14 = 6-20, 0-31 x 0-15 = 6-51, 0-31 x 0-16 = 7-13, 0-31 x 0-17 = 7-44, 0-31 x 0-18 = 8-6, 0-31 x 0-19 = 8-37, 0-31 x 0-20 = 8-68, 0-31 x 0-21 = 9-30, 0-31 x 0-22 = 9-61, 0-31 x 0-23 = 10-23, 0-31 x 0-24 = 10-54, 0-31 x 0-25 = 11-16, 0-31 x 0-26 = 11-47, 0-31 x 0-27 = 12-9, 0-31 x 0-28 = 12-40, 0-31 x 0-29 = 13-2, 0-31 x 0-30 = 13-33, 0-31 x 0-31 = 13-64, 0-31 x 0-32 = 14-26, 0-31 x 0-33 = 14-57, 0-31 x 0-34 = 15-19, 0-31 x 0-35 = 15-50, 0-31 x 0-36 = 16-12, 0-31 x 0-37 = 16-43, 0-31 x 0-38 = 17-5, 0-31 x 0-39 = 17-36, 0-31 x 0-40 = 17-67, 0-31 x 0-41 = 18-29, 0-31 x 0-42 = 18-60, 0-31 x 0-43 = 19-22, 0-31 x 0-44 = 19-53, 0-31 x 0-45 = 20-15, 0-31 x 0-46 = 20-46, 0-31 x 0-47 = 21-8, 0-31 x 0-48 = 21-39, 0-31 x 0-49 = 22-1, 0-31 x 0-50 = 22-32, 0-31 x 0-51 = 22-63, 0-31 x 0-52 = 23-25, 0-31 x 0-53 = 23-56, 0-31 x 0-54 = 24-18, 0-31 x 0-55 = 24-49, 0-31 x 0-56 = 25-11, 0-31 x 0-57 = 25-42, 0-31 x 0-58 = 26-4, 0-31 x 0-59 = 26-35, 0-31 x 0-60 = 26-66, 0-31 x 0-61 = 27-28, 0-31 x 0-62 = 27-59, 0-31 x 0-63 = 28-21, 0-31 x 0-64 = 28-52, 0-31 x 0-65 = 29-14, 0-31 x 0-66 = 29-45, 0-31 x 0-67 = 30-7, 0-31 x 0-68 = 30-38, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 0-64, 0-32 x 0-3 = 1-27, 0-32 x 0-4 = 1-59, 0-32 x 0-5 = 2-22, 0-32 x 0-6 = 2-54, 0-32 x 0-7 = 3-17, 0-32 x 0-8 = 3-49, 0-32 x 0-9 = 4-12, 0-32 x 0-10 = 4-44, 0-32 x 0-11 = 5-7, 0-32 x 0-12 = 5-39, 0-32 x 0-13 = 6-2, 0-32 x 0-14 = 6-34, 0-32 x 0-15 = 6-66, 0-32 x 0-16 = 7-29, 0-32 x 0-17 = 7-61, 0-32 x 0-18 = 8-24, 0-32 x 0-19 = 8-56, 0-32 x 0-20 = 9-19, 0-32 x 0-21 = 9-51, 0-32 x 0-22 = 10-14, 0-32 x 0-23 = 10-46, 0-32 x 0-24 = 11-9, 0-32 x 0-25 = 11-41, 0-32 x 0-26 = 12-4, 0-32 x 0-27 = 12-36, 0-32 x 0-28 = 12-68, 0-32 x 0-29 = 13-31, 0-32 x 0-30 = 13-63, 0-32 x 0-31 = 14-26, 0-32 x 0-32 = 14-58, 0-32 x 0-33 = 15-21, 0-32 x 0-34 = 15-53, 0-32 x 0-35 = 16-16, 0-32 x 0-36 = 16-48, 0-32 x 0-37 = 17-11, 0-32 x 0-38 = 17-43, 0-32 x 0-39 = 18-6, 0-32 x 0-40 = 18-38, 0-32 x 0-41 = 19-1, 0-32 x 0-42 = 19-33, 0-32 x 0-43 = 19-65, 0-32 x 0-44 = 20-28, 0-32 x 0-45 = 20-60, 0-32 x 0-46 = 21-23, 0-32 x 0-47 = 21-55, 0-32 x 0-48 = 22-18, 0-32 x 0-49 = 22-50, 0-32 x 0-50 = 23-13, 0-32 x 0-51 = 23-45, 0-32 x 0-52 = 24-8, 0-32 x 0-53 = 24-40, 0-32 x 0-54 = 25-3, 0-32 x 0-55 = 25-35, 0-32 x 0-56 = 25-67, 0-32 x 0-57 = 26-30, 0-32 x 0-58 = 26-62, 0-32 x 0-59 = 27-25, 0-32 x 0-60 = 27-57, 0-32 x 0-61 = 28-20, 0-32 x 0-62 = 28-52, 0-32 x 0-63 = 29-15, 0-32 x 0-64 = 29-47, 0-32 x 0-65 = 30-10, 0-32 x 0-66 = 30-42, 0-32 x 0-67 = 31-5, 0-32 x 0-68 = 31-37, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 0-66, 0-33 x 0-3 = 1-30, 0-33 x 0-4 = 1-63, 0-33 x 0-5 = 2-27, 0-33 x 0-6 = 2-60, 0-33 x 0-7 = 3-24, 0-33 x 0-8 = 3-57, 0-33 x 0-9 = 4-21, 0-33 x 0-10 = 4-54, 0-33 x 0-11 = 5-18, 0-33 x 0-12 = 5-51, 0-33 x 0-13 = 6-15, 0-33 x 0-14 = 6-48, 0-33 x 0-15 = 7-12, 0-33 x 0-16 = 7-45, 0-33 x 0-17 = 8-9, 0-33 x 0-18 = 8-42, 0-33 x 0-19 = 9-6, 0-33 x 0-20 = 9-39, 0-33 x 0-21 = 10-3, 0-33 x 0-22 = 10-36, 0-33 x 0-23 = 11-0, 0-33 x 0-24 = 11-33, 0-33 x 0-25 = 11-66, 0-33 x 0-26 = 12-30, 0-33 x 0-27 = 12-63, 0-33 x 0-28 = 13-27, 0-33 x 0-29 = 13-60, 0-33 x 0-30 = 14-24, 0-33 x 0-31 = 14-57, 0-33 x 0-32 = 15-21, 0-33 x 0-33 = 15-54, 0-33 x 0-34 = 16-18, 0-33 x 0-35 = 16-51, 0-33 x 0-36 = 17-15, 0-33 x 0-37 = 17-48, 0-33 x 0-38 = 18-12, 0-33 x 0-39 = 18-45, 0-33 x 0-40 = 19-9, 0-33 x 0-41 = 19-42, 0-33 x 0-42 = 20-6, 0-33 x 0-43 = 20-39, 0-33 x 0-44 = 21-3, 0-33 x 0-45 = 21-36, 0-33 x 0-46 = 22-0, 0-33 x 0-47 = 22-33, 0-33 x 0-48 = 22-66, 0-33 x 0-49 = 23-30, 0-33 x 0-50 = 23-63, 0-33 x 0-51 = 24-27, 0-33 x 0-52 = 24-60, 0-33 x 0-53 = 25-24, 0-33 x 0-54 = 25-57, 0-33 x 0-55 = 26-21, 0-33 x 0-56 = 26-54, 0-33 x 0-57 = 27-18, 0-33 x 0-58 = 27-51, 0-33 x 0-59 = 28-15, 0-33 x 0-60 = 28-48, 0-33 x 0-61 = 29-12, 0-33 x 0-62 = 29-45, 0-33 x 0-63 = 30-9, 0-33 x 0-64 = 30-42, 0-33 x 0-65 = 31-6, 0-33 x 0-66 = 31-39, 0-33 x 0-67 = 32-3, 0-33 x 0-68 = 32-36, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 0-68, 0-34 x 0-3 = 1-33, 0-34 x 0-4 = 1-67, 0-34 x 0-5 = 2-32, 0-34 x 0-6 = 2-66, 0-34 x 0-7 = 3-31, 0-34 x 0-8 = 3-65, 0-34 x 0-9 = 4-30, 0-34 x 0-10 = 4-64, 0-34 x 0-11 = 5-29, 0-34 x 0-12 = 5-63, 0-34 x 0-13 = 6-28, 0-34 x 0-14 = 6-62, 0-34 x 0-15 = 7-27, 0-34 x 0-16 = 7-61, 0-34 x 0-17 = 8-26, 0-34 x 0-18 = 8-60, 0-34 x 0-19 = 9-25, 0-34 x 0-20 = 9-59, 0-34 x 0-21 = 10-24, 0-34 x 0-22 = 10-58, 0-34 x 0-23 = 11-23, 0-34 x 0-24 = 11-57, 0-34 x 0-25 = 12-22, 0-34 x 0-26 = 12-56, 0-34 x 0-27 = 13-21, 0-34 x 0-28 = 13-55, 0-34 x 0-29 = 14-20, 0-34 x 0-30 = 14-54, 0-34 x 0-31 = 15-19, 0-34 x 0-32 = 15-53, 0-34 x 0-33 = 16-18, 0-34 x 0-34 = 16-52, 0-34 x 0-35 = 17-17, 0-34 x 0-36 = 17-51, 0-34 x 0-37 = 18-16, 0-34 x 0-38 = 18-50, 0-34 x 0-39 = 19-15, 0-34 x 0-40 = 19-49, 0-34 x 0-41 = 20-14, 0-34 x 0-42 = 20-48, 0-34 x 0-43 = 21-13, 0-34 x 0-44 = 21-47, 0-34 x 0-45 = 22-12, 0-34 x 0-46 = 22-46, 0-34 x 0-47 = 23-11, 0-34 x 0-48 = 23-45, 0-34 x 0-49 = 24-10, 0-34 x 0-50 = 24-44, 0-34 x 0-51 = 25-9, 0-34 x 0-52 = 25-43, 0-34 x 0-53 = 26-8, 0-34 x 0-54 = 26-42, 0-34 x 0-55 = 27-7, 0-34 x 0-56 = 27-41, 0-34 x 0-57 = 28-6, 0-34 x 0-58 = 28-40, 0-34 x 0-59 = 29-5, 0-34 x 0-60 = 29-39, 0-34 x 0-61 = 30-4, 0-34 x 0-62 = 30-38, 0-34 x 0-63 = 31-3, 0-34 x 0-64 = 31-37, 0-34 x 0-65 = 32-2, 0-34 x 0-66 = 32-36, 0-34 x 0-67 = 33-1, 0-34 x 0-68 = 33-35, 
