35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-15, 35 x 4 = 1-50, 35 x 5 = 1-85, 35 x 6 = 2-30, 35 x 7 = 2-65, 35 x 8 = 3-10, 35 x 9 = 3-45, 35 x 10 = 3-80, 35 x 11 = 4-25, 35 x 12 = 4-60, 35 x 13 = 5-5, 35 x 14 = 5-40, 35 x 15 = 5-75, 35 x 16 = 6-20, 35 x 17 = 6-55, 35 x 18 = 7-0, 35 x 19 = 7-35, 35 x 20 = 7-70, 35 x 21 = 8-15, 35 x 22 = 8-50, 35 x 23 = 8-85, 35 x 24 = 9-30, 35 x 25 = 9-65, 35 x 26 = 10-10, 35 x 27 = 10-45, 35 x 28 = 10-80, 35 x 29 = 11-25, 35 x 30 = 11-60, 35 x 31 = 12-5, 35 x 32 = 12-40, 35 x 33 = 12-75, 35 x 34 = 13-20, 35 x 35 = 13-55, 35 x 36 = 14-0, 35 x 37 = 14-35, 35 x 38 = 14-70, 35 x 39 = 15-15, 35 x 40 = 15-50, 35 x 41 = 15-85, 35 x 42 = 16-30, 35 x 43 = 16-65, 35 x 44 = 17-10, 35 x 45 = 17-45, 35 x 46 = 17-80, 35 x 47 = 18-25, 35 x 48 = 18-60, 35 x 49 = 19-5, 35 x 50 = 19-40, 35 x 51 = 19-75, 35 x 52 = 20-20, 35 x 53 = 20-55, 35 x 54 = 21-0, 35 x 55 = 21-35, 35 x 56 = 21-70, 35 x 57 = 22-15, 35 x 58 = 22-50, 35 x 59 = 22-85, 35 x 60 = 23-30, 35 x 61 = 23-65, 35 x 62 = 24-10, 35 x 63 = 24-45, 35 x 64 = 24-80, 35 x 65 = 25-25, 35 x 66 = 25-60, 35 x 67 = 26-5, 35 x 68 = 26-40, 35 x 69 = 26-75, 35 x 70 = 27-20, 35 x 71 = 27-55, 35 x 72 = 28-0, 35 x 73 = 28-35, 35 x 74 = 28-70, 35 x 75 = 29-15, 35 x 76 = 29-50, 35 x 77 = 29-85, 35 x 78 = 30-30, 35 x 79 = 30-65, 35 x 80 = 31-10, 35 x 81 = 31-45, 35 x 82 = 31-80, 35 x 83 = 32-25, 35 x 84 = 32-60, 35 x 85 = 33-5, 35 x 86 = 33-40, 35 x 87 = 33-75, 35 x 88 = 34-20, 35 x 89 = 34-55, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-18, 36 x 4 = 1-54, 36 x 5 = 2-0, 36 x 6 = 2-36, 36 x 7 = 2-72, 36 x 8 = 3-18, 36 x 9 = 3-54, 36 x 10 = 4-0, 36 x 11 = 4-36, 36 x 12 = 4-72, 36 x 13 = 5-18, 36 x 14 = 5-54, 36 x 15 = 6-0, 36 x 16 = 6-36, 36 x 17 = 6-72, 36 x 18 = 7-18, 36 x 19 = 7-54, 36 x 20 = 8-0, 36 x 21 = 8-36, 36 x 22 = 8-72, 36 x 23 = 9-18, 36 x 24 = 9-54, 36 x 25 = 10-0, 36 x 26 = 10-36, 36 x 27 = 10-72, 36 x 28 = 11-18, 36 x 29 = 11-54, 36 x 30 = 12-0, 36 x 31 = 12-36, 36 x 32 = 12-72, 36 x 33 = 13-18, 36 x 34 = 13-54, 36 x 35 = 14-0, 36 x 36 = 14-36, 36 x 37 = 14-72, 36 x 38 = 15-18, 36 x 39 = 15-54, 36 x 40 = 16-0, 36 x 41 = 16-36, 36 x 42 = 16-72, 36 x 43 = 17-18, 36 x 44 = 17-54, 36 x 45 = 18-0, 36 x 46 = 18-36, 36 x 47 = 18-72, 36 x 48 = 19-18, 36 x 49 = 19-54, 36 x 50 = 20-0, 36 x 51 = 20-36, 36 x 52 = 20-72, 36 x 53 = 21-18, 36 x 54 = 21-54, 36 x 55 = 22-0, 36 x 56 = 22-36, 36 x 57 = 22-72, 36 x 58 = 23-18, 36 x 59 = 23-54, 36 x 60 = 24-0, 36 x 61 = 24-36, 36 x 62 = 24-72, 36 x 63 = 25-18, 36 x 64 = 25-54, 36 x 65 = 26-0, 36 x 66 = 26-36, 36 x 67 = 26-72, 36 x 68 = 27-18, 36 x 69 = 27-54, 36 x 70 = 28-0, 36 x 71 = 28-36, 36 x 72 = 28-72, 36 x 73 = 29-18, 36 x 74 = 29-54, 36 x 75 = 30-0, 36 x 76 = 30-36, 36 x 77 = 30-72, 36 x 78 = 31-18, 36 x 79 = 31-54, 36 x 80 = 32-0, 36 x 81 = 32-36, 36 x 82 = 32-72, 36 x 83 = 33-18, 36 x 84 = 33-54, 36 x 85 = 34-0, 36 x 86 = 34-36, 36 x 87 = 34-72, 36 x 88 = 35-18, 36 x 89 = 35-54, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-21, 37 x 4 = 1-58, 37 x 5 = 2-5, 37 x 6 = 2-42, 37 x 7 = 2-79, 37 x 8 = 3-26, 37 x 9 = 3-63, 37 x 10 = 4-10, 37 x 11 = 4-47, 37 x 12 = 4-84, 37 x 13 = 5-31, 37 x 14 = 5-68, 37 x 15 = 6-15, 37 x 16 = 6-52, 37 x 17 = 6-89, 37 x 18 = 7-36, 37 x 19 = 7-73, 37 x 20 = 8-20, 37 x 21 = 8-57, 37 x 22 = 9-4, 37 x 23 = 9-41, 37 x 24 = 9-78, 37 x 25 = 10-25, 37 x 26 = 10-62, 37 x 27 = 11-9, 37 x 28 = 11-46, 37 x 29 = 11-83, 37 x 30 = 12-30, 37 x 31 = 12-67, 37 x 32 = 13-14, 37 x 33 = 13-51, 37 x 34 = 13-88, 37 x 35 = 14-35, 37 x 36 = 14-72, 37 x 37 = 15-19, 37 x 38 = 15-56, 37 x 39 = 16-3, 37 x 40 = 16-40, 37 x 41 = 16-77, 37 x 42 = 17-24, 37 x 43 = 17-61, 37 x 44 = 18-8, 37 x 45 = 18-45, 37 x 46 = 18-82, 37 x 47 = 19-29, 37 x 48 = 19-66, 37 x 49 = 20-13, 37 x 50 = 20-50, 37 x 51 = 20-87, 37 x 52 = 21-34, 37 x 53 = 21-71, 37 x 54 = 22-18, 37 x 55 = 22-55, 37 x 56 = 23-2, 37 x 57 = 23-39, 37 x 58 = 23-76, 37 x 59 = 24-23, 37 x 60 = 24-60, 37 x 61 = 25-7, 37 x 62 = 25-44, 37 x 63 = 25-81, 37 x 64 = 26-28, 37 x 65 = 26-65, 37 x 66 = 27-12, 37 x 67 = 27-49, 37 x 68 = 27-86, 37 x 69 = 28-33, 37 x 70 = 28-70, 37 x 71 = 29-17, 37 x 72 = 29-54, 37 x 73 = 30-1, 37 x 74 = 30-38, 37 x 75 = 30-75, 37 x 76 = 31-22, 37 x 77 = 31-59, 37 x 78 = 32-6, 37 x 79 = 32-43, 37 x 80 = 32-80, 37 x 81 = 33-27, 37 x 82 = 33-64, 37 x 83 = 34-11, 37 x 84 = 34-48, 37 x 85 = 34-85, 37 x 86 = 35-32, 37 x 87 = 35-69, 37 x 88 = 36-16, 37 x 89 = 36-53, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-24, 38 x 4 = 1-62, 38 x 5 = 2-10, 38 x 6 = 2-48, 38 x 7 = 2-86, 38 x 8 = 3-34, 38 x 9 = 3-72, 38 x 10 = 4-20, 38 x 11 = 4-58, 38 x 12 = 5-6, 38 x 13 = 5-44, 38 x 14 = 5-82, 38 x 15 = 6-30, 38 x 16 = 6-68, 38 x 17 = 7-16, 38 x 18 = 7-54, 38 x 19 = 8-2, 38 x 20 = 8-40, 38 x 21 = 8-78, 38 x 22 = 9-26, 38 x 23 = 9-64, 38 x 24 = 10-12, 38 x 25 = 10-50, 38 x 26 = 10-88, 38 x 27 = 11-36, 38 x 28 = 11-74, 38 x 29 = 12-22, 38 x 30 = 12-60, 38 x 31 = 13-8, 38 x 32 = 13-46, 38 x 33 = 13-84, 38 x 34 = 14-32, 38 x 35 = 14-70, 38 x 36 = 15-18, 38 x 37 = 15-56, 38 x 38 = 16-4, 38 x 39 = 16-42, 38 x 40 = 16-80, 38 x 41 = 17-28, 38 x 42 = 17-66, 38 x 43 = 18-14, 38 x 44 = 18-52, 38 x 45 = 19-0, 38 x 46 = 19-38, 38 x 47 = 19-76, 38 x 48 = 20-24, 38 x 49 = 20-62, 38 x 50 = 21-10, 38 x 51 = 21-48, 38 x 52 = 21-86, 38 x 53 = 22-34, 38 x 54 = 22-72, 38 x 55 = 23-20, 38 x 56 = 23-58, 38 x 57 = 24-6, 38 x 58 = 24-44, 38 x 59 = 24-82, 38 x 60 = 25-30, 38 x 61 = 25-68, 38 x 62 = 26-16, 38 x 63 = 26-54, 38 x 64 = 27-2, 38 x 65 = 27-40, 38 x 66 = 27-78, 38 x 67 = 28-26, 38 x 68 = 28-64, 38 x 69 = 29-12, 38 x 70 = 29-50, 38 x 71 = 29-88, 38 x 72 = 30-36, 38 x 73 = 30-74, 38 x 74 = 31-22, 38 x 75 = 31-60, 38 x 76 = 32-8, 38 x 77 = 32-46, 38 x 78 = 32-84, 38 x 79 = 33-32, 38 x 80 = 33-70, 38 x 81 = 34-18, 38 x 82 = 34-56, 38 x 83 = 35-4, 38 x 84 = 35-42, 38 x 85 = 35-80, 38 x 86 = 36-28, 38 x 87 = 36-66, 38 x 88 = 37-14, 38 x 89 = 37-52, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-27, 39 x 4 = 1-66, 39 x 5 = 2-15, 39 x 6 = 2-54, 39 x 7 = 3-3, 39 x 8 = 3-42, 39 x 9 = 3-81, 39 x 10 = 4-30, 39 x 11 = 4-69, 39 x 12 = 5-18, 39 x 13 = 5-57, 39 x 14 = 6-6, 39 x 15 = 6-45, 39 x 16 = 6-84, 39 x 17 = 7-33, 39 x 18 = 7-72, 39 x 19 = 8-21, 39 x 20 = 8-60, 39 x 21 = 9-9, 39 x 22 = 9-48, 39 x 23 = 9-87, 39 x 24 = 10-36, 39 x 25 = 10-75, 39 x 26 = 11-24, 39 x 27 = 11-63, 39 x 28 = 12-12, 39 x 29 = 12-51, 39 x 30 = 13-0, 39 x 31 = 13-39, 39 x 32 = 13-78, 39 x 33 = 14-27, 39 x 34 = 14-66, 39 x 35 = 15-15, 39 x 36 = 15-54, 39 x 37 = 16-3, 39 x 38 = 16-42, 39 x 39 = 16-81, 39 x 40 = 17-30, 39 x 41 = 17-69, 39 x 42 = 18-18, 39 x 43 = 18-57, 39 x 44 = 19-6, 39 x 45 = 19-45, 39 x 46 = 19-84, 39 x 47 = 20-33, 39 x 48 = 20-72, 39 x 49 = 21-21, 39 x 50 = 21-60, 39 x 51 = 22-9, 39 x 52 = 22-48, 39 x 53 = 22-87, 39 x 54 = 23-36, 39 x 55 = 23-75, 39 x 56 = 24-24, 39 x 57 = 24-63, 39 x 58 = 25-12, 39 x 59 = 25-51, 39 x 60 = 26-0, 39 x 61 = 26-39, 39 x 62 = 26-78, 39 x 63 = 27-27, 39 x 64 = 27-66, 39 x 65 = 28-15, 39 x 66 = 28-54, 39 x 67 = 29-3, 39 x 68 = 29-42, 39 x 69 = 29-81, 39 x 70 = 30-30, 39 x 71 = 30-69, 39 x 72 = 31-18, 39 x 73 = 31-57, 39 x 74 = 32-6, 39 x 75 = 32-45, 39 x 76 = 32-84, 39 x 77 = 33-33, 39 x 78 = 33-72, 39 x 79 = 34-21, 39 x 80 = 34-60, 39 x 81 = 35-9, 39 x 82 = 35-48, 39 x 83 = 35-87, 39 x 84 = 36-36, 39 x 85 = 36-75, 39 x 86 = 37-24, 39 x 87 = 37-63, 39 x 88 = 38-12, 39 x 89 = 38-51, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-30, 40 x 4 = 1-70, 40 x 5 = 2-20, 40 x 6 = 2-60, 40 x 7 = 3-10, 40 x 8 = 3-50, 40 x 9 = 4-0, 40 x 10 = 4-40, 40 x 11 = 4-80, 40 x 12 = 5-30, 40 x 13 = 5-70, 40 x 14 = 6-20, 40 x 15 = 6-60, 40 x 16 = 7-10, 40 x 17 = 7-50, 40 x 18 = 8-0, 40 x 19 = 8-40, 40 x 20 = 8-80, 40 x 21 = 9-30, 40 x 22 = 9-70, 40 x 23 = 10-20, 40 x 24 = 10-60, 40 x 25 = 11-10, 40 x 26 = 11-50, 40 x 27 = 12-0, 40 x 28 = 12-40, 40 x 29 = 12-80, 40 x 30 = 13-30, 40 x 31 = 13-70, 40 x 32 = 14-20, 40 x 33 = 14-60, 40 x 34 = 15-10, 40 x 35 = 15-50, 40 x 36 = 16-0, 40 x 37 = 16-40, 40 x 38 = 16-80, 40 x 39 = 17-30, 40 x 40 = 17-70, 40 x 41 = 18-20, 40 x 42 = 18-60, 40 x 43 = 19-10, 40 x 44 = 19-50, 40 x 45 = 20-0, 40 x 46 = 20-40, 40 x 47 = 20-80, 40 x 48 = 21-30, 40 x 49 = 21-70, 40 x 50 = 22-20, 40 x 51 = 22-60, 40 x 52 = 23-10, 40 x 53 = 23-50, 40 x 54 = 24-0, 40 x 55 = 24-40, 40 x 56 = 24-80, 40 x 57 = 25-30, 40 x 58 = 25-70, 40 x 59 = 26-20, 40 x 60 = 26-60, 40 x 61 = 27-10, 40 x 62 = 27-50, 40 x 63 = 28-0, 40 x 64 = 28-40, 40 x 65 = 28-80, 40 x 66 = 29-30, 40 x 67 = 29-70, 40 x 68 = 30-20, 40 x 69 = 30-60, 40 x 70 = 31-10, 40 x 71 = 31-50, 40 x 72 = 32-0, 40 x 73 = 32-40, 40 x 74 = 32-80, 40 x 75 = 33-30, 40 x 76 = 33-70, 40 x 77 = 34-20, 40 x 78 = 34-60, 40 x 79 = 35-10, 40 x 80 = 35-50, 40 x 81 = 36-0, 40 x 82 = 36-40, 40 x 83 = 36-80, 40 x 84 = 37-30, 40 x 85 = 37-70, 40 x 86 = 38-20, 40 x 87 = 38-60, 40 x 88 = 39-10, 40 x 89 = 39-50, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-33, 41 x 4 = 1-74, 41 x 5 = 2-25, 41 x 6 = 2-66, 41 x 7 = 3-17, 41 x 8 = 3-58, 41 x 9 = 4-9, 41 x 10 = 4-50, 41 x 11 = 5-1, 41 x 12 = 5-42, 41 x 13 = 5-83, 41 x 14 = 6-34, 41 x 15 = 6-75, 41 x 16 = 7-26, 41 x 17 = 7-67, 41 x 18 = 8-18, 41 x 19 = 8-59, 41 x 20 = 9-10, 41 x 21 = 9-51, 41 x 22 = 10-2, 41 x 23 = 10-43, 41 x 24 = 10-84, 41 x 25 = 11-35, 41 x 26 = 11-76, 41 x 27 = 12-27, 41 x 28 = 12-68, 41 x 29 = 13-19, 41 x 30 = 13-60, 41 x 31 = 14-11, 41 x 32 = 14-52, 41 x 33 = 15-3, 41 x 34 = 15-44, 41 x 35 = 15-85, 41 x 36 = 16-36, 41 x 37 = 16-77, 41 x 38 = 17-28, 41 x 39 = 17-69, 41 x 40 = 18-20, 41 x 41 = 18-61, 41 x 42 = 19-12, 41 x 43 = 19-53, 41 x 44 = 20-4, 41 x 45 = 20-45, 41 x 46 = 20-86, 41 x 47 = 21-37, 41 x 48 = 21-78, 41 x 49 = 22-29, 41 x 50 = 22-70, 41 x 51 = 23-21, 41 x 52 = 23-62, 41 x 53 = 24-13, 41 x 54 = 24-54, 41 x 55 = 25-5, 41 x 56 = 25-46, 41 x 57 = 25-87, 41 x 58 = 26-38, 41 x 59 = 26-79, 41 x 60 = 27-30, 41 x 61 = 27-71, 41 x 62 = 28-22, 41 x 63 = 28-63, 41 x 64 = 29-14, 41 x 65 = 29-55, 41 x 66 = 30-6, 41 x 67 = 30-47, 41 x 68 = 30-88, 41 x 69 = 31-39, 41 x 70 = 31-80, 41 x 71 = 32-31, 41 x 72 = 32-72, 41 x 73 = 33-23, 41 x 74 = 33-64, 41 x 75 = 34-15, 41 x 76 = 34-56, 41 x 77 = 35-7, 41 x 78 = 35-48, 41 x 79 = 35-89, 41 x 80 = 36-40, 41 x 81 = 36-81, 41 x 82 = 37-32, 41 x 83 = 37-73, 41 x 84 = 38-24, 41 x 85 = 38-65, 41 x 86 = 39-16, 41 x 87 = 39-57, 41 x 88 = 40-8, 41 x 89 = 40-49, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-36, 42 x 4 = 1-78, 42 x 5 = 2-30, 42 x 6 = 2-72, 42 x 7 = 3-24, 42 x 8 = 3-66, 42 x 9 = 4-18, 42 x 10 = 4-60, 42 x 11 = 5-12, 42 x 12 = 5-54, 42 x 13 = 6-6, 42 x 14 = 6-48, 42 x 15 = 7-0, 42 x 16 = 7-42, 42 x 17 = 7-84, 42 x 18 = 8-36, 42 x 19 = 8-78, 42 x 20 = 9-30, 42 x 21 = 9-72, 42 x 22 = 10-24, 42 x 23 = 10-66, 42 x 24 = 11-18, 42 x 25 = 11-60, 42 x 26 = 12-12, 42 x 27 = 12-54, 42 x 28 = 13-6, 42 x 29 = 13-48, 42 x 30 = 14-0, 42 x 31 = 14-42, 42 x 32 = 14-84, 42 x 33 = 15-36, 42 x 34 = 15-78, 42 x 35 = 16-30, 42 x 36 = 16-72, 42 x 37 = 17-24, 42 x 38 = 17-66, 42 x 39 = 18-18, 42 x 40 = 18-60, 42 x 41 = 19-12, 42 x 42 = 19-54, 42 x 43 = 20-6, 42 x 44 = 20-48, 42 x 45 = 21-0, 42 x 46 = 21-42, 42 x 47 = 21-84, 42 x 48 = 22-36, 42 x 49 = 22-78, 42 x 50 = 23-30, 42 x 51 = 23-72, 42 x 52 = 24-24, 42 x 53 = 24-66, 42 x 54 = 25-18, 42 x 55 = 25-60, 42 x 56 = 26-12, 42 x 57 = 26-54, 42 x 58 = 27-6, 42 x 59 = 27-48, 42 x 60 = 28-0, 42 x 61 = 28-42, 42 x 62 = 28-84, 42 x 63 = 29-36, 42 x 64 = 29-78, 42 x 65 = 30-30, 42 x 66 = 30-72, 42 x 67 = 31-24, 42 x 68 = 31-66, 42 x 69 = 32-18, 42 x 70 = 32-60, 42 x 71 = 33-12, 42 x 72 = 33-54, 42 x 73 = 34-6, 42 x 74 = 34-48, 42 x 75 = 35-0, 42 x 76 = 35-42, 42 x 77 = 35-84, 42 x 78 = 36-36, 42 x 79 = 36-78, 42 x 80 = 37-30, 42 x 81 = 37-72, 42 x 82 = 38-24, 42 x 83 = 38-66, 42 x 84 = 39-18, 42 x 85 = 39-60, 42 x 86 = 40-12, 42 x 87 = 40-54, 42 x 88 = 41-6, 42 x 89 = 41-48, 
43 x 1 = 0-43, 43 x 2 = 0-86, 43 x 3 = 1-39, 43 x 4 = 1-82, 43 x 5 = 2-35, 43 x 6 = 2-78, 43 x 7 = 3-31, 43 x 8 = 3-74, 43 x 9 = 4-27, 43 x 10 = 4-70, 43 x 11 = 5-23, 43 x 12 = 5-66, 43 x 13 = 6-19, 43 x 14 = 6-62, 43 x 15 = 7-15, 43 x 16 = 7-58, 43 x 17 = 8-11, 43 x 18 = 8-54, 43 x 19 = 9-7, 43 x 20 = 9-50, 43 x 21 = 10-3, 43 x 22 = 10-46, 43 x 23 = 10-89, 43 x 24 = 11-42, 43 x 25 = 11-85, 43 x 26 = 12-38, 43 x 27 = 12-81, 43 x 28 = 13-34, 43 x 29 = 13-77, 43 x 30 = 14-30, 43 x 31 = 14-73, 43 x 32 = 15-26, 43 x 33 = 15-69, 43 x 34 = 16-22, 43 x 35 = 16-65, 43 x 36 = 17-18, 43 x 37 = 17-61, 43 x 38 = 18-14, 43 x 39 = 18-57, 43 x 40 = 19-10, 43 x 41 = 19-53, 43 x 42 = 20-6, 43 x 43 = 20-49, 43 x 44 = 21-2, 43 x 45 = 21-45, 43 x 46 = 21-88, 43 x 47 = 22-41, 43 x 48 = 22-84, 43 x 49 = 23-37, 43 x 50 = 23-80, 43 x 51 = 24-33, 43 x 52 = 24-76, 43 x 53 = 25-29, 43 x 54 = 25-72, 43 x 55 = 26-25, 43 x 56 = 26-68, 43 x 57 = 27-21, 43 x 58 = 27-64, 43 x 59 = 28-17, 43 x 60 = 28-60, 43 x 61 = 29-13, 43 x 62 = 29-56, 43 x 63 = 30-9, 43 x 64 = 30-52, 43 x 65 = 31-5, 43 x 66 = 31-48, 43 x 67 = 32-1, 43 x 68 = 32-44, 43 x 69 = 32-87, 43 x 70 = 33-40, 43 x 71 = 33-83, 43 x 72 = 34-36, 43 x 73 = 34-79, 43 x 74 = 35-32, 43 x 75 = 35-75, 43 x 76 = 36-28, 43 x 77 = 36-71, 43 x 78 = 37-24, 43 x 79 = 37-67, 43 x 80 = 38-20, 43 x 81 = 38-63, 43 x 82 = 39-16, 43 x 83 = 39-59, 43 x 84 = 40-12, 43 x 85 = 40-55, 43 x 86 = 41-8, 43 x 87 = 41-51, 43 x 88 = 42-4, 43 x 89 = 42-47, 
44 x 1 = 0-44, 44 x 2 = 0-88, 44 x 3 = 1-42, 44 x 4 = 1-86, 44 x 5 = 2-40, 44 x 6 = 2-84, 44 x 7 = 3-38, 44 x 8 = 3-82, 44 x 9 = 4-36, 44 x 10 = 4-80, 44 x 11 = 5-34, 44 x 12 = 5-78, 44 x 13 = 6-32, 44 x 14 = 6-76, 44 x 15 = 7-30, 44 x 16 = 7-74, 44 x 17 = 8-28, 44 x 18 = 8-72, 44 x 19 = 9-26, 44 x 20 = 9-70, 44 x 21 = 10-24, 44 x 22 = 10-68, 44 x 23 = 11-22, 44 x 24 = 11-66, 44 x 25 = 12-20, 44 x 26 = 12-64, 44 x 27 = 13-18, 44 x 28 = 13-62, 44 x 29 = 14-16, 44 x 30 = 14-60, 44 x 31 = 15-14, 44 x 32 = 15-58, 44 x 33 = 16-12, 44 x 34 = 16-56, 44 x 35 = 17-10, 44 x 36 = 17-54, 44 x 37 = 18-8, 44 x 38 = 18-52, 44 x 39 = 19-6, 44 x 40 = 19-50, 44 x 41 = 20-4, 44 x 42 = 20-48, 44 x 43 = 21-2, 44 x 44 = 21-46, 44 x 45 = 22-0, 44 x 46 = 22-44, 44 x 47 = 22-88, 44 x 48 = 23-42, 44 x 49 = 23-86, 44 x 50 = 24-40, 44 x 51 = 24-84, 44 x 52 = 25-38, 44 x 53 = 25-82, 44 x 54 = 26-36, 44 x 55 = 26-80, 44 x 56 = 27-34, 44 x 57 = 27-78, 44 x 58 = 28-32, 44 x 59 = 28-76, 44 x 60 = 29-30, 44 x 61 = 29-74, 44 x 62 = 30-28, 44 x 63 = 30-72, 44 x 64 = 31-26, 44 x 65 = 31-70, 44 x 66 = 32-24, 44 x 67 = 32-68, 44 x 68 = 33-22, 44 x 69 = 33-66, 44 x 70 = 34-20, 44 x 71 = 34-64, 44 x 72 = 35-18, 44 x 73 = 35-62, 44 x 74 = 36-16, 44 x 75 = 36-60, 44 x 76 = 37-14, 44 x 77 = 37-58, 44 x 78 = 38-12, 44 x 79 = 38-56, 44 x 80 = 39-10, 44 x 81 = 39-54, 44 x 82 = 40-8, 44 x 83 = 40-52, 44 x 84 = 41-6, 44 x 85 = 41-50, 44 x 86 = 42-4, 44 x 87 = 42-48, 44 x 88 = 43-2, 44 x 89 = 43-46, 
45 x 1 = 0-45, 45 x 2 = 1-0, 45 x 3 = 1-45, 45 x 4 = 2-0, 45 x 5 = 2-45, 45 x 6 = 3-0, 45 x 7 = 3-45, 45 x 8 = 4-0, 45 x 9 = 4-45, 45 x 10 = 5-0, 45 x 11 = 5-45, 45 x 12 = 6-0, 45 x 13 = 6-45, 45 x 14 = 7-0, 45 x 15 = 7-45, 45 x 16 = 8-0, 45 x 17 = 8-45, 45 x 18 = 9-0, 45 x 19 = 9-45, 45 x 20 = 10-0, 45 x 21 = 10-45, 45 x 22 = 11-0, 45 x 23 = 11-45, 45 x 24 = 12-0, 45 x 25 = 12-45, 45 x 26 = 13-0, 45 x 27 = 13-45, 45 x 28 = 14-0, 45 x 29 = 14-45, 45 x 30 = 15-0, 45 x 31 = 15-45, 45 x 32 = 16-0, 45 x 33 = 16-45, 45 x 34 = 17-0, 45 x 35 = 17-45, 45 x 36 = 18-0, 45 x 37 = 18-45, 45 x 38 = 19-0, 45 x 39 = 19-45, 45 x 40 = 20-0, 45 x 41 = 20-45, 45 x 42 = 21-0, 45 x 43 = 21-45, 45 x 44 = 22-0, 45 x 45 = 22-45, 45 x 46 = 23-0, 45 x 47 = 23-45, 45 x 48 = 24-0, 45 x 49 = 24-45, 45 x 50 = 25-0, 45 x 51 = 25-45, 45 x 52 = 26-0, 45 x 53 = 26-45, 45 x 54 = 27-0, 45 x 55 = 27-45, 45 x 56 = 28-0, 45 x 57 = 28-45, 45 x 58 = 29-0, 45 x 59 = 29-45, 45 x 60 = 30-0, 45 x 61 = 30-45, 45 x 62 = 31-0, 45 x 63 = 31-45, 45 x 64 = 32-0, 45 x 65 = 32-45, 45 x 66 = 33-0, 45 x 67 = 33-45, 45 x 68 = 34-0, 45 x 69 = 34-45, 45 x 70 = 35-0, 45 x 71 = 35-45, 45 x 72 = 36-0, 45 x 73 = 36-45, 45 x 74 = 37-0, 45 x 75 = 37-45, 45 x 76 = 38-0, 45 x 77 = 38-45, 45 x 78 = 39-0, 45 x 79 = 39-45, 45 x 80 = 40-0, 45 x 81 = 40-45, 45 x 82 = 41-0, 45 x 83 = 41-45, 45 x 84 = 42-0, 45 x 85 = 42-45, 45 x 86 = 43-0, 45 x 87 = 43-45, 45 x 88 = 44-0, 45 x 89 = 44-45, 
46 x 1 = 0-46, 46 x 2 = 1-2, 46 x 3 = 1-48, 46 x 4 = 2-4, 46 x 5 = 2-50, 46 x 6 = 3-6, 46 x 7 = 3-52, 46 x 8 = 4-8, 46 x 9 = 4-54, 46 x 10 = 5-10, 46 x 11 = 5-56, 46 x 12 = 6-12, 46 x 13 = 6-58, 46 x 14 = 7-14, 46 x 15 = 7-60, 46 x 16 = 8-16, 46 x 17 = 8-62, 46 x 18 = 9-18, 46 x 19 = 9-64, 46 x 20 = 10-20, 46 x 21 = 10-66, 46 x 22 = 11-22, 46 x 23 = 11-68, 46 x 24 = 12-24, 46 x 25 = 12-70, 46 x 26 = 13-26, 46 x 27 = 13-72, 46 x 28 = 14-28, 46 x 29 = 14-74, 46 x 30 = 15-30, 46 x 31 = 15-76, 46 x 32 = 16-32, 46 x 33 = 16-78, 46 x 34 = 17-34, 46 x 35 = 17-80, 46 x 36 = 18-36, 46 x 37 = 18-82, 46 x 38 = 19-38, 46 x 39 = 19-84, 46 x 40 = 20-40, 46 x 41 = 20-86, 46 x 42 = 21-42, 46 x 43 = 21-88, 46 x 44 = 22-44, 46 x 45 = 23-0, 46 x 46 = 23-46, 46 x 47 = 24-2, 46 x 48 = 24-48, 46 x 49 = 25-4, 46 x 50 = 25-50, 46 x 51 = 26-6, 46 x 52 = 26-52, 46 x 53 = 27-8, 46 x 54 = 27-54, 46 x 55 = 28-10, 46 x 56 = 28-56, 46 x 57 = 29-12, 46 x 58 = 29-58, 46 x 59 = 30-14, 46 x 60 = 30-60, 46 x 61 = 31-16, 46 x 62 = 31-62, 46 x 63 = 32-18, 46 x 64 = 32-64, 46 x 65 = 33-20, 46 x 66 = 33-66, 46 x 67 = 34-22, 46 x 68 = 34-68, 46 x 69 = 35-24, 46 x 70 = 35-70, 46 x 71 = 36-26, 46 x 72 = 36-72, 46 x 73 = 37-28, 46 x 74 = 37-74, 46 x 75 = 38-30, 46 x 76 = 38-76, 46 x 77 = 39-32, 46 x 78 = 39-78, 46 x 79 = 40-34, 46 x 80 = 40-80, 46 x 81 = 41-36, 46 x 82 = 41-82, 46 x 83 = 42-38, 46 x 84 = 42-84, 46 x 85 = 43-40, 46 x 86 = 43-86, 46 x 87 = 44-42, 46 x 88 = 44-88, 46 x 89 = 45-44, 
