31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-24, 31 x 5 = 1-55, 31 x 6 = 1-86, 31 x 7 = 2-17, 31 x 8 = 2-48, 31 x 9 = 2-79, 31 x 10 = 3-10, 31 x 11 = 3-41, 31 x 12 = 3-72, 31 x 13 = 4-3, 31 x 14 = 4-34, 31 x 15 = 4-65, 31 x 16 = 4-96, 31 x 17 = 5-27, 31 x 18 = 5-58, 31 x 19 = 5-89, 31 x 20 = 6-20, 31 x 21 = 6-51, 31 x 22 = 6-82, 31 x 23 = 7-13, 31 x 24 = 7-44, 31 x 25 = 7-75, 31 x 26 = 8-6, 31 x 27 = 8-37, 31 x 28 = 8-68, 31 x 29 = 8-99, 31 x 30 = 9-30, 31 x 31 = 9-61, 31 x 32 = 9-92, 31 x 33 = 10-23, 31 x 34 = 10-54, 31 x 35 = 10-85, 31 x 36 = 11-16, 31 x 37 = 11-47, 31 x 38 = 11-78, 31 x 39 = 12-9, 31 x 40 = 12-40, 31 x 41 = 12-71, 31 x 42 = 13-2, 31 x 43 = 13-33, 31 x 44 = 13-64, 31 x 45 = 13-95, 31 x 46 = 14-26, 31 x 47 = 14-57, 31 x 48 = 14-88, 31 x 49 = 15-19, 31 x 50 = 15-50, 31 x 51 = 15-81, 31 x 52 = 16-12, 31 x 53 = 16-43, 31 x 54 = 16-74, 31 x 55 = 17-5, 31 x 56 = 17-36, 31 x 57 = 17-67, 31 x 58 = 17-98, 31 x 59 = 18-29, 31 x 60 = 18-60, 31 x 61 = 18-91, 31 x 62 = 19-22, 31 x 63 = 19-53, 31 x 64 = 19-84, 31 x 65 = 20-15, 31 x 66 = 20-46, 31 x 67 = 20-77, 31 x 68 = 21-8, 31 x 69 = 21-39, 31 x 70 = 21-70, 31 x 71 = 22-1, 31 x 72 = 22-32, 31 x 73 = 22-63, 31 x 74 = 22-94, 31 x 75 = 23-25, 31 x 76 = 23-56, 31 x 77 = 23-87, 31 x 78 = 24-18, 31 x 79 = 24-49, 31 x 80 = 24-80, 31 x 81 = 25-11, 31 x 82 = 25-42, 31 x 83 = 25-73, 31 x 84 = 26-4, 31 x 85 = 26-35, 31 x 86 = 26-66, 31 x 87 = 26-97, 31 x 88 = 27-28, 31 x 89 = 27-59, 31 x 90 = 27-90, 31 x 91 = 28-21, 31 x 92 = 28-52, 31 x 93 = 28-83, 31 x 94 = 29-14, 31 x 95 = 29-45, 31 x 96 = 29-76, 31 x 97 = 30-7, 31 x 98 = 30-38, 31 x 99 = 30-69, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-28, 32 x 5 = 1-60, 32 x 6 = 1-92, 32 x 7 = 2-24, 32 x 8 = 2-56, 32 x 9 = 2-88, 32 x 10 = 3-20, 32 x 11 = 3-52, 32 x 12 = 3-84, 32 x 13 = 4-16, 32 x 14 = 4-48, 32 x 15 = 4-80, 32 x 16 = 5-12, 32 x 17 = 5-44, 32 x 18 = 5-76, 32 x 19 = 6-8, 32 x 20 = 6-40, 32 x 21 = 6-72, 32 x 22 = 7-4, 32 x 23 = 7-36, 32 x 24 = 7-68, 32 x 25 = 8-0, 32 x 26 = 8-32, 32 x 27 = 8-64, 32 x 28 = 8-96, 32 x 29 = 9-28, 32 x 30 = 9-60, 32 x 31 = 9-92, 32 x 32 = 10-24, 32 x 33 = 10-56, 32 x 34 = 10-88, 32 x 35 = 11-20, 32 x 36 = 11-52, 32 x 37 = 11-84, 32 x 38 = 12-16, 32 x 39 = 12-48, 32 x 40 = 12-80, 32 x 41 = 13-12, 32 x 42 = 13-44, 32 x 43 = 13-76, 32 x 44 = 14-8, 32 x 45 = 14-40, 32 x 46 = 14-72, 32 x 47 = 15-4, 32 x 48 = 15-36, 32 x 49 = 15-68, 32 x 50 = 16-0, 32 x 51 = 16-32, 32 x 52 = 16-64, 32 x 53 = 16-96, 32 x 54 = 17-28, 32 x 55 = 17-60, 32 x 56 = 17-92, 32 x 57 = 18-24, 32 x 58 = 18-56, 32 x 59 = 18-88, 32 x 60 = 19-20, 32 x 61 = 19-52, 32 x 62 = 19-84, 32 x 63 = 20-16, 32 x 64 = 20-48, 32 x 65 = 20-80, 32 x 66 = 21-12, 32 x 67 = 21-44, 32 x 68 = 21-76, 32 x 69 = 22-8, 32 x 70 = 22-40, 32 x 71 = 22-72, 32 x 72 = 23-4, 32 x 73 = 23-36, 32 x 74 = 23-68, 32 x 75 = 24-0, 32 x 76 = 24-32, 32 x 77 = 24-64, 32 x 78 = 24-96, 32 x 79 = 25-28, 32 x 80 = 25-60, 32 x 81 = 25-92, 32 x 82 = 26-24, 32 x 83 = 26-56, 32 x 84 = 26-88, 32 x 85 = 27-20, 32 x 86 = 27-52, 32 x 87 = 27-84, 32 x 88 = 28-16, 32 x 89 = 28-48, 32 x 90 = 28-80, 32 x 91 = 29-12, 32 x 92 = 29-44, 32 x 93 = 29-76, 32 x 94 = 30-8, 32 x 95 = 30-40, 32 x 96 = 30-72, 32 x 97 = 31-4, 32 x 98 = 31-36, 32 x 99 = 31-68, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 0-99, 33 x 4 = 1-32, 33 x 5 = 1-65, 33 x 6 = 1-98, 33 x 7 = 2-31, 33 x 8 = 2-64, 33 x 9 = 2-97, 33 x 10 = 3-30, 33 x 11 = 3-63, 33 x 12 = 3-96, 33 x 13 = 4-29, 33 x 14 = 4-62, 33 x 15 = 4-95, 33 x 16 = 5-28, 33 x 17 = 5-61, 33 x 18 = 5-94, 33 x 19 = 6-27, 33 x 20 = 6-60, 33 x 21 = 6-93, 33 x 22 = 7-26, 33 x 23 = 7-59, 33 x 24 = 7-92, 33 x 25 = 8-25, 33 x 26 = 8-58, 33 x 27 = 8-91, 33 x 28 = 9-24, 33 x 29 = 9-57, 33 x 30 = 9-90, 33 x 31 = 10-23, 33 x 32 = 10-56, 33 x 33 = 10-89, 33 x 34 = 11-22, 33 x 35 = 11-55, 33 x 36 = 11-88, 33 x 37 = 12-21, 33 x 38 = 12-54, 33 x 39 = 12-87, 33 x 40 = 13-20, 33 x 41 = 13-53, 33 x 42 = 13-86, 33 x 43 = 14-19, 33 x 44 = 14-52, 33 x 45 = 14-85, 33 x 46 = 15-18, 33 x 47 = 15-51, 33 x 48 = 15-84, 33 x 49 = 16-17, 33 x 50 = 16-50, 33 x 51 = 16-83, 33 x 52 = 17-16, 33 x 53 = 17-49, 33 x 54 = 17-82, 33 x 55 = 18-15, 33 x 56 = 18-48, 33 x 57 = 18-81, 33 x 58 = 19-14, 33 x 59 = 19-47, 33 x 60 = 19-80, 33 x 61 = 20-13, 33 x 62 = 20-46, 33 x 63 = 20-79, 33 x 64 = 21-12, 33 x 65 = 21-45, 33 x 66 = 21-78, 33 x 67 = 22-11, 33 x 68 = 22-44, 33 x 69 = 22-77, 33 x 70 = 23-10, 33 x 71 = 23-43, 33 x 72 = 23-76, 33 x 73 = 24-9, 33 x 74 = 24-42, 33 x 75 = 24-75, 33 x 76 = 25-8, 33 x 77 = 25-41, 33 x 78 = 25-74, 33 x 79 = 26-7, 33 x 80 = 26-40, 33 x 81 = 26-73, 33 x 82 = 27-6, 33 x 83 = 27-39, 33 x 84 = 27-72, 33 x 85 = 28-5, 33 x 86 = 28-38, 33 x 87 = 28-71, 33 x 88 = 29-4, 33 x 89 = 29-37, 33 x 90 = 29-70, 33 x 91 = 30-3, 33 x 92 = 30-36, 33 x 93 = 30-69, 33 x 94 = 31-2, 33 x 95 = 31-35, 33 x 96 = 31-68, 33 x 97 = 32-1, 33 x 98 = 32-34, 33 x 99 = 32-67, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-2, 34 x 4 = 1-36, 34 x 5 = 1-70, 34 x 6 = 2-4, 34 x 7 = 2-38, 34 x 8 = 2-72, 34 x 9 = 3-6, 34 x 10 = 3-40, 34 x 11 = 3-74, 34 x 12 = 4-8, 34 x 13 = 4-42, 34 x 14 = 4-76, 34 x 15 = 5-10, 34 x 16 = 5-44, 34 x 17 = 5-78, 34 x 18 = 6-12, 34 x 19 = 6-46, 34 x 20 = 6-80, 34 x 21 = 7-14, 34 x 22 = 7-48, 34 x 23 = 7-82, 34 x 24 = 8-16, 34 x 25 = 8-50, 34 x 26 = 8-84, 34 x 27 = 9-18, 34 x 28 = 9-52, 34 x 29 = 9-86, 34 x 30 = 10-20, 34 x 31 = 10-54, 34 x 32 = 10-88, 34 x 33 = 11-22, 34 x 34 = 11-56, 34 x 35 = 11-90, 34 x 36 = 12-24, 34 x 37 = 12-58, 34 x 38 = 12-92, 34 x 39 = 13-26, 34 x 40 = 13-60, 34 x 41 = 13-94, 34 x 42 = 14-28, 34 x 43 = 14-62, 34 x 44 = 14-96, 34 x 45 = 15-30, 34 x 46 = 15-64, 34 x 47 = 15-98, 34 x 48 = 16-32, 34 x 49 = 16-66, 34 x 50 = 17-0, 34 x 51 = 17-34, 34 x 52 = 17-68, 34 x 53 = 18-2, 34 x 54 = 18-36, 34 x 55 = 18-70, 34 x 56 = 19-4, 34 x 57 = 19-38, 34 x 58 = 19-72, 34 x 59 = 20-6, 34 x 60 = 20-40, 34 x 61 = 20-74, 34 x 62 = 21-8, 34 x 63 = 21-42, 34 x 64 = 21-76, 34 x 65 = 22-10, 34 x 66 = 22-44, 34 x 67 = 22-78, 34 x 68 = 23-12, 34 x 69 = 23-46, 34 x 70 = 23-80, 34 x 71 = 24-14, 34 x 72 = 24-48, 34 x 73 = 24-82, 34 x 74 = 25-16, 34 x 75 = 25-50, 34 x 76 = 25-84, 34 x 77 = 26-18, 34 x 78 = 26-52, 34 x 79 = 26-86, 34 x 80 = 27-20, 34 x 81 = 27-54, 34 x 82 = 27-88, 34 x 83 = 28-22, 34 x 84 = 28-56, 34 x 85 = 28-90, 34 x 86 = 29-24, 34 x 87 = 29-58, 34 x 88 = 29-92, 34 x 89 = 30-26, 34 x 90 = 30-60, 34 x 91 = 30-94, 34 x 92 = 31-28, 34 x 93 = 31-62, 34 x 94 = 31-96, 34 x 95 = 32-30, 34 x 96 = 32-64, 34 x 97 = 32-98, 34 x 98 = 33-32, 34 x 99 = 33-66, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-5, 35 x 4 = 1-40, 35 x 5 = 1-75, 35 x 6 = 2-10, 35 x 7 = 2-45, 35 x 8 = 2-80, 35 x 9 = 3-15, 35 x 10 = 3-50, 35 x 11 = 3-85, 35 x 12 = 4-20, 35 x 13 = 4-55, 35 x 14 = 4-90, 35 x 15 = 5-25, 35 x 16 = 5-60, 35 x 17 = 5-95, 35 x 18 = 6-30, 35 x 19 = 6-65, 35 x 20 = 7-0, 35 x 21 = 7-35, 35 x 22 = 7-70, 35 x 23 = 8-5, 35 x 24 = 8-40, 35 x 25 = 8-75, 35 x 26 = 9-10, 35 x 27 = 9-45, 35 x 28 = 9-80, 35 x 29 = 10-15, 35 x 30 = 10-50, 35 x 31 = 10-85, 35 x 32 = 11-20, 35 x 33 = 11-55, 35 x 34 = 11-90, 35 x 35 = 12-25, 35 x 36 = 12-60, 35 x 37 = 12-95, 35 x 38 = 13-30, 35 x 39 = 13-65, 35 x 40 = 14-0, 35 x 41 = 14-35, 35 x 42 = 14-70, 35 x 43 = 15-5, 35 x 44 = 15-40, 35 x 45 = 15-75, 35 x 46 = 16-10, 35 x 47 = 16-45, 35 x 48 = 16-80, 35 x 49 = 17-15, 35 x 50 = 17-50, 35 x 51 = 17-85, 35 x 52 = 18-20, 35 x 53 = 18-55, 35 x 54 = 18-90, 35 x 55 = 19-25, 35 x 56 = 19-60, 35 x 57 = 19-95, 35 x 58 = 20-30, 35 x 59 = 20-65, 35 x 60 = 21-0, 35 x 61 = 21-35, 35 x 62 = 21-70, 35 x 63 = 22-5, 35 x 64 = 22-40, 35 x 65 = 22-75, 35 x 66 = 23-10, 35 x 67 = 23-45, 35 x 68 = 23-80, 35 x 69 = 24-15, 35 x 70 = 24-50, 35 x 71 = 24-85, 35 x 72 = 25-20, 35 x 73 = 25-55, 35 x 74 = 25-90, 35 x 75 = 26-25, 35 x 76 = 26-60, 35 x 77 = 26-95, 35 x 78 = 27-30, 35 x 79 = 27-65, 35 x 80 = 28-0, 35 x 81 = 28-35, 35 x 82 = 28-70, 35 x 83 = 29-5, 35 x 84 = 29-40, 35 x 85 = 29-75, 35 x 86 = 30-10, 35 x 87 = 30-45, 35 x 88 = 30-80, 35 x 89 = 31-15, 35 x 90 = 31-50, 35 x 91 = 31-85, 35 x 92 = 32-20, 35 x 93 = 32-55, 35 x 94 = 32-90, 35 x 95 = 33-25, 35 x 96 = 33-60, 35 x 97 = 33-95, 35 x 98 = 34-30, 35 x 99 = 34-65, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-8, 36 x 4 = 1-44, 36 x 5 = 1-80, 36 x 6 = 2-16, 36 x 7 = 2-52, 36 x 8 = 2-88, 36 x 9 = 3-24, 36 x 10 = 3-60, 36 x 11 = 3-96, 36 x 12 = 4-32, 36 x 13 = 4-68, 36 x 14 = 5-4, 36 x 15 = 5-40, 36 x 16 = 5-76, 36 x 17 = 6-12, 36 x 18 = 6-48, 36 x 19 = 6-84, 36 x 20 = 7-20, 36 x 21 = 7-56, 36 x 22 = 7-92, 36 x 23 = 8-28, 36 x 24 = 8-64, 36 x 25 = 9-0, 36 x 26 = 9-36, 36 x 27 = 9-72, 36 x 28 = 10-8, 36 x 29 = 10-44, 36 x 30 = 10-80, 36 x 31 = 11-16, 36 x 32 = 11-52, 36 x 33 = 11-88, 36 x 34 = 12-24, 36 x 35 = 12-60, 36 x 36 = 12-96, 36 x 37 = 13-32, 36 x 38 = 13-68, 36 x 39 = 14-4, 36 x 40 = 14-40, 36 x 41 = 14-76, 36 x 42 = 15-12, 36 x 43 = 15-48, 36 x 44 = 15-84, 36 x 45 = 16-20, 36 x 46 = 16-56, 36 x 47 = 16-92, 36 x 48 = 17-28, 36 x 49 = 17-64, 36 x 50 = 18-0, 36 x 51 = 18-36, 36 x 52 = 18-72, 36 x 53 = 19-8, 36 x 54 = 19-44, 36 x 55 = 19-80, 36 x 56 = 20-16, 36 x 57 = 20-52, 36 x 58 = 20-88, 36 x 59 = 21-24, 36 x 60 = 21-60, 36 x 61 = 21-96, 36 x 62 = 22-32, 36 x 63 = 22-68, 36 x 64 = 23-4, 36 x 65 = 23-40, 36 x 66 = 23-76, 36 x 67 = 24-12, 36 x 68 = 24-48, 36 x 69 = 24-84, 36 x 70 = 25-20, 36 x 71 = 25-56, 36 x 72 = 25-92, 36 x 73 = 26-28, 36 x 74 = 26-64, 36 x 75 = 27-0, 36 x 76 = 27-36, 36 x 77 = 27-72, 36 x 78 = 28-8, 36 x 79 = 28-44, 36 x 80 = 28-80, 36 x 81 = 29-16, 36 x 82 = 29-52, 36 x 83 = 29-88, 36 x 84 = 30-24, 36 x 85 = 30-60, 36 x 86 = 30-96, 36 x 87 = 31-32, 36 x 88 = 31-68, 36 x 89 = 32-4, 36 x 90 = 32-40, 36 x 91 = 32-76, 36 x 92 = 33-12, 36 x 93 = 33-48, 36 x 94 = 33-84, 36 x 95 = 34-20, 36 x 96 = 34-56, 36 x 97 = 34-92, 36 x 98 = 35-28, 36 x 99 = 35-64, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-11, 37 x 4 = 1-48, 37 x 5 = 1-85, 37 x 6 = 2-22, 37 x 7 = 2-59, 37 x 8 = 2-96, 37 x 9 = 3-33, 37 x 10 = 3-70, 37 x 11 = 4-7, 37 x 12 = 4-44, 37 x 13 = 4-81, 37 x 14 = 5-18, 37 x 15 = 5-55, 37 x 16 = 5-92, 37 x 17 = 6-29, 37 x 18 = 6-66, 37 x 19 = 7-3, 37 x 20 = 7-40, 37 x 21 = 7-77, 37 x 22 = 8-14, 37 x 23 = 8-51, 37 x 24 = 8-88, 37 x 25 = 9-25, 37 x 26 = 9-62, 37 x 27 = 9-99, 37 x 28 = 10-36, 37 x 29 = 10-73, 37 x 30 = 11-10, 37 x 31 = 11-47, 37 x 32 = 11-84, 37 x 33 = 12-21, 37 x 34 = 12-58, 37 x 35 = 12-95, 37 x 36 = 13-32, 37 x 37 = 13-69, 37 x 38 = 14-6, 37 x 39 = 14-43, 37 x 40 = 14-80, 37 x 41 = 15-17, 37 x 42 = 15-54, 37 x 43 = 15-91, 37 x 44 = 16-28, 37 x 45 = 16-65, 37 x 46 = 17-2, 37 x 47 = 17-39, 37 x 48 = 17-76, 37 x 49 = 18-13, 37 x 50 = 18-50, 37 x 51 = 18-87, 37 x 52 = 19-24, 37 x 53 = 19-61, 37 x 54 = 19-98, 37 x 55 = 20-35, 37 x 56 = 20-72, 37 x 57 = 21-9, 37 x 58 = 21-46, 37 x 59 = 21-83, 37 x 60 = 22-20, 37 x 61 = 22-57, 37 x 62 = 22-94, 37 x 63 = 23-31, 37 x 64 = 23-68, 37 x 65 = 24-5, 37 x 66 = 24-42, 37 x 67 = 24-79, 37 x 68 = 25-16, 37 x 69 = 25-53, 37 x 70 = 25-90, 37 x 71 = 26-27, 37 x 72 = 26-64, 37 x 73 = 27-1, 37 x 74 = 27-38, 37 x 75 = 27-75, 37 x 76 = 28-12, 37 x 77 = 28-49, 37 x 78 = 28-86, 37 x 79 = 29-23, 37 x 80 = 29-60, 37 x 81 = 29-97, 37 x 82 = 30-34, 37 x 83 = 30-71, 37 x 84 = 31-8, 37 x 85 = 31-45, 37 x 86 = 31-82, 37 x 87 = 32-19, 37 x 88 = 32-56, 37 x 89 = 32-93, 37 x 90 = 33-30, 37 x 91 = 33-67, 37 x 92 = 34-4, 37 x 93 = 34-41, 37 x 94 = 34-78, 37 x 95 = 35-15, 37 x 96 = 35-52, 37 x 97 = 35-89, 37 x 98 = 36-26, 37 x 99 = 36-63, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-14, 38 x 4 = 1-52, 38 x 5 = 1-90, 38 x 6 = 2-28, 38 x 7 = 2-66, 38 x 8 = 3-4, 38 x 9 = 3-42, 38 x 10 = 3-80, 38 x 11 = 4-18, 38 x 12 = 4-56, 38 x 13 = 4-94, 38 x 14 = 5-32, 38 x 15 = 5-70, 38 x 16 = 6-8, 38 x 17 = 6-46, 38 x 18 = 6-84, 38 x 19 = 7-22, 38 x 20 = 7-60, 38 x 21 = 7-98, 38 x 22 = 8-36, 38 x 23 = 8-74, 38 x 24 = 9-12, 38 x 25 = 9-50, 38 x 26 = 9-88, 38 x 27 = 10-26, 38 x 28 = 10-64, 38 x 29 = 11-2, 38 x 30 = 11-40, 38 x 31 = 11-78, 38 x 32 = 12-16, 38 x 33 = 12-54, 38 x 34 = 12-92, 38 x 35 = 13-30, 38 x 36 = 13-68, 38 x 37 = 14-6, 38 x 38 = 14-44, 38 x 39 = 14-82, 38 x 40 = 15-20, 38 x 41 = 15-58, 38 x 42 = 15-96, 38 x 43 = 16-34, 38 x 44 = 16-72, 38 x 45 = 17-10, 38 x 46 = 17-48, 38 x 47 = 17-86, 38 x 48 = 18-24, 38 x 49 = 18-62, 38 x 50 = 19-0, 38 x 51 = 19-38, 38 x 52 = 19-76, 38 x 53 = 20-14, 38 x 54 = 20-52, 38 x 55 = 20-90, 38 x 56 = 21-28, 38 x 57 = 21-66, 38 x 58 = 22-4, 38 x 59 = 22-42, 38 x 60 = 22-80, 38 x 61 = 23-18, 38 x 62 = 23-56, 38 x 63 = 23-94, 38 x 64 = 24-32, 38 x 65 = 24-70, 38 x 66 = 25-8, 38 x 67 = 25-46, 38 x 68 = 25-84, 38 x 69 = 26-22, 38 x 70 = 26-60, 38 x 71 = 26-98, 38 x 72 = 27-36, 38 x 73 = 27-74, 38 x 74 = 28-12, 38 x 75 = 28-50, 38 x 76 = 28-88, 38 x 77 = 29-26, 38 x 78 = 29-64, 38 x 79 = 30-2, 38 x 80 = 30-40, 38 x 81 = 30-78, 38 x 82 = 31-16, 38 x 83 = 31-54, 38 x 84 = 31-92, 38 x 85 = 32-30, 38 x 86 = 32-68, 38 x 87 = 33-6, 38 x 88 = 33-44, 38 x 89 = 33-82, 38 x 90 = 34-20, 38 x 91 = 34-58, 38 x 92 = 34-96, 38 x 93 = 35-34, 38 x 94 = 35-72, 38 x 95 = 36-10, 38 x 96 = 36-48, 38 x 97 = 36-86, 38 x 98 = 37-24, 38 x 99 = 37-62, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-17, 39 x 4 = 1-56, 39 x 5 = 1-95, 39 x 6 = 2-34, 39 x 7 = 2-73, 39 x 8 = 3-12, 39 x 9 = 3-51, 39 x 10 = 3-90, 39 x 11 = 4-29, 39 x 12 = 4-68, 39 x 13 = 5-7, 39 x 14 = 5-46, 39 x 15 = 5-85, 39 x 16 = 6-24, 39 x 17 = 6-63, 39 x 18 = 7-2, 39 x 19 = 7-41, 39 x 20 = 7-80, 39 x 21 = 8-19, 39 x 22 = 8-58, 39 x 23 = 8-97, 39 x 24 = 9-36, 39 x 25 = 9-75, 39 x 26 = 10-14, 39 x 27 = 10-53, 39 x 28 = 10-92, 39 x 29 = 11-31, 39 x 30 = 11-70, 39 x 31 = 12-9, 39 x 32 = 12-48, 39 x 33 = 12-87, 39 x 34 = 13-26, 39 x 35 = 13-65, 39 x 36 = 14-4, 39 x 37 = 14-43, 39 x 38 = 14-82, 39 x 39 = 15-21, 39 x 40 = 15-60, 39 x 41 = 15-99, 39 x 42 = 16-38, 39 x 43 = 16-77, 39 x 44 = 17-16, 39 x 45 = 17-55, 39 x 46 = 17-94, 39 x 47 = 18-33, 39 x 48 = 18-72, 39 x 49 = 19-11, 39 x 50 = 19-50, 39 x 51 = 19-89, 39 x 52 = 20-28, 39 x 53 = 20-67, 39 x 54 = 21-6, 39 x 55 = 21-45, 39 x 56 = 21-84, 39 x 57 = 22-23, 39 x 58 = 22-62, 39 x 59 = 23-1, 39 x 60 = 23-40, 39 x 61 = 23-79, 39 x 62 = 24-18, 39 x 63 = 24-57, 39 x 64 = 24-96, 39 x 65 = 25-35, 39 x 66 = 25-74, 39 x 67 = 26-13, 39 x 68 = 26-52, 39 x 69 = 26-91, 39 x 70 = 27-30, 39 x 71 = 27-69, 39 x 72 = 28-8, 39 x 73 = 28-47, 39 x 74 = 28-86, 39 x 75 = 29-25, 39 x 76 = 29-64, 39 x 77 = 30-3, 39 x 78 = 30-42, 39 x 79 = 30-81, 39 x 80 = 31-20, 39 x 81 = 31-59, 39 x 82 = 31-98, 39 x 83 = 32-37, 39 x 84 = 32-76, 39 x 85 = 33-15, 39 x 86 = 33-54, 39 x 87 = 33-93, 39 x 88 = 34-32, 39 x 89 = 34-71, 39 x 90 = 35-10, 39 x 91 = 35-49, 39 x 92 = 35-88, 39 x 93 = 36-27, 39 x 94 = 36-66, 39 x 95 = 37-5, 39 x 96 = 37-44, 39 x 97 = 37-83, 39 x 98 = 38-22, 39 x 99 = 38-61, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-20, 40 x 4 = 1-60, 40 x 5 = 2-0, 40 x 6 = 2-40, 40 x 7 = 2-80, 40 x 8 = 3-20, 40 x 9 = 3-60, 40 x 10 = 4-0, 40 x 11 = 4-40, 40 x 12 = 4-80, 40 x 13 = 5-20, 40 x 14 = 5-60, 40 x 15 = 6-0, 40 x 16 = 6-40, 40 x 17 = 6-80, 40 x 18 = 7-20, 40 x 19 = 7-60, 40 x 20 = 8-0, 40 x 21 = 8-40, 40 x 22 = 8-80, 40 x 23 = 9-20, 40 x 24 = 9-60, 40 x 25 = 10-0, 40 x 26 = 10-40, 40 x 27 = 10-80, 40 x 28 = 11-20, 40 x 29 = 11-60, 40 x 30 = 12-0, 40 x 31 = 12-40, 40 x 32 = 12-80, 40 x 33 = 13-20, 40 x 34 = 13-60, 40 x 35 = 14-0, 40 x 36 = 14-40, 40 x 37 = 14-80, 40 x 38 = 15-20, 40 x 39 = 15-60, 40 x 40 = 16-0, 40 x 41 = 16-40, 40 x 42 = 16-80, 40 x 43 = 17-20, 40 x 44 = 17-60, 40 x 45 = 18-0, 40 x 46 = 18-40, 40 x 47 = 18-80, 40 x 48 = 19-20, 40 x 49 = 19-60, 40 x 50 = 20-0, 40 x 51 = 20-40, 40 x 52 = 20-80, 40 x 53 = 21-20, 40 x 54 = 21-60, 40 x 55 = 22-0, 40 x 56 = 22-40, 40 x 57 = 22-80, 40 x 58 = 23-20, 40 x 59 = 23-60, 40 x 60 = 24-0, 40 x 61 = 24-40, 40 x 62 = 24-80, 40 x 63 = 25-20, 40 x 64 = 25-60, 40 x 65 = 26-0, 40 x 66 = 26-40, 40 x 67 = 26-80, 40 x 68 = 27-20, 40 x 69 = 27-60, 40 x 70 = 28-0, 40 x 71 = 28-40, 40 x 72 = 28-80, 40 x 73 = 29-20, 40 x 74 = 29-60, 40 x 75 = 30-0, 40 x 76 = 30-40, 40 x 77 = 30-80, 40 x 78 = 31-20, 40 x 79 = 31-60, 40 x 80 = 32-0, 40 x 81 = 32-40, 40 x 82 = 32-80, 40 x 83 = 33-20, 40 x 84 = 33-60, 40 x 85 = 34-0, 40 x 86 = 34-40, 40 x 87 = 34-80, 40 x 88 = 35-20, 40 x 89 = 35-60, 40 x 90 = 36-0, 40 x 91 = 36-40, 40 x 92 = 36-80, 40 x 93 = 37-20, 40 x 94 = 37-60, 40 x 95 = 38-0, 40 x 96 = 38-40, 40 x 97 = 38-80, 40 x 98 = 39-20, 40 x 99 = 39-60, 
